RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL CLUB HEAD SPEED,TOTAL ATTEMPTS
64,-1,50188,S.H. Kim,117.71,43905.58,373
65,1,34046,Jordan Spieth,117.62,33168.46,282
66,2,28089,Jason Day,117.48,30310.46,258
67,1,39997,Corey Conners,117.36,40841.34,348
67,0,51634,Sahith Theegala,117.36,43190.16,368
67,-2,35617,Martin Trainer,117.36,22181.29,189
70,1,47483,Will Zalatoris,117.32,28155.90,240
71,3,34099,Harris English,117.20,37035.17,316
72,-4,58168,Davis Thompson,117.19,38673.14,330
73,0,60067,Joe Highsmith,117.03,30310.14,259
74,1,47988,Nick Hardy,117.02,41775.16,357
74,-2,36871,Matt NeSmith,117.02,33468.24,286
76,1,40098,Matt Fitzpatrick,116.97,30295.40,259
77,-1,32070,Rafael Campos,116.88,25597.66,219
78,0,33968,Thorbjørn Olesen,116.83,19043.13,163
79,0,60767,Blaine Hale Jr.,116.77,21836.67,187
80,4,45157,Cam Davis,116.62,31603.01,271
81,-1,46340,Alex Smalley,116.60,29732.98,255
82,-1,60004,Jacob Bridgeman,116.58,32059.88,275
83,-1,34466,Peter Malnati,116.45,39942.45,343
84,2,47995,Davis Riley,116.41,35853.35,308
85,-2,57975,Harry Hall,116.35,33857.53,291
86,-1,27349,Alex Noren,116.22,24754.47,213
87,1,56630,Akshay Bhatia,116.13,38787.47,334
88,-1,48887,Matt Wallace,116.09,26815.93,231
89,1,46717,Viktor Hovland,116.07,24026.54,207
90,-1,40115,Adam Svensson,116.02,49771.70,429
91,1,28252,Seamus Power,115.96,42788.33,369
92,3,32839,Hideki Matsuyama,115.80,32076.71,277
93,-2,50493,Justin Suh,115.78,32997.72,285
94,-1,32366,Kevin Chappell,115.74,23494.41,203
95,2,35506,Mackenzie Hughes,115.62,45786.31,396
96,-2,39324,J.J. Spaun,115.61,38846.62,336
97,-1,46414,Aaron Rai,115.58,41148.20,356
98,5,33141,Keegan Bradley,115.57,35365.44,306
99,-2,37275,Sam Ryder,115.51,34421.69,298
99,-2,48119,Ben Taylor,115.51,26568.30,230
101,-4,36801,Mark Hubbard,115.50,45738.81,396
102,-1,52514,Trace Crowe,115.44,31513.97,273
103,-1,32791,K.H. Lee,115.34,35062.15,304
104,5,57362,Austin Eckroat,115.32,38746.72,336
105,6,30911,Tommy Fleetwood,115.30,31245.87,271
105,3,35532,Tom Hoge,115.30,44851.38,389
107,-2,12716,Charley Hoffman,115.29,28591.79,248
108,-2,34374,Erik Barnes,115.27,24206.63,210
108,-4,39975,Michael Kim,115.27,35388.60,307
110,3,39971,Sungjae Im,115.17,40770.25,354
110,-3,32757,Patton Kizzire,115.17,28792.33,250
112,0,51997,Andrew Novak,115.08,33719.43,293
113,-4,40026,Daniel Berger,115.07,32219.63,280
114,1,33399,Adam Hadwin,114.96,36442.02,317
114,2,33204,Shane Lowry,114.96,33108.37,288
116,-2,52666,Sami Valimaki,114.92,25397.55,221
117,1,54628,Lee Hodges,114.91,40792.92,355
118,-2,47591,Eric Cole,114.89,45381.45,395
119,2,54591,Ben Griffin,114.85,39967.15,348
120,3,50525,Collin Morikawa,114.79,29845.37,260
121,1,30926,Chris Kirk,114.78,36384.69,317
122,-2,34563,Chesson Hadley,114.72,33957.05,296
123,1,22405,Justin Rose,114.68,26490.87,231
124,-5,30163,Henrik Norlander,114.67,22246.10,194
125,1,32102,Rickie Fowler,114.62,29457.98,257
126,-1,32367,Jorge Campillo,114.38,20589.01,180
127,0,37455,Si Woo Kim,114.34,41618.68,364
128,1,29420,Billy Horschel,114.28,34169.06,299
129,-1,35461,Beau Hossler,114.25,41928.05,367
130,1,55182,Tom Kim,114.15,38240.57,335
131,-1,55708,Hayden Buckley,114.09,33314.75,292
132,-1,34587,Chan Kim,113.99,33400.50,293
133,0,54783,Dylan Wu,113.98,36472.73,320
134,3,29221,Webb Simpson,113.92,26316.50,231
135,-1,27214,Kevin Streelman,113.84,31648.02,278
136,-1,59143,Mac Meissner,113.81,31866.93,280
137,-1,51349,Nico Echavarria,113.74,36624.20,322
138,0,48084,Wesley Bryan,113.56,18851.42,166
139,0,47983,Chad Ramey,113.54,35877.48,316
140,0,50095,Austin Smotherman,113.31,20282.81,179
141,0,27936,Martin Laird,113.20,28187.38,249
142,0,40162,Justin Lower,113.16,41417.26,366
142,0,48319,Tom Whitney,113.16,27724.76,245
144,0,33486,Roger Sloan,113.13,26471.66,234
145,0,49771,J.T. Poston,113.05,41376.64,366
146,3,31646,Emiliano Grillo,112.94,37044.61,328
147,-1,36884,Ben Kohles,112.84,36786.58,326
148,-1,51287,Ryo Hisatsune,112.81,33279.23,295
149,1,39327,Ben Silverman,112.73,40694.35,361
149,-1,52374,Brandon Wu,112.73,33707.07,299
151,0,27330,Josh Teater,112.70,21750.51,193
152,1,45522,Christiaan Bezuidenhout,112.59,36929.67,328
153,-1,46441,Robby Shelton,112.54,36239.42,322
154,1,23320,Ryan Palmer,112.43,20012.92,178
155,-1,34021,Bud Cauley,112.42,29116.27,259
156,0,57900,Chandler Phillips,112.32,37516.49,334
157,0,52375,Doug Ghim,112.24,35354.11,315
158,0,45609,Tyler Duncan,112.22,27717.22,247
159,4,47993,Denny McCarthy,111.94,40296.81,360
160,2,25493,Nick Taylor,111.90,38046.49,340
161,-2,28775,Nate Lashley,111.88,33227.61,297
162,-1,22371,Aaron Baddeley,111.84,30980.37,277
163,-3,52513,Carson Young,111.83,38356.03,343
164,1,49960,Sepp Straka,111.39,31523.22,283
165,-1,27770,Camilo Villegas,111.36,22383.32,201
166,0,34256,Andrew Putnam,111.26,38829.89,349
167,0,25900,Lucas Glover,111.25,38046.58,342
168,1,34076,Joel Dahmen,111.03,34975.84,315
169,-1,32640,Troy Merritt,111.02,32528.24,293
170,1,34098,Russell Henley,110.75,32669.89,295
171,-1,51890,Greyson Sigg,110.68,34973.64,316
172,0,40058,Zac Blair,110.50,39892.06,361
173,2,27644,Brian Harman,110.42,41628.88,377
174,-1,36326,David Lipsky,110.41,30251.59,274
175,-1,29908,C.T. Pan,110.40,28372.16,257
176,0,29478,Kevin Kisner,110.31,26362.91,239
177,0,47806,Raul Pereda,109.67,20069.50,183
178,0,26596,Ryan Moore,109.27,35838.95,328
179,0,29535,Brice Garnett,109.02,21695.48,199
180,0,30927,Brendon Todd,108.85,43976.23,404
181,0,24024,Zach Johnson,108.41,23632.41,218
182,0,27649,Brandt Snedeker,108.24,27385.42,253
183,0,26476,Chez Reavie,108.03,30896.53,286
184,0,23108,Matt Kuchar,107.97,32176.23,298
