RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
112,0,28259,Sangmoon Bae,57.40,291,507
113,0,25345,Carl Pettersson,57.33,313,546
114,0,32366,Kevin Chappell,57.32,321,560
115,0,26851,Marc Leishman,57.29,287,501
116,0,24358,Robert Garrigus,57.17,287,502
117,0,23638,Brendon de Jonge,57.10,398,697
118,0,20498,Briny Baird,56.84,187,329
119,0,24357,K.J. Choi,56.78,310,546
120,0,25274,Steven Bowditch,56.77,348,613
121,0,23353,J.J. Henry,56.72,270,476
122,0,29478,Kevin Kisner,56.69,301,531
122,0,28486,Michael Putnam,56.69,343,605
122,0,24663,Y.E. Yang,56.69,305,538
125,0,27770,Camilo Villegas,56.64,320,565
126,0,22621,Ben Curtis,56.62,278,491
127,0,20396,Lee Westwood,56.28,206,366
128,0,25364,Paul Casey,56.23,194,345
129,0,29461,Jamie Lovemark,56.20,213,379
130,0,32640,Troy Merritt,56.15,219,390
131,0,24507,Jason Bohn,56.03,288,514
132,0,27095,Nick Watney,56.01,247,441
133,0,26300,Matt Jones,55.92,307,549
134,0,24912,Will MacKenzie,55.91,284,508
134,0,35541,John Peterson,55.91,208,372
136,0,32200,Roberto Castro,55.79,294,527
137,0,22046,Geoff Ogilvy,55.77,285,511
138,0,21878,Mark Wilson,55.58,239,430
139,0,35300,Andrew Loupe,55.56,225,405
140,0,01706,Davis Love III,55.43,255,460
141,0,23409,James Driscoll,55.40,277,500
142,0,20229,Stewart Cink,55.35,305,551
142,0,23621,Rory Sabbatini,55.35,269,486
144,0,29420,Billy Horschel,55.32,265,479
145,0,32448,James Hahn,55.11,286,519
146,0,07867,Woody Austin,54.81,228,416
146,0,25444,Justin Hicks,54.81,279,509
148,0,24781,Hunter Mahan,54.71,279,510
149,0,31557,Jim Herman,54.70,192,351
150,0,22378,Trevor Immelman,54.60,273,500
151,0,34409,David Lingmerth,54.58,274,502
152,0,30852,Ryo Ishikawa,54.55,258,473
153,0,34563,Chesson Hadley,54.20,303,559
154,0,30692,Scott Stallings,54.17,273,504
155,0,27214,Kevin Streelman,54.07,279,516
156,0,25240,D.A. Points,53.88,264,490
157,0,27936,Martin Laird,53.72,202,376
158,0,27408,Martin Kaymer,53.43,218,408
159,0,26679,Kevin Stadler,53.41,266,498
160,0,26289,Boo Weekley,53.14,220,414
161,0,20848,Ángel Cabrera,53.10,231,435
162,0,32334,Charlie Beljan,52.99,239,451
162,0,32333,Kevin Tway,52.99,204,385
164,0,28780,Nicholas Thompson,52.88,257,486
165,0,22913,John Rollins,52.77,267,506
166,0,25686,Jason Dufner,52.74,173,328
167,0,30110,Kyle Stanley,52.73,261,495
168,0,27120,Troy Matteson,52.64,209,397
169,0,34264,Hudson Swafford,52.63,210,399
170,0,34098,Russell Henley,52.37,331,632
171,0,21528,Henrik Stenson,51.83,156,301
172,0,26329,Louis Oosthuizen,51.80,144,278
173,0,37273,Derek Ernst,51.30,256,499
174,0,30750,Tommy Gainey,50.56,226,447
175,0,27933,John Merrick,50.31,240,477
176,0,25900,Lucas Glover,49.74,195,392
177,0,31193,Jim Renner,47.98,190,396
