RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE EARLY RDS.
53,0,40058,Zac Blair,69.77,907,13
54,0,30911,Tommy Fleetwood,69.79,977,14
55,0,23108,Matt Kuchar,69.81,1466,21
56,0,32150,Michael Thompson,69.86,489,7
57,0,33948,Byeong Hun An,69.87,1048,15
58,0,19846,Brian Gay,69.88,559,8
59,0,47993,Denny McCarthy,69.90,699,10
60,0,24138,Ian Poulter,69.91,769,11
61,0,26499,Rafa Cabrera Bello,69.92,839,12
61,0,35450,Patrick Cantlay,69.92,909,13
61,0,27644,Brian Harman,69.92,909,13
61,0,24781,Hunter Mahan,69.92,839,12
65,0,32448,James Hahn,69.94,1119,16
65,0,29223,Sam Saunders,69.94,1259,18
65,0,29484,Peter Uihlein,69.94,1259,18
68,0,32333,Kevin Tway,69.96,1609,23
69,0,25396,Kevin Na,70.00,1190,17
70,0,34563,Chesson Hadley,70.06,1121,16
70,0,35421,Brandon Harkins,70.06,1261,18
72,0,32757,Patton Kizzire,70.09,771,11
73,0,27936,Martin Laird,70.10,701,10
74,0,23325,Vaughn Taylor,70.11,631,9
75,0,28500,Martin Flores,70.12,1192,17
75,0,25818,Scott Piercy,70.12,1192,17
77,0,34174,John Huh,70.13,1122,16
77,0,34409,David Lingmerth,70.13,1122,16
79,0,34099,Harris English,70.14,982,14
80,0,32839,Hideki Matsuyama,70.15,912,13
80,0,27649,Brandt Snedeker,70.15,1403,20
82,0,30944,Jason Kokrak,70.17,1614,23
82,0,35891,Cameron Smith,70.17,842,12
84,0,24846,Ricky Barnes,70.18,772,11
85,0,30978,Kiradech Aphibarnrat,70.20,351,5
85,0,10809,Jim Furyk,70.20,702,10
87,0,20229,Stewart Cink,70.21,983,14
87,0,39997,Corey Conners,70.21,1334,19
87,0,35879,Kelly Kraft,70.21,1685,24
90,0,31560,Brian Stuard,70.22,1264,18
91,0,23353,J.J. Henry,70.25,843,12
92,0,25198,Francesco Molinari,70.28,1265,18
93,0,33141,Keegan Bradley,70.33,844,12
94,0,31420,Anirban Lahiri,70.36,985,14
94,0,01810,Phil Mickelson,70.36,1548,22
96,0,22371,Aaron Baddeley,70.40,704,10
96,0,29461,Jamie Lovemark,70.40,1056,15
98,0,28775,Nate Lashley,70.43,493,7
98,0,39546,Keith Mitchell,70.43,1479,21
100,0,27095,Nick Watney,70.45,775,11
101,0,35506,Mackenzie Hughes,70.46,916,13
101,0,30692,Scott Stallings,70.46,1691,24
101,0,28132,Tyrone Van Aswegen,70.46,1691,24
104,0,33399,Adam Hadwin,70.50,1269,18
104,0,12716,Charley Hoffman,70.50,1128,16
106,0,23541,Ben Crane,70.53,1199,17
106,0,27129,Luke List,70.53,1058,15
108,0,37189,Harold Varner III,70.54,1693,24
109,0,37338,Zecheng Dou,70.55,776,11
110,0,27556,Ted Potter Jr.,70.57,988,14
111,0,29268,Bronson Burgoon,70.61,1624,23
112,0,49771,J.T. Poston,70.62,918,13
113,0,37278,Nicholas Lindheim,70.63,1130,16
113,0,25892,Steve Wheatcroft,70.63,1130,16
115,0,34076,Joel Dahmen,70.64,989,14
115,0,27141,J.B. Holmes,70.64,989,14
115,0,47287,Ethan Tracy,70.64,989,14
118,0,35545,Blayne Barber,70.67,1060,15
118,0,20472,Alex Cejka,70.67,1060,15
118,0,26758,David Hearn,70.67,1060,15
118,0,37454,Whee Kim,70.67,1272,18
122,0,27214,Kevin Streelman,70.69,1131,16
123,0,35310,Lanto Griffin,70.73,1061,15
124,0,33122,Russell Knox,70.74,1344,19
125,0,30926,Chris Kirk,70.79,1345,19
126,0,33413,Ben Martin,70.80,1062,15
127,0,39324,J.J. Spaun,70.83,850,12
127,0,47128,Richy Werenski,70.83,1629,23
129,0,29222,Billy Hurley III,70.88,1134,16
130,0,37275,Sam Ryder,70.89,1347,19
131,0,28237,Rory McIlroy,70.92,922,13
131,0,47347,Adam Schenk,70.92,1773,25
133,0,36799,Stephan Jaeger,70.94,1277,18
134,0,24358,Robert Garrigus,70.95,1419,20
135,0,29479,Scott Brown,70.96,1632,23
136,0,19803,Ryan Armour,71.00,994,14
136,0,29926,Danny Lee,71.00,1491,21
136,0,34466,Peter Malnati,71.00,710,10
136,0,33419,Cameron Tringale,71.00,994,14
140,0,45609,Tyler Duncan,71.07,995,14
140,0,34098,Russell Henley,71.07,1066,15
142,0,27064,Jhonattan Vegas,71.10,1422,20
143,0,39327,Ben Silverman,71.11,1920,27
144,0,24925,Jonathan Byrd,71.13,1636,23
145,0,25632,Jimmy Walker,71.14,996,14
146,0,25686,Jason Dufner,71.15,925,13
146,0,34360,Patrick Reed,71.15,1423,20
148,0,34358,Jonathan Randolph,71.18,783,11
149,0,35376,Roberto Díaz,71.19,1139,16
150,0,25900,Lucas Glover,71.21,997,14
151,0,20593,Greg Chalmers,71.22,641,9
152,0,28307,Matt Every,71.23,926,13
152,0,34256,Andrew Putnam,71.23,926,13
154,0,32254,Xinjun Zhang,71.24,1781,25
155,0,39975,Michael Kim,71.29,998,14
156,0,27942,Rob Oppenheim,71.31,1141,16
156,0,39328,Conrad Shindler,71.31,927,13
158,0,48084,Wesley Bryan,71.33,856,12
159,0,24502,Adam Scott,71.38,1142,16
160,0,50526,Tom Lovelady,71.44,1286,18
161,0,31646,Emiliano Grillo,71.46,929,13
162,0,28679,Fabián Gómez,71.50,858,12
162,0,20157,Retief Goosen,71.50,1287,18
164,0,36699,Patrick Rodgers,71.56,1145,16
165,0,47125,Matt Atkins,71.59,1217,17
166,0,31416,Derek Fathauer,71.60,1790,25
167,0,46402,Talor Gooch,71.63,1361,19
167,0,29485,Brett Stegmaier,71.63,1146,16
167,0,49964,Aaron Wise,71.63,1146,16
170,0,27958,Ryan Blaum,71.71,1004,14
170,0,34431,Robert Streb,71.71,1004,14
172,0,12510,Chad Campbell,71.72,1291,18
173,0,46601,Trey Mullinax,71.75,574,8
174,0,37455,Si Woo Kim,71.89,1366,19
175,0,34021,Bud Cauley,71.92,935,13
176,0,25572,Graeme McDowell,71.94,1151,16
177,0,45526,Abraham Ancer,72.00,1584,22
178,0,39954,Cody Gribble,72.06,1225,17
179,0,24924,Bill Haas,72.08,937,13
180,0,34264,Hudson Swafford,72.18,794,11
181,0,27895,Jonas Blixt,72.25,867,12
182,0,27963,Chris Stroud,72.27,795,11
183,0,32876,Martin Piller,72.28,1301,18
184,0,27974,Sung Kang,72.40,1086,15
185,0,32816,Satoshi Kodaira,72.43,507,7
186,0,24140,Sean O'Hair,72.44,652,9
187,0,20572,Rod Pampling,72.67,872,12
188,0,33418,Shawn Stefani,72.83,874,12
189,0,22582,Kyle Thompson,72.85,947,13
190,0,25834,Daniel Summerhays,73.13,1097,15
191,0,35544,Andrew Yun,73.40,734,10
192,0,34213,Grayson Murray,73.44,661,9
193,0,26331,Charl Schwartzel,73.86,517,7
