RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND,HOLE,COURSE
90,0,23621,Rory Sabbatini,377,HP Byron Nelson,3,1,019
90,0,06527,Steve Stricker,377,Hyundai T of C,1,12,656
95,0,34099,Harris English,376,BMW Champ,2,8,789
95,0,26695,Michael Letzig,376,Zurich Classic,2,2,714
95,0,23320,Ryan Palmer,376,HP Byron Nelson,3,1,019
104,0,24024,Zach Johnson,375,Hyundai T of C,2,12,656
112,0,30852,Ryo Ishikawa,374,HP Byron Nelson,4,3,019
112,0,33869,Eric Meierdierks,374,HP Byron Nelson,2,11,019
112,0,23497,Tag Ridings,374,John Deere Clas,1,2,669
112,0,27095,Nick Watney,374,Hyundai T of C,2,18,656
122,0,28259,Sangmoon Bae,373,Phoenix Open,3,15,510
122,0,21961,Charles Howell III,373,HP Byron Nelson,4,3,019
126,0,20766,Padraig Harrington,372,Travelers Champ,4,18,503
126,0,33461,Morgan Hoffmann,372,HP Byron Nelson,3,1,019
126,0,34360,Patrick Reed,372,BMW Champ,2,8,789
134,0,30978,Kiradech Aphibarnrat,371,WGC-Bridgestone,2,16,036
134,0,27129,Luke List,371,Texas Open,2,8,770
134,0,30741,Randy Lowry,371,Shell Houston,1,13,729
134,0,22913,John Rollins,371,HP Byron Nelson,4,3,019
145,0,01249,John Daly,370,HP Byron Nelson,2,1,019
145,0,25900,Lucas Glover,370,Phoenix Open,4,15,510
145,0,31557,Jim Herman,370,Travelers Champ,3,18,503
145,0,25396,Kevin Na,370,Phoenix Open,4,15,510
153,0,24358,Robert Garrigus,369,Arnold Palmer,1,5,009
153,0,30944,Jason Kokrak,369,Wyndham Champ,1,18,752
153,0,25562,Andres Romero,369,John Deere Clas,1,2,669
153,0,33418,Shawn Stefani,369,John Deere Clas,1,2,669
163,0,29892,Steve Dartnall,368,The Open,1,1,542
163,0,20376,Stephen Gallacher,368,WGC-Bridgestone,2,16,036
173,0,24399,Scott Gardiner,367,Farmers Ins.,3,14,004
173,0,12716,Charley Hoffman,367,Shell Houston,4,18,729
173,0,28308,Troy Kelly,367,Phoenix Open,2,15,510
173,0,29289,S.Y. Noh,367,HP Byron Nelson,2,1,019
173,0,20691,Greg Owen,367,Wyndham Champ,1,18,752
173,0,24502,Adam Scott,367,WGC-Bridgestone,2,9,036
191,0,28089,Jason Day,366,HP Byron Nelson,4,1,019
191,0,34563,Chesson Hadley,366,Wyndham Champ,1,18,752
191,0,01706,Davis Love III,366,John Deere Clas,4,10,669
191,0,28237,Rory McIlroy,366,The Barclays,3,12,762
209,0,23541,Ben Crane,365,RBC Heritage,2,15,012
209,0,27644,Brian Harman,365,Sony Open,2,8,006
209,0,06332,Neal Lancaster,365,Wyndham Champ,1,18,752
209,0,21949,Joe Ogilvie,365,HP Byron Nelson,4,1,019
209,0,22056,Cameron Percy,365,HP Byron Nelson,4,3,019
209,0,20645,John Senden,365,Wyndham Champ,1,18,752
209,0,06567,Vijay Singh,365,Canadian Open,4,11,032
209,0,39480,T.J. Vogel,365,John Deere Clas,1,2,669
229,0,10809,Jim Furyk,364,Texas Open,2,8,770
229,0,23353,J.J. Henry,364,Hyundai T of C,1,7,656
248,0,20940,Kenichi Kuboya,363,The Open,1,1,542
248,0,39531,Ken Looper,363,Zurich Classic,1,12,714
248,0,27120,Troy Matteson,363,Phoenix Open,2,6,510
248,0,27214,Kevin Streelman,363,WGC-Bridgestone,2,16,036
248,0,33419,Cameron Tringale,363,The Greenbrier,4,6,771
270,0,24494,Erik Compton,362,Sony Open,2,8,006
270,0,23409,James Driscoll,362,HP Byron Nelson,3,1,019
270,0,30926,Chris Kirk,362,RBC Heritage,3,3,012
270,0,33122,Russell Knox,362,Sony Open,1,5,006
270,0,23552,Hank Kuehne,362,Phoenix Open,1,15,510
270,0,28158,Steve Marino,362,Sony Open,1,18,006
270,0,32839,Hideki Matsuyama,362,Wyndham Champ,1,18,752
270,0,26329,Louis Oosthuizen,362,HP Byron Nelson,3,1,019
270,0,34046,Jordan Spieth,362,Wyndham Champ,1,18,752
302,0,25274,Steven Bowditch,361,John Deere Clas,4,15,669
302,0,01116,Michael Bradley,361,HP Byron Nelson,3,1,019
302,0,28937,George Coetzee,361,Shell Houston,2,18,729
302,0,06522,Ernie Els,361,BMW Champ,1,8,789
302,0,32448,James Hahn,361,RBC Heritage,4,3,012
302,0,24140,Sean O'Hair,361,Honda Classic,4,6,734
302,0,22046,Geoff Ogilvy,361,Wyndham Champ,1,18,752
302,0,26331,Charl Schwartzel,361,HP Byron Nelson,4,10,019
302,0,07013,Wes Short Jr.,361,HP Byron Nelson,4,3,019
302,0,27330,Josh Teater,361,Memorial Tourn,2,17,023
332,0,26679,Kevin Stadler,360,John Deere Clas,1,14,669
332,0,23623,Bo Van Pelt,360,The Open,1,1,542
358,0,12510,Chad Campbell,359,AT&T National,1,15,024
358,0,32366,Kevin Chappell,359,Phoenix Open,4,8,510
358,0,29974,Branden Grace,359,WGC-Cadillac,4,14,008
358,0,26300,Matt Jones,359,Arnold Palmer,4,13,009
358,0,29425,Andrew Svoboda,359,HP Byron Nelson,4,3,019
386,0,37273,Derek Ernst,358,WGC-Bridgestone,2,16,036
386,0,25444,Justin Hicks,358,HP Byron Nelson,3,3,019
386,0,39489,Bobby Massa,358,HP Byron Nelson,1,1,019
386,0,22961,David Mathis,358,Wyndham Champ,1,18,752
386,0,28780,Nicholas Thompson,358,Travelers Champ,4,18,503
414,0,33120,Mark Anderson,357,Sony Open,2,5,006
414,0,23108,Matt Kuchar,357,Hyundai T of C,1,1,656
414,0,34261,Scott Langley,357,Zurich Classic,1,6,714
414,0,27933,John Merrick,357,The Barclays,2,6,762
414,0,30163,Henrik Norlander,357,HP Byron Nelson,4,3,019
414,0,02246,Duffy Waldorf,357,HP Byron Nelson,4,3,019
446,0,22371,Aaron Baddeley,356,John Deere Clas,2,15,669
446,0,37450,Donald Constable,356,Wyndham Champ,2,18,752
446,0,21753,Brian Davis,356,Wyndham Champ,1,4,752
446,0,23638,Brendon de Jonge,356,AT&T National,1,18,024
446,0,27503,Steve LeBrun,356,Texas Open,3,9,770
446,0,25240,D.A. Points,356,The Open,1,1,542
446,0,24459,Richard Sterne,356,WGC-Bridgestone,2,8,036
446,0,20396,Lee Westwood,356,WGC-Bridgestone,2,8,036
474,0,26499,Rafa Cabrera Bello,355,The Open,1,1,542
474,0,39910,Kevin Carrigan,355,Canadian Open,2,5,032
474,0,23204,Gary Christian,355,HP Byron Nelson,4,3,019
474,0,27896,Ross Fisher,355,Phoenix Open,1,15,510
474,0,08725,Tom Gillis,355,HP Byron Nelson,4,1,019
474,0,27936,Martin Laird,355,AT&T National,1,18,024
474,0,33204,Shane Lowry,355,Puerto Rico,2,2,742
474,0,25336,Alistair Presnell,355,Wyndham Champ,2,18,752
474,0,34431,Robert Streb,355,John Deere Clas,4,2,669
518,0,28307,Matt Every,354,Texas Open,1,10,770
518,0,28092,D.H. Lee,354,HP Byron Nelson,4,3,019
518,0,24361,Pat Perez,354,Wyndham Champ,1,18,752
518,0,26476,Chez Reavie,354,HP Byron Nelson,4,3,019
518,0,26497,Casey Wittenberg,354,HP Byron Nelson,2,1,019
569,0,25364,Paul Casey,353,Wyndham Champ,1,18,752
569,0,34098,Russell Henley,353,BMW Champ,3,16,789
569,0,19904,Paul Lawrie,353,The Open,2,2,542
569,0,33448,Justin Thomas,353,John Deere Clas,2,17,669
569,0,28118,Peter Tomasulo,353,Sony Open,2,6,006
629,0,21731,Freddie Jacobson,352,The Barclays,4,12,762
629,0,37455,Si Woo Kim,352,Wyndham Champ,2,18,752
629,0,24940,Edward Loar,352,Phoenix Open,2,15,510
629,0,31202,William McGirt,352,Wyndham Champ,1,18,752
629,0,34644,Josh Persons,352,Sony Open,2,18,006
629,0,39328,Conrad Shindler,352,Texas Open,1,10,770
629,0,32190,Jesse Smith,352,Canadian Open,1,11,032
629,0,21951,Joey Snyder III,352,John Deere Clas,1,15,669
693,0,28455,Will Claxton,351,HP Byron Nelson,4,3,019
693,0,33931,Andrew Georgiou,351,Canadian Open,1,11,032
693,0,06573,Brandt Jobe,351,John Deere Clas,1,18,669
693,0,35459,Chris Williams,351,Wyndham Champ,1,18,752
749,0,20070,Matt Bettencourt,350,HP Byron Nelson,2,3,019
749,0,32262,Mark Brown,350,The Open,3,2,542
749,0,32200,Roberto Castro,350,BMW Champ,3,4,789
749,0,28679,Fabián Gómez,350,Wyndham Champ,1,18,752
749,0,28475,Jeff Overton,350,St. Jude,4,9,513
749,0,36699,Patrick Rodgers,350,John Deere Clas,3,2,669
749,0,22405,Justin Rose,350,BMW Champ,3,4,789
749,0,32150,Michael Thompson,350,WGC-Bridgestone,2,16,036
749,0,30927,Brendon Todd,350,HP Byron Nelson,4,3,019
818,0,25191,Gonzalo Fernandez-Castaño,349,Texas Open,1,10,770
818,0,32698,Bobby Gates,349,Sony Open,2,16,006
818,0,20105,Jeff Gove,349,Canadian Open,4,18,032
818,0,35901,Paul Haley II,349,Wyndham Champ,1,18,752
818,0,29420,Billy Horschel,349,Shell Houston,3,6,729
818,0,27408,Martin Kaymer,349,HP Byron Nelson,4,3,019
818,0,01948,Tim Petrovic,349,John Deere Clas,1,2,669
818,0,29518,Brendan Steele,349,Wyndham Champ,2,18,752
876,0,25369,Jamie Donaldson,348,WGC-Cadillac,4,14,008
876,0,33399,Adam Hadwin,348,Canadian Open,2,17,032
876,0,36689,Brooks Koepka,348,The Open,1,1,542
876,0,29926,Danny Lee,348,Sony Open,1,12,006
876,0,33968,Thorbjørn Olesen,348,WGC-Cadillac,3,14,008
876,0,23325,Vaughn Taylor,348,St. Jude,2,7,513
876,0,23788,D.J. Trahan,348,Canadian Open,1,11,032
950,0,06004,Stephen Ames,347,HP Byron Nelson,3,3,019
950,0,34021,Bud Cauley,347,Sony Open,1,18,006
950,0,21209,Sergio Garcia,347,Northern Trust,3,3,500
950,0,31138,Scott Jamieson,347,WGC-Cadillac,4,14,008
950,0,12660,Jesper Parnevik,347,HP Byron Nelson,3,3,019
950,0,22293,Heath Slocum,347,AT&T Pebble,2,10,769
