RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 1ST TEE LATE ROUNDS
42,0,30692,Scott Stallings,69.97,2449,35
44,0,49964,Aaron Wise,69.98,2869,41
45,0,47504,Sam Burns,70.00,3290,47
45,0,24925,Jonathan Byrd,70.00,700,10
45,0,27644,Brian Harman,70.00,1890,27
45,0,12716,Charley Hoffman,70.00,1120,16
45,0,37455,Si Woo Kim,70.00,2520,36
45,0,50525,Collin Morikawa,70.00,2030,29
45,0,23320,Ryan Palmer,70.00,1610,23
45,0,32150,Michael Thompson,70.00,1050,15
45,0,47483,Will Zalatoris,70.00,2730,39
54,0,46717,Viktor Hovland,70.03,2451,35
54,0,46442,Maverick McNealy,70.03,2031,29
54,0,49960,Sepp Straka,70.03,2031,29
57,0,26851,Marc Leishman,70.04,1961,28
58,0,34046,Jordan Spieth,70.05,2662,38
59,0,33399,Adam Hadwin,70.06,2242,32
60,0,34431,Robert Streb,70.07,1051,15
61,0,47995,Davis Riley,70.08,2803,40
62,0,45522,Christiaan Bezuidenhout,70.09,1612,23
62,0,32757,Patton Kizzire,70.09,1542,22
62,0,57366,Cameron Young,70.09,3014,43
65,0,39997,Corey Conners,70.10,2033,29
66,0,30163,Henrik Norlander,70.11,1332,19
67,0,49298,Kramer Hickok,70.13,1683,24
68,0,31420,Anirban Lahiri,70.14,1543,22
69,0,25900,Lucas Glover,70.15,1894,27
70,0,27974,Sung Kang,70.17,1263,18
70,0,28775,Nate Lashley,70.17,1684,24
70,0,24502,Adam Scott,70.17,2035,29
73,0,21961,Charles Howell III,70.19,1474,21
74,0,34363,Tyrrell Hatton,70.20,2106,30
74,0,37275,Sam Ryder,70.20,1404,20
74,0,23621,Rory Sabbatini,70.20,1053,15
77,0,49771,J.T. Poston,70.21,1966,28
78,0,47988,Nick Hardy,70.24,1194,17
79,0,45526,Abraham Ancer,70.25,1686,24
80,0,31323,Gary Woodland,70.26,2178,31
81,0,24924,Bill Haas,70.29,1687,24
82,0,36699,Patrick Rodgers,70.30,1617,23
82,0,52374,Brandon Wu,70.30,1406,20
84,0,34076,Joel Dahmen,70.33,1477,21
84,0,35310,Lanto Griffin,70.33,1266,18
84,0,32816,Satoshi Kodaira,70.33,1055,15
84,0,40115,Adam Svensson,70.33,2532,36
88,0,30911,Tommy Fleetwood,70.35,1829,26
88,0,36326,David Lipsky,70.35,1829,26
88,0,29908,C.T. Pan,70.35,1407,20
91,0,29970,Dylan Frittelli,70.36,1548,22
91,0,31646,Emiliano Grillo,70.36,1970,28
93,0,32448,James Hahn,70.37,1337,19
94,0,27649,Brandt Snedeker,70.39,1267,18
95,0,30944,Jason Kokrak,70.44,1268,18
95,0,27064,Jhonattan Vegas,70.44,2254,32
97,0,36799,Stephan Jaeger,70.46,1832,26
98,0,39324,J.J. Spaun,70.47,2114,30
99,0,35506,Mackenzie Hughes,70.48,1903,27
99,0,34466,Peter Malnati,70.48,1621,23
101,0,20229,Stewart Cink,70.50,1974,28
101,0,24980,Scott Gutschewski,70.50,987,14
101,0,35532,Tom Hoge,70.50,2679,38
101,0,54783,Dylan Wu,70.50,1269,18
105,0,48117,Kurt Kitayama,70.52,2186,31
106,0,46414,Aaron Rai,70.56,1905,27
107,0,33141,Keegan Bradley,70.57,2117,30
107,0,25493,Nick Taylor,70.57,1482,21
109,0,51894,Vince Whaley,70.59,1553,22
110,0,33122,Russell Knox,70.60,1765,25
110,0,40006,Erik van Rooyen,70.60,1059,15
112,0,29974,Branden Grace,70.62,918,13
113,0,49766,Hank Lebioda,70.64,1554,22
114,0,45609,Tyler Duncan,70.65,1201,17
114,0,35879,Kelly Kraft,70.65,1201,17
116,0,36852,Jim Knous,70.67,848,12
116,0,22405,Justin Rose,70.67,1272,18
118,0,51766,Wyndham Clark,70.69,2474,35
118,0,51997,Andrew Novak,70.69,1131,16
120,0,51950,Max McGreevy,70.71,1980,28
121,0,55708,Hayden Buckley,70.73,2122,30
121,0,52375,Doug Ghim,70.73,1556,22
121,0,36689,Brooks Koepka,70.73,1556,22
121,0,26476,Chez Reavie,70.73,1061,15
125,0,27936,Martin Laird,70.75,1132,16
125,0,40250,Taylor Pendrith,70.75,1698,24
127,0,28089,Jason Day,70.76,1486,21
127,0,53165,Doc Redman,70.76,1203,17
127,0,29518,Brendan Steele,70.76,1769,25
130,0,54628,Lee Hodges,70.78,1911,27
130,0,36871,Matthew NeSmith,70.78,1911,27
130,0,29289,S.Y. Noh,70.78,637,9
130,0,45540,Jared Wolfe,70.78,1274,18
134,0,52372,Cameron Champ,70.81,1133,16
134,0,25818,Scott Piercy,70.81,1487,21
136,0,27895,Jonas Blixt,70.82,779,11
136,0,48822,Sebastián Muñoz,70.82,1983,28
136,0,34256,Andrew Putnam,70.82,2337,33
139,0,51634,Sahith Theegala,70.85,3259,46
140,0,51890,Greyson Sigg,70.88,1843,26
141,0,24138,Ian Poulter,70.89,1276,18
142,0,47529,Mito Pereira,70.91,2269,32
143,0,24361,Pat Perez,70.93,1064,15
143,0,32333,Kevin Tway,70.93,993,14
143,0,56278,Matthew Wolff,70.93,1064,15
146,0,33419,Cameron Tringale,70.94,2199,31
147,0,34610,Matthias Schwab,70.95,1419,20
148,0,32791,K.H. Lee,70.96,1916,27
149,0,29535,Brice Garnett,71.00,1065,15
149,0,39058,Lucas Herbert,71.00,1420,20
149,0,23325,Vaughn Taylor,71.00,710,10
152,0,40162,Justin Lower,71.05,1563,22
153,0,10381,Curtis Thompson,71.07,995,14
154,0,46340,Alex Smalley,71.08,2559,36
154,0,31560,Brian Stuard,71.08,1777,25
156,0,32640,Troy Merritt,71.13,2134,30
157,0,48084,Wesley Bryan,71.15,925,13
158,0,27770,Camilo Villegas,71.16,1352,19
159,0,29221,Webb Simpson,71.17,1708,24
160,0,24024,Zach Johnson,71.18,1210,17
160,0,50095,Austin Smotherman,71.18,1210,17
162,0,47983,Chad Ramey,71.19,1851,26
163,0,47128,Richy Werenski,71.20,712,10
164,0,33486,Roger Sloan,71.23,1567,22
165,0,36884,Ben Kohles,71.24,1496,21
166,0,32102,Rickie Fowler,71.25,1710,24
167,0,34264,Hudson Swafford,71.27,1069,15
168,0,30978,Kiradech Aphibarnrat,71.29,998,14
169,0,39953,Chase Seiffert,71.31,927,13
170,0,37212,Paul Barjon,71.35,1213,17
170,0,47347,Adam Schenk,71.35,2212,31
172,0,35617,Martin Trainer,71.50,1144,16
173,0,48699,Callum Tarren,71.63,1719,24
174,0,32366,Kevin Chappell,71.64,1003,14
175,0,46550,Brandon Hagy,71.65,1218,17
175,0,33597,Harry Higgs,71.65,1863,26
177,0,31557,Jim Herman,71.67,645,9
178,0,33490,Bo Hoag,71.69,932,13
179,0,25198,Francesco Molinari,71.71,1219,17
180,0,34360,Patrick Reed,71.75,2009,28
181,0,27129,Luke List,71.96,1655,23
182,0,27095,Nick Watney,72.05,1441,20
183,0,34255,Joseph Bramlett,72.13,1082,15
184,0,35110,Brett Drewitt,72.15,938,13
185,0,28114,Dawie van der Walt,72.21,1011,14
186,0,35461,Beau Hossler,72.27,2168,30
186,0,27139,David Skinns,72.27,1084,15
188,0,32139,Danny Willett,72.35,1447,20
189,0,47856,Seth Reeves,72.48,1522,21
190,0,29926,Danny Lee,72.53,1088,15
191,0,25686,Jason Dufner,72.67,872,12
192,0,39436,Joshua Creel,72.86,510,7
193,0,54421,Garrick Higgo,73.46,955,13
