RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE LATE RNDS.
56,0,40115,Adam Svensson,69.95,1469,21
58,0,29725,Tony Finau,70.00,350,5
58,0,34046,Jordan Spieth,70.00,70,1
58,0,30927,Brendon Todd,70.00,1330,19
58,0,31323,Gary Woodland,70.00,490,7
58,0,47483,Will Zalatoris,70.00,560,8
63,0,52374,Brandon Wu,70.12,1192,17
64,0,45522,Christiaan Bezuidenhout,70.14,982,14
65,0,30163,Henrik Norlander,70.18,772,11
66,0,35879,Kelly Kraft,70.20,1053,15
66,0,47529,Mito Pereira,70.20,702,10
66,0,32139,Danny Willett,70.20,702,10
69,0,45609,Tyler Duncan,70.24,1756,25
70,0,30692,Scott Stallings,70.25,1124,16
71,0,34076,Joel Dahmen,70.27,1054,15
71,0,46340,Alex Smalley,70.27,773,11
73,0,37275,Sam Ryder,70.29,984,14
74,0,20229,Stewart Cink,70.33,633,9
74,0,33399,Adam Hadwin,70.33,844,12
76,0,54628,Lee Hodges,70.35,1407,20
77,0,46435,Austin Cook,70.36,985,14
77,0,33419,Cameron Tringale,70.36,985,14
79,0,33141,Keegan Bradley,70.38,563,8
79,0,30944,Jason Kokrak,70.38,563,8
81,0,49960,Sepp Straka,70.43,1479,21
82,0,32448,James Hahn,70.44,1268,18
83,0,46442,Maverick McNealy,70.46,916,13
83,0,47995,Davis Riley,70.46,916,13
85,0,47504,Sam Burns,70.50,141,2
85,0,23108,Matt Kuchar,70.50,705,10
85,0,28775,Nate Lashley,70.50,987,14
85,0,33204,Shane Lowry,70.50,282,4
85,0,23325,Vaughn Taylor,70.50,564,8
90,0,27139,David Skinns,70.56,1129,16
91,0,34174,John Huh,70.58,847,12
92,0,35506,Mackenzie Hughes,70.60,706,10
92,0,26300,Matt Jones,70.60,1059,15
92,0,49766,Hank Lebioda,70.60,1059,15
92,0,36699,Patrick Rodgers,70.60,1059,15
96,0,35310,Lanto Griffin,70.61,1271,18
97,0,48822,Sebastián Muñoz,70.62,918,13
98,0,32662,Michael Gligic,70.67,1060,15
99,0,29908,C.T. Pan,70.68,1555,22
99,0,31560,Brian Stuard,70.68,1555,22
101,0,47983,Chad Ramey,70.69,1131,16
102,0,51997,Andrew Novak,70.70,1414,20
102,0,35617,Martin Trainer,70.70,1414,20
104,0,24925,Jonathan Byrd,70.73,1061,15
104,0,21961,Charles Howell III,70.73,778,11
106,0,24980,Scott Gutschewski,70.75,849,12
106,0,31557,Jim Herman,70.75,849,12
106,0,30926,Chris Kirk,70.75,849,12
106,0,39953,Chase Seiffert,70.75,849,12
110,0,52375,Doug Ghim,70.76,1203,17
111,0,36852,Jim Knous,70.77,920,13
111,0,28252,Seamus Power,70.77,920,13
113,0,55708,Hayden Buckley,70.78,1274,18
114,0,35532,Tom Hoge,70.80,708,10
115,0,27129,Luke List,70.83,850,12
115,0,35449,Adam Long,70.83,1629,23
117,0,34466,Peter Malnati,70.84,1771,25
118,0,26851,Marc Leishman,70.89,638,9
119,0,33486,Roger Sloan,70.93,993,14
120,0,48084,Wesley Bryan,71.00,852,12
120,0,35110,Brett Drewitt,71.00,852,12
120,0,34363,Tyrrell Hatton,71.00,355,5
120,0,27974,Sung Kang,71.00,1562,22
120,0,50095,Austin Smotherman,71.00,1207,17
120,0,27214,Kevin Streelman,71.00,1207,17
126,0,34255,Joseph Bramlett,71.05,1350,19
127,0,28114,Dawie van der Walt,71.07,1066,15
128,0,30978,Kiradech Aphibarnrat,71.08,924,13
128,0,25900,Lucas Glover,71.08,853,12
128,0,31646,Emiliano Grillo,71.08,924,13
128,0,51890,Greyson Sigg,71.08,924,13
128,0,45540,Jared Wolfe,71.08,924,13
133,0,29970,Dylan Frittelli,71.09,1564,22
134,0,33122,Russell Knox,71.11,1280,18
134,0,27095,Nick Watney,71.11,1280,18
136,0,46601,Trey Mullinax,71.12,1209,17
137,0,32757,Patton Kizzire,71.14,1494,21
138,0,49771,J.T. Poston,71.15,925,13
139,0,37455,Si Woo Kim,71.17,854,12
139,0,24361,Pat Perez,71.17,427,6
141,0,27649,Brandt Snedeker,71.22,641,9
142,0,32366,Kevin Chappell,71.23,926,13
143,0,26476,Chez Reavie,71.25,1425,20
144,0,48117,Kurt Kitayama,71.27,784,11
145,0,25686,Jason Dufner,71.29,998,14
145,0,27349,Alex Noren,71.29,499,7
145,0,24502,Adam Scott,71.29,499,7
145,0,54783,Dylan Wu,71.29,998,14
149,0,25493,Nick Taylor,71.30,1426,20
150,0,27936,Martin Laird,71.33,856,12
150,0,35891,Cameron Smith,71.33,214,3
150,0,34431,Robert Streb,71.33,1712,24
150,0,32333,Kevin Tway,71.33,1498,21
154,0,46550,Brandon Hagy,71.38,1142,16
154,0,47128,Richy Werenski,71.38,1499,21
156,0,51950,Max McGreevy,71.43,1000,14
157,0,23320,Ryan Palmer,71.45,786,11
158,0,53165,Doc Redman,71.47,1072,15
158,0,10381,Curtis Thompson,71.47,1215,17
160,0,47988,Nick Hardy,71.50,1001,14
160,0,40006,Erik van Rooyen,71.50,572,8
162,0,29289,S.Y. Noh,71.53,1073,15
163,0,56278,Matthew Wolff,71.56,644,9
164,0,39436,Joshua Creel,71.57,1002,14
164,0,32150,Michael Thompson,71.57,1646,23
166,0,19803,Ryan Armour,71.60,716,10
167,0,49298,Kramer Hickok,71.63,1146,16
168,0,29974,Branden Grace,71.70,717,10
169,0,37212,Paul Barjon,71.73,1076,15
169,0,47347,Adam Schenk,71.73,1076,15
171,0,47856,Seth Reeves,71.75,574,8
172,0,34563,Chesson Hadley,71.76,1507,21
173,0,49947,Taylor Moore,71.77,933,13
174,0,36884,Ben Kohles,71.78,646,9
175,0,32102,Rickie Fowler,71.88,575,8
175,0,39058,Lucas Herbert,71.88,575,8
177,0,23983,Luke Donald,71.93,1007,14
178,0,12716,Charley Hoffman,71.94,1151,16
179,0,33490,Bo Hoag,72.00,864,12
179,0,36689,Brooks Koepka,72.00,144,2
181,0,24024,Zach Johnson,72.08,865,12
182,0,22056,Cameron Percy,72.14,505,7
183,0,33667,Carlos Ortiz,72.36,796,11
184,0,48887,Matt Wallace,72.38,579,8
185,0,54421,Garrick Higgo,72.44,1159,16
186,0,29478,Kevin Kisner,72.50,435,6
187,0,52372,Cameron Champ,72.55,798,11
188,0,39977,Max Homa,72.75,291,4
189,0,24138,Ian Poulter,73.00,292,4
190,0,29926,Danny Lee,73.13,585,8
191,0,27895,Jonas Blixt,73.50,882,12
192,0,40098,Matt Fitzpatrick,74.00,74,1
