RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL HIT,TOTAL ATTEMPTS,RTP SCORE
54,-2,31323,Gary Woodland,72.07%,934,1296,-308.00
56,2,27139,David Skinns,72.06%,882,1224,-259.00
57,0,34256,Andrew Putnam,72.00%,972,1350,-288.00
58,2,51070,Vincent Norrman,71.98%,596,828,-130.00
59,3,39327,Ben Silverman,71.91%,919,1278,-281.00
60,-4,51349,Nico Echavarria,71.90%,906,1260,-299.00
61,-1,52372,Cameron Champ,71.88%,634,882,-208.00
62,-7,50484,Hayden Springer,71.83%,724,1008,-250.00
63,2,32839,Hideki Matsuyama,71.70%,826,1152,-288.00
64,-1,32366,Kevin Chappell,71.68%,529,738,-168.00
65,1,48319,Tom Whitney,71.67%,645,900,-184.00
66,1,30911,Tommy Fleetwood,71.61%,825,1152,-262.00
67,1,48084,Wesley Bryan,71.59%,451,630,-150.00
68,1,27349,Alex Noren,71.57%,773,1080,-240.00
69,1,36326,David Lipsky,71.55%,747,1044,-224.00
70,1,28252,Seamus Power,71.54%,1146,1602,-373.00
71,-7,36801,Mark Hubbard,71.53%,1133,1584,-389.00
71,1,26476,Chez Reavie,71.53%,721,1008,-208.00
73,0,46717,Viktor Hovland,71.47%,669,936,-248.00
73,0,37378,Min Woo Lee,71.47%,759,1062,-270.00
75,4,40115,Adam Svensson,71.44%,1286,1800,-380.00
76,-1,32367,Jorge Campillo,71.43%,540,756,-171.00
77,0,29908,C.T. Pan,71.41%,732,1025,-236.00
78,0,34563,Chesson Hadley,71.40%,784,1098,-250.00
79,1,59836,Pierceson Coody,71.33%,796,1116,-282.00
80,1,39971,Sungjae Im,71.31%,1014,1422,-373.00
81,-6,27129,Luke List,71.30%,847,1188,-284.00
82,0,50493,Justin Suh,71.24%,795,1116,-265.00
83,0,45609,Tyler Duncan,71.23%,718,1008,-208.00
84,0,26596,Ryan Moore,71.09%,819,1152,-210.00
85,0,24024,Zach Johnson,71.06%,550,774,-165.00
86,0,54783,Dylan Wu,71.03%,895,1260,-283.00
87,0,29936,Ryan Fox,71.01%,882,1242,-315.00
88,0,33141,Keegan Bradley,70.97%,907,1278,-302.00
89,0,47679,Victor Perez,70.95%,779,1098,-239.00
90,1,59095,Chris Gotterup,70.88%,842,1188,-257.00
91,2,27214,Kevin Streelman,70.76%,726,1026,-240.00
92,-2,52514,Trace Crowe,70.75%,675,954,-257.00
93,1,12716,Charley Hoffman,70.67%,776,1098,-266.00
94,1,36799,Stephan Jaeger,70.62%,928,1314,-322.00
95,1,51977,Max Greyserman,70.57%,813,1152,-284.00
96,1,33448,Justin Thomas,70.56%,762,1080,-265.00
97,-5,56149,Wilson Furr,70.53%,584,828,-178.00
98,1,49947,Taylor Moore,70.52%,1117,1584,-368.00
99,-2,27936,Martin Laird,70.50%,736,1044,-215.00
100,3,38991,Alejandro Tosti,70.49%,774,1098,-266.00
101,-1,52215,Robert MacIntyre,70.46%,799,1134,-264.00
102,0,40250,Taylor Pendrith,70.42%,900,1278,-331.00
103,-2,54421,Garrick Higgo,70.37%,798,1134,-268.00
103,1,52453,Nicolai Højgaard,70.37%,570,810,-160.00
105,0,32070,Rafael Campos,70.33%,557,792,-160.00
105,0,35532,Tom Hoge,70.33%,1152,1638,-413.00
105,3,27770,Camilo Villegas,70.33%,557,792,-151.00
108,-1,57366,Cameron Young,70.29%,911,1296,-310.00
109,5,49771,J.T. Poston,70.20%,973,1386,-331.00
110,0,32791,K.H. Lee,70.18%,859,1224,-275.00
111,0,33204,Shane Lowry,70.13%,770,1098,-259.00
112,0,49960,Sepp Straka,70.12%,833,1188,-260.00
113,0,34046,Jordan Spieth,70.11%,795,1134,-280.00
114,1,37275,Sam Ryder,70.09%,757,1080,-262.00
115,1,55182,Tom Kim,70.06%,908,1296,-309.00
116,-7,47983,Chad Ramey,70.05%,870,1242,-264.00
117,1,51766,Wyndham Clark,69.89%,780,1116,-313.00
118,1,57362,Austin Eckroat,69.87%,981,1404,-327.00
119,0,46113,Ryan McCormick,69.86%,591,846,-181.00
120,1,56630,Akshay Bhatia,69.83%,993,1422,-339.00
121,1,24502,Adam Scott,69.80%,779,1116,-275.00
122,0,27644,Brian Harman,69.76%,992,1422,-339.00
123,-6,33486,Roger Sloan,69.75%,678,972,-205.00
124,0,30926,Chris Kirk,69.73%,841,1206,-282.00
125,5,52374,Brandon Wu,69.66%,790,1134,-221.00
126,0,29420,Billy Horschel,69.65%,840,1206,-259.00
127,0,37455,Si Woo Kim,69.59%,977,1404,-345.00
128,0,33968,Thorbjørn Olesen,69.58%,501,720,-170.00
129,0,31646,Emiliano Grillo,69.55%,964,1386,-310.00
130,2,34099,Harris English,69.52%,976,1404,-318.00
131,0,33399,Adam Hadwin,69.48%,888,1278,-302.00
131,2,57975,Harry Hall,69.48%,888,1278,-343.00
131,-6,47420,Jake Knapp,69.48%,863,1242,-294.00
134,1,47483,Will Zalatoris,69.40%,737,1062,-205.00
135,2,48153,Matthieu Pavon,69.39%,662,954,-202.00
136,2,47995,Davis Riley,69.37%,874,1260,-313.00
137,-2,50497,Adrien Dumont de Chassart,69.35%,724,1044,-209.00
137,-4,48699,Callum Tarren,69.35%,724,1044,-198.00
139,0,32640,Troy Merritt,69.06%,721,1044,-239.00
140,0,50525,Collin Morikawa,69.00%,857,1242,-332.00
141,0,32102,Rickie Fowler,68.95%,844,1224,-272.00
142,0,25493,Nick Taylor,68.93%,943,1368,-295.00
143,0,52666,Sami Valimaki,68.91%,707,1026,-234.00
144,0,47504,Sam Burns,68.86%,818,1188,-333.00
144,0,27330,Josh Teater,68.86%,471,684,-110.00
146,0,55708,Hayden Buckley,68.70%,742,1080,-214.00
147,0,47347,Adam Schenk,68.66%,1001,1458,-319.00
148,0,45157,Cam Davis,68.44%,887,1296,-315.00
149,0,60767,Blaine Hale Jr.,68.42%,468,684,-137.00
150,1,57900,Chandler Phillips,68.37%,923,1350,-336.00
151,-1,28420,Ryan Brehm,68.36%,566,828,-153.00
152,0,51894,Vince Whaley,68.31%,664,972,-226.00
153,0,40098,Matt Fitzpatrick,68.19%,761,1116,-266.00
154,0,35450,Patrick Cantlay,68.18%,675,990,-259.00
155,1,59866,Nick Dunlap,67.88%,782,1152,-284.00
156,1,40058,Zac Blair,67.87%,904,1332,-251.00
157,-2,35506,Mackenzie Hughes,67.86%,1026,1512,-376.00
158,0,37212,Paul Barjon,67.68%,536,792,-179.00
159,1,46441,Robby Shelton,67.59%,803,1188,-265.00
160,-1,39977,Max Homa,67.47%,838,1242,-281.00
161,0,34098,Russell Henley,67.45%,777,1152,-268.00
162,0,28089,Jason Day,67.42%,716,1062,-269.00
163,0,23108,Matt Kuchar,67.33%,812,1206,-241.00
164,0,22405,Justin Rose,67.30%,642,954,-212.00
165,0,59442,Parker Coody,67.01%,579,864,-156.00
166,0,47591,Eric Cole,66.96%,1157,1728,-438.00
167,0,50188,S.H. Kim,66.79%,1082,1620,-416.00
168,-1,23320,Ryan Palmer,66.67%,432,648,-121.00
168,-1,55454,Carl Yuan,66.67%,648,972,-204.00
170,0,48119,Ben Taylor,66.56%,647,972,-196.00
171,1,47993,Denny McCarthy,66.39%,944,1422,-337.00
172,-1,33408,Tyson Alexander,65.94%,724,1098,-243.00
173,1,33653,Thomas Detry,65.81%,770,1170,-266.00
174,1,27649,Brandt Snedeker,65.60%,614,936,-164.00
175,-2,29221,Webb Simpson,65.53%,578,882,-185.00
176,0,30927,Brendon Todd,65.21%,1044,1601,-325.00
177,0,45522,Christiaan Bezuidenhout,64.66%,838,1296,-271.00
178,1,29478,Kevin Kisner,64.54%,546,846,-154.00
179,2,34374,Erik Barnes,64.52%,511,792,-150.00
180,0,35617,Martin Trainer,64.50%,476,738,-138.00
181,-3,34466,Peter Malnati,64.38%,788,1224,-231.00
182,0,22371,Aaron Baddeley,63.28%,672,1062,-201.00
183,0,55789,Taylor Montgomery,62.65%,530,846,-184.00
184,0,47806,Raul Pereda,59.88%,388,648,-101.00
