RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 1ST TEE LATE ROUNDS
162,0,32448,James Hahn,71.96,1727,24
163,0,31193,Jim Renner,72.00,1296,18
164,0,25240,D.A. Points,72.06,1153,16
164,0,21878,Mark Wilson,72.06,1153,16
166,0,27933,John Merrick,72.13,1082,15
167,0,34360,Patrick Reed,72.14,2669,37
168,0,23638,Brendon de Jonge,72.17,2093,29
169,0,37273,Derek Ernst,72.25,1156,16
170,0,29740,Brad Fritsch,72.29,1229,17
170,0,30692,Scott Stallings,72.29,1229,17
172,0,32150,Michael Thompson,72.37,1375,19
173,0,22621,Ben Curtis,72.44,1159,16
174,0,32200,Roberto Castro,72.50,1160,16
175,0,22378,Trevor Immelman,72.89,1385,19
176,0,24663,Y.E. Yang,73.07,1096,15
177,0,07867,Woody Austin,73.64,810,11
