RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
53,0,48887,Matt Wallace,59.52%,100,168,-0.25
54,0,12716,Charley Hoffman,59.26%,96,162,-0.24
55,0,34363,Tyrrell Hatton,58.97%,92,156,-0.12
56,0,48119,Ben Taylor,58.96%,125,212,-0.15
57,0,33141,Keegan Bradley,58.54%,96,164,-0.31
58,0,40006,Erik van Rooyen,58.33%,91,156,-0.33
59,0,39975,Michael Kim,58.25%,113,194,-0.32
60,0,46340,Alex Smalley,58.04%,130,224,-0.38
61,0,47347,Adam Schenk,57.56%,137,238,-0.16
62,0,51634,Sahith Theegala,57.55%,122,212,-0.29
63,0,20229,Stewart Cink,57.50%,92,160,-0.23
64,0,29289,S.Y. Noh,57.35%,78,136,-0.32
65,0,39058,Lucas Herbert,57.26%,71,124,-0.10
66,0,58967,Trevor Werbylo,57.23%,95,166,-0.33
67,0,56630,Akshay Bhatia,57.14%,96,168,-0.27
68,0,29970,Dylan Frittelli,57.05%,89,156,-0.25
69,0,28089,Jason Day,56.88%,91,160,-0.15
70,0,40098,Matt Fitzpatrick,56.85%,83,146,-0.14
70,0,32662,Michael Gligic,56.85%,83,146,-0.06
72,0,37338,Zecheng Dou,56.19%,109,194,-0.29
73,0,48081,Xander Schauffele,56.17%,91,162,-0.32
74,0,39977,Max Homa,55.23%,95,172,-0.34
75,0,55789,Taylor Montgomery,54.90%,112,204,-0.20
76,0,34046,Jordan Spieth,54.86%,79,144,-0.30
77,0,33204,Shane Lowry,54.84%,68,124,-0.03
78,0,32366,Kevin Chappell,54.46%,61,112,-0.33
79,0,31577,Tano Goya,54.44%,98,180,-0.29
80,0,49766,Hank Lebioda,54.10%,66,122,-0.21
81,0,39335,Kevin Roy,53.95%,82,152,-0.30
82,0,55708,Hayden Buckley,53.57%,90,168,-0.28
82,0,30692,Scott Stallings,53.57%,90,168,-0.10
84,0,30911,Tommy Fleetwood,52.70%,78,148,-0.15
85,0,31646,Emiliano Grillo,52.21%,118,226,-0.15
86,0,48084,Wesley Bryan,52.08%,50,96,-0.38
87,0,35310,Lanto Griffin,51.75%,59,114,-0.27
88,0,32757,Patton Kizzire,51.50%,103,200,-0.36
89,0,32791,K.H. Lee,50.93%,109,214,-0.22
90,0,35617,Martin Trainer,50.79%,64,126,-0.33
91,0,23320,Ryan Palmer,50.63%,80,158,-0.24
92,0,25686,Jason Dufner,50.55%,92,182,-0.28
93,0,45609,Tyler Duncan,50.53%,95,188,-0.26
94,0,57975,Harry Hall,50.49%,103,204,-0.37
95,0,54783,Dylan Wu,50.47%,107,212,-0.30
96,0,39954,Cody Gribble,50.00%,70,140,-0.20
96,0,33597,Harry Higgs,50.00%,84,168,-0.23
96,0,28252,Seamus Power,50.00%,82,164,-0.30
99,0,49960,Sepp Straka,49.46%,91,184,-0.13
100,0,39997,Corey Conners,49.42%,85,172,-0.20
101,0,46442,Maverick McNealy,49.21%,62,126,-0.24
102,0,54628,Lee Hodges,49.07%,105,214,-0.25
103,0,34563,Chesson Hadley,48.94%,92,188,-0.25
104,0,54591,Ben Griffin,48.74%,116,238,-0.22
105,0,39324,J.J. Spaun,48.53%,99,204,-0.26
106,0,34099,Harris English,48.45%,94,194,-0.19
107,0,29420,Billy Horschel,48.44%,62,128,-0.11
108,0,47591,Eric Cole,48.41%,122,252,-0.24
109,0,27349,Alex Noren,48.37%,89,184,-0.29
110,0,35506,Mackenzie Hughes,48.31%,86,178,-0.23
111,0,50493,Justin Suh,48.25%,110,228,-0.17
112,0,32448,James Hahn,48.13%,77,160,-0.35
113,0,29908,C.T. Pan,48.11%,51,106,-0.22
114,0,33408,Tyson Alexander,47.89%,91,190,-0.32
115,0,47128,Richy Werenski,47.47%,94,198,-0.30
116,0,57362,Austin Eckroat,47.45%,93,196,-0.27
117,0,29221,Webb Simpson,47.37%,54,114,-0.33
118,0,50095,Austin Smotherman,47.00%,94,200,-0.33
119,0,51997,Andrew Novak,46.32%,88,190,-0.28
120,0,52375,Doug Ghim,46.24%,86,186,-0.37
121,0,39971,Sungjae Im,46.15%,96,208,-0.30
122,0,49771,J.T. Poston,46.00%,92,200,-0.30
123,0,34076,Joel Dahmen,45.11%,83,184,-0.17
124,0,51349,Nico Echavarria,44.87%,70,156,-0.31
125,0,34431,Robert Streb,44.44%,72,162,-0.28
126,0,27095,Nick Watney,44.08%,67,152,-0.12
127,0,32839,Hideki Matsuyama,43.68%,76,174,-0.17
128,0,47993,Denny McCarthy,43.50%,87,200,-0.31
129,0,28775,Nate Lashley,43.46%,93,214,-0.34
130,0,51890,Greyson Sigg,43.33%,91,210,-0.36
131,0,36871,Matt NeSmith,42.93%,85,198,-0.27
132,0,55182,Tom Kim,42.78%,77,180,-0.34
133,0,30926,Chris Kirk,42.39%,78,184,-0.28
134,0,27214,Kevin Streelman,42.19%,81,192,-0.17
135,0,37455,Si Woo Kim,42.00%,84,200,-0.13
136,0,59018,Ryan Gerard,41.94%,52,124,-0.31
137,0,52374,Brandon Wu,41.74%,96,230,-0.26
138,0,35532,Tom Hoge,40.87%,85,208,-0.29
139,0,23108,Matt Kuchar,40.66%,74,182,-0.32
140,0,30163,Henrik Norlander,40.11%,73,182,-0.33
141,0,52513,Carson Young,39.90%,79,198,-0.34
142,0,22405,Justin Rose,39.71%,54,136,-0.39
143,0,49298,Kramer Hickok,39.69%,77,194,-0.31
144,0,24140,Sean O'Hair,39.42%,41,104,-0.24
145,0,33399,Adam Hadwin,39.20%,69,176,-0.29
146,0,47983,Chad Ramey,39.11%,79,202,-0.30
147,0,46441,Robby Shelton,38.94%,81,208,-0.32
148,0,27974,Sung Kang,38.78%,38,98,-0.21
149,0,25493,Nick Taylor,38.71%,72,186,-0.28
150,0,37275,Sam Ryder,38.29%,85,222,-0.31
151,0,53165,Doc Redman,37.18%,58,156,-0.33
152,0,32640,Troy Merritt,36.96%,68,184,-0.32
153,0,34610,Matthias Schwab,36.89%,76,206,-0.34
154,0,36801,Mark Hubbard,36.64%,85,232,-0.33
155,0,33413,Ben Martin,36.41%,75,206,-0.25
156,0,40162,Justin Lower,36.24%,79,218,-0.41
157,0,46414,Aaron Rai,36.19%,76,210,-0.32
158,0,50525,Collin Morikawa,35.80%,58,162,-0.10
159,0,40115,Adam Svensson,35.66%,87,244,-0.31
160,0,34466,Peter Malnati,35.26%,67,190,-0.21
161,0,36326,David Lipsky,34.95%,72,206,-0.38
162,0,47079,Harrison Endycott,34.27%,61,178,-0.46
163,0,27936,Martin Laird,34.09%,60,176,-0.27
164,0,25900,Lucas Glover,34.00%,68,200,-0.41
165,0,51950,Max McGreevy,33.70%,62,184,-0.23
166,0,27963,Chris Stroud,33.33%,38,114,-0.34
167,0,45522,Christiaan Bezuidenhout,32.58%,58,178,-0.22
168,0,27644,Brian Harman,32.26%,60,186,-0.35
169,0,35449,Adam Long,31.86%,72,226,-0.36
170,0,25818,Scott Piercy,31.82%,63,198,-0.19
171,0,24925,Jonathan Byrd,30.83%,37,120,-0.05
172,0,32139,Danny Willett,30.60%,41,134,-0.24
173,0,31557,Jim Herman,30.52%,47,154,-0.04
174,0,34098,Russell Henley,28.57%,48,168,E
175,0,33410,Andrew Landry,28.13%,45,160,-0.40
176,0,26476,Chez Reavie,27.08%,52,192,-0.17
177,0,22056,Cameron Percy,26.87%,36,134,-0.28
178,0,32816,Satoshi Kodaira,25.40%,32,126,-0.16
179,0,26596,Ryan Moore,25.30%,42,166,-0.24
180,0,24024,Zach Johnson,25.00%,34,136,-0.24
181,0,35879,Kelly Kraft,24.44%,44,180,-0.34
182,0,33122,Russell Knox,24.12%,55,228,-0.33
183,0,29535,Brice Garnett,23.84%,41,172,-0.44
184,0,22371,Aaron Baddeley,23.13%,37,160,-0.11
185,0,19803,Ryan Armour,20.65%,38,184,-0.16
185,0,35901,Paul Haley II,20.65%,38,184,-0.16
187,0,34256,Andrew Putnam,20.27%,45,222,-0.16
188,0,46435,Austin Cook,17.06%,29,170,-0.31
189,0,31202,William McGirt,16.04%,17,106,-0.35
190,0,40058,Zac Blair,14.74%,23,156,-0.70
191,0,30927,Brendon Todd,13.46%,28,208,-0.07
192,0,34409,David Lingmerth,11.93%,21,176,-0.19
193,0,31560,Brian Stuard,5.48%,8,146,-0.25
