RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR <= 240,TOTAL DRVS - OVERALL,RELATIVE TO PAR
46,0,46340,Alex Smalley,1.34%,3,224,+1.33
47,0,51349,Nico Echavarria,1.28%,2,156,E
47,0,40006,Erik van Rooyen,1.28%,2,156,-0.50
49,0,32448,James Hahn,1.25%,2,160,+0.50
49,0,27554,Scott Harrington,1.25%,2,160,+0.50
51,0,47504,Sam Burns,1.23%,2,162,E
51,0,12716,Charley Hoffman,1.23%,2,162,E
51,0,48081,Xander Schauffele,1.23%,2,162,E
54,0,28252,Seamus Power,1.22%,2,164,-0.50
55,0,31323,Gary Woodland,1.20%,2,166,-0.50
56,0,47591,Eric Cole,1.19%,3,252,+0.67
56,0,34098,Russell Henley,1.19%,2,168,+1.00
56,0,30692,Scott Stallings,1.19%,2,168,+0.50
56,0,55454,Carl Yuan,1.19%,2,168,+0.50
60,0,29535,Brice Garnett,1.16%,2,172,-0.50
60,0,39977,Max Homa,1.16%,2,172,E
62,0,33399,Adam Hadwin,1.14%,2,176,-0.50
62,0,46717,Viktor Hovland,1.14%,2,176,E
64,0,45522,Christiaan Bezuidenhout,1.12%,2,178,+0.50
64,0,47079,Harrison Endycott,1.12%,2,178,E
66,0,52453,Nicolai Hojgaard,1.09%,1,92,-1.00
66,0,32640,Troy Merritt,1.09%,2,184,+1.00
66,0,49960,Sepp Straka,1.09%,2,184,E
69,0,27644,Brian Harman,1.08%,2,186,E
70,0,34099,Harris English,1.03%,2,194,E
70,0,49298,Kramer Hickok,1.03%,2,194,+0.50
72,0,57362,Austin Eckroat,1.02%,2,196,E
73,0,33653,Thomas Detry,1.01%,2,198,+0.50
73,0,36871,Matt NeSmith,1.01%,2,198,E
73,0,47128,Richy Werenski,1.01%,2,198,E
76,0,47993,Denny McCarthy,1.00%,2,200,+0.50
76,0,49771,J.T. Poston,1.00%,2,200,-0.50
78,0,47983,Chad Ramey,.99%,2,202,E
79,0,51766,Wyndham Clark,.98%,2,204,E
80,0,33413,Ben Martin,.97%,2,206,E
81,0,39971,Sungjae Im,.96%,2,208,+1.00
82,0,33948,Byeong Hun An,.95%,2,210,+0.50
83,0,31202,William McGirt,.94%,1,106,E
83,0,29908,C.T. Pan,.94%,1,106,+1.00
83,0,54783,Dylan Wu,.94%,2,212,-0.50
86,0,35461,Beau Hossler,.91%,2,220,+0.50
87,0,37275,Sam Ryder,.90%,2,222,+0.50
88,0,32366,Kevin Chappell,.89%,1,112,+1.00
89,0,29221,Webb Simpson,.88%,1,114,E
89,0,50493,Justin Suh,.88%,2,228,+1.00
91,0,36801,Mark Hubbard,.86%,2,232,+0.50
92,0,54591,Ben Griffin,.84%,2,238,E
93,0,49766,Hank Lebioda,.82%,1,122,+1.00
94,0,59018,Ryan Gerard,.81%,1,124,E
94,0,33204,Shane Lowry,.81%,1,124,E
96,0,32816,Satoshi Kodaira,.79%,1,126,E
96,0,46442,Maverick McNealy,.79%,1,126,E
96,0,35617,Martin Trainer,.79%,1,126,+1.00
99,0,24502,Adam Scott,.74%,1,136,E
100,0,46601,Trey Mullinax,.70%,1,142,E
101,0,30911,Tommy Fleetwood,.68%,1,148,-1.00
101,0,32662,Michael Gligic,.68%,1,146,-1.00
103,0,39335,Kevin Roy,.66%,1,152,E
103,0,27095,Nick Watney,.66%,1,152,+1.00
105,0,31557,Jim Herman,.65%,1,154,E
106,0,29970,Dylan Frittelli,.64%,1,156,E
106,0,34363,Tyrrell Hatton,.64%,1,156,E
108,0,28089,Jason Day,.63%,1,160,E
108,0,23320,Ryan Palmer,.63%,1,158,+1.00
110,0,50525,Collin Morikawa,.62%,1,162,+1.00
111,0,56630,Akshay Bhatia,.60%,1,168,+1.00
111,0,33597,Harry Higgs,.60%,1,168,+2.00
113,0,51070,Vincent Norrman,.59%,1,170,-1.00
114,0,28420,Ryan Brehm,.58%,1,172,+1.00
115,0,46046,Scottie Scheffler,.57%,1,176,-1.00
116,0,55182,Tom Kim,.56%,1,180,-1.00
116,0,35879,Kelly Kraft,.56%,1,180,+1.00
118,0,23108,Matt Kuchar,.55%,1,182,+1.00
119,0,52375,Doug Ghim,.54%,1,186,+1.00
119,0,30926,Chris Kirk,.54%,1,184,-1.00
121,0,33408,Tyson Alexander,.53%,1,190,+1.00
121,0,45609,Tyler Duncan,.53%,1,188,E
121,0,34563,Chesson Hadley,.53%,1,188,-1.00
121,0,34466,Peter Malnati,.53%,1,190,-1.00
121,0,51997,Andrew Novak,.53%,1,190,-1.00
126,0,39975,Michael Kim,.52%,1,194,E
126,0,26476,Chez Reavie,.52%,1,192,+1.00
128,0,48699,Callum Tarren,.51%,1,198,+2.00
128,0,52513,Carson Young,.51%,1,198,E
130,0,25900,Lucas Glover,.50%,1,200,+2.00
130,0,32757,Patton Kizzire,.50%,1,200,E
130,0,32333,Kevin Tway,.50%,1,202,E
133,0,39067,MJ Daffue,.49%,1,206,-1.00
133,0,36326,David Lipsky,.49%,1,206,+1.00
133,0,47995,Davis Riley,.49%,1,204,E
133,0,39324,J.J. Spaun,.49%,1,204,+2.00
137,0,35532,Tom Hoge,.48%,1,208,E
137,0,46414,Aaron Rai,.48%,1,210,E
139,0,40162,Justin Lower,.46%,1,218,E
140,0,50188,S.H. Kim,.45%,1,222,+1.00
141,0,31646,Emiliano Grillo,.44%,1,226,E
141,0,35449,Adam Long,.44%,1,226,E
143,0,52374,Brandon Wu,.43%,1,230,E
144,0,47347,Adam Schenk,.42%,1,238,-1.00
145,0,40115,Adam Svensson,.41%,1,244,E
146,0,52955,Ludvig Åberg,.00%,0,100,E
146,0,33141,Keegan Bradley,.00%,0,164,E
146,0,55708,Hayden Buckley,.00%,0,168,E
146,0,35450,Patrick Cantlay,.00%,0,144,E
146,0,52372,Cameron Champ,.00%,0,156,E
146,0,20229,Stewart Cink,.00%,0,160,E
146,0,49453,Trevor Cone,.00%,0,164,E
146,0,45157,Cam Davis,.00%,0,182,E
146,0,37338,Zecheng Dou,.00%,0,194,E
146,0,25686,Jason Dufner,.00%,0,182,E
146,0,56762,Will Gordon,.00%,0,222,E
146,0,31577,Tano Goya,.00%,0,180,E
146,0,51414,Brent Grant,.00%,0,168,E
146,0,47988,Nick Hardy,.00%,0,236,E
146,0,39058,Lucas Herbert,.00%,0,124,E
146,0,54421,Garrick Higgo,.00%,0,206,E
146,0,35506,Mackenzie Hughes,.00%,0,178,E
146,0,36799,Stephan Jaeger,.00%,0,244,E
146,0,24024,Zach Johnson,.00%,0,136,E
146,0,37455,Si Woo Kim,.00%,0,200,E
146,0,58696,Peter Kuest,.00%,0,92,E
146,0,33410,Andrew Landry,.00%,0,160,E
146,0,28775,Nate Lashley,.00%,0,214,E
146,0,27129,Luke List,.00%,0,200,E
146,0,51491,Brandon Matthews,.00%,0,118,E
146,0,39546,Keith Mitchell,.00%,0,188,E
146,0,55789,Taylor Montgomery,.00%,0,204,E
146,0,49947,Taylor Moore,.00%,0,202,E
146,0,29289,S.Y. Noh,.00%,0,136,E
146,0,36724,Augusto Núñez,.00%,0,170,E
146,0,40250,Taylor Pendrith,.00%,0,198,E
146,0,22056,Cameron Percy,.00%,0,134,E
146,0,25818,Scott Piercy,.00%,0,198,E
146,0,46970,Jon Rahm,.00%,0,142,E
146,0,53165,Doc Redman,.00%,0,156,E
146,0,36699,Patrick Rodgers,.00%,0,204,E
146,0,48867,Matti Schmid,.00%,0,158,E
146,0,50095,Austin Smotherman,.00%,0,200,E
146,0,55893,Sam Stevens,.00%,0,212,E
146,0,34431,Robert Streb,.00%,0,162,E
146,0,27214,Kevin Streelman,.00%,0,192,E
146,0,27963,Chris Stroud,.00%,0,114,E
146,0,33448,Justin Thomas,.00%,0,144,E
146,0,58168,Davis Thompson,.00%,0,192,E
146,0,25632,Jimmy Walker,.00%,0,172,E
146,0,52411,Kyle Westmoreland,.00%,0,158,E
146,0,57366,Cameron Young,.00%,0,172,E
146,0,45242,Kevin Yu,.00%,0,142,E
