RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (IN INCHES),ATTEMPTS
88,3,59442,Parker Coody,261.7,894994,95
89,3,33653,Thomas Detry,261.9,1385956,147
89,3,30926,Chris Kirk,261.9,1574662,167
91,-36,33408,Tyson Alexander,262.0,1433748,152
91,3,39324,J.J. Spaun,262.0,1763578,187
93,2,52375,Doug Ghim,262.1,1707934,181
93,2,33204,Shane Lowry,262.1,1245725,132
93,2,30163,Henrik Norlander,262.1,1226803,130
96,-27,34255,Joseph Bramlett,262.2,1925662,204
96,2,47591,Eric Cole,262.2,2170940,230
96,2,40098,Matt Fitzpatrick,262.2,1491254,158
96,2,35506,Mackenzie Hughes,262.2,2020178,214
96,2,35617,Martin Trainer,262.2,755029,80
96,2,27064,Jhonattan Vegas,262.2,1661010,176
102,-34,27129,Luke List,262.3,1756196,186
102,1,23320,Ryan Palmer,262.3,793106,84
104,0,25900,Lucas Glover,262.4,1454759,154
104,0,26596,Ryan Moore,262.4,1284815,136
104,0,52374,Brandon Wu,262.4,1256321,133
107,0,39546,Keith Mitchell,262.5,2003351,212
108,0,39997,Corey Conners,262.6,2013636,213
108,0,29420,Billy Horschel,262.6,1417906,150
108,0,51894,Vince Whaley,262.6,1181825,125
111,0,56630,Akshay Bhatia,262.8,1807000,191
111,0,32367,Jorge Campillo,262.8,841996,89
111,0,52215,Robert MacIntyre,262.8,1409593,149
114,0,51070,Vincent Norrman,263.0,1088897,115
115,0,57362,Austin Eckroat,263.1,1866175,197
116,0,29478,Kevin Kisner,263.2,758101,80
116,0,29221,Webb Simpson,263.2,1032671,109
118,0,55708,Hayden Buckley,263.4,1251491,132
118,0,29936,Ryan Fox,263.4,1745059,184
118,0,55182,Tom Kim,263.4,1697629,179
118,0,27936,Martin Laird,263.4,1004999,106
118,0,55789,Taylor Montgomery,263.4,891378,94
118,0,48081,Xander Schauffele,263.4,2047879,216
124,0,23108,Matt Kuchar,263.6,977322,103
124,0,26476,Chez Reavie,263.6,1006079,106
126,0,27644,Brian Harman,263.8,1614548,170
127,0,24502,Adam Scott,264.0,1587146,167
128,1,32102,Rickie Fowler,264.1,1549781,163
128,1,33399,Adam Hadwin,264.1,1578437,166
128,1,45242,Kevin Yu,264.1,1654396,174
131,1,51349,Nico Echavarria,264.2,1550578,163
131,1,39977,Max Homa,264.2,1683639,177
131,1,36799,Stephan Jaeger,264.2,1997381,210
134,1,32070,Rafael Campos,264.3,1084775,114
134,1,33486,Roger Sloan,264.3,932308,98
136,1,25493,Nick Taylor,264.5,1656564,174
137,1,34076,Joel Dahmen,264.6,1352444,142
137,1,57900,Chandler Phillips,264.6,1419530,149
139,1,35461,Beau Hossler,264.7,1858057,195
140,1,45522,Christiaan Bezuidenhout,264.8,1143814,120
140,1,40250,Taylor Pendrith,264.8,1849190,194
142,1,29908,C.T. Pan,265.0,1078054,113
142,1,47347,Adam Schenk,265.0,2012786,211
144,1,40115,Adam Svensson,265.1,2328512,244
145,1,58168,Davis Thompson,265.2,1708964,179
145,1,54783,Dylan Wu,265.2,1537054,161
147,1,51890,Greyson Sigg,265.4,1222921,128
147,1,34046,Jordan Spieth,265.4,1681592,176
149,1,29535,Brice Garnett,265.5,812392,85
149,-22,49947,Taylor Moore,265.5,2284654,239
151,0,54628,Lee Hodges,265.6,1979301,207
152,0,31646,Emiliano Grillo,265.7,1654758,173
153,0,37455,Si Woo Kim,266.0,1972799,206
153,0,47679,Victor Perez,266.0,1149066,120
155,0,48319,Tom Whitney,266.1,1092054,114
156,0,28775,Nate Lashley,266.2,1159653,121
156,0,36326,David Lipsky,266.2,1226669,128
156,0,30927,Brendon Todd,266.2,1418135,148
159,0,34256,Andrew Putnam,266.3,1409046,147
160,0,50525,Collin Morikawa,266.4,1678085,175
161,0,24024,Zach Johnson,266.9,672646,70
162,0,30911,Tommy Fleetwood,267.0,1749600,182
162,0,27649,Brandt Snedeker,267.0,816972,85
162,0,52666,Sami Valimaki,267.0,1220572,127
165,0,46414,Aaron Rai,267.1,1634541,170
166,0,52453,Nicolai Højgaard,267.6,1069265,111
166,0,33968,Thorbjørn Olesen,267.6,924686,96
168,0,52514,Trace Crowe,267.7,1233574,128
168,0,34466,Peter Malnati,267.7,1262527,131
170,0,40026,Daniel Berger,267.8,1504017,156
170,0,40162,Justin Lower,267.8,1417153,147
170,0,51997,Andrew Novak,267.8,1687415,175
173,0,34099,Harris English,268.2,2094810,217
174,0,34374,Erik Barnes,268.3,840259,87
175,0,51287,Ryo Hisatsune,268.6,1392620,144
175,0,36801,Mark Hubbard,268.6,2137214,221
177,0,55893,Sam Stevens,269.0,1898211,196
178,0,54591,Ben Griffin,270.2,2013281,207
179,0,40058,Zac Blair,270.3,1362223,140
179,0,27349,Alex Noren,270.3,1420645,146
181,0,34021,Bud Cauley,270.4,1109640,114
182,0,22371,Aaron Baddeley,270.5,905522,93
183,0,36884,Ben Kohles,270.9,1365471,140
184,0,47806,Raul Pereda,272.8,598999,61
