RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
35,1,27095,Nick Watney,59.09,52,88,-0.44
37,17,34363,Tyrrell Hatton,58.82,40,68,-0.25
38,0,35450,Patrick Cantlay,58.70,54,92,-0.19
38,0,35617,Martin Trainer,58.70,54,92,-0.19
40,0,49960,Sepp Straka,58.57,82,140,-0.22
41,0,33141,Keegan Bradley,58.33,70,120,-0.16
42,0,33948,Byeong Hun An,57.94,73,126,-0.26
43,0,29518,Brendan Steele,57.81,74,128,-0.27
44,4,48822,Sebastián Muñoz,57.74,97,168,-0.31
45,-1,47347,Adam Schenk,57.58,76,132,-0.28
46,-1,31323,Gary Woodland,57.41,62,108,-0.18
47,-1,33667,Carlos Ortiz,56.94,82,144,-0.37
48,0,28252,Seamus Power,56.25,36,64,-0.44
48,0,48887,Matt Wallace,56.25,45,80,-0.33
50,1,21961,Charles Howell III,56.14,64,114,-0.27
51,1,22405,Justin Rose,55.88,38,68,-0.21
52,1,29484,Peter Uihlein,55.81,48,86,-0.42
53,-6,32839,Hideki Matsuyama,55.65,69,124,-0.41
54,2,29926,Danny Lee,54.92,67,122,-0.33
55,2,33597,Harry Higgs,54.82,91,166,-0.18
56,2,39546,Keith Mitchell,54.46,61,112,-0.08
57,2,39977,Max Homa,54.03,67,124,-0.25
58,2,27974,Sung Kang,53.85,70,130,-0.21
58,2,27936,Martin Laird,53.85,42,78,-0.33
60,7,35310,Lanto Griffin,53.26,98,184,-0.36
61,1,33419,Cameron Tringale,53.17,67,126,-0.28
62,1,32139,Danny Willett,53.13,34,64,-0.09
63,1,33449,Zack Sucher,52.78,38,72,-0.24
64,1,40026,Daniel Berger,52.50,63,120,-0.41
65,1,01810,Phil Mickelson,52.33,45,86,-0.13
66,1,37189,Harold Varner III,52.27,69,132,-0.26
67,2,51894,Vince Whaley,51.32,39,76,-0.33
68,2,27349,Alex Noren,50.89,57,112,-0.11
69,2,25818,Scott Piercy,50.86,59,116,-0.29
70,2,23320,Ryan Palmer,50.83,61,120,-0.25
71,8,29420,Billy Horschel,50.00,67,134,-0.10
72,9,39971,Sungjae Im,49.39,81,164,-0.27
73,0,30692,Scott Stallings,49.25,66,134,-0.33
74,0,39997,Corey Conners,49.19,61,124,-0.16
75,0,34255,Joseph Bramlett,49.06,52,106,-0.29
76,0,32662,Michael Gligic,48.96,47,96,-0.15
77,0,46402,Talor Gooch,48.80,81,166,-0.23
78,0,37455,Si Woo Kim,48.48,64,132,-0.23
79,1,25900,Lucas Glover,48.18,53,110,-0.19
80,2,34046,Jordan Spieth,48.00,48,100,-0.06
81,3,28089,Jason Day,47.78,43,90,-0.12
81,3,49964,Aaron Wise,47.78,43,90,-0.21
83,8,35891,Cameron Smith,47.32,53,112,-0.06
84,-1,34099,Harris English,46.71,71,152,-0.30
84,2,46442,Maverick McNealy,46.71,71,152,-0.31
86,1,31646,Emiliano Grillo,46.49,53,114,-0.15
87,1,47128,Richy Werenski,46.43,52,112,-0.35
88,1,12716,Charley Hoffman,46.36,51,110,-0.14
89,1,35230,Nelson Ledesma,46.25,37,80,-0.14
90,6,34360,Patrick Reed,46.21,61,132,-0.20
91,1,40009,Dominic Bozzelli,45.83,33,72,-0.48
91,1,32448,James Hahn,45.83,33,72,-0.45
91,1,33204,Shane Lowry,45.83,33,72,-0.27
94,5,35506,Mackenzie Hughes,45.71,64,140,-0.27
95,0,32102,Rickie Fowler,45.45,40,88,-0.33
96,1,46441,Robby Shelton,45.07,64,142,-0.22
97,1,26329,Louis Oosthuizen,45.00,36,80,-0.17
98,7,46717,Viktor Hovland,44.70,59,132,-0.37
99,1,25632,Jimmy Walker,44.57,41,92,-0.20
100,1,25493,Nick Taylor,44.07,52,118,-0.31
101,2,52375,Doug Ghim,43.75,35,80,-0.37
101,2,26300,Matt Jones,43.75,63,144,-0.32
101,7,50525,Collin Morikawa,43.75,63,144,-0.19
104,2,53165,Doc Redman,43.29,71,164,-0.28
105,2,37275,Sam Ryder,42.86,60,140,-0.28
106,-4,45526,Abraham Ancer,41.94,52,124,-0.13
107,2,26851,Marc Leishman,41.51,44,106,-0.14
108,2,33122,Russell Knox,41.27,52,126,-0.21
109,2,29974,Branden Grace,40.54,30,74,-0.33
110,2,39324,J.J. Spaun,40.52,47,116,-0.40
111,2,32791,K.H. Lee,40.44,55,136,-0.31
112,2,20229,Stewart Cink,40.20,41,102,-0.24
113,2,32618,Rhein Gibson,40.00,40,100,-0.30
113,2,49766,Hank Lebioda,40.00,44,110,-0.34
115,2,29221,Webb Simpson,39.42,41,104,-0.12
116,2,48045,Michael Gellerman,39.29,33,84,-0.30
117,2,40098,Matt Fitzpatrick,39.13,36,92,-0.25
118,2,34563,Chesson Hadley,38.89,42,108,-0.12
119,2,29268,Bronson Burgoon,38.68,41,106,-0.37
120,2,23788,D.J. Trahan,38.30,36,94,-0.44
121,2,27330,Josh Teater,37.80,31,82,-0.42
122,2,33399,Adam Hadwin,37.72,43,114,-0.21
123,2,47993,Denny McCarthy,37.66,58,154,-0.21
124,2,34076,Joel Dahmen,37.32,53,142,-0.25
125,2,33490,Bo Hoag,37.31,50,134,-0.32
126,2,36871,Matthew NeSmith,36.76,50,136,-0.14
127,2,32640,Troy Merritt,36.67,44,120,-0.16
128,2,24924,Bill Haas,36.36,32,88,-0.13
129,2,46435,Austin Cook,35.83,43,120,-0.33
130,2,48119,Ben Taylor,35.71,30,84,-0.10
131,3,26499,Rafa Cabrera Bello,35.37,29,82,-0.03
132,3,39953,Chase Seiffert,35.19,38,108,-0.24
133,3,29970,Dylan Frittelli,35.14,52,148,-0.23
134,3,33120,Mark Anderson,35.11,33,94,-0.21
135,3,32254,Xinjun Zhang,34.93,51,146,-0.22
136,3,49298,Kramer Hickok,34.69,34,98,-0.44
137,3,27644,Brian Harman,34.62,54,156,-0.13
138,3,32757,Patton Kizzire,34.55,38,110,-0.45
139,3,22056,Cameron Percy,34.44,31,90,-0.45
140,3,31420,Anirban Lahiri,34.29,24,70,-0.21
141,3,34431,Robert Streb,34.00,34,100,-0.21
142,4,28307,Matt Every,33.33,30,90,-0.10
142,-9,25396,Kevin Na,33.33,42,126,-0.38
144,3,29535,Brice Garnett,32.76,38,116,-0.34
145,3,35449,Adam Long,32.50,52,160,-0.06
146,3,27214,Kevin Streelman,32.31,42,130,-0.43
147,3,49771,J.T. Poston,31.43,44,140,-0.32
148,3,23623,Bo Van Pelt,31.40,27,86,+0.07
149,3,27556,Ted Potter Jr.,30.68,27,88,-0.33
150,3,29479,Scott Brown,30.47,39,128,-0.33
151,3,35532,Tom Hoge,30.41,45,148,-0.31
152,3,34021,Bud Cauley,30.33,37,122,-0.32
153,3,35732,Wes Roach,30.00,24,80,-0.67
154,3,24361,Pat Perez,29.79,28,94,-0.46
155,4,33486,Roger Sloan,29.41,30,102,-0.20
156,4,34098,Russell Henley,29.37,37,126,-0.14
157,4,30163,Henrik Norlander,29.05,43,148,-0.47
158,4,36801,Mark Hubbard,28.49,49,172,-0.47
159,-1,29478,Kevin Kisner,28.46,37,130,-0.24
160,3,26596,Ryan Moore,27.78,20,72,-0.25
161,4,28679,Fabián Gómez,27.27,30,110,-0.30
162,4,34466,Peter Malnati,27.19,31,114,-0.03
163,5,33404,Chris Baker,26.53,26,98,-0.38
164,5,27649,Brandt Snedeker,26.42,28,106,-0.04
165,5,27942,Rob Oppenheim,26.23,32,122,-0.16
166,5,21407,Arjun Atwal,25.81,16,62,-0.75
167,5,33410,Andrew Landry,25.40,32,126,-0.09
168,5,31557,Jim Herman,25.00,30,120,-0.20
169,5,19846,Brian Gay,24.60,31,126,E
170,5,28775,Nate Lashley,24.47,23,94,-0.39
171,6,32150,Michael Thompson,22.58,28,124,-0.32
172,6,24024,Zach Johnson,22.13,27,122,-0.22
173,6,23621,Rory Sabbatini,21.55,25,116,-0.28
174,6,25686,Jason Dufner,20.97,26,124,-0.27
175,6,33413,Ben Martin,20.83,15,72,-0.20
176,6,27963,Chris Stroud,20.65,19,92,-0.32
176,6,25349,Tim Wilkinson,20.65,19,92,-0.21
178,6,26758,David Hearn,20.59,21,102,-0.33
179,6,23108,Matt Kuchar,20.54,23,112,-0.30
180,6,45609,Tyler Duncan,20.48,34,166,-0.26
181,6,22371,Aaron Baddeley,20.21,19,94,-0.21
182,6,30110,Kyle Stanley,19.81,21,106,-0.43
183,6,24138,Ian Poulter,19.74,15,76,-0.13
184,7,31560,Brian Stuard,19.48,30,154,-0.33
185,7,26476,Chez Reavie,19.23,25,130,-0.24
186,4,30927,Brendon Todd,18.60,32,172,-0.31
187,8,40058,Zac Blair,18.18,24,132,-0.21
188,8,19803,Ryan Armour,18.10,21,116,-0.14
189,8,25572,Graeme McDowell,17.44,15,86,-0.27
190,8,29908,C.T. Pan,16.67,16,96,-0.06
191,8,10809,Jim Furyk,15.38,12,78,-0.42
192,8,23325,Vaughn Taylor,15.09,16,106,-0.25
193,8,34256,Andrew Putnam,13.24,9,68,-0.22
