RANK,MOVEMENT,PLAYER_ID,PLAYER,%,PAR OR BETTER,MISSED GIR
89,0,33418,Shawn Stefani,58.43,253,433
90,0,27129,Luke List,58.41,316,541
91,0,01810,Phil Mickelson,58.36,321,550
92,0,31420,Anirban Lahiri,58.35,304,521
93,0,24925,Jonathan Byrd,58.31,207,355
94,0,25686,Jason Dufner,58.25,240,412
95,0,32254,Xinjun Zhang,58.20,259,445
96,0,37189,Harold Varner III,58.14,300,516
97,0,28132,Tyrone Van Aswegen,58.08,338,582
98,0,29420,Billy Horschel,58.03,242,417
99,0,26499,Rafa Cabrera Bello,57.98,218,376
100,0,34174,John Huh,57.94,321,554
101,0,26331,Charl Schwartzel,57.88,235,406
102,0,29484,Peter Uihlein,57.87,261,451
103,0,34099,Harris English,57.86,298,515
104,0,48081,Xander Schauffele,57.81,333,576
105,0,29974,Branden Grace,57.78,219,379
106,0,32876,Martin Piller,57.74,317,549
107,0,47125,Matt Atkins,57.60,197,342
107,0,32640,Troy Merritt,57.60,307,533
109,0,35450,Patrick Cantlay,57.58,243,422
110,0,24140,Sean O'Hair,57.56,236,410
111,0,49771,J.T. Poston,57.53,233,405
112,0,39997,Corey Conners,57.52,287,499
113,0,27556,Ted Potter Jr.,57.51,333,579
114,0,35545,Blayne Barber,57.46,208,362
115,0,24846,Ricky Barnes,57.40,221,385
116,0,39327,Ben Silverman,57.36,304,530
117,0,22056,Cameron Percy,57.30,157,274
118,0,37455,Si Woo Kim,57.23,388,678
119,0,29725,Tony Finau,57.22,301,526
119,0,36699,Patrick Rodgers,57.22,329,575
121,0,46970,Jon Rahm,57.18,203,355
122,0,27141,J.B. Holmes,57.14,268,469
123,0,24138,Ian Poulter,57.11,217,380
124,0,20157,Retief Goosen,56.98,204,358
125,0,33410,Andrew Landry,56.97,282,495
126,0,27644,Brian Harman,56.95,299,525
126,0,46501,Ollie Schniederjans,56.95,332,583
128,0,29908,C.T. Pan,56.89,289,508
129,0,24358,Robert Garrigus,56.84,270,475
130,0,27895,Jonas Blixt,56.83,237,417
131,0,33141,Keegan Bradley,56.78,293,516
132,0,32333,Kevin Tway,56.77,352,620
133,0,36799,Stephan Jaeger,56.76,252,444
134,0,20572,Rod Pampling,56.67,221,390
135,0,25804,Bubba Watson,56.64,256,452
136,0,34563,Chesson Hadley,56.60,326,576
137,0,39546,Keith Mitchell,56.55,302,534
138,0,47128,Richy Werenski,56.49,309,547
139,0,37275,Sam Ryder,56.47,227,402
140,0,29485,Brett Stegmaier,56.44,184,326
141,0,32366,Kevin Chappell,56.28,251,446
141,0,49964,Aaron Wise,56.28,278,494
143,0,12716,Charley Hoffman,56.22,271,482
144,0,39975,Michael Kim,56.05,278,496
145,0,25818,Scott Piercy,55.96,244,436
146,0,35421,Brandon Harkins,55.88,328,587
147,0,29223,Sam Saunders,55.79,260,466
148,0,30911,Tommy Fleetwood,55.77,203,364
148,0,32150,Michael Thompson,55.77,174,312
150,0,35310,Lanto Griffin,55.76,242,434
150,0,39324,J.J. Spaun,55.76,242,434
152,0,20229,Stewart Cink,55.69,274,492
153,0,27095,Nick Watney,55.68,289,519
154,0,26758,David Hearn,55.65,187,336
155,0,24361,Pat Perez,55.63,242,435
156,0,29268,Bronson Burgoon,55.61,218,392
157,0,30978,Kiradech Aphibarnrat,55.59,174,313
158,0,27958,Ryan Blaum,55.46,264,476
159,0,23320,Ryan Palmer,55.38,216,390
160,0,32757,Patton Kizzire,55.24,274,496
160,0,33419,Cameron Tringale,55.24,216,391
162,0,30944,Jason Kokrak,55.11,291,528
163,0,31416,Derek Fathauer,54.99,314,571
164,0,29222,Billy Hurley III,54.93,234,426
165,0,28500,Martin Flores,54.89,286,521
166,0,47287,Ethan Tracy,54.88,236,430
167,0,25834,Daniel Summerhays,54.86,192,350
168,0,24502,Adam Scott,54.85,226,412
169,0,30110,Kyle Stanley,54.80,251,458
170,0,29479,Scott Brown,54.79,332,606
171,0,23353,J.J. Henry,54.77,218,398
172,0,47347,Adam Schenk,54.55,252,462
173,0,31323,Gary Woodland,54.45,263,483
174,0,46601,Trey Mullinax,54.42,234,430
175,0,34098,Russell Henley,54.33,226,416
176,0,34213,Grayson Murray,54.32,264,486
177,0,35506,Mackenzie Hughes,54.19,252,465
178,0,22582,Kyle Thompson,54.02,168,311
179,0,34264,Hudson Swafford,54.01,202,374
180,0,37278,Nicholas Lindheim,53.90,214,397
181,0,33204,Shane Lowry,53.48,169,316
182,0,25240,D.A. Points,53.32,233,437
183,0,39954,Cody Gribble,53.30,234,439
184,0,34431,Robert Streb,52.89,247,467
185,0,20593,Greg Chalmers,52.85,213,403
186,0,45609,Tyler Duncan,52.76,268,508
187,0,29518,Brendan Steele,52.56,195,371
188,0,28307,Matt Every,52.51,251,478
189,0,27974,Sung Kang,52.40,295,563
190,0,50526,Tom Lovelady,52.08,250,480
191,0,37338,Zecheng Dou,51.56,165,320
192,0,32816,Satoshi Kodaira,51.02,175,343
193,0,35544,Andrew Yun,44.01,136,309
