RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 1ST TEE LATE ROUNDS
118,0,29223,Sam Saunders,70.92,1773,25
118,0,34264,Hudson Swafford,70.92,851,12
118,0,33419,Cameron Tringale,70.92,851,12
121,0,27064,Jhonattan Vegas,70.93,2057,29
122,0,25572,Graeme McDowell,70.94,1135,16
122,0,33418,Shawn Stefani,70.94,1206,17
124,0,25364,Paul Casey,70.95,1561,22
124,0,26758,David Hearn,70.95,1419,20
126,0,37455,Si Woo Kim,70.97,2200,31
127,0,47125,Matt Atkins,71.00,1349,19
127,0,40026,Daniel Berger,71.00,1775,25
127,0,20472,Alex Cejka,71.00,1278,18
127,0,35506,Mackenzie Hughes,71.00,1349,19
127,0,36799,Stephan Jaeger,71.00,1207,17
127,0,24140,Sean O'Hair,71.00,1207,17
127,0,25240,D.A. Points,71.00,568,8
127,0,46501,Ollie Schniederjans,71.00,1633,23
135,0,25818,Scott Piercy,71.04,1705,24
136,0,37278,Nicholas Lindheim,71.05,1350,19
137,0,28132,Tyrone Van Aswegen,71.09,1635,23
138,0,45609,Tyler Duncan,71.10,1493,21
138,0,27974,Sung Kang,71.10,1493,21
140,0,34363,Tyrrell Hatton,71.11,1351,19
140,0,27129,Luke List,71.11,2489,35
140,0,24781,Hunter Mahan,71.11,1351,19
143,0,23621,Rory Sabbatini,71.14,1992,28
143,0,29518,Brendan Steele,71.14,1565,22
145,0,29461,Jamie Lovemark,71.18,1993,28
146,0,31416,Derek Fathauer,71.21,1994,28
147,0,32448,James Hahn,71.22,1282,18
148,0,35879,Kelly Kraft,71.26,2209,31
149,0,27141,J.B. Holmes,71.28,1782,25
150,0,33413,Ben Martin,71.29,1212,17
151,0,35532,Tom Hoge,71.30,1640,23
152,0,48084,Wesley Bryan,71.31,1141,16
152,0,35376,Roberto Díaz,71.31,1141,16
154,0,30978,Kiradech Aphibarnrat,71.33,1070,15
155,0,40058,Zac Blair,71.35,1213,17
156,0,12510,Chad Campbell,71.38,1142,16
157,0,29484,Peter Uihlein,71.42,1857,26
158,0,32757,Patton Kizzire,71.43,1500,21
159,0,40009,Dominic Bozzelli,71.44,1286,18
160,0,33410,Andrew Landry,71.48,1787,25
161,0,28775,Nate Lashley,71.50,572,8
161,0,25493,Nick Taylor,71.50,1716,24
163,0,34174,John Huh,71.52,1502,21
163,0,32254,Xinjun Zhang,71.52,1645,23
165,0,32366,Kevin Chappell,71.56,1288,18
166,0,24358,Robert Garrigus,71.57,1646,23
166,0,34466,Peter Malnati,71.57,1002,14
168,0,28252,Seamus Power,71.65,1648,23
169,0,39954,Cody Gribble,71.69,1147,16
169,0,24924,Bill Haas,71.69,1147,16
171,0,24846,Ricky Barnes,71.73,789,11
171,0,27895,Jonas Blixt,71.73,789,11
173,0,47347,Adam Schenk,71.75,1435,20
174,0,34021,Bud Cauley,71.79,1005,14
175,0,28500,Martin Flores,71.80,1077,15
176,0,20157,Retief Goosen,71.83,1293,18
177,0,22371,Aaron Baddeley,71.86,1006,14
178,0,34431,Robert Streb,71.92,935,13
179,0,29222,Billy Hurley III,71.94,1223,17
180,0,46402,Talor Gooch,71.96,1655,23
181,0,32816,Satoshi Kodaira,72.00,1008,14
181,0,25834,Daniel Summerhays,72.00,792,11
183,0,27963,Chris Stroud,72.06,1153,16
184,0,25900,Lucas Glover,72.18,1227,17
185,0,26331,Charl Schwartzel,72.21,1011,14
186,0,25686,Jason Dufner,72.23,1589,22
187,0,47287,Ethan Tracy,72.31,940,13
188,0,20572,Rod Pampling,72.50,435,6
189,0,22582,Kyle Thompson,72.62,944,13
190,0,20593,Greg Chalmers,72.90,729,10
191,0,35544,Andrew Yun,73.00,584,8
192,0,28307,Matt Every,73.36,807,11
193,0,37338,Zecheng Dou,73.82,812,11
