RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL APEX HEIGHT,TOTAL ATTEMPTS
75,0,20498,Briny Baird,96' 11",3780' 3",39
76,0,06522,Ernie Els,96' 7",4732' 0",49
76,0,28679,Fabián Gómez,96' 7",4541' 3",47
78,0,10585,Scott McCarron,96' 6",4438' 9",46
78,0,26668,Marc Turnesa,96' 6",3183',33
78,0,31323,Gary Woodland,96' 6",4536' 2",47
81,0,27974,Sung Kang,96' 4",3563' 1",37
82,0,24781,Hunter Mahan,96' 0",6912' 6",72
83,0,22405,Justin Rose,95' 11",5944' 9",62
83,0,22293,Heath Slocum,95' 11",6811' 7",71
85,0,07867,Woody Austin,95' 7",3631' 8",38
85,0,29221,Webb Simpson,95' 7",7644' 8",80
87,0,24290,D.J. Brigman,95' 6",3914' 6",41
88,0,29718,Anthony Kim,95' 3",4952' 8",52
88,0,25457,Alexandre Rocha,95' 3",3714' 6",39
90,0,23788,D.J. Trahan,94' 9",6251',66
91,0,06527,Steve Stricker,94' 5",5194' 6",55
92,0,30926,Chris Kirk,94' 2",6495' 8",69
93,0,22371,Aaron Baddeley,94' 1",5175' 5",55
93,0,24140,Sean O'Hair,94' 1",4045' 7",43
95,0,09011,David Duval,94' 0",4324' 3",46
96,0,27963,Chris Stroud,93' 9",6750' 2",72
96,0,25632,Jimmy Walker,93' 9",4874' 3",52
98,0,32876,Martin Piller,93' 7",3931' 8",42
99,0,24502,Adam Scott,93' 5",4298' 3",46
100,0,23353,J.J. Henry,93' 3",6622',71
100,0,23548,Bill Lunde,93' 3",6620' 8",71
102,0,10885,Robert Allenby,93' 2",6053' 9",65
102,0,21753,Brian Davis,93' 2",7731' 6",83
102,0,21209,Sergio Garcia,93' 2",3540' 7",38
105,0,26300,Matt Jones,93' 1",4652',50
106,0,28475,Jeff Overton,92' 10",6126' 4",66
107,0,10733,Kent Jones,92' 9",5192' 5",56
107,0,27214,Kevin Streelman,92' 9",5474' 4",59
109,0,26881,Jarrod Lyle,92' 2",5440' 1",59
109,0,20645,John Senden,92' 2",7004' 8",76
111,0,32698,Bobby Gates,92' 0",4693' 9",51
112,0,01577,Lee Janzen,91' 10",3858' 8",42
113,0,27770,Camilo Villegas,91' 8",4491' 3",49
114,0,25900,Lucas Glover,91' 5",4844' 1",53
115,0,01797,Rocco Mediate,91' 4",3835' 0",42
116,0,20160,Charlie Wi,91' 2",5928' 5",65
117,0,20229,Stewart Cink,90' 8",3627' 7",40
117,0,27095,Nick Watney,90' 8",5622' 2",62
119,0,29720,Andres Gonzales,90' 6",3709' 6",41
120,0,23614,Rich Beem,90' 4",3704' 7",41
121,0,25444,Justin Hicks,89' 10",3413' 0",38
122,0,26951,Johnson Wagner,89' 6",5909' 1",66
123,0,12510,Chad Campbell,88' 10",6041',68
124,0,21407,Arjun Atwal,88' 7",6109' 8",69
125,0,12652,Cameron Beckman,88' 3",4852' 6",55
125,0,24024,Zach Johnson,88' 3",5736',65
127,0,33419,Cameron Tringale,87' 10",7375' 7",84
128,0,32150,Michael Thompson,87' 5",4194' 2",48
129,0,20098,Stuart Appleby,87' 3",4360' 9",50
129,0,25686,Jason Dufner,87' 3",4971',57
131,0,25345,Carl Pettersson,87' 2",7059',81
132,0,22621,Ben Curtis,87' 0",4873' 1",56
133,0,23108,Matt Kuchar,86' 10",5902' 6",68
134,0,25396,Kevin Na,86' 9",4077',47
135,0,20070,Matt Bettencourt,86' 6",5621' 9",65
135,0,31202,William McGirt,86' 6",7269' 1",84
137,0,25240,D.A. Points,86' 5",5532' 2",64
138,0,21350,Ryuji Imada,86' 3",6126' 4",71
139,0,26420,Richard Johnson,85' 6",3933' 0",46
140,0,24507,Jason Bohn,85' 5",5465' 2",64
141,0,23800,Bryce Molder,85' 4",4948' 3",58
142,0,08537,J.P. Hayes,85' 3",3324' 2",39
143,0,32640,Troy Merritt,85' 2",3918' 8",46
144,0,24357,K.J. Choi,85' 1",4763' 1",56
144,0,06251,Chris DiMarco,85' 1",6043' 0",71
146,0,01313,Steve Elkington,84' 11",2887' 5",34
147,0,27466,Spencer Levin,84' 10",6784',80
148,0,28087,Kris Blanks,84' 7",6092' 6",72
149,0,22961,David Mathis,84' 6",4645',55
150,0,30711,Colt Knost,84' 5",4726' 1",56
151,0,02206,David Toms,84' 0",4702' 6",56
152,0,24980,Scott Gutschewski,83' 8",3680' 1",44
153,0,23673,Michael Connell,83' 7",5598' 0",67
154,0,20436,Garrett Willis,83' 5",3588' 5",43
155,0,07457,Steve Flesch,83' 4",5000' 5",60
156,0,01116,Michael Bradley,83' 3",4413' 3",53
156,0,21961,Charles Howell III,83' 3",6491',78
158,0,06643,Paul Goydos,82' 8",5042',61
158,0,25572,Graeme McDowell,82' 8",2727' 3",33
158,0,26289,Boo Weekley,82' 8",3969' 3",48
161,0,23638,Brendon de Jonge,82' 5",6921' 7",84
162,0,06621,Joe Durant,82' 2",3942' 2",48
163,0,24138,Ian Poulter,82' 0",3198' 7",39
164,0,29910,Blake Adams,81' 6",6032' 9",74
164,0,26596,Ryan Moore,81' 6",4646' 2",57
166,0,19846,Brian Gay,81' 5",5618' 1",69
167,0,22348,Nick O'Hern,81' 4",4801' 0",59
167,0,24663,Y.E. Yang,81' 4",3171' 0",39
169,0,06004,Stephen Ames,81' 0",3725' 1",46
169,0,10809,Jim Furyk,81' 0",5021' 5",62
171,0,31557,Jim Herman,80' 6",3623',45
172,0,22378,Trevor Immelman,79' 10",3674' 0",46
173,0,10860,Justin Leonard,79' 2",4354' 0",55
174,0,24604,Hunter Haas,79' 1",5612' 9",71
174,0,33911,Nate Smith,79' 1",3560' 5",45
174,0,25834,Daniel Summerhays,79' 1",3876' 9",49
177,0,01948,Tim Petrovic,78' 10",5284' 3",67
178,0,06515,Shaun Micheel,77' 10",3813' 1",49
179,0,20572,Rod Pampling,76' 9",3530' 3",46
180,0,20593,Greg Chalmers,76' 4",4886' 0",64
181,0,20127,Chris Riley,75' 4",4066' 7",54
182,0,24846,Ricky Barnes,75' 2",3981',53
183,0,21731,Freddie Jacobson,74' 7",4250' 2",57
184,0,23718,Nathan Green,73' 2",3951' 7",54
185,0,08725,Tom Gillis,68' 11",3309' 9",48
186,0,10505,Shane Bertsch,67' 3",2824' 9",42
