RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL VERT. LAUNCH ANGLE,TOTAL ATTEMPTS
106,0,26420,Richard Johnson,10.69,512.94,48
107,0,30711,Colt Knost,10.68,630.12,59
107,0,23497,Tag Ridings,10.68,630.40,59
109,0,25274,Steven Bowditch,10.65,692.49,65
110,0,07867,Woody Austin,10.63,414.47,39
111,0,27936,Martin Laird,10.60,635.73,60
111,0,25240,D.A. Points,10.60,710.49,67
113,0,27466,Spencer Levin,10.56,907.83,86
114,0,24925,Jonathan Byrd,10.52,715.44,68
115,0,26881,Jarrod Lyle,10.51,620.00,59
116,0,01577,Lee Janzen,10.50,440.80,42
117,0,33911,Nate Smith,10.44,459.49,44
118,0,32640,Troy Merritt,10.39,478.12,46
119,0,31557,Jim Herman,10.36,455.63,44
120,0,33419,Cameron Tringale,10.35,900.19,87
121,0,09011,David Duval,10.34,496.43,48
122,0,29221,Webb Simpson,10.33,868.12,84
123,0,20229,Stewart Cink,10.30,473.80,46
123,0,31401,Zack Miller,10.30,525.54,51
125,0,28087,Kris Blanks,10.25,779.31,76
125,0,30925,Dustin Johnson,10.25,481.67,47
125,0,25632,Jimmy Walker,10.25,573.77,56
128,0,23548,Bill Lunde,10.23,736.37,72
129,0,24490,George McNeill,10.19,519.70,51
130,0,23673,Michael Connell,10.18,692.55,68
130,0,24980,Scott Gutschewski,10.18,437.67,43
132,0,19970,Robert Karlsson,10.14,405.55,40
133,0,20070,Matt Bettencourt,10.12,698.55,69
134,0,34255,Joseph Bramlett,10.11,505.31,50
134,0,22961,David Mathis,10.11,545.84,54
136,0,26331,Charl Schwartzel,10.10,343.54,34
137,0,20127,Chris Riley,10.07,574.07,57
138,0,31202,William McGirt,10.03,852.17,85
139,0,10585,Scott McCarron,10.02,471.03,47
140,0,20848,Ángel Cabrera,10.01,290.32,29
141,0,10860,Justin Leonard,9.99,629.17,63
142,0,01948,Tim Petrovic,9.98,658.45,66
143,0,06004,Stephen Ames,9.94,476.95,48
144,0,27064,Jhonattan Vegas,9.93,635.54,64
145,0,06621,Joe Durant,9.92,495.78,50
146,0,26951,Johnson Wagner,9.85,679.76,69
147,0,25396,Kevin Na,9.84,462.47,47
148,0,25572,Graeme McDowell,9.83,363.75,37
149,0,24138,Ian Poulter,9.79,381.76,39
150,0,35087,Bio Kim,9.74,467.61,48
150,0,06515,Shaun Micheel,9.74,506.51,52
152,0,29910,Blake Adams,9.72,748.68,77
153,0,26596,Ryan Moore,9.70,552.72,57
153,0,20645,John Senden,9.70,746.59,77
155,0,26300,Matt Jones,9.67,493.18,51
156,0,31323,Gary Woodland,9.66,492.86,51
157,0,24604,Hunter Haas,9.60,729.87,76
158,0,24502,Adam Scott,9.56,401.32,42
159,0,20098,Stuart Appleby,9.48,521.23,55
160,0,11123,Chris Couch,9.44,462.66,49
161,0,21350,Ryuji Imada,9.41,705.74,75
162,0,27214,Kevin Streelman,9.35,560.72,60
163,0,30692,Scott Stallings,9.30,604.25,65
164,0,32698,Bobby Gates,9.29,510.78,55
165,0,24924,Bill Haas,9.27,602.46,65
165,0,24663,Y.E. Yang,9.27,389.31,42
167,0,23800,Bryce Molder,9.20,533.50,58
168,0,20572,Rod Pampling,9.16,421.56,46
169,0,25900,Lucas Glover,9.15,512.50,56
170,0,21731,Freddie Jacobson,9.13,584.13,64
171,0,20593,Greg Chalmers,9.12,601.85,66
172,0,01116,Michael Bradley,9.07,489.68,54
173,0,26289,Boo Weekley,9.01,441.58,49
174,0,12510,Chad Campbell,8.99,674.36,75
175,0,21209,Sergio Garcia,8.90,373.60,42
176,0,23409,James Driscoll,8.80,475.26,54
177,0,25804,Bubba Watson,8.78,456.51,52
178,0,27095,Nick Watney,8.67,555.03,64
179,0,22371,Aaron Baddeley,8.59,480.89,56
179,0,25834,Daniel Summerhays,8.59,472.71,55
181,0,24846,Ricky Barnes,8.28,463.45,56
182,0,23718,Nathan Green,8.23,444.32,54
183,0,21961,Charles Howell III,8.22,690.07,84
184,0,23638,Brendon de Jonge,8.19,704.35,86
185,0,08725,Tom Gillis,7.95,381.38,48
186,0,22378,Trevor Immelman,7.28,385.76,53
