RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
124,0,32366,Kevin Chappell,30.49,304,997,+0.63
125,0,48081,Xander Schauffele,30.55,315,1031,+0.13
126,0,31323,Gary Woodland,30.61,288,941,+0.76
127,0,29974,Branden Grace,30.63,200,653,+0.60
128,0,25720,Chad Collins,30.66,229,747,+1.14
128,0,49771,J.T. Poston,30.66,310,1011,+0.90
130,0,12716,Charley Hoffman,30.76,398,1294,+0.35
131,0,33120,Mark Anderson,30.77,180,585,+0.61
132,0,20157,Retief Goosen,30.78,173,562,+1.21
133,0,32839,Hideki Matsuyama,30.79,254,825,+0.47
134,0,27129,Luke List,30.80,365,1185,-0.66
134,0,29461,Jamie Lovemark,30.80,340,1104,-0.12
136,0,27958,Ryan Blaum,30.82,351,1139,+1.37
136,0,46443,Brian Campbell,30.82,176,571,+0.68
138,0,22056,Cameron Percy,30.85,236,765,+1.02
139,0,28237,Rory McIlroy,30.86,154,499,+0.06
140,0,26300,Matt Jones,30.93,219,708,+0.32
141,0,30925,Dustin Johnson,31.05,254,818,-0.39
142,0,26851,Marc Leishman,31.07,315,1014,+0.41
143,0,47959,Bryson DeChambeau,31.21,313,1003,+1.15
144,0,39954,Cody Gribble,31.30,303,968,+0.96
145,0,35110,Brett Drewitt,31.38,187,596,+1.02
146,0,27095,Nick Watney,31.41,277,882,+0.36
147,0,30692,Scott Stallings,31.49,296,940,+0.64
148,0,21961,Charles Howell III,31.52,296,939,+0.74
149,0,25632,Jimmy Walker,31.55,218,691,+0.87
150,0,34264,Hudson Swafford,31.62,332,1050,+0.45
151,0,22371,Aaron Baddeley,32.03,205,640,+0.29
152,0,33419,Cameron Tringale,32.10,287,894,+0.98
153,0,40009,Dominic Bozzelli,32.19,243,755,+0.91
154,0,31416,Derek Fathauer,32.51,289,889,+1.25
155,0,25818,Scott Piercy,32.60,222,681,+1.44
156,0,01810,Phil Mickelson,32.67,311,952,+0.58
157,0,29289,S.Y. Noh,32.72,336,1027,+0.30
158,0,27064,Jhonattan Vegas,32.90,326,991,+0.64
159,0,20229,Stewart Cink,33.13,371,1120,+0.43
160,0,35532,Tom Hoge,33.15,178,537,+0.96
161,0,23497,Tag Ridings,33.19,231,696,-0.04
162,0,24502,Adam Scott,33.51,193,576,+0.88
163,0,26331,Charl Schwartzel,33.59,222,661,+0.05
164,0,29740,Brad Fritsch,33.73,196,581,+1.73
165,0,32757,Patton Kizzire,33.77,334,989,+0.96
166,0,37454,Whee Kim,33.88,289,853,+0.45
167,0,28089,Jason Day,33.95,257,757,+0.35
168,0,29720,Andres Gonzales,34.05,269,790,+0.30
169,0,48822,Sebastián Muñoz,34.08,182,534,+0.66
170,0,28307,Matt Every,34.15,280,820,+1.36
170,0,33448,Justin Thomas,34.15,306,896,-0.59
172,0,24846,Ricky Barnes,34.40,367,1067,+0.35
173,0,25345,Carl Pettersson,34.41,245,712,+1.55
174,0,37278,Nicholas Lindheim,34.43,209,607,+1.34
175,0,46440,Smylie Kaufman,34.52,301,872,+0.93
176,0,27770,Camilo Villegas,34.58,295,853,+0.47
177,0,32333,Kevin Tway,34.74,353,1016,+0.68
178,0,36699,Patrick Rodgers,34.98,319,912,+1.03
179,0,46601,Trey Mullinax,35.13,339,965,+0.27
180,0,34099,Harris English,35.40,348,983,+0.17
181,0,28252,Seamus Power,36.24,341,941,-0.18
182,0,28420,Ryan Brehm,36.28,324,893,+0.43
183,0,25191,Gonzalo Fernandez-Castaño,36.30,220,606,+0.36
184,0,28500,Martin Flores,36.41,335,920,+0.48
185,0,46501,Ollie Schniederjans,36.58,409,1118,+0.73
186,0,27141,J.B. Holmes,36.69,306,834,+0.62
187,0,46550,Brandon Hagy,36.81,349,948,E
188,0,30852,Ryo Ishikawa,37.03,217,586,+1.57
189,0,25274,Steven Bowditch,37.12,222,598,+1.80
190,0,35300,Andrew Loupe,37.44,237,633,+1.01
