RANK,MOVEMENT,PLAYER_ID,PLAYER,TOP 10,2ND,3RD
60,0,22378,Trevor Immelman,3,1,1
60,0,21731,Freddie Jacobson,3,1
60,0,19958,Miguel Angel Jiménez,3
60,0,30925,Dustin Johnson,3,1
60,0,24024,Zach Johnson,3,1
60,0,19970,Robert Karlsson,3
60,0,06012,Greg Kraft,3,1
60,0,27936,Martin Laird,3
60,0,20634,Peter Lonard,3,1
60,0,01706,Davis Love III,3,1,1
60,0,24449,Parker McLachlin,3,1
60,0,24490,George McNeill,3,2
60,0,26596,Ryan Moore,3,1
60,0,25396,Kevin Na,3
60,0,24140,Sean O'Hair,3,1,2
60,0,28475,Jeff Overton,3
60,0,23320,Ryan Palmer,3,1
60,0,01948,Tim Petrovic,3
60,0,25190,Jeff Quinney,3,1,1
60,0,25562,Andres Romero,3,1
60,0,23621,Rory Sabbatini,3,1,1
60,0,24502,Adam Scott,3,1
60,0,20645,John Senden,3,1
60,0,02239,Scott Verplank,3,1
60,0,25804,Bubba Watson,3,1
60,0,25349,Tim Wilkinson,3,1,1
60,0,12602,Dean Wilson,3,2
101,0,12652,Cameron Beckman,2,1
101,0,24507,Jason Bohn,2,1
101,0,01142,Bart Bryant,2,1,1
101,0,24925,Jonathan Byrd,2
101,0,01161,Mark Calcavecchia,2
101,0,21753,Brian Davis,2,1
101,0,06034,Marco Dawson,2
101,0,28089,Jason Day,2
101,0,06621,Joe Durant,2
101,0,01320,Bob Estes,2
101,0,07457,Steve Flesch,2
101,0,24358,Robert Garrigus,2,1
101,0,25900,Lucas Glover,2
101,0,20157,Retief Goosen,2,1
101,0,24924,Bill Haas,2
101,0,23353,J.J. Henry,2
101,0,26300,Matt Jones,2
101,0,01677,Tom Lehman,2
101,0,01707,Steve Lowery,2,1
101,0,24912,Will MacKenzie,2,1
101,0,10585,Scott McCarron,2,1
101,0,01797,Rocco Mediate,2,1
101,0,01928,Corey Pavin,2,1
101,0,07749,Brett Quigley,2
101,0,26476,Chez Reavie,2,1
101,0,23497,Tag Ridings,2
101,0,22913,John Rollins,2,1
101,0,22405,Justin Rose,2,1
101,0,22548,Patrick Sheehan,2
101,0,08845,Scott Sterling,2
101,0,27963,Chris Stroud,2
101,0,23325,Vaughn Taylor,2,1
101,0,26287,Roland Thatcher,2
101,0,26668,Marc Turnesa,2,1,1
101,0,23349,Charles Warren,2,1
101,0,20396,Lee Westwood,2,1,1
137,0,23614,Rich Beem,1,1
137,0,10505,Shane Bertsch,1
137,0,24227,Justin Bolli,1
137,0,20848,Ángel Cabrera,1
137,0,20850,Daniel Chopra,1,1
137,0,19825,Darren Clarke,1
137,0,20623,Gavin Coles,1
137,0,08931,Glen Day,1
137,0,06251,Chris DiMarco,1
137,0,23409,James Driscoll,1
137,0,23125,Brad Elder,1
137,0,20585,Niclas Fasth,1
137,0,27561,Nick Flanagan,1
137,0,24184,Alastair Forsyth,1
137,0,21805,Harrison Frazar,1
137,0,01381,Fred Funk,1
137,0,30750,Tommy Gainey,1,1
137,0,12645,Brent Geiberger,1
137,0,20105,Jeff Gove,1
137,0,23718,Nathan Green,1,1
137,0,08537,J.P. Hayes,1
137,0,20433,Mark Hensby,1
137,0,20608,David Howell,1
137,0,01553,John Huston,1
137,0,01577,Lee Janzen,1
137,0,26420,Richard Johnson,1,1
137,0,22806,Doug LaBelle II,1
137,0,01823,Larry Mize,1
137,0,08635,Colin Montgomerie,1
137,0,01876,Greg Norman,1,1
137,0,20628,Arron Oberholser,1
137,0,20663,Brenden Pappas,1
137,0,24138,Ian Poulter,1,1
137,0,10213,Dicky Pride,1
137,0,21959,Ted Purdy,1
137,0,20127,Chris Riley,1,1
137,0,23797,Brett Rumford,1
137,0,10649,Tom Scherrer,1
137,0,26882,Michael Sim,1
137,0,20686,Jeev Milkha Singh,1
137,0,12309,Bob Sowards,1
137,0,26679,Kevin Stadler,1
137,0,23969,Graeme Storm,1
137,0,02206,David Toms,1
137,0,02223,Bob Tway,1
137,0,23623,Bo Van Pelt,1,1
137,0,26951,Johnson Wagner,1,1
137,0,27095,Nick Watney,1
137,0,10425,Jay Williamson,1,1
137,0,26497,Casey Wittenberg,1
137,0,22000,Chris Wood,1
137,0,24663,Y.E. Yang,1
