RANK,MOVEMENT,PLAYER_ID,PLAYER,ALL DRIVES,TOTAL DISTANCE,# OF DRIVES
183,0,33122,Russell Knox,280.5,328711,1172
184,0,35901,Paul Haley II,279.6,267813,958
185,0,22371,Aaron Baddeley,278.4,228881,822
186,0,40058,Zac Blair,278.1,243063,874
187,0,46435,Austin Cook,278.0,215744,776
188,0,31202,William McGirt,277.5,143749,518
189,0,19803,Ryan Armour,277.4,257398,928
189,0,30927,Brendon Todd,277.4,335098,1208
191,0,34256,Andrew Putnam,277.1,344651,1244
192,0,34409,David Lingmerth,273.8,223676,817
193,0,31560,Brian Stuard,270.3,188678,698
