RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
74,0,01685,J.L. Lewis,21.25,258,1214,+2.36
75,0,01677,Tom Lehman,21.31,205,962,+1.66
76,0,19824,Craig Barlow,21.44,271,1264,+2.07
77,0,08337,Mike Heinen,21.45,248,1156,+0.77
78,0,21878,Mark Wilson,21.46,227,1058,+1.81
79,0,21805,Harrison Frazar,21.54,249,1156,+0.88
80,0,25692,Akio Sadakata,21.68,230,1061,+2.30
81,0,12510,Chad Campbell,21.72,260,1197,+1.00
82,0,01948,Tim Petrovic,21.75,281,1292,+1.10
83,0,01175,Jim Carter,21.85,271,1240,+1.81
84,0,08123,Jeff Brehaut,21.91,307,1401,+1.04
85,0,10201,Matt Gogel,21.96,206,938,+1.70
86,0,20498,Briny Baird,21.99,322,1464,+0.71
86,0,19825,Darren Clarke,21.99,117,532,+0.68
88,0,23353,J.J. Henry,22.02,294,1335,+1.36
89,0,12602,Dean Wilson,22.06,225,1020,+1.47
90,0,08633,Per-Ulrik Johansson,22.15,278,1255,+2.23
91,0,24925,Jonathan Byrd,22.17,270,1218,+1.52
92,0,06573,Brandt Jobe,22.22,226,1017,+0.44
93,0,07223,Brian Bateman,22.45,194,864,+1.13
93,0,19846,Brian Gay,22.45,279,1243,+1.76
93,0,23177,Kenneth Staton,22.45,172,766,+1.28
96,0,23621,Rory Sabbatini,22.50,248,1102,+0.77
97,0,01666,Bernhard Langer,22.51,163,724,+1.60
98,0,01161,Mark Calcavecchia,22.53,221,981,+0.77
98,0,20628,Arron Oberholser,22.53,242,1074,+0.99
100,0,01320,Bob Estes,22.57,237,1050,+1.65
101,0,01307,Joel Edwards,22.61,189,836,+1.90
102,0,01388,Robert Gamez,22.74,332,1460,+1.60
103,0,12388,Michael Clark II,22.82,162,710,+1.42
104,0,08375,Paul Stankowski,22.95,202,880,+2.03
105,0,01361,Dan Forsman,22.97,288,1254,+0.49
106,0,23034,Brent Schwarzrock,23.02,177,769,+1.81
107,0,22621,Ben Curtis,23.15,194,838,+2.11
108,0,26489,Cameron Yancey,23.17,165,712,+1.64
109,0,01457,Jay Haas,23.18,233,1005,+1.55
110,0,20940,Kenichi Kuboya,23.20,271,1168,+1.73
111,0,02206,David Toms,23.29,218,936,+1.01
112,0,06034,Marco Dawson,23.30,244,1047,+1.07
113,0,07101,Dave Stockton Jr.,23.31,234,1004,+2.09
114,0,12782,Tim Herron,23.34,295,1264,+1.83
115,0,01706,Davis Love III,23.37,208,890,+0.67
116,0,06515,Shaun Micheel,23.40,293,1252,+1.57
117,0,12660,Jesper Parnevik,23.41,284,1213,+1.34
118,0,10213,Dicky Pride,23.48,209,890,+0.91
119,0,01378,David Frost,23.57,247,1048,+1.34
120,0,01968,Nick Price,23.58,166,704,+1.75
121,0,01035,Tommy Armour III,23.61,187,792,+1.44
121,0,20127,Chris Riley,23.61,254,1076,+0.67
123,0,20573,Scott Laycock,23.63,215,910,+1.40
124,0,06004,Stephen Ames,23.64,279,1180,+0.79
125,0,20121,Todd Fischer,23.70,300,1266,+1.83
126,0,01577,Lee Janzen,23.79,212,891,+1.23
127,0,23614,Rich Beem,23.90,211,883,+1.52
127,0,01761,Len Mattiace,23.90,251,1050,+1.27
129,0,06581,David Sutherland,23.94,226,944,+0.88
130,0,24361,Pat Perez,24.01,280,1166,+1.54
131,0,20094,Jonathan Kaye,24.40,255,1045,+1.61
132,0,20566,Kaname Yokoo,24.56,168,684,+2.74
133,0,07867,Woody Austin,24.61,312,1268,+0.32
134,0,20574,Mathew Goggin,24.63,265,1076,+1.32
135,0,10885,Robert Allenby,24.67,221,896,+1.86
135,0,12662,Thomas Levet,24.67,258,1046,+1.47
137,0,01941,Tom Pernice Jr.,24.69,323,1308,+0.93
138,0,02223,Bob Tway,24.71,273,1105,+1.21
139,0,06595,Kevin Sutherland,24.72,267,1080,+0.97
140,0,10565,Ian Leggatt,24.77,215,868,+1.44
141,0,20568,Anthony Painter,24.82,277,1116,+1.84
142,0,20157,Retief Goosen,24.86,174,700,+0.23
143,0,22892,Jason Gore,24.89,273,1097,+1.36
144,0,25345,Carl Pettersson,24.90,261,1048,+1.76
145,0,21209,Sergio Garcia,24.91,144,578,+1.11
146,0,23541,Ben Crane,24.96,292,1170,+1.30
147,0,22548,Patrick Sheehan,25.04,328,1310,+0.91
148,0,10423,Mike Weir,25.10,195,777,+0.51
149,0,01226,Fred Couples,25.15,172,684,+1.05
150,0,01707,Steve Lowery,25.16,241,958,+0.87
151,0,10912,Craig Perks,25.22,258,1023,+1.16
152,0,07457,Steve Flesch,25.32,338,1335,+1.42
153,0,20098,Stuart Appleby,25.35,252,994,+0.75
154,0,24356,Jason Buha,25.39,195,768,+0.82
155,0,06617,Brian Henninger,25.43,177,696,+1.02
156,0,21961,Charles Howell III,25.46,345,1355,+0.41
157,0,01042,Paul Azinger,25.51,238,933,+1.85
158,0,08793,Tiger Woods,25.55,186,728,+0.11
159,0,10107,Deane Pappas,25.68,247,962,+0.49
160,0,25450,Ty Tryon,25.71,162,630,+1.54
161,0,20634,Peter Lonard,25.75,273,1060,+1.25
162,0,01024,Billy Andrade,25.79,319,1237,+1.10
162,0,20593,Greg Chalmers,25.79,334,1295,+1.44
164,0,06522,Ernie Els,25.81,159,616,+0.31
164,0,26950,John Morgan,25.81,270,1046,+1.26
166,0,06332,Neal Lancaster,25.90,368,1421,+0.43
167,0,20229,Stewart Cink,26.02,319,1226,+0.41
168,0,24357,K.J. Choi,26.25,326,1242,+1.78
168,0,06567,Vijay Singh,26.25,305,1162,-0.16
170,0,12755,Vance Veazey,26.44,229,866,+1.62
171,0,23656,Jason Caron,26.45,247,934,+1.58
172,0,10585,Scott McCarron,26.48,233,880,+0.47
173,0,22046,Geoff Ogilvy,26.50,273,1030,+0.62
174,0,25031,Andy Miller,26.57,263,990,+2.02
175,0,01723,Andrew Magee,26.58,307,1155,+0.81
176,0,11011,Mike Sposa,26.76,243,908,+0.78
177,0,20663,Brenden Pappas,26.78,365,1363,E
178,0,12645,Brent Geiberger,26.93,192,713,+0.99
179,0,21806,Paul Gow,27.39,218,796,+0.46
180,0,01329,Brad Faxon,27.57,300,1088,+1.27
181,0,22371,Aaron Baddeley,28.05,246,877,+0.65
182,0,07749,Brett Quigley,28.33,319,1126,+1.10
183,0,12823,Carlos Franco,28.71,364,1268,+0.66
184,0,12661,Todd Barranger,28.86,282,977,+1.24
185,0,21633,Steve Allan,29.20,191,654,+1.52
186,0,01810,Phil Mickelson,30.93,249,805,+0.40
187,0,24502,Adam Scott,31.09,148,476,+2.23
188,0,23552,Hank Kuehne,31.20,287,920,-0.31
189,0,01249,John Daly,31.40,206,656,+1.36
190,0,06527,Steve Stricker,34.31,268,781,+1.08
