RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOTAL 10TH TEE LATE RNDS.
157,0,24140,Sean O'Hair,72.25,867,12
158,0,23788,D.J. Trahan,72.29,506,7
159,0,28310,Lee Williams,72.30,723,10
160,0,20443,Jin Park,72.33,868,12
160,0,25562,Andres Romero,72.33,651,9
162,0,30711,Colt Knost,72.35,1230,17
163,0,30750,Tommy Gainey,72.42,1376,19
164,0,37273,Derek Ernst,72.50,1160,16
164,0,01810,Phil Mickelson,72.50,145,2
166,0,01116,Michael Bradley,72.53,1233,17
167,0,27095,Nick Watney,72.55,798,11
168,0,33869,Eric Meierdierks,72.58,871,12
169,0,27936,Martin Laird,72.61,1307,18
170,0,32698,Bobby Gates,72.67,654,9
171,0,30852,Ryo Ishikawa,72.73,1091,15
172,0,24227,Justin Bolli,72.75,873,12
173,0,22046,Geoff Ogilvy,72.83,874,12
174,0,12782,Tim Herron,73.00,657,9
174,0,23108,Matt Kuchar,73.00,73,1
176,0,25444,Justin Hicks,73.13,585,8
177,0,32334,Charlie Beljan,73.28,1319,18
178,0,29425,Andrew Svoboda,73.33,440,6
