RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (INCHES),ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
39,0,27770,Camilo Villegas,43' 1",143249,277,11937.417,+32.00
43,0,45526,Abraham Ancer,43' 4",106514,205,8876.167,+32.00
43,0,28775,Nate Lashley,43' 4",114864,221,9572.000,+27.00
45,0,34255,Joseph Bramlett,43' 5",121375,233,10114.583,+8.00
45,0,46550,Brandon Hagy,43' 5",136594,262,11382.833,+8.00
45,0,29221,Webb Simpson,43' 5",101556,195,8463.000,+16.00
48,0,47504,Sam Burns,43' 7",129079,247,10756.583,-2.00
48,0,34360,Patrick Reed,43' 7",114490,219,9540.833,+20.00
48,0,35617,Martin Trainer,43' 7",110356,211,9196.333,+37.00
51,0,27942,Rob Oppenheim,43' 8",93323,178,7776.917,+21.00
52,0,23621,Rory Sabbatini,43' 9",123448,235,10287.333,+22.00
53,0,51766,Wyndham Clark,43' 10",170807,325,14233.917,+13.00
53,0,37275,Sam Ryder,43' 10",122506,233,10208.833,+13.00
55,0,39977,Max Homa,43' 11",122798,233,10233.167,+40.00
55,0,48119,Ben Taylor,43' 11",72247,137,6020.583,+16.00
55,0,23788,D.J. Trahan,43' 11",95380,181,7948.333,+9.00
55,0,51894,Vince Whaley,43' 11",124312,236,10359.333,+18.00
59,0,56762,Will Gordon,44' 0",139839,265,11653.250,+30.00
59,0,34431,Robert Streb,44' 0",131981,250,10998.417,+17.00
61,0,27064,Jhonattan Vegas,44' 1",126935,240,10577.917,+6.00
62,0,29725,Tony Finau,44' 2",140854,266,11737.833,+13.00
62,0,29908,C.T. Pan,44' 2",125196,236,10433.000,+21.00
64,0,45157,Cam Davis,44' 3",188548,355,15712.333,+22.00
64,0,27095,Nick Watney,44' 3",91922,173,7660.167,+12.00
66,0,33410,Andrew Landry,44' 4",104731,197,8727.583,+28.00
66,0,23320,Ryan Palmer,44' 4",121908,229,10159.000,+6.00
68,0,25364,Paul Casey,44' 5",85799,161,7149.917,+8.00
68,0,25686,Jason Dufner,44' 5",118315,222,9859.583,+31.00
68,0,29974,Branden Grace,44' 5",135404,254,11283.667,+11.00
71,0,46402,Talor Gooch,44' 6",154809,290,12900.750,+19.00
71,0,34563,Chesson Hadley,44' 6",115414,216,9617.833,+15.00
73,0,27129,Luke List,44' 7",152945,286,12745.417,+17.00
73,0,01810,Phil Mickelson,44' 7",140576,263,11714.667,+21.00
73,0,26331,Charl Schwartzel,44' 7",150833,282,12569.417,+16.00
73,0,49960,Sepp Straka,44' 7",167873,314,13989.417,+54.00
73,0,56278,Matthew Wolff,44' 7",110720,207,9226.667,+18.00
78,0,33597,Harry Higgs,44' 8",153305,286,12775.417,+15.00
78,0,33122,Russell Knox,44' 8",126581,236,10548.417,+49.00
80,0,32448,James Hahn,44' 9",96707,180,8058.917,+15.00
80,0,34256,Andrew Putnam,44' 9",139056,259,11588.000,+20.00
80,0,34046,Jordan Spieth,44' 9",163818,305,13651.500,+16.00
83,0,40026,Daniel Berger,44' 10",116654,217,9721.167,-1.00
84,0,32757,Patton Kizzire,44' 11",173110,321,14425.833,+9.00
85,0,27936,Martin Laird,45' 0",102691,190,8557.583,+27.00
85,0,33204,Shane Lowry,45' 0",108047,200,9003.917,+22.00
85,0,33486,Roger Sloan,45' 0",116671,216,9722.583,+10.00
88,0,19803,Ryan Armour,45' 1",81621,151,6801.750,+23.00
88,0,32070,Rafael Campos,45' 1",87116,161,7259.667,+14.00
88,0,24357,K.J. Choi,45' 1",68673,127,5722.750,+33.00
88,0,39997,Corey Conners,45' 1",117880,218,9823.333,+21.00
88,0,37455,Si Woo Kim,45' 1",156373,289,13031.083,+6.00
88,0,46046,Scottie Scheffler,45' 1",145024,268,12085.333,+19.00
94,0,33120,Mark Anderson,45' 2",62377,115,5198.083,+11.00
94,0,33404,Chris Baker,45' 2",68335,126,5694.583,+15.00
94,0,40006,Erik van Rooyen,45' 2",122523,226,10210.250,+35.00
94,0,47483,Will Zalatoris,45' 2",140284,259,11690.333,+17.00
98,0,23983,Luke Donald,45' 3",82481,152,6873.417,+24.00
98,0,35104,Tom Lewis,45' 3",140165,258,11680.417,+38.00
100,0,45486,Joaquin Niemann,45' 4",177964,327,14830.333,+18.00
101,0,47959,Bryson DeChambeau,45' 5",152077,279,12673.083,+12.00
101,0,29970,Dylan Frittelli,45' 5",132330,243,11027.500,+40.00
101,0,48081,Xander Schauffele,45' 5",110647,203,9220.583,+5.00
101,0,31560,Brian Stuard,45' 5",119939,220,9994.917,+12.00
101,0,25493,Nick Taylor,45' 5",147223,270,12268.583,+39.00
101,0,33419,Cameron Tringale,45' 5",158537,291,13211.417,+10.00
107,0,36699,Patrick Rodgers,45' 6",179564,329,14963.667,+28.00
108,0,33141,Keegan Bradley,45' 7",121419,222,10118.250,+21.00
108,0,40042,Tyler McCumber,45' 7",119744,219,9978.667,+28.00
108,0,32640,Troy Merritt,45' 7",146064,267,12172.000,+46.00
108,0,27214,Kevin Streelman,45' 7",131923,241,10993.583,+32.00
112,0,46442,Maverick McNealy,45' 8",115539,211,9628.250,+25.00
112,0,24361,Pat Perez,45' 8",130860,239,10905.000,+27.00
112,0,25818,Scott Piercy,45' 8",130920,239,10910.000,+18.00
112,0,46441,Robby Shelton,45' 8",144663,264,12055.250,+45.00
112,0,39324,J.J. Spaun,45' 8",84871,155,7072.583,+8.00
117,0,35310,Lanto Griffin,45' 9",161500,294,13458.333,+42.00
117,0,35532,Tom Hoge,45' 9",160824,293,13402.000,+44.00
119,0,32102,Rickie Fowler,45' 10",111067,202,9255.583,+18.00
119,0,36871,Matthew NeSmith,45' 10",132500,241,11041.667,+24.00
121,0,26499,Rafa Cabrera Bello,45' 11",95941,174,7995.083,+26.00
121,0,26329,Louis Oosthuizen,45' 11",100357,182,8363.083,+8.00
121,0,48887,Matt Wallace,45' 11",72745,132,6062.083,+27.00
124,0,29479,Scott Brown,46' 0",124805,226,10400.417,+25.00
124,0,21209,Sergio Garcia,46' 0",128088,232,10674.000,+15.00
124,0,27554,Scott Harrington,46' 0",125247,227,10437.250,+27.00
127,0,32791,K.H. Lee,46' 1",172456,312,14371.333,+12.00
127,0,31323,Gary Woodland,46' 1",117201,212,9766.750,+31.00
129,0,32618,Rhein Gibson,46' 2",79273,143,6606.083,+10.00
129,0,29478,Kevin Kisner,46' 2",106425,192,8868.750,+24.00
129,0,37189,Harold Varner III,46' 2",146249,264,12187.417,+24.00
132,0,25900,Lucas Glover,46' 3",136565,246,11380.417,+24.00
132,0,50525,Collin Morikawa,46' 3",90983,164,7581.917,+22.00
132,0,32254,Xinjun Zhang,46' 3",104885,189,8740.417,+29.00
135,0,32839,Hideki Matsuyama,46' 4",155812,280,12984.333,+30.00
136,0,27644,Brian Harman,46' 5",130931,235,10910.917,+28.00
136,0,39546,Keith Mitchell,46' 5",144376,259,12031.333,+21.00
138,0,40098,Matt Fitzpatrick,46' 6",79819,143,6651.583,+3.00
138,0,31557,Jim Herman,46' 6",105505,189,8792.083,+38.00
140,0,39971,Sungjae Im,46' 7",179435,321,14952.917,+20.00
140,0,25632,Jimmy Walker,46' 7",175485,314,14623.750,+56.00
140,0,25804,Bubba Watson,46' 7",122475,219,10206.250,+15.00
140,0,32139,Danny Willett,46' 7",55873,100,4656.083,+15.00
144,0,24502,Adam Scott,46' 8",132103,236,11008.583,+52.00
145,0,28679,Fabián Gómez,46' 9",74107,132,6175.583,+22.00
145,0,47993,Denny McCarthy,46' 9",141944,253,11828.667,+26.00
145,0,22405,Justin Rose,46' 9",84651,151,7054.250,+32.00
148,0,35449,Adam Long,46' 10",108947,194,9078.917,+40.00
148,0,49771,J.T. Poston,46' 10",165246,294,13770.500,+32.00
150,0,24024,Zach Johnson,46' 11",144085,256,12007.083,+18.00
151,0,34314,Sebastian Cappelen,47' 0",94178,167,7848.167,+28.00
152,0,19846,Brian Gay,47' 1",119273,211,9939.417,+30.00
152,0,28237,Rory McIlroy,47' 1",133443,236,11120.250,+20.00
152,0,33448,Justin Thomas,47' 1",141157,250,11763.083,-1.00
155,0,34174,John Huh,47' 2",87096,154,7258.000,+26.00
155,0,29926,Danny Lee,47' 2",105198,186,8766.500,+17.00
155,0,29518,Brendan Steele,47' 2",112606,199,9383.833,+19.00
158,0,46970,Jon Rahm,47' 3",108295,191,9024.583,+13.00
159,0,34363,Tyrrell Hatton,47' 4",76119,134,6343.250,+17.00
159,0,35658,Kris Ventura,47' 4",117609,207,9800.750,+30.00
161,0,52372,Cameron Champ,47' 5",123417,217,10284.750,+39.00
162,0,49298,Kramer Hickok,47' 6",86624,152,7218.667,+18.00
162,0,48822,Sebastián Muñoz,47' 6",164269,288,13689.083,+14.00
162,0,34264,Hudson Swafford,47' 6",119799,210,9983.250,+39.00
162,0,32150,Michael Thompson,47' 6",105954,186,8829.500,+16.00
166,0,24138,Ian Poulter,47' 8",95541,167,7961.750,+24.00
167,0,23108,Matt Kuchar,47' 9",98032,171,8169.333,+13.00
168,0,29535,Brice Garnett,47' 10",109089,190,9090.750,+31.00
168,0,24924,Bill Haas,47' 10",63160,110,5263.333,+3.00
168,0,46717,Viktor Hovland,47' 10",127892,223,10657.667,+11.00
168,0,30944,Jason Kokrak,47' 10",146274,255,12189.500,+32.00
172,0,52375,Doug Ghim,48' 0",105457,183,8788.083,+27.00
173,0,27974,Sung Kang,48' 1",178434,309,14869.500,+45.00
174,0,45609,Tyler Duncan,48' 2",135135,234,11261.250,+39.00
174,0,32662,Michael Gligic,48' 2",129440,224,10786.667,+26.00
176,0,21961,Charles Howell III,48' 3",114107,197,9508.917,+20.00
176,0,32816,Satoshi Kodaira,48' 3",95478,165,7956.500,+25.00
178,0,34099,Harris English,48' 6",133377,229,11114.750,+13.00
179,0,30163,Henrik Norlander,48' 7",127745,219,10645.417,+33.00
180,0,35506,Mackenzie Hughes,48' 11",172680,294,14390.000,+34.00
181,0,39975,Michael Kim,49' 0",155900,265,12991.667,+35.00
182,0,27349,Alex Noren,49' 1",158958,270,13246.500,+35.00
183,0,47128,Richy Werenski,49' 2",167508,284,13959.000,+58.00
184,0,24140,Sean O'Hair,49' 4",95389,161,7949.083,+15.00
185,0,25396,Kevin Na,49' 6",143267,241,11938.917,+23.00
185,0,35891,Cameron Smith,49' 6",127691,215,10640.917,+13.00
187,0,33399,Adam Hadwin,49' 7",140366,236,11697.167,+41.00
188,0,36801,Mark Hubbard,49' 8",150141,252,12511.750,+54.00
188,0,30927,Brendon Todd,49' 8",100171,168,8347.583,+28.00
190,0,53165,Doc Redman,50' 1",118395,197,9866.250,+35.00
191,0,49964,Aaron Wise,50' 6",140705,232,11725.417,+21.00
192,0,30911,Tommy Fleetwood,50' 10",102439,168,8536.583,+26.00
193,0,29420,Billy Horschel,51' 1",132958,217,11079.833,+42.00
194,0,28089,Jason Day,51' 2",114141,186,9511.750,+13.00
195,0,26851,Marc Leishman,51' 5",122717,199,10226.417,+19.00
196,0,20396,Lee Westwood,53' 7",101537,158,8461.417,+31.00
