RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOT. EARLY RDS.(1ST TEE)
45,0,32333,Kevin Tway,69.64,2507,36
46,0,32102,Rickie Fowler,69.67,1254,18
47,0,28775,Nate Lashley,69.68,2369,34
48,0,39335,Kevin Roy,69.71,1464,21
49,0,47504,Sam Burns,69.72,2022,29
50,0,34255,Joseph Bramlett,69.73,2092,30
51,0,30926,Chris Kirk,69.74,1883,27
52,0,54591,Ben Griffin,69.76,2302,33
52,0,25493,Nick Taylor,69.76,2302,33
54,0,40098,Matt Fitzpatrick,69.78,1256,18
54,0,45242,Kevin Yu,69.78,1605,23
56,0,34563,Chesson Hadley,69.79,1675,24
56,0,47993,Denny McCarthy,69.79,1954,28
58,0,46340,Alex Smalley,69.80,2443,35
59,0,33204,Shane Lowry,69.81,1466,21
59,0,29289,S.Y. Noh,69.81,1466,21
61,0,33448,Justin Thomas,69.83,1257,18
62,0,37455,Si Woo Kim,69.85,2724,39
62,0,36871,Matt NeSmith,69.85,1886,27
64,0,54421,Garrick Higgo,69.86,2934,42
65,0,40058,Zac Blair,69.87,1607,23
66,0,30911,Tommy Fleetwood,69.88,1188,17
67,0,36699,Patrick Rodgers,69.91,2307,33
67,0,58168,Davis Thompson,69.91,1608,23
69,0,52453,Nicolai Hojgaard,69.92,909,13
70,0,48117,Kurt Kitayama,69.95,1329,19
70,0,24502,Adam Scott,69.95,1329,19
72,0,33948,Byeong Hun An,69.96,1889,27
72,0,57362,Austin Eckroat,69.96,1749,25
72,0,26596,Ryan Moore,69.96,1679,24
72,0,48699,Callum Tarren,69.96,1679,24
76,0,39546,Keith Mitchell,69.97,2239,32
77,0,35449,Adam Long,70.03,2591,37
78,0,45522,Christiaan Bezuidenhout,70.04,1821,26
78,0,12716,Charley Hoffman,70.04,1611,23
78,0,53165,Doc Redman,70.04,1681,24
81,0,56762,Will Gordon,70.06,2522,36
81,0,50188,S.H. Kim,70.06,2312,33
83,0,25900,Lucas Glover,70.07,2102,30
83,0,35506,Mackenzie Hughes,70.07,1962,28
85,0,45609,Tyler Duncan,70.08,2663,38
85,0,39058,Lucas Herbert,70.08,1682,24
87,0,51634,Sahith Theegala,70.09,2243,32
88,0,37338,Zecheng Dou,70.10,2033,29
89,0,46441,Robby Shelton,70.11,1963,28
90,0,47983,Chad Ramey,70.13,2665,38
91,0,52375,Doug Ghim,70.14,2595,37
92,0,29725,Tony Finau,70.16,1754,25
93,0,27644,Brian Harman,70.17,1614,23
94,0,49960,Sepp Straka,70.18,2386,34
95,0,24925,Jonathan Byrd,70.19,1123,16
95,0,50095,Austin Smotherman,70.19,2246,32
95,0,52374,Brandon Wu,70.19,2527,36
98,0,39977,Max Homa,70.20,1053,15
98,0,40162,Justin Lower,70.20,2457,35
98,0,25818,Scott Piercy,70.20,2878,41
101,0,55708,Hayden Buckley,70.21,2317,33
102,0,32816,Satoshi Kodaira,70.22,1615,23
102,0,49771,J.T. Poston,70.22,2247,32
104,0,36801,Mark Hubbard,70.24,2599,37
104,0,39975,Michael Kim,70.24,1756,25
104,0,48867,Matti Schmid,70.24,1194,17
107,0,28237,Rory McIlroy,70.25,562,8
108,0,27963,Chris Stroud,70.26,1616,23
109,0,31577,Tano Goya,70.27,1546,22
109,0,54628,Lee Hodges,70.27,2881,41
111,0,29221,Webb Simpson,70.28,1265,18
112,0,39067,MJ Daffue,70.29,2952,42
113,0,32640,Troy Merritt,70.31,2039,29
114,0,33597,Harry Higgs,70.33,1266,18
114,0,40006,Erik van Rooyen,70.33,2110,30
116,0,33413,Ben Martin,70.38,2393,34
116,0,23320,Ryan Palmer,70.38,2041,29
118,0,50493,Justin Suh,70.40,2464,35
119,0,34099,Harris English,70.42,2535,36
120,0,27554,Scott Harrington,70.45,1409,20
121,0,27129,Luke List,70.50,2961,42
122,0,32366,Kevin Chappell,70.53,1340,19
123,0,31560,Brian Stuard,70.54,1975,28
123,0,35617,Martin Trainer,70.54,1834,26
125,0,27349,Alex Noren,70.56,1905,27
126,0,28420,Ryan Brehm,70.58,2329,33
126,0,30692,Scott Stallings,70.58,2541,36
128,0,46435,Austin Cook,70.59,1906,27
129,0,45157,Cam Davis,70.60,1412,20
129,0,33122,Russell Knox,70.60,3318,47
131,0,35879,Kelly Kraft,70.62,1836,26
131,0,22056,Cameron Percy,70.62,1483,21
133,0,32448,James Hahn,70.64,2543,36
133,0,35532,Tom Hoge,70.64,2331,33
135,0,24140,Sean O'Hair,70.65,1201,17
136,0,55454,Carl Yuan,70.67,1696,24
137,0,47079,Harrison Endycott,70.70,2121,30
138,0,46601,Trey Mullinax,70.71,1980,28
138,0,40250,Taylor Pendrith,70.71,1697,24
140,0,31323,Gary Woodland,70.72,1768,25
141,0,30163,Henrik Norlander,70.73,2122,30
142,0,36724,Augusto Núñez,70.74,1627,23
143,0,49298,Kramer Hickok,70.75,2547,36
143,0,46442,Maverick McNealy,70.75,849,12
145,0,48084,Wesley Bryan,70.77,920,13
145,0,52513,Carson Young,70.77,2194,31
147,0,51349,Nico Echavarria,70.78,1274,18
148,0,20229,Stewart Cink,70.79,1982,28
148,0,31646,Emiliano Grillo,70.79,2973,42
148,0,29420,Billy Horschel,70.79,991,14
151,0,48119,Ben Taylor,70.84,2621,37
152,0,33399,Adam Hadwin,70.86,1984,28
152,0,32757,Patton Kizzire,70.86,2055,29
154,0,34076,Joel Dahmen,70.87,2126,30
155,0,19803,Ryan Armour,70.89,1985,28
155,0,28252,Seamus Power,70.89,1985,28
157,0,27936,Martin Laird,70.91,2482,35
157,0,34610,Matthias Schwab,70.91,2269,32
159,0,47995,Davis Riley,70.96,1845,26
159,0,48887,Matt Wallace,70.96,1845,26
161,0,35901,Paul Haley II,70.97,2271,32
162,0,27214,Kevin Streelman,71.00,1775,25
163,0,49947,Taylor Moore,71.03,2770,39
164,0,49766,Hank Lebioda,71.05,1350,19
164,0,32139,Danny Willett,71.05,1421,20
166,0,26476,Chez Reavie,71.07,3269,46
166,0,34431,Robert Streb,71.07,2061,29
168,0,31202,William McGirt,71.14,1494,21
169,0,51414,Brent Grant,71.15,1423,20
170,0,25686,Jason Dufner,71.17,2491,35
171,0,47128,Richy Werenski,71.18,3132,44
172,0,33408,Tyson Alexander,71.19,1922,27
173,0,34466,Peter Malnati,71.20,1780,25
174,0,32662,Michael Gligic,71.21,1994,28
175,0,25632,Jimmy Walker,71.22,2279,32
176,0,24024,Zach Johnson,71.24,1496,21
177,0,55893,Sam Stevens,71.28,2067,29
178,0,27974,Sung Kang,71.29,998,14
179,0,33410,Andrew Landry,71.30,2852,40
180,0,58967,Trevor Werbylo,71.34,2069,29
181,0,35310,Lanto Griffin,71.36,1784,25
182,0,49453,Trevor Cone,71.40,2142,30
183,0,34409,David Lingmerth,71.42,1857,26
184,0,52372,Cameron Champ,71.43,1643,23
185,0,52411,Kyle Westmoreland,71.44,1929,27
186,0,29908,C.T. Pan,71.47,1215,17
187,0,29535,Brice Garnett,71.62,1504,21
188,0,59018,Ryan Gerard,71.64,1003,14
189,0,51950,Max McGreevy,71.76,1794,25
190,0,31557,Jim Herman,71.80,2513,35
191,0,51491,Brandon Matthews,71.84,1365,19
192,0,29970,Dylan Frittelli,72.39,2389,33
193,0,27095,Nick Watney,72.61,2033,28
