RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL HIT,TOTAL ATTEMPTS,RTP SCORE
90,0,37455,Si Woo Kim,72.48%,1122,1548,-342.00
91,0,54421,Garrick Higgo,72.47%,1174,1620,-391.00
92,0,39975,Michael Kim,72.46%,900,1242,-260.00
93,0,32333,Kevin Tway,72.45%,1044,1441,-302.00
94,0,39977,Max Homa,72.44%,1004,1386,-367.00
95,0,24140,Sean O'Hair,72.40%,404,558,-103.00
96,0,55708,Hayden Buckley,72.39%,847,1170,-234.00
97,0,27554,Scott Harrington,72.32%,742,1026,-228.00
98,0,37338,Zecheng Dou,72.22%,988,1368,-298.00
98,0,22405,Justin Rose,72.22%,702,972,-218.00
100,0,31646,Emiliano Grillo,72.10%,1142,1584,-335.00
101,0,34363,Tyrrell Hatton,72.05%,856,1188,-295.00
102,0,47993,Denny McCarthy,71.97%,1140,1584,-339.00
103,0,27214,Kevin Streelman,71.96%,1101,1530,-291.00
103,0,52374,Brandon Wu,71.96%,1101,1530,-335.00
105,0,55893,Sam Stevens,71.95%,1075,1494,-322.00
106,0,40162,Justin Lower,71.94%,1036,1440,-312.00
107,0,49298,Kramer Hickok,71.87%,1009,1404,-245.00
108,0,31557,Jim Herman,71.86%,802,1116,-181.00
109,0,39546,Keith Mitchell,71.85%,957,1332,-283.00
110,0,55454,Carl Yuan,71.74%,891,1242,-285.00
111,0,36326,David Lipsky,71.67%,1045,1458,-300.00
111,0,50095,Austin Smotherman,71.67%,1045,1458,-324.00
113,0,52411,Kyle Westmoreland,71.65%,748,1044,-199.00
114,0,19803,Ryan Armour,71.64%,864,1206,-219.00
114,0,30926,Chris Kirk,71.64%,980,1368,-304.00
116,0,30692,Scott Stallings,71.56%,863,1206,-239.00
117,0,34076,Joel Dahmen,71.46%,939,1314,-249.00
117,0,33413,Ben Martin,71.46%,1029,1440,-303.00
119,0,54591,Ben Griffin,71.42%,1157,1620,-368.00
119,0,34431,Robert Streb,71.42%,797,1116,-206.00
121,0,27349,Alex Noren,71.39%,938,1314,-281.00
122,0,35310,Lanto Griffin,71.36%,578,810,-157.00
123,0,35461,Beau Hossler,71.34%,1130,1584,-361.00
124,0,31202,William McGirt,71.17%,474,666,-147.00
125,0,54628,Lee Hodges,71.16%,1140,1602,-318.00
126,0,35617,Martin Trainer,71.05%,486,684,-144.00
127,0,32640,Troy Merritt,70.95%,894,1260,-242.00
128,0,40058,Zac Blair,70.90%,804,1134,-238.00
128,0,49766,Hank Lebioda,70.90%,536,756,-124.00
130,0,36699,Patrick Rodgers,70.77%,1070,1512,-315.00
131,0,49947,Taylor Moore,70.71%,1031,1458,-317.00
132,0,40098,Matt Fitzpatrick,70.63%,801,1134,-256.00
132,0,33204,Shane Lowry,70.63%,712,1008,-214.00
134,0,48084,Wesley Bryan,70.61%,394,558,-116.00
134,0,30927,Brendon Todd,70.61%,1093,1548,-341.00
136,0,50493,Justin Suh,70.56%,1232,1746,-390.00
137,0,32757,Patton Kizzire,70.55%,1054,1494,-336.00
138,0,47995,Davis Riley,70.54%,965,1368,-298.00
139,0,34046,Jordan Spieth,70.52%,787,1116,-247.00
139,0,25493,Nick Taylor,70.52%,952,1350,-300.00
141,0,47079,Harrison Endycott,70.51%,863,1224,-244.00
141,0,28252,Seamus Power,70.51%,825,1170,-244.00
143,0,46601,Trey Mullinax,70.43%,848,1204,-248.00
144,0,33948,Byeong Hun An,70.41%,1128,1602,-366.00
145,0,28420,Ryan Brehm,70.40%,849,1206,-253.00
146,0,47591,Eric Cole,70.34%,1380,1962,-503.00
147,0,29289,S.Y. Noh,70.29%,582,828,-167.00
148,0,30911,Tommy Fleetwood,70.25%,784,1116,-265.00
149,0,51491,Brandon Matthews,70.24%,531,756,-138.00
150,0,29420,Billy Horschel,70.23%,670,954,-202.00
151,0,48117,Kurt Kitayama,70.20%,695,990,-211.00
151,0,37275,Sam Ryder,70.20%,1112,1584,-371.00
153,0,59018,Ryan Gerard,70.07%,618,882,-200.00
153,0,48119,Ben Taylor,70.07%,1072,1530,-316.00
155,0,45522,Christiaan Bezuidenhout,69.90%,994,1422,-298.00
156,0,35506,Mackenzie Hughes,69.80%,892,1278,-272.00
157,0,50188,S.H. Kim,69.76%,1218,1746,-396.00
158,0,33653,Thomas Detry,69.73%,841,1206,-266.00
159,0,34099,Harris English,69.72%,1029,1476,-304.00
160,0,35879,Kelly Kraft,69.63%,915,1314,-271.00
161,0,20229,Stewart Cink,69.61%,827,1188,-247.00
162,0,24024,Zach Johnson,69.54%,701,1008,-167.00
162,0,46441,Robby Shelton,69.54%,1039,1494,-309.00
164,0,51634,Sahith Theegala,69.44%,1075,1548,-368.00
165,0,47504,Sam Burns,69.41%,912,1314,-314.00
166,0,22371,Aaron Baddeley,69.40%,737,1062,-222.00
166,0,48887,Matt Wallace,69.40%,837,1206,-246.00
168,0,32662,Michael Gligic,69.34%,649,936,-181.00
169,0,25632,Jimmy Walker,69.30%,948,1368,-271.00
170,0,24925,Jonathan Byrd,69.22%,461,666,-109.00
171,0,33408,Tyson Alexander,69.13%,871,1260,-251.00
172,0,57975,Harry Hall,68.92%,918,1332,-313.00
173,0,25818,Scott Piercy,68.89%,868,1260,-267.00
174,0,35449,Adam Long,68.54%,1061,1548,-326.00
175,0,58967,Trevor Werbylo,68.49%,715,1044,-199.00
176,0,51349,Nico Echavarria,68.48%,678,990,-178.00
177,0,29221,Webb Simpson,68.34%,652,954,-197.00
178,0,34610,Matthias Schwab,68.24%,995,1458,-263.00
179,0,27095,Nick Watney,68.18%,675,990,-171.00
180,0,33410,Andrew Landry,67.64%,767,1134,-201.00
181,0,33597,Harry Higgs,67.61%,718,1062,-214.00
182,0,34466,Peter Malnati,67.25%,920,1368,-278.00
183,0,35901,Paul Haley II,67.07%,833,1242,-202.00
184,0,46435,Austin Cook,66.77%,673,1008,-158.00
185,0,47128,Richy Werenski,66.74%,865,1296,-275.00
186,0,55789,Taylor Montgomery,66.34%,1015,1530,-383.00
187,0,32139,Danny Willett,65.72%,627,954,-167.00
188,0,51950,Max McGreevy,65.45%,754,1152,-193.00
189,0,46442,Maverick McNealy,65.38%,576,881,-178.00
190,0,39058,Lucas Herbert,64.93%,561,864,-198.00
191,0,34409,David Lingmerth,64.88%,689,1062,-176.00
192,0,31560,Brian Stuard,64.33%,579,900,-163.00
193,0,29970,Dylan Frittelli,64.09%,680,1061,-207.00
