RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,YEAR/TOURN#,ROUND,HOLE
63,0,28237,Rory McIlroy,59' 8",BMW Champ,3,4 - Par 4 -
64,0,24502,Adam Scott,59' 7",Honda Classic,2,2 - Par 4 -
65,0,01948,Tim Petrovic,59' 6",Canadian Open,1,4 - Par 4 -
66,0,32831,Aaron Goldberg,59' 4",Northern Trust,1,2 - Par 4 -
69,0,22378,Trevor Immelman,59' 0",Shell Houston,1,6 - Par 4 -
70,0,27933,John Merrick,58' 11",Shell Houston,2,4 - Par 5 -
71,0,25804,Bubba Watson,58' 8",Farmers Ins.,3,17 - Par 4
72,0,02106,Chris Smith,58' 8",Phoenix Open,3,15 - Par 5
75,0,25686,Jason Dufner,58' 0",Hyundai T of C,4,5 - Par 5 -
76,0,25345,Carl Pettersson,57' 11",Shell Houston,4,18 - Par 4
78,0,30852,Ryo Ishikawa,57' 10",Deutsche Bank,1,3 - Par 3 -
79,0,20850,Daniel Chopra,57' 7",HP Byron Nelson,1,5 - Par 3 -
81,0,27963,Chris Stroud,57' 7",The Barclays,3,1 - Par 4 -
82,0,25349,Tim Wilkinson,57' 3",Northern Trust,4,1 - Par 5 -
83,0,25198,Francesco Molinari,57' 3",THE PLAYERS,1,13 - Par 3
84,0,29926,Danny Lee,57' 0",The Barclays,2,14 - Par 4
85,0,20070,Matt Bettencourt,56' 10",Zurich Classic,1,15 - Par 4
86,0,28089,Jason Day,56' 10",The Barclays,3,3 - Par 5 -
87,0,23983,Luke Donald,56' 9",WGC-Cadillac,1,17 - Par 4
88,0,24357,K.J. Choi,56' 8",Arnold Palmer,1,7 - Par 3 -
90,0,29420,Billy Horschel,56' 7",PGA Championshi,2,12 - Par 4
91,0,29740,Brad Fritsch,56' 7",Wyndham Champ,3,14 - Par 4
92,0,20645,John Senden,56' 6",Deutsche Bank,4,11 - Par 3
93,0,34098,Russell Henley,56' 5",WGC-Bridgestone,4,16 - Par 5
94,0,34261,Scott Langley,56' 4",Frys.com Open,3,8 - Par 4 -
95,0,35732,Wes Roach,56' 4",HP Byron Nelson,2,17 - Par 3
97,0,32366,Kevin Chappell,56' 3",The McGladrey,1,12 - Par 3
101,0,27408,Martin Kaymer,55' 10",Honda Classic,2,2 - Par 4 -
102,0,23800,Bryce Molder,55' 10",Shell Houston,1,16 - Par 3
103,0,27770,Camilo Villegas,55' 8",Shell Houston,4,4 - Par 5 -
105,0,32334,Charlie Beljan,55' 8",Canadian Open,2,18 - Par 4
108,0,24781,Hunter Mahan,55' 5",WGC-Cadillac,4,18 - Par 4
114,0,20160,Charlie Wi,55' 0",THE PLAYERS,2,6 - Par 4 -
115,0,06004,Stephen Ames,54' 9",Valspar Champ,1,4 - Par 3 -
116,0,27060,John Mallinger,54' 8",Phoenix Open,4,7 - Par 3 -
119,0,30978,Kiradech Aphibarnrat,54' 5",WGC-Cadillac,1,8 - Par 5 -
120,0,25562,Andres Romero,54' 5",HP Byron Nelson,3,18 - Par 4
123,0,26300,Matt Jones,54' 2",Crowne Plaza,1,9 - Par 4 -
124,0,25191,Gonzalo Fernandez-Castaño,54' 2",Deutsche Bank,4,2 - Par 5 -
125,0,30692,Scott Stallings,54' 1",Wyndham Champ,1,16 - Par 3
126,0,11032,Frank Lickliter II,54' 0",John Deere Clas,2,18 - Par 4
127,0,31323,Gary Woodland,54' 0",TOUR Champ,3,1 - Par 4 -
128,0,26851,Marc Leishman,53' 11",Frys.com Open,2,7 - Par 3 -
129,0,24940,Edward Loar,53' 11",Zurich Classic,1,7 - Par 5 -
131,0,27330,Josh Teater,53' 9",Frys.com Open,4,13 - Par 4
136,0,33448,Justin Thomas,53' 6",Farmers Ins.,2,7 - Par 4 -
137,0,21753,Brian Davis,53' 5",RBC Heritage,1,6 - Par 4 -
138,0,30927,Brendon Todd,53' 3",Quicken Loans,2,16 - Par 5
139,0,28093,Miguel Angel Carballo,53' 2",Zurich Classic,2,3 - Par 3 -
141,0,27436,Graham DeLaet,53' 2",Canadian Open,1,11 - Par 4
143,0,07867,Woody Austin,53' 1",St. Jude,2,11 - Par 3
144,0,24361,Pat Perez,53' 0",Wells Fargo,3,17 - Par 3
145,0,26289,Boo Weekley,52' 11",HP Byron Nelson,4,9 - Par 4 -
149,0,21961,Charles Howell III,52' 10",Memorial Tourn,4,2 - Par 4 -
150,0,46507,Bobby Wyatt,52' 10",Wyndham Champ,1,18 - Par 4
152,0,24024,Zach Johnson,52' 8",The McGladrey,2,4 - Par 4 -
155,0,10860,Justin Leonard,52' 7",Memorial Tourn,2,3 - Par 4 -
157,0,27895,Jonas Blixt,52' 6",Hyundai T of C,4,8 - Par 3 -
159,0,29478,Kevin Kisner,52' 4",The McGladrey,4,10 - Par 4
160,0,22792,Peter Hanson,52' 4",HP Byron Nelson,4,16 - Par 5
163,0,34174,John Huh,52' 1",Shriners Hosp.,3,6 - Par 4 -
164,0,23108,Matt Kuchar,52' 1",Travelers Champ,1,15 - Par 4
165,0,28158,Steve Marino,52' 0",HP Byron Nelson,3,12 - Par 4
166,0,32200,Roberto Castro,52' 0",Canadian Open,3,17 - Par 3
167,0,24490,George McNeill,51' 11",The Greenbrier,1,13 - Par 4
172,0,35144,Alex Carpenter,51' 9",HP Byron Nelson,1,17 - Par 3
175,0,01381,Fred Funk,51' 7",The McGladrey,2,3 - Par 3 -
176,0,01706,Davis Love III,51' 7",The McGladrey,2,4 - Par 4 -
177,0,23621,Rory Sabbatini,51' 7",Valspar Champ,1,15 - Par 3
179,0,29974,Branden Grace,51' 6",WGC-Bridgestone,3,4 - Par 4 -
181,0,24140,Sean O'Hair,51' 4",Arnold Palmer,1,10 - Par 4
182,0,34046,Jordan Spieth,51' 4",WGC-Bridgestone,1,7 - Par 3 -
184,0,28780,Nicholas Thompson,51' 2",Zurich Classic,2,7 - Par 5 -
191,0,31560,Brian Stuard,50' 10",Wyndham Champ,2,4 - Par 4 -
194,0,32448,James Hahn,50' 8",Texas Open,3,11 - Par 4
196,0,01945,Kenny Perry,50' 7",THE PLAYERS,2,1 - Par 4 -
197,0,26951,Johnson Wagner,50' 6",Travelers Champ,2,5 - Par 3 -
203,0,20396,Lee Westwood,50' 1",Honda Classic,3,11 - Par 4
204,0,26956,Bronson La'Cassie,50' 0",AT&T Pebble,4,18 - Par 5
206,0,26596,Ryan Moore,49' 8",Phoenix Open,1,12 - Par 3
207,0,25364,Paul Casey,49' 8",Honda Classic,1,9 - Par 4 -
209,0,35617,Martin Trainer,49' 6",Sony Open,1,11 - Par 3
211,0,25240,D.A. Points,49' 5",Honda Classic,2,15 - Par 3
212,0,21878,Mark Wilson,49' 5",Valspar Champ,2,11 - Par 5
214,0,10423,Mike Weir,49' 5",The Greenbrier,1,13 - Par 4
217,0,08075,Jerry Kelly,49' 4",Crowne Plaza,4,10 - Par 4
218,0,24494,Erik Compton,49' 4",BMW Champ,1,9 - Par 4 -
220,0,31202,William McGirt,49' 3",Texas Open,4,9 - Par 4 -
222,0,20766,Padraig Harrington,49' 2",Zurich Classic,3,9 - Par 3 -
226,0,28300,Joost Luiten,48' 11",Northern Trust,2,1 - Par 5 -
227,0,25444,Justin Hicks,48' 10",Travelers Champ,1,4 - Par 4 -
233,0,28500,Martin Flores,48' 8",Wyndham Champ,2,6 - Par 4 -
234,0,33120,Mark Anderson,48' 7",AT&T Pebble,2,13 - Par 4
235,0,19972,José Coceres,48' 7",Honda Classic,1,15 - Par 3
237,0,32640,Troy Merritt,48' 7",The Greenbrier,4,2 - Par 4 -
240,0,30925,Dustin Johnson,48' 4",THE PLAYERS,3,13 - Par 3
242,0,34409,David Lingmerth,48' 3",St. Jude,3,4 - Par 3 -
244,0,27657,Nathan Smith,48' 1",Arnold Palmer,1,7 - Par 3 -
245,0,21407,Arjun Atwal,48' 0",Quicken Loans,2,11 - Par 4
246,0,28259,Sangmoon Bae,47' 11",Shell Houston,2,3 - Par 4 -
249,0,30110,Kyle Stanley,47' 10",Shriners Hosp.,2,2 - Par 4 -
253,0,25720,Chad Collins,47' 8",Travelers Champ,1,10 - Par 4
259,0,06527,Steve Stricker,47' 6",THE PLAYERS,4,6 - Par 4 -
260,0,26679,Kevin Stadler,47' 5",Travelers Champ,3,7 - Par 4 -
264,0,29425,Andrew Svoboda,47' 4",The Barclays,2,8 - Par 3 -
266,0,28092,D.H. Lee,47' 3",Zurich Classic,1,3 - Par 3 -
267,0,33141,Keegan Bradley,47' 3",Zurich Classic,2,9 - Par 3 -
271,0,33413,Ben Martin,47' 1",Memorial Tourn,3,13 - Par 4
274,0,34264,Hudson Swafford,46' 11",Sony Open,3,12 - Par 4
277,0,29221,Webb Simpson,46' 10",The McGladrey,3,10 - Par 4
279,0,37365,Brady Watt,46' 10",Quicken Loans,1,13 - Par 3
280,0,27936,Martin Laird,46' 10",Wyndham Champ,4,13 - Par 4
282,0,26329,Louis Oosthuizen,46' 9",PGA Championshi,2,14 - Par 3
292,0,36528,Yanwei Liu,46' 5",Sony Open,1,11 - Par 3
296,0,28198,Dustin Bray,46' 4",Wells Fargo,2,14 - Par 4
303,0,34466,Peter Malnati,46' 2",Sony Open,2,12 - Par 4
307,0,25900,Lucas Glover,46' 1",Arnold Palmer,3,14 - Par 3
308,0,29222,Billy Hurley III,46' 0",Shriners Hosp.,2,8 - Par 3 -
314,0,25369,Jamie Donaldson,45' 10",WGC-Cadillac,3,4 - Par 3 -
318,0,29518,Brendan Steele,45' 10",Deutsche Bank,2,9 - Par 4 -
327,0,27767,David Carr,45' 6",Frys.com Open,2,7 - Par 3 -
329,0,06621,Joe Durant,45' 6",The Greenbrier,3,2 - Par 4 -
331,0,32839,Hideki Matsuyama,45' 5",Wells Fargo,1,12 - Par 4
336,0,31193,Jim Renner,45' 4",Valspar Champ,1,13 - Par 3
341,0,28114,Dawie van der Walt,45' 3",WGC-Cadillac,2,9 - Par 3 -
345,0,28486,Michael Putnam,45' 3",Wyndham Champ,1,9 - Par 4 -
349,0,28307,Matt Every,45' 2",THE PLAYERS,1,4 - Par 4 -
354,0,21949,Joe Ogilvie,45' 1",Wyndham Champ,2,2 - Par 4 -
365,0,36689,Brooks Koepka,44' 8",Frys.com Open,4,6 - Par 4 -
371,0,35539,Luke Guthrie,44' 6",The Greenbrier,2,1 - Par 4 -
373,0,29289,S.Y. Noh,44' 4",Farmers Ins.,3,14 - Par 4
374,0,20848,Ángel Cabrera,44' 4",Arnold Palmer,1,6 - Par 5 -
375,0,24507,Jason Bohn,44' 4",The Greenbrier,2,8 - Par 3 -
376,0,46606,Eli Cole,44' 4",Canadian Open,1,17 - Par 3
379,0,27556,Ted Potter Jr.,44' 3",RBC Heritage,1,4 - Par 3 -
382,0,06567,Vijay Singh,44' 3",PGA Championshi,4,7 - Par 5 -
386,0,33461,Morgan Hoffmann,44' 2",The Barclays,2,6 - Par 4 -
388,0,20498,Briny Baird,44' 0",Frys.com Open,2,18 - Par 4
389,0,33122,Russell Knox,44' 0",The McGladrey,1,12 - Par 3
398,0,19846,Brian Gay,43' 10",The McGladrey,4,17 - Par 3
401,0,34644,Josh Persons,43' 9",Canadian Open,2,13 - Par 3
404,0,24924,Bill Haas,43' 8",Crowne Plaza,1,9 - Par 4 -
407,0,27095,Nick Watney,43' 6",Quicken Loans,3,13 - Par 3
409,0,25632,Jimmy Walker,43' 5",Shell Houston,2,16 - Par 3
411,0,28132,Tyrone Van Aswegen,43' 5",The Greenbrier,2,17 - Par 5
414,0,39977,Max Homa,43' 4",Frys.com Open,3,7 - Par 3 -
421,0,23204,Gary Christian,43' 3",Wyndham Champ,2,7 - Par 3 -
422,0,26331,Charl Schwartzel,43' 3",Deutsche Bank,1,5 - Par 4 -
428,0,27120,Troy Matteson,43' 2",Canadian Open,2,8 - Par 4 -
438,0,34431,Robert Streb,42' 10",AT&T Pebble,1,13 - Par 4
444,0,30711,Colt Knost,42' 8",HP Byron Nelson,1,9 - Par 4 -
445,0,12782,Tim Herron,42' 8",Wyndham Champ,2,12 - Par 3
454,0,35300,Andrew Loupe,42' 5",Farmers Ins.,1,8 - Par 3 -
457,0,01724,Jeff Maggert,42' 4",Shell Houston,4,14 - Par 3
463,0,33199,Matteo Manassero,42' 2",Valspar Champ,1,18 - Par 4
467,0,21209,Sergio Garcia,42' 2",TOUR Champ,4,12 - Par 4
476,0,37273,Derek Ernst,41' 11",Sony Open,1,5 - Par 4 -
478,0,12716,Charley Hoffman,41' 11",Zurich Classic,1,12 - Par 4
479,0,23623,Bo Van Pelt,41' 11",THE PLAYERS,4,7 - Par 4 -
480,0,06643,Paul Goydos,41' 11",John Deere Clas,3,1 - Par 4 -
484,0,29253,Jeff Curl,41' 10",Crowne Plaza,2,11 - Par 5
486,0,46110,Timothy Madigan,41' 10",Canadian Open,2,11 - Par 4
497,0,23540,Jason Allred,41' 7",HP Byron Nelson,1,2 - Par 3 -
506,0,27214,Kevin Streelman,41' 5",Valspar Champ,4,17 - Par 3
511,0,25056,Dave Lévesque,41' 5",Canadian Open,2,11 - Par 4
524,0,24399,Scott Gardiner,41' 1",HP Byron Nelson,3,6 - Par 4 -
531,0,37351,Oliver Goss,41' 0",The Greenbrier,2,9 - Par 4 -
536,0,06575,Dudley Hart,40' 11",RBC Heritage,1,14 - Par 3
542,0,22046,Geoff Ogilvy,40' 10",Texas Open,1,1 - Par 4 -
552,0,22371,Aaron Baddeley,40' 8",Farmers Ins.,2,1 - Par 4 -
561,0,32139,Danny Willett,40' 8",PGA Championshi,3,13 - Par 4
562,0,01797,Rocco Mediate,40' 7",Frys.com Open,1,18 - Par 4
570,0,28937,George Coetzee,40' 7",PGA Championshi,2,14 - Par 3
578,0,30946,Alex Prugh,40' 4",Travelers Champ,1,3 - Par 4 -
586,0,25274,Steven Bowditch,40' 2",Memorial Tourn,2,7 - Par 5 -
591,0,06016,Brad Lardon,40' 1",Shell Houston,1,9 - Par 3 -
597,0,24227,Justin Bolli,40' 1",Wyndham Champ,3,18 - Par 4
613,0,09011,David Duval,39' 9",Travelers Champ,2,7 - Par 4 -
633,0,23718,Nathan Green,39' 6",John Deere Clas,2,18 - Par 4
639,0,27649,Brandt Snedeker,39' 4",Hyundai T of C,2,17 - Par 4
655,0,01928,Corey Pavin,39' 2",Crowne Plaza,1,9 - Par 4 -
667,0,24663,Y.E. Yang,39' 0",Sony Open,2,7 - Par 3 -
675,0,22892,Jason Gore,38' 11",Frys.com Open,2,8 - Par 4 -
682,0,34563,Chesson Hadley,38' 11",BMW Champ,2,4 - Par 4 -
683,0,30750,Tommy Gainey,38' 10",Frys.com Open,1,2 - Par 4 -
697,0,20572,Rod Pampling,38' 8",Crowne Plaza,2,9 - Par 4 -
700,0,32102,Rickie Fowler,38' 8",BMW Champ,3,9 - Par 4 -
705,0,22293,Heath Slocum,38' 6",Sony Open,4,8 - Par 4 -
713,0,25936,Alex Aragon,38' 6",Wyndham Champ,2,13 - Par 4
731,0,01810,Phil Mickelson,38' 3",Wells Fargo,3,6 - Par 3 -
745,0,19958,Miguel Angel Jiménez,38' 2",WGC-Bridgestone,2,7 - Par 3 -
750,0,25863,Rod Perry,38' 1",PGA Championshi,1,17 - Par 4
753,0,07837,Kirk Nelson,38' 0",Sony Open,2,13 - Par 4
777,0,20472,Alex Cejka,37' 9",HP Byron Nelson,2,5 - Par 3 -
782,0,29720,Andres Gonzales,37' 8",Frys.com Open,2,8 - Par 4 -
789,0,33578,Robbie Greenwell,37' 8",Canadian Open,1,2 - Par 4 -
805,0,28339,Victor Dubuisson,37' 5",AT&T Pebble,2,1 - Par 4 -
808,0,39327,Ben Silverman,37' 5",Canadian Open,1,3 - Par 4 -
821,0,24358,Robert Garrigus,37' 3",HP Byron Nelson,3,12 - Par 4
899,0,28679,Fabián Gómez,36' 5",Farmers Ins.,1,5 - Par 4 -
910,0,12510,Chad Campbell,36' 4",Shriners Hosp.,4,8 - Par 3 -
911,0,21099,David Lynn,36' 4",Farmers Ins.,3,9 - Par 5 -
912,0,23452,Nicolas Colsaerts,36' 4",Farmers Ins.,2,13 - Par 5
919,0,01161,Mark Calcavecchia,36' 3",The McGladrey,1,13 - Par 4
930,0,10944,Thomas Bjørn,36' 2",Honda Classic,3,16 - Par 4
958,0,30798,Yoshitaka Takeya,36' 0",WGC-Bridgestone,1,7 - Par 3 -
966,0,35450,Patrick Cantlay,35' 11",Travelers Champ,1,5 - Par 3 -
973,0,35840,Kevin Foley,35' 10",John Deere Clas,1,18 - Par 4
974,0,25841,Marc Warren,35' 10",PGA Championshi,3,17 - Par 4
