RANK,MOVEMENT,PLAYER_ID,PLAYER,DISTANCE,TOURNAMENT,ROUND,HOLE,COURSE
71,0,23325,Vaughn Taylor,385,Texas Open,4,1,625
80,0,23540,Jason Allred,384,Reno-Tahoe Open,2,5,660
80,0,07223,Brian Bateman,384,Mercedes-Benz,3,12,656
80,0,01945,Kenny Perry,384,EDS B. Nelson,3,6,019
80,0,20396,Lee Westwood,384,Northern Trust,1,3,500
88,0,08337,Mike Heinen,383,Reno-Tahoe Open,2,14,660
88,0,23157,Richard Johnson,383,Texas Open,2,11,625
88,0,27408,Martin Kaymer,383,The Open,3,2,541
88,0,24449,Parker McLachlin,383,Texas Open,2,1,625
96,0,01331,Rick Fehr,382,Reno-Tahoe Open,1,10,660
96,0,20378,Mathias Grönberg,382,Reno-Tahoe Open,3,9,660
96,0,23725,Brendan Jones,382,The Open,3,2,541
96,0,24490,George McNeill,382,Mercedes-Benz,3,12,656
96,0,01810,Phil Mickelson,382,Crowne Plaza,2,7,021
104,0,23718,Nathan Green,381,Reno-Tahoe Open,1,9,660
104,0,24024,Zach Johnson,381,Mercedes-Benz,4,12,656
104,0,06527,Steve Stricker,381,Mercedes-Benz,4,12,656
104,0,31113,Paul Waring,381,The Open,3,2,541
113,0,25364,Paul Casey,380,The Open,3,2,541
113,0,07457,Steve Flesch,380,Mercedes-Benz,4,18,656
113,0,25594,Travis Perkins,380,Texas Open,2,11,625
119,0,12652,Cameron Beckman,379,Texas Open,2,11,625
119,0,01320,Bob Estes,379,Reno-Tahoe Open,1,10,660
119,0,12823,Carlos Franco,379,Reno-Tahoe Open,2,9,660
119,0,01388,Robert Gamez,379,Texas Open,4,11,625
119,0,06567,Vijay Singh,379,Northern Trust,1,3,500
119,0,23322,Brett Wetterich,379,Bob Hope Chrysl,4,2,741
129,0,01035,Tommy Armour III,378,Texas Open,1,1,625
129,0,23614,Rich Beem,378,Texas Open,2,11,625
129,0,23125,Brad Elder,378,Texas Open,2,14,625
129,0,10649,Tom Scherrer,378,Reno-Tahoe Open,3,17,660
135,0,10885,Robert Allenby,377,PGA Championshi,3,2,743
135,0,10809,Jim Furyk,377,Mercedes-Benz,4,18,656
135,0,01577,Lee Janzen,377,Reno-Tahoe Open,2,9,660
135,0,29718,Anthony Kim,377,THE TOUR Champ,2,5,688
149,0,25273,Andrew Buckle,376,Reno-Tahoe Open,3,9,660
149,0,26476,Chez Reavie,376,Texas Open,4,11,625
149,0,02002,John Riegger,376,Texas Open,4,1,625
149,0,21528,Henrik Stenson,376,Mercedes-Benz,3,18,656
164,0,22892,Jason Gore,375,Reno-Tahoe Open,3,9,660
164,0,01553,John Huston,375,AT&T Classic,1,7,638
164,0,27933,John Merrick,375,Reno-Tahoe Open,3,9,660
164,0,25345,Carl Pettersson,375,Sony Open,2,1,006
164,0,08385,Omar Uresti,375,Reno-Tahoe Open,2,10,660
178,0,25900,Lucas Glover,374,The Open,3,2,541
178,0,23320,Ryan Palmer,374,Reno-Tahoe Open,1,9,660
178,0,25562,Andres Romero,374,PGA Championshi,3,2,743
178,0,22582,Kyle Thompson,374,Texas Open,4,1,625
178,0,10423,Mike Weir,374,Mercedes-Benz,4,12,656
197,0,01139,Olin Browne,373,Texas Open,2,1,625
197,0,21461,Kenneth Ferrie,373,Texas Open,1,11,625
197,0,22378,Trevor Immelman,373,Northern Trust,1,3,500
197,0,12309,Bob Sowards,373,Texas Open,4,1,625
197,0,08845,Scott Sterling,373,Texas Open,4,1,625
197,0,23623,Bo Van Pelt,373,Texas Open,4,1,625
213,0,07867,Woody Austin,372,Mercedes-Benz,1,12,656
213,0,01226,Fred Couples,372,Northern Trust,1,15,500
213,0,26300,Matt Jones,372,Texas Open,4,11,625
213,0,01707,Steve Lowery,372,Ginn Classic,3,9,751
213,0,20160,Charlie Wi,372,Texas Open,1,1,625
231,0,23353,J.J. Henry,371,Texas Open,4,11,625
231,0,07547,Craig Kanada,371,Texas Open,4,11,625
231,0,21949,Joe Ogilvie,371,Reno-Tahoe Open,3,14,660
246,0,20098,Stuart Appleby,370,Northern Trust,4,18,500
258,0,23778,Brad Adamonis,369,Texas Open,2,1,625
258,0,22371,Aaron Baddeley,369,Mercedes-Benz,4,12,656
258,0,24925,Jonathan Byrd,369,Mercedes-Benz,2,12,656
258,0,23135,Tim Clark,369,Wyndham Champ.,3,18,752
258,0,22621,Ben Curtis,369,The Open,3,2,541
258,0,01261,Jay Delsing,369,Reno-Tahoe Open,2,17,660
258,0,09011,David Duval,369,The Open,3,2,541
258,0,06012,Greg Kraft,369,Texas Open,2,1,625
258,0,24912,Will MacKenzie,369,Northern Trust,2,18,500
258,0,10585,Scott McCarron,369,Reno-Tahoe Open,1,9,660
258,0,25632,Jimmy Walker,369,Reno-Tahoe Open,4,17,660
258,0,25349,Tim Wilkinson,369,Texas Open,3,11,625
258,0,21878,Mark Wilson,369,Texas Open,3,11,625
258,0,08793,Tiger Woods,369,WGC-CA Champ,1,17,008
294,0,28420,Ryan Brehm,368,John Deere Clas,1,17,669
294,0,06034,Marco Dawson,368,Reno-Tahoe Open,2,10,660
294,0,10875,Todd Demsey,368,Texas Open,4,1,625
294,0,06522,Ernie Els,368,Memorial Tourna,2,17,023
294,0,27561,Nick Flanagan,368,Reno-Tahoe Open,1,17,660
294,0,24957,Simon Khan,368,The Open,3,2,541
294,0,26596,Ryan Moore,368,Reno-Tahoe Open,3,17,660
294,0,22400,Hennie Otto,368,The Open,2,2,541
294,0,20663,Brenden Pappas,368,Reno-Tahoe Open,1,9,660
294,0,01948,Tim Petrovic,368,Texas Open,2,1,625
325,0,24236,Nick Dougherty,367,PGA Championshi,1,2,743
325,0,06621,Joe Durant,367,Texas Open,4,11,625
325,0,26631,Cody Freeman,367,Reno-Tahoe Open,1,10,660
325,0,21209,Sergio Garcia,367,Memorial Tourna,2,17,023
325,0,20105,Jeff Gove,367,Texas Open,1,1,625
325,0,12782,Tim Herron,367,Reno-Tahoe Open,3,14,660
325,0,29670,Pablo Larrazabal,367,WGC-Bridgestone,2,8,036
325,0,26695,Michael Letzig,367,Ginn Classic,3,13,751
325,0,27349,Alex Noren,367,The Open,3,2,541
325,0,01941,Tom Pernice Jr.,367,Texas Open,1,11,625
364,0,01161,Mark Calcavecchia,366,Wyndham Champ.,4,18,752
364,0,20229,Stewart Cink,366,Travelers Champ,4,18,503
364,0,27896,Ross Fisher,366,The Open,2,2,541
364,0,20157,Retief Goosen,366,PODS Champ,2,1,665
364,0,23624,Soren Hansen,366,The Open,3,2,541
364,0,08537,J.P. Hayes,366,Texas Open,2,1,625
364,0,06573,Brandt Jobe,366,Texas Open,2,1,625
364,0,26420,Richard Johnson,366,The Barclays,4,13,745
364,0,20669,James Kingston,366,PGA Championshi,1,2,743
364,0,23108,Matt Kuchar,366,Texas Open,1,1,625
364,0,11032,Frank Lickliter II,366,Texas Open,4,11,625
364,0,27120,Troy Matteson,366,Wyndham Champ.,4,18,752
364,0,24138,Ian Poulter,366,The Open,4,2,541
364,0,02223,Bob Tway,366,Texas Open,4,1,625
409,0,26500,Alejandro Cañizares,365,Texas Open,4,1,625
409,0,24357,K.J. Choi,365,Mercedes-Benz,3,18,656
409,0,06251,Chris DiMarco,365,Texas Open,4,1,625
409,0,20104,Ken Duke,365,Wyndham Champ.,3,18,752
409,0,10860,Justin Leonard,365,The Open,3,2,541
409,0,20572,Rod Pampling,365,Texas Open,1,11,625
409,0,27770,Camilo Villegas,365,PGA Championshi,3,2,743
438,0,06197,Michael Allen,364,Reno-Tahoe Open,1,9,660
438,0,01116,Michael Bradley,364,Texas Open,2,1,625
438,0,23541,Ben Crane,364,Reno-Tahoe Open,1,10,660
438,0,01249,John Daly,364,Sony Open,2,16,006
438,0,06643,Paul Goydos,364,Texas Open,4,1,625
438,0,12660,Jesper Parnevik,364,EDS B. Nelson,1,1,019
438,0,22293,Heath Slocum,364,The Open,3,2,541
438,0,02206,David Toms,364,Texas Open,4,1,625
438,0,12602,Dean Wilson,364,Texas Open,4,1,625
480,0,23409,James Driscoll,363,Wyndham Champ.,1,5,752
480,0,25686,Jason Dufner,363,Wyndham Champ.,4,18,752
480,0,29461,Jamie Lovemark,363,Crowne Plaza,1,2,021
480,0,21470,Daisuke Maruyama,363,AT&T Pebble,4,9,005
480,0,20645,John Senden,363,Wyndham Champ.,3,18,752
480,0,24663,Y.E. Yang,363,Reno-Tahoe Open,1,9,660
519,0,01024,Billy Andrade,362,Wyndham Champ.,3,18,752
519,0,19803,Ryan Armour,362,Wyndham Champ.,2,18,752
519,0,25720,Chad Collins,362,Texas Open,4,1,625
519,0,19846,Brian Gay,362,Texas Open,3,1,625
519,0,20433,Mark Hensby,362,Wyndham Champ.,4,18,752
519,0,20634,Peter Lonard,362,Ginn Classic,4,10,751
519,0,24502,Adam Scott,362,Wachovia Champ,3,15,698
519,0,27649,Brandt Snedeker,362,Mercedes-Benz,3,12,656
559,0,20498,Briny Baird,361,Wyndham Champ.,4,18,752
559,0,22806,Doug LaBelle II,361,Wyndham Champ.,3,18,752
559,0,25768,Chih-Bing Lam,361,The Open,2,2,541
559,0,01823,Larry Mize,361,Reno-Tahoe Open,2,10,660
559,0,12753,David Morland IV,361,Canadian Open,2,11,032
559,0,01876,Greg Norman,361,The Open,3,2,541
605,0,32838,Matthew Kohn,360,Ginn Classic,2,9,751
605,0,24781,Hunter Mahan,360,WGC-Bridgestone,2,8,036
605,0,01727,Scott Mahlberg,360,Northern Trust,1,15,500
605,0,26329,Louis Oosthuizen,360,PGA Championshi,1,2,743
605,0,20443,Jin Park,360,Texas Open,1,1,625
659,0,29725,Tony Finau,359,Milwaukee,2,6,612
659,0,20608,David Howell,359,The Open,3,2,541
659,0,24748,WC Liang,359,Sony Open,4,6,006
659,0,06090,Jim McGovern,359,Texas Open,3,1,625
704,0,26525,Grégory Bourdy,358,The Open,3,2,541
704,0,27060,John Mallinger,358,PGA Championshi,3,2,743
704,0,31007,Andrew Parr,358,Shell Houston,2,17,729
704,0,26331,Charl Schwartzel,358,PGA Championshi,3,2,743
704,0,26882,Michael Sim,358,Ginn Classic,3,9,751
763,0,24461,Thomas Aiken,357,The Open,1,2,541
763,0,01042,Paul Azinger,357,Sony Open,4,8,006
763,0,24924,Bill Haas,357,EDS B. Nelson,2,1,019
763,0,10565,Ian Leggatt,357,Reno-Tahoe Open,1,14,660
763,0,01761,Len Mattiace,357,Reno-Tahoe Open,2,9,660
763,0,01927,Dennis Paulson,357,Reno-Tahoe Open,1,17,660
763,0,23788,D.J. Trahan,357,AT&T National,2,9,024
838,0,31640,Gary Boyd,356,The Open,1,2,541
838,0,28734,Josh Cunliffe,356,The Open,2,2,541
838,0,20574,Mathew Goggin,356,EDS B. Nelson,2,8,019
838,0,20766,Padraig Harrington,356,WGC-Bridgestone,2,2,036
838,0,25396,Kevin Na,356,Reno-Tahoe Open,2,10,660
838,0,10425,Jay Williamson,356,Texas Open,1,11,625
838,0,22000,Chris Wood,356,The Open,4,2,541
906,0,21753,Brian Davis,355,Reno-Tahoe Open,2,9,660
906,0,24452,John Douma,355,Frys.com Open,1,18,713
906,0,12645,Brent Geiberger,355,Reno-Tahoe Open,1,9,660
906,0,10733,Kent Jones,355,Wyndham Champ.,3,5,752
906,0,01797,Rocco Mediate,355,PGA Championshi,1,2,743
906,0,02166,Chip Sullivan,355,Reno-Tahoe Open,2,17,660
906,0,23162,Simon Wakefield,355,The Open,4,2,541
