RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:T,TOTAL SG:T2G,TOTAL SG:P,MEASURED ROUNDS
91,0,49766,Hank Lebioda,.167,9.695,25.919,-16.223,58
93,0,35732,Wes Roach,.165,8.105,8.122,-.019,49
94,0,24924,Bill Haas,.153,9.336,5.980,3.354,61
95,0,33141,Keegan Bradley,.147,9.873,44.424,-34.551,67
96,0,32333,Kevin Tway,.143,9.554,18.340,-8.786,67
97,0,45157,Cam Davis,.137,7.782,19.380,-11.600,57
98,0,37455,Si Woo Kim,.134,7.916,11.432,-3.516,59
99,0,27095,Nick Watney,.133,9.164,8.334,.829,69
100,0,33667,Carlos Ortiz,.125,9.003,3.280,5.723,72
101,0,27895,Jonas Blixt,.122,7.807,-.522,8.329,64
102,0,33418,Shawn Stefani,.093,5.763,15.607,-9.845,62
103,0,25396,Kevin Na,.087,3.841,-.087,3.925,44
104,0,34076,Joel Dahmen,.085,6.430,14.188,-7.756,76
105,0,30978,Kiradech Aphibarnrat,.083,3.730,-11.438,15.167,45
106,0,39977,Max Homa,.082,5.655,6.036,-.380,69
107,0,25632,Jimmy Walker,.062,3.519,10.948,-7.430,57
108,0,29908,C.T. Pan,.059,3.517,7.225,-3.710,60
109,0,12716,Charley Hoffman,.057,2.701,10.138,-7.438,47
110,0,47504,Sam Burns,.050,3.366,-21.760,25.125,68
111,0,25198,Francesco Molinari,.038,1.616,10.487,-8.870,42
112,0,27974,Sung Kang,.030,2.075,8.269,-6.194,70
112,0,39324,J.J. Spaun,.030,1.948,3.274,-1.328,64
114,0,33486,Roger Sloan,.020,1.407,-5.679,7.085,70
115,0,37340,Chase Wright,.010,.585,-21.039,21.623,57
116,0,32200,Roberto Castro,.009,.569,5.471,-4.903,62
117,0,26951,Johnson Wagner,.005,.237,-22.723,22.959,47
118,0,29479,Scott Brown,-.004,-.259,-5.251,4.993,68
119,0,33410,Andrew Landry,-.011,-.730,9.209,-9.937,65
120,0,30110,Kyle Stanley,-.013,-.689,15.665,-16.351,55
121,0,25686,Jason Dufner,-.015,-.870,27.290,-28.161,57
122,0,29535,Brice Garnett,-.034,-2.181,-8.110,5.928,65
123,0,35506,Mackenzie Hughes,-.044,-2.896,-1.994,-.901,66
124,0,30946,Alex Prugh,-.066,-3.770,15.846,-19.615,57
125,0,30692,Scott Stallings,-.078,-5.306,17.046,-22.353,68
126,0,36799,Stephan Jaeger,-.093,-5.275,-.101,-5.176,57
127,0,32757,Patton Kizzire,-.098,-5.192,-39.241,34.050,53
128,0,29974,Branden Grace,-.107,-4.813,18.563,-23.379,45
128,0,32791,K.H. Lee,-.107,-6.611,-.675,-5.935,62
130,0,35376,Roberto Díaz,-.123,-6.295,-14.533,8.239,51
131,0,34563,Chesson Hadley,-.128,-7.658,-21.432,13.772,60
132,0,29926,Danny Lee,-.137,-9.874,7.374,-17.247,72
133,0,27958,Ryan Blaum,-.145,-10.411,-24.349,13.937,72
134,0,47128,Richy Werenski,-.147,-10.702,-16.134,5.430,73
135,0,40009,Dominic Bozzelli,-.150,-7.331,-48.855,41.522,49
136,0,28679,Fabián Gómez,-.159,-7.652,-.744,-6.909,48
137,0,46601,Trey Mullinax,-.172,-10.834,11.429,-22.265,63
138,0,35461,Beau Hossler,-.178,-12.125,-54.213,42.084,68
139,0,29484,Peter Uihlein,-.181,-10.480,-30.479,19.997,58
140,0,34264,Hudson Swafford,-.198,-9.301,-7.830,-1.471,47
141,0,32058,José de Jesús Rodríguez,-.240,-11.777,-19.199,7.422,49
142,0,35532,Tom Hoge,-.246,-17.694,2.780,-20.476,72
143,0,27349,Alex Noren,-.269,-11.588,-.134,-11.455,43
144,0,19846,Brian Gay,-.278,-20.005,-44.101,24.096,72
145,0,49298,Kramer Hickok,-.287,-16.912,18.696,-35.608,59
146,0,46435,Austin Cook,-.319,-16.927,-12.270,-4.658,53
147,0,29268,Bronson Burgoon,-.344,-16.148,-2.469,-13.679,47
148,0,39327,Ben Silverman,-.357,-20.004,-13.723,-6.283,56
149,0,29223,Sam Saunders,-.365,-24.467,-18.947,-5.518,67
150,0,36852,Jim Knous,-.372,-14.518,-4.802,-9.716,39
151,0,52372,Cameron Champ,-.374,-25.463,-18.744,-6.720,68
152,0,31557,Jim Herman,-.386,-14.674,-8.820,-5.854,38
153,0,35421,Brandon Harkins,-.389,-26.873,6.320,-33.194,69
154,0,35449,Adam Long,-.418,-28.447,-3.338,-25.109,68
155,0,34431,Robert Streb,-.424,-25.412,-11.194,-14.217,60
156,0,30191,Julián Etulain,-.434,-22.122,-24.584,2.462,51
157,0,01810,Phil Mickelson,-.438,-21.906,-13.881,-8.025,50
158,0,27141,J.B. Holmes,-.450,-21.587,14.496,-36.084,48
159,0,46501,Ollie Schniederjans,-.471,-28.722,-37.719,8.996,61
160,0,49303,Anders Albertson,-.520,-27.027,-11.053,-15.974,52
161,0,06522,Ernie Els,-.527,-15.796,-16.091,.296,30
162,0,29518,Brendan Steele,-.530,-27.037,-1.390,-25.647,51
163,0,26758,David Hearn,-.615,-20.902,-15.580,-5.323,34
164,0,28259,Sangmoon Bae,-.634,-25.340,-34.021,8.680,40
164,0,47990,Kyle Jones,-.634,-34.238,-22.536,-11.701,54
166,0,46523,Joey Garber,-.684,-29.424,-19.352,-10.074,43
167,0,35879,Kelly Kraft,-.715,-46.501,-50.007,3.507,65
168,0,28252,Seamus Power,-.719,-44.564,-48.094,3.529,62
169,0,27963,Chris Stroud,-.729,-37.920,-39.088,1.165,52
170,0,31420,Anirban Lahiri,-.752,-44.370,-51.244,6.873,59
171,0,45609,Tyler Duncan,-.758,-49.260,-12.535,-36.727,65
172,0,24925,Jonathan Byrd,-.762,-27.418,-12.577,-14.840,36
173,0,30786,Brady Schnell,-.763,-29.748,-32.287,2.539,39
174,0,34261,Scott Langley,-.767,-49.100,-57.418,8.317,64
175,0,24781,Hunter Mahan,-.774,-36.371,-41.145,4.772,47
176,0,21731,Freddie Jacobson,-.826,-33.045,-38.717,5.671,40
177,0,20472,Alex Cejka,-.844,-33.767,-14.498,-19.269,40
178,0,27556,Ted Potter Jr.,-.944,-56.634,-43.649,-12.987,60
179,0,39954,Cody Gribble,-1.027,-59.569,-57.667,-1.902,58
180,0,37380,Curtis Luck,-1.104,-48.583,-68.187,19.604,44
181,0,20572,Rod Pampling,-1.177,-48.264,-15.645,-32.621,41
182,0,23353,J.J. Henry,-1.192,-48.871,-21.930,-26.941,41
183,0,37454,Whee Kim,-1.290,-60.620,-62.615,1.995,47
184,0,35617,Martin Trainer,-1.431,-71.534,-69.497,-2.036,50
185,0,47856,Seth Reeves,-1.439,-76.265,-51.117,-25.149,53
186,0,34306,John Chin,-1.555,-59.101,-47.007,-12.096,38
187,0,32816,Satoshi Kodaira,-1.628,-83.019,-57.302,-25.717,51
188,0,39975,Michael Kim,-2.135,-96.090,-87.759,-8.333,45
