RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL CLUB HEAD SPEED,TOTAL ATTEMPTS
80,0,39997,Corey Conners,115.51,40543.82,351
81,0,33204,Shane Lowry,115.40,26195.18,227
82,0,34099,Harris English,115.37,28266.21,245
83,0,34431,Robert Streb,115.36,34377.74,298
84,0,35461,Beau Hossler,115.30,35628.31,309
85,0,48045,Michael Gellerman,115.28,15331.65,133
86,0,29926,Danny Lee,115.25,23049.56,200
86,0,34360,Patrick Reed,115.25,27198.19,236
88,0,33948,Byeong Hun An,115.22,32838.70,285
89,0,32102,Rickie Fowler,115.11,28661.60,249
90,0,22405,Justin Rose,115.04,16450.46,143
91,0,39971,Sungjae Im,115.01,52099.27,453
92,0,34363,Tyrrell Hatton,114.93,19078.37,166
93,0,29974,Branden Grace,114.92,25856.31,225
94,0,48887,Matt Wallace,114.89,12983.05,113
95,0,31557,Jim Herman,114.80,26060.59,227
95,0,30163,Henrik Norlander,114.80,35474.56,309
95,0,33486,Roger Sloan,114.80,28239.68,246
98,0,29479,Scott Brown,114.77,29839.39,260
99,0,25632,Jimmy Walker,114.74,26274.50,229
100,0,32757,Patton Kizzire,114.71,42212.65,368
100,0,26851,Marc Leishman,114.71,23171.91,202
102,0,34314,Sebastian Cappelen,114.69,17432.28,152
103,0,34046,Jordan Spieth,114.59,33919.97,296
104,0,31646,Emiliano Grillo,114.57,33109.36,289
105,0,33141,Keegan Bradley,114.50,33089.53,289
105,0,32618,Rhein Gibson,114.50,17862.41,156
107,0,27936,Martin Laird,114.47,27817.36,243
108,0,40098,Matt Fitzpatrick,114.37,23902.30,209
109,0,34563,Chesson Hadley,114.31,25719.61,225
110,0,50525,Collin Morikawa,114.07,25209.00,221
111,0,24140,Sean O'Hair,114.04,20185.88,177
112,0,49771,J.T. Poston,113.92,35314.96,310
113,0,24781,Hunter Mahan,113.91,20504.63,180
114,0,37455,Si Woo Kim,113.70,38543.91,339
115,0,20396,Lee Westwood,113.69,21828.00,192
116,0,29420,Billy Horschel,113.66,26937.23,237
117,0,27556,Ted Potter Jr.,113.64,27272.46,240
118,0,22371,Aaron Baddeley,113.63,15680.88,138
119,0,24924,Bill Haas,113.59,16697.31,147
120,0,35891,Cameron Smith,113.55,28500.46,251
121,0,49960,Sepp Straka,113.53,33603.96,296
122,0,32139,Danny Willett,113.46,10778.79,95
123,0,37189,Harold Varner III,113.43,38566.15,340
124,0,29268,Bronson Burgoon,113.42,27900.80,246
125,0,32448,James Hahn,113.21,29095.31,257
126,0,49298,Kramer Hickok,113.20,28865.09,255
127,0,27770,Camilo Villegas,113.12,27374.53,242
128,0,32791,K.H. Lee,113.01,43847.77,388
129,0,34466,Peter Malnati,112.95,31852.31,282
130,0,31420,Anirban Lahiri,112.90,27321.88,242
131,0,25818,Scott Piercy,112.86,32955.83,292
132,0,25686,Jason Dufner,112.83,38249.14,339
133,0,33404,Chris Baker,112.77,17028.29,151
133,0,39975,Michael Kim,112.77,23342.36,207
135,0,27214,Kevin Streelman,112.74,36416.37,323
136,0,46441,Robby Shelton,112.73,31790.21,282
137,0,25900,Lucas Glover,112.41,33497.82,298
138,0,25396,Kevin Na,112.40,33383.40,297
139,0,49766,Hank Lebioda,112.39,26749.65,238
140,0,35506,Mackenzie Hughes,112.35,30109.37,268
140,0,23788,D.J. Trahan,112.35,21570.79,192
142,0,26329,Louis Oosthuizen,112.25,23573.29,210
143,0,25493,Nick Taylor,112.16,37798.25,337
144,0,33490,Bo Hoag,112.14,35099.99,313
145,0,47128,Richy Werenski,112.06,40454.43,361
146,0,47993,Denny McCarthy,111.99,34829.61,311
147,0,35532,Tom Hoge,111.95,38512.22,344
147,0,32640,Troy Merritt,111.95,33136.16,296
149,0,33399,Adam Hadwin,111.93,33468.37,299
150,0,29478,Kevin Kisner,111.78,27610.85,247
150,0,39953,Chase Seiffert,111.78,27609.20,247
152,0,27974,Sung Kang,111.73,30503.57,273
153,0,33122,Russell Knox,111.68,39534.37,354
154,0,34256,Andrew Putnam,111.61,34599.18,310
155,0,27649,Brandt Snedeker,111.52,34235.90,307
156,0,35230,Nelson Ledesma,111.50,17394.58,156
157,0,26499,Rafa Cabrera Bello,111.49,23969.83,215
158,0,27330,Josh Teater,111.41,17157.47,154
159,0,23623,Bo Van Pelt,111.37,21716.89,195
160,0,34076,Joel Dahmen,111.34,29394.33,264
160,0,52375,Doug Ghim,111.34,31843.19,286
162,0,36801,Mark Hubbard,111.27,43505.23,391
163,0,29908,C.T. Pan,111.25,31929.97,287
164,0,35449,Adam Long,111.24,30812.97,277
165,0,30926,Chris Kirk,111.15,35678.38,321
166,0,23983,Luke Donald,111.04,20431.76,184
167,0,29221,Webb Simpson,110.93,20632.99,186
168,0,34098,Russell Henley,110.91,33495.58,302
169,0,22056,Cameron Percy,110.83,32250.15,291
170,0,39324,J.J. Spaun,110.62,24005.39,217
171,0,30110,Kyle Stanley,110.42,34230.55,310
172,0,45526,Abraham Ancer,110.29,36395.24,330
173,0,23621,Rory Sabbatini,110.20,29533.43,268
174,0,28775,Nate Lashley,110.18,26884.07,244
175,0,19846,Brian Gay,110.07,30268.29,275
176,0,34174,John Huh,110.05,23111.18,210
177,0,24138,Ian Poulter,110.04,24868.28,226
178,0,45609,Tyler Duncan,109.85,33504.40,305
179,0,24024,Zach Johnson,109.68,32793.81,299
180,0,33120,Mark Anderson,109.67,17328.13,158
181,0,29535,Brice Garnett,109.55,31551.33,288
182,0,27942,Rob Oppenheim,109.39,28222.08,258
183,0,46435,Austin Cook,109.27,30815.24,282
184,0,27644,Brian Harman,109.24,38670.98,354
185,0,32150,Michael Thompson,109.16,30347.17,278
186,0,33410,Andrew Landry,108.96,28655.86,263
187,0,28679,Fabián Gómez,108.75,15550.69,143
188,0,32816,Satoshi Kodaira,108.72,28810.34,265
189,0,23108,Matt Kuchar,108.59,19546.48,180
190,0,23325,Vaughn Taylor,107.48,27944.15,260
191,0,26476,Chez Reavie,106.66,32424.95,304
192,0,19803,Ryan Armour,105.90,31874.59,301
193,0,30927,Brendon Todd,105.21,26406.47,251
194,0,31560,Brian Stuard,105.02,40537.90,386
195,0,26758,David Hearn,104.56,23211.59,222
196,0,24357,K.J. Choi,103.82,18479.27,178
