RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:ARG,MEASURED ROUNDS
151,0,20396,Lee Westwood,-.166,-6.648,40
152,0,12652,Cameron Beckman,-.167,-11.532,69
152,0,23542,Tommy Biershenk,-.167,-9.662,58
154,0,27302,Garth Mulroy,-.179,-8.237,46
155,0,06573,Brandt Jobe,-.180,-8.084,45
156,0,22582,Kyle Thompson,-.189,-6.983,37
157,0,32150,Michael Thompson,-.192,-12.454,65
157,0,24663,Y.E. Yang,-.192,-9.231,48
159,0,23320,Ryan Palmer,-.193,-13.706,71
160,0,20623,Gavin Coles,-.196,-11.158,57
160,0,27120,Troy Matteson,-.196,-16.294,83
162,0,30692,Scott Stallings,-.198,-13.489,68
163,0,28087,Kris Blanks,-.203,-12.185,60
164,0,27797,Derek Lamely,-.204,-11.402,56
165,0,11123,Chris Couch,-.205,-11.085,54
166,0,01724,Jeff Maggert,-.214,-16.657,78
167,0,29479,Scott Brown,-.219,-11.168,51
168,0,23623,Bo Van Pelt,-.220,-14.293,65
169,0,24604,Hunter Haas,-.223,-11.597,52
170,0,06036,Scott Dunlap,-.226,-10.395,46
171,0,27436,Graham DeLaet,-.234,-16.623,71
172,0,20229,Stewart Cink,-.239,-12.915,54
173,0,25892,Steve Wheatcroft,-.253,-10.628,42
174,0,30750,Tommy Gainey,-.262,-23.620,90
175,0,24358,Robert Garrigus,-.264,-19.567,74
176,0,31323,Gary Woodland,-.269,-14.243,53
177,0,10885,Robert Allenby,-.286,-18.862,66
177,0,27974,Sung Kang,-.286,-17.762,62
179,0,23903,Stephen Gangluff,-.296,-12.745,43
180,0,26951,Johnson Wagner,-.310,-23.523,76
181,0,32698,Bobby Gates,-.318,-24.194,76
182,0,25457,Alexandre Rocha,-.320,-15.994,50
183,0,21805,Harrison Frazar,-.325,-15.609,48
184,0,26679,Kevin Stadler,-.359,-25.141,70
185,0,27556,Ted Potter Jr.,-.428,-26.120,61
186,0,25572,Graeme McDowell,-.478,-18.150,38
187,0,28259,Sangmoon Bae,-.491,-27.978,57
188,0,26287,Roland Thatcher,-.498,-21.902,44
189,0,24940,Edward Loar,-.594,-25.529,43
190,0,01249,John Daly,-.604,-22.938,38
191,0,32334,Charlie Beljan,-.635,-27.320,43
