RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (IN INCHES),ATTEMPTS
69,0,30927,Brendon Todd,261.3,1185326,126
71,0,29725,Tony Finau,261.4,1750552,186
72,0,54421,Garrick Higgo,261.5,2278310,242
72,0,39971,Sungjae Im,261.5,2023658,215
72,0,23108,Matt Kuchar,261.5,1421728,151
72,0,58967,Trevor Werbylo,261.5,1355364,144
76,0,30163,Henrik Norlander,261.7,1262324,134
77,0,46601,Trey Mullinax,261.8,1573739,167
77,0,51890,Greyson Sigg,261.8,1809284,192
79,0,27936,Martin Laird,262.0,1461890,155
79,0,40162,Justin Lower,262.0,1471477,156
81,0,56762,Will Gordon,262.1,2396388,254
81,0,35461,Beau Hossler,262.1,2038345,216
81,0,31323,Gary Woodland,262.1,1877524,199
84,0,45609,Tyler Duncan,262.2,1774484,188
84,0,37275,Sam Ryder,262.2,1670924,177
86,0,49771,J.T. Poston,262.3,1633768,173
86,0,39324,J.J. Spaun,262.3,1869429,198
88,0,52411,Kyle Westmoreland,262.4,1369482,145
89,0,27214,Kevin Streelman,262.5,1606306,170
90,0,52375,Doug Ghim,262.6,1692046,179
90,0,50188,S.H. Kim,262.6,2410816,255
90,0,33122,Russell Knox,262.6,1209993,128
90,0,32640,Troy Merritt,262.6,1370558,145
90,0,36699,Patrick Rodgers,262.6,1796410,190
95,0,46435,Austin Cook,262.7,680862,72
95,0,35532,Tom Hoge,262.7,1702450,180
95,0,49766,Hank Lebioda,262.7,765982,81
95,0,35449,Adam Long,262.7,1607486,170
95,0,34466,Peter Malnati,262.7,1560387,165
100,0,47504,Sam Burns,262.8,1683721,178
100,0,54591,Ben Griffin,262.8,1797560,190
100,0,50525,Collin Morikawa,262.8,1277108,135
100,0,52513,Carson Young,262.8,1400464,148
104,0,25493,Nick Taylor,262.9,1343963,142
105,0,28089,Jason Day,263.0,1543530,163
105,0,35901,Paul Haley II,263.0,899494,95
105,0,26596,Ryan Moore,263.0,1173978,124
108,0,57362,Austin Eckroat,263.1,1676419,177
108,0,24502,Adam Scott,263.1,1326026,140
108,0,46340,Alex Smalley,263.1,1884923,199
111,0,39954,Cody Gribble,263.2,1099318,116
111,0,36799,Stephan Jaeger,263.2,2699980,285
111,0,27349,Alex Noren,263.2,1554134,164
111,0,48887,Matt Wallace,263.2,1392745,147
115,0,29535,Brice Garnett,263.3,1137371,120
115,0,55789,Taylor Montgomery,263.3,1696743,179
117,0,47983,Chad Ramey,263.5,1935295,204
117,0,57366,Cameron Young,263.5,1831069,193
119,0,32333,Kevin Tway,263.7,1765493,186
120,0,32791,K.H. Lee,263.8,1851754,195
120,0,27963,Chris Stroud,263.8,712394,75
120,0,33448,Justin Thomas,263.8,1756593,185
123,0,40006,Erik van Rooyen,264.1,1416670,149
124,0,33204,Shane Lowry,264.2,1264972,133
124,0,48119,Ben Taylor,264.2,1540733,162
126,0,33141,Keegan Bradley,264.3,1522213,160
126,0,39058,Lucas Herbert,264.3,1246575,131
128,0,34255,Joseph Bramlett,264.4,1770669,186
128,0,58696,Peter Kuest,264.4,1104112,116
128,0,25632,Jimmy Walker,264.4,1589822,167
128,0,54783,Dylan Wu,264.4,1656208,174
132,0,27644,Brian Harman,264.5,1409135,148
132,0,46717,Viktor Hovland,264.5,1866240,196
132,0,36326,David Lipsky,264.5,1609250,169
135,0,40058,Zac Blair,264.7,971867,102
135,0,29970,Dylan Frittelli,264.7,1296007,136
135,0,59018,Ryan Gerard,264.7,1162487,122
135,0,30692,Scott Stallings,264.7,1601103,168
135,0,32139,Danny Willett,264.7,905218,95
140,0,34046,Jordan Spieth,264.8,1496871,157
141,0,31646,Emiliano Grillo,265.0,1907963,200
141,0,23320,Ryan Palmer,265.0,1602449,168
141,0,34610,Matthias Schwab,265.0,1640700,172
144,0,46442,Maverick McNealy,265.1,1030743,108
145,0,51349,Nico Echavarria,265.2,1203150,126
146,0,29908,C.T. Pan,265.5,841139,88
147,0,55708,Hayden Buckley,265.6,1386556,145
147,0,34076,Joel Dahmen,265.6,1481783,155
147,0,51414,Brent Grant,265.6,1606129,168
147,0,39977,Max Homa,265.6,1874287,196
147,0,35506,Mackenzie Hughes,265.6,1625690,170
147,0,55182,Tom Kim,265.6,1797244,188
147,0,25818,Scott Piercy,265.6,1367363,143
147,0,48699,Callum Tarren,265.6,1998676,209
155,0,47993,Denny McCarthy,265.8,1416410,148
156,0,33399,Adam Hadwin,265.9,1627155,170
157,0,34099,Harris English,266.0,1695060,177
157,0,31560,Brian Stuard,266.0,565065,59
159,0,33413,Ben Martin,266.1,1686234,176
160,0,33410,Andrew Landry,266.2,1121140,117
161,0,48081,Xander Schauffele,266.3,1437943,150
161,0,55893,Sam Stevens,266.3,1821240,190
161,0,52374,Brandon Wu,266.3,1840986,192
164,0,45522,Christiaan Bezuidenhout,266.4,1371181,143
164,0,24024,Zach Johnson,266.4,796028,83
164,0,32816,Satoshi Kodaira,266.4,786383,82
164,0,49960,Sepp Straka,266.4,1534636,160
168,0,34363,Tyrrell Hatton,266.6,1391457,145
168,0,26476,Chez Reavie,266.6,1487622,155
170,0,32448,James Hahn,266.8,1479275,154
170,0,37455,Si Woo Kim,266.8,2074563,216
172,0,32366,Kevin Chappell,266.9,845588,88
172,0,30926,Chris Kirk,266.9,1421894,148
172,0,34409,David Lingmerth,266.9,826380,86
175,0,36871,Matt NeSmith,267.0,1787879,186
176,0,56630,Akshay Bhatia,267.1,1480873,154
176,0,49453,Trevor Cone,267.1,1730499,180
178,0,30911,Tommy Fleetwood,267.5,1386606,144
179,0,35310,Lanto Griffin,267.7,1098498,114
180,0,39997,Corey Conners,268.0,1765821,183
181,0,24925,Jonathan Byrd,268.1,752749,78
182,0,54628,Lee Hodges,268.2,2007918,208
182,0,46046,Scottie Scheffler,268.2,1979517,205
184,0,28252,Seamus Power,268.3,1429518,148
185,0,46414,Aaron Rai,268.4,2058260,213
186,0,51634,Sahith Theegala,268.5,2097313,217
187,0,36801,Mark Hubbard,268.9,2032687,210
188,0,47591,Eric Cole,269.2,2287057,236
188,0,40098,Matt Fitzpatrick,269.2,1463323,151
188,0,34256,Andrew Putnam,269.2,1579850,163
191,0,47079,Harrison Endycott,269.6,1407423,145
192,0,27129,Luke List,270.8,2603241,267
193,0,52453,Nicolai Hojgaard,272.2,793867,81
