RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
148,0,29289,S.Y. Noh,19.28%,16,83,-17,-13.00
149,0,46414,Aaron Rai,19.25%,41,213,-43,-21.00
150,0,24925,Jonathan Byrd,19.23%,15,78,-15,-13.00
151,0,33948,Byeong Hun An,19.18%,42,219,-44,E
152,0,51349,Nico Echavarria,19.05%,24,126,-22,-13.00
152,0,30927,Brendon Todd,19.05%,24,126,-27,-56.00
154,0,34256,Andrew Putnam,19.02%,31,163,-34,-53.00
155,0,51950,Max McGreevy,18.94%,25,132,-30,+11.00
156,0,28252,Seamus Power,18.92%,28,148,-28,-13.00
157,0,47591,Eric Cole,18.64%,44,236,-51,-33.00
157,0,34099,Harris English,18.64%,33,177,-36,-15.00
159,0,34610,Matthias Schwab,18.60%,32,172,-32,-10.00
160,0,36801,Mark Hubbard,18.57%,39,210,-38,-5.00
161,0,40098,Matt Fitzpatrick,18.54%,28,151,-31,-14.00
162,0,34046,Jordan Spieth,18.47%,29,157,-30,-11.00
163,0,39058,Lucas Herbert,18.32%,24,131,-25,+11.00
164,0,37455,Si Woo Kim,18.06%,39,216,-36,-12.00
165,0,35506,Mackenzie Hughes,17.65%,30,170,-33,-10.00
165,0,50188,S.H. Kim,17.65%,45,255,-47,-10.00
165,0,29221,Webb Simpson,17.65%,21,119,-25,-10.00
168,0,22056,Cameron Percy,17.39%,16,92,-17,-18.00
169,0,53165,Doc Redman,17.12%,19,111,-17,-29.00
170,0,35879,Kelly Kraft,17.02%,24,141,-26,-12.00
171,0,35901,Paul Haley II,16.84%,16,95,-17,-35.00
172,0,33597,Harry Higgs,16.39%,20,122,-24,-24.00
173,0,37275,Sam Ryder,16.38%,29,177,-28,-33.00
174,0,33410,Andrew Landry,16.24%,19,117,-18,-23.00
175,0,49766,Hank Lebioda,16.05%,13,81,-14,-17.00
176,0,31646,Emiliano Grillo,16.00%,32,200,-31,-20.00
177,0,32366,Kevin Chappell,15.91%,14,88,-18,-9.00
178,0,35449,Adam Long,15.88%,27,170,-32,-43.00
179,0,39546,Keith Mitchell,15.79%,30,190,-31,-9.00
180,0,52374,Brandon Wu,15.63%,30,192,-37,-17.00
181,0,34076,Joel Dahmen,15.48%,24,155,-21,-7.00
182,0,46442,Maverick McNealy,14.81%,16,108,-17,-1.00
183,0,25493,Nick Taylor,14.79%,21,142,-22,-35.00
184,0,51634,Sahith Theegala,14.75%,32,217,-32,+3.00
185,0,32139,Danny Willett,14.74%,14,95,-16,-6.00
186,0,30911,Tommy Fleetwood,14.58%,21,144,-23,-9.00
187,0,33413,Ben Martin,14.20%,25,176,-27,-36.00
188,0,29535,Brice Garnett,14.17%,17,120,-19,-13.00
189,0,31560,Brian Stuard,13.56%,8,59,-9,-27.00
190,0,24024,Zach Johnson,13.25%,11,83,-9,-27.00
191,0,34409,David Lingmerth,12.79%,11,86,-11,-36.00
192,0,22371,Aaron Baddeley,12.15%,13,107,-12,-22.00
193,0,46435,Austin Cook,9.72%,7,72,-8,-35.00
