RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DISTANCE (INCHES),ATTEMPTS,TOTAL DISTANCE (FEET),RELATIVE TO PAR
60,0,20766,Padraig Harrington,42' 10",88860,173,7405.000,+14.00
60,0,29289,S.Y. Noh,42' 10",168609,328,14050.750,+16.00
63,0,23788,D.J. Trahan,42' 11",112349,218,9362.417,+36.00
64,0,27644,Brian Harman,43' 0",146609,284,12217.417,+57.00
64,0,30852,Ryo Ishikawa,43' 0",88178,171,7348.167,+22.00
64,0,29478,Kevin Kisner,43' 0",103149,200,8595.750,+32.00
64,0,27963,Chris Stroud,43' 0",126905,246,10575.417,+27.00
64,0,25892,Steve Wheatcroft,43' 0",85654,166,7137.833,+29.00
69,0,29420,Billy Horschel,43' 2",82441,159,6870.083,+20.00
70,0,06034,Marco Dawson,43' 3",96590,186,8049.167,+35.00
71,0,06004,Stephen Ames,43' 4",79540,153,6628.333,+29.00
72,0,01706,Davis Love III,43' 5",109858,211,9154.833,+11.00
72,0,31202,William McGirt,43' 5",155200,298,12933.333,+23.00
74,0,23718,Nathan Green,43' 6",115300,221,9608.333,+29.00
74,0,26679,Kevin Stadler,43' 6",119127,228,9927.250,+36.00
76,0,23135,Tim Clark,43' 7",72639,139,6053.250,+24.00
76,0,24924,Bill Haas,43' 7",110779,212,9231.583,+27.00
76,0,22961,David Mathis,43' 7",128013,245,10667.750,+42.00
76,0,28475,Jeff Overton,43' 7",187079,358,15589.917,+39.00
80,0,20104,Ken Duke,43' 8",160766,307,13397.167,+40.00
80,0,06036,Scott Dunlap,43' 8",81207,155,6767.250,+20.00
80,0,23903,Stephen Gangluff,43' 8",103198,197,8599.833,+52.00
80,0,27933,John Merrick,43' 8",134575,257,11214.583,+35.00
84,0,21805,Harrison Frazar,43' 9",107150,204,8929.167,+46.00
85,0,20098,Stuart Appleby,43' 11",113380,215,9448.333,+34.00
85,0,28087,Kris Blanks,43' 11",101677,193,8473.083,+34.00
85,0,30944,Jason Kokrak,43' 11",163321,310,13610.083,+29.00
85,0,22405,Justin Rose,43' 11",96002,182,8000.167,+2.00
89,0,20070,Matt Bettencourt,44' 0",143222,271,11935.167,+65.00
90,0,30750,Tommy Gainey,44' 1",193520,366,16126.667,+69.00
90,0,27141,J.B. Holmes,44' 1",184734,349,15394.500,+28.00
90,0,01810,Phil Mickelson,44' 1",132291,250,11024.250,+10.00
90,0,27095,Nick Watney,44' 1",154509,292,12875.750,+34.00
94,0,01941,Tom Pernice Jr.,44' 3",102520,193,8543.333,+38.00
95,0,32150,Michael Thompson,44' 4",123999,233,10333.250,+37.00
96,0,12510,Chad Campbell,44' 5",142877,268,11906.417,+50.00
96,0,22348,Nick O'Hern,44' 5",127302,239,10608.500,+60.00
96,0,25240,D.A. Points,44' 5",151336,284,12611.333,+9.00
96,0,10213,Dicky Pride,44' 5",91181,171,7598.417,+33.00
96,0,21878,Mark Wilson,44' 5",99652,187,8304.333,+18.00
101,0,28307,Matt Every,44' 6",118533,222,9877.750,+11.00
101,0,25457,Alexandre Rocha,44' 6",90194,169,7516.167,+29.00
101,0,23621,Rory Sabbatini,44' 6",150052,281,12504.333,+50.00
101,0,26951,Johnson Wagner,44' 6",155375,291,12947.917,+36.00
105,0,33120,Mark Anderson,44' 7",142949,267,11912.417,+34.00
105,0,22371,Aaron Baddeley,44' 7",124040,232,10336.667,+20.00
105,0,24358,Robert Garrigus,44' 7",165329,309,13777.417,+17.00
105,0,22913,John Rollins,44' 7",137443,257,11453.583,+35.00
109,0,23638,Brendon de Jonge,44' 8",186635,348,15552.917,+36.00
109,0,23353,J.J. Henry,44' 8",122165,228,10180.417,+49.00
109,0,21731,Freddie Jacobson,44' 8",88508,165,7375.667,+31.00
109,0,27936,Martin Laird,44' 8",112030,209,9335.833,+26.00
113,0,23983,Luke Donald,44' 9",89636,167,7469.667,+5.00
113,0,27064,Jhonattan Vegas,44' 9",167528,312,13960.667,+44.00
115,0,27436,Graham DeLaet,44' 11",144001,267,12000.083,+22.00
115,0,27120,Troy Matteson,44' 11",203727,378,16977.250,+48.00
117,0,34174,John Huh,45' 0",137757,255,11479.750,+28.00
117,0,23800,Bryce Molder,45' 0",138286,256,11523.833,+28.00
117,0,25396,Kevin Na,45' 0",112815,209,9401.250,+18.00
120,0,01116,Michael Bradley,45' 1",133093,246,11091.083,+47.00
120,0,24494,Erik Compton,45' 1",141295,261,11774.583,+37.00
120,0,23108,Matt Kuchar,45' 1",120626,223,10052.167,+26.00
123,0,20574,Mathew Goggin,45' 3",127079,234,10589.917,+31.00
123,0,06573,Brandt Jobe,45' 3",81454,150,6787.833,+16.00
123,0,27974,Sung Kang,45' 3",135121,249,11260.083,+52.00
123,0,01724,Jeff Maggert,45' 3",124266,229,10355.500,+42.00
127,0,26851,Marc Leishman,45' 4",182174,335,15181.167,+49.00
127,0,27556,Ted Potter Jr.,45' 4",119146,219,9928.833,+28.00
127,0,22548,Patrick Sheehan,45' 4",97868,180,8155.667,+29.00
130,0,20229,Stewart Cink,45' 5",131987,242,10998.917,+27.00
130,0,24138,Ian Poulter,45' 5",59948,110,4995.667,+5.00
132,0,21961,Charles Howell III,45' 6",179118,328,14926.500,+22.00
132,0,29222,Billy Hurley III,45' 6",119645,219,9970.417,+56.00
132,0,33419,Cameron Tringale,45' 6",131618,241,10968.167,+44.00
135,0,27649,Brandt Snedeker,45' 7",125204,229,10433.667,+38.00
136,0,21753,Brian Davis,45' 8",128345,234,10695.417,+36.00
136,0,10809,Jim Furyk,45' 8",107434,196,8952.833,+10.00
138,0,01797,Rocco Mediate,45' 9",123007,224,10250.583,+46.00
138,0,23320,Ryan Palmer,45' 9",155349,283,12945.750,+40.00
140,0,28455,Will Claxton,45' 10",156683,285,13056.917,+38.00
140,0,32698,Bobby Gates,45' 10",163438,297,13619.833,+43.00
140,0,26758,David Hearn,45' 10",163865,298,13655.417,+45.00
143,0,27770,Camilo Villegas,45' 11",143336,260,11944.667,+54.00
143,0,20396,Lee Westwood,45' 11",84903,154,7075.250,+15.00
145,0,28089,Jason Day,46' 0",120393,218,10032.750,+7.00
145,0,24604,Hunter Haas,46' 0",113727,206,9477.250,+28.00
147,0,31558,J.J. Killeen,46' 1",195678,354,16306.500,+47.00
147,0,30926,Chris Kirk,46' 1",181841,329,15153.417,+36.00
149,0,34099,Harris English,46' 2",176596,319,14716.333,+55.00
150,0,19846,Brian Gay,46' 3",138705,250,11558.750,+40.00
150,0,24140,Sean O'Hair,46' 3",160984,290,13415.333,+55.00
150,0,24361,Pat Perez,46' 3",130885,236,10907.083,+21.00
150,0,25562,Andres Romero,46' 3",117127,211,9760.583,+26.00
154,0,32200,Roberto Castro,46' 4",139104,250,11592.000,+31.00
155,0,10860,Justin Leonard,46' 5",139265,250,11605.417,+44.00
156,0,21407,Arjun Atwal,46' 6",139934,251,11661.167,+61.00
156,0,24024,Zach Johnson,46' 6",127878,229,10656.500,+33.00
156,0,20572,Rod Pampling,46' 6",124477,223,10373.083,+50.00
156,0,30927,Brendon Todd,46' 6",135143,242,11261.917,+46.00
160,0,01766,Billy Mayfair,46' 7",146579,262,12214.917,+34.00
161,0,29910,Blake Adams,46' 9",159309,284,13275.750,+37.00
161,0,20593,Greg Chalmers,46' 9",146873,262,12239.417,+38.00
161,0,27214,Kevin Streelman,46' 9",151009,269,12584.083,+43.00
161,0,25632,Jimmy Walker,46' 9",225440,402,18786.667,+42.00
165,0,32102,Rickie Fowler,46' 10",116911,208,9742.583,+25.00
165,0,24502,Adam Scott,46' 10",91107,162,7592.250,+21.00
167,0,32366,Kevin Chappell,46' 11",163823,291,13651.917,+66.00
167,0,24357,K.J. Choi,46' 11",105317,187,8776.417,+32.00
169,0,24940,Edward Loar,47' 0",107065,190,8922.083,+39.00
169,0,26596,Ryan Moore,47' 0",144958,257,12079.833,+44.00
171,0,27797,Derek Lamely,47' 1",132144,234,11012.000,+37.00
172,0,21209,Sergio Garcia,47' 5",93884,165,7823.667,+5.00
173,0,23409,James Driscoll,47' 6",167047,293,13920.583,+50.00
174,0,24507,Jason Bohn,47' 8",121253,212,10104.417,+35.00
175,0,23204,Gary Christian,47' 9",135770,237,11314.167,+71.00
175,0,21350,Ryuji Imada,47' 9",166710,291,13892.500,+54.00
175,0,31323,Gary Woodland,47' 9",127757,223,10646.417,+44.00
178,0,01320,Bob Estes,47' 10",134219,234,11184.917,+35.00
178,0,27466,Spencer Levin,47' 10",157341,274,13111.750,+43.00
180,0,35139,Richard Lee,47' 11",109334,190,9111.167,+37.00
181,0,20645,John Senden,48' 4",114782,198,9565.167,+15.00
182,0,08793,Tiger Woods,48' 7",96797,166,8066.417,+8.00
183,0,26300,Matt Jones,48' 8",103309,177,8609.083,+29.00
184,0,19970,Robert Karlsson,48' 10",99094,169,8257.833,+30.00
185,0,08725,Tom Gillis,49' 0",122294,208,10191.167,+40.00
186,0,24490,George McNeill,49' 4",149118,252,12426.500,+54.00
187,0,28259,Sangmoon Bae,49' 10",145343,243,12111.917,+55.00
188,0,08075,Jerry Kelly,50' 0",115124,192,9593.667,+56.00
189,0,24663,Y.E. Yang,50' 1",103333,172,8611.083,+33.00
190,0,21528,Henrik Stenson,50' 5",88308,146,7359.000,+23.00
191,0,30711,Colt Knost,50' 9",124887,205,10407.250,+62.00
