RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL SG:APP,MEASURED ROUNDS
85,0,26951,Johnson Wagner,.144,9.761,68
86,0,20160,Charlie Wi,.141,12.422,88
87,0,27095,Nick Watney,.133,11.183,84
88,0,08075,Jerry Kelly,.127,9.383,74
89,0,24227,Justin Bolli,.117,8.575,73
90,0,27936,Martin Laird,.113,9.563,85
90,0,27120,Troy Matteson,.113,10.042,89
92,0,27214,Kevin Streelman,.106,10.286,97
93,0,10505,Shane Bertsch,.102,9.202,90
94,0,06643,Paul Goydos,.098,6.578,67
95,0,21805,Harrison Frazar,.097,6.017,62
96,0,06090,Jim McGovern,.089,5.601,63
97,0,01724,Jeff Maggert,.085,6.753,79
98,0,08931,Glen Day,.079,4.408,56
99,0,01577,Lee Janzen,.062,4.674,75
100,0,01313,Steve Elkington,.054,3.933,73
101,0,27933,John Merrick,.040,3.117,77
102,0,21753,Brian Davis,.038,3.899,102
103,0,06251,Chris DiMarco,.032,2.446,76
104,0,24924,Bill Haas,.031,2.813,90
105,0,24925,Jonathan Byrd,.028,2.119,77
106,0,23614,Rich Beem,.027,2.095,79
107,0,01035,Tommy Armour III,.015,.999,66
108,0,23623,Bo Van Pelt,.014,1.277,93
109,0,26679,Kevin Stadler,.013,.933,73
110,0,01766,Billy Mayfair,.003,.328,95
111,0,25396,Kevin Na,.000,-.004,91
112,0,08385,Omar Uresti,-.007,-.423,63
113,0,12823,Carlos Franco,-.011,-.720,63
114,0,23621,Rory Sabbatini,-.013,-.794,63
114,0,22548,Patrick Sheehan,-.013,-1.410,105
116,0,20572,Rod Pampling,-.020,-1.356,68
117,0,01473,Todd Hamilton,-.026,-1.917,74
118,0,20574,Mathew Goggin,-.027,-2.241,82
119,0,23497,Tag Ridings,-.030,-2.406,81
120,0,28475,Jeff Overton,-.036,-3.286,91
121,0,23353,J.J. Henry,-.043,-4.293,99
122,0,21959,Ted Purdy,-.051,-2.988,59
123,0,21878,Mark Wilson,-.055,-5.702,104
124,0,24449,Parker McLachlin,-.067,-5.282,79
125,0,10649,Tom Scherrer,-.073,-3.203,44
126,0,20105,Jeff Gove,-.075,-3.301,44
127,0,26596,Ryan Moore,-.077,-4.875,63
128,0,23541,Ben Crane,-.081,-6.055,75
128,0,20634,Peter Lonard,-.081,-6.488,80
128,0,25632,Jimmy Walker,-.081,-5.045,62
128,0,25349,Tim Wilkinson,-.081,-6.502,80
132,0,23778,Brad Adamonis,-.084,-6.376,76
133,0,22892,Jason Gore,-.100,-8.529,85
134,0,01024,Billy Andrade,-.110,-6.801,62
135,0,19913,Ron Whittaker,-.112,-4.599,41
136,0,23409,James Driscoll,-.116,-8.782,76
137,0,06034,Marco Dawson,-.140,-7.574,54
138,0,23349,Charles Warren,-.148,-10.963,74
139,0,27561,Nick Flanagan,-.159,-12.736,80
140,0,30750,Tommy Gainey,-.168,-7.705,46
141,0,27060,John Mallinger,-.169,-14.222,84
142,0,26420,Richard Johnson,-.171,-8.365,49
143,0,27141,J.B. Holmes,-.172,-11.889,69
144,0,22621,Ben Curtis,-.173,-10.901,63
145,0,25842,Jon Mills,-.174,-13.549,78
146,0,22371,Aaron Baddeley,-.192,-11.532,60
147,0,20382,Stephen Leaney,-.197,-8.883,45
148,0,22913,John Rollins,-.200,-15.801,79
149,0,20443,Jin Park,-.215,-15.073,70
150,0,26500,Alejandro Cañizares,-.219,-8.991,41
150,0,12716,Charley Hoffman,-.219,-18.832,86
152,0,27963,Chris Stroud,-.224,-14.763,66
153,0,24912,Will MacKenzie,-.239,-13.620,57
154,0,01139,Olin Browne,-.243,-16.979,70
155,0,12680,Shigeki Maruyama,-.244,-10.230,42
156,0,11032,Frank Lickliter II,-.246,-24.636,100
157,0,26695,Michael Letzig,-.257,-19.037,74
158,0,20433,Mark Hensby,-.263,-16.845,64
159,0,30925,Dustin Johnson,-.268,-21.747,81
160,0,20663,Brenden Pappas,-.292,-16.338,56
161,0,10585,Scott McCarron,-.297,-16.027,54
162,0,07547,Craig Kanada,-.312,-17.134,55
163,0,24138,Ian Poulter,-.320,-11.511,36
164,0,26668,Marc Turnesa,-.323,-24.560,76
165,0,23718,Nathan Green,-.342,-31.079,91
166,0,28780,Nicholas Thompson,-.344,-33.059,96
167,0,25720,Chad Collins,-.345,-21.731,63
168,0,23797,Brett Rumford,-.348,-21.202,61
169,0,26300,Matt Jones,-.354,-29.719,84
170,0,23048,Eric Axley,-.362,-35.445,98
171,0,06012,Greg Kraft,-.367,-18.341,50
172,0,28089,Jason Day,-.373,-28.751,77
173,0,19803,Ryan Armour,-.388,-29.510,76
174,0,12782,Tim Herron,-.404,-35.121,87
175,0,01948,Tim Petrovic,-.408,-33.008,81
176,0,12826,Paul Claxton,-.421,-21.065,50
177,0,22806,Doug LaBelle II,-.431,-21.997,51
178,0,21949,Joe Ogilvie,-.443,-38.572,87
179,0,21461,Kenneth Ferrie,-.481,-28.879,60
180,0,12309,Bob Sowards,-.483,-25.091,52
181,0,12660,Jesper Parnevik,-.501,-37.547,75
182,0,09011,David Duval,-.530,-21.720,41
183,0,20378,Mathias Grönberg,-.550,-43.453,79
184,0,25562,Andres Romero,-.553,-27.106,49
185,0,26631,Cody Freeman,-.569,-31.308,55
186,0,23125,Brad Elder,-.641,-34.640,54
187,0,20127,Chris Riley,-.646,-25.849,40
188,0,01707,Steve Lowery,-.706,-47.272,67
189,0,25594,Travis Perkins,-.730,-29.208,40
190,0,23540,Jason Allred,-.735,-36.773,50
191,0,27613,David Lutterus,-.745,-37.266,50
192,0,08537,J.P. Hayes,-.747,-47.082,63
193,0,22582,Kyle Thompson,-.749,-42.701,57
194,0,21633,Steve Allan,-.758,-36.364,48
195,0,20850,Daniel Chopra,-.760,-52.446,69
196,0,10875,Todd Demsey,-.906,-64.297,71
197,0,23157,Richard Johnson,-.962,-65.403,68
