RANK,MOVEMENT,PLAYER_ID,PLAYER,%,ATTEMPTS,NON-ATTEMPTS,RTP-GOING FOR THE GREEN,RTP-NOT GOING FOR THE GRN
67,0,46442,Maverick McNealy,61.92,161,99,-78,-17
68,0,23788,D.J. Trahan,61.83,115,71,-57,E
69,0,27349,Alex Noren,61.74,192,119,-110,-11
70,0,29268,Bronson Burgoon,61.40,132,83,-65,+4
71,0,29725,Tony Finau,61.21,172,109,-104,-4
72,0,32791,K.H. Lee,61.08,226,144,-132,+3
73,0,29926,Danny Lee,61.04,141,90,-72,+10
74,0,37275,Sam Ryder,60.96,153,98,-73,+1
75,0,27141,J.B. Holmes,60.89,109,70,-50,-4
76,0,34264,Hudson Swafford,60.85,157,101,-93,-3
77,0,48822,Sebastián Muñoz,60.75,226,146,-122,-14
78,0,46441,Robby Shelton,60.30,161,106,-76,+5
79,0,27554,Scott Harrington,60.16,151,100,-76,+8
80,0,40006,Erik van Rooyen,60.08,155,103,-95,-6
81,0,32662,Michael Gligic,60.00,141,94,-74,-7
81,0,34360,Patrick Reed,60.00,153,102,-95,-8
83,0,47128,Richy Werenski,59.94,199,133,-105,-14
84,0,21961,Charles Howell III,59.81,125,84,-72,-10
85,0,20396,Lee Westwood,59.80,119,80,-64,+6
86,0,28252,Seamus Power,59.76,101,68,-68,-8
87,0,27644,Brian Harman,59.34,197,135,-118,-27
88,0,26851,Marc Leishman,59.25,157,108,-74,-15
89,0,30163,Henrik Norlander,59.04,173,120,-90,-5
90,0,32333,Kevin Tway,58.88,116,81,-62,-12
91,0,33597,Harry Higgs,58.80,177,124,-115,+4
92,0,29479,Scott Brown,58.73,148,104,-80,+6
93,0,45609,Tyler Duncan,58.55,178,126,-78,E
94,0,26329,Louis Oosthuizen,58.37,136,97,-86,-24
95,0,37189,Harold Varner III,57.95,175,127,-101,-9
96,0,39977,Max Homa,57.78,156,114,-98,-12
96,0,35104,Tom Lewis,57.78,156,114,-81,-9
98,0,25396,Kevin Na,57.77,171,125,-109,-13
99,0,30692,Scott Stallings,57.56,156,115,-77,-6
100,0,35310,Lanto Griffin,57.36,187,139,-109,-17
101,0,25900,Lucas Glover,57.33,176,131,-83,-11
102,0,35617,Martin Trainer,56.99,106,80,-54,+8
103,0,32816,Satoshi Kodaira,56.80,142,108,-72,-6
104,0,22405,Justin Rose,56.76,84,64,-48,-4
105,0,45526,Abraham Ancer,56.75,185,141,-111,-24
106,0,29908,C.T. Pan,56.73,139,106,-74,-1
107,0,31420,Anirban Lahiri,56.52,117,90,-73,-12
108,0,33486,Roger Sloan,56.15,137,107,-71,-9
109,0,34363,Tyrrell Hatton,55.96,108,85,-56,-2
110,0,32757,Patton Kizzire,55.86,205,162,-120,-37
111,0,39997,Corey Conners,55.62,188,150,-104,-15
112,0,33419,Cameron Tringale,55.42,179,144,-106,-27
113,0,33413,Ben Martin,55.24,79,64,-45,-4
114,0,25493,Nick Taylor,55.13,188,153,-106,-8
115,0,35506,Mackenzie Hughes,55.07,163,133,-97,-2
116,0,27214,Kevin Streelman,54.88,180,148,-87,-23
117,0,32448,James Hahn,54.85,130,107,-76,-4
118,0,49298,Kramer Hickok,54.63,118,98,-70,+3
119,0,24781,Hunter Mahan,54.60,89,74,-43,+2
120,0,27770,Camilo Villegas,54.58,131,109,-79,E
121,0,39953,Chase Seiffert,54.42,117,98,-56,-10
122,0,52375,Doug Ghim,54.38,149,125,-80,-23
123,0,29518,Brendan Steele,54.32,151,127,-75,+1
124,0,28775,Nate Lashley,54.25,115,97,-60,+1
125,0,33404,Chris Baker,54.23,77,65,-30,+3
126,0,47347,Adam Schenk,54.22,167,141,-108,-10
127,0,27936,Martin Laird,54.04,154,131,-92,-3
128,0,31646,Emiliano Grillo,53.68,146,126,-79,+3
129,0,48887,Matt Wallace,53.57,75,65,-42,-7
130,0,32102,Rickie Fowler,53.23,140,123,-61,-9
131,0,27330,Josh Teater,53.03,70,62,-51,-8
132,0,48119,Ben Taylor,52.89,64,57,-48,+2
133,0,24138,Ian Poulter,52.76,105,94,-61,-11
134,0,34431,Robert Streb,52.73,135,121,-79,-2
135,0,34563,Chesson Hadley,52.68,118,106,-70,+5
136,0,33120,Mark Anderson,52.63,70,63,-36,-15
137,0,35230,Nelson Ledesma,52.59,71,64,-39,-2
138,0,32150,Michael Thompson,52.45,139,126,-77,-1
139,0,30926,Chris Kirk,52.30,148,135,-70,-3
140,0,48045,Michael Gellerman,51.97,66,61,-35,-1
141,0,24140,Sean O'Hair,51.96,93,86,-49,-10
142,0,33204,Shane Lowry,51.82,128,119,-74,-14
143,0,29974,Branden Grace,51.63,127,119,-69,-5
144,0,53165,Doc Redman,51.61,144,135,-65,-8
145,0,24924,Bill Haas,51.56,66,62,-38,-7
146,0,34098,Russell Henley,51.49,156,147,-93,-17
146,0,23108,Matt Kuchar,51.49,121,114,-62,-12
148,0,33410,Andrew Landry,51.48,122,115,-57,-3
149,0,31557,Jim Herman,51.38,112,106,-59,-14
149,0,35532,Tom Hoge,51.38,186,176,-103,-23
149,0,27974,Sung Kang,51.38,149,141,-71,+20
152,0,23621,Rory Sabbatini,51.36,132,125,-69,-10
153,0,24361,Pat Perez,51.14,157,150,-100,-25
154,0,29535,Brice Garnett,50.79,129,125,-74,-21
155,0,34174,John Huh,50.52,98,96,-54,-11
156,0,23623,Bo Van Pelt,50.45,111,109,-53,-22
157,0,33490,Bo Hoag,50.34,149,147,-85,-24
158,0,34076,Joel Dahmen,50.18,137,136,-69,-1
159,0,47993,Denny McCarthy,50.00,153,153,-79,-18
159,0,32254,Xinjun Zhang,50.00,96,96,-46,+4
161,0,25632,Jimmy Walker,49.80,122,123,-62,-1
162,0,34314,Sebastian Cappelen,49.67,76,77,-40,-4
163,0,35449,Adam Long,49.64,137,139,-79,E
164,0,39324,J.J. Spaun,49.51,101,103,-48,-17
165,0,32139,Danny Willett,49.11,55,57,-32,-5
166,0,29478,Kevin Kisner,48.86,129,135,-65,-11
167,0,33399,Adam Hadwin,48.67,146,154,-90,-1
168,0,39975,Michael Kim,48.56,101,107,-58,+2
169,0,22056,Cameron Percy,48.31,114,122,-66,-10
170,0,27556,Ted Potter Jr.,48.25,110,118,-62,-7
171,0,24024,Zach Johnson,48.01,133,144,-71,-8
172,0,30110,Kyle Stanley,46.85,134,152,-59,+2
173,0,22371,Aaron Baddeley,46.43,65,75,-38,-10
174,0,33122,Russell Knox,46.39,148,171,-84,-6
175,0,36801,Mark Hubbard,46.26,161,187,-93,-28
176,0,26499,Rafa Cabrera Bello,45.99,109,128,-60,-4
177,0,27095,Nick Watney,45.78,76,90,-40,+5
178,0,27942,Rob Oppenheim,45.50,101,121,-79,-19
179,0,19846,Brian Gay,45.26,105,127,-63,-12
180,0,34256,Andrew Putnam,44.90,132,162,-67,-34
181,0,49766,Hank Lebioda,44.80,99,122,-69,-29
182,0,46435,Austin Cook,44.49,113,141,-62,-16
183,0,27649,Brandt Snedeker,44.01,125,159,-80,-35
184,0,34466,Peter Malnati,42.34,105,143,-62,-24
185,0,32640,Troy Merritt,42.16,129,177,-78,-17
186,0,30927,Brendon Todd,42.12,115,158,-72,-28
187,0,19803,Ryan Armour,41.95,112,155,-60,-21
188,0,25686,Jason Dufner,41.94,117,162,-58,-22
189,0,26476,Chez Reavie,41.39,113,160,-52,-8
190,0,32618,Rhein Gibson,41.10,60,86,-33,-1
191,0,28679,Fabián Gómez,40.31,52,77,-28,-2
192,0,23983,Luke Donald,39.34,72,111,-29,-18
193,0,23325,Vaughn Taylor,35.74,89,160,-49,-33
194,0,31560,Brian Stuard,35.22,118,217,-70,-44
195,0,26758,David Hearn,27.93,50,129,-28,-16
196,0,24357,K.J. Choi,26.01,45,128,-23,-21
