YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 320+,TOTAL DRVS - OVERALL,RELATIVE TO PAR
2024,93,0,30926,Chris Kirk,16.23%,25,154,-0.44
2024,94,0,50095,Austin Smotherman,16.04%,17,106,-0.29
2024,95,0,48153,Matthieu Pavon,15.87%,20,126,-0.35
2024,96,0,55182,Tom Kim,15.82%,25,158,-0.40
2024,97,0,47347,Adam Schenk,15.76%,29,184,-0.24
2024,98,0,56630,Akshay Bhatia,15.70%,27,172,-0.48
2024,99,0,33653,Thomas Detry,15.67%,21,134,-0.29
2024,100,0,34099,Harris English,15.59%,29,186,-0.24
2024,101,0,39997,Corey Conners,15.52%,27,174,-0.56
2024,102,0,55708,Hayden Buckley,15.49%,22,142,-0.32
2024,103,0,23320,Ryan Palmer,15.48%,13,84,-0.69
2024,104,0,29908,C.T. Pan,15.25%,18,118,-0.50
2024,105,0,32366,Kevin Chappell,15.18%,17,112,-0.47
2024,106,0,12716,Charley Hoffman,15.00%,21,140,-0.76
2024,107,0,52375,Doug Ghim,14.84%,27,182,-0.52
2024,108,0,51997,Andrew Novak,14.46%,24,166,-0.58
2024,109,0,47995,Davis Riley,14.38%,21,146,-0.38
2024,110,0,50493,Justin Suh,14.19%,21,148,-0.62
2024,111,0,28252,Seamus Power,14.06%,27,192,-0.37
2024,112,0,34466,Peter Malnati,14.00%,21,150,-0.14
2024,113,0,40026,Daniel Berger,13.82%,21,152,-0.67
2024,114,0,28089,Jason Day,13.77%,19,138,-0.21
2024,115,0,47591,Eric Cole,13.55%,29,214,-0.21
2024,116,0,40098,Matt Fitzpatrick,13.38%,19,142,-0.37
2024,117,0,37275,Sam Ryder,13.33%,20,150,-0.60
2024,118,0,36871,Matt NeSmith,13.19%,19,144,-0.37
2024,119,0,35506,Mackenzie Hughes,13.16%,25,190,-0.36
2024,120,0,51349,Nico Echavarria,13.07%,23,176,-0.48
2024,121,0,27349,Alex Noren,13.04%,18,138,-0.56
2024,122,0,32102,Rickie Fowler,12.99%,20,154,-0.30
2024,123,0,34021,Bud Cauley,12.96%,14,108,-0.29
2024,124,0,47806,Raul Pereda,12.77%,12,94,-0.67
2024,125,0,39971,Sungjae Im,12.64%,22,174,-0.32
2024,126,0,29420,Billy Horschel,12.50%,19,152,-0.37
2024,127,0,52513,Carson Young,12.21%,21,172,-0.52
2024,128,0,32839,Hideki Matsuyama,12.16%,18,148,-0.39
2024,129,0,55789,Taylor Montgomery,12.04%,13,108,-0.38
2024,130,0,30911,Tommy Fleetwood,11.97%,17,142,-0.41
2024,131,0,54783,Dylan Wu,11.88%,19,160,-0.79
2024,132,0,51890,Greyson Sigg,11.84%,18,152,-0.33
2024,133,0,48319,Tom Whitney,11.76%,16,136,-0.69
2024,134,0,52666,Sami Valimaki,11.67%,14,120,-0.57
2024,135,0,32367,Jorge Campillo,11.54%,12,104,-0.25
2024,136,0,45609,Tyler Duncan,11.43%,16,140,-0.50
2024,137,0,40162,Justin Lower,11.34%,22,194,-0.73
2024,138,0,46414,Aaron Rai,11.05%,19,172,-0.42
2024,139,0,27214,Kevin Streelman,10.87%,15,138,-0.80
2024,140,0,51287,Ryo Hisatsune,10.71%,18,168,-0.56
2024,140,0,33204,Shane Lowry,10.71%,15,140,-0.27
2024,142,0,40115,Adam Svensson,10.28%,22,214,-0.23
2024,143,0,34076,Joel Dahmen,10.11%,18,178,-0.61
2024,144,0,47983,Chad Ramey,9.64%,16,166,-0.38
2024,145,0,39327,Ben Silverman,9.62%,15,156,-0.60
2024,146,0,35532,Tom Hoge,9.41%,19,202,-0.53
2024,147,0,54591,Ben Griffin,9.38%,21,224,-0.67
2024,148,0,46441,Robby Shelton,9.21%,14,152,-0.71
2024,149,0,33486,Roger Sloan,9.09%,12,132,E
2024,150,0,57900,Chandler Phillips,9.04%,15,166,-0.53
2024,151,0,22405,Justin Rose,9.02%,11,122,-0.55
2024,152,0,54628,Lee Hodges,8.79%,16,182,-0.50
2024,153,0,32640,Troy Merritt,8.78%,13,148,-0.92
2024,154,0,37455,Si Woo Kim,8.52%,15,176,-0.07
2024,155,0,25493,Nick Taylor,8.43%,14,166,-0.64
2024,156,0,27936,Martin Laird,8.33%,12,144,-0.50
2024,156,0,30163,Henrik Norlander,8.33%,11,132,-0.82
2024,158,0,49771,J.T. Poston,8.24%,14,170,-0.21
2024,159,0,33399,Adam Hadwin,8.23%,13,158,+0.08
2024,159,0,50525,Collin Morikawa,8.23%,13,158,-0.23
2024,161,0,36801,Mark Hubbard,8.08%,16,198,-0.56
2024,162,0,49960,Sepp Straka,7.79%,12,154,-0.50
2024,163,0,45522,Christiaan Bezuidenhout,7.24%,11,152,-0.09
2024,164,0,36884,Ben Kohles,7.06%,12,170,-0.58
2024,165,0,27644,Brian Harman,6.90%,12,174,-0.42
2024,165,0,47993,Denny McCarthy,6.90%,12,174,E
2024,167,0,31646,Emiliano Grillo,6.47%,11,170,-0.73
2024,168,0,27770,Camilo Villegas,6.14%,7,114,-0.57
2024,169,0,25900,Lucas Glover,5.91%,11,186,-0.73
2024,170,0,26476,Chez Reavie,5.88%,8,136,-0.75
2024,171,0,36326,David Lipsky,5.80%,8,138,-0.38
2024,172,0,34098,Russell Henley,5.48%,8,146,-0.50
2024,173,0,27649,Brandt Snedeker,5.17%,6,116,-0.33
2024,174,0,52374,Brandon Wu,4.94%,8,162,-0.25
2024,175,0,26596,Ryan Moore,4.86%,7,144,-0.14
2024,176,0,28775,Nate Lashley,4.73%,7,148,-0.86
2024,177,0,29478,Kevin Kisner,4.63%,5,108,E
2024,178,0,23108,Matt Kuchar,4.11%,6,146,-0.33
2024,179,0,30927,Brendon Todd,3.54%,7,198,-0.57
2024,180,0,29535,Brice Garnett,3.13%,3,96,-0.33
2024,180,0,24024,Zach Johnson,3.13%,3,96,-0.33
2024,182,0,22371,Aaron Baddeley,2.74%,4,146,E
2024,183,0,34256,Andrew Putnam,2.53%,4,158,-0.50
2024,184,0,40058,Zac Blair,2.44%,4,164,-1.00
2023,1,0,28237,Rory McIlroy,63.28%,81,128,-0.35
2023,2,0,58696,Peter Kuest,58.70%,54,92,-0.26
2023,3,0,51491,Brandon Matthews,55.08%,65,118,-0.32
2023,4,0,52372,Cameron Champ,48.08%,75,156,-0.37
2023,5,0,52453,Nicolai Hojgaard,44.57%,41,92,-0.37
2023,6,0,33948,Byeong Hun An,43.81%,92,210,-0.29
2023,7,0,34255,Joseph Bramlett,42.50%,68,160,-0.40
2023,8,0,57366,Cameron Young,41.86%,72,172,-0.40
2023,9,0,51070,Vincent Norrman,41.76%,71,170,-0.41
2023,10,0,31323,Gary Woodland,39.76%,66,166,-0.12
2023,11,0,24502,Adam Scott,39.71%,54,136,-0.22
2023,12,0,51766,Wyndham Clark,38.73%,79,204,-0.29
2023,13,0,48867,Matti Schmid,38.61%,61,158,-0.23
2023,13,0,52411,Kyle Westmoreland,38.61%,61,158,-0.28
2023,15,0,46970,Jon Rahm,38.03%,54,142,-0.54
2023,16,0,52955,Ludvig Åberg,38.00%,38,100,-0.42
2023,17,0,39546,Keith Mitchell,37.77%,71,188,-0.25
2023,18,0,48699,Callum Tarren,36.36%,72,198,-0.29
2023,19,0,49453,Trevor Cone,35.98%,59,164,-0.20
2023,20,0,46601,Trey Mullinax,35.92%,51,142,-0.22
2023,21,0,47504,Sam Burns,35.80%,58,162,-0.31
2023,22,0,45242,Kevin Yu,35.21%,50,142,-0.26
2023,23,0,39067,MJ Daffue,34.95%,72,206,-0.36
2023,23,0,54421,Garrick Higgo,34.95%,72,206,-0.10
2023,25,0,40250,Taylor Pendrith,34.34%,68,198,-0.53
2023,26,0,56762,Will Gordon,32.88%,73,222,-0.47
2023,27,0,27129,Luke List,32.50%,65,200,-0.42
2023,28,0,51414,Brent Grant,32.14%,54,168,-0.31
2023,29,0,33653,Thomas Detry,31.82%,63,198,-0.30
2023,30,0,36724,Augusto Núñez,31.76%,54,170,-0.26
2023,31,0,45157,Cam Davis,31.32%,57,182,-0.26
2023,32,0,46046,Scottie Scheffler,31.25%,55,176,-0.38
2023,33,0,55454,Carl Yuan,30.95%,52,168,-0.33
2023,34,0,47988,Nick Hardy,30.93%,73,236,-0.37
2023,35,0,55893,Sam Stevens,30.66%,65,212,-0.43
2023,36,0,58168,Davis Thompson,29.69%,57,192,-0.21
2023,37,0,28420,Ryan Brehm,29.65%,51,172,-0.43
2023,38,0,25632,Jimmy Walker,29.07%,50,172,-0.06
2023,39,0,32333,Kevin Tway,28.71%,58,202,-0.26
2023,40,0,35450,Patrick Cantlay,28.47%,41,144,-0.54
2023,41,0,49947,Taylor Moore,28.22%,57,202,-0.18
2023,42,0,27554,Scott Harrington,28.13%,45,160,-0.38
2023,43,0,12716,Charley Hoffman,27.78%,45,162,-0.29
2023,44,0,55789,Taylor Montgomery,27.45%,56,204,-0.27
2023,44,0,36699,Patrick Rodgers,27.45%,56,204,-0.30
2023,46,0,51634,Sahith Theegala,27.36%,58,212,-0.40
2023,47,0,46717,Viktor Hovland,27.27%,48,176,-0.44
2023,48,0,32102,Rickie Fowler,27.08%,52,192,-0.38
2023,49,0,48887,Matt Wallace,26.79%,45,168,-0.18
2023,50,0,50188,S.H. Kim,26.58%,59,222,-0.31
2023,51,0,58967,Trevor Werbylo,25.90%,43,166,-0.37
2023,52,0,48117,Kurt Kitayama,25.69%,37,144,-0.30
2023,53,0,34363,Tyrrell Hatton,25.64%,40,156,-0.15
2023,54,0,47347,Adam Schenk,25.63%,61,238,-0.18
2023,55,0,32662,Michael Gligic,25.34%,37,146,-0.30
2023,56,0,29289,S.Y. Noh,25.00%,34,136,-0.41
2023,56,0,33448,Justin Thomas,25.00%,36,144,-0.31
2023,56,0,40006,Erik van Rooyen,25.00%,39,156,-0.59
2023,59,0,47995,Davis Riley,24.51%,50,204,-0.42
2023,60,0,39977,Max Homa,24.42%,42,172,-0.36
2023,61,0,29725,Tony Finau,24.40%,41,168,-0.29
2023,62,0,20229,Stewart Cink,24.38%,39,160,-0.21
2023,63,0,39335,Kevin Roy,24.34%,37,152,-0.41
2023,64,0,31577,Tano Goya,23.89%,43,180,-0.44
2023,65,0,55708,Hayden Buckley,23.81%,40,168,-0.25
2023,66,0,35461,Beau Hossler,23.64%,52,220,-0.33
2023,67,0,48119,Ben Taylor,23.58%,50,212,-0.18
2023,68,0,36799,Stephan Jaeger,23.36%,57,244,-0.39
2023,69,0,28089,Jason Day,23.13%,37,160,-0.30
2023,70,0,30911,Tommy Fleetwood,22.97%,34,148,-0.35
2023,71,0,56630,Akshay Bhatia,22.62%,38,168,-0.26
2023,71,0,30692,Scott Stallings,22.62%,38,168,-0.24
2023,73,0,29970,Dylan Frittelli,22.44%,35,156,-0.34
2023,74,0,39975,Michael Kim,22.16%,43,194,-0.26
2023,75,0,33141,Keegan Bradley,21.95%,36,164,-0.44
2023,76,0,46340,Alex Smalley,21.43%,48,224,-0.40
2023,77,0,40098,Matt Fitzpatrick,21.23%,31,146,-0.39
2023,78,0,57975,Harry Hall,21.08%,43,204,-0.30
2023,79,0,33408,Tyson Alexander,21.05%,40,190,-0.48
2023,79,0,51997,Andrew Novak,21.05%,40,190,-0.40
2023,81,0,48081,Xander Schauffele,20.99%,34,162,-0.38
2023,82,0,33597,Harry Higgs,20.24%,34,168,-0.38
2023,83,0,39058,Lucas Herbert,20.16%,25,124,-0.24
2023,84,0,34046,Jordan Spieth,20.14%,29,144,-0.34
2023,85,0,28252,Seamus Power,20.12%,33,164,-0.24
2023,86,0,39954,Cody Gribble,20.00%,28,140,-0.54
2023,87,0,57362,Austin Eckroat,19.90%,39,196,-0.21
2023,88,0,39997,Corey Conners,19.77%,34,172,-0.29
2023,89,0,37338,Zecheng Dou,19.59%,38,194,-0.45
2023,90,0,32791,K.H. Lee,19.16%,41,214,-0.49
2023,91,0,35617,Martin Trainer,19.05%,24,126,-0.67
2023,92,0,48084,Wesley Bryan,18.75%,18,96,-0.39
2023,92,0,32366,Kevin Chappell,18.75%,21,112,-0.48
2023,94,0,27349,Alex Noren,18.48%,34,184,-0.21
2023,95,0,35310,Lanto Griffin,18.42%,21,114,-0.29
2023,96,0,33204,Shane Lowry,17.74%,22,124,-0.55
2023,97,0,23320,Ryan Palmer,17.72%,28,158,-0.50
2023,98,0,29221,Webb Simpson,17.54%,20,114,-0.60
2023,99,0,32839,Hideki Matsuyama,17.24%,30,174,-0.17
2023,100,0,34563,Chesson Hadley,16.49%,31,188,-0.23
2023,101,0,51349,Nico Echavarria,16.03%,25,156,-0.64
2023,102,0,54628,Lee Hodges,15.89%,34,214,-0.29
2023,103,0,46442,Maverick McNealy,15.87%,20,126,-0.60
2023,104,0,50493,Justin Suh,15.79%,36,228,-0.19
2023,105,0,34076,Joel Dahmen,15.76%,29,184,-0.38
2023,106,0,54591,Ben Griffin,15.55%,37,238,-0.22
2023,107,0,50095,Austin Smotherman,15.50%,31,200,-0.32
2023,108,0,25686,Jason Dufner,15.38%,28,182,-0.39
2023,109,0,54783,Dylan Wu,15.09%,32,212,-0.34
2023,110,0,47591,Eric Cole,14.68%,37,252,-0.19
2023,111,0,27214,Kevin Streelman,14.58%,28,192,-0.18
2023,112,0,32757,Patton Kizzire,14.50%,29,200,-0.34
2023,113,0,55182,Tom Kim,14.44%,26,180,-0.46
2023,114,0,45609,Tyler Duncan,14.36%,27,188,-0.41
2023,115,0,31646,Emiliano Grillo,14.16%,32,226,-0.25
2023,116,0,47128,Richy Werenski,14.14%,28,198,-0.50
2023,117,0,37455,Si Woo Kim,13.50%,27,200,-0.22
2023,118,0,52374,Brandon Wu,13.48%,31,230,-0.42
2023,119,0,39971,Sungjae Im,13.46%,28,208,-0.07
2023,120,0,52375,Doug Ghim,13.44%,25,186,-0.36
2023,121,0,29420,Billy Horschel,13.28%,17,128,E
2023,122,0,27974,Sung Kang,13.27%,13,98,-0.38
2023,123,0,32448,James Hahn,13.13%,21,160,-0.14
2023,124,0,40115,Adam Svensson,13.11%,32,244,-0.38
2023,125,0,49771,J.T. Poston,13.00%,26,200,-0.46
2023,126,0,34431,Robert Streb,12.96%,21,162,-0.38
2023,127,0,59018,Ryan Gerard,12.90%,16,124,-0.19
2023,128,0,28775,Nate Lashley,12.62%,27,214,-0.30
2023,129,0,27095,Nick Watney,12.50%,19,152,-0.11
2023,130,0,51890,Greyson Sigg,12.38%,26,210,-0.42
2023,131,0,25493,Nick Taylor,12.37%,23,186,-0.35
2023,132,0,35506,Mackenzie Hughes,12.36%,22,178,-0.18
2023,133,0,39324,J.J. Spaun,12.25%,25,204,-0.44
2023,134,0,35532,Tom Hoge,12.02%,25,208,-0.24
2023,135,0,47993,Denny McCarthy,12.00%,24,200,-0.42
2023,136,0,49960,Sepp Straka,11.96%,22,184,-0.41
2023,137,0,33399,Adam Hadwin,11.93%,21,176,-0.52
2023,138,0,36871,Matt NeSmith,11.62%,23,198,-0.48
2023,138,0,52513,Carson Young,11.62%,23,198,-0.30
2023,140,0,24140,Sean O'Hair,11.54%,12,104,-0.33
2023,141,0,47983,Chad Ramey,11.39%,23,202,-0.30
2023,142,0,34099,Harris English,11.34%,22,194,-0.14
2023,142,0,49298,Kramer Hickok,11.34%,22,194,-0.18
2023,144,0,50525,Collin Morikawa,11.11%,18,162,+0.06
2023,145,0,46441,Robby Shelton,11.06%,23,208,-0.35
2023,146,0,25900,Lucas Glover,11.00%,22,200,-0.50
2023,147,0,32139,Danny Willett,10.45%,14,134,-0.29
2023,148,0,37275,Sam Ryder,10.36%,23,222,-0.22
2023,149,0,27644,Brian Harman,10.22%,19,186,-0.32
2023,150,0,33413,Ben Martin,10.19%,21,206,-0.48
2023,151,0,25818,Scott Piercy,10.10%,20,198,-0.45
2023,152,0,34466,Peter Malnati,10.00%,19,190,-0.16
2023,152,0,46414,Aaron Rai,10.00%,21,210,-0.48
2023,154,0,30163,Henrik Norlander,9.89%,18,182,-0.56
2023,155,0,49766,Hank Lebioda,9.84%,12,122,-0.50
2023,156,0,30926,Chris Kirk,9.78%,18,184,-0.39
2023,157,0,22405,Justin Rose,9.56%,13,136,-0.46
2023,158,0,36801,Mark Hubbard,9.48%,22,232,-0.41
2023,159,0,29908,C.T. Pan,9.43%,10,106,-0.50
2023,160,0,34098,Russell Henley,8.93%,15,168,-0.07
2023,161,0,34610,Matthias Schwab,8.74%,18,206,-0.44
2023,162,0,32640,Troy Merritt,8.70%,16,184,-0.31
2023,163,0,45522,Christiaan Bezuidenhout,8.43%,15,178,-0.20
2023,163,0,47079,Harrison Endycott,8.43%,15,178,-0.40
2023,165,0,53165,Doc Redman,8.33%,13,156,-0.38
2023,166,0,51950,Max McGreevy,8.15%,15,184,-0.27
2023,167,0,23108,Matt Kuchar,7.14%,13,182,-0.46
2023,168,0,35449,Adam Long,7.08%,16,226,-0.38
2023,169,0,29535,Brice Garnett,6.98%,12,172,-0.58
2023,170,0,36326,David Lipsky,6.80%,14,206,-0.21
2023,171,0,35879,Kelly Kraft,6.67%,12,180,-0.42
2023,172,0,31557,Jim Herman,6.49%,10,154,-0.30
2023,173,0,40162,Justin Lower,6.42%,14,218,-0.86
2023,174,0,27936,Martin Laird,6.25%,11,176,-0.64
2023,174,0,26476,Chez Reavie,6.25%,12,192,-0.17
2023,176,0,26596,Ryan Moore,6.02%,10,166,-0.20
2023,177,0,34256,Andrew Putnam,5.86%,13,222,+0.08
2023,178,0,33410,Andrew Landry,5.63%,9,160,-0.22
2023,179,0,32816,Satoshi Kodaira,5.56%,7,126,+0.14
2023,180,0,33122,Russell Knox,5.26%,12,228,-0.33
2023,180,0,27963,Chris Stroud,5.26%,6,114,-0.33
2023,182,0,22056,Cameron Percy,5.22%,7,134,-1.00
2023,183,0,24024,Zach Johnson,5.15%,7,136,+0.14
2023,184,0,24925,Jonathan Byrd,5.00%,6,120,+0.17
2023,185,0,46435,Austin Cook,4.71%,8,170,-0.50
2023,186,0,30927,Brendon Todd,3.85%,8,208,-0.13
2023,187,0,22371,Aaron Baddeley,3.75%,6,160,-0.33
2023,188,0,34409,David Lingmerth,3.41%,6,176,-0.17
2023,189,0,19803,Ryan Armour,2.17%,4,184,-0.25
2023,190,0,40058,Zac Blair,1.92%,3,156,-0.67
2023,191,0,31202,William McGirt,1.89%,2,106,-1.00
2023,192,0,35901,Paul Haley II,1.63%,3,184,-0.33
2023,193,0,31560,Brian Stuard,.68%,1,146,E
2022,1,0,52372,Cameron Champ,53.57,60,112,-0.37
2022,2,0,28237,Rory McIlroy,53.33,64,120,-0.25
2022,3,0,56278,Matthew Wolff,53.19,50,94,-0.30
2022,4,0,34255,Joseph Bramlett,50.62,82,162,-0.29
2022,5,0,46970,Jon Rahm,50.0,70,140,-0.33
2022,5,0,57366,Cameron Young,50.0,82,164,-0.30
2022,7,0,51766,Wyndham Clark,47.85,89,186,-0.24
2022,8,0,46601,Trey Mullinax,45.73,75,164,-0.31
2022,9,0,46550,Brandon Hagy,44.59,66,148,-0.27
2022,10,0,48699,Callum Tarren,42.03,58,138,-0.19
2022,11,0,40250,Taylor Pendrith,41.55,59,142,-0.39
2022,12,0,27064,Jhonattan Vegas,41.1,60,146,-0.35
2022,13,0,47483,Will Zalatoris,40.97,59,144,-0.34
2022,14,0,36689,Brooks Koepka,40.22,37,92,-0.16
2022,15,0,33448,Justin Thomas,40.13,61,152,-0.30
2022,16,0,27129,Luke List,36.84,56,152,-0.36
2022,17,0,32366,Kevin Chappell,34.55,38,110,-0.24
2022,18,0,47504,Sam Burns,34.38,55,160,-0.27
2022,19,0,24502,Adam Scott,34.03,49,144,-0.20
2022,20,0,36699,Patrick Rodgers,33.53,57,170,-0.46
2022,21,0,48117,Kurt Kitayama,32.86,46,140,-0.24
2022,22,0,10381,Curtis Thompson,32.81,42,128,-0.19
2022,23,0,35617,Martin Trainer,32.05,50,156,-0.26
2022,24,0,32333,Kevin Tway,31.82,49,154,-0.22
2022,25,0,26300,Matt Jones,31.58,36,114,-0.44
2022,26,0,32102,Rickie Fowler,31.34,42,134,-0.17
2022,27,0,37212,Paul Barjon,30.99,44,142,-0.20
2022,28,0,46046,Scottie Scheffler,30.95,52,168,-0.31
2022,29,0,47856,Seth Reeves,29.85,40,134,-0.30
2022,30,0,45540,Jared Wolfe,29.66,35,118,-0.26
2022,31,0,39546,Keith Mitchell,29.65,51,172,-0.27
2022,32,0,54421,Garrick Higgo,29.63,32,108,-0.16
2022,33,0,29970,Dylan Frittelli,29.57,55,186,-0.24
2022,34,0,30944,Jason Kokrak,29.51,36,122,-0.31
2022,35,0,46717,Viktor Hovland,29.29,41,140,-0.07
2022,36,0,34046,Jordan Spieth,29.05,43,148,-0.35
2022,37,0,31323,Gary Woodland,28.99,40,138,-0.30
2022,38,0,48081,Xander Schauffele,28.68,39,136,-0.33
2022,39,0,45157,Cam Davis,28.66,47,164,-0.36
2022,40,0,12716,Charley Hoffman,28.46,37,130,-0.38
2022,41,0,45486,Joaquin Niemann,28.29,43,152,-0.07
2022,42,0,34264,Hudson Swafford,28.13,36,128,-0.58
2022,43,0,29725,Tony Finau,27.91,48,172,-0.31
2022,43,0,49964,Aaron Wise,27.91,48,172,-0.42
2022,45,0,35461,Beau Hossler,27.14,38,140,-0.37
2022,46,0,30692,Scott Stallings,27.08,52,192,-0.19
2022,47,0,39977,Max Homa,26.83,44,164,-0.39
2022,48,0,47988,Nick Hardy,26.27,31,118,-0.39
2022,49,0,39058,Lucas Herbert,25.93,28,108,-0.18
2022,50,0,46340,Alex Smalley,25.81,48,186,-0.21
2022,51,0,23320,Ryan Palmer,25.4,32,126,-0.19
