YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,# OF SAVES,# OF BUNKERS
2006,0,21731,Freddie Jacobson,61.54,32,52
2006,0,23983,Luke Donald,61.29,19,31
2006,0,10423,Mike Weir,61.11,44,72
2006,0,1948,Tim Petrovic,60.98,50,82
2006,0,1577,Lee Janzen,60.94,39,64
2006,0,10809,Jim Furyk,60.87,28,46
2006,0,25935,John Engler Jr.,60.66,37,61
2006,0,8075,Jerry Kelly,60.61,40,66
2006,0,21805,Harrison Frazar,60.56,43,71
2006,0,21407,Arjun Atwal,60.29,41,68
2006,0,21949,Joe Ogilvie,60.27,44,73
2006,0,19881,Robert Damron,60.0,45,75
2006,0,6522,Ernie Els,60.0,30,50
2006,0,20766,Padraig Harrington,60.0,18,30
2006,0,1724,Jeff Maggert,60.0,33,55
2006,0,1945,Kenny Perry,60.0,21,35
2006,0,21878,Mark Wilson,60.0,30,50
2006,0,20645,John Senden,59.65,34,57
2006,0,1042,Paul Azinger,59.38,38,64
2006,0,1132,Mark Brooks,59.26,32,54
2006,0,7749,Brett Quigley,59.26,48,81
2006,0,23497,Tag Ridings,59.26,48,81
2006,0,23788,D.J. Trahan,58.46,38,65
2006,0,1381,Fred Funk,58.11,43,74
2006,0,20593,Greg Chalmers,58.0,29,50
2006,0,6573,Brandt Jobe,57.89,33,57
2006,0,7013,Wes Short Jr.,57.69,45,78
2006,0,20157,Retief Goosen,57.58,19,33
2006,0,2104,Jeff Sluman,57.58,38,66
2006,0,21350,Ryuji Imada,57.53,42,73
2006,0,20634,Peter Lonard,57.41,31,54
2006,0,12660,Jesper Parnevik,57.35,39,68
2006,0,26360,Bubba Dickerson,57.14,36,63
2006,0,21961,Charles Howell III,56.9,33,58
2006,0,10565,Ian Leggatt,56.9,33,58
2006,0,24357,K.J. Choi,56.67,34,60
2006,0,12510,Chad Campbell,56.6,30,53
2006,0,2239,Scott Verplank,56.36,31,55
2006,0,1313,Steve Elkington,56.25,18,32
2006,0,20105,Jeff Gove,56.14,32,57
2006,0,25345,Carl Pettersson,56.0,42,75
2006,0,6567,Vijay Singh,56.0,42,75
2006,0,23718,Nathan Green,55.95,47,84
2006,0,1707,Steve Lowery,55.84,43,77
2006,0,20631,David McKenzie,55.77,29,52
2006,0,6034,Marco Dawson,55.74,34,61
2006,0,21646,David Branshaw,55.71,39,70
2006,0,20229,Stewart Cink,55.71,39,70
2006,0,1388,Robert Gamez,55.7,44,79
2006,0,23135,Tim Clark,55.56,25,45
2006,0,1553,John Huston,55.56,35,63
2006,0,20098,Stuart Appleby,55.17,32,58
2006,0,11011,Mike Sposa,55.1,27,49
2006,0,6251,Chris DiMarco,55.0,33,60
2006,0,24140,Sean O'Hair,54.69,35,64
2006,0,22405,Justin Rose,54.67,41,75
2006,0,26420,Richard Johnson,54.39,31,57
2006,0,1619,Skip Kendall,54.35,25,46
2006,0,23621,Rory Sabbatini,54.24,32,59
2006,0,2206,David Toms,54.0,27,50
2006,0,22371,Aaron Baddeley,53.93,48,89
2006,0,10733,Kent Jones,53.85,42,78
2006,0,20628,Arron Oberholser,53.7,29,54
2006,0,1320,Bob Estes,53.57,30,56
2006,0,1161,Mark Calcavecchia,53.52,38,71
2006,0,21753,Brian Davis,53.49,46,86
2006,0,6350,Bob May,53.49,23,43
2006,0,7867,Woody Austin,53.19,50,94
2006,0,10860,Justin Leonard,53.06,26,49
2006,0,1766,Billy Mayfair,52.94,36,68
2006,0,24502,Adam Scott,52.94,18,34
2006,0,23349,Charles Warren,52.94,27,51
2006,0,12716,Charley Hoffman,52.86,37,70
2006,0,12602,Dean Wilson,52.86,37,70
2006,0,24138,Ian Poulter,52.78,19,36
2006,0,23616,Ryan Hietala,52.63,20,38
2006,0,21470,Daisuke Maruyama,52.63,30,57
2006,0,12680,Shigeki Maruyama,52.63,40,76
2006,0,28780,Nicholas Thompson,52.56,41,78
2006,0,27770,Camilo Villegas,52.17,36,69
2006,0,9011,David Duval,52.0,26,50
2006,0,6373,José María Olazábal,52.0,13,25
2006,0,1599,Steve Jones,51.85,28,54
2006,0,8537,J.P. Hayes,51.61,16,31
2006,0,24781,Hunter Mahan,51.61,32,62
2006,0,6515,Shaun Micheel,51.61,32,62
2006,0,1329,Brad Faxon,51.47,35,68
2006,0,24358,Robert Garrigus,51.39,37,72
2006,0,1887,Mark O'Meara,51.35,19,37
2006,0,1941,Tom Pernice Jr.,51.35,38,74
2006,0,1249,John Daly,51.28,20,39
2006,0,8123,Jeff Brehaut,51.22,42,82
2006,0,20382,Stephen Leaney,51.16,22,43
2006,0,8375,Paul Stankowski,51.06,24,47
2006,0,6643,Paul Goydos,51.02,25,49
2006,0,8835,Kris Cox,50.98,26,51
2006,0,10885,Robert Allenby,50.94,27,53
2006,0,28475,Jeff Overton,50.77,33,65
2006,0,22293,Heath Slocum,50.77,33,65
2006,0,22892,Jason Gore,50.72,35,69
2006,0,12823,Carlos Franco,50.68,37,73
2006,0,23409,James Driscoll,50.63,40,79
2006,0,10505,Shane Bertsch,50.62,41,81
2006,0,20378,Mathias Grönberg,50.62,41,81
2006,0,6004,Stephen Ames,50.0,22,44
2006,0,21209,Sergio Garcia,50.0,20,40
2006,0,1761,Len Mattiace,50.0,27,54
2006,0,21660,Jason Schultz,50.0,22,44
2006,0,2101,Joey Sindelar,50.0,28,56
2006,0,12755,Vance Veazey,50.0,21,42
2006,0,23322,Brett Wetterich,50.0,33,66
2006,0,24507,Jason Bohn,49.43,43,87
2006,0,23623,Bo Van Pelt,49.41,42,85
2006,0,1139,Olin Browne,49.35,38,77
2006,0,27141,J.B. Holmes,49.18,30,61
2006,0,12782,Tim Herron,49.09,27,55
2006,0,24925,Jonathan Byrd,48.98,24,49
2006,0,26596,Ryan Moore,48.89,22,45
2006,0,1928,Corey Pavin,48.72,19,39
2006,0,1685,J.L. Lewis,48.33,29,60
2006,0,27095,Nick Watney,47.83,33,69
2006,0,23320,Ryan Palmer,47.76,32,67
2006,0,23614,Rich Beem,47.69,31,65
2006,0,1024,Billy Andrade,47.62,20,42
2006,0,1219,John Cook,47.62,20,42
2006,0,27943,Matt Hansen,47.62,20,42
2006,0,24924,Bill Haas,47.37,36,76
2006,0,8385,Omar Uresti,47.37,18,38
2006,0,25240,D.A. Points,47.3,35,74
2006,0,19824,Craig Barlow,47.27,26,55
2006,0,11032,Frank Lickliter II,47.06,32,68
2006,0,19913,Ron Whittaker,46.81,22,47
2006,0,12760,Danny Ellis,46.51,20,43
2006,0,25842,Jon Mills,46.51,20,43
2006,0,20691,Greg Owen,46.51,20,43
2006,0,22913,John Rollins,46.48,33,71
2006,0,20574,Mathew Goggin,46.34,19,41
2006,0,27120,Troy Matteson,46.27,31,67
2006,0,23673,Michael Connell,46.15,18,39
2006,0,22621,Ben Curtis,46.03,29,63
2006,0,25900,Lucas Glover,45.95,34,74
2006,0,20812,Tjaart van der Walt,45.95,17,37
2006,0,23353,J.J. Henry,45.65,21,46
2006,0,23307,Roger Tambellini,45.65,21,46
2006,0,20121,Todd Fischer,45.45,35,77
2006,0,1666,Bernhard Langer,45.0,18,40
2006,0,2223,Bob Tway,44.83,26,58
2006,0,12662,Thomas Levet,44.64,25,56
2006,0,23541,Ben Crane,44.44,20,45
2006,0,20608,David Howell,44.44,12,27
2006,0,20472,Alex Cejka,43.9,18,41
2006,0,24024,Zach Johnson,43.86,25,57
2006,0,12645,Brent Geiberger,43.75,28,64
2006,0,22946,Henrik Bjornstad,43.24,32,74
2006,0,1677,Tom Lehman,43.24,16,37
2006,0,7223,Brian Bateman,43.18,19,44
2006,0,24912,Will MacKenzie,43.14,22,51
2006,0,24980,Scott Gutschewski,42.86,18,42
2006,0,25804,Bubba Watson,42.86,27,63
2006,0,22548,Patrick Sheehan,42.65,29,68
2006,0,1473,Todd Hamilton,42.62,26,61
2006,0,25936,Alex Aragon,42.5,17,40
2006,0,1035,Tommy Armour III,42.31,22,52
2006,0,1226,Fred Couples,42.11,16,38
2006,0,6621,Joe Durant,41.77,33,79
2006,0,1823,Larry Mize,41.67,10,24
2006,0,23048,Eric Axley,41.1,30,73
2006,0,1142,Bart Bryant,41.03,16,39
2006,0,25632,Jimmy Walker,40.0,20,50
2006,0,1706,Davis Love III,39.39,26,66
2006,0,11123,Chris Couch,38.71,24,62
2006,0,21959,Ted Purdy,36.99,27,73
2006,0,20498,Briny Baird,36.59,15,41
2006,0,24361,Pat Perez,35.14,13,37
2006,0,2106,Chris Smith,34.88,15,43
2006,0,20094,Jonathan Kaye,34.29,24,70
2006,0,6012,Greg Kraft,33.33,17,51
2006,0,1810,Phil Mickelson,33.33,11,33
2005,0,23983,Luke Donald,75.76,25,33
2005,0,20812,Tjaart van der Walt,75.68,28,37
2005,0,23135,Tim Clark,74.36,29,39
2005,0,12680,Shigeki Maruyama,73.33,55,75
2005,0,1706,Davis Love III,70.73,29,41
2005,0,24361,Pat Perez,70.15,47,67
2005,0,20099,Doug Barron,69.57,32,46
2005,0,6004,Stephen Ames,67.35,33,49
2005,0,1361,Dan Forsman,66.67,26,39
2005,0,22293,Heath Slocum,66.67,42,63
2005,0,2214,Kirk Triplett,66.67,20,30
2005,0,21878,Mark Wilson,66.67,38,57
2005,0,20474,Phillip Price,66.0,33,50
2005,0,1132,Mark Brooks,65.57,40,61
2005,0,6595,Kevin Sutherland,65.31,32,49
2005,0,26420,Richard Johnson,65.22,15,23
2005,0,12645,Brent Geiberger,63.64,21,33
2005,0,21949,Joe Ogilvie,63.51,47,74
2005,0,1175,Jim Carter,63.16,24,38
2005,0,2239,Scott Verplank,63.08,41,65
2005,0,1724,Jeff Maggert,62.79,27,43
2005,0,20157,Retief Goosen,62.5,20,32
2005,0,1823,Larry Mize,62.5,25,40
2005,0,1577,Lee Janzen,62.22,28,45
2005,0,1810,Phil Mickelson,62.16,23,37
2005,0,20382,Stephen Leaney,62.07,36,58
2005,0,20623,Gavin Coles,61.97,44,71
2005,0,1677,Tom Lehman,61.9,26,42
2005,0,25345,Carl Pettersson,61.76,42,68
2005,0,20229,Stewart Cink,61.4,35,57
2005,0,19881,Robert Damron,61.19,41,67
2005,0,21753,Brian Davis,61.02,36,59
2005,0,1666,Bernhard Langer,60.98,25,41
2005,0,1723,Andrew Magee,60.94,39,64
2005,0,10885,Robert Allenby,60.78,31,51
2005,0,6034,Marco Dawson,60.61,40,66
2005,0,20160,Charlie Wi,60.38,32,53
2005,0,12652,Cameron Beckman,60.27,44,73
2005,0,1127,Danny Briggs,60.0,42,70
2005,0,1226,Fred Couples,60.0,21,35
2005,0,1928,Corey Pavin,60.0,33,55
2005,0,8537,J.P. Hayes,59.52,25,42
2005,0,20121,Todd Fischer,59.42,41,69
2005,0,12782,Tim Herron,59.42,41,69
2005,0,24357,K.J. Choi,59.32,35,59
2005,0,7457,Steve Flesch,59.26,32,54
2005,0,23725,Brendan Jones,59.18,29,49
2005,0,7749,Brett Quigley,59.14,55,93
2005,0,21961,Charles Howell III,59.09,39,66
2005,0,10423,Mike Weir,59.09,26,44
2005,0,19846,Brian Gay,59.04,49,83
2005,0,1381,Fred Funk,58.89,53,90
2005,0,1685,J.L. Lewis,58.82,30,51
2005,0,6567,Vijay Singh,58.62,34,58
2005,0,6373,José María Olazábal,58.54,24,41
2005,0,21350,Ryuji Imada,58.46,38,65
2005,0,22295,Darron Stiles,58.46,38,65
2005,0,1766,Billy Mayfair,58.33,49,84
2005,0,10860,Justin Leonard,58.14,25,43
2005,0,23541,Ben Crane,58.0,29,50
2005,0,22046,Geoff Ogilvy,57.89,44,76
2005,0,2104,Jeff Sluman,57.65,49,85
2005,0,1157,Tom Byrum,57.63,34,59
2005,0,25240,D.A. Points,57.14,40,70
2005,0,21498,Hideto Tanihara,57.14,24,42
2005,0,25396,Kevin Na,56.98,49,86
2005,0,22371,Aaron Baddeley,56.67,34,60
2005,0,21731,Freddie Jacobson,56.45,35,62
2005,0,1320,Bob Estes,56.25,36,64
2005,0,23063,Scott Hend,56.16,41,73
2005,0,8993,Franklin Langham,56.14,32,57
2005,0,21209,Sergio Garcia,56.1,23,41
2005,0,1142,Bart Bryant,56.0,28,50
2005,0,8931,Glen Day,56.0,28,50
2005,0,12823,Carlos Franco,56.0,28,50
2005,0,1219,John Cook,55.93,33,59
2005,0,8793,Tiger Woods,55.81,24,43
2005,0,21633,Steve Allan,55.7,44,79
2005,0,20766,Padraig Harrington,55.56,15,27
2005,0,20691,Greg Owen,55.41,41,74
2005,0,1329,Brad Faxon,55.32,26,47
2005,0,24140,Sean O'Hair,55.29,47,85
2005,0,20127,Chris Riley,55.26,21,38
2005,0,20850,Daniel Chopra,55.13,43,78
2005,0,20548,Hidemichi Tanaka,55.06,49,89
2005,0,2223,Bob Tway,54.72,29,53
2005,0,20472,Alex Cejka,54.69,35,64
2005,0,2010,Loren Roberts,54.55,18,33
2005,0,1042,Paul Azinger,54.24,32,59
2005,0,1024,Billy Andrade,54.05,40,74
2005,0,10809,Jim Furyk,54.0,27,50
2005,0,6527,Steve Stricker,54.0,27,50
2005,0,24507,Jason Bohn,53.97,34,63
2005,0,10201,Matt Gogel,53.85,35,65
2005,0,23108,Matt Kuchar,53.85,21,39
2005,0,6251,Chris DiMarco,53.7,29,54
2005,0,21806,Paul Gow,53.57,45,84
2005,0,1761,Len Mattiace,53.52,38,71
2005,0,1927,Dennis Paulson,53.49,23,43
2005,0,20645,John Senden,53.42,39,73
2005,0,23614,Rich Beem,53.33,24,45
2005,0,1707,Steve Lowery,53.33,40,75
2005,0,12602,Dean Wilson,53.33,32,60
2005,0,23788,D.J. Trahan,52.94,27,51
2005,0,8385,Omar Uresti,52.83,28,53
2005,0,23320,Ryan Palmer,52.7,39,74
2005,0,1161,Mark Calcavecchia,52.63,40,76
2005,0,23621,Rory Sabbatini,52.0,26,50
2005,0,20663,Brenden Pappas,51.85,14,27
2005,0,6575,Dudley Hart,51.79,29,56
2005,0,8725,Tom Gillis,51.72,30,58
2005,0,23497,Tag Ridings,51.67,31,60
2005,0,24227,Justin Bolli,51.61,32,62
2005,0,8545,Glen Hnatiuk,51.28,20,39
2005,0,22405,Justin Rose,51.25,41,80
2005,0,2206,David Toms,51.16,22,43
2005,0,10912,Craig Perks,51.06,24,47
2005,0,1249,John Daly,50.94,27,53
2005,0,10733,Kent Jones,50.68,37,73
2005,0,1035,Tommy Armour III,50.0,31,62
2005,0,24604,Hunter Haas,50.0,30,60
2005,0,10117,Bob Heintz,50.0,32,64
2005,0,23552,Hank Kuehne,50.0,39,78
2005,0,20502,Michael Long,50.0,23,46
2005,0,20572,Rod Pampling,50.0,32,64
2005,0,23325,Vaughn Taylor,50.0,38,76
2005,0,6332,Neal Lancaster,49.43,43,87
2005,0,8075,Jerry Kelly,49.15,29,59
2005,0,23409,James Driscoll,49.12,28,57
2005,0,20094,Jonathan Kaye,49.09,27,55
2005,0,12454,Mario Tiziani,49.02,25,51
2005,0,19972,José Coceres,48.94,23,47
2005,0,22621,Ben Curtis,48.94,23,47
2005,0,20378,Mathias Grönberg,48.89,22,45
2005,0,19824,Craig Barlow,48.84,21,43
2005,0,20433,Mark Hensby,48.84,21,43
2005,0,1887,Mark O'Meara,48.84,21,43
2005,0,24925,Jonathan Byrd,48.81,41,84
2005,0,1553,John Huston,48.57,34,70
2005,0,1418,Bill Glasson,48.48,16,33
2005,0,21407,Arjun Atwal,48.28,28,58
2005,0,20634,Peter Lonard,48.21,27,56
2005,0,23322,Brett Wetterich,48.15,26,54
2005,0,1487,Jeff Hart,47.92,23,48
2005,0,21959,Ted Purdy,47.78,43,90
2005,0,12510,Chad Campbell,47.69,31,65
2005,0,23540,Jason Allred,47.27,26,55
2005,0,25847,Rob Rashell,46.94,23,49
2005,0,23623,Bo Van Pelt,46.77,29,62
2005,0,1388,Robert Gamez,46.75,36,77
2005,0,26758,David Hearn,46.67,21,45
2005,0,1599,Steve Jones,46.67,14,30
2005,0,1473,Todd Hamilton,46.55,27,58
2005,0,6197,Michael Allen,46.27,31,67
2005,0,23353,J.J. Henry,46.15,30,65
2005,0,24024,Zach Johnson,46.15,30,65
2005,0,1797,Rocco Mediate,45.65,21,46
2005,0,10585,Scott McCarron,45.59,31,68
2005,0,26679,Kevin Stadler,45.45,35,77
2005,0,20628,Arron Oberholser,45.28,24,53
2005,0,12660,Jesper Parnevik,45.28,24,53
2005,0,28088,Matt Davidson,45.24,19,42
2005,0,2101,Joey Sindelar,44.93,31,69
2005,0,12826,Paul Claxton,44.9,22,49
2005,0,7867,Woody Austin,44.83,39,87
2005,0,1313,Steve Elkington,44.74,17,38
2005,0,1457,Jay Haas,44.74,17,38
2005,0,23349,Charles Warren,44.44,28,63
2005,0,22913,John Rollins,44.3,35,79
2005,0,1139,Olin Browne,43.94,29,66
2005,0,11032,Frank Lickliter II,43.55,27,62
2005,0,1619,Skip Kendall,43.1,25,58
2005,0,24781,Hunter Mahan,42.53,37,87
2005,0,21805,Harrison Frazar,42.5,34,80
2005,0,2246,Duffy Waldorf,42.42,28,66
2005,0,1941,Tom Pernice Jr.,42.31,33,78
2005,0,25900,Lucas Glover,41.79,28,67
2005,0,20498,Briny Baird,41.56,32,77
2005,0,24912,Will MacKenzie,41.46,17,41
2005,0,27095,Nick Watney,41.38,24,58
2005,0,10425,Jay Williamson,41.3,19,46
2005,0,6573,Brandt Jobe,41.27,26,63
2005,0,20098,Stuart Appleby,40.82,20,49
2005,0,20396,Lee Westwood,40.74,11,27
2005,0,1948,Tim Petrovic,40.58,28,69
2005,0,24980,Scott Gutschewski,40.32,25,62
2005,0,23036,Chris Anderson,40.0,20,50
2005,0,24138,Ian Poulter,40.0,16,40
2005,0,2106,Chris Smith,39.68,25,63
2005,0,7223,Brian Bateman,38.81,26,67
2005,0,6515,Shaun Micheel,36.96,17,46
2005,0,12662,Thomas Levet,36.36,12,33
2005,0,26287,Roland Thatcher,36.36,16,44
2005,0,22548,Patrick Sheehan,35.96,32,89
2005,0,24502,Adam Scott,35.9,14,39
2005,0,24290,D.J. Brigman,35.85,19,53
2005,0,10962,Bradley Hughes,35.42,17,48
2005,0,6621,Joe Durant,34.69,17,49
2005,0,6599,John Elliott,34.55,19,55
2005,0,1945,Kenny Perry,34.48,10,29
2005,0,8123,Jeff Brehaut,33.33,13,39
2005,0,21951,Joey Snyder III,29.27,24,82
2004,0,10860,Justin Leonard,74.14,43,58
2004,0,1361,Dan Forsman,72.0,36,50
2004,0,1920,Craig Parry,71.05,27,38
2004,0,20229,Stewart Cink,69.35,43,62
2004,0,23552,Hank Kuehne,69.12,47,68
2004,0,1927,Dennis Paulson,66.67,42,63
2004,0,20572,Rod Pampling,66.28,57,86
2004,0,19972,José Coceres,66.22,49,74
2004,0,1928,Corey Pavin,65.96,31,47
2004,0,24502,Adam Scott,65.63,21,32
2004,0,6595,Kevin Sutherland,65.57,40,61
2004,0,2010,Loren Roberts,65.52,38,58
2004,0,6575,Dudley Hart,65.0,26,40
2004,0,1553,John Huston,64.29,27,42
2004,0,1968,Nick Price,64.29,27,42
2004,0,1941,Tom Pernice Jr.,64.18,43,67
2004,0,1457,Jay Haas,63.27,31,49
2004,0,12760,Danny Ellis,62.71,37,59
2004,0,2239,Scott Verplank,62.71,37,59
2004,0,20663,Brenden Pappas,61.9,52,84
2004,0,23135,Tim Clark,61.82,34,55
2004,0,20628,Arron Oberholser,61.82,34,55
2004,0,22046,Geoff Ogilvy,61.64,45,73
2004,0,8385,Omar Uresti,61.64,45,73
2004,0,20472,Alex Cejka,61.54,40,65
2004,0,1329,Brad Faxon,60.94,39,64
2004,0,1042,Paul Azinger,60.61,40,66
2004,0,6004,Stephen Ames,60.53,46,76
2004,0,23497,Tag Ridings,60.53,23,38
2004,0,6522,Ernie Els,60.47,26,43
2004,0,25686,Jason Dufner,60.34,35,58
2004,0,1378,David Frost,60.27,44,73
2004,0,6078,Esteban Toledo,60.26,47,78
2004,0,6197,Michael Allen,60.0,33,55
2004,0,24925,Jonathan Byrd,60.0,48,80
2004,0,20593,Greg Chalmers,60.0,30,50
2004,0,10425,Jay Williamson,59.79,58,97
2004,0,1810,Phil Mickelson,59.65,34,57
2004,0,1887,Mark O'Meara,59.52,25,42
2004,0,7457,Steve Flesch,58.97,46,78
2004,0,1761,Len Mattiace,58.93,33,56
2004,0,12602,Dean Wilson,58.75,47,80
2004,0,19846,Brian Gay,58.67,44,75
2004,0,10423,Mike Weir,58.49,31,53
2004,0,1035,Tommy Armour III,58.21,39,67
2004,0,6251,Chris DiMarco,58.21,39,67
2004,0,10201,Matt Gogel,58.0,29,50
2004,0,21633,Steve Allan,57.89,55,95
2004,0,1706,Davis Love III,57.89,44,76
2004,0,23307,Roger Tambellini,57.63,34,59
2004,0,19824,Craig Barlow,57.53,42,73
2004,0,23614,Rich Beem,57.41,31,54
2004,0,1127,Danny Briggs,57.41,31,54
2004,0,25345,Carl Pettersson,57.33,43,75
2004,0,1381,Fred Funk,57.14,36,63
2004,0,23338,David Gossett,57.14,32,56
2004,0,21893,Brian Kortan,57.14,20,35
2004,0,12660,Jesper Parnevik,56.92,37,65
2004,0,22371,Aaron Baddeley,56.82,50,88
2004,0,7363,Craig Bowden,56.58,43,76
2004,0,12645,Brent Geiberger,56.52,39,69
2004,0,23541,Ben Crane,56.41,44,78
2004,0,1577,Lee Janzen,56.36,31,55
2004,0,24357,K.J. Choi,56.25,36,64
2004,0,8793,Tiger Woods,56.25,27,48
2004,0,6332,Neal Lancaster,56.18,50,89
2004,0,1766,Billy Mayfair,56.14,32,57
2004,0,1313,Steve Elkington,56.0,28,50
2004,0,1024,Billy Andrade,55.95,47,84
2004,0,24781,Hunter Mahan,55.84,43,77
2004,0,6809,Bob Burns,55.56,35,63
2004,0,23320,Ryan Palmer,55.56,50,90
2004,0,20433,Mark Hensby,55.42,46,83
2004,0,6567,Vijay Singh,55.41,41,74
2004,0,12652,Cameron Beckman,55.36,31,56
2004,0,8123,Jeff Brehaut,55.26,42,76
2004,0,20157,Retief Goosen,55.26,21,38
2004,0,12823,Carlos Franco,55.22,37,67
2004,0,22913,John Rollins,55.17,32,58
2004,0,8537,J.P. Hayes,55.1,27,49
2004,0,20382,Stephen Leaney,55.1,27,49
2004,0,1226,Fred Couples,55.0,22,40
2004,0,2099,Scott Simpson,55.0,22,40
2004,0,1157,Tom Byrum,54.93,39,71
2004,0,23983,Luke Donald,54.55,30,55
2004,0,1666,Bernhard Langer,54.55,24,44
2004,0,1249,John Daly,54.41,37,68
2004,0,21878,Mark Wilson,54.35,25,46
2004,0,23353,J.J. Henry,54.1,33,61
2004,0,1685,J.L. Lewis,54.02,47,87
2004,0,20127,Chris Riley,53.85,21,39
2004,0,22405,Justin Rose,53.85,21,39
2004,0,6527,Steve Stricker,53.85,28,52
2004,0,1677,Tom Lehman,53.66,22,41
2004,0,6515,Shaun Micheel,53.57,30,56
2004,0,22293,Heath Slocum,53.52,38,71
2004,0,20850,Daniel Chopra,53.49,46,86
2004,0,23621,Rory Sabbatini,53.45,31,58
2004,0,12782,Tim Herron,53.19,25,47
2004,0,1724,Jeff Maggert,53.19,25,47
2004,0,21961,Charles Howell III,53.16,42,79
2004,0,25900,Lucas Glover,53.09,43,81
2004,0,1926,Steve Pate,53.06,26,49
2004,0,2206,David Toms,52.83,28,53
2004,0,7749,Brett Quigley,52.63,40,76
2004,0,20378,Mathias Grönberg,52.56,41,78
2004,0,20104,Ken Duke,52.5,42,80
2004,0,25396,Kevin Na,52.44,43,82
2004,0,24290,D.J. Brigman,52.38,33,63
2004,0,8881,Tripp Isenhour,52.38,22,42
2004,0,21949,Joe Ogilvie,52.33,45,86
2004,0,1948,Tim Petrovic,52.27,46,88
2004,0,21209,Sergio Garcia,52.0,26,50
2004,0,23108,Matt Kuchar,52.0,26,50
2004,0,20098,Stuart Appleby,51.56,33,64
2004,0,23063,Scott Hend,51.56,33,64
2004,0,20094,Jonathan Kaye,51.22,21,41
2004,0,1142,Bart Bryant,51.06,24,47
2004,0,1161,Mark Calcavecchia,51.06,24,47
2004,0,1261,Jay Delsing,50.82,31,61
2004,0,21805,Harrison Frazar,50.82,31,61
2004,0,10885,Robert Allenby,50.77,33,65
2004,0,1388,Robert Gamez,50.67,38,75
2004,0,12705,Cliff Kresge,50.65,39,77
2004,0,1473,Todd Hamilton,50.63,40,79
2004,0,12394,Tom Carter,50.0,34,68
2004,0,22621,Ben Curtis,50.0,18,36
2004,0,1527,Scott Hoch,50.0,15,30
2004,0,26420,Richard Johnson,50.0,49,98
2004,0,10733,Kent Jones,50.0,38,76
2004,0,1619,Skip Kendall,50.0,38,76
2004,0,1707,Steve Lowery,50.0,33,66
2004,0,19881,Robert Damron,49.45,45,91
2004,0,2049,Gene Sauers,49.41,42,85
2004,0,8339,Spike McRoy,49.38,40,81
2004,0,20645,John Senden,49.32,36,73
2004,0,23623,Bo Van Pelt,49.28,34,69
2004,0,6613,Tommy Tolles,49.18,30,61
2004,0,1132,Mark Brooks,49.12,28,57
2004,0,1139,Olin Browne,49.12,28,57
2004,0,10585,Scott McCarron,48.65,36,74
2004,0,7223,Brian Bateman,48.48,32,66
2004,0,6373,José María Olazábal,48.48,16,33
2004,0,8075,Jerry Kelly,48.44,31,64
2004,0,2245,Grant Waite,48.44,31,64
2004,0,2104,Jeff Sluman,48.33,29,60
2004,0,1771,Blaine McCallister,48.21,27,56
2004,0,1938,David Peoples,48.21,27,56
2004,0,8931,Glen Day,48.19,40,83
2004,0,20498,Briny Baird,48.0,36,75
2004,0,1219,John Cook,47.83,22,46
2004,0,20634,Peter Lonard,47.83,22,46
2004,0,20121,Todd Fischer,47.67,41,86
2004,0,23325,Vaughn Taylor,47.62,30,63
2004,0,12680,Shigeki Maruyama,47.44,37,78
2004,0,7867,Woody Austin,47.37,36,76
2004,0,22548,Patrick Sheehan,47.31,44,93
2004,0,6621,Joe Durant,47.17,25,53
2004,0,7721,Pat Bates,47.14,33,70
2004,0,2223,Bob Tway,46.88,30,64
2004,0,11032,Frank Lickliter II,46.67,28,60
2004,0,24507,Jason Bohn,46.38,32,69
2004,0,1945,Kenny Perry,46.0,23,50
2004,0,20580,Andre Stolz,45.45,25,55
2004,0,20029,Notah Begay III,45.24,19,42
2004,0,21959,Ted Purdy,45.05,41,91
2004,0,21646,David Branshaw,44.93,31,69
2004,0,20548,Hidemichi Tanaka,44.83,26,58
2004,0,24361,Pat Perez,44.58,37,83
2004,0,1203,Russ Cochran,44.44,20,45
2004,0,1797,Rocco Mediate,44.44,16,36
2004,0,21731,Freddie Jacobson,44.23,23,52
2004,0,2246,Duffy Waldorf,44.19,19,43
2004,0,25237,Kevin Muncrief,44.12,15,34
2004,0,1320,Bob Estes,43.9,18,41
2004,0,24024,Zach Johnson,43.68,38,87
2004,0,10912,Craig Perks,43.64,24,55
2004,0,20585,Niclas Fasth,43.4,23,53
2004,0,26287,Roland Thatcher,43.14,22,51
2004,0,6214,Guy Boros,43.1,25,58
2004,0,12510,Chad Campbell,43.06,31,72
2004,0,12753,David Morland IV,42.86,21,49
2004,0,8835,Kris Cox,42.59,23,54
2004,0,10107,Deane Pappas,42.31,22,52
2004,0,10213,Dicky Pride,41.82,23,55
2004,0,23613,Rich Barcelo,41.18,21,51
2004,0,7939,Dan Olsen,40.82,20,49
2004,0,21407,Arjun Atwal,40.51,32,79
2004,0,2214,Kirk Triplett,40.38,21,52
2004,0,12682,Hirofumi Miyase,40.32,25,62
2004,0,19825,Darren Clarke,37.5,9,24
2004,0,2101,Joey Sindelar,34.72,25,72
2004,0,11123,Chris Couch,33.96,18,53
2004,0,8337,Mike Heinen,29.73,11,37
2004,0,2002,John Riegger,29.27,12,41
2004,0,2106,Chris Smith,27.5,22,80
2003,0,6595,Kevin Sutherland,72.0,36,50
