YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL LEFT ROUGH,POSSIBLE FWYS,RELATIVE TO PAR
2010,0,31560,Brian Stuard,13.87,135,973,+0.15
2010,0,25396,Kevin Na,13.89,145,1044,+0.06
2010,0,32617,Jerod Turner,13.89,76,547,+0.16
2010,0,28307,Matt Every,13.9,97,698,+0.14
2010,0,23353,J.J. Henry,13.92,151,1085,+0.01
2010,0,20436,Garrett Willis,13.92,137,984,+0.03
2010,0,26679,Kevin Stadler,13.93,138,991,+0.10
2010,0,25632,Jimmy Walker,13.94,131,940,-0.05
2010,0,11123,Chris Couch,13.95,114,817,+0.03
2010,0,26851,Marc Leishman,13.98,138,987,E
2010,0,20378,Mathias Grönberg,14.04,97,691,+0.08
2010,0,20229,Stewart Cink,14.06,126,896,-0.01
2010,0,24140,Sean O'Hair,14.06,127,903,+0.09
2010,0,24925,Jonathan Byrd,14.26,161,1129,-0.02
2010,0,7457,Steve Flesch,14.29,127,889,+0.16
2010,0,24924,Bill Haas,14.29,148,1036,+0.03
2010,0,28237,Rory McIlroy,14.29,79,553,-0.09
2010,0,24490,George McNeill,14.29,137,959,-0.02
2010,0,22405,Justin Rose,14.33,138,963,+0.09
2010,0,27936,Martin Laird,14.34,156,1088,+0.07
2010,0,6567,Vijay Singh,14.39,113,785,+0.02
2010,0,24227,Justin Bolli,14.41,83,576,+0.23
2010,0,23788,D.J. Trahan,14.45,163,1128,+0.04
2010,0,25900,Lucas Glover,14.46,118,816,+0.06
2010,0,33419,Cameron Tringale,14.47,90,622,+0.10
2010,0,25345,Carl Pettersson,14.55,166,1141,-0.01
2010,0,6522,Ernie Els,14.7,112,762,-0.01
2010,0,1945,Kenny Perry,14.71,115,782,+0.10
2010,0,20686,Jeev Milkha Singh,14.71,105,714,+0.06
2010,0,20572,Rod Pampling,14.77,143,968,+0.08
2010,0,20157,Retief Goosen,14.79,108,730,+0.04
2010,0,26392,Chris Wilson,14.79,105,710,+0.11
2010,0,21959,Ted Purdy,14.81,150,1013,+0.19
2010,0,6515,Shaun Micheel,14.87,109,733,+0.15
2010,0,8375,Paul Stankowski,14.87,109,733,+0.05
2010,0,24846,Ricky Barnes,15.03,170,1131,+0.05
2010,0,26882,Michael Sim,15.05,110,731,+0.05
2010,0,1116,Michael Bradley,15.08,141,935,+0.02
2010,0,22046,Geoff Ogilvy,15.09,104,689,+0.06
2010,0,1577,Lee Janzen,15.12,145,959,+0.08
2010,0,23718,Nathan Green,15.13,169,1117,+0.08
2010,0,23983,Luke Donald,15.17,110,725,-0.12
2010,0,24502,Adam Scott,15.18,109,718,E
2010,0,23320,Ryan Palmer,15.21,148,973,+0.08
2010,0,26300,Matt Jones,15.3,168,1098,E
2010,0,25562,Andres Romero,15.38,152,988,+0.04
2010,0,23108,Matt Kuchar,15.4,160,1039,+0.03
2010,0,10423,Mike Weir,15.44,84,544,+0.10
2010,0,26287,Roland Thatcher,15.47,144,931,+0.12
2010,0,27466,Spencer Levin,15.49,210,1356,+0.16
2010,0,23673,Michael Connell,15.68,167,1065,+0.10
2010,0,20850,Daniel Chopra,15.73,143,909,+0.02
2010,0,12755,Vance Veazey,15.73,103,655,+0.13
2010,0,21350,Ryuji Imada,15.77,182,1154,+0.13
2010,0,23322,Brett Wetterich,15.83,116,733,+0.02
2010,0,1329,Brad Faxon,15.91,105,660,+0.28
2010,0,20848,Ángel Cabrera,15.98,112,701,+0.05
2010,0,25364,Paul Casey,16.12,99,614,-0.01
2010,0,30925,Dustin Johnson,16.14,139,861,E
2010,0,27797,Derek Lamely,16.15,141,873,+0.06
2010,0,20663,Brenden Pappas,16.27,122,750,+0.18
2010,0,20070,Matt Bettencourt,16.35,156,954,+0.12
2010,0,27770,Camilo Villegas,16.41,127,774,+0.09
2010,0,27302,Garth Mulroy,16.46,95,577,+0.04
2010,0,12782,Tim Herron,16.47,156,947,+0.11
2010,0,23613,Rich Barcelo,16.54,129,780,+0.12
2010,0,28475,Jeff Overton,16.6,161,970,+0.02
2010,0,29221,Webb Simpson,17.02,215,1263,+0.04
2010,0,27141,J.B. Holmes,17.04,204,1197,-0.06
2010,0,20098,Stuart Appleby,17.14,207,1208,+0.11
2010,0,7749,Brett Quigley,17.46,210,1203,+0.07
2010,0,12602,Dean Wilson,17.54,114,650,-0.01
2010,0,25804,Bubba Watson,17.56,161,917,-0.12
2010,0,20766,Padraig Harrington,17.67,106,600,+0.03
2010,0,22122,Andrew McLardy,17.96,109,607,+0.13
2010,0,30946,Alex Prugh,17.97,197,1096,+0.12
2010,0,1249,John Daly,18.08,115,636,+0.19
2010,0,9011,David Duval,19.52,147,753,+0.17
2010,0,28500,Martin Flores,20.07,174,867,+0.06
2010,0,1810,Phil Mickelson,21.11,164,777,+0.08
2009,0,22293,Heath Slocum,8.33,98,1176,+0.23
2009,0,2239,Scott Verplank,8.37,92,1099,+0.15
2009,0,2214,Kirk Triplett,8.49,64,754,E
2009,0,1766,Billy Mayfair,8.6,82,953,+0.17
2009,0,21878,Mark Wilson,8.74,106,1213,+0.17
2009,0,10733,Kent Jones,8.76,74,845,+0.15
2009,0,23800,Bryce Molder,8.9,67,753,+0.16
2009,0,10585,Scott McCarron,8.92,100,1121,+0.06
2009,0,6621,Joe Durant,8.96,58,647,+0.14
2009,0,20127,Chris Riley,9.05,84,928,+0.10
2009,0,22295,Darron Stiles,9.14,53,580,+0.23
2009,0,19846,Brian Gay,9.44,108,1144,+0.15
2009,0,30711,Colt Knost,9.48,73,770,+0.26
2009,0,6643,Paul Goydos,9.61,87,905,+0.24
2009,0,1928,Corey Pavin,9.68,72,744,+0.13
2009,0,2206,David Toms,9.71,108,1112,+0.09
2009,0,27649,Brandt Snedeker,9.86,89,903,+0.02
2009,0,26301,James Nitties,9.9,104,1051,+0.12
2009,0,1142,Bart Bryant,9.99,72,721,+0.32
2009,0,1132,Mark Brooks,10.0,55,550,+0.13
2009,0,27933,John Merrick,10.01,93,929,+0.08
2009,0,26851,Marc Leishman,10.07,115,1142,+0.05
2009,0,1320,Bob Estes,10.13,97,958,+0.24
2009,0,24024,Zach Johnson,10.14,112,1104,+0.07
2009,0,6251,Chris DiMarco,10.16,122,1201,+0.07
2009,0,20472,Alex Cejka,10.24,101,986,+0.06
2009,0,23623,Bo Van Pelt,10.27,116,1129,+0.05
2009,0,12510,Chad Campbell,10.32,101,979,+0.05
2009,0,10425,Jay Williamson,10.43,82,786,+0.20
2009,0,20691,Greg Owen,10.48,119,1135,+0.07
2009,0,28087,Kris Blanks,10.51,68,647,+0.04
2009,0,24503,Jeff Klauk,10.58,129,1219,+0.09
2009,0,8793,Tiger Woods,10.62,70,659,-0.06
2009,0,25686,Jason Dufner,10.66,115,1079,+0.07
2009,0,28620,Aron Price,10.68,113,1058,+0.05
2009,0,23548,Bill Lunde,10.85,112,1032,+0.15
2009,0,27936,Martin Laird,10.97,94,857,+0.15
2009,0,23135,Tim Clark,10.98,90,820,+0.20
2009,0,22405,Justin Rose,11.0,87,791,+0.01
2009,0,23638,Brendon de Jonge,11.09,120,1082,+0.14
2009,0,26596,Ryan Moore,11.1,114,1027,+0.08
2009,0,1473,Todd Hamilton,11.16,98,878,+0.20
2009,0,24781,Hunter Mahan,11.16,117,1048,+0.13
2009,0,27120,Troy Matteson,11.19,134,1198,+0.04
2009,0,20593,Greg Chalmers,11.2,109,973,+0.08
2009,0,23541,Ben Crane,11.21,124,1106,+0.07
2009,0,22371,Aaron Baddeley,11.24,89,792,+0.07
2009,0,23621,Rory Sabbatini,11.29,104,921,+0.07
2009,0,1677,Tom Lehman,11.34,55,485,+0.20
2009,0,24138,Ian Poulter,11.41,67,587,+0.16
2009,0,24507,Jason Bohn,11.43,129,1129,+0.10
2009,0,10809,Jim Furyk,11.54,104,901,+0.12
2009,0,1707,Steve Lowery,11.57,123,1063,+0.12
2009,0,24912,Will MacKenzie,11.6,98,845,+0.21
2009,0,24358,Robert Garrigus,11.65,113,970,-0.02
2009,0,20104,Ken Duke,11.69,114,975,+0.10
2009,0,27963,Chris Stroud,11.7,122,1043,+0.07
2009,0,25240,D.A. Points,11.84,141,1191,+0.16
2009,0,20634,Peter Lonard,11.93,126,1056,+0.25
2009,0,7867,Woody Austin,12.11,125,1032,+0.12
2009,0,27214,Kevin Streelman,12.11,145,1197,-0.06
2009,0,26289,Boo Weekley,12.15,110,905,+0.15
2009,0,10423,Mike Weir,12.18,113,928,+0.15
2009,0,28158,Steve Marino,12.3,143,1163,-0.02
2009,0,24361,Pat Perez,12.3,105,854,+0.19
2009,0,21959,Ted Purdy,12.31,151,1227,+0.12
2009,0,21961,Charles Howell III,12.32,140,1136,E
2009,0,1948,Tim Petrovic,12.32,146,1185,+0.12
2009,0,8931,Glen Day,12.36,109,882,+0.13
2009,0,24490,George McNeill,12.37,129,1043,+0.08
2009,0,23788,D.J. Trahan,12.41,138,1112,+0.14
2009,0,24449,Parker McLachlin,12.45,114,916,+0.10
2009,0,27060,John Mallinger,12.46,122,979,+0.11
2009,0,6004,Stephen Ames,12.48,98,785,+0.10
2009,0,26476,Chez Reavie,12.51,122,975,+0.16
2009,0,6539,Rick Price,12.52,71,567,+0.27
2009,0,26497,Casey Wittenberg,12.52,92,735,+0.15
2009,0,23320,Ryan Palmer,12.55,120,956,+0.18
2009,0,6197,Michael Allen,12.56,101,804,+0.10
2009,0,25818,Scott Piercy,12.62,130,1030,E
2009,0,20160,Charlie Wi,12.63,137,1085,+0.07
2009,0,22913,John Rollins,12.65,138,1091,+0.11
2009,0,25900,Lucas Glover,12.66,138,1090,+0.09
2009,0,22348,Nick O'Hern,12.67,148,1168,+0.16
2009,0,10860,Justin Leonard,12.69,133,1048,+0.07
2009,0,26668,Marc Turnesa,12.69,125,985,+0.21
2009,0,24925,Jonathan Byrd,12.71,138,1086,+0.03
2009,0,10117,Bob Heintz,12.71,89,700,+0.06
2009,0,8845,Scott Sterling,12.73,70,550,+0.10
2009,0,27770,Camilo Villegas,12.74,99,777,+0.07
2009,0,20572,Rod Pampling,12.77,113,885,+0.12
2009,0,23983,Luke Donald,12.81,108,843,+0.02
2009,0,23108,Matt Kuchar,12.81,125,976,-0.08
2009,0,30927,Brendon Todd,12.81,82,640,+0.20
2009,0,21753,Brian Davis,12.82,161,1256,+0.09
2009,0,25190,Jeff Quinney,12.87,126,979,+0.33
2009,0,22548,Patrick Sheehan,12.89,70,543,+0.10
2009,0,26881,Jarrod Lyle,12.92,89,689,+0.02
2009,0,25919,Brian Vranesh,12.96,77,594,+0.05
2009,0,22046,Geoff Ogilvy,12.97,104,802,-0.02
2009,0,28780,Nicholas Thompson,12.98,155,1194,+0.11
2009,0,1161,Mark Calcavecchia,13.0,111,854,+0.13
2009,0,23325,Vaughn Taylor,13.02,142,1091,+0.08
2009,0,1313,Steve Elkington,13.03,111,852,+0.15
2009,0,26679,Kevin Stadler,13.14,97,738,+0.09
2009,0,1797,Rocco Mediate,13.25,121,913,+0.02
2009,0,23614,Rich Beem,13.3,106,797,+0.03
2009,0,1724,Jeff Maggert,13.37,134,1002,+0.25
2009,0,1941,Tom Pernice Jr.,13.5,139,1030,+0.04
2009,0,6522,Ernie Els,13.56,102,752,+0.10
2009,0,26498,Matt Weibring,13.59,103,758,+0.12
2009,0,20574,Mathew Goggin,13.68,113,826,+0.12
2009,0,1577,Lee Janzen,13.74,115,837,+0.18
2009,0,23353,J.J. Henry,13.78,159,1154,+0.13
2009,0,7223,Brian Bateman,13.79,91,660,+0.12
2009,0,6567,Vijay Singh,13.8,98,710,-0.02
2009,0,21731,Freddie Jacobson,13.97,141,1009,+0.09
2009,0,26300,Matt Jones,13.98,84,601,+0.02
2009,0,23349,Charles Warren,14.11,103,730,+0.18
2009,0,20229,Stewart Cink,14.13,116,821,+0.12
2009,0,12705,Cliff Kresge,14.15,131,926,+0.16
2009,0,22621,Ben Curtis,14.16,93,657,-0.05
2009,0,1945,Kenny Perry,14.16,144,1017,-0.03
2009,0,22961,David Mathis,14.21,134,943,+0.12
2009,0,23718,Nathan Green,14.22,179,1259,+0.01
2009,0,1035,Tommy Armour III,14.25,102,716,+0.11
2009,0,31416,Derek Fathauer,14.29,99,693,+0.11
2009,0,26951,Johnson Wagner,14.29,146,1022,+0.15
2009,0,6595,Kevin Sutherland,14.31,144,1006,+0.17
2009,0,22892,Jason Gore,14.42,123,853,+0.07
2009,0,12716,Charley Hoffman,14.47,172,1189,-0.01
2009,0,26420,Richard Johnson,14.49,149,1028,+0.12
2009,0,20498,Briny Baird,14.52,144,992,+0.13
2009,0,24357,K.J. Choi,14.57,102,700,+0.14
2009,0,12602,Dean Wilson,14.58,140,960,+0.21
2009,0,25632,Jimmy Walker,14.62,125,855,+0.06
2009,0,6527,Steve Stricker,14.67,126,859,-0.10
2009,0,27466,Spencer Levin,14.69,135,919,+0.04
2009,0,28089,Jason Day,14.73,100,679,+0.11
2009,0,12782,Tim Herron,14.76,163,1104,+0.15
2009,0,6012,Greg Kraft,14.79,84,568,+0.23
2009,0,20070,Matt Bettencourt,14.9,177,1188,+0.16
2009,0,20098,Stuart Appleby,14.98,133,888,+0.14
2009,0,30925,Dustin Johnson,14.98,130,868,-0.06
2009,0,20645,John Senden,15.02,191,1272,+0.10
2009,0,21805,Harrison Frazar,15.06,173,1149,+0.16
2009,0,21209,Sergio Garcia,15.13,92,608,+0.02
2009,0,10885,Robert Allenby,15.19,118,777,-0.02
2009,0,25396,Kevin Na,15.2,162,1066,+0.12
2009,0,26695,Michael Letzig,15.24,180,1181,+0.16
2009,0,21350,Ryuji Imada,15.26,145,950,+0.14
2009,0,29718,Anthony Kim,15.31,126,823,E
2009,0,24924,Bill Haas,15.38,174,1131,+0.05
2009,0,1706,Davis Love III,15.38,164,1066,+0.05
2009,0,7749,Brett Quigley,15.55,158,1016,+0.03
2009,0,24502,Adam Scott,15.6,90,577,+0.01
2009,0,1226,Fred Couples,15.71,90,573,-0.06
2009,0,23778,Brad Adamonis,15.73,131,833,+0.15
2009,0,23497,Tag Ridings,15.86,89,561,+0.02
2009,0,24846,Ricky Barnes,15.95,111,696,+0.20
2009,0,24663,Y.E. Yang,15.96,154,965,+0.03
2009,0,12652,Cameron Beckman,15.98,166,1039,+0.10
2009,0,8075,Jerry Kelly,15.98,171,1070,+0.04
2009,0,24140,Sean O'Hair,16.17,131,810,-0.01
2009,0,31323,Gary Woodland,16.29,80,491,+0.21
2009,0,20157,Retief Goosen,16.3,126,773,+0.13
2009,0,29221,Webb Simpson,16.3,193,1184,E
2009,0,25345,Carl Pettersson,16.37,167,1020,+0.12
2009,0,20850,Daniel Chopra,16.64,190,1142,+0.13
2009,0,28118,Peter Tomasulo,16.67,105,630,+0.12
2009,0,1329,Brad Faxon,16.83,120,713,+0.26
2009,0,28475,Jeff Overton,16.91,177,1047,+0.05
2009,0,23048,Eric Axley,17.11,135,789,+0.17
2009,0,7457,Steve Flesch,17.13,148,864,+0.09
2009,0,21949,Joe Ogilvie,17.15,179,1044,-0.02
2009,0,20766,Padraig Harrington,17.63,116,658,+0.03
2009,0,27683,Leif Olson,17.64,103,584,+0.12
2009,0,20848,Ángel Cabrera,17.76,92,518,+0.11
2009,0,27095,Nick Watney,17.87,166,929,-0.01
2009,0,1810,Phil Mickelson,18.13,118,651,+0.09
2009,0,25562,Andres Romero,18.23,107,587,-0.03
2009,0,25804,Bubba Watson,19.02,147,773,+0.05
2009,0,9011,David Duval,19.69,116,589,+0.19
2009,0,27141,J.B. Holmes,22.98,188,818,+0.07
2008,0,2239,Scott Verplank,7.52,68,904,+0.09
2008,0,1766,Billy Mayfair,7.59,100,1317,+0.13
2008,0,1677,Tom Lehman,8.54,45,527,+0.07
2008,0,27963,Chris Stroud,8.55,78,912,+0.26
2008,0,20105,Jeff Gove,8.7,53,609,+0.23
2008,0,1928,Corey Pavin,8.91,69,774,+0.26
2008,0,21753,Brian Davis,9.1,129,1417,+0.13
2008,0,8385,Omar Uresti,9.27,81,874,+0.02
2008,0,1142,Bart Bryant,9.33,87,932,+0.20
2008,0,24449,Parker McLachlin,9.41,102,1084,+0.02
2008,0,21878,Mark Wilson,9.41,136,1446,+0.14
2008,0,19803,Ryan Armour,9.56,100,1046,+0.25
2008,0,24024,Zach Johnson,9.56,95,994,+0.07
2008,0,1388,Robert Gamez,9.62,94,977,+0.22
2008,0,26476,Chez Reavie,9.66,120,1242,+0.20
2008,0,10809,Jim Furyk,9.69,102,1053,+0.13
2008,0,19913,Ron Whittaker,9.77,55,563,+0.15
2008,0,22293,Heath Slocum,9.92,119,1199,+0.13
2008,0,6012,Greg Kraft,10.09,70,694,+0.30
2008,0,1139,Olin Browne,10.11,98,969,+0.29
2008,0,10425,Jay Williamson,10.17,113,1111,+0.31
2008,0,1797,Rocco Mediate,10.33,99,958,+0.16
2008,0,10733,Kent Jones,10.37,79,762,+0.06
2008,0,27933,John Merrick,10.37,110,1061,+0.13
2008,0,6621,Joe Durant,10.41,114,1095,+0.21
2008,0,22371,Aaron Baddeley,10.42,87,835,+0.03
2008,0,12826,Paul Claxton,10.45,72,689,+0.38
2008,0,12309,Bob Sowards,10.52,75,713,+0.24
2008,0,1473,Todd Hamilton,10.57,108,1022,+0.19
2008,0,22621,Ben Curtis,10.59,93,878,+0.18
2008,0,22913,John Rollins,10.67,117,1097,+0.06
2008,0,23614,Rich Beem,10.95,120,1096,+0.06
2008,0,6643,Paul Goydos,11.03,103,934,+0.27
2008,0,7867,Woody Austin,11.09,136,1226,+0.02
2008,0,8537,J.P. Hayes,11.16,97,869,+0.09
2008,0,23621,Rory Sabbatini,11.19,98,876,+0.08
2008,0,6197,Michael Allen,11.21,121,1079,+0.18
2008,0,25190,Jeff Quinney,11.22,113,1007,+0.15
2008,0,23541,Ben Crane,11.29,117,1036,+0.09
2008,0,21633,Steve Allan,11.31,74,654,+0.14
2008,0,1320,Bob Estes,11.37,135,1187,+0.04
2008,0,23788,D.J. Trahan,11.38,122,1072,+0.11
2008,0,28089,Jason Day,11.45,120,1048,+0.19
2008,0,20160,Charlie Wi,11.48,140,1219,+0.10
2008,0,27060,John Mallinger,11.53,134,1162,+0.16
2008,0,24925,Jonathan Byrd,11.55,123,1065,+0.19
2008,0,22892,Jason Gore,11.56,136,1176,+0.09
2008,0,2206,David Toms,11.6,90,776,+0.08
2008,0,27095,Nick Watney,11.62,135,1162,+0.21
2008,0,7547,Craig Kanada,11.68,89,762,+0.24
2008,0,10423,Mike Weir,11.68,108,925,+0.10
2008,0,25396,Kevin Na,11.8,149,1263,+0.09
2008,0,20127,Chris Riley,11.82,65,550,+0.14
2008,0,26668,Marc Turnesa,11.84,124,1047,+0.13
2008,0,27936,Martin Laird,11.86,138,1164,+0.20
2008,0,20498,Briny Baird,11.88,157,1322,+0.08
2008,0,22548,Patrick Sheehan,11.88,171,1440,+0.18
2008,0,11032,Frank Lickliter II,11.94,165,1382,+0.08
2008,0,10885,Robert Allenby,11.96,142,1187,+0.06
2008,0,8845,Scott Sterling,11.97,122,1019,+0.10
2008,0,1313,Steve Elkington,12.04,122,1013,-0.02
2008,0,22348,Nick O'Hern,12.07,119,986,+0.16
2008,0,28780,Nicholas Thompson,12.11,161,1330,+0.19
2008,0,24663,Y.E. Yang,12.11,133,1098,+0.18
2008,0,1553,John Huston,12.15,82,675,+0.21
2008,0,2002,John Riegger,12.15,108,889,+0.15
2008,0,27613,David Lutterus,12.16,84,691,+0.25
2008,0,10505,Shane Bertsch,12.18,152,1248,+0.20
2008,0,20443,Jin Park,12.19,117,960,+0.12
2008,0,27120,Troy Matteson,12.23,149,1218,+0.12
2008,0,1948,Tim Petrovic,12.32,138,1120,+0.16
2008,0,12652,Cameron Beckman,12.35,126,1020,+0.21
2008,0,19846,Brian Gay,12.35,148,1198,+0.18
2008,0,24138,Ian Poulter,12.38,62,501,+0.11
2008,0,26289,Boo Weekley,12.39,110,888,+0.23
2008,0,10585,Scott McCarron,12.4,93,750,+0.14
2008,0,20645,John Senden,12.44,140,1125,+0.25
2008,0,24227,Justin Bolli,12.45,126,1012,+0.17
2008,0,12510,Chad Campbell,12.47,146,1171,+0.15
2008,0,6573,Brandt Jobe,12.52,81,647,+0.05
2008,0,1941,Tom Pernice Jr.,12.56,170,1353,+0.20
2008,0,20104,Ken Duke,12.6,183,1452,+0.06
2008,0,24361,Pat Perez,12.6,138,1095,+0.12
2008,0,21461,Kenneth Ferrie,12.61,104,825,+0.20
2008,0,21731,Freddie Jacobson,12.67,112,884,+0.10
2008,0,26596,Ryan Moore,12.67,110,868,+0.10
2008,0,24781,Hunter Mahan,12.75,127,996,+0.08
2008,0,1161,Mark Calcavecchia,12.77,96,752,+0.04
2008,0,22378,Trevor Immelman,12.77,95,744,+0.26
2008,0,1035,Tommy Armour III,12.79,116,907,+0.14
2008,0,12716,Charley Hoffman,12.86,153,1190,+0.12
2008,0,26679,Kevin Stadler,12.89,129,1001,+0.09
2008,0,20623,Gavin Coles,12.95,79,610,+0.06
2008,0,21805,Harrison Frazar,13.0,110,846,-0.05
2008,0,20382,Stephen Leaney,13.0,81,623,+0.28
2008,0,1226,Fred Couples,13.07,91,696,+0.04
2008,0,12782,Tim Herron,13.09,156,1192,+0.13
2008,0,22046,Geoff Ogilvy,13.11,88,671,+0.18
2008,0,10649,Tom Scherrer,13.12,79,602,+0.11
2008,0,27214,Kevin Streelman,13.14,176,1339,+0.05
2008,0,25349,Tim Wilkinson,13.14,146,1111,+0.14
2008,0,12660,Jesper Parnevik,13.19,134,1016,+0.08
2008,0,6251,Chris DiMarco,13.23,139,1051,+0.10
2008,0,27561,Nick Flanagan,13.35,147,1101,+0.16
2008,0,7749,Brett Quigley,13.37,134,1002,+0.09
2008,0,23623,Bo Van Pelt,13.37,173,1294,+0.12
2008,0,30750,Tommy Gainey,13.38,84,628,+0.27
2008,0,6522,Ernie Els,13.39,66,493,+0.18
2008,0,20574,Mathew Goggin,13.43,152,1132,+0.09
2008,0,24140,Sean O'Hair,13.43,126,938,+0.07
2008,0,20572,Rod Pampling,13.43,126,938,+0.13
2008,0,2223,Bob Tway,13.43,106,789,+0.08
2008,0,24912,Will MacKenzie,13.46,105,780,+0.22
2008,0,26695,Michael Letzig,13.49,138,1023,+0.08
2008,0,23135,Tim Clark,13.51,137,1014,+0.05
2008,0,8931,Glen Day,13.53,105,776,+0.16
2008,0,23797,Brett Rumford,13.54,111,820,+0.12
2008,0,20472,Alex Cejka,13.56,112,826,+0.18
2008,0,6595,Kevin Sutherland,13.57,165,1216,+0.11
2008,0,20229,Stewart Cink,13.59,117,861,+0.06
2008,0,23778,Brad Adamonis,13.65,142,1040,+0.06
2008,0,1707,Steve Lowery,13.68,126,921,+0.06
2008,0,1724,Jeff Maggert,13.76,150,1090,+0.15
2008,0,22582,Kyle Thompson,13.78,108,784,+0.25
2008,0,8075,Jerry Kelly,13.79,142,1030,+0.16
2008,0,21959,Ted Purdy,13.87,113,815,+0.17
2008,0,25720,Chad Collins,13.89,120,864,+0.25
2008,0,24490,George McNeill,13.9,172,1237,+0.16
2008,0,25594,Travis Perkins,13.92,76,546,+0.08
2008,0,1024,Billy Andrade,13.95,118,846,+0.19
2008,0,20098,Stuart Appleby,13.98,129,923,+0.04
2008,0,21961,Charles Howell III,13.99,167,1194,+0.04
2008,0,23325,Vaughn Taylor,14.05,182,1295,+0.19
2008,0,6004,Stephen Ames,14.07,129,917,+0.11
2008,0,23125,Brad Elder,14.07,103,732,+0.18
2008,0,21350,Ryuji Imada,14.18,133,938,+0.08
2008,0,22806,Doug LaBelle II,14.18,100,705,+0.16
2008,0,21949,Joe Ogilvie,14.19,171,1205,+0.05
2008,0,26631,Cody Freeman,14.21,106,746,+0.10
2008,0,20634,Peter Lonard,14.21,157,1105,+0.10
2008,0,6567,Vijay Singh,14.25,125,877,-0.08
2008,0,24924,Bill Haas,14.29,177,1239,+0.02
2008,0,6034,Marco Dawson,14.38,105,730,+0.11
2008,0,29718,Anthony Kim,14.41,130,902,E
2008,0,26500,Alejandro Cañizares,14.46,82,567,+0.15
2008,0,23108,Matt Kuchar,14.48,141,974,+0.05
2008,0,20663,Brenden Pappas,14.48,109,753,-0.05
2008,0,23320,Ryan Palmer,14.51,120,827,+0.07
2008,0,20378,Mathias Grönberg,14.55,158,1086,+0.12
2008,0,6090,Jim McGovern,14.57,126,865,+0.11
2008,0,26300,Matt Jones,14.6,166,1137,+0.08
2008,0,10860,Justin Leonard,14.66,150,1023,+0.09
2008,0,27649,Brandt Snedeker,14.73,137,930,+0.18
2008,0,23497,Tag Ridings,14.78,163,1103,+0.13
2008,0,28158,Steve Marino,14.8,212,1432,+0.13
2008,0,25364,Paul Casey,14.84,73,492,+0.25
2008,0,24358,Robert Garrigus,14.84,173,1166,+0.03
2008,0,27770,Camilo Villegas,14.86,130,875,+0.17
2008,0,26951,Johnson Wagner,14.94,140,937,+0.16
2008,0,10875,Todd Demsey,14.96,146,976,+0.07
2008,0,25900,Lucas Glover,14.97,172,1149,+0.15
2008,0,28475,Jeff Overton,15.05,188,1249,+0.10
2008,0,25842,Jon Mills,15.1,161,1066,+0.19
2008,0,26420,Richard Johnson,15.17,103,679,+0.07
2008,0,20766,Padraig Harrington,15.24,66,433,-0.02
2008,0,25804,Bubba Watson,15.38,169,1099,-0.01
2008,0,23349,Charles Warren,15.46,158,1022,+0.16
2008,0,23353,J.J. Henry,15.53,212,1365,+0.18
2008,0,23718,Nathan Green,15.6,195,1250,+0.15
2008,0,12602,Dean Wilson,15.61,199,1275,+0.10
2008,0,21209,Sergio Garcia,15.63,121,774,+0.03
2008,0,23048,Eric Axley,15.83,209,1320,+0.18
2008,0,1706,Davis Love III,15.85,142,896,+0.08
2008,0,6575,Dudley Hart,15.87,147,926,+0.15
2008,0,23540,Jason Allred,15.88,107,674,+0.21
2008,0,24357,K.J. Choi,15.97,127,795,+0.18
2008,0,30925,Dustin Johnson,16.53,181,1095,+0.04
2008,0,20157,Retief Goosen,16.55,96,580,+0.24
2008,0,20433,Mark Hensby,16.61,146,879,+0.05
2008,0,20850,Daniel Chopra,16.83,158,939,+0.09
2008,0,12705,Cliff Kresge,16.98,171,1007,+0.22
2008,0,25562,Andres Romero,17.04,115,675,+0.15
2008,0,20848,Ángel Cabrera,17.2,92,535,+0.09
2008,0,23409,James Driscoll,17.24,179,1038,+0.09
2008,0,7457,Steve Flesch,17.25,192,1113,+0.04
2008,0,23157,Richard Johnson,17.51,162,925,+0.10
2008,0,25345,Carl Pettersson,17.55,234,1333,+0.06
2008,0,6527,Steve Stricker,17.65,140,793,+0.01
2008,0,25632,Jimmy Walker,17.71,147,830,+0.12
2008,0,24502,Adam Scott,17.88,86,481,-0.02
2008,0,1945,Kenny Perry,17.98,228,1268,+0.11
2008,0,12823,Carlos Franco,18.03,154,854,+0.04
2008,0,12680,Shigeki Maruyama,18.18,104,572,+0.12
2008,0,1577,Lee Janzen,18.89,194,1027,+0.20
2008,0,1810,Phil Mickelson,19.02,155,815,+0.01
2008,0,27141,J.B. Holmes,20.58,192,933,+0.12
2008,0,9011,David Duval,22.43,120,535,+0.09
2007,0,10809,Jim Furyk,7.96,76,955,+0.11
2007,0,20104,Ken Duke,8.05,117,1454,-0.06
2007,0,2036,Jim Rutledge,8.44,65,770,+0.09
2007,0,1388,Robert Gamez,8.45,99,1172,+0.23
2007,0,24024,Zach Johnson,8.47,72,850,+0.17
2007,0,27963,Chris Stroud,8.63,75,869,+0.09
2007,0,1766,Billy Mayfair,8.7,109,1253,+0.25
2007,0,1320,Bob Estes,8.77,103,1174,+0.11
2007,0,2239,Scott Verplank,8.91,81,909,+0.23
2007,0,1142,Bart Bryant,8.94,100,1119,+0.09
2007,0,20127,Chris Riley,8.97,69,769,+0.16
