YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS,RTP-SUCCESSES,RTP-NOT GOING FOR THE GRN
2013,0,24663,Y.E. Yang,18.03,11,61,-11,+1.00
2013,0,27895,Jonas Blixt,17.95,21,117,-19,-9.00
2013,0,30692,Scott Stallings,17.86,25,140,-25,+2.00
2013,0,22806,Doug LaBelle II,17.81,13,73,-16,-17.00
2013,0,27556,Ted Potter Jr.,17.81,13,73,-11,-10.00
2013,0,6522,Ernie Els,17.78,16,90,-15,-4.00
2013,0,22295,Darron Stiles,17.78,8,45,-9,-11.00
2013,0,22621,Ben Curtis,17.65,9,51,-8,+1.00
2013,0,28475,Jeff Overton,17.65,27,153,-28,-7.00
2013,0,33419,Cameron Tringale,17.65,21,119,-22,-25.00
2013,0,30711,Colt Knost,17.54,10,57,-12,-17.00
2013,0,23541,Ben Crane,17.46,11,63,-10,-19.00
2013,0,2206,David Toms,17.24,5,29,-6,-6.00
2013,0,34046,Jordan Spieth,17.04,23,135,-25,-3.00
2013,0,28259,Sangmoon Bae,16.95,20,118,-17,+1.00
2013,0,12782,Tim Herron,16.95,10,59,-12,-6.00
2013,0,29425,Andrew Svoboda,16.92,11,65,-11,-2.00
2013,0,8075,Jerry Kelly,16.85,15,89,-17,-16.00
2013,0,20098,Stuart Appleby,16.67,18,108,-18,-20.00
2013,0,28092,D.H. Lee,16.67,15,90,-15,-1.00
2013,0,22378,Trevor Immelman,16.25,13,80,-10,-8.00
2013,0,10213,Dicky Pride,15.87,10,63,-9,-25.00
2013,0,20104,Ken Duke,15.85,13,82,-13,-19.00
2013,0,35139,Richard Lee,15.79,15,95,-17,-29.00
2013,0,26851,Marc Leishman,15.79,21,133,-21,+1.00
2013,0,24846,Ricky Barnes,15.24,16,105,-16,-12.00
2013,0,23409,James Driscoll,15.15,15,99,-13,-3.00
2013,0,27644,Brian Harman,15.11,21,139,-24,+1.00
2013,0,19846,Brian Gay,14.71,10,68,-10,-14.00
2013,0,10423,Mike Weir,14.29,8,56,-6,-18.00
2013,0,22056,Cameron Percy,13.51,15,111,-16,+3.00
2013,0,24357,K.J. Choi,12.82,10,78,-12,-38.00
2013,0,10860,Justin Leonard,12.16,9,74,-12,-39.00
2013,0,27120,Troy Matteson,12.12,12,99,-14,-2.00
2013,0,24507,Jason Bohn,11.84,9,76,-8,-26.00
2013,0,24138,Ian Poulter,11.43,8,70,-8,-11.00
2013,0,21099,David Lynn,9.86,7,71,-10,-20.00
2013,0,24227,Justin Bolli,8.16,4,49,-3,-2.00
2013,0,26758,David Hearn,7.69,7,91,-7,-22.00
2013,0,26497,Casey Wittenberg,7.59,6,79,-6,+2.00
2012,0,32334,Charlie Beljan,36.56,34,93,-34,+1.00
2012,0,28237,Rory McIlroy,34.34,34,99,-38,-6.00
2012,0,24502,Adam Scott,33.71,30,89,-31,+3.00
2012,0,27933,John Merrick,32.82,43,131,-44,-6.00
2012,0,32150,Michael Thompson,32.56,28,86,-35,-19.00
2012,0,30852,Ryo Ishikawa,31.58,18,57,-23,-8.00
2012,0,8793,Tiger Woods,31.07,32,103,-34,-8.00
2012,0,33122,Russell Knox,30.0,27,90,-35,-11.00
2012,0,21961,Charles Howell III,29.66,43,145,-49,-8.00
2012,0,31323,Gary Woodland,29.66,43,145,-46,+14.00
2012,0,26951,Johnson Wagner,29.29,41,140,-38,-15.00
2012,0,26331,Charl Schwartzel,29.27,24,82,-24,-6.00
2012,0,30925,Dustin Johnson,28.35,36,127,-36,+1.00
2012,0,24358,Robert Garrigus,28.29,58,205,-61,E
2012,0,30692,Scott Stallings,28.14,47,167,-50,-1.00
2012,0,28089,Jason Day,27.72,28,101,-30,+5.00
2012,0,21805,Harrison Frazar,27.62,29,105,-29,-11.00
2012,0,29479,Scott Brown,27.52,30,109,-28,-1.00
2012,0,22046,Geoff Ogilvy,27.43,31,113,-34,-7.00
2012,0,27895,Jonas Blixt,27.27,33,121,-37,-4.00
2012,0,25632,Jimmy Walker,27.0,54,200,-57,+4.00
2012,0,27095,Nick Watney,26.92,42,156,-49,-8.00
2012,0,29420,Billy Horschel,26.88,25,93,-26,E
2012,0,20848,Ángel Cabrera,26.83,22,82,-25,+1.00
2012,0,1810,Phil Mickelson,26.76,38,142,-37,-11.00
2012,0,11123,Chris Couch,26.72,35,131,-40,+11.00
2012,0,24140,Sean O'Hair,26.7,47,176,-48,-4.00
2012,0,24924,Bill Haas,26.67,40,150,-37,-2.00
2012,0,23541,Ben Crane,26.52,35,132,-39,-15.00
2012,0,24361,Pat Perez,26.47,36,136,-36,-16.00
2012,0,27649,Brandt Snedeker,26.36,29,110,-29,-17.00
2012,0,25686,Jason Dufner,26.19,33,126,-33,-12.00
2012,0,27436,Graham DeLaet,26.17,39,149,-40,+6.00
2012,0,27141,J.B. Holmes,26.04,50,192,-53,+7.00
2012,0,33141,Keegan Bradley,25.97,47,181,-47,-8.00
2012,0,25240,D.A. Points,25.9,43,166,-41,-11.00
2012,0,23135,Tim Clark,25.76,17,66,-15,-18.00
2012,0,25804,Bubba Watson,25.75,43,167,-51,-4.00
2012,0,6567,Vijay Singh,25.7,46,179,-49,+2.00
2012,0,32698,Bobby Gates,25.58,44,172,-45,E
2012,0,21528,Henrik Stenson,25.51,25,98,-23,-7.00
2012,0,26289,Boo Weekley,25.47,27,106,-28,+7.00
2012,0,20572,Rod Pampling,25.42,30,118,-30,-12.00
2012,0,12782,Tim Herron,25.41,31,122,-29,-13.00
2012,0,23638,Brendon de Jonge,25.25,51,202,-51,-23.00
2012,0,27644,Brian Harman,25.0,40,160,-48,-23.00
2012,0,35139,Richard Lee,25.0,25,100,-25,-14.00
2012,0,20691,Greg Owen,25.0,37,148,-35,-17.00
2012,0,1766,Billy Mayfair,24.84,38,153,-36,-1.00
2012,0,20574,Mathew Goggin,24.79,29,117,-32,-9.00
2012,0,27064,Jhonattan Vegas,24.7,41,166,-39,+1.00
2012,0,22913,John Rollins,24.67,37,150,-37,-10.00
2012,0,29518,Brendan Steele,24.62,32,130,-27,-8.00
2012,0,29476,Kyle Reifers,24.56,28,114,-29,-11.00
2012,0,27330,Josh Teater,24.49,48,196,-49,E
2012,0,1116,Michael Bradley,24.42,21,86,-19,-3.00
2012,0,30110,Kyle Stanley,24.31,44,181,-47,-3.00
2012,0,30926,Chris Kirk,24.29,43,177,-45,+6.00
2012,0,1706,Davis Love III,24.21,23,95,-23,E
2012,0,23204,Gary Christian,24.17,29,120,-30,-11.00
2012,0,30927,Brendon Todd,24.05,19,79,-20,-5.00
2012,0,21209,Sergio Garcia,24.0,24,100,-27,-7.00
2012,0,24138,Ian Poulter,23.94,17,71,-18,-5.00
2012,0,2206,David Toms,23.81,15,63,-16,-10.00
2012,0,12716,Charley Hoffman,23.76,43,181,-45,E
2012,0,25818,Scott Piercy,23.67,49,207,-52,-2.00
2012,0,27302,Garth Mulroy,23.66,22,93,-27,+4.00
2012,0,29289,S.Y. Noh,23.66,44,186,-49,-4.00
2012,0,26329,Louis Oosthuizen,23.53,24,102,-28,+2.00
2012,0,27120,Troy Matteson,23.33,42,180,-39,+6.00
2012,0,22582,Kyle Thompson,23.33,14,60,-10,E
2012,0,23983,Luke Donald,23.29,17,73,-19,-25.00
2012,0,27060,John Mallinger,23.17,19,82,-22,-10.00
2012,0,34099,Harris English,23.16,44,190,-43,-1.00
2012,0,1724,Jeff Maggert,23.13,31,134,-37,-14.00
2012,0,23800,Bryce Molder,23.08,18,78,-18,-41.00
2012,0,28455,Will Claxton,23.03,38,165,-36,-22.00
2012,0,22293,Heath Slocum,23.01,26,113,-26,-12.00
2012,0,24925,Jonathan Byrd,22.83,29,127,-27,-17.00
2012,0,6527,Steve Stricker,22.68,22,97,-21,-19.00
2012,0,28500,Martin Flores,22.67,34,150,-32,-17.00
2012,0,1941,Tom Pernice Jr.,22.67,17,75,-19,-3.00
2012,0,24846,Ricky Barnes,22.54,32,142,-31,-11.00
2012,0,26596,Ryan Moore,22.54,32,142,-34,-9.00
2012,0,10213,Dicky Pride,22.54,16,71,-16,-11.00
2012,0,25457,Alexandre Rocha,22.54,16,71,-17,-16.00
2012,0,25345,Carl Pettersson,22.52,34,151,-36,+3.00
2012,0,6004,Stephen Ames,22.45,11,49,-9,-4.00
2012,0,20645,John Senden,22.45,33,147,-35,-6.00
2012,0,23409,James Driscoll,22.44,35,156,-42,-1.00
2012,0,23788,D.J. Trahan,22.4,28,125,-28,-3.00
2012,0,32200,Roberto Castro,22.38,32,143,-29,-16.00
2012,0,26851,Marc Leishman,22.38,32,143,-29,-20.00
2012,0,27770,Camilo Villegas,22.38,32,143,-29,-13.00
2012,0,23542,Tommy Biershenk,22.22,22,99,-21,+2.00
2012,0,25892,Steve Wheatcroft,22.06,15,68,-20,-5.00
2012,0,1797,Rocco Mediate,21.78,22,101,-26,-15.00
2012,0,26476,Chez Reavie,21.7,23,106,-21,-18.00
2012,0,23718,Nathan Green,21.67,26,120,-28,-4.00
2012,0,22378,Trevor Immelman,21.65,21,97,-20,+3.00
2012,0,32366,Kevin Chappell,21.62,32,148,-32,-8.00
2012,0,6573,Brandt Jobe,21.62,16,74,-18,+5.00
2012,0,12652,Cameron Beckman,21.57,22,102,-23,-17.00
2012,0,28093,Miguel Angel Carballo,21.57,22,102,-24,-5.00
2012,0,23621,Rory Sabbatini,21.47,35,163,-34,-5.00
2012,0,33419,Cameron Tringale,21.3,36,169,-33,-7.00
2012,0,34021,Bud Cauley,21.14,37,175,-36,-3.00
2012,0,24940,Edward Loar,21.11,19,90,-22,+5.00
2012,0,29910,Blake Adams,21.05,36,171,-38,-4.00
2012,0,23623,Bo Van Pelt,21.05,28,133,-32,-8.00
2012,0,10885,Robert Allenby,20.95,22,105,-13,+1.00
2012,0,20229,Stewart Cink,20.83,20,96,-23,-7.00
2012,0,27214,Kevin Streelman,20.78,32,154,-32,+1.00
2012,0,24494,Erik Compton,20.74,28,135,-31,-5.00
2012,0,22371,Aaron Baddeley,20.69,24,116,-26,-10.00
2012,0,29478,Kevin Kisner,20.65,19,92,-23,+1.00
2012,0,24357,K.J. Choi,20.59,21,102,-23,-15.00
2012,0,6036,Scott Dunlap,20.51,16,78,-13,+4.00
2012,0,1249,John Daly,20.45,18,88,-19,-6.00
2012,0,26287,Roland Thatcher,20.25,16,79,-15,+1.00
2012,0,30944,Jason Kokrak,20.14,29,144,-35,+5.00
2012,0,10809,Jim Furyk,20.0,17,85,-16,-32.00
2012,0,32102,Rickie Fowler,19.87,30,151,-34,-1.00
2012,0,26758,David Hearn,19.85,26,131,-27,-13.00
2012,0,28308,Troy Kelly,19.78,18,91,-22,+11.00
2012,0,25562,Andres Romero,19.67,24,122,-25,-4.00
2012,0,20104,Ken Duke,19.61,30,153,-36,-27.00
2012,0,26679,Kevin Stadler,19.59,29,148,-27,-4.00
2012,0,23325,Vaughn Taylor,19.57,18,92,-17,-16.00
2012,0,28087,Kris Blanks,19.47,22,113,-27,-5.00
2012,0,21731,Freddie Jacobson,19.44,14,72,-15,+2.00
2012,0,22405,Justin Rose,19.42,20,103,-22,-10.00
2012,0,22621,Ben Curtis,19.4,13,67,-15,-20.00
2012,0,29221,Webb Simpson,19.23,30,156,-31,-20.00
2012,0,24490,George McNeill,19.18,28,146,-32,-3.00
2012,0,30711,Colt Knost,19.12,13,68,-13,-14.00
2012,0,23108,Matt Kuchar,19.05,20,105,-21,-10.00
2012,0,24507,Jason Bohn,18.95,18,95,-20,-15.00
2012,0,12510,Chad Campbell,18.94,25,132,-22,-12.00
2012,0,23903,Stephen Gangluff,18.92,14,74,-13,+5.00
2012,0,28475,Jeff Overton,18.81,38,202,-38,-26.00
2012,0,20396,Lee Westwood,18.81,19,101,-21,+4.00
2012,0,25572,Graeme McDowell,18.75,12,64,-14,-9.00
2012,0,23320,Ryan Palmer,18.63,30,161,-30,-11.00
2012,0,27466,Spencer Levin,18.32,24,131,-22,-13.00
2012,0,25396,Kevin Na,18.25,25,137,-22,-1.00
2012,0,26300,Matt Jones,18.18,16,88,-17,+4.00
2012,0,24024,Zach Johnson,18.11,23,127,-28,-31.00
2012,0,24781,Hunter Mahan,18.05,24,133,-23,-3.00
2012,0,20070,Matt Bettencourt,17.76,19,107,-20,E
2012,0,28259,Sangmoon Bae,17.59,19,108,-18,+2.00
2012,0,23353,J.J. Henry,17.59,19,108,-18,-1.00
2012,0,20098,Stuart Appleby,17.53,17,97,-17,-14.00
2012,0,34174,John Huh,17.34,30,173,-26,-10.00
2012,0,20623,Gavin Coles,17.24,10,58,-9,-28.00
2012,0,8725,Tom Gillis,17.02,24,141,-26,+10.00
2012,0,29222,Billy Hurley III,16.98,9,53,-10,-9.00
2012,0,6522,Ernie Els,16.94,21,124,-25,-2.00
2012,0,20160,Charlie Wi,16.8,21,125,-23,-18.00
2012,0,27936,Martin Laird,16.67,24,144,-21,E
2012,0,21407,Arjun Atwal,16.53,20,121,-22,+6.00
2012,0,21753,Brian Davis,16.52,19,115,-24,-10.00
2012,0,27963,Chris Stroud,16.39,20,122,-20,-1.00
2012,0,19970,Robert Karlsson,16.33,16,98,-13,-4.00
2012,0,27556,Ted Potter Jr.,16.3,15,92,-14,-17.00
2012,0,20850,Daniel Chopra,15.79,12,76,-13,-3.00
2012,0,6251,Chris DiMarco,15.79,15,95,-17,-22.00
2012,0,30750,Tommy Gainey,15.79,27,171,-28,E
2012,0,19846,Brian Gay,15.79,12,76,-12,-43.00
2012,0,20766,Padraig Harrington,15.73,14,89,-15,-5.00
2012,0,21878,Mark Wilson,15.69,16,102,-21,-18.00
2012,0,25834,Daniel Summerhays,15.45,19,123,-21,-11.00
2012,0,31202,William McGirt,15.38,18,117,-19,-31.00
2012,0,33120,Mark Anderson,15.25,18,118,-15,+10.00
2012,0,8075,Jerry Kelly,15.24,16,105,-18,-28.00
2012,0,21350,Ryuji Imada,15.05,14,93,-14,-9.00
2012,0,28307,Matt Every,14.91,17,114,-16,-10.00
2012,0,27797,Derek Lamely,14.85,15,101,-16,+6.00
2012,0,23548,Bill Lunde,14.75,18,122,-18,-6.00
2012,0,29926,Danny Lee,14.55,16,110,-17,+8.00
2012,0,20593,Greg Chalmers,14.29,18,126,-18,-13.00
2012,0,22961,David Mathis,14.12,12,85,-16,-1.00
2012,0,27974,Sung Kang,13.86,14,101,-15,-7.00
2012,0,22348,Nick O'Hern,13.85,9,65,-7,-22.00
2012,0,10860,Justin Leonard,12.82,10,78,-9,-27.00
2012,0,6034,Marco Dawson,12.68,9,71,-11,-1.00
2012,0,31558,J.J. Killeen,12.5,19,152,-19,-6.00
2012,0,24663,Y.E. Yang,12.33,9,73,-9,-7.00
2012,0,24604,Hunter Haas,11.4,13,114,-14,+4.00
2012,0,22548,Patrick Sheehan,10.94,7,64,-8,-1.00
2012,0,1320,Bob Estes,8.99,8,89,-7,-13.00
2011,0,6567,Vijay Singh,37.31,50,134,-49,-3.00
2011,0,1706,Davis Love III,35.0,35,100,-33,+5.00
2011,0,30946,Alex Prugh,34.85,46,132,-46,+4.00
2011,0,25444,Justin Hicks,34.55,19,55,-15,+5.00
2011,0,26289,Boo Weekley,34.27,49,143,-46,+4.00
2011,0,31323,Gary Woodland,33.15,60,181,-61,+24.00
2011,0,29518,Brendan Steele,33.11,50,151,-52,-13.00
2011,0,27064,Jhonattan Vegas,32.07,59,184,-56,+5.00
2011,0,6573,Brandt Jobe,31.97,47,147,-44,-7.00
2011,0,20157,Retief Goosen,31.88,22,69,-22,+10.00
2011,0,30692,Scott Stallings,31.2,39,125,-36,-12.00
2011,0,31401,Zack Miller,31.13,47,151,-48,+22.00
2011,0,27141,J.B. Holmes,30.6,41,134,-44,-8.00
2011,0,25686,Jason Dufner,30.39,31,102,-31,-18.00
2011,0,20229,Stewart Cink,30.21,29,96,-29,-18.00
2011,0,20098,Stuart Appleby,30.11,28,93,-27,-8.00
2011,0,25804,Bubba Watson,29.41,55,187,-62,+2.00
2011,0,20645,John Senden,29.19,54,185,-59,+2.00
2011,0,19970,Robert Karlsson,29.17,28,96,-29,-4.00
2011,0,1577,Lee Janzen,29.11,23,79,-24,-1.00
2011,0,24980,Scott Gutschewski,28.97,31,107,-29,+8.00
2011,0,24358,Robert Garrigus,28.92,59,204,-59,+3.00
2011,0,12716,Charley Hoffman,28.91,61,211,-61,+14.00
2011,0,20848,Ángel Cabrera,28.41,25,88,-29,-4.00
2011,0,24925,Jonathan Byrd,28.3,45,159,-48,-11.00
2011,0,1810,Phil Mickelson,28.19,42,149,-40,E
2011,0,20498,Briny Baird,28.17,20,71,-17,-3.00
2011,0,12510,Chad Campbell,27.89,41,147,-38,-9.00
2011,0,29221,Webb Simpson,27.87,51,183,-59,-22.00
2011,0,28158,Steve Marino,27.78,35,126,-38,-3.00
2011,0,30925,Dustin Johnson,27.74,43,155,-45,+11.00
2011,0,25240,D.A. Points,27.7,41,148,-46,-4.00
2011,0,6527,Steve Stricker,27.66,26,94,-28,-30.00
2011,0,22913,John Rollins,27.45,42,153,-42,-1.00
2011,0,27214,Kevin Streelman,27.4,40,146,-42,-14.00
2011,0,11123,Chris Couch,27.33,47,172,-47,-4.00
2011,0,32640,Troy Merritt,27.18,28,103,-23,+1.00
2011,0,23409,James Driscoll,27.01,37,137,-35,+4.00
2011,0,22046,Geoff Ogilvy,26.97,24,89,-25,-9.00
2011,0,23673,Michael Connell,26.88,25,93,-24,-6.00
2011,0,26331,Charl Schwartzel,26.74,23,86,-22,+3.00
2011,0,28087,Kris Blanks,26.47,36,136,-33,-16.00
2011,0,31193,Jim Renner,26.47,27,102,-25,+4.00
2011,0,24663,Y.E. Yang,26.25,21,80,-22,+2.00
2011,0,26881,Jarrod Lyle,26.02,32,123,-35,-3.00
2011,0,22293,Heath Slocum,26.0,26,100,-28,-11.00
2011,0,27936,Martin Laird,25.95,41,158,-44,-3.00
2011,0,27933,John Merrick,25.93,28,108,-28,-9.00
2011,0,24502,Adam Scott,25.93,28,108,-28,+2.00
2011,0,24140,Sean O'Hair,25.71,27,105,-30,+4.00
2011,0,30750,Tommy Gainey,25.54,47,184,-43,-1.00
2011,0,6621,Joe Durant,25.53,24,94,-21,-16.00
2011,0,23788,D.J. Trahan,25.38,50,197,-48,+4.00
2011,0,27963,Chris Stroud,25.34,37,146,-33,-4.00
2011,0,21805,Harrison Frazar,25.32,20,79,-20,-4.00
2011,0,24490,George McNeill,25.22,29,115,-31,+6.00
2011,0,27466,Spencer Levin,25.0,40,160,-40,-23.00
2011,0,27120,Troy Matteson,25.0,43,172,-40,+4.00
2011,0,27095,Nick Watney,24.84,38,153,-43,-4.00
2011,0,22378,Trevor Immelman,24.76,26,105,-24,+3.00
2011,0,34072,Will Strickler,24.72,22,89,-25,+9.00
2011,0,25345,Carl Pettersson,24.71,42,170,-46,-22.00
2011,0,23548,Bill Lunde,24.68,39,158,-40,-13.00
2011,0,25457,Alexandre Rocha,24.68,19,77,-20,-1.00
2011,0,25900,Lucas Glover,24.58,29,118,-35,-15.00
2011,0,25834,Daniel Summerhays,24.53,26,106,-31,+17.00
2011,0,23800,Bryce Molder,24.47,23,94,-22,-23.00
2011,0,12602,Dean Wilson,24.32,18,74,-14,-20.00
2011,0,24138,Ian Poulter,24.19,15,62,-16,-5.00
2011,0,23497,Tag Ridings,24.14,42,174,-48,+9.00
2011,0,23353,J.J. Henry,24.12,41,170,-39,-7.00
2011,0,31557,Jim Herman,24.11,27,112,-27,+11.00
2011,0,26679,Kevin Stadler,24.05,38,158,-35,+2.00
2011,0,33141,Keegan Bradley,24.03,37,154,-39,+1.00
2011,0,21949,Joe Ogilvie,23.76,24,101,-26,+8.00
2011,0,8537,J.P. Hayes,23.75,19,80,-20,-9.00
2011,0,19846,Brian Gay,23.73,14,59,-14,-43.00
2011,0,33911,Nate Smith,23.73,14,59,-16,-6.00
2011,0,32698,Bobby Gates,23.61,34,144,-42,+5.00
2011,0,8075,Jerry Kelly,23.6,21,89,-20,-17.00
2011,0,25818,Scott Piercy,23.6,38,161,-39,+2.00
2011,0,10585,Scott McCarron,23.58,25,106,-29,+5.00
2011,0,25274,Steven Bowditch,23.44,45,192,-46,-5.00
2011,0,27797,Derek Lamely,23.39,29,124,-31,+12.00
2011,0,26758,David Hearn,23.36,25,107,-27,-12.00
2011,0,24604,Hunter Haas,23.21,39,168,-37,-12.00
2011,0,22405,Justin Rose,23.19,32,138,-31,-5.00
2011,0,29478,Kevin Kisner,23.17,19,82,-23,+4.00
2011,0,33413,Ben Martin,23.14,28,121,-31,-11.00
2011,0,21961,Charles Howell III,23.08,42,182,-43,-21.00
2011,0,23623,Bo Van Pelt,23.08,39,169,-37,-11.00
2011,0,29720,Andres Gonzales,22.97,17,74,-16,-3.00
2011,0,27330,Josh Teater,22.97,48,209,-53,+1.00
2011,0,20070,Matt Bettencourt,22.93,36,157,-38,+12.00
2011,0,26851,Marc Leishman,22.89,38,166,-41,+9.00
2011,0,28089,Jason Day,22.86,32,140,-33,+3.00
2011,0,30926,Chris Kirk,22.86,32,140,-34,-10.00
2011,0,25572,Graeme McDowell,22.67,17,75,-17,-9.00
2011,0,23108,Matt Kuchar,22.66,29,128,-34,-24.00
2011,0,23621,Rory Sabbatini,22.66,29,128,-26,-10.00
2011,0,32102,Rickie Fowler,22.63,31,137,-35,-2.00
2011,0,24290,D.J. Brigman,22.58,21,93,-20,+5.00
2011,0,33419,Cameron Tringale,22.33,46,206,-46,-5.00
2011,0,24507,Jason Bohn,22.31,27,121,-29,-22.00
2011,0,22371,Aaron Baddeley,22.22,34,153,-36,-6.00
2011,0,24357,K.J. Choi,22.22,20,90,-20,-19.00
2011,0,29420,Billy Horschel,22.22,26,117,-27,-6.00
2011,0,10885,Robert Allenby,22.15,33,149,-30,-10.00
2011,0,24846,Ricky Barnes,22.05,28,127,-30,+2.00
2011,0,10809,Jim Furyk,22.0,22,100,-22,-28.00
2011,0,24781,Hunter Mahan,21.95,36,164,-36,-23.00
2011,0,26476,Chez Reavie,21.94,34,155,-33,-6.00
2011,0,10505,Shane Bertsch,21.92,16,73,-15,-22.00
2011,0,20472,Alex Cejka,21.79,17,78,-19,-9.00
2011,0,27939,Matt McQuillan,21.74,15,69,-16,+1.00
2011,0,24924,Bill Haas,21.71,38,175,-36,-7.00
2011,0,25562,Andres Romero,21.66,34,157,-38,+11.00
2011,0,7457,Steve Flesch,21.62,24,111,-25,-17.00
2011,0,6643,Paul Goydos,21.62,16,74,-13,-25.00
2011,0,9011,David Duval,21.57,22,102,-17,-5.00
2011,0,21209,Sergio Garcia,21.43,24,112,-28,+4.00
2011,0,8375,Paul Stankowski,21.43,24,112,-23,-13.00
2011,0,27974,Sung Kang,21.36,22,103,-29,-7.00
2011,0,32366,Kevin Chappell,21.32,29,136,-32,+9.00
2011,0,26300,Matt Jones,21.32,29,136,-28,-4.00
2011,0,27649,Brandt Snedeker,21.19,25,118,-27,-11.00
2011,0,25632,Jimmy Walker,21.09,31,147,-33,-2.00
2011,0,30110,Kyle Stanley,21.03,41,195,-42,-5.00
2011,0,1948,Tim Petrovic,20.97,26,124,-23,-7.00
2011,0,7867,Woody Austin,20.78,16,77,-17,-23.00
2011,0,22961,David Mathis,20.69,18,87,-20,-11.00
2011,0,23541,Ben Crane,20.56,22,107,-23,-7.00
2011,0,23983,Luke Donald,20.48,17,83,-17,-25.00
2011,0,8725,Tom Gillis,20.43,19,93,-18,-2.00
2011,0,26420,Richard Johnson,20.41,10,49,-7,-8.00
2011,0,23638,Brendon de Jonge,20.39,31,152,-35,-12.00
2011,0,34255,Joseph Bramlett,20.3,27,133,-25,+2.00
2011,0,32876,Martin Piller,20.24,17,84,-17,-4.00
2011,0,21350,Ryuji Imada,20.0,25,125,-24,-1.00
2011,0,24361,Pat Perez,19.85,27,136,-29,-17.00
2011,0,6522,Ernie Els,19.83,23,116,-21,-6.00
2011,0,31202,William McGirt,19.72,28,142,-30,-11.00
2011,0,29718,Anthony Kim,19.67,24,122,-28,-1.00
2011,0,24024,Zach Johnson,19.61,20,102,-24,-35.00
2011,0,20160,Charlie Wi,19.35,24,124,-23,-18.00
2011,0,28679,Fabián Gómez,19.2,24,125,-27,-14.00
2011,0,29910,Blake Adams,19.19,33,172,-34,-22.00
2011,0,1313,Steve Elkington,19.18,14,73,-14,+1.00
2011,0,26596,Ryan Moore,19.12,26,136,-25,-8.00
2011,0,32150,Michael Thompson,19.09,21,110,-22,-5.00
2011,0,28486,Michael Putnam,19.05,20,105,-16,+9.00
2011,0,22621,Ben Curtis,18.99,15,79,-15,-20.00
2011,0,27770,Camilo Villegas,18.81,19,101,-16,-7.00
2011,0,23320,Ryan Palmer,18.67,28,150,-27,+1.00
2011,0,1766,Billy Mayfair,18.63,30,161,-34,-17.00
2011,0,12652,Cameron Beckman,18.35,20,109,-16,-13.00
2011,0,28620,Aron Price,18.31,13,71,-11,-14.00
2011,0,6004,Stephen Ames,18.29,15,82,-13,-15.00
2011,0,23325,Vaughn Taylor,17.97,23,128,-27,-17.00
2011,0,21753,Brian Davis,17.75,30,169,-29,-25.00
2011,0,21407,Arjun Atwal,17.69,23,130,-20,E
2011,0,12782,Tim Herron,17.6,22,125,-20,-4.00
2011,0,6251,Chris DiMarco,17.59,19,108,-20,-11.00
2011,0,20127,Chris Riley,17.44,15,86,-16,-13.00
2011,0,2206,David Toms,17.44,15,86,-17,-32.00
2011,0,20572,Rod Pampling,17.36,21,121,-17,-2.00
2011,0,28475,Jeff Overton,17.16,29,169,-33,-5.00
2011,0,10860,Justin Leonard,17.02,16,94,-16,-14.00
2011,0,20436,Garrett Willis,16.98,18,106,-15,-1.00
2011,0,25396,Kevin Na,16.92,22,130,-25,-22.00
2011,0,1797,Rocco Mediate,16.9,12,71,-12,+1.00
2011,0,26287,Roland Thatcher,16.82,18,107,-20,-5.00
2011,0,1116,Michael Bradley,16.67,15,90,-18,-7.00
2011,0,10733,Kent Jones,16.47,14,85,-16,-19.00
2011,0,26668,Marc Turnesa,16.07,9,56,-10,-12.00
2011,0,21878,Mark Wilson,16.07,18,112,-20,-20.00
2011,0,23718,Nathan Green,15.7,19,121,-20,+4.00
2011,0,20766,Padraig Harrington,15.66,13,83,-15,+3.00
2011,0,35087,Bio Kim,15.32,17,111,-16,+8.00
2011,0,21731,Freddie Jacobson,14.78,17,115,-16,-3.00
2011,0,6515,Shaun Micheel,14.77,13,88,-14,+2.00
2011,0,23614,Rich Beem,14.47,11,76,-10,-6.00
2011,0,20593,Greg Chalmers,14.41,16,111,-17,-27.00
2011,0,30711,Colt Knost,13.92,11,79,-9,-7.00
2011,0,22348,Nick O'Hern,11.11,10,90,-12,-39.00
2011,0,26951,Johnson Wagner,10.2,10,98,-9,-18.00
2010,0,12705,Cliff Kresge,33.87,21,62,-24,-7.00
2010,0,27436,Graham DeLaet,32.96,59,179,-53,+9.00
2010,0,25804,Bubba Watson,32.34,54,167,-55,+3.00
2010,0,6527,Steve Stricker,32.14,27,84,-29,-30.00
2010,0,1706,Davis Love III,31.58,42,133,-43,-19.00
2010,0,25364,Paul Casey,31.25,25,80,-30,-11.00
2010,0,24358,Robert Garrigus,30.87,46,149,-41,+10.00
2010,0,23135,Tim Clark,30.65,19,62,-17,-45.00
2010,0,24140,Sean O'Hair,30.53,40,131,-42,-3.00
2010,0,22378,Trevor Immelman,30.36,17,56,-18,-6.00
2010,0,24925,Jonathan Byrd,30.34,44,145,-40,-4.00
2010,0,6595,Kevin Sutherland,30.15,41,136,-48,-22.00
2010,0,1810,Phil Mickelson,30.14,44,146,-48,-5.00
2010,0,27120,Troy Matteson,29.65,51,172,-50,-10.00
2010,0,21209,Sergio Garcia,29.17,21,72,-19,-3.00
2010,0,25686,Jason Dufner,29.03,36,124,-39,+2.00
