YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOT DIST (FT),TOT EAGLES PUTTS MADE.,LONGEST MADE (FT),SHORTEST MADE (FT)
2023,155,0,48117,Kurt Kitayama,"10' 9""",21.417,2,15,"6' 4"""
2023,156,0,33122,Russell Knox,"10' 5""",20.833,2,14,"7' 4"""
2023,157,0,35461,Beau Hossler,"10' 3""",81.917,8,29,"2' 6"""
2023,158,0,19803,Ryan Armour,"10' 2""",20.25,2,16,"4' 0"""
2023,158,0,37338,Zecheng Dou,"10' 2""",40.583,4,22,"2' 2"""
2023,158,0,25493,Nick Taylor,"10' 2""",40.75,4,12,"9' 3"""
2023,161,0,48084,Wesley Bryan,"9' 9""",48.833,5,22,"3' 5"""
2023,162,0,34610,Matthias Schwab,"9' 7""",28.833,3,12,"7' 8"""
2023,162,0,31560,Brian Stuard,"9' 7""",9.583,1,10,"9' 7"""
2023,164,0,54591,Ben Griffin,"9' 6""",37.917,4,12,"8' 1"""
2023,165,0,30911,Tommy Fleetwood,"9' 5""",37.667,4,20,"3' 1"""
2023,166,0,40162,Justin Lower,"8' 9""",43.667,5,12,"4' 10"""
2023,167,0,22371,Aaron Baddeley,"8' 7""",8.583,1,9,"8' 7"""
2023,167,0,56630,Akshay Bhatia,"8' 7""",51.583,6,21,"1' 11"""
2023,167,0,55182,Tom Kim,"8' 7""",51.583,6,25,"1' 3"""
2023,170,0,29289,S.Y. Noh,"8' 1""",24.333,3,11,"5' 6"""
2023,170,0,31323,Gary Woodland,"8' 1""",48.583,6,23,"2' 0"""
2023,172,0,52372,Cameron Champ,"7' 8""",22.917,3,9,"6' 4"""
2023,173,0,58168,Davis Thompson,"7' 5""",22.167,3,8,"6' 9"""
2023,174,0,32448,James Hahn,"7' 3""",21.833,3,14,"1' 10"""
2023,175,0,48699,Callum Tarren,"7' 2""",14.333,2,10,"3' 11"""
2023,176,0,32139,Danny Willett,"6' 6""",19.583,3,9,"3' 4"""
2023,177,0,40058,Zac Blair,"6' 5""",25.583,4,9,"4' 6"""
2023,177,0,29970,Dylan Frittelli,"6' 5""",19.333,3,9,"4' 1"""
2023,177,0,32839,Hideki Matsuyama,"6' 5""",19.333,3,9,"1' 0"""
2023,177,0,23320,Ryan Palmer,"6' 5""",32.0,5,8,"4' 0"""
2023,181,0,46441,Robby Shelton,"6' 4""",31.833,5,14,"4"""
2023,182,0,58967,Trevor Werbylo,"6' 0""",24.083,4,16,"10"""
2023,183,0,34046,Jordan Spieth,"5' 11""",17.833,3,9,"1' 4"""
2023,184,0,32640,Troy Merritt,"5' 1""",15.333,3,9,"1' 10"""
2023,185,0,54783,Dylan Wu,"4' 8""",14.0,3,8,"2' 11"""
2023,186,0,34098,Russell Henley,"4' 5""",8.833,2,6,"2' 10"""
2023,187,0,45609,Tyler Duncan,"3' 6""",13.833,4,6,"1' 8"""
2022,1,0,39058,Lucas Herbert,"52' 1""",52.083,1,52,"52' 1"""
2022,2,0,21961,Charles Howell III,"49' 4""",49.333,1,49,"49' 4"""
2022,3,0,35110,Brett Drewitt,"45' 1""",45.083,1,45,"45' 1"""
2022,4,0,29289,S.Y. Noh,"38' 1""",76.167,2,58,"17' 9"""
2022,5,0,29518,Brendan Steele,"36' 8""",36.667,1,37,"36' 8"""
2022,6,0,29420,Billy Horschel,"34' 11""",174.667,5,57,"10' 5"""
2022,7,0,51997,Andrew Novak,"34' 0""",34.0,1,34,"34' 0"""
2022,8,0,31646,Emiliano Grillo,"33' 0""",197.75,6,72,"6' 9"""
2022,9,0,36852,Jim Knous,"32' 11""",65.75,2,52,"13' 8"""
2022,10,0,47483,Will Zalatoris,"32' 5""",64.75,2,61,"3' 8"""
2022,11,0,26476,Chez Reavie,"31' 10""",127.333,4,70,"1' 6"""
2022,12,0,47983,Chad Ramey,"31' 9""",95.25,3,54,"7' 9"""
2022,13,0,35461,Beau Hossler,"31' 1""",124.167,4,55,"2' 0"""
2022,14,0,34466,Peter Malnati,"30' 11""",92.667,3,59,"5' 1"""
2022,15,0,34360,Patrick Reed,"30' 10""",30.833,1,31,"30' 10"""
2022,16,0,33419,Cameron Tringale,"30' 0""",240.0,8,55,"5' 8"""
2022,17,0,34563,Chesson Hadley,"29' 9""",29.75,1,30,"29' 9"""
2022,18,0,35450,Patrick Cantlay,"29' 6""",147.333,5,64,"5' 3"""
2022,19,0,47504,Sam Burns,"28' 4""",141.667,5,76,"4' 3"""
2022,20,0,35879,Kelly Kraft,"27' 9""",55.5,2,45,"10' 5"""
2022,21,0,27895,Jonas Blixt,"27' 8""",82.917,3,44,"10' 9"""
2022,22,0,20229,Stewart Cink,"27' 6""",82.583,3,40,"7' 5"""
2022,23,0,29535,Brice Garnett,"26' 11""",80.667,3,56,"11' 4"""
2022,24,0,37189,Harold Varner III,"26' 7""",106.25,4,48,"5' 3"""
2022,25,0,24361,Pat Perez,"25' 9""",51.5,2,46,"5' 10"""
2022,26,0,33597,Harry Higgs,"25' 0""",100.083,4,36,"3' 11"""
2022,27,0,52375,Doug Ghim,"24' 11""",74.75,3,40,"6' 11"""
2022,28,0,25686,Jason Dufner,"24' 10""",24.833,1,25,"24' 10"""
2022,29,0,29221,Webb Simpson,"24' 8""",49.333,2,27,"22' 2"""
2022,29,0,33448,Justin Thomas,"24' 8""",221.833,9,64,"1' 2"""
2022,31,0,35310,Lanto Griffin,"24' 7""",49.167,2,39,"10' 3"""
2022,31,0,39546,Keith Mitchell,"24' 7""",122.833,5,60,"3' 8"""
2022,33,0,40250,Taylor Pendrith,"24' 1""",96.417,4,46,"4' 3"""
2022,34,0,29725,Tony Finau,"24' 0""",71.917,3,38,"11' 11"""
2022,34,0,35891,Cameron Smith,"24' 0""",120.167,5,44,"8' 10"""
2022,34,0,27095,Nick Watney,"24' 0""",120.167,5,46,"9' 5"""
2022,37,0,48699,Callum Tarren,"23' 11""",167.583,7,60,"4' 7"""
2022,38,0,39953,Chase Seiffert,"23' 7""",23.583,1,24,"23' 7"""
2022,39,0,46402,Talor Gooch,"22' 9""",159.5,7,66,"4' 10"""
2022,40,0,30163,Henrik Norlander,"22' 8""",68.083,3,40,"7' 2"""
2022,41,0,40115,Adam Svensson,"22' 5""",89.583,4,31,"4' 6"""
2022,42,0,28775,Nate Lashley,"22' 4""",89.333,4,53,"2' 1"""
2022,43,0,33490,Bo Hoag,"22' 2""",44.333,2,33,"11' 8"""
2022,44,0,54628,Lee Hodges,"21' 11""",131.583,6,67,"4' 7"""
2022,45,0,32662,Michael Gligic,"21' 8""",151.583,7,51,"11' 7"""
2022,45,0,39977,Max Homa,"21' 8""",151.583,7,61,"3' 10"""
2022,47,0,25818,Scott Piercy,"21' 6""",107.583,5,47,"10' 7"""
2022,48,0,37455,Si Woo Kim,"21' 5""",21.417,1,21,"21' 5"""
2022,48,0,50095,Austin Smotherman,"21' 5""",42.833,2,33,"9' 9"""
2022,50,0,29970,Dylan Frittelli,"21' 4""",42.583,2,34,"9' 1"""
2022,51,0,22405,Justin Rose,"21' 3""",84.917,4,29,"6' 9"""
2022,52,0,24925,Jonathan Byrd,"21' 2""",21.167,1,21,"21' 2"""
2022,52,0,27139,David Skinns,"21' 2""",42.333,2,25,"17' 2"""
2022,54,0,39324,J.J. Spaun,"20' 8""",62.0,3,34,"12' 0"""
2022,55,0,27349,Alex Noren,"20' 2""",40.25,2,34,"6' 8"""
2022,56,0,32366,Kevin Chappell,"20' 0""",60.0,3,40,"4' 4"""
2022,57,0,57366,Cameron Young,"19' 9""",118.583,6,30,"11' 10"""
2022,58,0,46970,Jon Rahm,"19' 6""",136.75,7,42,"4' 1"""
2022,59,0,36884,Ben Kohles,"19' 5""",38.833,2,26,"12' 7"""
2022,59,0,30944,Jason Kokrak,"19' 5""",116.667,6,46,"6' 9"""
2022,59,0,27129,Luke List,"19' 5""",136.167,7,55,"1' 3"""
2022,62,0,23320,Ryan Palmer,"19' 3""",115.667,6,48,"7' 8"""
2022,63,0,33204,Shane Lowry,"18' 10""",94.0,5,57,"4' 9"""
2022,64,0,49947,Taylor Moore,"18' 9""",37.417,2,33,"4' 1"""
2022,64,0,34431,Robert Streb,"18' 9""",75.0,4,39,"4' 6"""
2022,66,0,26851,Marc Leishman,"18' 6""",148.0,8,39,"5' 10"""
2022,67,0,51894,Vince Whaley,"18' 4""",55.083,3,24,"13' 3"""
2022,68,0,51634,Sahith Theegala,"18' 3""",109.5,6,36,"5' 10"""
2022,69,0,46442,Maverick McNealy,"18' 1""",216.5,12,48,"5' 10"""
2022,70,0,36326,David Lipsky,"18' 0""",161.917,9,31,"2' 5"""
2022,71,0,45540,Jared Wolfe,"17' 11""",89.667,5,46,"4' 10"""
2022,72,0,34363,Tyrrell Hatton,"17' 10""",71.25,4,42,"3' 1"""
2022,73,0,33667,Carlos Ortiz,"17' 5""",87.25,5,28,"7' 11"""
2022,74,0,35506,Mackenzie Hughes,"17' 4""",69.417,4,37,"4' 0"""
2022,74,0,33486,Roger Sloan,"17' 4""",34.667,2,28,"6' 3"""
2022,74,0,35617,Martin Trainer,"17' 4""",69.417,4,19,"15' 10"""
2022,77,0,36801,Mark Hubbard,"17' 1""",119.5,7,49,"3' 2"""
2022,77,0,49771,J.T. Poston,"17' 1""",136.667,8,37,"3' 9"""
2022,79,0,49766,Hank Lebioda,"17' 0""",33.917,2,20,"13' 10"""
2022,80,0,46717,Viktor Hovland,"16' 9""",33.417,2,22,"11' 2"""
2022,81,0,49960,Sepp Straka,"16' 7""",33.083,2,22,"10' 8"""
2022,82,0,34098,Russell Henley,"16' 6""",82.417,5,38,"3' 0"""
2022,82,0,28237,Rory McIlroy,"16' 6""",98.917,6,41,"2' 4"""
2022,84,0,32640,Troy Merritt,"16' 5""",114.75,7,42,"5' 8"""
2022,85,0,47995,Davis Riley,"16' 1""",112.833,7,35,"8' 2"""
2022,86,0,46550,Brandon Hagy,"16' 0""",32.0,2,22,"9' 7"""
2022,87,0,30927,Brendon Todd,"15' 11""",31.75,2,23,"8' 4"""
2022,87,0,32333,Kevin Tway,"15' 11""",63.583,4,20,"12' 11"""
2022,89,0,32448,James Hahn,"15' 10""",79.167,5,45,"2' 7"""
2022,90,0,36799,Stephan Jaeger,"15' 7""",124.667,8,31,"3' 6"""
2022,90,0,27649,Brandt Snedeker,"15' 7""",62.25,4,21,"7' 6"""
2022,90,0,47128,Richy Werenski,"15' 7""",31.167,2,24,"7' 5"""
2022,93,0,30926,Chris Kirk,"15' 6""",154.667,10,36,"5' 2"""
2022,93,0,29926,Danny Lee,"15' 6""",46.583,3,20,"9' 11"""
2022,95,0,23621,Rory Sabbatini,"15' 5""",92.417,6,31,"5' 9"""
2022,96,0,47993,Denny McCarthy,"15' 3""",76.083,5,23,"5' 0"""
2022,97,0,40098,Matt Fitzpatrick,"15' 2""",60.667,4,24,"1' 6"""
2022,98,0,27644,Brian Harman,"15' 0""",60.083,4,21,"8' 1"""
2022,99,0,25198,Francesco Molinari,"14' 11""",44.75,3,21,"6' 7"""
2022,100,0,24924,Bill Haas,"14' 10""",59.333,4,31,"8' 4"""
2022,101,0,34174,John Huh,"14' 9""",58.833,4,39,"4' 3"""
2022,101,0,48081,Xander Schauffele,"14' 9""",44.333,3,34,"5' 2"""
2022,103,0,48822,Sebastián Muñoz,"14' 8""",102.417,7,33,"2' 6"""
2022,104,0,36689,Brooks Koepka,"14' 7""",29.083,2,15,"14' 2"""
2022,105,0,40006,Erik van Rooyen,"14' 6""",43.5,3,29,"3' 1"""
2022,106,0,29974,Branden Grace,"14' 5""",28.75,2,20,"8' 10"""
2022,106,0,53165,Doc Redman,"14' 5""",101.167,7,26,"7' 4"""
2022,106,0,46046,Scottie Scheffler,"14' 5""",86.25,6,27,"1' 10"""
2022,109,0,27974,Sung Kang,"14' 4""",57.167,4,19,"3' 3"""
2022,109,0,34264,Hudson Swafford,"14' 4""",85.833,6,55,"1' 4"""
2022,109,0,32139,Danny Willett,"14' 4""",14.333,1,14,"14' 4"""
2022,112,0,23983,Luke Donald,"14' 3""",14.25,1,14,"14' 3"""
2022,113,0,49298,Kramer Hickok,"14' 2""",113.167,8,38,"2' 1"""
2022,114,0,55708,Hayden Buckley,"14' 1""",127.083,9,23,"4' 2"""
2022,114,0,30692,Scott Stallings,"14' 1""",112.667,8,34,"2' 6"""
2022,116,0,31323,Gary Woodland,"14' 0""",97.75,7,25,"4' 8"""
2022,117,0,40162,Justin Lower,"13' 9""",68.833,5,26,"6' 4"""
2022,118,0,24980,Scott Gutschewski,"13' 7""",54.25,4,22,"4' 11"""
2022,118,0,10381,Curtis Thompson,"13' 7""",54.25,4,20,"3' 4"""
2022,120,0,48117,Kurt Kitayama,"13' 6""",40.583,3,22,"6' 0"""
2022,120,0,34256,Andrew Putnam,"13' 6""",67.333,5,20,"6' 2"""
2022,120,0,36699,Patrick Rodgers,"13' 6""",121.417,9,54,"3' 6"""
2022,123,0,32791,K.H. Lee,"13' 3""",92.583,7,26,"2' 4"""
2022,123,0,35449,Adam Long,"13' 3""",39.75,3,26,"1' 1"""
2022,123,0,54783,Dylan Wu,"13' 3""",39.667,3,22,"4' 4"""
2022,126,0,33122,Russell Knox,"12' 11""",51.75,4,20,"3' 2"""
2022,127,0,31420,Anirban Lahiri,"12' 10""",25.583,2,14,"11' 2"""
2022,127,0,51890,Greyson Sigg,"12' 10""",51.25,4,16,"11' 1"""
2022,129,0,32816,Satoshi Kodaira,"12' 7""",62.917,5,31,"5' 4"""
2022,130,0,29908,C.T. Pan,"12' 5""",24.833,2,14,"10' 10"""
2022,131,0,27936,Martin Laird,"12' 4""",49.417,4,21,"2' 3"""
2022,132,0,45157,Cam Davis,"12' 3""",122.667,10,30,"2' 11"""
2022,133,0,37275,Sam Ryder,"12' 2""",48.583,4,14,"10' 1"""
2022,134,0,47529,Mito Pereira,"12' 1""",48.417,4,23,"2' 0"""
2022,134,0,49964,Aaron Wise,"12' 1""",109.0,9,30,"1' 4"""
2022,136,0,28252,Seamus Power,"12' 0""",84.167,7,31,"2' 11"""
2022,137,0,37212,Paul Barjon,"11' 11""",59.583,5,25,"1' 2"""
2022,138,0,51766,Wyndham Clark,"11' 9""",70.417,6,25,"6' 9"""
2022,138,0,25900,Lucas Glover,"11' 9""",46.833,4,16,"6' 8"""
2022,138,0,24502,Adam Scott,"11' 9""",93.917,8,30,"1' 8"""
2022,141,0,32757,Patton Kizzire,"11' 8""",93.417,8,24,"6' 5"""
2022,142,0,27770,Camilo Villegas,"11' 6""",23.0,2,14,"9' 6"""
2022,143,0,39971,Sungjae Im,"11' 3""",101.083,9,21,"5' 2"""
2022,144,0,34046,Jordan Spieth,"11' 2""",55.667,5,24,"2' 2"""
2022,145,0,46601,Trey Mullinax,"11' 1""",99.917,9,27,"3' 1"""
2022,145,0,48887,Matt Wallace,"11' 1""",44.333,4,26,"4' 1"""
2022,147,0,35532,Tom Hoge,"11' 0""",55.083,5,18,"4' 8"""
2022,148,0,32150,Michael Thompson,"10' 11""",54.417,5,13,"7' 2"""
2022,149,0,36871,Matthew NeSmith,"10' 9""",32.167,3,22,"2' 6"""
2022,150,0,30978,Kiradech Aphibarnrat,"10' 7""",21.167,2,15,"6' 6"""
2022,150,0,46414,Aaron Rai,"10' 7""",42.167,4,23,"2' 7"""
2022,150,0,34610,Matthias Schwab,"10' 7""",42.417,4,16,"1' 6"""
2022,153,0,52372,Cameron Champ,"10' 1""",40.167,4,22,"2' 8"""
2022,153,0,12716,Charley Hoffman,"10' 1""",20.167,2,16,"4' 5"""
2022,155,0,46340,Alex Smalley,"9' 7""",28.833,3,17,"3' 2"""
2022,155,0,27064,Jhonattan Vegas,"9' 7""",66.917,7,19,"6' 2"""
2022,157,0,34076,Joel Dahmen,"9' 3""",18.417,2,10,"8' 1"""
2022,158,0,32102,Rickie Fowler,"9' 2""",27.5,3,11,"5' 8"""
2022,158,0,28114,Dawie van der Walt,"9' 2""",18.25,2,10,"8' 9"""
2022,158,0,52374,Brandon Wu,"9' 2""",36.75,4,15,"3' 4"""
2022,161,0,47347,Adam Schenk,"9' 1""",27.25,3,10,"7' 11"""
2022,162,0,46435,Austin Cook,"9' 0""",17.917,2,9,"8' 9"""
2022,162,0,45486,Joaquin Niemann,"9' 0""",36.083,4,22,"3' 10"""
2022,164,0,33399,Adam Hadwin,"8' 10""",17.667,2,11,"6' 6"""
2022,164,0,47856,Seth Reeves,"8' 10""",44.333,5,14,"5' 3"""
2022,166,0,45526,Abraham Ancer,"8' 8""",17.333,2,11,"6' 4"""
2022,167,0,33141,Keegan Bradley,"8' 7""",34.333,4,13,"5' 7"""
2022,167,0,54421,Garrick Higgo,"8' 7""",8.583,1,9,"8' 7"""
2022,169,0,45609,Tyler Duncan,"8' 3""",57.917,7,16,"3' 2"""
2022,170,0,39997,Corey Conners,"8' 2""",32.583,4,15,"1' 8"""
2022,171,0,48084,Wesley Bryan,"8' 1""",16.167,2,13,"3' 8"""
2022,171,0,27214,Kevin Streelman,"8' 1""",24.25,3,14,"4' 3"""
2022,173,0,50525,Collin Morikawa,"7' 11""",31.75,4,11,"5' 0"""
2022,174,0,56278,Matthew Wolff,"7' 10""",23.5,3,9,"6' 10"""
2022,175,0,32839,Hideki Matsuyama,"7' 7""",30.25,4,14,"3' 4"""
2022,176,0,47988,Nick Hardy,"7' 5""",51.833,7,13,"4' 6"""
2022,177,0,22056,Cameron Percy,"7' 3""",14.417,2,10,"4' 6"""
2022,178,0,25493,Nick Taylor,"6' 8""",13.25,2,11,"2' 7"""
2022,179,0,45522,Christiaan Bezuidenhout,"6' 0""",24.083,4,11,"2' 2"""
2022,180,0,28089,Jason Day,"5' 5""",10.833,2,7,"3' 6"""
2022,181,0,29478,Kevin Kisner,"5' 4""",16.0,3,7,"3' 1"""
2022,182,0,26300,Matt Jones,"5' 1""",10.167,2,6,"3' 10"""
2022,183,0,23108,Matt Kuchar,"4' 1""",4.083,1,4,"4' 1"""
2021,1,0,32816,Satoshi Kodaira,"34' 10""",34.833,1,35,35
2021,2,0,56762,Will Gordon,"33' 9""",134.917,4,57,10
2021,3,0,32139,Danny Willett,"32' 2""",64.25,2,55,9
2021,4,0,29518,Brendan Steele,"30' 7""",122.333,4,40,21
2021,5,0,34360,Patrick Reed,"29' 4""",205.083,7,50,6
2021,6,0,21961,Charles Howell III,"28' 10""",86.5,3,57,9
2021,7,0,39324,J.J. Spaun,"28' 7""",28.583,1,29,29
2021,8,0,23788,D.J. Trahan,"28' 3""",84.75,3,42,16
2021,9,0,46550,Brandon Hagy,"27' 9""",111.0,4,47,8
2021,10,0,47483,Will Zalatoris,"27' 6""",247.333,9,66,4
2021,11,0,35506,Mackenzie Hughes,"26' 11""",161.5,6,62,12
2021,12,0,32150,Michael Thompson,"26' 7""",106.417,4,36,23
2021,13,0,22371,Aaron Baddeley,"26' 6""",26.5,1,27,27
2021,13,0,26331,Charl Schwartzel,"26' 6""",132.583,5,54,2
2021,15,0,40042,Tyler McCumber,"26' 2""",104.5,4,61,1
2021,15,0,34213,Grayson Murray,"26' 2""",104.667,4,65,3
2021,17,0,29478,Kevin Kisner,"25' 10""",129.167,5,55,5
2021,18,0,39953,Chase Seiffert,"25' 8""",51.25,2,37,15
2021,19,0,30110,Kyle Stanley,"25' 7""",153.417,6,48,2
2021,20,0,51766,Wyndham Clark,"25' 2""",100.667,4,51,2
2021,21,0,1810,Phil Mickelson,"25' 0""",25.0,1,25,25
2021,22,0,25396,Kevin Na,"24' 9""",148.417,6,60,7
2021,23,0,34098,Russell Henley,"24' 5""",122.083,5,42,5
2021,24,0,23621,Rory Sabbatini,"24' 4""",73.0,3,43,12
2021,24,0,51894,Vince Whaley,"24' 4""",121.583,5,36,11
2021,26,0,26300,Matt Jones,"23' 7""",94.333,4,65,6
2021,27,0,46441,Robby Shelton,"23' 5""",23.417,1,23,23
2021,28,0,35658,Kris Ventura,"23' 3""",139.5,6,59,7
2021,29,0,30163,Henrik Norlander,"23' 1""",161.583,7,39,2
2021,30,0,29221,Webb Simpson,"22' 6""",135.083,6,35,10
2021,31,0,33141,Keegan Bradley,"22' 5""",134.417,6,59,6
2021,31,0,35230,Nelson Ledesma,"22' 5""",89.583,4,49,6
2021,33,0,32448,James Hahn,"22' 4""",111.583,5,46,6
2021,34,0,28420,Ryan Brehm,"22' 3""",22.25,1,22,22
2021,34,0,49771,J.T. Poston,"22' 3""",222.583,10,61,5
2021,34,0,25493,Nick Taylor,"22' 3""",155.833,7,52,4
2021,37,0,33667,Carlos Ortiz,"22' 2""",244.25,11,38,4
2021,37,0,35617,Martin Trainer,"22' 2""",66.583,3,31,14
2021,39,0,35449,Adam Long,"22' 1""",44.083,2,31,13
2021,40,0,27129,Luke List,"21' 11""",241.5,11,65,2
2021,41,0,27064,Jhonattan Vegas,"21' 10""",109.167,5,41,6
2021,42,0,34046,Jordan Spieth,"21' 9""",130.417,6,55,3
2021,42,0,27095,Nick Watney,"21' 9""",43.417,2,26,18
2021,44,0,36689,Brooks Koepka,"21' 7""",129.25,6,41,2
2021,45,0,25686,Jason Dufner,"21' 5""",64.25,3,38,10
2021,46,0,49298,Kramer Hickok,"21' 3""",42.5,2,22,20
2021,47,0,25804,Bubba Watson,"20' 8""",165.333,8,50,2
2021,48,0,31646,Emiliano Grillo,"20' 4""",81.25,4,25,14
2021,49,0,49766,Hank Lebioda,"20' 2""",80.5,4,48,7
2021,50,0,46046,Scottie Scheffler,"20' 0""",60.0,3,40,9
2021,51,0,30692,Scott Stallings,"19' 10""",138.667,7,45,5
2021,52,0,35461,Beau Hossler,"19' 7""",117.5,6,48,4
2021,53,0,30925,Dustin Johnson,"19' 6""",155.917,8,54,2
2021,54,0,26851,Marc Leishman,"19' 5""",116.583,6,46,3
2021,55,0,30911,Tommy Fleetwood,"19' 3""",38.5,2,24,15
2021,55,0,29420,Billy Horschel,"19' 3""",96.167,5,30,5
2021,57,0,48081,Xander Schauffele,"19' 2""",153.167,8,82,2
2021,57,0,32333,Kevin Tway,"19' 2""",96.0,5,42,2
2021,59,0,40026,Daniel Berger,"19' 1""",133.75,7,44,6
2021,59,0,34466,Peter Malnati,"19' 1""",57.333,3,26,15
2021,59,0,36871,Matthew NeSmith,"19' 1""",114.25,6,49,2
2021,62,0,27141,J.B. Holmes,"19' 0""",38.0,2,27,11
2021,62,0,27936,Martin Laird,"19' 0""",113.75,6,50,3
2021,64,0,32662,Michael Gligic,"18' 11""",75.583,4,23,13
2021,64,0,48822,Sebastián Muñoz,"18' 11""",94.5,5,51,8
2021,66,0,40006,Erik van Rooyen,"18' 9""",93.75,5,35,3
2021,67,0,34264,Hudson Swafford,"18' 8""",111.917,6,45,2
2021,67,0,56278,Matthew Wolff,"18' 8""",168.0,9,38,7
2021,69,0,29535,Brice Garnett,"18' 5""",128.667,7,30,7
2021,69,0,49964,Aaron Wise,"18' 5""",110.5,6,46,3
2021,71,0,29970,Dylan Frittelli,"18' 4""",36.583,2,30,7
2021,72,0,27330,Josh Teater,"18' 1""",54.167,3,28,11
2021,73,0,46435,Austin Cook,"17' 11""",53.833,3,33,4
2021,73,0,29908,C.T. Pan,"17' 11""",53.667,3,34,4
2021,73,0,47347,Adam Schenk,"17' 11""",35.75,2,33,2
2021,76,0,27556,Ted Potter Jr.,"17' 8""",88.25,5,49,3
2021,77,0,39997,Corey Conners,"17' 6""",122.417,7,40,6
2021,78,0,26329,Louis Oosthuizen,"17' 3""",137.667,8,52,8
2021,79,0,45526,Abraham Ancer,"17' 2""",51.5,3,29,11
2021,80,0,47959,Bryson DeChambeau,"17' 0""",271.667,16,53,3
2021,81,0,37275,Sam Ryder,"16' 9""",117.417,7,26,10
2021,82,0,28252,Seamus Power,"16' 7""",16.583,1,17,17
2021,83,0,27644,Brian Harman,"16' 6""",82.417,5,58,3
2021,84,0,47504,Sam Burns,"16' 4""",97.75,6,53,3
2021,85,0,35532,Tom Hoge,"16' 3""",97.583,6,32,3
2021,85,0,32791,K.H. Lee,"16' 3""",114.0,7,33,2
2021,87,0,33486,Roger Sloan,"16' 2""",64.75,4,49,2
2021,88,0,27974,Sung Kang,"15' 10""",79.25,5,30,8
2021,89,0,49960,Sepp Straka,"15' 9""",78.917,5,23,6
2021,90,0,22056,Cameron Percy,"15' 7""",46.75,3,27,9
2021,91,0,24502,Adam Scott,"15' 5""",108.0,7,37,4
2021,92,0,27554,Scott Harrington,"15' 3""",76.417,5,24,8
2021,92,0,32640,Troy Merritt,"15' 3""",76.333,5,23,7
2021,94,0,40098,Matt Fitzpatrick,"15' 2""",90.833,6,41,1
2021,94,0,39975,Michael Kim,"15' 2""",75.917,5,30,1
2021,96,0,34314,Sebastian Cappelen,"15' 0""",45.0,3,27,8
2021,97,0,33120,Mark Anderson,"14' 11""",29.75,2,16,14
2021,98,0,31420,Anirban Lahiri,"14' 10""",103.75,7,22,9
2021,99,0,25632,Jimmy Walker,"14' 9""",44.333,3,23,10
2021,100,0,23320,Ryan Palmer,"14' 8""",102.917,7,30,4
2021,101,0,28775,Nate Lashley,"14' 7""",58.333,4,39,4
2021,101,0,27942,Rob Oppenheim,"14' 7""",43.667,3,27,5
2021,103,0,19846,Brian Gay,"14' 6""",87.0,6,33,4
2021,104,0,33948,Byeong Hun An,"14' 4""",28.667,2,25,4
2021,104,0,32757,Patton Kizzire,"14' 4""",114.583,8,31,1
2021,104,0,24140,Sean O'Hair,"14' 4""",28.667,2,16,13
2021,104,0,23325,Vaughn Taylor,"14' 4""",57.333,4,18,10
2021,108,0,31560,Brian Stuard,"14' 1""",42.25,3,28,6
2021,109,0,35104,Tom Lewis,"14' 0""",42.0,3,18,7
2021,110,0,24361,Pat Perez,"13' 11""",69.667,5,23,7
2021,111,0,32618,Rhein Gibson,"13' 9""",27.5,2,25,3
2021,111,0,22405,Justin Rose,"13' 9""",68.667,5,36,2
2021,111,0,34431,Robert Streb,"13' 9""",68.917,5,43,2
2021,114,0,37455,Si Woo Kim,"13' 8""",82.083,6,26,7
2021,114,0,20396,Lee Westwood,"13' 8""",13.667,1,14,14
2021,116,0,27214,Kevin Streelman,"13' 7""",54.167,4,21,4
2021,117,0,25364,Paul Casey,"13' 6""",67.417,5,29,6
2021,118,0,33399,Adam Hadwin,"13' 4""",93.417,7,25,4
2021,119,0,34076,Joel Dahmen,"13' 3""",13.25,1,13,13
2021,119,0,53165,Doc Redman,"13' 3""",39.833,3,16,12
2021,121,0,39971,Sungjae Im,"13' 0""",169.167,13,40,4
2021,122,0,32839,Hideki Matsuyama,"12' 10""",115.333,9,30,4
2021,122,0,35891,Cameron Smith,"12' 10""",38.417,3,26,2
2021,124,0,39546,Keith Mitchell,"12' 9""",63.917,5,23,2
2021,125,0,33448,Justin Thomas,"12' 6""",162.333,13,50,"7"""
2021,126,0,47128,Richy Werenski,"12' 4""",98.667,8,20,4
2021,126,0,31323,Gary Woodland,"12' 4""",49.25,4,15,8
2021,128,0,46970,Jon Rahm,"12' 3""",73.417,6,22,5
2021,128,0,27770,Camilo Villegas,"12' 3""",73.25,6,29,2
2021,130,0,35310,Lanto Griffin,"12' 2""",97.5,8,22,2
2021,130,0,48119,Ben Taylor,"12' 2""",36.583,3,17,8
2021,132,0,34099,Harris English,"12' 1""",72.333,6,38,1
2021,132,0,46402,Talor Gooch,"12' 1""",72.583,6,29,3
2021,132,0,33490,Bo Hoag,"12' 1""",60.417,5,40,3
2021,135,0,50525,Collin Morikawa,"11' 11""",35.75,3,16,5
2021,136,0,29479,Scott Brown,"11' 9""",58.75,5,30,2
2021,137,0,35450,Patrick Cantlay,"11' 8""",35.083,3,16,8
2021,137,0,37189,Harold Varner III,"11' 8""",81.917,7,30,2
2021,139,0,39977,Max Homa,"11' 7""",81.167,7,44,"10"""
