YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL PUTTS,TOTAL ROUNDS
2023,0,25818,Scott Piercy,28.68,975,34
2023,0,51634,Sahith Theegala,28.69,832,29
2023,0,46435,Austin Cook,28.74,891,31
2023,0,51997,Andrew Novak,28.75,805,28
2023,0,34255,Joseph Bramlett,28.76,719,25
2023,0,49947,Taylor Moore,28.77,863,30
2023,0,40058,Zac Blair,28.78,777,27
2023,0,27644,Brian Harman,28.78,777,27
2023,0,36699,Patrick Rodgers,28.81,922,32
2023,0,34098,Russell Henley,28.83,692,24
2023,0,35879,Kelly Kraft,28.83,865,30
2023,0,30911,Tommy Fleetwood,28.85,577,20
2023,0,25493,Nick Taylor,28.86,808,28
2023,0,28775,Nate Lashley,28.88,924,32
2023,0,32816,Satoshi Kodaira,28.89,549,19
2023,0,33141,Keegan Bradley,28.91,665,23
2023,0,32757,Patton Kizzire,28.91,925,32
2023,0,35449,Adam Long,28.92,1070,37
2023,0,46601,Trey Mullinax,28.92,752,26
2023,0,39324,J.J. Spaun,28.93,839,29
2023,0,29970,Dylan Frittelli,28.94,926,32
2023,0,32640,Troy Merritt,28.94,926,32
2023,0,47983,Chad Ramey,28.94,955,33
2023,0,20229,Stewart Cink,28.96,782,27
2023,0,48117,Kurt Kitayama,28.96,666,23
2023,0,28252,Seamus Power,28.96,695,24
2023,0,57362,Austin Eckroat,28.97,898,31
2023,0,46441,Robby Shelton,28.97,985,34
2023,0,29725,Tony Finau,29.0,667,23
2023,0,27554,Scott Harrington,29.0,841,29
2023,0,33410,Andrew Landry,29.0,812,28
2023,0,50525,Collin Morikawa,29.0,667,23
2023,0,29289,S.Y. Noh,29.0,580,20
2023,0,29908,C.T. Pan,29.0,551,19
2023,0,25632,Jimmy Walker,29.0,870,30
2023,0,32139,Danny Willett,29.0,638,22
2023,0,33413,Ben Martin,29.03,958,33
2023,0,32333,Kevin Tway,29.03,1045,36
2023,0,55708,Hayden Buckley,29.04,784,27
2023,0,30926,Chris Kirk,29.04,813,28
2023,0,36326,David Lipsky,29.06,959,33
2023,0,47347,Adam Schenk,29.06,1046,36
2023,0,27349,Alex Noren,29.07,814,28
2023,0,51070,Vincent Norrman,29.07,785,27
2023,0,31560,Brian Stuard,29.07,785,27
2023,0,24925,Jonathan Byrd,29.09,669,23
2023,0,39067,MJ Daffue,29.09,960,33
2023,0,51349,Nico Echavarria,29.1,873,30
2023,0,35532,Tom Hoge,29.1,902,31
2023,0,35450,Patrick Cantlay,29.11,553,19
2023,0,33204,Shane Lowry,29.12,495,17
2023,0,39954,Cody Gribble,29.14,612,21
2023,0,22056,Cameron Percy,29.14,641,22
2023,0,34610,Matthias Schwab,29.14,1020,35
2023,0,56762,Will Gordon,29.15,991,34
2023,0,34363,Tyrrell Hatton,29.15,583,20
2023,0,47995,Davis Riley,29.15,962,33
2023,0,46046,Scottie Scheffler,29.18,642,22
2023,0,39975,Michael Kim,29.19,905,31
2023,0,23320,Ryan Palmer,29.19,788,27
2023,0,12716,Charley Hoffman,29.21,847,29
2023,0,50095,Austin Smotherman,29.21,964,33
2023,0,40115,Adam Svensson,29.21,993,34
2023,0,57366,Cameron Young,29.22,672,23
2023,0,47988,Nick Hardy,29.23,1023,35
2023,0,33408,Tyson Alexander,29.24,965,33
2023,0,29420,Billy Horschel,29.24,614,21
2023,0,47079,Harrison Endycott,29.26,907,31
2023,0,34256,Andrew Putnam,29.26,907,31
2023,0,31646,Emiliano Grillo,29.27,966,33
2023,0,35617,Martin Trainer,29.27,644,22
2023,0,27214,Kevin Streelman,29.29,908,31
2023,0,28420,Ryan Brehm,29.3,967,33
2023,0,49771,J.T. Poston,29.3,879,30
2023,0,27095,Nick Watney,29.33,880,30
2023,0,32791,K.H. Lee,29.34,939,32
2023,0,54628,Lee Hodges,29.36,969,33
2023,0,55893,Sam Stevens,29.36,969,33
2023,0,33448,Justin Thomas,29.38,617,21
2023,0,45609,Tyler Duncan,29.39,970,33
2023,0,48119,Ben Taylor,29.41,1000,34
2023,0,37338,Zecheng Dou,29.42,912,31
2023,0,27936,Martin Laird,29.43,883,30
2023,0,49298,Kramer Hickok,29.44,942,32
2023,0,58168,Davis Thompson,29.46,825,28
2023,0,35310,Lanto Griffin,29.47,560,19
2023,0,39335,Kevin Roy,29.48,855,29
2023,0,52513,Carson Young,29.48,973,33
2023,0,58696,Peter Kuest,29.5,413,14
2023,0,36724,Augusto Núñez,29.5,885,30
2023,0,51890,Greyson Sigg,29.5,944,32
2023,0,27129,Luke List,29.52,915,31
2023,0,32839,Hideki Matsuyama,29.52,738,25
2023,0,46340,Alex Smalley,29.52,974,33
2023,0,32662,Michael Gligic,29.53,886,30
2023,0,25900,Lucas Glover,29.53,886,30
2023,0,46414,Aaron Rai,29.55,916,31
2023,0,34431,Robert Streb,29.55,916,31
2023,0,25686,Jason Dufner,29.56,946,32
2023,0,52375,Doug Ghim,29.57,887,30
2023,0,35506,Mackenzie Hughes,29.59,858,29
2023,0,40006,Erik van Rooyen,29.59,799,27
2023,0,30163,Henrik Norlander,29.6,888,30
2023,0,55454,Carl Yuan,29.61,829,28
2023,0,52374,Brandon Wu,29.62,1007,34
2023,0,27974,Sung Kang,29.65,504,17
2023,0,48699,Callum Tarren,29.65,1008,34
2023,0,54421,Garrick Higgo,29.67,979,33
2023,0,24024,Zach Johnson,29.67,623,21
2023,0,32366,Kevin Chappell,29.68,564,19
2023,0,48867,Matti Schmid,29.68,831,28
2023,0,56630,Akshay Bhatia,29.71,713,24
2023,0,52411,Kyle Westmoreland,29.73,892,30
2023,0,26476,Chez Reavie,29.74,922,31
2023,0,39997,Corey Conners,29.75,714,24
2023,0,45157,Cam Davis,29.75,833,28
2023,0,40250,Taylor Pendrith,29.77,893,30
2023,0,31557,Jim Herman,29.78,804,27
2023,0,52372,Cameron Champ,29.79,834,28
2023,0,29535,Brice Garnett,29.81,775,26
2023,0,26596,Ryan Moore,29.83,865,29
2023,0,36871,Matt NeSmith,29.84,925,31
2023,0,32448,James Hahn,29.85,776,26
2023,0,49960,Sepp Straka,29.85,806,27
2023,0,34076,Joel Dahmen,29.86,866,29
2023,0,31202,William McGirt,29.88,508,17
2023,0,33122,Russell Knox,29.89,1046,35
2023,0,27963,Chris Stroud,29.9,598,20
2023,0,35901,Paul Haley II,29.91,987,33
2023,0,54783,Dylan Wu,29.94,958,32
2023,0,51491,Brandon Matthews,30.0,720,24
2023,0,19803,Ryan Armour,30.06,962,32
2023,0,30692,Scott Stallings,30.07,812,27
2023,0,53165,Doc Redman,30.21,876,29
2023,0,31323,Gary Woodland,30.25,726,24
2023,0,49766,Hank Lebioda,30.35,698,23
2023,0,51414,Brent Grant,30.48,945,31
2023,0,45242,Kevin Yu,30.57,703,23
2023,0,49453,Trevor Cone,31.0,868,28
2022,0,23108,Matt Kuchar,27.1,542,20
2022,0,28237,Rory McIlroy,27.25,436,16
2022,0,56278,Matthew Wolff,27.53,413,15
2022,0,51766,Wyndham Clark,27.61,773,28
2022,0,57366,Cameron Young,27.63,663,24
2022,0,24925,Jonathan Byrd,27.67,498,18
2022,0,48084,Wesley Bryan,27.71,471,17
2022,0,39058,Lucas Herbert,27.72,499,18
2022,0,32150,Michael Thompson,27.84,696,25
2022,0,33448,Justin Thomas,27.9,558,20
2022,0,32102,Rickie Fowler,27.91,614,22
2022,0,45486,Joaquin Niemann,28.0,616,22
2022,0,24502,Adam Scott,28.0,532,19
2022,0,46402,Talor Gooch,28.05,561,20
2022,0,24361,Pat Perez,28.05,533,19
2022,0,34466,Peter Malnati,28.06,870,31
2022,0,35891,Cameron Smith,28.12,478,17
2022,0,22405,Justin Rose,28.13,450,16
2022,0,30944,Jason Kokrak,28.17,507,18
2022,0,37189,Harold Varner III,28.19,592,21
2022,0,35879,Kelly Kraft,28.2,705,25
2022,0,24138,Ian Poulter,28.21,395,14
2022,0,29221,Webb Simpson,28.21,536,19
2022,0,35461,Beau Hossler,28.23,621,22
2022,0,39977,Max Homa,28.27,622,22
2022,0,49771,J.T. Poston,28.28,820,29
2022,0,30978,Kiradech Aphibarnrat,28.29,481,17
2022,0,27895,Jonas Blixt,28.3,566,20
2022,0,34360,Patrick Reed,28.3,566,20
2022,0,40098,Matt Fitzpatrick,28.32,538,19
2022,0,24924,Bill Haas,28.34,822,29
2022,0,23621,Rory Sabbatini,28.35,482,17
2022,0,45157,Cam Davis,28.38,681,24
2022,0,33597,Harry Higgs,28.39,795,28
2022,0,23983,Luke Donald,28.41,625,22
2022,0,32791,K.H. Lee,28.43,796,28
2022,0,47993,Denny McCarthy,28.43,796,28
2022,0,36801,Mark Hubbard,28.45,569,20
2022,0,48887,Matt Wallace,28.45,569,20
2022,0,29970,Dylan Frittelli,28.46,797,28
2022,0,45526,Abraham Ancer,28.47,484,17
2022,0,36799,Stephan Jaeger,28.48,826,29
2022,0,32640,Troy Merritt,28.48,712,25
2022,0,31323,Gary Woodland,28.48,655,23
2022,0,28775,Nate Lashley,28.52,713,25
2022,0,34174,John Huh,28.54,685,24
2022,0,32333,Kevin Tway,28.54,799,28
2022,0,35617,Martin Trainer,28.55,828,29
2022,0,35450,Patrick Cantlay,28.56,514,18
2022,0,34563,Chesson Hadley,28.56,771,27
2022,0,33399,Adam Hadwin,28.56,714,25
2022,0,12716,Charley Hoffman,28.57,657,23
2022,0,28252,Seamus Power,28.58,686,24
2022,0,45522,Christiaan Bezuidenhout,28.59,629,22
2022,0,34363,Tyrrell Hatton,28.59,486,17
2022,0,22056,Cameron Percy,28.6,429,15
2022,0,46435,Austin Cook,28.61,658,23
2022,0,48117,Kurt Kitayama,28.61,658,23
2022,0,45609,Tyler Duncan,28.62,744,26
2022,0,26851,Marc Leishman,28.62,601,21
2022,0,27064,Jhonattan Vegas,28.64,630,22
2022,0,39436,Joshua Creel,28.65,573,20
2022,0,29289,S.Y. Noh,28.65,573,20
2022,0,37275,Sam Ryder,28.66,831,29
2022,0,35532,Tom Hoge,28.67,860,30
2022,0,37455,Si Woo Kim,28.68,803,28
2022,0,33667,Carlos Ortiz,28.7,574,20
2022,0,50095,Austin Smotherman,28.7,660,23
2022,0,32662,Michael Gligic,28.71,603,21
2022,0,32816,Satoshi Kodaira,28.71,488,17
2022,0,39953,Chase Seiffert,28.71,488,17
2022,0,24024,Zach Johnson,28.73,632,22
2022,0,36699,Patrick Rodgers,28.73,747,26
2022,0,47504,Sam Burns,28.74,661,23
2022,0,27349,Alex Noren,28.74,546,19
2022,0,48081,Xander Schauffele,28.74,546,19
2022,0,28089,Jason Day,28.78,518,18
2022,0,46046,Scottie Scheffler,28.78,662,23
2022,0,34431,Robert Streb,28.79,806,28
2022,0,29420,Billy Horschel,28.8,576,20
2022,0,26300,Matt Jones,28.8,576,20
2022,0,25818,Scott Piercy,28.81,749,26
2022,0,27649,Brandt Snedeker,28.81,605,21
2022,0,54628,Lee Hodges,28.82,807,28
2022,0,36852,Jim Knous,28.82,490,17
2022,0,40162,Justin Lower,28.82,634,22
2022,0,23325,Vaughn Taylor,28.82,490,17
2022,0,31420,Anirban Lahiri,28.83,692,24
2022,0,49964,Aaron Wise,28.83,692,24
2022,0,49947,Taylor Moore,28.85,750,26
2022,0,30692,Scott Stallings,28.87,866,30
2022,0,20229,Stewart Cink,28.88,722,25
2022,0,27139,David Skinns,28.91,636,22
2022,0,35449,Adam Long,28.93,781,27
2022,0,30926,Chris Kirk,28.96,695,24
2022,0,26476,Chez Reavie,28.96,753,26
2022,0,21961,Charles Howell III,29.0,464,16
2022,0,33486,Roger Sloan,29.0,812,28
2022,0,46340,Alex Smalley,29.0,841,29
2022,0,34256,Andrew Putnam,29.03,842,29
2022,0,51950,Max McGreevy,29.04,755,26
2022,0,36884,Ben Kohles,29.05,639,22
2022,0,50525,Collin Morikawa,29.06,494,17
2022,0,47995,Davis Riley,29.07,814,28
2022,0,51894,Vince Whaley,29.07,785,27
2022,0,30927,Brendon Todd,29.08,698,24
2022,0,54421,Garrick Higgo,29.1,611,21
2022,0,51997,Andrew Novak,29.12,728,25
2022,0,32448,James Hahn,29.13,699,24
2022,0,34046,Jordan Spieth,29.14,612,21
2022,0,25493,Nick Taylor,29.14,816,28
2022,0,46717,Viktor Hovland,29.16,554,19
2022,0,47347,Adam Schenk,29.16,904,31
2022,0,46550,Brandon Hagy,29.17,846,29
2022,0,27974,Sung Kang,29.17,846,29
2022,0,47128,Richy Werenski,29.17,700,24
2022,0,32757,Patton Kizzire,29.18,817,28
2022,0,33204,Shane Lowry,29.19,467,16
2022,0,46442,Maverick McNealy,29.21,701,24
2022,0,35310,Lanto Griffin,29.22,672,23
2022,0,34098,Russell Henley,29.24,614,21
2022,0,39324,J.J. Spaun,29.24,848,29
2022,0,52375,Doug Ghim,29.26,790,27
2022,0,46601,Trey Mullinax,29.26,790,27
2022,0,51634,Sahith Theegala,29.26,907,31
2022,0,27644,Brian Harman,29.27,761,26
2022,0,48822,Sebastián Muñoz,29.29,703,24
2022,0,23320,Ryan Palmer,29.29,615,21
2022,0,32139,Danny Willett,29.3,586,20
2022,0,47983,Chad Ramey,29.31,762,26
2022,0,35506,Mackenzie Hughes,29.35,763,26
2022,0,47529,Mito Pereira,29.35,763,26
2022,0,47483,Will Zalatoris,29.36,646,22
2022,0,49766,Hank Lebioda,29.37,793,27
2022,0,31560,Brian Stuard,29.38,940,32
2022,0,36326,David Lipsky,29.39,823,28
2022,0,29478,Kevin Kisner,29.41,647,22
2022,0,37212,Paul Barjon,29.42,706,24
2022,0,49298,Kramer Hickok,29.42,912,31
2022,0,40115,Adam Svensson,29.43,883,30
2022,0,33419,Cameron Tringale,29.44,795,27
2022,0,55708,Hayden Buckley,29.45,854,29
2022,0,25686,Jason Dufner,29.45,589,20
2022,0,29908,C.T. Pan,29.46,707,24
2022,0,25198,Francesco Molinari,29.47,501,17
2022,0,33141,Keegan Bradley,29.48,678,23
2022,0,35110,Brett Drewitt,29.48,619,21
2022,0,31557,Jim Herman,29.5,531,18
2022,0,32839,Hideki Matsuyama,29.5,590,20
2022,0,40250,Taylor Pendrith,29.5,590,20
2022,0,29518,Brendan Steele,29.5,649,22
2022,0,29535,Brice Garnett,29.52,797,27
2022,0,46414,Aaron Rai,29.52,797,27
2022,0,32366,Kevin Chappell,29.56,532,18
2022,0,31646,Emiliano Grillo,29.56,798,27
2022,0,51890,Greyson Sigg,29.57,828,28
2022,0,28114,Dawie van der Walt,29.57,680,23
2022,0,47988,Nick Hardy,29.58,562,19
2022,0,34255,Joseph Bramlett,29.59,799,27
2022,0,27214,Kevin Streelman,29.59,799,27
2022,0,29974,Branden Grace,29.61,533,18
2022,0,54783,Dylan Wu,29.61,681,23
2022,0,53165,Doc Redman,29.65,771,26
2022,0,49960,Sepp Straka,29.65,919,31
2022,0,39971,Sungjae Im,29.67,712,24
2022,0,36689,Brooks Koepka,29.67,445,15
2022,0,30163,Henrik Norlander,29.68,742,25
2022,0,34610,Matthias Schwab,29.71,624,21
2022,0,34264,Hudson Swafford,29.71,624,21
2022,0,48699,Callum Tarren,29.71,713,24
2022,0,29926,Danny Lee,29.74,565,19
2022,0,27770,Camilo Villegas,29.75,714,24
2022,0,39546,Keith Mitchell,29.79,715,24
2022,0,47856,Seth Reeves,29.79,715,24
2022,0,52374,Brandon Wu,29.8,745,25
2022,0,24980,Scott Gutschewski,29.81,626,21
2022,0,10381,Curtis Thompson,29.83,716,24
2022,0,30911,Tommy Fleetwood,29.87,448,15
2022,0,52372,Cameron Champ,29.89,568,19
2022,0,34076,Joel Dahmen,29.92,748,25
2022,0,33490,Bo Hoag,30.0,540,18
2022,0,27936,Martin Laird,30.0,600,20
2022,0,40006,Erik van Rooyen,30.0,480,16
2022,0,29725,Tony Finau,30.04,721,24
2022,0,36871,Matthew NeSmith,30.04,811,27
2022,0,46970,Jon Rahm,30.11,542,18
2022,0,27095,Nick Watney,30.18,845,28
2022,0,25900,Lucas Glover,30.19,815,27
2022,0,39997,Corey Conners,30.21,725,24
2022,0,45540,Jared Wolfe,30.41,669,22
