YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,TOTAL HOLES
2024,0,33653,Thomas Detry,2.05%,7,342
2024,0,34098,Russell Henley,2.05%,7,342
2024,0,33448,Justin Thomas,2.05%,7,342
2024,0,55789,Taylor Montgomery,2.08%,6,288
2024,0,34256,Andrew Putnam,2.08%,9,432
2024,0,29221,Webb Simpson,2.08%,6,288
2024,0,40058,Zac Blair,2.14%,10,468
2024,0,37378,Min Woo Lee,2.16%,7,324
2024,0,29936,Ryan Fox,2.17%,9,414
2024,0,30927,Brendon Todd,2.18%,11,504
2024,0,51766,Wyndham Clark,2.22%,8,360
2024,0,40098,Matt Fitzpatrick,2.22%,8,360
2024,0,54421,Garrick Higgo,2.22%,10,450
2024,0,32791,K.H. Lee,2.22%,10,450
2024,0,26476,Chez Reavie,2.22%,10,450
2024,0,39324,J.J. Spaun,2.22%,10,450
2024,0,30926,Chris Kirk,2.27%,9,396
2024,0,40026,Daniel Berger,2.31%,10,432
2024,0,23108,Matt Kuchar,2.31%,10,432
2024,0,47995,Davis Riley,2.31%,10,432
2024,0,27349,Alex Noren,2.34%,8,342
2024,0,45522,Christiaan Bezuidenhout,2.38%,9,378
2024,0,52514,Trace Crowe,2.38%,9,378
2024,0,54628,Lee Hodges,2.38%,12,504
2024,0,37212,Paul Barjon,2.42%,10,414
2024,0,54576,Patrick Fishburn,2.42%,10,414
2024,0,35461,Beau Hossler,2.44%,11,450
2024,0,39971,Sungjae Im,2.44%,11,450
2024,0,58168,Davis Thompson,2.44%,11,450
2024,0,25900,Lucas Glover,2.47%,12,486
2024,0,47988,Nick Hardy,2.47%,12,486
2024,0,33204,Shane Lowry,2.47%,8,324
2024,0,48153,Matthieu Pavon,2.47%,8,324
2024,0,55182,Tom Kim,2.53%,10,396
2024,0,48117,Kurt Kitayama,2.53%,10,396
2024,0,34099,Harris English,2.56%,12,468
2024,0,47983,Chad Ramey,2.56%,12,468
2024,0,54591,Ben Griffin,2.60%,15,576
2024,0,48084,Wesley Bryan,2.61%,8,306
2024,0,35450,Patrick Cantlay,2.61%,8,306
2024,0,30911,Tommy Fleetwood,2.63%,9,342
2024,0,52666,Sami Valimaki,2.65%,10,378
2024,0,57366,Cameron Young,2.65%,10,378
2024,0,48867,Matti Schmid,2.67%,12,450
2024,0,22371,Aaron Baddeley,2.78%,11,396
2024,0,59442,Parker Coody,2.78%,9,324
2024,0,34076,Joel Dahmen,2.78%,13,468
2024,0,32102,Rickie Fowler,2.78%,11,396
2024,0,33399,Adam Hadwin,2.78%,12,432
2024,0,51287,Ryo Hisatsune,2.78%,13,468
2024,0,34466,Peter Malnati,2.78%,13,468
2024,0,36699,Patrick Rodgers,2.78%,14,504
2024,0,51890,Greyson Sigg,2.78%,13,468
2024,0,27139,David Skinns,2.78%,13,468
2024,0,33486,Roger Sloan,2.78%,11,396
2024,0,50095,Austin Smotherman,2.78%,7,252
2024,0,35617,Martin Trainer,2.78%,10,360
2024,0,40115,Adam Svensson,2.87%,16,558
2024,0,55893,Sam Stevens,2.88%,14,486
2024,0,34563,Chesson Hadley,2.90%,12,414
2024,0,49960,Sepp Straka,2.90%,12,414
2024,0,40006,Erik van Rooyen,2.90%,12,414
2024,0,60767,Blaine Hale Jr.,2.91%,11,378
2024,0,22405,Justin Rose,2.92%,10,342
2024,0,33968,Thorbjørn Olesen,2.96%,8,270
2024,0,35532,Tom Hoge,2.98%,15,504
2024,0,34587,Chan Kim,3.01%,13,432
2024,0,57900,Chandler Phillips,3.01%,13,432
2024,0,33141,Keegan Bradley,3.03%,12,396
2024,0,51977,Max Greyserman,3.03%,12,396
2024,0,52955,Ludvig Åberg,3.06%,11,360
2024,0,52374,Brandon Wu,3.09%,15,486
2024,0,39546,Keith Mitchell,3.11%,14,450
2024,0,24024,Zach Johnson,3.13%,9,288
2024,0,59836,Pierceson Coody,3.14%,13,414
2024,0,33948,Byeong Hun An,3.17%,12,378
2024,0,40162,Justin Lower,3.17%,16,504
2024,0,33408,Tyson Alexander,3.21%,15,468
2024,0,36884,Ben Kohles,3.21%,15,468
2024,0,50493,Justin Suh,3.21%,15,468
2024,0,34374,Erik Barnes,3.22%,11,342
2024,0,47993,Denny McCarthy,3.24%,14,432
2024,0,45242,Kevin Yu,3.24%,14,432
2024,0,34021,Bud Cauley,3.27%,10,306
2024,0,52372,Cameron Champ,3.28%,13,396
2024,0,39997,Corey Conners,3.28%,13,396
2024,0,35310,Lanto Griffin,3.33%,12,360
2024,0,51696,Rico Hoey,3.33%,15,450
2024,0,28775,Nate Lashley,3.33%,15,450
2024,0,47806,Raul Pereda,3.33%,12,360
2024,0,48119,Ben Taylor,3.33%,15,450
2024,0,59095,Chris Gotterup,3.38%,14,414
2024,0,37455,Si Woo Kim,3.38%,14,414
2024,0,29725,Tony Finau,3.44%,13,378
2024,0,29420,Billy Horschel,3.44%,13,378
2024,0,27064,Jhonattan Vegas,3.44%,13,378
2024,0,46717,Viktor Hovland,3.47%,10,288
2024,0,36799,Stephan Jaeger,3.47%,15,432
2024,0,46441,Robby Shelton,3.47%,15,432
2024,0,39977,Max Homa,3.54%,14,396
2024,0,54783,Dylan Wu,3.56%,16,450
2024,0,32366,Kevin Chappell,3.59%,11,306
2024,0,27649,Brandt Snedeker,3.62%,15,414
2024,0,27129,Luke List,3.63%,17,468
2024,0,46340,Alex Smalley,3.63%,17,468
2024,0,59866,Nick Dunlap,3.70%,14,378
2024,0,12716,Charley Hoffman,3.70%,14,378
2024,0,23320,Ryan Palmer,3.70%,10,270
2024,0,51349,Nico Echavarria,3.77%,19,504
2024,0,50497,Adrien Dumont de Chassart,3.78%,17,450
2024,0,31323,Gary Woodland,3.78%,17,450
2024,0,32367,Jorge Campillo,3.82%,11,288
2024,0,36871,Matt NeSmith,3.85%,18,468
2024,0,32070,Rafael Campos,3.86%,16,414
2024,0,47663,Kevin Dougherty,3.86%,16,414
2024,0,60067,Joe Highsmith,3.86%,16,414
2024,0,27770,Camilo Villegas,3.86%,16,414
2024,0,51070,Vincent Norrman,3.92%,12,306
2024,0,49771,J.T. Poston,3.94%,17,432
2024,0,32757,Patton Kizzire,3.97%,15,378
2024,0,46113,Ryan McCormick,3.97%,15,378
2024,0,25493,Nick Taylor,4.00%,18,450
2024,0,47347,Adam Schenk,4.02%,21,522
2024,0,27330,Josh Teater,4.04%,16,396
2024,0,48887,Matt Wallace,4.09%,14,342
2024,0,52513,Carson Young,4.12%,20,486
2024,0,55708,Hayden Buckley,4.27%,20,468
2024,0,59143,Mac Meissner,4.29%,17,396
2024,0,27214,Kevin Streelman,4.29%,17,396
2024,0,50484,Hayden Springer,4.35%,18,414
2024,0,28420,Ryan Brehm,4.44%,20,450
2024,0,32640,Troy Merritt,4.49%,21,468
2024,0,29478,Kevin Kisner,4.50%,17,378
2024,0,29535,Brice Garnett,4.51%,13,288
2024,0,36326,David Lipsky,4.63%,20,432
2024,0,26596,Ryan Moore,4.63%,20,432
2024,0,38991,Alejandro Tosti,4.63%,20,432
2024,0,30163,Henrik Norlander,4.68%,16,342
2024,0,56149,Wilson Furr,4.76%,18,378
2024,0,55454,Carl Yuan,4.83%,20,414
2024,0,34255,Joseph Bramlett,4.91%,23,468
2024,0,48699,Callum Tarren,4.91%,23,468
2024,0,48319,Tom Whitney,5.09%,22,432
2023,0,55789,Taylor Montgomery,.56%,3,540
2023,0,33204,Shane Lowry,.98%,3,306
2023,0,31560,Brian Stuard,1.03%,5,486
2023,0,34363,Tyrrell Hatton,1.11%,4,360
2023,0,30927,Brendon Todd,1.15%,6,522
2023,0,22371,Aaron Baddeley,1.16%,5,432
2023,0,31646,Emiliano Grillo,1.18%,7,594
2023,0,47504,Sam Burns,1.21%,5,414
2023,0,46717,Viktor Hovland,1.26%,5,396
2023,0,45522,Christiaan Bezuidenhout,1.28%,6,468
2023,0,51349,Nico Echavarria,1.30%,7,540
2023,0,31202,William McGirt,1.31%,4,306
2023,0,28775,Nate Lashley,1.39%,8,576
2023,0,27349,Alex Noren,1.39%,7,504
2023,0,22405,Justin Rose,1.39%,5,360
2023,0,50493,Justin Suh,1.43%,8,558
2023,0,35450,Patrick Cantlay,1.46%,5,342
2023,0,46442,Maverick McNealy,1.46%,5,342
2023,0,26596,Ryan Moore,1.53%,8,522
2023,0,35461,Beau Hossler,1.56%,9,576
2023,0,35506,Mackenzie Hughes,1.59%,8,504
2023,0,24024,Zach Johnson,1.59%,6,378
2023,0,28252,Seamus Power,1.62%,7,432
2023,0,28237,Rory McIlroy,1.63%,5,306
2023,0,52374,Brandon Wu,1.63%,10,612
2023,0,20229,Stewart Cink,1.65%,8,486
2023,0,51766,Wyndham Clark,1.65%,8,486
2023,0,35449,Adam Long,1.65%,11,666
2023,0,34409,David Lingmerth,1.67%,9,540
2023,0,49771,J.T. Poston,1.67%,9,540
2023,0,52955,Ludvig Åberg,1.71%,4,234
2023,0,23108,Matt Kuchar,1.71%,8,468
2023,0,33410,Andrew Landry,1.71%,8,468
2023,0,33597,Harry Higgs,1.72%,9,522
2023,0,35879,Kelly Kraft,1.72%,9,522
2023,0,29289,S.Y. Noh,1.75%,6,342
2023,0,30926,Chris Kirk,1.79%,9,504
2023,0,34256,Andrew Putnam,1.79%,10,558
2023,0,37275,Sam Ryder,1.80%,11,612
2023,0,33653,Thomas Detry,1.85%,9,486
2023,0,27644,Brian Harman,1.85%,9,486
2023,0,24502,Adam Scott,1.85%,6,324
2023,0,36799,Stephan Jaeger,1.91%,11,576
2023,0,33141,Keegan Bradley,1.93%,8,414
2023,0,30911,Tommy Fleetwood,1.94%,7,360
2023,0,27974,Sung Kang,1.96%,6,306
2023,0,47591,Eric Cole,2.01%,13,648
2023,0,55893,Sam Stevens,2.02%,12,594
2023,0,51890,Greyson Sigg,2.08%,12,576
2023,0,33399,Adam Hadwin,2.14%,10,468
2023,0,32448,James Hahn,2.14%,10,468
2023,0,52453,Nicolai Hojgaard,2.14%,5,234
2023,0,29970,Dylan Frittelli,2.15%,12,558
2023,0,35532,Tom Hoge,2.15%,12,558
2023,0,28089,Jason Day,2.17%,9,414
2023,0,57366,Cameron Young,2.17%,9,414
2023,0,25493,Nick Taylor,2.18%,11,504
2023,0,52513,Carson Young,2.19%,13,594
2023,0,47988,Nick Hardy,2.22%,14,630
2023,0,32791,K.H. Lee,2.26%,13,576
2023,0,46046,Scottie Scheffler,2.27%,9,396
2023,0,56762,Will Gordon,2.29%,14,612
2023,0,48699,Callum Tarren,2.29%,14,612
2023,0,34076,Joel Dahmen,2.30%,12,522
2023,0,12716,Charley Hoffman,2.30%,12,522
2023,0,51634,Sahith Theegala,2.30%,12,522
2023,0,39997,Corey Conners,2.31%,10,432
2023,0,39975,Michael Kim,2.33%,13,558
2023,0,36699,Patrick Rodgers,2.33%,13,558
2023,0,29221,Webb Simpson,2.34%,8,342
2023,0,40098,Matt Fitzpatrick,2.38%,9,378
2023,0,54591,Ben Griffin,2.38%,15,630
2023,0,40162,Justin Lower,2.38%,15,630
2023,0,47993,Denny McCarthy,2.38%,12,504
2023,0,48867,Matti Schmid,2.38%,12,504
2023,0,40250,Taylor Pendrith,2.41%,13,540
2023,0,27095,Nick Watney,2.41%,13,540
2023,0,50525,Collin Morikawa,2.42%,10,414
2023,0,35310,Lanto Griffin,2.47%,8,324
2023,0,23320,Ryan Palmer,2.47%,12,486
2023,0,46970,Jon Rahm,2.47%,8,324
2023,0,49960,Sepp Straka,2.47%,12,486
2023,0,36871,Matt NeSmith,2.51%,14,558
2023,0,54628,Lee Hodges,2.53%,15,594
2023,0,34466,Peter Malnati,2.53%,15,594
2023,0,47128,Richy Werenski,2.54%,16,630
2023,0,52372,Cameron Champ,2.58%,13,504
2023,0,51997,Andrew Novak,2.58%,13,504
2023,0,26476,Chez Reavie,2.59%,14,540
2023,0,19803,Ryan Armour,2.60%,15,576
2023,0,32757,Patton Kizzire,2.60%,15,576
2023,0,50188,S.H. Kim,2.61%,16,612
2023,0,39058,Lucas Herbert,2.63%,9,342
2023,0,55182,Tom Kim,2.67%,12,450
2023,0,46414,Aaron Rai,2.69%,15,558
2023,0,34610,Matthias Schwab,2.70%,17,630
2023,0,34099,Harris English,2.78%,14,504
2023,0,29535,Brice Garnett,2.78%,13,468
2023,0,52375,Doug Ghim,2.78%,15,540
2023,0,34563,Chesson Hadley,2.78%,15,540
2023,0,36801,Mark Hubbard,2.78%,18,648
2023,0,32839,Hideki Matsuyama,2.78%,12,432
2023,0,30163,Henrik Norlander,2.78%,15,540
2023,0,47347,Adam Schenk,2.78%,18,648
2023,0,46441,Robby Shelton,2.78%,17,612
2023,0,27963,Chris Stroud,2.78%,10,360
2023,0,48119,Ben Taylor,2.78%,17,612
2023,0,58168,Davis Thompson,2.78%,14,504
2023,0,40006,Erik van Rooyen,2.78%,13,468
2023,0,58967,Trevor Werbylo,2.78%,14,504
2023,0,33413,Ben Martin,2.86%,17,594
2023,0,33948,Byeong Hun An,2.87%,15,522
2023,0,46435,Austin Cook,2.87%,16,558
2023,0,37338,Zecheng Dou,2.87%,16,558
2023,0,46601,Trey Mullinax,2.89%,13,450
2023,0,34046,Jordan Spieth,2.91%,11,378
2023,0,32366,Kevin Chappell,2.92%,10,342
2023,0,25686,Jason Dufner,2.95%,17,576
2023,0,47983,Chad Ramey,2.95%,17,576
2023,0,50095,Austin Smotherman,2.95%,17,576
2023,0,54783,Dylan Wu,2.95%,17,576
2023,0,49947,Taylor Moore,2.96%,16,540
2023,0,25632,Jimmy Walker,2.96%,16,540
2023,0,37455,Si Woo Kim,2.98%,15,504
2023,0,56630,Akshay Bhatia,3.01%,13,432
2023,0,46340,Alex Smalley,3.03%,18,594
2023,0,32139,Danny Willett,3.06%,11,360
2023,0,39971,Sungjae Im,3.07%,16,522
2023,0,39546,Keith Mitchell,3.09%,15,486
2023,0,32333,Kevin Tway,3.09%,20,648
2023,0,40115,Adam Svensson,3.10%,19,612
2023,0,32102,Rickie Fowler,3.11%,14,450
2023,0,49298,Kramer Hickok,3.13%,18,576
2023,0,36326,David Lipsky,3.13%,18,576
2023,0,24925,Jonathan Byrd,3.14%,13,414
2023,0,39977,Max Homa,3.14%,13,414
2023,0,45242,Kevin Yu,3.14%,13,414
2023,0,25818,Scott Piercy,3.15%,17,540
2023,0,58696,Peter Kuest,3.17%,8,252
2023,0,55454,Carl Yuan,3.17%,16,504
2023,0,39067,MJ Daffue,3.20%,19,594
2023,0,34431,Robert Streb,3.23%,18,558
2023,0,27214,Kevin Streelman,3.23%,18,558
2023,0,34098,Russell Henley,3.24%,14,432
2023,0,32662,Michael Gligic,3.26%,17,522
2023,0,29908,C.T. Pan,3.27%,10,306
2023,0,55708,Hayden Buckley,3.29%,16,486
2023,0,34255,Joseph Bramlett,3.33%,15,450
2023,0,25900,Lucas Glover,3.33%,18,540
2023,0,33122,Russell Knox,3.33%,21,630
2023,0,27129,Luke List,3.33%,18,540
2023,0,48081,Xander Schauffele,3.33%,12,360
2023,0,33408,Tyson Alexander,3.37%,20,594
2023,0,48117,Kurt Kitayama,3.38%,14,414
2023,0,49766,Hank Lebioda,3.38%,14,414
2023,0,29420,Billy Horschel,3.44%,13,378
2023,0,39335,Kevin Roy,3.45%,18,522
2023,0,57975,Harry Hall,3.47%,20,576
2023,0,54421,Garrick Higgo,3.47%,20,576
2023,0,47995,Davis Riley,3.47%,20,576
2023,0,52411,Kyle Westmoreland,3.52%,19,540
2023,0,45609,Tyler Duncan,3.54%,21,594
2023,0,57362,Austin Eckroat,3.58%,20,558
2023,0,29725,Tony Finau,3.62%,15,414
2023,0,40058,Zac Blair,3.70%,18,486
2023,0,28420,Ryan Brehm,3.70%,22,594
2023,0,39954,Cody Gribble,3.70%,14,378
2023,0,35901,Paul Haley II,3.70%,22,594
2023,0,48887,Matt Wallace,3.70%,18,486
2023,0,35617,Martin Trainer,3.79%,15,396
2023,0,51491,Brandon Matthews,3.86%,16,414
2023,0,31323,Gary Woodland,3.86%,16,414
2023,0,30692,Scott Stallings,3.91%,19,486
2023,0,27554,Scott Harrington,4.02%,21,522
2023,0,32816,Satoshi Kodaira,4.09%,14,342
2023,0,51070,Vincent Norrman,4.12%,20,486
2023,0,49453,Trevor Cone,4.17%,21,504
2023,0,51950,Max McGreevy,4.29%,27,630
2023,0,32640,Troy Merritt,4.34%,25,576
2023,0,45157,Cam Davis,4.37%,22,504
2023,0,53165,Doc Redman,4.41%,23,522
2023,0,39324,J.J. Spaun,4.41%,23,522
2023,0,27936,Martin Laird,4.44%,24,540
2023,0,31557,Jim Herman,4.49%,21,468
2023,0,47079,Harrison Endycott,4.66%,26,558
2023,0,59018,Ryan Gerard,4.72%,17,360
2023,0,31577,Tano Goya,4.76%,24,504
2023,0,22056,Cameron Percy,4.76%,18,378
2023,0,33448,Justin Thomas,4.76%,18,378
2023,0,48084,Wesley Bryan,4.90%,15,306
2023,0,36724,Augusto Núñez,5.00%,27,540
2023,0,51414,Brent Grant,5.19%,28,540
2023,0,24140,Sean O'Hair,5.85%,20,342
2022,0,51894,Vince Whaley,0.82,4,486
2022,0,46717,Viktor Hovland,0.88,3,342
2022,0,48081,Xander Schauffele,0.88,3,342
2022,0,45526,Abraham Ancer,0.98,3,306
2022,0,32150,Michael Thompson,1.11,5,450
2022,0,35310,Lanto Griffin,1.21,5,414
2022,0,27349,Alex Noren,1.23,4,324
2022,0,32839,Hideki Matsuyama,1.54,5,324
2022,0,22056,Cameron Percy,1.59,4,252
2022,0,27214,Kevin Streelman,1.65,8,486
2022,0,46435,Austin Cook,1.69,7,414
2022,0,51950,Max McGreevy,1.71,8,468
2022,0,27895,Jonas Blixt,1.75,6,342
2022,0,12716,Charley Hoffman,1.77,7,396
2022,0,35461,Beau Hossler,1.77,7,396
2022,0,32640,Troy Merritt,1.78,8,450
2022,0,32366,Kevin Chappell,1.85,6,324
2022,0,24980,Scott Gutschewski,1.85,7,378
2022,0,46601,Trey Mullinax,1.85,9,486
2022,0,46970,Jon Rahm,1.85,6,324
2022,0,35879,Kelly Kraft,1.93,8,414
2022,0,46402,Talor Gooch,1.94,7,360
2022,0,23108,Matt Kuchar,1.94,7,360
2022,0,34363,Tyrrell Hatton,1.96,6,306
2022,0,23621,Rory Sabbatini,1.96,6,306
2022,0,39436,Joshua Creel,2.05,7,342
2022,0,24502,Adam Scott,2.05,7,342
2022,0,34046,Jordan Spieth,2.12,8,378
2022,0,34466,Peter Malnati,2.15,12,558
2022,0,39058,Lucas Herbert,2.16,7,324
2022,0,33490,Bo Hoag,2.16,7,324
2022,0,27770,Camilo Villegas,2.17,9,414
2022,0,33399,Adam Hadwin,2.22,10,450
2022,0,36801,Mark Hubbard,2.22,8,360
2022,0,30163,Henrik Norlander,2.22,10,450
2022,0,37189,Harold Varner III,2.22,8,360
2022,0,32102,Rickie Fowler,2.27,9,396
2022,0,28089,Jason Day,2.29,7,306
2022,0,39997,Corey Conners,2.31,10,432
2022,0,32448,James Hahn,2.31,10,432
2022,0,32791,K.H. Lee,2.38,12,504
2022,0,26851,Marc Leishman,2.38,9,378
2022,0,51890,Greyson Sigg,2.38,12,504
2022,0,24925,Jonathan Byrd,2.47,8,324
2022,0,24361,Pat Perez,2.47,8,324
2022,0,29221,Webb Simpson,2.47,8,324
2022,0,37275,Sam Ryder,2.49,13,522
2022,0,29420,Billy Horschel,2.5,9,360
2022,0,33667,Carlos Ortiz,2.5,9,360
2022,0,27139,David Skinns,2.53,10,396
2022,0,30926,Chris Kirk,2.55,11,432
2022,0,28775,Nate Lashley,2.55,11,432
2022,0,46442,Maverick McNealy,2.55,11,432
2022,0,28252,Seamus Power,2.55,11,432
2022,0,27644,Brian Harman,2.56,12,468
2022,0,51766,Wyndham Clark,2.58,13,504
2022,0,33597,Harry Higgs,2.58,13,504
2022,0,30911,Tommy Fleetwood,2.59,7,270
2022,0,40115,Adam Svensson,2.59,14,540
2022,0,30978,Kiradech Aphibarnrat,2.61,8,306
2022,0,39953,Chase Seiffert,2.61,8,306
2022,0,35891,Cameron Smith,2.61,8,306
2022,0,32662,Michael Gligic,2.65,10,378
2022,0,34264,Hudson Swafford,2.65,10,378
2022,0,33141,Keegan Bradley,2.66,11,414
2022,0,47504,Sam Burns,2.66,11,414
2022,0,10381,Curtis Thompson,2.66,11,414
2022,0,54783,Dylan Wu,2.66,11,414
2022,0,32333,Kevin Tway,2.67,13,486
2022,0,45522,Christiaan Bezuidenhout,2.78,11,396
2022,0,35450,Patrick Cantlay,2.78,9,324
2022,0,32816,Satoshi Kodaira,2.78,8,288
2022,0,27936,Martin Laird,2.78,10,360
2022,0,29926,Danny Lee,2.78,9,324
2022,0,35449,Adam Long,2.78,13,468
2022,0,40162,Justin Lower,2.78,11,396
2022,0,47993,Denny McCarthy,2.78,14,504
2022,0,34360,Patrick Reed,2.78,10,360
2022,0,22405,Justin Rose,2.78,8,288
2022,0,34431,Robert Streb,2.78,14,504
2022,0,34256,Andrew Putnam,2.87,15,522
2022,0,51634,Sahith Theegala,2.87,16,558
2022,0,31646,Emiliano Grillo,2.88,14,486
2022,0,33122,Russell Knox,2.88,14,486
2022,0,33419,Cameron Tringale,2.88,14,486
2022,0,50095,Austin Smotherman,2.9,12,414
2022,0,27649,Brandt Snedeker,2.91,11,378
2022,0,47988,Nick Hardy,2.92,10,342
2022,0,50525,Collin Morikawa,2.94,9,306
2022,0,56278,Matthew Wolff,2.96,8,270
2022,0,27974,Sung Kang,2.98,15,504
2022,0,35617,Martin Trainer,2.98,15,504
2022,0,35506,Mackenzie Hughes,2.99,14,468
2022,0,45157,Cam Davis,3.01,13,432
2022,0,31420,Anirban Lahiri,3.01,13,432
2022,0,30927,Brendon Todd,3.01,13,432
2022,0,39977,Max Homa,3.03,12,396
2022,0,24024,Zach Johnson,3.03,12,396
2022,0,47483,Will Zalatoris,3.03,12,396
2022,0,46340,Alex Smalley,3.07,16,522
2022,0,29535,Brice Garnett,3.09,15,486
2022,0,34563,Chesson Hadley,3.09,15,486
2022,0,31557,Jim Herman,3.09,10,324
2022,0,37455,Si Woo Kim,3.09,15,486
2022,0,36871,Matthew NeSmith,3.09,15,486
2022,0,46414,Aaron Rai,3.09,15,486
2022,0,25818,Scott Piercy,3.11,14,450
2022,0,21961,Charles Howell III,3.13,9,288
2022,0,33204,Shane Lowry,3.13,9,288
2022,0,31560,Brian Stuard,3.13,18,576
2022,0,23325,Vaughn Taylor,3.13,9,288
2022,0,34174,John Huh,3.14,13,414
2022,0,46046,Scottie Scheffler,3.14,13,414
2022,0,47347,Adam Schenk,3.15,17,540
2022,0,35110,Brett Drewitt,3.17,12,378
2022,0,54628,Lee Hodges,3.17,16,504
2022,0,29478,Kevin Kisner,3.17,12,378
2022,0,34610,Matthias Schwab,3.17,12,378
2022,0,53165,Doc Redman,3.21,15,468
2022,0,36699,Patrick Rodgers,3.21,15,468
2022,0,37212,Paul Barjon,3.24,14,432
2022,0,39971,Sungjae Im,3.24,14,432
2022,0,39546,Keith Mitchell,3.24,14,432
2022,0,29908,C.T. Pan,3.24,14,432
2022,0,36799,Stephan Jaeger,3.26,17,522
2022,0,49771,J.T. Poston,3.26,17,522
2022,0,19803,Ryan Armour,3.27,10,306
2022,0,48084,Wesley Bryan,3.27,10,306
2022,0,29518,Brendan Steele,3.28,13,396
2022,0,27064,Jhonattan Vegas,3.28,13,396
2022,0,25900,Lucas Glover,3.29,16,486
2022,0,32139,Danny Willett,3.33,12,360
2022,0,52374,Brandon Wu,3.33,15,450
2022,0,47995,Davis Riley,3.37,17,504
2022,0,47529,Mito Pereira,3.42,16,468
2022,0,23320,Ryan Palmer,3.44,13,378
2022,0,40006,Erik van Rooyen,3.47,10,288
2022,0,49964,Aaron Wise,3.47,15,432
2022,0,57366,Cameron Young,3.47,15,432
2022,0,35532,Tom Hoge,3.52,19,540
2022,0,23983,Luke Donald,3.54,14,396
2022,0,45540,Jared Wolfe,3.54,14,396
2022,0,45609,Tyler Duncan,3.56,16,450
2022,0,47983,Chad Ramey,3.56,16,450
2022,0,49960,Sepp Straka,3.58,20,558
2022,0,36852,Jim Knous,3.59,11,306
2022,0,30944,Jason Kokrak,3.59,11,306
2022,0,26300,Matt Jones,3.61,13,360
2022,0,33448,Justin Thomas,3.61,13,360
2022,0,48887,Matt Wallace,3.61,13,360
2022,0,48699,Callum Tarren,3.62,15,414
2022,0,28114,Dawie van der Walt,3.62,15,414
2022,0,31323,Gary Woodland,3.62,15,414
2022,0,49947,Taylor Moore,3.63,17,468
2022,0,24924,Bill Haas,3.64,19,522
2022,0,52375,Doug Ghim,3.7,18,486
2022,0,48822,Sebastián Muñoz,3.7,16,432
2022,0,39324,J.J. Spaun,3.77,19,504
2022,0,25493,Nick Taylor,3.77,19,504
2022,0,27095,Nick Watney,3.77,19,504
2022,0,26476,Chez Reavie,3.78,17,450
2022,0,29289,S.Y. Noh,3.8,13,342
2022,0,28237,Rory McIlroy,3.82,11,288
2022,0,49766,Hank Lebioda,3.91,19,486
2022,0,47856,Seth Reeves,3.94,17,432
2022,0,34098,Russell Henley,3.97,15,378
2022,0,32757,Patton Kizzire,3.97,20,504
2022,0,51997,Andrew Novak,4.0,18,450
2022,0,55708,Hayden Buckley,4.02,21,522
2022,0,36884,Ben Kohles,4.04,16,396
2022,0,45486,Joaquin Niemann,4.04,16,396
2022,0,30692,Scott Stallings,4.07,22,540
2022,0,52372,Cameron Champ,4.09,14,342
2022,0,40098,Matt Fitzpatrick,4.09,14,342
2022,0,47128,Richy Werenski,4.11,17,414
2022,0,46550,Brandon Hagy,4.12,20,486
