YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 300-320,TOTAL DRVS - OVERALL,RELATIVE TO PAR
2024,114,0,32839,Hideki Matsuyama,30.41%,45,148,-0.22
2024,116,0,32791,K.H. Lee,30.13%,47,156,-0.19
2024,117,0,32333,Kevin Tway,30.00%,36,120,-0.22
2024,118,0,32367,Jorge Campillo,29.81%,31,104,-0.39
2024,119,0,50497,Adrien Dumont de Chassart,29.73%,44,148,-0.16
2024,120,0,28237,Rory McIlroy,29.71%,41,138,-0.12
2024,121,0,48887,Matt Wallace,29.69%,38,128,-0.26
2024,122,0,37455,Si Woo Kim,29.55%,52,176,-0.25
2024,123,0,49771,J.T. Poston,29.41%,50,170,-0.10
2024,123,0,48319,Tom Whitney,29.41%,40,136,-0.18
2024,125,0,60067,Joe Highsmith,29.29%,41,140,-0.39
2024,126,0,49960,Sepp Straka,29.22%,45,154,-0.04
2024,127,0,52215,Robert MacIntyre,29.17%,42,144,-0.24
2024,128,0,50525,Collin Morikawa,29.11%,46,158,-0.35
2024,129,0,52374,Brandon Wu,29.01%,47,162,-0.38
2024,130,0,47591,Eric Cole,28.97%,62,214,-0.32
2024,131,0,27330,Josh Teater,28.85%,30,104,-0.10
2024,132,0,36801,Mark Hubbard,28.79%,57,198,-0.40
2024,133,0,28420,Ryan Brehm,28.33%,34,120,-0.50
2024,134,0,57900,Chandler Phillips,28.31%,47,166,-0.34
2024,135,0,51890,Greyson Sigg,28.29%,43,152,-0.47
2024,136,0,60004,Jacob Bridgeman,28.21%,44,156,-0.16
2024,137,0,54783,Dylan Wu,28.13%,45,160,-0.33
2024,138,0,34098,Russell Henley,28.08%,41,146,-0.27
2024,139,0,52372,Cameron Champ,28.07%,32,114,-0.13
2024,140,0,51287,Ryo Hisatsune,27.98%,47,168,-0.38
2024,141,0,55182,Tom Kim,27.85%,44,158,-0.14
2024,142,0,34374,Erik Barnes,27.78%,30,108,-0.20
2024,142,0,26596,Ryan Moore,27.78%,40,144,-0.40
2024,144,0,27644,Brian Harman,27.59%,48,174,-0.08
2024,144,0,47993,Denny McCarthy,27.59%,48,174,-0.19
2024,146,0,55708,Hayden Buckley,27.46%,39,142,-0.18
2024,147,0,34466,Peter Malnati,27.33%,41,150,-0.10
2024,148,0,56149,Wilson Furr,27.19%,31,114,+0.03
2024,149,0,36326,David Lipsky,26.81%,37,138,-0.30
2024,150,0,23108,Matt Kuchar,26.71%,39,146,-0.36
2024,151,0,27936,Martin Laird,26.39%,38,144,-0.21
2024,152,0,52513,Carson Young,26.16%,45,172,-0.24
2024,153,0,40162,Justin Lower,25.77%,50,194,-0.20
2024,154,0,51349,Nico Echavarria,25.57%,45,176,-0.42
2024,155,0,36871,Matt NeSmith,25.00%,36,144,-0.47
2024,155,0,46441,Robby Shelton,25.00%,38,152,-0.34
2024,157,0,31646,Emiliano Grillo,24.71%,42,170,-0.33
2024,158,0,47983,Chad Ramey,24.70%,41,166,-0.37
2024,159,0,48867,Matti Schmid,24.36%,38,156,-0.18
2024,160,0,33486,Roger Sloan,24.24%,32,132,-0.09
2024,161,0,34076,Joel Dahmen,24.16%,43,178,-0.42
2024,162,0,57975,Harry Hall,23.75%,38,160,-0.29
2024,163,0,45522,Christiaan Bezuidenhout,23.68%,36,152,-0.03
2024,164,0,52375,Doug Ghim,23.63%,43,182,-0.51
2024,165,0,46414,Aaron Rai,23.26%,40,172,-0.40
2024,166,0,55789,Taylor Montgomery,23.15%,25,108,-0.48
2024,167,0,25900,Lucas Glover,23.12%,43,186,-0.26
2024,168,0,39327,Ben Silverman,23.08%,36,156,-0.22
2024,169,0,36884,Ben Kohles,22.94%,39,170,-0.26
2024,170,0,29908,C.T. Pan,22.88%,27,118,-0.44
2024,171,0,37275,Sam Ryder,22.67%,34,150,-0.24
2024,172,0,29478,Kevin Kisner,22.22%,24,108,-0.46
2024,173,0,26476,Chez Reavie,22.06%,30,136,-0.50
2024,174,0,27349,Alex Noren,21.74%,30,138,-0.43
2024,175,0,25493,Nick Taylor,21.69%,36,166,-0.22
2024,176,0,47806,Raul Pereda,21.28%,20,94,-0.15
2024,177,0,29535,Brice Garnett,20.83%,20,96,-0.20
2024,178,0,27770,Camilo Villegas,19.30%,22,114,-0.23
2024,179,0,22371,Aaron Baddeley,17.81%,26,146,-0.23
2024,180,0,40058,Zac Blair,15.85%,26,164,-0.31
2024,181,0,24024,Zach Johnson,13.54%,13,96,-0.62
2024,182,0,34256,Andrew Putnam,10.76%,17,158,-0.24
2024,183,0,30927,Brendon Todd,9.60%,19,198,-0.21
2024,184,0,27649,Brandt Snedeker,6.90%,8,116,-0.50
2023,1,0,52955,Ludvig Åberg,45.00%,45,100,-0.40
2023,2,0,49766,Hank Lebioda,44.26%,54,122,-0.15
2023,3,0,58168,Davis Thompson,42.71%,82,192,-0.26
2023,4,0,55893,Sam Stevens,41.04%,87,212,-0.21
2023,5,0,48699,Callum Tarren,40.91%,81,198,-0.07
2023,6,0,45157,Cam Davis,40.66%,74,182,-0.20
2023,7,0,27129,Luke List,40.50%,81,200,+0.01
2023,8,0,51414,Brent Grant,40.48%,68,168,-0.25
2023,9,0,33448,Justin Thomas,40.28%,58,144,-0.22
2023,10,0,32102,Rickie Fowler,40.10%,77,192,-0.22
2023,11,0,50188,S.H. Kim,40.09%,89,222,-0.11
2023,12,0,36699,Patrick Rodgers,39.22%,80,204,-0.19
2023,13,0,32333,Kevin Tway,39.11%,79,202,-0.16
2023,14,0,29908,C.T. Pan,38.68%,41,106,-0.15
2023,15,0,28420,Ryan Brehm,38.37%,66,172,-0.03
2023,16,0,48117,Kurt Kitayama,38.19%,55,144,+0.15
2023,17,0,31646,Emiliano Grillo,38.05%,86,226,-0.12
2023,18,0,36799,Stephan Jaeger,37.70%,92,244,-0.26
2023,19,0,35450,Patrick Cantlay,37.50%,54,144,-0.28
2023,19,0,46046,Scottie Scheffler,37.50%,66,176,-0.21
2023,19,0,49960,Sepp Straka,37.50%,69,184,-0.04
2023,22,0,34099,Harris English,37.11%,72,194,-0.21
2023,23,0,39058,Lucas Herbert,37.10%,46,124,-0.02
2023,23,0,33204,Shane Lowry,37.10%,46,124,+0.22
2023,25,0,32757,Patton Kizzire,37.00%,74,200,-0.36
2023,26,0,40250,Taylor Pendrith,36.87%,73,198,-0.27
2023,27,0,31323,Gary Woodland,36.75%,61,166,-0.20
2023,28,0,45242,Kevin Yu,36.62%,52,142,-0.17
2023,29,0,46340,Alex Smalley,36.61%,82,224,-0.37
2023,30,0,37338,Zecheng Dou,36.60%,71,194,-0.21
2023,31,0,33141,Keegan Bradley,36.59%,60,164,-0.23
2023,31,0,49453,Trevor Cone,36.59%,60,164,-0.27
2023,33,0,29725,Tony Finau,36.31%,61,168,-0.16
2023,34,0,39324,J.J. Spaun,36.27%,74,204,-0.20
2023,35,0,27554,Scott Harrington,36.25%,58,160,-0.24
2023,36,0,45609,Tyler Duncan,36.17%,68,188,-0.21
2023,37,0,39975,Michael Kim,36.08%,70,194,-0.36
2023,38,0,35506,Mackenzie Hughes,35.96%,64,178,-0.25
2023,39,0,35461,Beau Hossler,35.91%,79,220,-0.28
2023,40,0,47995,Davis Riley,35.78%,73,204,-0.34
2023,41,0,32366,Kevin Chappell,35.71%,40,112,-0.25
2023,42,0,40098,Matt Fitzpatrick,35.62%,52,146,E
2023,43,0,56762,Will Gordon,35.59%,79,222,-0.15
2023,44,0,48867,Matti Schmid,35.44%,56,158,-0.30
2023,45,0,48119,Ben Taylor,35.38%,75,212,-0.13
2023,45,0,54783,Dylan Wu,35.38%,75,212,-0.28
2023,47,0,46601,Trey Mullinax,35.21%,50,142,-0.02
2023,48,0,48081,Xander Schauffele,35.19%,57,162,-0.28
2023,49,0,25686,Jason Dufner,35.16%,64,182,-0.23
2023,49,0,29420,Billy Horschel,35.16%,45,128,-0.16
2023,51,0,32448,James Hahn,35.00%,56,160,-0.43
2023,52,0,51766,Wyndham Clark,34.80%,71,204,-0.07
2023,53,0,34046,Jordan Spieth,34.72%,50,144,-0.28
2023,54,0,46717,Viktor Hovland,34.66%,61,176,-0.03
2023,55,0,29970,Dylan Frittelli,34.62%,54,156,-0.19
2023,56,0,56630,Akshay Bhatia,34.52%,58,168,-0.28
2023,57,0,36724,Augusto Núñez,34.12%,58,170,-0.40
2023,58,0,33653,Thomas Detry,33.84%,67,198,-0.28
2023,59,0,34255,Joseph Bramlett,33.75%,54,160,-0.11
2023,59,0,28089,Jason Day,33.75%,54,160,-0.06
2023,61,0,47591,Eric Cole,33.73%,85,252,-0.26
2023,62,0,49947,Taylor Moore,33.66%,68,202,-0.10
2023,63,0,23108,Matt Kuchar,33.52%,61,182,-0.30
2023,64,0,48084,Wesley Bryan,33.33%,32,96,-0.38
2023,64,0,35310,Lanto Griffin,33.33%,38,114,-0.26
2023,64,0,34363,Tyrrell Hatton,33.33%,52,156,-0.10
2023,64,0,46442,Maverick McNealy,33.33%,42,126,-0.07
2023,64,0,40006,Erik van Rooyen,33.33%,52,156,-0.13
2023,64,0,47128,Richy Werenski,33.33%,66,198,-0.21
2023,70,0,54591,Ben Griffin,33.19%,79,238,-0.22
2023,71,0,54628,Lee Hodges,33.18%,71,214,-0.23
2023,72,0,20229,Stewart Cink,33.13%,53,160,-0.25
2023,73,0,49771,J.T. Poston,33.00%,66,200,-0.24
2023,74,0,39546,Keith Mitchell,32.98%,62,188,-0.11
2023,75,0,51070,Vincent Norrman,32.94%,56,170,-0.29
2023,76,0,23320,Ryan Palmer,32.91%,52,158,-0.10
2023,77,0,33948,Byeong Hun An,32.86%,69,210,-0.01
2023,78,0,52375,Doug Ghim,32.80%,61,186,-0.38
2023,79,0,48887,Matt Wallace,32.74%,55,168,-0.31
2023,80,0,47504,Sam Burns,32.72%,53,162,-0.21
2023,81,0,39971,Sungjae Im,32.69%,68,208,-0.40
2023,82,0,52453,Nicolai Hojgaard,32.61%,30,92,-0.17
2023,82,0,30926,Chris Kirk,32.61%,60,184,-0.25
2023,84,0,57366,Cameron Young,32.56%,56,172,-0.16
2023,85,0,54421,Garrick Higgo,32.52%,67,206,-0.27
2023,86,0,50493,Justin Suh,32.46%,74,228,-0.16
2023,87,0,34563,Chesson Hadley,32.45%,61,188,-0.26
2023,88,0,46970,Jon Rahm,32.39%,46,142,E
2023,89,0,29289,S.Y. Noh,32.35%,44,136,-0.25
2023,90,0,39067,MJ Daffue,32.04%,66,206,-0.26
2023,91,0,47347,Adam Schenk,31.93%,76,238,-0.14
2023,92,0,47988,Nick Hardy,31.78%,75,236,-0.15
2023,92,0,32791,K.H. Lee,31.78%,68,214,-0.06
2023,94,0,35617,Martin Trainer,31.75%,40,126,-0.13
2023,95,0,52411,Kyle Westmoreland,31.65%,50,158,-0.16
2023,96,0,27095,Nick Watney,31.58%,48,152,-0.13
2023,97,0,32662,Michael Gligic,31.51%,46,146,+0.13
2023,98,0,47993,Denny McCarthy,31.50%,63,200,-0.27
2023,98,0,50095,Austin Smotherman,31.50%,63,200,-0.33
2023,100,0,12716,Charley Hoffman,31.48%,51,162,-0.20
2023,100,0,34431,Robert Streb,31.48%,51,162,-0.24
2023,102,0,58967,Trevor Werbylo,31.33%,52,166,-0.29
2023,103,0,36871,Matt NeSmith,31.31%,62,198,-0.19
2023,104,0,51890,Greyson Sigg,30.95%,65,210,-0.34
2023,104,0,30692,Scott Stallings,30.95%,52,168,E
2023,104,0,55454,Carl Yuan,30.95%,52,168,-0.31
2023,107,0,28775,Nate Lashley,30.84%,66,214,-0.36
2023,108,0,39977,Max Homa,30.81%,53,172,-0.32
2023,108,0,25632,Jimmy Walker,30.81%,53,172,-0.06
2023,110,0,31577,Tano Goya,30.56%,55,180,-0.16
2023,111,0,30163,Henrik Norlander,30.22%,55,182,-0.25
2023,112,0,51634,Sahith Theegala,30.19%,64,212,-0.19
2023,113,0,22405,Justin Rose,30.15%,41,136,-0.37
2023,114,0,39954,Cody Gribble,30.00%,42,140,+0.02
2023,115,0,27349,Alex Noren,29.89%,55,184,-0.35
2023,116,0,28252,Seamus Power,29.88%,49,164,-0.35
2023,117,0,40162,Justin Lower,29.82%,65,218,-0.31
2023,117,0,29221,Webb Simpson,29.82%,34,114,-0.18
2023,119,0,55708,Hayden Buckley,29.76%,50,168,-0.30
2023,119,0,33597,Harry Higgs,29.76%,50,168,-0.12
2023,121,0,30911,Tommy Fleetwood,29.73%,44,148,E
2023,122,0,39997,Corey Conners,29.65%,51,172,-0.14
2023,123,0,39335,Kevin Roy,29.61%,45,152,-0.22
2023,124,0,57975,Harry Hall,29.41%,60,204,-0.42
2023,125,0,34076,Joel Dahmen,29.35%,54,184,-0.06
2023,126,0,59018,Ryan Gerard,29.03%,36,124,-0.36
2023,127,0,52372,Cameron Champ,28.85%,45,156,-0.02
2023,127,0,51349,Nico Echavarria,28.85%,45,156,-0.13
2023,127,0,35532,Tom Hoge,28.85%,60,208,-0.32
2023,127,0,53165,Doc Redman,28.85%,45,156,-0.31
2023,131,0,37455,Si Woo Kim,28.50%,57,200,-0.09
2023,132,0,49298,Kramer Hickok,28.35%,55,194,-0.36
2023,133,0,55182,Tom Kim,28.33%,51,180,-0.27
2023,134,0,52513,Carson Young,28.28%,56,198,-0.36
2023,135,0,32640,Troy Merritt,28.26%,52,184,-0.33
2023,135,0,52374,Brandon Wu,28.26%,65,230,-0.18
2023,137,0,36326,David Lipsky,28.16%,58,206,-0.41
2023,137,0,34610,Matthias Schwab,28.16%,58,206,-0.31
2023,139,0,27963,Chris Stroud,28.07%,32,114,-0.34
2023,140,0,37275,Sam Ryder,27.93%,62,222,-0.34
2023,141,0,24140,Sean O'Hair,27.88%,29,104,-0.21
2023,141,0,46441,Robby Shelton,27.88%,58,208,-0.31
2023,143,0,27936,Martin Laird,27.84%,49,176,-0.18
2023,144,0,47983,Chad Ramey,27.72%,56,202,-0.30
2023,145,0,27214,Kevin Streelman,27.60%,53,192,-0.17
2023,146,0,57362,Austin Eckroat,27.55%,54,196,-0.31
2023,147,0,55789,Taylor Montgomery,27.45%,56,204,-0.13
2023,148,0,33399,Adam Hadwin,27.27%,48,176,-0.19
2023,149,0,36801,Mark Hubbard,27.16%,63,232,-0.30
2023,150,0,51491,Brandon Matthews,27.12%,32,118,-0.03
2023,151,0,33408,Tyson Alexander,26.84%,51,190,-0.20
2023,152,0,24502,Adam Scott,26.47%,36,136,E
2023,153,0,32839,Hideki Matsuyama,26.44%,46,174,-0.17
2023,154,0,25493,Nick Taylor,26.34%,49,186,-0.24
2023,155,0,33413,Ben Martin,26.21%,54,206,-0.17
2023,156,0,46414,Aaron Rai,26.19%,55,210,-0.25
2023,157,0,47079,Harrison Endycott,25.84%,46,178,-0.48
2023,158,0,24925,Jonathan Byrd,25.83%,31,120,-0.10
2023,159,0,51950,Max McGreevy,25.54%,47,184,-0.21
2023,160,0,27974,Sung Kang,25.51%,25,98,-0.12
2023,161,0,34466,Peter Malnati,25.26%,48,190,-0.23
2023,161,0,51997,Andrew Novak,25.26%,48,190,-0.19
2023,163,0,35449,Adam Long,24.78%,56,226,-0.36
2023,164,0,50525,Collin Morikawa,24.69%,40,162,-0.18
2023,165,0,45522,Christiaan Bezuidenhout,24.16%,43,178,-0.23
2023,166,0,31557,Jim Herman,24.03%,37,154,+0.03
2023,167,0,25900,Lucas Glover,23.00%,46,200,-0.37
2023,168,0,40115,Adam Svensson,22.54%,55,244,-0.27
2023,169,0,33410,Andrew Landry,22.50%,36,160,-0.44
2023,170,0,27644,Brian Harman,22.04%,41,186,-0.37
2023,171,0,25818,Scott Piercy,21.72%,43,198,-0.07
2023,172,0,22056,Cameron Percy,21.64%,29,134,-0.10
2023,173,0,28237,Rory McIlroy,21.09%,27,128,+0.11
2023,174,0,26476,Chez Reavie,20.83%,40,192,-0.18
2023,175,0,32139,Danny Willett,20.15%,27,134,-0.22
2023,176,0,24024,Zach Johnson,19.85%,27,136,-0.33
2023,177,0,32816,Satoshi Kodaira,19.84%,25,126,-0.24
2023,178,0,34098,Russell Henley,19.64%,33,168,+0.03
2023,179,0,22371,Aaron Baddeley,19.38%,31,160,-0.06
2023,180,0,26596,Ryan Moore,19.28%,32,166,-0.25
2023,181,0,35901,Paul Haley II,19.02%,35,184,-0.14
2023,182,0,33122,Russell Knox,18.86%,43,228,-0.33
2023,183,0,19803,Ryan Armour,18.48%,34,184,-0.15
2023,184,0,35879,Kelly Kraft,17.78%,32,180,-0.31
2023,185,0,58696,Peter Kuest,17.39%,16,92,E
2023,186,0,29535,Brice Garnett,16.86%,29,172,-0.38
2023,187,0,34256,Andrew Putnam,14.41%,32,222,-0.25
2023,188,0,31202,William McGirt,14.15%,15,106,-0.27
2023,189,0,40058,Zac Blair,12.82%,20,156,-0.70
2023,190,0,46435,Austin Cook,12.35%,21,170,-0.24
2023,191,0,30927,Brendon Todd,9.62%,20,208,-0.05
2023,192,0,34409,David Lingmerth,8.52%,15,176,-0.20
2023,193,0,31560,Brian Stuard,4.79%,7,146,-0.29
2022,1,0,29518,Brendan Steele,43.48,60,138,-0.25
2022,2,0,33141,Keegan Bradley,42.76,65,152,-0.25
2022,3,0,31323,Gary Woodland,40.58,56,138,-0.21
2022,4,0,33204,Shane Lowry,40.52,47,116,-0.28
2022,5,0,47995,Davis Riley,40.43,76,188,-0.14
2022,6,0,46402,Talor Gooch,40.14,57,142,-0.30
2022,7,0,12716,Charley Hoffman,40.0,52,130,-0.25
2022,7,0,32757,Patton Kizzire,40.0,72,180,-0.26
2022,9,0,45540,Jared Wolfe,39.83,47,118,-0.06
2022,10,0,45157,Cam Davis,39.63,65,164,-0.14
2022,11,0,39546,Keith Mitchell,39.53,68,172,-0.16
2022,12,0,27129,Luke List,39.47,60,152,-0.15
2022,13,0,35450,Patrick Cantlay,38.97,53,136,-0.25
2022,14,0,24502,Adam Scott,38.89,56,144,-0.18
2022,15,0,27139,David Skinns,38.64,51,132,-0.24
2022,16,0,34431,Robert Streb,38.61,61,158,-0.26
2022,17,0,37189,Harold Varner III,38.41,53,138,-0.15
2022,18,0,50525,Collin Morikawa,38.39,43,112,-0.09
2022,19,0,39058,Lucas Herbert,37.96,41,108,-0.07
2022,20,0,29725,Tony Finau,37.79,65,172,-0.26
2022,21,0,45486,Joaquin Niemann,37.5,57,152,-0.07
2022,22,0,49964,Aaron Wise,37.21,64,172,-0.13
2022,23,0,35461,Beau Hossler,37.14,52,140,+0.04
2022,24,0,46340,Alex Smalley,37.1,69,186,-0.30
2022,25,0,51634,Sahith Theegala,36.73,83,226,-0.36
2022,26,0,47347,Adam Schenk,36.63,63,172,-0.19
2022,27,0,47856,Seth Reeves,36.57,49,134,-0.02
2022,28,0,32839,Hideki Matsuyama,36.03,49,136,-0.18
2022,29,0,20229,Stewart Cink,35.71,55,154,-0.11
2022,29,0,46442,Maverick McNealy,35.71,60,168,-0.22
2022,29,0,46046,Scottie Scheffler,35.71,60,168,-0.18
2022,32,0,31646,Emiliano Grillo,35.63,57,160,-0.16
2022,33,0,47988,Nick Hardy,35.59,42,118,-0.14
2022,34,0,26851,Marc Leishman,35.42,51,144,+0.02
2022,34,0,47483,Will Zalatoris,35.42,51,144,-0.20
2022,36,0,47529,Mito Pereira,35.39,63,178,-0.10
2022,37,0,39971,Sungjae Im,35.23,62,176,-0.27
2022,38,0,37212,Paul Barjon,35.21,50,142,-0.26
2022,39,0,34363,Tyrrell Hatton,35.16,45,128,-0.09
2022,40,0,49960,Sepp Straka,35.11,66,188,E
2022,41,0,32448,James Hahn,35.07,47,134,-0.11
2022,42,0,50095,Austin Smotherman,35.06,54,154,-0.26
2022,43,0,46717,Viktor Hovland,35.0,49,140,-0.24
2022,44,0,48822,Sebastián Muñoz,34.81,55,158,-0.24
2022,45,0,51894,Vince Whaley,34.71,59,170,-0.17
2022,46,0,28252,Seamus Power,34.62,54,156,-0.30
2022,47,0,49947,Taylor Moore,34.52,58,168,-0.12
2022,48,0,32333,Kevin Tway,34.42,53,154,-0.13
2022,49,0,47504,Sam Burns,34.38,55,160,-0.16
2022,49,0,34264,Hudson Swafford,34.38,44,128,-0.16
2022,51,0,48117,Kurt Kitayama,34.29,48,140,-0.10
2022,52,0,28089,Jason Day,34.21,39,114,-0.23
