YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
2010,0,25720,Chad Collins,55.56,10,18
2010,0,21753,Brian Davis,55.56,10,18
2010,0,1577,Lee Janzen,55.56,10,18
2010,0,23108,Matt Kuchar,55.56,10,18
2010,0,20572,Rod Pampling,55.56,10,18
2010,0,20436,Garrett Willis,55.56,10,18
2010,0,1116,Michael Bradley,50.0,9,18
2010,0,20593,Greg Chalmers,50.0,9,18
2010,0,1766,Billy Mayfair,50.0,9,18
2010,0,24490,George McNeill,50.0,9,18
2010,0,26596,Ryan Moore,50.0,9,18
2010,0,30946,Alex Prugh,50.0,9,18
2010,0,27649,Brandt Snedeker,50.0,9,18
2010,0,32617,Jerod Turner,50.0,9,18
2010,0,8385,Omar Uresti,50.0,9,18
2010,0,10423,Mike Weir,50.0,9,18
2010,0,26392,Chris Wilson,50.0,9,18
2010,0,20070,Matt Bettencourt,44.44,8,18
2010,0,24507,Jason Bohn,44.44,8,18
2010,0,23135,Tim Clark,44.44,8,18
2010,0,27436,Graham DeLaet,44.44,8,18
2010,0,1320,Bob Estes,44.44,8,18
2010,0,8725,Tom Gillis,44.44,8,18
2010,0,24924,Bill Haas,44.44,8,18
2010,0,8537,J.P. Hayes,44.44,8,18
2010,0,21961,Charles Howell III,44.44,8,18
2010,0,21350,Ryuji Imada,44.44,8,18
2010,0,26300,Matt Jones,44.44,8,18
2010,0,25396,Kevin Na,44.44,8,18
2010,0,21949,Joe Ogilvie,44.44,8,18
2010,0,20691,Greg Owen,44.44,8,18
2010,0,22293,Heath Slocum,44.44,8,18
2010,0,23325,Vaughn Taylor,44.44,8,18
2010,0,23788,D.J. Trahan,44.44,8,18
2010,0,24846,Ricky Barnes,38.89,7,18
2010,0,22946,Henrik Bjornstad,38.89,7,18
2010,0,23638,Brendon de Jonge,38.89,7,18
2010,0,25686,Jason Dufner,38.89,7,18
2010,0,6621,Joe Durant,38.89,7,18
2010,0,28500,Martin Flores,38.89,7,18
2010,0,21731,Freddie Jacobson,38.89,7,18
2010,0,27933,John Merrick,38.89,7,18
2010,0,20645,John Senden,38.89,7,18
2010,0,26679,Kevin Stadler,38.89,7,18
2010,0,23307,Roger Tambellini,38.89,7,18
2010,0,27330,Josh Teater,38.89,7,18
2010,0,23623,Bo Van Pelt,38.89,7,18
2010,0,27797,Derek Lamely,33.33,6,18
2010,0,32640,Troy Merritt,33.33,6,18
2010,0,28475,Jeff Overton,33.33,6,18
2010,0,23320,Ryan Palmer,33.33,6,18
2010,0,20663,Brenden Pappas,33.33,6,18
2010,0,29221,Webb Simpson,33.33,6,18
2010,0,27214,Kevin Streelman,33.33,6,18
2010,0,6595,Kevin Sutherland,33.33,6,18
2010,0,6251,Chris DiMarco,27.78,5,18
2010,0,1313,Steve Elkington,27.78,5,18
2010,0,6643,Paul Goydos,27.78,5,18
2010,0,25345,Carl Pettersson,27.78,5,18
2010,0,26882,Michael Sim,27.78,5,18
2010,0,25804,Bubba Watson,27.78,5,18
2010,0,7749,Brett Quigley,22.22,4,18
2010,0,23548,Bill Lunde,16.67,3,18
2010,0,23541,Ben Crane,11.11,2,18
2009,0,1948,Tim Petrovic,72.22,13,18
2009,0,6004,Stephen Ames,66.67,12,18
2009,0,28780,Nicholas Thompson,66.67,12,18
2009,0,20472,Alex Cejka,61.11,11,18
2009,0,6621,Joe Durant,61.11,11,18
2009,0,24924,Bill Haas,61.11,11,18
2009,0,8075,Jerry Kelly,61.11,11,18
2009,0,23108,Matt Kuchar,61.11,11,18
2009,0,21949,Joe Ogilvie,61.11,11,18
2009,0,12652,Cameron Beckman,55.56,10,18
2009,0,23614,Rich Beem,55.56,10,18
2009,0,26695,Michael Letzig,55.56,10,18
2009,0,1707,Steve Lowery,55.56,10,18
2009,0,28158,Steve Marino,55.56,10,18
2009,0,27933,John Merrick,55.56,10,18
2009,0,24361,Pat Perez,55.56,10,18
2009,0,1941,Tom Pernice Jr.,55.56,10,18
2009,0,12602,Dean Wilson,55.56,10,18
2009,0,12510,Chad Campbell,50.0,9,18
2009,0,23541,Ben Crane,50.0,9,18
2009,0,25686,Jason Dufner,50.0,9,18
2009,0,24358,Robert Garrigus,50.0,9,18
2009,0,20574,Mathew Goggin,50.0,9,18
2009,0,26420,Richard Johnson,50.0,9,18
2009,0,27936,Martin Laird,50.0,9,18
2009,0,10860,Justin Leonard,50.0,9,18
2009,0,27060,John Mallinger,50.0,9,18
2009,0,25818,Scott Piercy,50.0,9,18
2009,0,29221,Webb Simpson,50.0,9,18
2009,0,20160,Charlie Wi,50.0,9,18
2009,0,6197,Michael Allen,44.44,8,18
2009,0,7867,Woody Austin,44.44,8,18
2009,0,23135,Tim Clark,44.44,8,18
2009,0,25900,Lucas Glover,44.44,8,18
2009,0,21350,Ryuji Imada,44.44,8,18
2009,0,30711,Colt Knost,44.44,8,18
2009,0,12705,Cliff Kresge,44.44,8,18
2009,0,22293,Heath Slocum,44.44,8,18
2009,0,10423,Mike Weir,44.44,8,18
2009,0,23778,Brad Adamonis,38.89,7,18
2009,0,8931,Glen Day,38.89,7,18
2009,0,23638,Brendon de Jonge,38.89,7,18
2009,0,20104,Ken Duke,38.89,7,18
2009,0,23548,Bill Lunde,38.89,7,18
2009,0,10585,Scott McCarron,38.89,7,18
2009,0,23320,Ryan Palmer,38.89,7,18
2009,0,6527,Steve Stricker,38.89,7,18
2009,0,23325,Vaughn Taylor,38.89,7,18
2009,0,23623,Bo Van Pelt,38.89,7,18
2009,0,20498,Briny Baird,33.33,6,18
2009,0,24507,Jason Bohn,33.33,6,18
2009,0,1226,Fred Couples,33.33,6,18
2009,0,6251,Chris DiMarco,33.33,6,18
2009,0,19846,Brian Gay,33.33,6,18
2009,0,30925,Dustin Johnson,33.33,6,18
2009,0,22961,David Mathis,33.33,6,18
2009,0,27963,Chris Stroud,33.33,6,18
2009,0,2206,David Toms,33.33,6,18
2009,0,27095,Nick Watney,33.33,6,18
2009,0,25804,Bubba Watson,33.33,6,18
2009,0,26497,Casey Wittenberg,33.33,6,18
2009,0,20634,Peter Lonard,27.78,5,18
2009,0,6595,Kevin Sutherland,27.78,5,18
2009,0,23788,D.J. Trahan,27.78,5,18
2009,0,2214,Kirk Triplett,27.78,5,18
2009,0,12716,Charley Hoffman,22.22,4,18
2009,0,24503,Jeff Klauk,22.22,4,18
2009,0,6539,Rick Price,22.22,4,18
2009,0,20645,John Senden,22.22,4,18
2009,0,1320,Bob Estes,16.67,3,18
2009,0,26476,Chez Reavie,11.11,2,18
2008,0,12716,Charley Hoffman,66.67,12,18
2008,0,1945,Kenny Perry,55.56,10,18
2008,0,25190,Jeff Quinney,55.56,10,18
2008,0,25804,Bubba Watson,55.56,10,18
2008,0,20160,Charlie Wi,55.56,10,18
2008,0,6197,Michael Allen,50.0,9,18
2008,0,23614,Rich Beem,50.0,9,18
2008,0,1139,Olin Browne,50.0,9,18
2008,0,21753,Brian Davis,50.0,9,18
2008,0,10585,Scott McCarron,50.0,9,18
2008,0,21949,Joe Ogilvie,50.0,9,18
2008,0,26476,Chez Reavie,50.0,9,18
2008,0,1035,Tommy Armour III,44.44,8,18
2008,0,1142,Bart Bryant,44.44,8,18
2008,0,1226,Fred Couples,44.44,8,18
2008,0,1388,Robert Gamez,44.44,8,18
2008,0,24924,Bill Haas,44.44,8,18
2008,0,26695,Michael Letzig,44.44,8,18
2008,0,20443,Jin Park,44.44,8,18
2008,0,28780,Nicholas Thompson,44.44,8,18
2008,0,10423,Mike Weir,44.44,8,18
2008,0,10885,Robert Allenby,38.89,7,18
2008,0,19803,Ryan Armour,38.89,7,18
2008,0,7867,Woody Austin,38.89,7,18
2008,0,12510,Chad Campbell,38.89,7,18
2008,0,20229,Stewart Cink,38.89,7,18
2008,0,12826,Paul Claxton,38.89,7,18
2008,0,20104,Ken Duke,38.89,7,18
2008,0,6621,Joe Durant,38.89,7,18
2008,0,1313,Steve Elkington,38.89,7,18
2008,0,7457,Steve Flesch,38.89,7,18
2008,0,6643,Paul Goydos,38.89,7,18
2008,0,21350,Ryuji Imada,38.89,7,18
2008,0,26300,Matt Jones,38.89,7,18
2008,0,11032,Frank Lickliter II,38.89,7,18
2008,0,1724,Jeff Maggert,38.89,7,18
2008,0,10649,Tom Scherrer,38.89,7,18
2008,0,23788,D.J. Trahan,38.89,7,18
2008,0,2239,Scott Verplank,38.89,7,18
2008,0,10505,Shane Bertsch,33.33,6,18
2008,0,29718,Anthony Kim,33.33,6,18
2008,0,10860,Justin Leonard,33.33,6,18
2008,0,28158,Steve Marino,33.33,6,18
2008,0,27933,John Merrick,33.33,6,18
2008,0,26596,Ryan Moore,33.33,6,18
2008,0,25396,Kevin Na,33.33,6,18
2008,0,20572,Rod Pampling,33.33,6,18
2008,0,1948,Tim Petrovic,33.33,6,18
2008,0,20645,John Senden,33.33,6,18
2008,0,22293,Heath Slocum,33.33,6,18
2008,0,26679,Kevin Stadler,33.33,6,18
2008,0,27963,Chris Stroud,33.33,6,18
2008,0,6595,Kevin Sutherland,33.33,6,18
2008,0,23325,Vaughn Taylor,33.33,6,18
2008,0,26951,Johnson Wagner,33.33,6,18
2008,0,23778,Brad Adamonis,27.78,5,18
2008,0,23541,Ben Crane,27.78,5,18
2008,0,19846,Brian Gay,27.78,5,18
2008,0,25900,Lucas Glover,27.78,5,18
2008,0,20574,Mathew Goggin,27.78,5,18
2008,0,23353,J.J. Henry,27.78,5,18
2008,0,30925,Dustin Johnson,27.78,5,18
2008,0,27936,Martin Laird,27.78,5,18
2008,0,23797,Brett Rumford,27.78,5,18
2008,0,22582,Kyle Thompson,27.78,5,18
2008,0,23349,Charles Warren,27.78,5,18
2008,0,24227,Justin Bolli,22.22,4,18
2008,0,22892,Jason Gore,22.22,4,18
2008,0,12660,Jesper Parnevik,22.22,4,18
2008,0,22548,Patrick Sheehan,22.22,4,18
2008,0,26289,Boo Weekley,22.22,4,18
2008,0,24663,Y.E. Yang,22.22,4,18
2007,0,24490,George McNeill,72.22,13,18
2007,0,12716,Charley Hoffman,61.11,11,18
2007,0,1035,Tommy Armour III,55.56,10,18
2007,0,6643,Paul Goydos,55.56,10,18
2007,0,26420,Richard Johnson,55.56,10,18
2007,0,6515,Shaun Micheel,55.56,10,18
2007,0,21949,Joe Ogilvie,55.56,10,18
2007,0,19824,Craig Barlow,50.0,9,18
2007,0,21806,Paul Gow,50.0,9,18
2007,0,20433,Mark Hensby,50.0,9,18
2007,0,24912,Will MacKenzie,50.0,9,18
2007,0,25396,Kevin Na,50.0,9,18
2007,0,23349,Charles Warren,50.0,9,18
2007,0,23613,Rich Barcelo,44.44,8,18
2007,0,24925,Jonathan Byrd,44.44,8,18
2007,0,20850,Daniel Chopra,44.44,8,18
2007,0,19846,Brian Gay,44.44,8,18
2007,0,24924,Bill Haas,44.44,8,18
2007,0,10117,Bob Heintz,44.44,8,18
2007,0,21961,Charles Howell III,44.44,8,18
2007,0,1577,Lee Janzen,44.44,8,18
2007,0,29718,Anthony Kim,44.44,8,18
2007,0,24138,Ian Poulter,44.44,8,18
2007,0,21959,Ted Purdy,44.44,8,18
2007,0,22913,John Rollins,44.44,8,18
2007,0,8375,Paul Stankowski,44.44,8,18
2007,0,2223,Bob Tway,44.44,8,18
2007,0,21878,Mark Wilson,44.44,8,18
2007,0,19803,Ryan Armour,38.89,7,18
2007,0,20498,Briny Baird,38.89,7,18
2007,0,25273,Andrew Buckle,38.89,7,18
2007,0,1388,Robert Gamez,38.89,7,18
2007,0,20859,Anders Hansen,38.89,7,18
2007,0,12195,Tom Johnson,38.89,7,18
2007,0,12705,Cliff Kresge,38.89,7,18
2007,0,20634,Peter Lonard,38.89,7,18
2007,0,28158,Steve Marino,38.89,7,18
2007,0,25190,Jeff Quinney,38.89,7,18
2007,0,22405,Justin Rose,38.89,7,18
2007,0,22293,Heath Slocum,38.89,7,18
2007,0,23325,Vaughn Taylor,38.89,7,18
2007,0,26951,Johnson Wagner,38.89,7,18
2007,0,7867,Woody Austin,33.33,6,18
2007,0,20104,Ken Duke,33.33,6,18
2007,0,6621,Joe Durant,33.33,6,18
2007,0,21805,Harrison Frazar,33.33,6,18
2007,0,22892,Jason Gore,33.33,6,18
2007,0,23718,Nathan Green,33.33,6,18
2007,0,23108,Matt Kuchar,33.33,6,18
2007,0,24781,Hunter Mahan,33.33,6,18
2007,0,1928,Corey Pavin,33.33,6,18
2007,0,20645,John Senden,33.33,6,18
2007,0,27649,Brandt Snedeker,33.33,6,18
2007,0,26679,Kevin Stadler,33.33,6,18
2007,0,2239,Scott Verplank,33.33,6,18
2007,0,12602,Dean Wilson,33.33,6,18
2007,0,10885,Robert Allenby,27.78,5,18
2007,0,12652,Cameron Beckman,27.78,5,18
2007,0,7457,Steve Flesch,27.78,5,18
2007,0,25900,Lucas Glover,27.78,5,18
2007,0,1707,Steve Lowery,27.78,5,18
2007,0,6595,Kevin Sutherland,27.78,5,18
2007,0,27095,Nick Watney,27.78,5,18
2007,0,10423,Mike Weir,27.78,5,18
2007,0,8881,Tripp Isenhour,22.22,4,18
2007,0,7547,Craig Kanada,22.22,4,18
2007,0,1945,Kenny Perry,22.22,4,18
2007,0,2246,Duffy Waldorf,22.22,4,18
2007,0,1161,Mark Calcavecchia,16.67,3,18
2007,0,25686,Jason Dufner,16.67,3,18
2007,0,1810,Phil Mickelson,16.67,3,18
2006,0,1024,Billy Andrade,66.67,12,18
2006,0,12660,Jesper Parnevik,66.67,12,18
2006,0,1553,John Huston,61.11,11,18
2006,0,1941,Tom Pernice Jr.,61.11,11,18
2006,0,1139,Olin Browne,55.56,10,18
2006,0,23135,Tim Clark,55.56,10,18
2006,0,9011,David Duval,55.56,10,18
2006,0,21949,Joe Ogilvie,55.56,10,18
2006,0,25240,D.A. Points,55.56,10,18
2006,0,23497,Tag Ridings,55.56,10,18
2006,0,6197,Michael Allen,50.0,9,18
2006,0,6004,Stephen Ames,50.0,9,18
2006,0,12510,Chad Campbell,50.0,9,18
2006,0,6643,Paul Goydos,50.0,9,18
2006,0,21350,Ryuji Imada,50.0,9,18
2006,0,10860,Justin Leonard,50.0,9,18
2006,0,27120,Troy Matteson,50.0,9,18
2006,0,25345,Carl Pettersson,50.0,9,18
2006,0,23621,Rory Sabbatini,50.0,9,18
2006,0,10423,Mike Weir,50.0,9,18
2006,0,10505,Shane Bertsch,44.44,8,18
2006,0,6621,Joe Durant,44.44,8,18
2006,0,1313,Steve Elkington,44.44,8,18
2006,0,20121,Todd Fischer,44.44,8,18
2006,0,24358,Robert Garrigus,44.44,8,18
2006,0,6573,Brandt Jobe,44.44,8,18
2006,0,6515,Shaun Micheel,44.44,8,18
2006,0,23320,Ryan Palmer,44.44,8,18
2006,0,22913,John Rollins,44.44,8,18
2006,0,22548,Patrick Sheehan,44.44,8,18
2006,0,27095,Nick Watney,44.44,8,18
2006,0,21407,Arjun Atwal,38.89,7,18
2006,0,20099,Doug Barron,38.89,7,18
2006,0,21646,David Branshaw,38.89,7,18
2006,0,1219,John Cook,38.89,7,18
2006,0,1320,Bob Estes,38.89,7,18
2006,0,7457,Steve Flesch,38.89,7,18
2006,0,1381,Fred Funk,38.89,7,18
2006,0,1388,Robert Gamez,38.89,7,18
2006,0,12782,Tim Herron,38.89,7,18
2006,0,26420,Richard Johnson,38.89,7,18
2006,0,1766,Billy Mayfair,38.89,7,18
2006,0,2104,Jeff Sluman,38.89,7,18
2006,0,2239,Scott Verplank,38.89,7,18
2006,0,23614,Rich Beem,33.33,6,18
2006,0,1161,Mark Calcavecchia,33.33,6,18
2006,0,20472,Alex Cejka,33.33,6,18
2006,0,1226,Fred Couples,33.33,6,18
2006,0,23541,Ben Crane,33.33,6,18
2006,0,25900,Lucas Glover,33.33,6,18
2006,0,1685,J.L. Lewis,33.33,6,18
2006,0,20631,David McKenzie,33.33,6,18
2006,0,20691,Greg Owen,33.33,6,18
2006,0,22293,Heath Slocum,33.33,6,18
2006,0,19824,Craig Barlow,27.78,5,18
2006,0,21753,Brian Davis,27.78,5,18
2006,0,24924,Bill Haas,27.78,5,18
2006,0,1724,Jeff Maggert,27.78,5,18
2006,0,1810,Phil Mickelson,27.78,5,18
2006,0,22405,Justin Rose,27.78,5,18
2006,0,20645,John Senden,27.78,5,18
2006,0,12602,Dean Wilson,27.78,5,18
2006,0,7867,Woody Austin,22.22,4,18
2006,0,1042,Paul Azinger,22.22,4,18
2006,0,20850,Daniel Chopra,22.22,4,18
2006,0,22621,Ben Curtis,22.22,4,18
2006,0,6575,Dudley Hart,22.22,4,18
2006,0,1599,Steve Jones,22.22,4,18
2006,0,1666,Bernhard Langer,22.22,4,18
2006,0,1928,Corey Pavin,22.22,4,18
2006,0,8123,Jeff Brehaut,16.67,3,18
2006,0,19846,Brian Gay,16.67,3,18
2006,0,8075,Jerry Kelly,16.67,3,18
2006,0,1887,Mark O'Meara,16.67,3,18
2006,0,24361,Pat Perez,16.67,3,18
2006,0,6595,Kevin Sutherland,16.67,3,18
2005,0,21805,Harrison Frazar,72.22,13,18
2005,0,6332,Neal Lancaster,66.67,12,18
2005,0,23540,Jason Allred,61.11,11,18
2005,0,10860,Justin Leonard,61.11,11,18
2005,0,12660,Jesper Parnevik,61.11,11,18
2005,0,20474,Phillip Price,61.11,11,18
2005,0,1024,Billy Andrade,55.56,10,18
2005,0,22371,Aaron Baddeley,55.56,10,18
2005,0,1142,Bart Bryant,55.56,10,18
2005,0,23541,Ben Crane,55.56,10,18
2005,0,20121,Todd Fischer,55.56,10,18
2005,0,1666,Bernhard Langer,55.56,10,18
2005,0,21949,Joe Ogilvie,55.56,10,18
2005,0,22621,Ben Curtis,50.0,9,18
2005,0,21753,Brian Davis,50.0,9,18
2005,0,1381,Fred Funk,50.0,9,18
2005,0,1457,Jay Haas,50.0,9,18
2005,0,12782,Tim Herron,50.0,9,18
2005,0,21350,Ryuji Imada,50.0,9,18
2005,0,11032,Frank Lickliter II,50.0,9,18
2005,0,22046,Geoff Ogilvy,50.0,9,18
2005,0,20645,John Senden,50.0,9,18
2005,0,2101,Joey Sindelar,50.0,9,18
2005,0,20548,Hidemichi Tanaka,50.0,9,18
2005,0,6004,Stephen Ames,44.44,8,18
2005,0,6251,Chris DiMarco,44.44,8,18
2005,0,1388,Robert Gamez,44.44,8,18
2005,0,23353,J.J. Henry,44.44,8,18
2005,0,21731,Freddie Jacobson,44.44,8,18
2005,0,8075,Jerry Kelly,44.44,8,18
2005,0,20634,Peter Lonard,44.44,8,18
2005,0,1706,Davis Love III,44.44,8,18
2005,0,1941,Tom Pernice Jr.,44.44,8,18
2005,0,24138,Ian Poulter,44.44,8,18
2005,0,21959,Ted Purdy,44.44,8,18
2005,0,20127,Chris Riley,44.44,8,18
2005,0,22405,Justin Rose,44.44,8,18
2005,0,22548,Patrick Sheehan,44.44,8,18
2005,0,2104,Jeff Sluman,44.44,8,18
2005,0,2206,David Toms,44.44,8,18
2005,0,2239,Scott Verplank,44.44,8,18
2005,0,20498,Briny Baird,38.89,7,18
2005,0,1161,Mark Calcavecchia,38.89,7,18
2005,0,20229,Stewart Cink,38.89,7,18
2005,0,12645,Brent Geiberger,38.89,7,18
2005,0,1619,Skip Kendall,38.89,7,18
2005,0,1723,Andrew Magee,38.89,7,18
2005,0,1724,Jeff Maggert,38.89,7,18
2005,0,6515,Shaun Micheel,38.89,7,18
2005,0,1948,Tim Petrovic,38.89,7,18
2005,0,2010,Loren Roberts,38.89,7,18
2005,0,2106,Chris Smith,38.89,7,18
2005,0,26679,Kevin Stadler,38.89,7,18
2005,0,6595,Kevin Sutherland,38.89,7,18
2005,0,1035,Tommy Armour III,33.33,6,18
2005,0,23135,Tim Clark,33.33,6,18
2005,0,1249,John Daly,33.33,6,18
2005,0,10809,Jim Furyk,33.33,6,18
2005,0,1766,Billy Mayfair,33.33,6,18
2005,0,2246,Duffy Waldorf,33.33,6,18
2005,0,27095,Nick Watney,33.33,6,18
2005,0,10425,Jay Williamson,33.33,6,18
2005,0,19824,Craig Barlow,27.78,5,18
2005,0,1139,Olin Browne,27.78,5,18
2005,0,1226,Fred Couples,27.78,5,18
2005,0,6575,Dudley Hart,27.78,5,18
2005,0,10733,Kent Jones,27.78,5,18
2005,0,7223,Brian Bateman,22.22,4,18
2005,0,19881,Robert Damron,22.22,4,18
2005,0,6621,Joe Durant,22.22,4,18
2005,0,1313,Steve Elkington,22.22,4,18
2005,0,1810,Phil Mickelson,22.22,4,18
2005,0,24361,Pat Perez,22.22,4,18
2004,0,21731,Freddie Jacobson,66.67,12,18
2004,0,20094,Jonathan Kaye,66.67,12,18
2004,0,2104,Jeff Sluman,66.67,12,18
2004,0,6621,Joe Durant,61.11,11,18
2004,0,1810,Phil Mickelson,61.11,11,18
2004,0,1887,Mark O'Meara,61.11,11,18
2004,0,1042,Paul Azinger,55.56,10,18
2004,0,19881,Robert Damron,55.56,10,18
2004,0,1313,Steve Elkington,55.56,10,18
2004,0,1320,Bob Estes,55.56,10,18
2004,0,20378,Mathias Grönberg,55.56,10,18
2004,0,1666,Bernhard Langer,55.56,10,18
2004,0,1928,Corey Pavin,55.56,10,18
2004,0,20127,Chris Riley,55.56,10,18
2004,0,12602,Dean Wilson,55.56,10,18
2004,0,6197,Michael Allen,50.0,9,18
2004,0,6004,Stephen Ames,50.0,9,18
2004,0,20029,Notah Begay III,50.0,9,18
2004,0,20229,Stewart Cink,50.0,9,18
2004,0,21805,Harrison Frazar,50.0,9,18
2004,0,20157,Retief Goosen,50.0,9,18
2004,0,23353,J.J. Henry,50.0,9,18
2004,0,1553,John Huston,50.0,9,18
2004,0,1577,Lee Janzen,50.0,9,18
2004,0,1619,Skip Kendall,50.0,9,18
2004,0,1797,Rocco Mediate,50.0,9,18
2004,0,20572,Rod Pampling,50.0,9,18
2004,0,20663,Brenden Pappas,50.0,9,18
2004,0,12660,Jesper Parnevik,50.0,9,18
2004,0,22548,Patrick Sheehan,50.0,9,18
2004,0,2239,Scott Verplank,50.0,9,18
2004,0,10423,Mike Weir,50.0,9,18
2004,0,12652,Cameron Beckman,44.44,8,18
2004,0,23541,Ben Crane,44.44,8,18
2004,0,7457,Steve Flesch,44.44,8,18
2004,0,20382,Stephen Leaney,44.44,8,18
2004,0,1707,Steve Lowery,44.44,8,18
2004,0,10585,Scott McCarron,44.44,8,18
2004,0,25396,Kevin Na,44.44,8,18
2004,0,22046,Geoff Ogilvy,44.44,8,18
2004,0,1945,Kenny Perry,44.44,8,18
2004,0,25345,Carl Pettersson,44.44,8,18
2004,0,2010,Loren Roberts,44.44,8,18
2004,0,2246,Duffy Waldorf,44.44,8,18
2004,0,1249,John Daly,38.89,7,18
2004,0,20121,Todd Fischer,38.89,7,18
2004,0,1457,Jay Haas,38.89,7,18
2004,0,24024,Zach Johnson,38.89,7,18
2004,0,10860,Justin Leonard,38.89,7,18
2004,0,1685,J.L. Lewis,38.89,7,18
2004,0,8339,Spike McRoy,38.89,7,18
2004,0,21949,Joe Ogilvie,38.89,7,18
2004,0,1941,Tom Pernice Jr.,38.89,7,18
2004,0,2002,John Riegger,38.89,7,18
2004,0,2214,Kirk Triplett,38.89,7,18
2004,0,10733,Kent Jones,33.33,6,18
2004,0,8075,Jerry Kelly,33.33,6,18
2004,0,6332,Neal Lancaster,33.33,6,18
2004,0,1948,Tim Petrovic,33.33,6,18
2004,0,2245,Grant Waite,33.33,6,18
2004,0,11123,Chris Couch,27.78,5,18
2004,0,1388,Robert Gamez,27.78,5,18
2004,0,26420,Richard Johnson,27.78,5,18
2004,0,1926,Steve Pate,27.78,5,18
2004,0,6595,Kevin Sutherland,27.78,5,18
2004,0,6809,Bob Burns,22.22,4,18
2004,0,1161,Mark Calcavecchia,22.22,4,18
2004,0,12760,Danny Ellis,22.22,4,18
2004,0,1024,Billy Andrade,16.67,3,18
2004,0,12510,Chad Campbell,16.67,3,18
2004,0,20645,John Senden,16.67,3,18
2003,0,1457,Jay Haas,72.22,13,18
2003,0,1042,Paul Azinger,61.11,11,18
2003,0,1378,David Frost,61.11,11,18
2003,0,10860,Justin Leonard,61.11,11,18
2003,0,1724,Jeff Maggert,61.11,11,18
2003,0,1761,Len Mattiace,61.11,11,18
