YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL CLUB HEAD SPEED,TOTAL ATTEMPTS
2023,47,0,31577,Tano Goya,118.43,27119.88,229
2023,48,0,58168,Davis Thompson,118.25,34883.42,295
2023,49,0,37338,Zecheng Dou,118.22,37240.52,315
2023,50,0,46717,Viktor Hovland,118.21,31798.63,269
2023,50,0,55454,Carl Yuan,118.21,31326.81,265
2023,52,0,49947,Taylor Moore,118.18,40537.22,343
2023,53,0,29725,Tony Finau,118.03,38478.26,326
2023,54,0,40006,Erik van Rooyen,117.91,26294.91,223
2023,55,0,35450,Patrick Cantlay,117.86,29347.66,249
2023,56,0,47988,Nick Hardy,117.82,41237.15,350
2023,56,0,27095,Nick Watney,117.82,23328.85,198
2023,58,0,27349,Alex Noren,117.67,31887.26,271
2023,59,0,28252,Seamus Power,117.62,29758.33,253
2023,60,0,45157,Cam Davis,117.53,33259.8,283
2023,61,0,35310,Lanto Griffin,117.49,19503.68,166
2023,62,0,48119,Ben Taylor,117.43,33584.9,286
2023,63,0,30911,Tommy Fleetwood,117.33,30270.78,258
2023,64,0,50188,S.H. Kim,117.32,41062.34,350
2023,65,0,47995,Davis Riley,117.29,35540.12,303
2023,66,0,35617,Martin Trainer,117.22,18051.78,154
2023,67,0,51634,Sahith Theegala,117.2,41604.65,355
2023,68,0,46442,Maverick McNealy,117.02,22819.52,195
2023,69,0,40098,Matt Fitzpatrick,116.97,30528.82,261
2023,70,0,29970,Dylan Frittelli,116.83,26053.46,223
2023,71,0,36799,Stephan Jaeger,116.74,45413.55,389
2023,72,0,34046,Jordan Spieth,116.61,32417.96,278
2023,73,0,54591,Ben Griffin,116.55,39162.14,336
2023,74,0,50493,Justin Suh,116.44,44131.02,379
2023,75,0,32102,Rickie Fowler,116.32,32220.03,277
2023,75,0,33448,Justin Thomas,116.32,30009.67,258
2023,77,0,39997,Corey Conners,116.28,39302.45,338
2023,78,0,29289,S.Y. Noh,116.2,19986.8,172
2023,79,0,39954,Cody Gribble,116.19,20682.54,178
2023,80,0,34099,Harris English,116.15,33800.49,291
2023,80,0,34363,Tyrrell Hatton,116.15,33334.3,287
2023,82,0,48887,Matt Wallace,116.05,27270.94,235
2023,83,0,33597,Harry Higgs,115.95,26203.84,226
2023,84,0,57975,Harry Hall,115.89,31058.45,268
2023,85,0,56630,Akshay Bhatia,115.82,25133.7,217
2023,86,0,33204,Shane Lowry,115.78,25123.84,217
2023,87,0,54628,Lee Hodges,115.66,43486.49,376
2023,88,0,39975,Michael Kim,115.61,32487.18,281
2023,89,0,25632,Jimmy Walker,115.55,35935.43,311
2023,90,0,32366,Kevin Chappell,115.52,18020.68,156
2023,91,0,20229,Stewart Cink,115.46,31867.43,276
2023,91,0,30692,Scott Stallings,115.46,26786.78,232
2023,93,0,12716,Charley Hoffman,115.42,26776.88,232
2023,93,0,33413,Ben Martin,115.42,37164.07,322
2023,95,0,47591,Eric Cole,115.39,53541.79,464
2023,96,0,22405,Justin Rose,115.37,24688.55,214
2023,96,0,34431,Robert Streb,115.37,29305.1,254
2023,98,0,32791,K.H. Lee,115.27,37348.25,324
2023,99,0,46340,Alex Smalley,115.23,39984.65,347
2023,100,0,33141,Keegan Bradley,115.18,30521.69,265
2023,101,0,34610,Matthias Schwab,115.12,36954.06,321
2023,102,0,35506,Mackenzie Hughes,115.11,34534.26,300
2023,103,0,36801,Mark Hubbard,115.06,39927.53,347
2023,104,0,40115,Adam Svensson,115.0,44276.84,385
2023,105,0,33408,Tyson Alexander,114.85,32272.0,281
2023,106,0,35461,Beau Hossler,114.83,39845.2,347
2023,107,0,37275,Sam Ryder,114.7,41408.49,361
2023,108,0,36871,Matt NeSmith,114.6,38505.85,336
2023,109,0,48084,Wesley Bryan,114.59,14437.97,126
2023,110,0,34466,Peter Malnati,114.45,37309.34,326
2023,111,0,32839,Hideki Matsuyama,114.4,35693.12,312
2023,112,0,55708,Hayden Buckley,114.3,28347.47,248
2023,112,0,30163,Henrik Norlander,114.3,27773.94,243
2023,114,0,50525,Collin Morikawa,114.26,27649.78,242
2023,115,0,32757,Patton Kizzire,114.15,37670.94,330
2023,116,0,46414,Aaron Rai,114.14,40061.99,351
2023,117,0,51997,Andrew Novak,114.02,30102.07,264
2023,118,0,53165,Doc Redman,114.0,35225.76,309
2023,119,0,39971,Sungjae Im,113.97,42284.31,371
2023,119,0,23320,Ryan Palmer,113.97,30999.51,272
2023,121,0,32448,James Hahn,113.93,35204.37,309
2023,122,0,35532,Tom Hoge,113.79,39826.48,350
2023,123,0,34563,Chesson Hadley,113.71,33998.11,299
2023,124,0,50095,Austin Smotherman,113.69,35812.82,315
2023,125,0,37455,Si Woo Kim,113.49,46190.12,407
2023,126,0,57362,Austin Eckroat,113.48,32001.23,282
2023,127,0,27936,Martin Laird,113.43,25294.73,223
2023,127,0,40162,Justin Lower,113.43,36749.73,324
2023,129,0,29420,Billy Horschel,113.39,23471.82,207
2023,130,0,54783,Dylan Wu,113.24,34199.03,302
2023,131,0,33399,Adam Hadwin,113.14,36431.21,322
2023,132,0,59018,Ryan Gerard,113.05,18539.6,164
2023,133,0,27214,Kevin Streelman,113.04,37753.77,334
2023,134,0,51349,Nico Echavarria,113.0,27233.53,241
2023,135,0,49766,Hank Lebioda,112.85,17604.64,156
2023,136,0,46441,Robby Shelton,112.83,34638.58,307
2023,137,0,29221,Webb Simpson,112.82,25722.66,228
2023,138,0,25686,Jason Dufner,112.81,31136.65,276
2023,139,0,49771,J.T. Poston,112.79,36204.24,321
2023,140,0,47128,Richy Werenski,112.74,34837.47,309
2023,140,0,52374,Brandon Wu,112.74,34386.22,305
2023,142,0,39324,J.J. Spaun,112.72,40353.93,358
2023,143,0,49960,Sepp Straka,112.68,32790.28,291
2023,144,0,47993,Denny McCarthy,112.67,35716.64,317
2023,145,0,52375,Doug Ghim,112.65,26698.49,237
2023,146,0,31646,Emiliano Grillo,112.62,40429.01,359
2023,147,0,24925,Jonathan Byrd,112.54,13954.55,124
2023,148,0,49298,Kramer Hickok,112.44,34968.89,311
2023,149,0,55182,Tom Kim,112.4,34395.45,306
2023,150,0,22371,Aaron Baddeley,112.2,24907.58,222
2023,151,0,47983,Chad Ramey,112.06,42360.45,378
2023,152,0,25493,Nick Taylor,112.05,34286.97,306
2023,153,0,24140,Sean O'Hair,111.96,12762.94,114
2023,154,0,34076,Joel Dahmen,111.94,31120.62,278
2023,155,0,34256,Andrew Putnam,111.83,42608.27,381
2023,156,0,30926,Chris Kirk,111.82,34662.77,310
2023,157,0,52513,Carson Young,111.76,33192.91,297
2023,158,0,45609,Tyler Duncan,111.75,30954.69,277
2023,159,0,28775,Nate Lashley,111.69,37862.79,339
2023,160,0,27974,Sung Kang,111.68,13624.68,122
2023,161,0,45522,Christiaan Bezuidenhout,111.52,35128.41,315
2023,162,0,32139,Danny Willett,111.49,23078.96,207
2023,163,0,25900,Lucas Glover,111.3,37173.55,334
2023,164,0,29908,C.T. Pan,111.06,20100.99,181
2023,165,0,34098,Russell Henley,110.86,33257.3,300
2023,166,0,40058,Zac Blair,110.72,28345.55,256
2023,167,0,51890,Greyson Sigg,110.55,39685.84,359
2023,168,0,23108,Matt Kuchar,110.46,40319.09,365
2023,169,0,36326,David Lipsky,110.34,38065.69,345
2023,170,0,25818,Scott Piercy,110.25,33185.46,301
2023,171,0,31557,Jim Herman,110.23,27226.93,247
2023,172,0,32640,Troy Merritt,110.09,31376.89,285
2023,173,0,27644,Brian Harman,110.08,35334.4,321
2023,174,0,47079,Harrison Endycott,109.96,29800.26,271
2023,175,0,35449,Adam Long,109.95,40900.36,372
2023,176,0,33122,Russell Knox,109.86,37461.07,341
2023,177,0,22056,Cameron Percy,109.69,22377.48,204
2023,178,0,51950,Max McGreevy,109.57,29693.49,271
2023,179,0,27963,Chris Stroud,109.33,16180.69,148
2023,180,0,33410,Andrew Landry,108.79,27307.14,251
2023,181,0,29535,Brice Garnett,108.55,25616.93,236
2023,182,0,35879,Kelly Kraft,108.38,36848.11,340
2023,183,0,24024,Zach Johnson,108.27,23711.67,219
2023,184,0,46435,Austin Cook,108.07,26261.6,243
2023,185,0,32816,Satoshi Kodaira,107.9,18234.75,169
2023,186,0,26476,Chez Reavie,107.87,38509.01,357
2023,187,0,35901,Paul Haley II,107.58,30015.15,279
2023,188,0,31202,William McGirt,107.41,16756.6,156
2023,189,0,30927,Brendon Todd,107.34,40038.89,373
2023,190,0,26596,Ryan Moore,106.78,30539.63,286
2023,191,0,34409,David Lingmerth,106.38,25211.01,237
2023,192,0,19803,Ryan Armour,105.76,28871.8,273
2023,193,0,31560,Brian Stuard,103.3,21072.75,204
2022,1,0,52372,Cameron Champ,124.89,13113.95,105
2022,2,0,46550,Brandon Hagy,124.58,24417.78,196
2022,3,0,56278,Matthew Wolff,123.98,12522.33,101
2022,4,0,57366,Cameron Young,123.68,24116.87,195
2022,5,0,27129,Luke List,122.97,24840.31,202
2022,6,0,39058,Lucas Herbert,122.94,10818.33,88
2022,7,0,51766,Wyndham Clark,122.88,25313.07,206
2022,8,0,34255,Joseph Bramlett,122.55,20221.2,165
2022,9,0,31323,Gary Woodland,122.13,15510.28,127
2022,10,0,10381,Curtis Thompson,121.63,14839.31,122
2022,10,0,27064,Jhonattan Vegas,121.63,21529.36,177
2022,12,0,48699,Callum Tarren,121.56,15559.16,128
2022,13,0,28237,Rory McIlroy,121.53,15069.89,124
2022,14,0,46601,Trey Mullinax,121.38,27796.34,229
2022,15,0,35617,Martin Trainer,121.18,23873.0,197
2022,16,0,46970,Jon Rahm,120.71,14606.09,121
2022,17,0,36689,Brooks Koepka,120.61,11457.63,95
2022,18,0,47347,Adam Schenk,120.6,22913.07,190
2022,19,0,40250,Taylor Pendrith,120.56,26523.28,220
2022,20,0,24502,Adam Scott,120.43,21918.32,182
2022,21,0,39546,Keith Mitchell,120.19,21393.37,178
2022,22,0,32333,Kevin Tway,120.09,26780.68,223
2022,23,0,47483,Will Zalatoris,119.8,19767.26,165
2022,24,0,48081,Xander Schauffele,119.78,17967.34,150
2022,25,0,48117,Kurt Kitayama,119.69,14123.79,118
2022,26,0,39977,Max Homa,119.67,24891.51,208
2022,27,0,54421,Garrick Higgo,119.41,10149.83,85
2022,28,0,45486,Joaquin Niemann,119.38,19697.49,165
2022,29,0,46046,Scottie Scheffler,119.24,27663.69,232
2022,30,0,27095,Nick Watney,119.18,24671.17,207
2022,31,0,51894,Vince Whaley,119.16,26214.72,220
2022,32,0,45540,Jared Wolfe,119.14,16084.18,135
2022,33,0,29970,Dylan Frittelli,118.96,29739.18,250
2022,34,0,29725,Tony Finau,118.93,26521.97,223
2022,35,0,37212,Paul Barjon,118.91,24020.31,202
2022,36,0,27139,David Skinns,118.73,18996.35,160
2022,37,0,34264,Hudson Swafford,118.51,18369.14,155
2022,38,0,48822,Sebastián Muñoz,118.23,25064.92,212
2022,39,0,47504,Sam Burns,118.21,24586.92,208
2022,40,0,36699,Patrick Rodgers,118.16,27176.97,230
2022,41,0,30911,Tommy Fleetwood,118.14,9569.7,81
2022,42,0,40098,Matt Fitzpatrick,118.13,11813.28,100
2022,43,0,45157,Cam Davis,118.11,23740.47,201
2022,44,0,32366,Kevin Chappell,118.1,17123.99,145
2022,45,0,47856,Seth Reeves,118.08,20428.24,173
2022,46,0,28252,Seamus Power,117.85,18619.64,158
2022,47,0,47529,Mito Pereira,117.83,28985.22,246
2022,48,0,21961,Charles Howell III,117.8,18023.24,153
2022,49,0,26300,Matt Jones,117.75,17897.29,152
2022,50,0,32662,Michael Gligic,117.55,21747.51,185
2022,51,0,46442,Maverick McNealy,117.45,27599.58,235
2022,52,0,46717,Viktor Hovland,117.27,16300.73,139
2022,53,0,30944,Jason Kokrak,117.25,14186.93,121
2022,54,0,49947,Taylor Moore,117.03,30661.37,262
2022,55,0,27349,Alex Noren,117.01,13222.36,113
2022,56,0,46402,Talor Gooch,117.0,17784.1,152
2022,57,0,51634,Sahith Theegala,116.89,34831.87,298
2022,58,0,32102,Rickie Fowler,116.87,17531.24,150
2022,59,0,28089,Jason Day,116.86,17528.83,150
2022,60,0,47995,Davis Riley,116.74,26967.88,231
2022,61,0,40006,Erik van Rooyen,116.66,11782.29,101
2022,62,0,47988,Nick Hardy,116.65,19013.94,163
2022,63,0,33448,Justin Thomas,116.62,20174.6,173
2022,64,0,35310,Lanto Griffin,116.56,20631.36,177
2022,65,0,29518,Brendan Steele,116.52,20623.94,177
2022,65,0,33419,Cameron Tringale,116.52,24236.04,208
2022,67,0,29926,Danny Lee,116.51,12116.69,104
2022,68,0,46340,Alex Smalley,116.4,27354.07,235
2022,69,0,35450,Patrick Cantlay,116.34,14542.17,125
2022,70,0,30692,Scott Stallings,116.21,26727.48,230
2022,71,0,34363,Tyrrell Hatton,116.12,9522.07,82
2022,72,0,46414,Aaron Rai,116.11,27285.77,235
2022,73,0,35461,Beau Hossler,116.08,19153.33,165
2022,74,0,39997,Corey Conners,116.05,21933.98,189
2022,75,0,28114,Dawie van der Walt,115.98,19717.37,170
2022,76,0,24361,Pat Perez,115.94,16115.55,139
2022,77,0,34046,Jordan Spieth,115.91,18546.28,160
2022,78,0,26851,Marc Leishman,115.83,18995.94,164
2022,78,0,23320,Ryan Palmer,115.83,18763.71,162
2022,80,0,36871,Matt NeSmith,115.81,23857.76,206
2022,81,0,29289,S.Y. Noh,115.74,20370.49,176
2022,82,0,53165,Doc Redman,115.64,23474.4,203
2022,83,0,20229,Stewart Cink,115.59,16298.4,141
2022,83,0,32839,Hideki Matsuyama,115.59,19187.67,166
2022,85,0,34431,Robert Streb,115.52,28649.88,248
2022,86,0,49964,Aaron Wise,115.47,22632.49,196
2022,87,0,12716,Charley Hoffman,115.33,23296.39,202
2022,88,0,48084,Wesley Bryan,115.25,10372.9,90
2022,89,0,29974,Branden Grace,115.2,10022.68,87
2022,90,0,33597,Harry Higgs,115.19,26032.71,226
2022,91,0,37189,Harold Varner III,115.11,19798.97,172
2022,92,0,34360,Patrick Reed,115.05,15991.62,139
2022,93,0,39971,Sungjae Im,115.04,26344.56,229
