YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,# BIRDIES,GREENS HIT
2016,0,31323,Gary Woodland,29.18,328,1124
2016,0,37189,Harold Varner III,29.16,319,1094
2016,0,23541,Ben Crane,29.15,253,868
2016,0,35891,Cameron Smith,29.14,227,779
2016,0,23621,Rory Sabbatini,29.12,182,625
2016,0,25274,Steven Bowditch,29.11,202,694
2016,0,24781,Hunter Mahan,29.11,200,687
2016,0,25900,Lucas Glover,29.09,281,966
2016,0,29720,Andres Gonzales,29.09,270,928
2016,0,25572,Graeme McDowell,29.06,202,695
2016,0,34563,Chesson Hadley,29.05,269,926
2016,0,34466,Peter Malnati,29.04,275,947
2016,0,25240,D.A. Points,28.98,173,597
2016,0,27064,Jhonattan Vegas,28.95,337,1164
2016,0,26851,Marc Leishman,28.94,292,1009
2016,0,6567,Vijay Singh,28.94,235,812
2016,0,27963,Chris Stroud,28.94,277,957
2016,0,20766,Padraig Harrington,28.9,176,609
2016,0,29222,Billy Hurley III,28.9,215,744
2016,0,20157,Retief Goosen,28.87,179,620
2016,0,32366,Kevin Chappell,28.83,318,1103
2016,0,34262,Jon Curran,28.81,323,1121
2016,0,35879,Kelly Kraft,28.81,206,715
2016,0,29476,Kyle Reifers,28.8,388,1347
2016,0,27770,Camilo Villegas,28.8,254,882
2016,0,36699,Patrick Rodgers,28.79,304,1056
2016,0,25493,Nick Taylor,28.79,268,931
2016,0,30944,Jason Kokrak,28.78,316,1098
2016,0,23800,Bryce Molder,28.77,246,855
2016,0,25818,Scott Piercy,28.71,290,1010
2016,0,29223,Sam Saunders,28.69,216,753
2016,0,34099,Harris English,28.67,324,1130
2016,0,22892,Jason Gore,28.65,253,883
2016,0,24357,K.J. Choi,28.64,246,859
2016,0,25364,Paul Casey,28.63,270,943
2016,0,12716,Charley Hoffman,28.6,292,1021
2016,0,35451,Scott Pinckney,28.52,300,1052
2016,0,35545,Blayne Barber,28.5,273,958
2016,0,31202,William McGirt,28.5,338,1186
2016,0,27466,Spencer Levin,28.46,339,1191
2016,0,22046,Geoff Ogilvy,28.44,192,675
2016,0,29974,Branden Grace,28.43,205,721
2016,0,28158,Steve Marino,28.38,229,807
2016,0,29518,Brendan Steele,28.38,294,1036
2016,0,32200,Roberto Castro,28.37,341,1202
2016,0,28092,D.H. Lee,28.34,174,614
2016,0,33122,Russell Knox,28.32,316,1116
2016,0,30692,Scott Stallings,28.28,235,831
2016,0,35532,Tom Hoge,28.26,243,860
2016,0,28114,Dawie van der Walt,28.23,236,836
2016,0,26476,Chez Reavie,28.18,295,1047
2016,0,30110,Kyle Stanley,28.16,303,1076
2016,0,27214,Kevin Streelman,28.12,286,1017
2016,0,20645,John Senden,28.08,299,1065
2016,0,26758,David Hearn,28.03,326,1163
2016,0,30926,Chris Kirk,28.02,274,978
2016,0,24494,Erik Compton,28.01,186,664
2016,0,30163,Henrik Norlander,28.01,230,821
2016,0,31560,Brian Stuard,27.96,210,751
2016,0,28132,Tyrone Van Aswegen,27.92,332,1189
2016,0,33204,Shane Lowry,27.88,174,624
2016,0,10213,Dicky Pride,27.85,161,578
2016,0,24490,George McNeill,27.84,164,589
2016,0,32448,James Hahn,27.79,274,986
2016,0,34098,Russell Henley,27.76,259,933
2016,0,26951,Johnson Wagner,27.66,296,1070
2016,0,12510,Chad Campbell,27.59,304,1102
2016,0,45526,Abraham Ancer,27.58,147,533
2016,0,29485,Brett Stegmaier,27.52,281,1021
2016,0,26329,Louis Oosthuizen,27.49,188,684
2016,0,33141,Keegan Bradley,27.46,282,1027
2016,0,20229,Stewart Cink,27.46,212,772
2016,0,33410,Andrew Landry,27.42,156,569
2016,0,30927,Brendon Todd,27.36,168,614
2016,0,25198,Francesco Molinari,27.25,203,745
2016,0,30711,Colt Knost,27.21,274,1007
2016,0,40058,Zac Blair,27.14,289,1065
2016,0,29745,Tyler Aldridge,27.13,252,929
2016,0,31557,Jim Herman,27.06,296,1094
2016,0,24912,Will MacKenzie,26.99,258,956
2016,0,20691,Greg Owen,26.9,273,1015
2016,0,32618,Rhein Gibson,26.89,178,662
2016,0,34431,Robert Streb,26.85,268,998
2016,0,23638,Brendon de Jonge,26.78,256,956
2016,0,29268,Bronson Burgoon,26.65,250,938
2016,0,27942,Rob Oppenheim,26.64,191,717
2016,0,28475,Jeff Overton,26.51,198,747
2016,0,20848,Ángel Cabrera,26.46,186,703
2016,0,34174,John Huh,26.39,266,1008
2016,0,37454,Whee Kim,26.38,243,921
2016,0,32876,Martin Piller,26.14,172,658
2016,0,25720,Chad Collins,25.95,212,817
2016,0,23983,Luke Donald,25.93,244,941
2016,0,8075,Jerry Kelly,25.85,235,909
2016,0,34261,Scott Langley,25.83,187,724
2016,0,2206,David Toms,25.58,187,731
2016,0,20572,Rod Pampling,25.57,147,575
2016,0,37273,Derek Ernst,25.48,173,679
2016,0,33418,Shawn Stefani,25.43,264,1038
2016,0,24461,Thomas Aiken,25.21,209,829
2016,0,24924,Bill Haas,25.1,248,988
2016,0,21878,Mark Wilson,25.0,181,724
2016,0,10809,Jim Furyk,24.29,155,638
2016,0,10885,Robert Allenby,23.29,136,584
2016,0,23353,J.J. Henry,21.88,175,800
2015,0,28089,Jason Day,36.76,336,914
2015,0,34046,Jordan Spieth,35.51,380,1070
2015,0,30925,Dustin Johnson,34.72,300,864
2015,0,27141,J.B. Holmes,34.64,335,967
2015,0,25804,Bubba Watson,34.38,286,832
2015,0,1810,Phil Mickelson,34.33,265,772
2015,0,22405,Justin Rose,34.25,287,838
2015,0,33448,Justin Thomas,33.61,441,1312
2015,0,26300,Matt Jones,33.57,328,977
2015,0,25632,Jimmy Walker,33.43,341,1020
2015,0,29725,Tony Finau,33.26,429,1290
2015,0,34563,Chesson Hadley,32.64,377,1155
2015,0,12716,Charley Hoffman,32.62,365,1119
2015,0,32102,Rickie Fowler,32.54,273,839
2015,0,25892,Steve Wheatcroft,32.43,312,962
2015,0,32839,Hideki Matsuyama,32.41,362,1117
2015,0,34360,Patrick Reed,32.34,369,1141
2015,0,23108,Matt Kuchar,32.2,361,1121
2015,0,29926,Danny Lee,32.16,455,1415
2015,0,25396,Kevin Na,32.12,354,1102
2015,0,33461,Morgan Hoffmann,32.08,298,929
2015,0,29518,Brendan Steele,32.04,331,1033
2015,0,36699,Patrick Rodgers,32.03,204,637
2015,0,26596,Ryan Moore,31.76,290,913
2015,0,35532,Tom Hoge,31.63,297,939
2015,0,34264,Hudson Swafford,31.62,369,1167
2015,0,22371,Aaron Baddeley,31.52,261,828
2015,0,8075,Jerry Kelly,31.45,295,938
2015,0,36689,Brooks Koepka,31.42,317,1009
2015,0,34256,Andrew Putnam,31.4,216,688
2015,0,33141,Keegan Bradley,31.34,319,1018
2015,0,25274,Steven Bowditch,31.31,367,1172
2015,0,34098,Russell Henley,31.29,317,1013
2015,0,30926,Chris Kirk,31.28,264,844
2015,0,33667,Carlos Ortiz,31.25,360,1152
2015,0,32366,Kevin Chappell,31.21,318,1019
2015,0,25834,Daniel Summerhays,31.18,371,1190
2015,0,24361,Pat Perez,31.14,364,1169
2015,0,25345,Carl Pettersson,31.14,374,1201
2015,0,27649,Brandt Snedeker,31.14,345,1108
2015,0,24507,Jason Bohn,31.09,365,1174
2015,0,21209,Sergio Garcia,31.08,211,679
2015,0,24024,Zach Johnson,31.06,333,1072
2015,0,34431,Robert Streb,30.99,423,1365
2015,0,28259,Sangmoon Bae,30.98,343,1107
2015,0,33418,Shawn Stefani,30.98,360,1162
2015,0,27770,Camilo Villegas,30.96,291,940
2015,0,25493,Nick Taylor,30.93,326,1054
2015,0,25818,Scott Piercy,30.9,334,1081
2015,0,22892,Jason Gore,30.89,270,874
2015,0,35539,Luke Guthrie,30.81,289,938
2015,0,30852,Ryo Ishikawa,30.78,322,1046
2015,0,23621,Rory Sabbatini,30.74,304,989
2015,0,29289,S.Y. Noh,30.73,236,768
2015,0,21528,Henrik Stenson,30.73,244,794
2015,0,30927,Brendon Todd,30.71,336,1094
2015,0,29420,Billy Horschel,30.69,360,1173
2015,0,27895,Jonas Blixt,30.66,252,822
2015,0,26329,Louis Oosthuizen,30.66,233,760
2015,0,24140,Sean O'Hair,30.65,304,992
2015,0,24138,Ian Poulter,30.6,231,755
2015,0,27963,Chris Stroud,30.54,303,992
2015,0,23320,Ryan Palmer,30.48,278,912
2015,0,20593,Greg Chalmers,30.47,188,617
2015,0,24494,Erik Compton,30.46,297,975
2015,0,34409,David Lingmerth,30.45,320,1051
2015,0,35545,Blayne Barber,30.43,269,884
2015,0,20396,Lee Westwood,30.42,188,618
2015,0,24846,Ricky Barnes,30.41,257,845
2015,0,30944,Jason Kokrak,30.39,324,1066
2015,0,28679,Fabián Gómez,30.38,288,948
2015,0,33413,Ben Martin,30.33,337,1111
2015,0,29479,Scott Brown,30.24,342,1131
2015,0,27095,Nick Watney,30.18,332,1100
2015,0,23638,Brendon de Jonge,30.17,388,1286
2015,0,26331,Charl Schwartzel,30.16,222,736
2015,0,24490,George McNeill,30.09,334,1110
2015,0,24502,Adam Scott,30.05,177,589
2015,0,25562,Andres Romero,30.04,219,729
2015,0,32150,Michael Thompson,30.04,286,952
2015,0,34099,Harris English,30.0,369,1230
2015,0,32334,Charlie Beljan,29.99,254,847
2015,0,20645,John Senden,29.99,272,907
2015,0,40026,Daniel Berger,29.97,359,1198
2015,0,29720,Andres Gonzales,29.87,308,1031
2015,0,27936,Martin Laird,29.77,273,917
2015,0,26851,Marc Leishman,29.73,242,814
2015,0,34265,Will Wilcox,29.73,209,703
2015,0,30692,Scott Stallings,29.71,208,700
2015,0,30736,Oscar Fraustro,29.69,182,613
2015,0,30711,Colt Knost,29.65,309,1042
2015,0,25364,Paul Casey,29.61,315,1064
2015,0,32448,James Hahn,29.54,330,1117
2015,0,20157,Retief Goosen,29.5,254,861
2015,0,27644,Brian Harman,29.49,317,1075
2015,0,33486,Roger Sloan,29.49,174,590
2015,0,31416,Derek Fathauer,29.43,249,846
2015,0,20848,Ángel Cabrera,29.4,182,619
2015,0,20766,Padraig Harrington,29.38,193,657
2015,0,23800,Bryce Molder,29.33,300,1023
2015,0,37454,Whee Kim,29.31,248,846
2015,0,26289,Boo Weekley,29.27,281,960
2015,0,39977,Max Homa,29.24,245,838
2015,0,29221,Webb Simpson,29.23,278,951
2015,0,24357,K.J. Choi,29.21,208,712
2015,0,27436,Graham DeLaet,29.21,236,808
2015,0,24781,Hunter Mahan,29.21,283,969
2015,0,24358,Robert Garrigus,29.16,221,758
2015,0,26758,David Hearn,29.11,345,1185
2015,0,34261,Scott Langley,29.03,310,1068
2015,0,33419,Cameron Tringale,29.02,323,1113
2015,0,20104,Ken Duke,28.98,297,1025
2015,0,23623,Bo Van Pelt,28.98,275,949
2015,0,20472,Alex Cejka,28.97,314,1084
2015,0,22056,Cameron Percy,28.96,247,853
2015,0,35451,Scott Pinckney,28.96,309,1067
2015,0,29223,Sam Saunders,28.81,274,951
2015,0,29476,Kyle Reifers,28.79,319,1108
2015,0,24925,Jonathan Byrd,28.72,226,787
2015,0,28780,Nicholas Thompson,28.71,304,1059
2015,0,27064,Jhonattan Vegas,28.68,290,1011
2015,0,27933,John Merrick,28.67,258,900
2015,0,28475,Jeff Overton,28.66,311,1085
2015,0,31323,Gary Woodland,28.6,254,888
2015,0,6522,Ernie Els,28.59,189,661
2015,0,29425,Andrew Svoboda,28.57,254,889
2015,0,26476,Chez Reavie,28.53,200,701
2015,0,36801,Mark Hubbard,28.46,263,924
2015,0,34174,John Huh,28.43,334,1175
2015,0,31560,Brian Stuard,28.36,300,1058
2015,0,6567,Vijay Singh,28.34,263,928
2015,0,25686,Jason Dufner,28.32,256,904
2015,0,34358,Jonathan Randolph,28.31,229,809
2015,0,33399,Adam Hadwin,28.3,315,1113
2015,0,27214,Kevin Streelman,28.26,319,1129
2015,0,29478,Kevin Kisner,28.19,349,1238
2015,0,33122,Russell Knox,28.13,344,1223
2015,0,26951,Johnson Wagner,28.0,236,843
2015,0,21753,Brian Davis,27.98,256,915
2015,0,25369,Jamie Donaldson,27.93,150,537
2015,0,30946,Alex Prugh,27.9,281,1007
2015,0,10809,Jim Furyk,27.86,224,804
2015,0,25191,Gonzalo Fernandez-Castaño,27.83,246,884
2015,0,20771,Steven Alker,27.79,199,716
2015,0,20229,Stewart Cink,27.79,281,1011
2015,0,40058,Zac Blair,27.76,340,1225
2015,0,25900,Lucas Glover,27.73,277,999
2015,0,28307,Matt Every,27.71,202,729
2015,0,25720,Chad Collins,27.61,259,938
2015,0,32640,Troy Merritt,27.61,286,1036
2015,0,22293,Heath Slocum,27.55,165,599
2015,0,21878,Mark Wilson,27.48,285,1037
2015,0,22046,Geoff Ogilvy,27.4,157,573
2015,0,31202,William McGirt,27.37,343,1253
2015,0,23048,Eric Axley,27.36,165,603
2015,0,34262,Jon Curran,27.33,258,944
2015,0,12510,Chad Campbell,27.32,327,1197
2015,0,25240,D.A. Points,27.1,219,808
2015,0,28132,Tyrone Van Aswegen,27.01,175,648
2015,0,23541,Ben Crane,26.97,178,660
2015,0,37273,Derek Ernst,26.97,229,849
2015,0,21961,Charles Howell III,26.97,349,1294
2015,0,28500,Martin Flores,26.91,300,1115
2015,0,24924,Bill Haas,26.79,285,1064
2015,0,29535,Brice Garnett,26.78,260,971
2015,0,31557,Jim Herman,26.68,309,1158
2015,0,2206,David Toms,26.6,179,673
2015,0,28023,Byron Smith,26.47,180,680
2015,0,10860,Justin Leonard,26.46,181,684
2015,0,28486,Michael Putnam,26.31,282,1072
2015,0,23983,Luke Donald,26.16,219,837
2015,0,32200,Roberto Castro,26.14,155,593
2015,0,27466,Spencer Levin,26.05,310,1190
2015,0,35541,John Peterson,25.97,267,1028
2015,0,25349,Tim Wilkinson,25.91,206,795
2015,0,20691,Greg Owen,25.59,185,723
2015,0,29222,Billy Hurley III,25.3,234,925
2015,0,1706,Davis Love III,24.88,154,619
2015,0,23548,Bill Lunde,24.87,141,567
2015,0,25198,Francesco Molinari,24.85,168,676
2015,0,10885,Robert Allenby,24.58,174,708
2015,0,34130,Sung Joon Park,24.44,219,896
2015,0,23353,J.J. Henry,24.09,272,1129
2015,0,31193,Jim Renner,22.58,175,775
2014,0,28237,Rory McIlroy,36.84,294,798
2014,0,34046,Jordan Spieth,34.24,377,1101
2014,0,24502,Adam Scott,33.89,285,841
2014,0,26331,Charl Schwartzel,33.76,239,708
2014,0,25632,Jimmy Walker,33.5,391,1167
2014,0,30925,Dustin Johnson,33.0,229,694
2014,0,30852,Ryo Ishikawa,32.72,286,874
2014,0,23320,Ryan Palmer,32.71,332,1015
2014,0,36689,Brooks Koepka,32.67,214,655
2014,0,27141,J.B. Holmes,32.56,307,943
2014,0,32102,Rickie Fowler,32.52,321,987
2014,0,20396,Lee Westwood,32.45,208,641
2014,0,25804,Bubba Watson,32.4,289,892
2014,0,32839,Hideki Matsuyama,32.14,296,921
2014,0,24138,Ian Poulter,32.11,202,629
2014,0,28259,Sangmoon Bae,32.09,276,860
2014,0,22371,Aaron Baddeley,32.0,248,775
2014,0,33461,Morgan Hoffmann,31.84,355,1115
2014,0,12716,Charley Hoffman,31.67,355,1121
2014,0,24358,Robert Garrigus,31.62,295,933
2014,0,21528,Henrik Stenson,31.49,211,670
2014,0,27963,Chris Stroud,31.49,325,1032
2014,0,35732,Wes Roach,31.46,229,728
2014,0,30944,Jason Kokrak,31.41,239,761
2014,0,35539,Luke Guthrie,31.4,304,968
2014,0,35300,Andrew Loupe,31.36,217,692
2014,0,1810,Phil Mickelson,31.29,261,834
2014,0,27214,Kevin Streelman,31.26,277,886
2014,0,25364,Paul Casey,31.12,206,662
2014,0,30926,Chris Kirk,31.06,369,1188
2014,0,34563,Chesson Hadley,31.02,295,951
2014,0,27408,Martin Kaymer,31.0,230,742
2014,0,22405,Justin Rose,30.96,252,814
2014,0,33141,Keegan Bradley,30.93,326,1054
2014,0,29221,Webb Simpson,30.93,305,986
2014,0,28307,Matt Every,30.92,299,967
2014,0,34098,Russell Henley,30.82,315,1022
2014,0,25562,Andres Romero,30.82,258,837
2014,0,25396,Kevin Na,30.77,336,1092
2014,0,29926,Danny Lee,30.74,285,927
2014,0,32366,Kevin Chappell,30.64,357,1165
2014,0,31560,Brian Stuard,30.63,306,999
2014,0,30750,Tommy Gainey,30.6,243,794
2014,0,23108,Matt Kuchar,30.57,324,1060
2014,0,26596,Ryan Moore,30.53,312,1022
2014,0,27770,Camilo Villegas,30.48,349,1145
2014,0,34099,Harris English,30.29,342,1129
2014,0,32150,Michael Thompson,30.29,265,875
2014,0,34431,Robert Streb,30.26,253,836
2014,0,34360,Patrick Reed,30.25,311,1028
2014,0,24490,George McNeill,30.24,284,939
2014,0,8075,Jerry Kelly,30.19,285,944
2014,0,21731,Freddie Jacobson,30.18,309,1024
2014,0,29518,Brendan Steele,30.15,306,1015
2014,0,27649,Brandt Snedeker,30.13,298,989
2014,0,27895,Jonas Blixt,30.1,205,681
2014,0,20098,Stuart Appleby,30.09,306,1017
2014,0,20848,Ángel Cabrera,30.06,242,805
2014,0,28089,Jason Day,30.02,166,553
2014,0,24912,Will MacKenzie,30.01,289,963
2014,0,25274,Steven Bowditch,29.99,317,1057
2014,0,26851,Marc Leishman,29.99,281,937
2014,0,21209,Sergio Garcia,29.97,214,714
2014,0,26300,Matt Jones,29.96,281,938
2014,0,29479,Scott Brown,29.93,349,1166
2014,0,20593,Greg Chalmers,29.93,261,872
2014,0,32334,Charlie Beljan,29.89,252,843
2014,0,23621,Rory Sabbatini,29.88,274,917
2014,0,30927,Brendon Todd,29.87,371,1242
2014,0,23409,James Driscoll,29.81,231,775
2014,0,24357,K.J. Choi,29.79,266,893
2014,0,25686,Jason Dufner,29.75,191,642
2014,0,25572,Graeme McDowell,29.69,217,731
2014,0,31323,Gary Woodland,29.57,325,1099
2014,0,27644,Brian Harman,29.56,379,1282
2014,0,24846,Ricky Barnes,29.45,303,1029
2014,0,24494,Erik Compton,29.45,293,995
2014,0,25191,Gonzalo Fernandez-Castaño,29.35,263,896
2014,0,28475,Jeff Overton,29.35,263,896
2014,0,35139,Richard Lee,29.25,246,841
2014,0,6522,Ernie Els,29.24,255,872
2014,0,29461,Jamie Lovemark,29.24,205,701
2014,0,21961,Charles Howell III,29.23,375,1283
2014,0,31202,William McGirt,29.23,325,1112
2014,0,21753,Brian Davis,29.2,299,1024
2014,0,23983,Luke Donald,29.18,185,634
2014,0,29478,Kevin Kisner,29.16,291,998
2014,0,24024,Zach Johnson,29.15,339,1163
2014,0,29740,Brad Fritsch,29.06,163,561
2014,0,32640,Troy Merritt,29.01,210,724
2014,0,34261,Scott Langley,28.98,311,1073
2014,0,27436,Graham DeLaet,28.91,290,1003
2014,0,28132,Tyrone Van Aswegen,28.86,260,901
2014,0,27095,Nick Watney,28.85,262,908
2014,0,33413,Ben Martin,28.78,272,945
2014,0,27936,Martin Laird,28.69,212,739
2014,0,25834,Daniel Summerhays,28.68,337,1175
2014,0,7867,Woody Austin,28.64,185,646
2014,0,24924,Bill Haas,28.55,370,1296
2014,0,29289,S.Y. Noh,28.55,316,1107
2014,0,26679,Kevin Stadler,28.45,313,1100
2014,0,29420,Billy Horschel,28.41,323,1137
2014,0,25345,Carl Pettersson,28.41,310,1091
2014,0,34409,David Lingmerth,28.39,245,863
2014,0,24781,Hunter Mahan,28.36,289,1019
2014,0,26329,Louis Oosthuizen,28.36,156,550
2014,0,24361,Pat Perez,28.32,275,971
2014,0,23135,Tim Clark,28.29,245,866
2014,0,10860,Justin Leonard,28.24,220,779
2014,0,1706,Davis Love III,28.14,235,835
2014,0,22046,Geoff Ogilvy,28.05,260,927
2014,0,23800,Bryce Molder,28.04,235,838
2014,0,24507,Jason Bohn,27.95,263,941
2014,0,2206,David Toms,27.94,214,766
2014,0,24925,Jonathan Byrd,27.92,234,838
2014,0,20157,Retief Goosen,27.86,287,1030
2014,0,20229,Stewart Cink,27.79,301,1083
2014,0,29535,Brice Garnett,27.79,286,1029
2014,0,25349,Tim Wilkinson,27.75,252,908
2014,0,10423,Mike Weir,27.72,186,671
2014,0,27120,Troy Matteson,27.67,179,647
2014,0,26758,David Hearn,27.66,320,1157
2014,0,27064,Jhonattan Vegas,27.65,258,933
2014,0,25720,Chad Collins,27.64,220,796
2014,0,20645,John Senden,27.63,333,1205
2014,0,22621,Ben Curtis,27.62,227,822
2014,0,28500,Martin Flores,27.59,280,1015
2014,0,19846,Brian Gay,27.59,232,841
2014,0,23623,Bo Van Pelt,27.57,282,1023
2014,0,23541,Ben Crane,27.52,254,923
2014,0,33418,Shawn Stefani,27.49,196,713
2014,0,28486,Michael Putnam,27.48,338,1230
2014,0,23638,Brendon de Jonge,27.4,346,1263
2014,0,24140,Sean O'Hair,27.28,239,876
2014,0,29425,Andrew Svoboda,27.18,256,942
2014,0,24663,Y.E. Yang,27.17,235,865
2014,0,33122,Russell Knox,27.11,305,1125
2014,0,20160,Charlie Wi,27.09,207,764
2014,0,31193,Jim Renner,27.07,180,665
2014,0,33419,Cameron Tringale,27.03,359,1328
2014,0,30692,Scott Stallings,27.0,233,863
2014,0,25900,Lucas Glover,26.76,213,796
2014,0,34021,Bud Cauley,26.7,181,678
2014,0,32448,James Hahn,26.69,245,918
2014,0,27466,Spencer Levin,26.69,182,682
2014,0,20104,Ken Duke,26.65,251,942
2014,0,10809,Jim Furyk,26.65,263,987
2014,0,34174,John Huh,26.61,256,962
2014,0,27933,John Merrick,26.6,270,1015
2014,0,26956,Bronson La'Cassie,26.59,138,519
2014,0,27330,Josh Teater,26.5,273,1030
2014,0,32200,Roberto Castro,26.47,212,801
2014,0,20498,Briny Baird,26.44,151,571
2014,0,6567,Vijay Singh,26.41,258,977
2014,0,30110,Kyle Stanley,26.41,263,996
2014,0,25444,Justin Hicks,26.36,335,1271
2014,0,25240,D.A. Points,26.21,216,824
2014,0,34264,Hudson Swafford,26.17,230,879
2014,0,34265,Will Wilcox,26.15,154,589
2014,0,22293,Heath Slocum,26.08,218,836
2014,0,29222,Billy Hurley III,26.06,265,1017
2014,0,37273,Derek Ernst,26.01,225,865
2014,0,10885,Robert Allenby,25.89,255,985
2014,0,31557,Jim Herman,25.76,178,691
2014,0,28780,Nicholas Thompson,25.54,248,971
2014,0,32333,Kevin Tway,25.36,176,694
2014,0,35541,John Peterson,25.28,179,708
2014,0,22378,Trevor Immelman,24.89,233,936
2014,0,1724,Jeff Maggert,24.88,159,639
2014,0,27556,Ted Potter Jr.,24.75,197,796
2014,0,26951,Johnson Wagner,24.23,181,747
2014,0,22913,John Rollins,24.22,226,933
2014,0,28092,D.H. Lee,23.98,129,538
2014,0,12510,Chad Campbell,23.91,165,690
2014,0,26289,Boo Weekley,23.61,208,881
2014,0,23353,J.J. Henry,23.44,255,1088
2014,0,21878,Mark Wilson,23.27,172,739
2013,0,1810,Phil Mickelson,34.97,327,935
2013,0,8793,Tiger Woods,33.33,243,729
2013,0,26331,Charl Schwartzel,33.17,267,805
2013,0,28237,Rory McIlroy,33.13,214,646
2013,0,22371,Aaron Baddeley,32.99,226,685
2013,0,28259,Sangmoon Bae,32.84,312,950
2013,0,27649,Brandt Snedeker,32.8,306,933
2013,0,12716,Charley Hoffman,32.59,321,985
2013,0,23320,Ryan Palmer,32.55,306,940
2013,0,23621,Rory Sabbatini,32.5,324,997
2013,0,20160,Charlie Wi,32.43,250,771
2013,0,30926,Chris Kirk,32.35,340,1051
2013,0,25562,Andres Romero,32.26,210,651
2013,0,23325,Vaughn Taylor,32.13,169,526
2013,0,33461,Morgan Hoffmann,32.12,239,744
2013,0,28307,Matt Every,32.06,335,1045
2013,0,34046,Jordan Spieth,32.01,314,981
2013,0,34099,Harris English,31.94,360,1127
2013,0,25274,Steven Bowditch,31.86,231,725
2013,0,29420,Billy Horschel,31.85,371,1165
2013,0,6527,Steve Stricker,31.77,190,598
2013,0,25632,Jimmy Walker,31.39,313,997
2013,0,30925,Dustin Johnson,31.35,263,839
2013,0,20593,Greg Chalmers,31.3,252,805
2013,0,21753,Brian Davis,31.26,317,1014
2013,0,23800,Bryce Molder,31.26,286,915
2013,0,34098,Russell Henley,31.11,280,900
2013,0,26758,David Hearn,31.05,318,1024
2013,0,34360,Patrick Reed,31.05,295,950
2013,0,25818,Scott Piercy,31.03,260,838
2013,0,24358,Robert Garrigus,31.0,239,771
2013,0,10423,Mike Weir,30.98,184,594
2013,0,34409,David Lingmerth,30.92,239,773
2013,0,24507,Jason Bohn,30.91,251,812
2013,0,25834,Daniel Summerhays,30.9,296,958
2013,0,23983,Luke Donald,30.76,199,647
2013,0,23409,James Driscoll,30.75,254,826
2013,0,31323,Gary Woodland,30.74,332,1080
2013,0,33141,Keegan Bradley,30.7,319,1039
2013,0,28089,Jason Day,30.65,286,933
2013,0,23108,Matt Kuchar,30.65,316,1031
2013,0,29221,Webb Simpson,30.58,322,1053
2013,0,32102,Rickie Fowler,30.5,258,846
2013,0,26679,Kevin Stadler,30.49,297,974
2013,0,25804,Bubba Watson,30.41,277,911
2013,0,32448,James Hahn,30.34,260,857
2013,0,21961,Charles Howell III,30.32,309,1019
2013,0,22405,Justin Rose,30.28,225,743
2013,0,22792,Peter Hanson,30.23,143,473
2013,0,27770,Camilo Villegas,30.21,271,897
2013,0,28475,Jeff Overton,30.19,275,911
2013,0,10860,Justin Leonard,30.15,294,975
2013,0,26300,Matt Jones,30.08,296,984
2013,0,19846,Brian Gay,30.06,242,805
2013,0,30944,Jason Kokrak,30.02,275,916
2013,0,29740,Brad Fritsch,30.0,276,920
2013,0,35539,Luke Guthrie,29.88,280,937
2013,0,30692,Scott Stallings,29.88,274,917
2013,0,28679,Fabián Gómez,29.81,223,748
2013,0,25240,D.A. Points,29.77,292,981
2013,0,6004,Stephen Ames,29.74,160,538
2013,0,21209,Sergio Garcia,29.62,226,763
2013,0,21731,Freddie Jacobson,29.58,197,666
2013,0,27129,Luke List,29.52,201,681
2013,0,27963,Chris Stroud,29.5,300,1017
2013,0,24361,Pat Perez,29.37,247,841
2013,0,28500,Martin Flores,29.35,287,978
2013,0,21528,Henrik Stenson,29.35,243,828
2013,0,27436,Graham DeLaet,29.34,350,1193
2013,0,22806,Doug LaBelle II,29.33,237,808
2013,0,30750,Tommy Gainey,29.32,270,921
2013,0,32200,Roberto Castro,29.28,344,1175
2013,0,26596,Ryan Moore,29.23,240,821
2013,0,27330,Josh Teater,29.23,287,982
2013,0,24502,Adam Scott,29.21,217,743
2013,0,28135,Aaron Watkins,29.21,144,493
2013,0,24781,Hunter Mahan,29.07,300,1032
2013,0,32366,Kevin Chappell,28.84,274,950
2013,0,29289,S.Y. Noh,28.77,223,775
2013,0,28092,D.H. Lee,28.74,221,769
2013,0,28780,Nicholas Thompson,28.69,346,1206
2013,0,25345,Carl Pettersson,28.67,256,893
2013,0,25686,Jason Dufner,28.62,267,933
2013,0,22913,John Rollins,28.54,252,883
2013,0,27095,Nick Watney,28.5,301,1056
2013,0,6522,Ernie Els,28.4,194,683
2013,0,27214,Kevin Streelman,28.36,291,1026
2013,0,23638,Brendon de Jonge,28.33,385,1359
2013,0,33418,Shawn Stefani,28.33,204,720
2013,0,20229,Stewart Cink,28.32,245,865
2013,0,29518,Brendan Steele,28.29,275,972
2013,0,20848,Ángel Cabrera,28.25,241,853
2013,0,23623,Bo Van Pelt,28.24,233,825
2013,0,20396,Lee Westwood,28.22,228,808
2013,0,34021,Bud Cauley,28.19,203,720
2013,0,31202,William McGirt,28.15,248,881
2013,0,27644,Brian Harman,28.14,269,956
2013,0,2206,David Toms,28.14,141,501
2013,0,24494,Erik Compton,28.09,243,865
2013,0,27556,Ted Potter Jr.,28.05,198,706
2013,0,31557,Jim Herman,28.02,188,671
