YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,# OF 1 PUTTS,# OF HOLES
2024,0,46717,Viktor Hovland,41.03%,421,1026
2024,0,33448,Justin Thomas,40.96%,494,1206
2024,0,36799,Stephan Jaeger,40.86%,581,1422
2024,0,35461,Beau Hossler,40.72%,623,1530
2024,0,55182,Tom Kim,40.72%,579,1422
2024,0,47995,Davis Riley,40.72%,535,1314
2024,0,33399,Adam Hadwin,40.65%,578,1422
2024,0,52666,Sami Valimaki,40.65%,439,1080
2024,0,32102,Rickie Fowler,40.62%,563,1386
2024,0,52514,Trace Crowe,40.60%,497,1224
2024,0,33408,Tyson Alexander,40.59%,548,1350
2024,0,54783,Dylan Wu,40.56%,584,1440
2024,0,45157,Cam Davis,40.48%,561,1386
2024,0,51634,Sahith Theegala,40.38%,676,1674
2024,0,34046,Jordan Spieth,40.32%,508,1260
2024,0,48153,Matthieu Pavon,40.30%,457,1134
2024,0,12716,Charley Hoffman,40.24%,507,1260
2024,0,34374,Erik Barnes,40.23%,391,972
2024,0,46441,Robby Shelton,40.20%,550,1368
2024,0,54591,Ben Griffin,40.13%,809,2016
2024,0,35617,Martin Trainer,40.11%,361,900
2024,0,47347,Adam Schenk,40.10%,664,1656
2024,0,48084,Wesley Bryan,40.00%,360,900
2024,0,30926,Chris Kirk,39.97%,554,1386
2024,0,25493,Nick Taylor,39.96%,597,1494
2024,0,58168,Davis Thompson,39.94%,647,1620
2024,0,47420,Jake Knapp,39.93%,539,1350
2024,0,28252,Seamus Power,39.93%,690,1728
2024,0,55454,Carl Yuan,39.93%,460,1152
2024,0,49947,Taylor Moore,39.84%,710,1782
2024,0,33968,Thorbjørn Olesen,39.81%,344,864
2024,0,47983,Chad Ramey,39.76%,594,1494
2024,0,57362,Austin Eckroat,39.75%,644,1620
2024,0,30911,Tommy Fleetwood,39.75%,508,1278
2024,0,27649,Brandt Snedeker,39.75%,415,1044
2024,0,32367,Jorge Campillo,39.74%,372,936
2024,0,32791,K.H. Lee,39.74%,558,1404
2024,0,24024,Zach Johnson,39.70%,343,864
2024,0,27349,Alex Noren,39.61%,492,1242
2024,0,50484,Hayden Springer,39.58%,513,1296
2024,0,29936,Ryan Fox,39.46%,554,1404
2024,0,23108,Matt Kuchar,39.42%,518,1314
2024,0,40162,Justin Lower,39.40%,688,1746
2024,0,40006,Erik van Rooyen,39.38%,560,1422
2024,0,34256,Andrew Putnam,39.31%,559,1422
2024,0,33204,Shane Lowry,39.29%,495,1260
2024,0,51349,Nico Echavarria,39.27%,622,1584
2024,0,49960,Sepp Straka,39.25%,544,1386
2024,0,31646,Emiliano Grillo,39.15%,599,1530
2024,0,40058,Zac Blair,39.09%,577,1476
2024,0,59442,Parker Coody,39.09%,387,990
2024,0,36801,Mark Hubbard,39.06%,696,1782
2024,0,32640,Troy Merritt,39.04%,520,1332
2024,0,51997,Andrew Novak,38.96%,582,1494
2024,0,34587,Chan Kim,38.89%,560,1440
2024,0,46113,Ryan McCormick,38.89%,427,1098
2024,0,38991,Alejandro Tosti,38.89%,483,1242
2024,0,25900,Lucas Glover,38.83%,650,1674
2024,0,39975,Michael Kim,38.82%,566,1458
2024,0,33141,Keegan Bradley,38.75%,551,1422
2024,0,39327,Ben Silverman,38.75%,544,1404
2024,0,36699,Patrick Rodgers,38.72%,697,1800
2024,0,52374,Brandon Wu,38.68%,564,1458
2024,0,27936,Martin Laird,38.66%,501,1296
2024,0,59095,Chris Gotterup,38.58%,493,1278
2024,0,48867,Matti Schmid,38.53%,541,1404
2024,0,32070,Rafael Campos,38.52%,416,1080
2024,0,56149,Wilson Furr,38.50%,395,1026
2024,0,55893,Sam Stevens,38.49%,679,1764
2024,0,30163,Henrik Norlander,38.38%,456,1188
2024,0,48887,Matt Wallace,38.37%,442,1152
2024,0,23320,Ryan Palmer,38.36%,290,756
2024,0,55708,Hayden Buckley,38.34%,490,1278
2024,0,59836,Pierceson Coody,38.32%,538,1404
2024,0,52513,Carson Young,38.24%,592,1548
2024,0,50493,Justin Suh,38.21%,509,1332
2024,0,39546,Keith Mitchell,38.20%,557,1458
2024,0,29478,Kevin Kisner,38.17%,371,972
2024,0,32757,Patton Kizzire,38.17%,426,1116
2024,0,48117,Kurt Kitayama,38.12%,542,1422
2024,0,46414,Aaron Rai,38.11%,590,1548
2024,0,51696,Rico Hoey,38.10%,576,1512
2024,0,40115,Adam Svensson,38.06%,733,1926
2024,0,29725,Tony Finau,37.97%,540,1422
2024,0,59143,Mac Meissner,37.89%,491,1296
2024,0,32333,Kevin Tway,37.87%,409,1080
2024,0,29908,C.T. Pan,37.85%,402,1062
2024,0,27064,Jhonattan Vegas,37.81%,490,1296
2024,0,26596,Ryan Moore,37.65%,488,1296
2024,0,34563,Chesson Hadley,37.63%,447,1188
2024,0,29535,Brice Garnett,37.62%,325,864
2024,0,54421,Garrick Higgo,37.55%,534,1422
2024,0,60067,Joe Highsmith,37.54%,473,1260
2024,0,27129,Luke List,37.52%,520,1386
2024,0,60767,Blaine Hale Jr.,37.50%,351,936
2024,0,31323,Gary Woodland,37.43%,539,1440
2024,0,39997,Corey Conners,37.42%,586,1566
2024,0,28775,Nate Lashley,37.31%,497,1332
2024,0,51287,Ryo Hisatsune,37.30%,564,1512
2024,0,39324,J.J. Spaun,37.29%,537,1440
2024,0,47483,Will Zalatoris,37.29%,443,1188
2024,0,48119,Ben Taylor,37.28%,416,1116
2024,0,50497,Adrien Dumont de Chassart,37.24%,496,1332
2024,0,52453,Nicolai Højgaard,37.23%,382,1026
2024,0,37212,Paul Barjon,37.21%,355,954
2024,0,54628,Lee Hodges,37.12%,608,1638
2024,0,37378,Min Woo Lee,37.12%,441,1188
2024,0,32366,Kevin Chappell,37.10%,374,1008
2024,0,36326,David Lipsky,37.04%,460,1242
2024,0,47679,Victor Perez,36.96%,479,1296
2024,0,27214,Kevin Streelman,36.96%,459,1242
2024,0,34021,Bud Cauley,36.93%,359,972
2024,0,27330,Josh Teater,36.86%,345,936
2024,0,26476,Chez Reavie,36.85%,451,1224
2024,0,48319,Tom Whitney,36.52%,447,1224
2024,0,34255,Joseph Bramlett,36.51%,552,1512
2024,0,36884,Ben Kohles,36.47%,558,1530
2024,0,46340,Alex Smalley,36.41%,485,1332
2024,0,34076,Joel Dahmen,36.33%,582,1602
2024,0,27139,David Skinns,36.11%,533,1476
2024,0,52372,Cameron Champ,35.77%,367,1026
2024,0,45242,Kevin Yu,35.77%,470,1314
2024,0,48699,Callum Tarren,35.63%,449,1260
2024,0,47988,Nick Hardy,35.57%,557,1566
2024,0,40026,Daniel Berger,35.45%,485,1368
2024,0,52375,Doug Ghim,35.41%,580,1638
2024,0,47663,Kevin Dougherty,35.39%,395,1116
2024,0,51890,Greyson Sigg,35.38%,484,1368
2024,0,45609,Tyler Duncan,35.24%,444,1260
2024,0,27770,Camilo Villegas,35.19%,361,1026
2024,0,54576,Patrick Fishburn,35.16%,443,1260
2024,0,28420,Ryan Brehm,35.09%,379,1080
2024,0,35310,Lanto Griffin,34.41%,446,1296
2024,0,50095,Austin Smotherman,33.65%,321,954
2024,0,36871,Matt NeSmith,33.18%,430,1296
2024,0,51070,Vincent Norrman,31.07%,274,882
2023,0,55789,Taylor Montgomery,46.62%,856,1836
2023,0,46442,Maverick McNealy,44.89%,509,1134
2023,0,30911,Tommy Fleetwood,44.44%,592,1332
2023,0,47591,Eric Cole,44.14%,1001,2268
2023,0,47504,Sam Burns,43.83%,639,1458
2023,0,50188,S.H. Kim,43.79%,875,1998
2023,0,39058,Lucas Herbert,43.55%,486,1116
2023,0,47993,Denny McCarthy,43.44%,782,1800
2023,0,39977,Max Homa,43.41%,672,1548
2023,0,34466,Peter Malnati,43.39%,742,1710
2023,0,33948,Byeong Hun An,43.23%,817,1890
2023,0,34363,Tyrrell Hatton,42.95%,603,1404
2023,0,34046,Jordan Spieth,42.75%,554,1296
2023,0,51634,Sahith Theegala,42.66%,814,1908
2023,0,30927,Brendon Todd,42.63%,798,1872
2023,0,34409,David Lingmerth,42.55%,674,1584
2023,0,51766,Wyndham Clark,42.48%,780,1836
2023,0,25818,Scott Piercy,42.26%,753,1782
2023,0,47128,Richy Werenski,42.20%,752,1782
2023,0,22405,Justin Rose,42.16%,516,1224
2023,0,37275,Sam Ryder,42.14%,842,1998
2023,0,46717,Viktor Hovland,42.11%,667,1584
2023,0,48081,Xander Schauffele,42.11%,614,1458
2023,0,28089,Jason Day,42.01%,605,1440
2023,0,27644,Brian Harman,42.00%,703,1674
2023,0,33653,Thomas Detry,41.98%,748,1782
2023,0,37455,Si Woo Kim,41.94%,755,1800
2023,0,46970,Jon Rahm,41.94%,536,1278
2023,0,25493,Nick Taylor,41.88%,701,1674
2023,0,35461,Beau Hossler,41.87%,829,1980
2023,0,40098,Matt Fitzpatrick,41.86%,550,1314
2023,0,40162,Justin Lower,41.85%,821,1962
2023,0,35450,Patrick Cantlay,41.74%,541,1296
2023,0,57975,Harry Hall,41.56%,763,1836
2023,0,31560,Brian Stuard,41.55%,546,1314
2023,0,22371,Aaron Baddeley,41.46%,597,1440
2023,0,48084,Wesley Bryan,41.44%,358,864
2023,0,39971,Sungjae Im,41.40%,775,1872
2023,0,32102,Rickie Fowler,41.38%,715,1728
2023,0,33597,Harry Higgs,41.27%,624,1512
2023,0,46435,Austin Cook,41.24%,631,1530
2023,0,34099,Harris English,41.24%,720,1746
2023,0,33399,Adam Hadwin,41.22%,653,1584
2023,0,35449,Adam Long,41.15%,837,2034
2023,0,24502,Adam Scott,41.09%,503,1224
2023,0,55182,Tom Kim,41.05%,665,1620
2023,0,54591,Ben Griffin,41.04%,879,2142
2023,0,32139,Danny Willett,41.04%,495,1206
2023,0,32816,Satoshi Kodaira,41.01%,465,1134
2023,0,23108,Matt Kuchar,40.96%,671,1638
2023,0,48117,Kurt Kitayama,40.90%,530,1296
2023,0,29970,Dylan Frittelli,40.88%,574,1404
2023,0,49771,J.T. Poston,40.83%,735,1800
2023,0,35506,Mackenzie Hughes,40.82%,654,1602
2023,0,24140,Sean O'Hair,40.81%,382,936
2023,0,28237,Rory McIlroy,40.80%,470,1152
2023,0,29221,Webb Simpson,40.74%,418,1026
2023,0,33448,Justin Thomas,40.74%,528,1296
2023,0,47983,Chad Ramey,40.70%,740,1818
2023,0,45522,Christiaan Bezuidenhout,40.64%,651,1602
2023,0,49947,Taylor Moore,40.54%,737,1818
2023,0,28252,Seamus Power,40.51%,598,1476
2023,0,32757,Patton Kizzire,40.50%,729,1800
2023,0,32839,Hideki Matsuyama,40.49%,634,1566
2023,0,36699,Patrick Rodgers,40.41%,742,1836
2023,0,50493,Justin Suh,40.40%,829,2052
2023,0,35532,Tom Hoge,40.38%,756,1872
2023,0,31202,William McGirt,40.36%,385,954
2023,0,27349,Alex Noren,40.34%,668,1656
2023,0,35617,Martin Trainer,40.30%,457,1134
2023,0,50095,Austin Smotherman,40.28%,725,1800
2023,0,30926,Chris Kirk,40.22%,666,1656
2023,0,24925,Jonathan Byrd,40.19%,434,1080
2023,0,39546,Keith Mitchell,40.07%,678,1692
2023,0,25632,Jimmy Walker,39.99%,619,1548
2023,0,35901,Paul Haley II,39.98%,662,1656
2023,0,52453,Nicolai Hojgaard,39.98%,331,828
2023,0,25900,Lucas Glover,39.94%,719,1800
2023,0,35879,Kelly Kraft,39.94%,647,1620
2023,0,29420,Billy Horschel,39.93%,460,1152
2023,0,40058,Zac Blair,39.89%,560,1404
2023,0,36801,Mark Hubbard,39.85%,832,2088
2023,0,47079,Harrison Endycott,39.83%,638,1602
2023,0,33413,Ben Martin,39.81%,738,1854
2023,0,33410,Andrew Landry,39.79%,573,1440
2023,0,34563,Chesson Hadley,39.78%,673,1692
2023,0,54628,Lee Hodges,39.77%,766,1926
2023,0,26596,Ryan Moore,39.76%,594,1494
2023,0,55454,Carl Yuan,39.75%,601,1512
2023,0,32640,Troy Merritt,39.73%,658,1656
2023,0,47995,Davis Riley,39.71%,729,1836
2023,0,34098,Russell Henley,39.68%,600,1512
2023,0,31577,Tano Goya,39.63%,642,1620
2023,0,57366,Cameron Young,39.53%,612,1548
2023,0,20229,Stewart Cink,39.51%,569,1440
2023,0,46441,Robby Shelton,39.48%,739,1872
2023,0,52955,Ludvig Åberg,39.44%,355,900
2023,0,59018,Ryan Gerard,39.34%,439,1116
2023,0,48119,Ben Taylor,39.31%,750,1908
2023,0,29289,S.Y. Noh,39.30%,481,1224
2023,0,40115,Adam Svensson,39.30%,863,2196
2023,0,50525,Collin Morikawa,39.23%,572,1458
2023,0,33408,Tyson Alexander,39.18%,670,1710
2023,0,52374,Brandon Wu,39.18%,811,2070
2023,0,32791,K.H. Lee,39.10%,753,1926
2023,0,54421,Garrick Higgo,39.05%,724,1854
2023,0,34255,Joseph Bramlett,39.03%,562,1440
2023,0,36799,Stephan Jaeger,39.03%,857,2196
2023,0,51997,Andrew Novak,39.01%,667,1710
2023,0,57362,Austin Eckroat,39.00%,688,1764
2023,0,33141,Keegan Bradley,38.96%,575,1476
2023,0,51950,Max McGreevy,38.95%,645,1656
2023,0,31646,Emiliano Grillo,38.94%,792,2034
2023,0,49298,Kramer Hickok,38.89%,679,1746
2023,0,49960,Sepp Straka,38.89%,644,1656
2023,0,37338,Zecheng Dou,38.83%,678,1746
2023,0,39324,J.J. Spaun,38.83%,713,1836
2023,0,29725,Tony Finau,38.82%,587,1512
2023,0,45157,Cam Davis,38.77%,635,1638
2023,0,34256,Andrew Putnam,38.69%,773,1998
2023,0,48887,Matt Wallace,38.69%,585,1512
2023,0,46601,Trey Mullinax,38.65%,494,1278
2023,0,51349,Nico Echavarria,38.53%,541,1404
2023,0,58696,Peter Kuest,38.53%,319,828
2023,0,40006,Erik van Rooyen,38.53%,541,1404
2023,0,51890,Greyson Sigg,38.47%,727,1890
2023,0,27974,Sung Kang,38.32%,338,882
2023,0,46340,Alex Smalley,38.29%,772,2016
2023,0,47988,Nick Hardy,38.28%,813,2124
2023,0,39067,MJ Daffue,38.24%,709,1854
2023,0,23320,Ryan Palmer,38.12%,542,1422
2023,0,32366,Kevin Chappell,38.10%,384,1008
2023,0,58967,Trevor Werbylo,38.09%,569,1494
2023,0,33204,Shane Lowry,38.08%,425,1116
2023,0,58168,Davis Thompson,38.08%,658,1728
2023,0,46046,Scottie Scheffler,38.07%,603,1584
2023,0,27554,Scott Harrington,38.06%,548,1440
2023,0,54783,Dylan Wu,38.05%,726,1908
2023,0,46414,Aaron Rai,38.04%,719,1890
2023,0,55893,Sam Stevens,37.89%,723,1908
2023,0,52513,Carson Young,37.88%,675,1782
2023,0,34076,Joel Dahmen,37.86%,627,1656
2023,0,47347,Adam Schenk,37.82%,810,2142
2023,0,27095,Nick Watney,37.79%,517,1368
2023,0,39975,Michael Kim,37.74%,659,1746
2023,0,27963,Chris Stroud,37.72%,387,1026
2023,0,51070,Vincent Norrman,37.71%,577,1530
2023,0,39954,Cody Gribble,37.70%,475,1260
2023,0,27936,Martin Laird,37.69%,597,1584
2023,0,34610,Matthias Schwab,37.65%,698,1854
2023,0,28775,Nate Lashley,37.64%,725,1926
2023,0,30692,Scott Stallings,37.57%,568,1512
2023,0,48867,Matti Schmid,37.55%,534,1422
2023,0,48699,Callum Tarren,37.49%,668,1782
2023,0,27214,Kevin Streelman,37.44%,647,1728
2023,0,24024,Zach Johnson,37.42%,458,1224
2023,0,39997,Corey Conners,37.40%,579,1548
2023,0,29535,Brice Garnett,37.40%,579,1548
2023,0,25686,Jason Dufner,37.36%,612,1638
2023,0,55708,Hayden Buckley,37.24%,563,1512
2023,0,45609,Tyler Duncan,37.23%,630,1692
2023,0,49766,Hank Lebioda,37.16%,408,1098
2023,0,36326,David Lipsky,37.16%,689,1854
2023,0,35310,Lanto Griffin,37.13%,381,1026
2023,0,28420,Ryan Brehm,37.08%,574,1548
2023,0,22056,Cameron Percy,37.06%,447,1206
2023,0,52375,Doug Ghim,37.04%,620,1674
2023,0,34431,Robert Streb,37.04%,540,1458
2023,0,32333,Kevin Tway,36.96%,672,1818
2023,0,32662,Michael Gligic,36.91%,485,1314
2023,0,29908,C.T. Pan,36.76%,354,963
2023,0,36871,Matt NeSmith,36.70%,654,1782
2023,0,31323,Gary Woodland,36.68%,548,1494
2023,0,26476,Chez Reavie,36.63%,633,1728
2023,0,51491,Brandon Matthews,36.53%,388,1062
2023,0,56630,Akshay Bhatia,36.51%,552,1512
2023,0,52411,Kyle Westmoreland,36.50%,519,1422
2023,0,12716,Charley Hoffman,36.35%,530,1458
2023,0,36724,Augusto Núñez,36.21%,554,1530
2023,0,56762,Will Gordon,36.19%,723,1998
2023,0,19803,Ryan Armour,36.17%,599,1656
2023,0,30163,Henrik Norlander,36.14%,592,1638
2023,0,27129,Luke List,36.00%,648,1800
2023,0,40250,Taylor Pendrith,35.91%,640,1782
2023,0,45242,Kevin Yu,35.76%,457,1278
2023,0,53165,Doc Redman,35.61%,500,1404
2023,0,39335,Kevin Roy,35.60%,487,1368
2023,0,49453,Trevor Cone,35.50%,524,1476
2023,0,52372,Cameron Champ,35.33%,496,1404
2023,0,32448,James Hahn,35.21%,507,1440
2023,0,51414,Brent Grant,35.05%,530,1512
2023,0,33122,Russell Knox,34.31%,704,2052
2023,0,31557,Jim Herman,33.26%,461,1386
2022,0,39058,Lucas Herbert,44.96,437,972
2022,0,23108,Matt Kuchar,43.9,561,1278
2022,0,57366,Cameron Young,43.09,636,1476
2022,0,34466,Peter Malnati,42.88,795,1854
2022,0,33448,Justin Thomas,42.84,586,1368
2022,0,48084,Wesley Bryan,42.74,377,882
2022,0,35891,Cameron Smith,42.74,477,1116
2022,0,35450,Patrick Cantlay,42.73,523,1224
2022,0,24138,Ian Poulter,42.68,338,792
2022,0,47993,Denny McCarthy,42.44,764,1800
2022,0,25818,Scott Piercy,42.35,587,1386
2022,0,36852,Jim Knous,42.27,388,918
2022,0,36799,Stephan Jaeger,42.22,646,1530
2022,0,51894,Vince Whaley,42.22,646,1530
2022,0,56278,Matthew Wolff,42.2,357,846
2022,0,32640,Troy Merritt,42.12,690,1638
2022,0,23621,Rory Sabbatini,42.12,417,990
2022,0,27895,Jonas Blixt,42.11,379,900
2022,0,34363,Tyrrell Hatton,42.1,485,1152
2022,0,35506,Mackenzie Hughes,42.07,621,1476
2022,0,32150,Michael Thompson,42.06,636,1512
2022,0,30692,Scott Stallings,41.9,724,1728
2022,0,30927,Brendon Todd,41.9,626,1494
2022,0,35532,Tom Hoge,41.67,720,1728
2022,0,46717,Viktor Hovland,41.67,525,1260
2022,0,22405,Justin Rose,41.56,404,972
2022,0,33486,Roger Sloan,41.48,545,1314
2022,0,45522,Christiaan Bezuidenhout,41.46,597,1440
2022,0,47128,Richy Werenski,41.45,470,1134
2022,0,26851,Marc Leishman,41.36,536,1296
2022,0,46442,Maverick McNealy,41.35,655,1584
2022,0,34360,Patrick Reed,41.35,521,1260
2022,0,40162,Justin Lower,41.28,535,1296
2022,0,40098,Matt Fitzpatrick,41.27,520,1260
2022,0,35461,Beau Hossler,41.27,520,1260
2022,0,32839,Hideki Matsuyama,41.13,533,1296
2022,0,24361,Pat Perez,41.13,459,1116
2022,0,45157,Cam Davis,41.12,607,1476
2022,0,34174,John Huh,41.07,547,1332
2022,0,37189,Harold Varner III,41.06,510,1242
2022,0,35879,Kelly Kraft,40.98,509,1242
2022,0,51766,Wyndham Clark,40.95,715,1746
2022,0,29926,Danny Lee,40.92,383,936
2022,0,47504,Sam Burns,40.9,589,1440
2022,0,30978,Kiradech Aphibarnrat,40.88,390,954
2022,0,29221,Webb Simpson,40.87,434,1062
2022,0,34256,Andrew Putnam,40.84,691,1692
2022,0,32757,Patton Kizzire,40.8,661,1620
2022,0,33204,Shane Lowry,40.8,426,1044
2022,0,22056,Cameron Percy,40.78,323,792
2022,0,25493,Nick Taylor,40.78,646,1584
2022,0,36801,Mark Hubbard,40.77,499,1224
2022,0,27349,Alex Noren,40.71,469,1152
2022,0,46435,Austin Cook,40.66,505,1242
2022,0,47995,Davis Riley,40.66,688,1692
2022,0,28775,Nate Lashley,40.64,556,1368
2022,0,33667,Carlos Ortiz,40.62,446,1098
2022,0,35449,Adam Long,40.53,642,1584
2022,0,30911,Tommy Fleetwood,40.48,408,1008
2022,0,35310,Lanto Griffin,40.46,568,1404
2022,0,25198,Francesco Molinari,40.46,386,954
2022,0,28252,Seamus Power,40.46,568,1404
2022,0,35617,Martin Trainer,40.46,568,1404
2022,0,28089,Jason Day,40.45,415,1026
2022,0,28237,Rory McIlroy,40.37,436,1080
2022,0,51950,Max McGreevy,40.35,523,1296
2022,0,46046,Scottie Scheffler,40.34,610,1512
2022,0,48117,Kurt Kitayama,40.32,508,1260
2022,0,33597,Harry Higgs,40.28,580,1440
2022,0,49964,Aaron Wise,40.25,623,1548
2022,0,45526,Abraham Ancer,40.23,420,1044
2022,0,51997,Andrew Novak,40.2,550,1368
2022,0,49766,Hank Lebioda,40.14,578,1440
2022,0,31420,Anirban Lahiri,40.12,520,1296
2022,0,39977,Max Homa,40.11,592,1476
2022,0,29908,C.T. Pan,40.04,591,1476
2022,0,49771,J.T. Poston,40.03,634,1584
2022,0,29970,Dylan Frittelli,40.02,670,1674
2022,0,32791,K.H. Lee,40.02,706,1764
2022,0,51634,Sahith Theegala,39.97,813,2034
2022,0,39436,Joshua Creel,39.95,338,846
2022,0,34046,Jordan Spieth,39.94,532,1332
2022,0,45486,Joaquin Niemann,39.93,575,1440
2022,0,39546,Keith Mitchell,39.92,618,1548
2022,0,36689,Brooks Koepka,39.86,330,828
2022,0,37455,Si Woo Kim,39.85,703,1764
2022,0,30944,Jason Kokrak,39.8,437,1098
2022,0,32816,Satoshi Kodaira,39.76,365,918
2022,0,37275,Sam Ryder,39.71,629,1584
2022,0,39324,J.J. Spaun,39.71,679,1710
2022,0,27974,Sung Kang,39.65,571,1440
2022,0,23983,Luke Donald,39.64,478,1206
2022,0,46601,Trey Mullinax,39.63,585,1476
2022,0,23325,Vaughn Taylor,39.62,378,954
2022,0,48081,Xander Schauffele,39.58,513,1296
2022,0,48822,Sebastián Muñoz,39.56,591,1494
2022,0,24924,Bill Haas,39.51,640,1620
2022,0,45609,Tyler Duncan,39.5,583,1476
2022,0,29478,Kevin Kisner,39.48,469,1188
2022,0,32333,Kevin Tway,39.47,547,1386
2022,0,40115,Adam Svensson,39.44,710,1800
2022,0,32139,Danny Willett,39.43,440,1116
2022,0,21961,Charles Howell III,39.4,383,972
2022,0,31560,Brian Stuard,39.39,631,1602
2022,0,24925,Jonathan Byrd,39.38,404,1026
2022,0,32102,Rickie Fowler,39.36,503,1278
2022,0,50525,Collin Morikawa,39.35,425,1080
2022,0,24502,Adam Scott,39.27,509,1296
2022,0,34098,Russell Henley,39.25,551,1404
2022,0,48699,Callum Tarren,39.21,487,1242
2022,0,32662,Michael Gligic,39.2,501,1278
2022,0,46550,Brandon Hagy,39.17,550,1404
2022,0,10381,Curtis Thompson,39.15,451,1152
2022,0,27139,David Skinns,39.14,465,1188
2022,0,27214,Kevin Streelman,39.14,620,1584
2022,0,29725,Tony Finau,39.08,605,1548
2022,0,49298,Kramer Hickok,39.07,640,1638
2022,0,46402,Talor Gooch,39.05,499,1278
2022,0,34563,Chesson Hadley,39.03,562,1440
2022,0,34431,Robert Streb,39.02,583,1494
2022,0,47347,Adam Schenk,39.01,632,1620
2022,0,24024,Zach Johnson,38.98,449,1152
2022,0,33141,Keegan Bradley,38.96,561,1440
2022,0,30926,Chris Kirk,38.96,589,1512
2022,0,33399,Adam Hadwin,38.89,630,1620
2022,0,34264,Hudson Swafford,38.89,448,1152
2022,0,28114,Dawie van der Walt,38.89,434,1116
2022,0,29420,Billy Horschel,38.81,489,1260
2022,0,26300,Matt Jones,38.8,426,1098
2022,0,32366,Kevin Chappell,38.79,384,990
2022,0,47856,Seth Reeves,38.72,467,1206
2022,0,27644,Brian Harman,38.71,634,1638
2022,0,29289,S.Y. Noh,38.62,438,1134
2022,0,39971,Sungjae Im,38.57,611,1584
2022,0,36884,Ben Kohles,38.54,437,1134
2022,0,29535,Brice Garnett,38.53,534,1386
2022,0,47483,Will Zalatoris,38.52,527,1368
2022,0,49947,Taylor Moore,38.43,581,1512
2022,0,47983,Chad Ramey,38.43,505,1314
2022,0,12716,Charley Hoffman,38.41,477,1242
2022,0,36326,David Lipsky,38.38,608,1584
2022,0,33419,Cameron Tringale,38.35,635,1656
2022,0,32448,James Hahn,38.34,490,1278
2022,0,40250,Taylor Pendrith,38.34,490,1278
2022,0,47988,Nick Hardy,38.23,406,1062
2022,0,25686,Jason Dufner,38.22,344,900
2022,0,49960,Sepp Straka,38.21,674,1764
2022,0,47529,Mito Pereira,38.2,612,1602
2022,0,51890,Greyson Sigg,38.15,618,1620
2022,0,26476,Chez Reavie,38.1,583,1530
2022,0,34610,Matthias Schwab,38.1,480,1260
2022,0,27770,Camilo Villegas,38.0,472,1242
2022,0,27649,Brandt Snedeker,37.95,403,1062
2022,0,40006,Erik van Rooyen,37.85,327,864
2022,0,39953,Chase Seiffert,37.8,347,918
2022,0,31646,Emiliano Grillo,37.63,569,1512
