YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,DISTANCE (FEET),TOTAL PUTTS
2014,0,33419,Cameron Tringale,"30' 5""",30.417,1
2014,0,23108,Matt Kuchar,"29' 8""",29.667,1
2014,0,27933,John Merrick,"29' 5""",29.417,1
2014,0,26289,Boo Weekley,"28' 11""",57.75,2
2014,0,32102,Rickie Fowler,"28' 10""",28.833,1
2014,0,23638,Brendon de Jonge,"28' 9""",28.75,1
2014,0,27436,Graham DeLaet,"27' 7""",27.583,1
2014,0,35732,Wes Roach,"26' 4""",26.333,1
2014,0,28475,Jeff Overton,"24' 0""",24.0,1
2014,0,25900,Lucas Glover,"22' 9""",113.75,5
2014,0,29479,Scott Brown,"22' 7""",22.583,1
2014,0,2206,David Toms,"22' 2""",22.167,1
2014,0,33122,Russell Knox,"21' 5""",42.75,2
2014,0,28780,Nicholas Thompson,"21' 5""",21.417,1
2014,0,24490,George McNeill,"21' 0""",21.0,1
2014,0,33418,Shawn Stefani,"20' 10""",41.583,2
2014,0,32448,James Hahn,"20' 2""",20.167,1
2014,0,30925,Dustin Johnson,"17' 8""",17.667,1
2014,0,26758,David Hearn,"17' 2""",17.167,1
2014,0,25632,Jimmy Walker,"14' 11""",14.917,1
2014,0,23541,Ben Crane,"13' 0""",13.0,1
2014,0,28237,Rory McIlroy,"11' 10""",23.667,2
2014,0,28092,D.H. Lee,"10' 8""",10.667,1
2014,0,25191,Gonzalo Fernandez-Castaño,"10' 0""",10.0,1
2014,0,20396,Lee Westwood,"8' 1""",8.083,1
2014,0,31202,William McGirt,"4' 10""",4.833,1
2013,0,28135,Aaron Watkins,"89' 7""",89.583,1
2013,0,12510,Chad Campbell,"79' 7""",79.583,1
2013,0,25240,D.A. Points,"77' 10""",155.667,2
2013,0,30944,Jason Kokrak,"74' 2""",148.25,2
2013,0,32200,Roberto Castro,"68' 10""",137.583,2
2013,0,27408,Martin Kaymer,"68' 8""",68.667,1
2013,0,27503,Steve LeBrun,"68' 3""",68.25,1
2013,0,23800,Bryce Molder,"66' 1""",66.083,1
2013,0,25804,Bubba Watson,"64' 10""",64.833,1
2013,0,23497,Tag Ridings,"63' 8""",63.667,1
2013,0,10885,Robert Allenby,"63' 2""",63.167,1
2013,0,22806,Doug LaBelle II,"62' 1""",124.167,2
2013,0,28237,Rory McIlroy,"58' 4""",58.333,1
2013,0,27214,Kevin Streelman,"55' 4""",55.333,1
2013,0,6567,Vijay Singh,"52' 6""",52.5,1
2013,0,33141,Keegan Bradley,"52' 4""",52.333,1
2013,0,32334,Charlie Beljan,"52' 3""",52.25,1
2013,0,25444,Justin Hicks,"52' 1""",156.333,3
2013,0,27120,Troy Matteson,"51' 11""",51.917,1
2013,0,23621,Rory Sabbatini,"51' 10""",51.833,1
2013,0,22046,Geoff Ogilvy,"51' 4""",51.333,1
2013,0,34098,Russell Henley,"49' 10""",99.667,2
2013,0,1724,Jeff Maggert,"49' 2""",49.167,1
2013,0,27095,Nick Watney,"48' 11""",48.917,1
2013,0,34360,Patrick Reed,"48' 2""",48.167,1
2013,0,29425,Andrew Svoboda,"45' 4""",45.333,1
2013,0,32366,Kevin Chappell,"44' 11""",44.917,1
2013,0,29740,Brad Fritsch,"44' 3""",132.667,3
2013,0,30926,Chris Kirk,"44' 1""",88.167,2
2013,0,30163,Henrik Norlander,"43' 3""",43.25,1
2013,0,6522,Ernie Els,"43' 0""",43.0,1
2013,0,24490,George McNeill,"41' 8""",41.667,1
2013,0,27330,Josh Teater,"41' 8""",41.667,1
2013,0,25274,Steven Bowditch,"40' 11""",81.833,2
2013,0,35539,Luke Guthrie,"40' 10""",40.833,1
2013,0,27770,Camilo Villegas,"40' 6""",40.5,1
2013,0,26331,Charl Schwartzel,"39' 11""",39.917,1
2013,0,24846,Ricky Barnes,"39' 9""",79.417,2
2013,0,34409,David Lingmerth,"39' 0""",117.0,3
2013,0,34174,John Huh,"38' 5""",115.333,3
2013,0,23541,Ben Crane,"37' 2""",148.5,4
2013,0,25336,Alistair Presnell,"37' 1""",37.083,1
2013,0,20848,Ángel Cabrera,"36' 11""",73.75,2
2013,0,30692,Scott Stallings,"36' 5""",36.417,1
2013,0,20396,Lee Westwood,"36' 5""",72.75,2
2013,0,24924,Bill Haas,"36' 0""",36.0,1
2013,0,24494,Erik Compton,"34' 9""",69.417,2
2013,0,26596,Ryan Moore,"34' 4""",34.333,1
2013,0,20160,Charlie Wi,"34' 0""",68.0,2
2013,0,23325,Vaughn Taylor,"33' 10""",33.833,1
2013,0,1320,Bob Estes,"32' 9""",32.75,1
2013,0,23638,Brendon de Jonge,"31' 11""",31.917,1
2013,0,28780,Nicholas Thompson,"31' 2""",124.667,4
2013,0,1116,Michael Bradley,"30' 11""",30.917,1
2013,0,28259,Sangmoon Bae,"30' 10""",30.833,1
2013,0,2206,David Toms,"30' 5""",30.417,1
2013,0,30110,Kyle Stanley,"30' 2""",90.5,3
2013,0,20691,Greg Owen,"29' 8""",29.667,1
2013,0,27129,Luke List,"28' 8""",28.667,1
2013,0,34099,Harris English,"28' 0""",28.0,1
2013,0,27895,Jonas Blixt,"27' 7""",55.083,2
2013,0,20645,John Senden,"27' 3""",27.25,1
2013,0,34046,Jordan Spieth,"26' 5""",26.417,1
2013,0,22792,Peter Hanson,"26' 3""",26.25,1
2013,0,29420,Billy Horschel,"25' 9""",25.75,1
2013,0,6573,Brandt Jobe,"23' 5""",23.417,1
2013,0,23452,Nicolas Colsaerts,"23' 3""",23.25,1
2013,0,24399,Scott Gardiner,"21' 5""",42.833,2
2013,0,25818,Scott Piercy,"18' 7""",18.583,1
2013,0,12716,Charley Hoffman,"17' 1""",17.083,1
2013,0,22056,Cameron Percy,"15' 10""",15.833,1
2013,0,26758,David Hearn,"15' 1""",15.083,1
2013,0,26679,Kevin Stadler,"13' 1""",39.333,3
2013,0,24138,Ian Poulter,"10' 11""",10.917,1
2013,0,24358,Robert Garrigus,"10' 1""",10.083,1
2013,0,26497,Casey Wittenberg,"8' 7""",8.583,1
2013,0,22961,David Mathis,"7' 5""",7.417,1
2013,0,25562,Andres Romero,"6' 9""",6.75,1
2013,0,25900,Lucas Glover,"5' 10""",5.833,1
2013,0,1810,Phil Mickelson,"5' 0""",5.0,1
2013,0,20572,Rod Pampling,"4' 7""",4.583,1
2012,0,23542,Tommy Biershenk,"85' 6""",85.5,1
2012,0,1797,Rocco Mediate,"74' 5""",74.417,1
2012,0,29518,Brendan Steele,"67' 4""",134.583,2
2012,0,31558,J.J. Killeen,"65' 11""",65.917,1
2012,0,24781,Hunter Mahan,"65' 4""",65.333,1
2012,0,24604,Hunter Haas,"61' 2""",122.333,2
2012,0,33120,Mark Anderson,"60' 10""",60.833,1
2012,0,22405,Justin Rose,"60' 5""",60.417,1
2012,0,28087,Kris Blanks,"60' 0""",60.0,1
2012,0,21805,Harrison Frazar,"59' 7""",59.583,1
2012,0,27141,J.B. Holmes,"59' 4""",118.583,2
2012,0,27060,John Mallinger,"56' 5""",56.417,1
2012,0,1766,Billy Mayfair,"55' 4""",55.333,1
2012,0,19970,Robert Karlsson,"55' 2""",110.25,2
2012,0,29221,Webb Simpson,"54' 6""",54.5,1
2012,0,25804,Bubba Watson,"52' 4""",52.333,1
2012,0,32366,Kevin Chappell,"50' 11""",101.75,2
2012,0,6004,Stephen Ames,"50' 10""",101.667,2
2012,0,23638,Brendon de Jonge,"50' 0""",50.0,1
2012,0,30750,Tommy Gainey,"48' 5""",96.75,2
2012,0,1320,Bob Estes,"46' 5""",46.417,1
2012,0,22961,David Mathis,"45' 1""",90.083,2
2012,0,25572,Graeme McDowell,"44' 11""",44.917,1
2012,0,32150,Michael Thompson,"44' 5""",177.583,4
2012,0,27974,Sung Kang,"43' 10""",131.5,3
2012,0,28259,Sangmoon Bae,"43' 5""",43.417,1
2012,0,1724,Jeff Maggert,"42' 7""",42.583,1
2012,0,6567,Vijay Singh,"42' 1""",42.083,1
2012,0,25892,Steve Wheatcroft,"41' 6""",41.5,1
2012,0,33122,Russell Knox,"41' 0""",41.0,1
2012,0,24140,Sean O'Hair,"40' 9""",81.5,2
2012,0,20160,Charlie Wi,"40' 2""",80.25,2
2012,0,20104,Ken Duke,"40' 1""",40.083,1
2012,0,22348,Nick O'Hern,"38' 7""",38.583,1
2012,0,12652,Cameron Beckman,"37' 0""",74.0,2
2012,0,1941,Tom Pernice Jr.,"35' 2""",70.333,2
2012,0,27302,Garth Mulroy,"35' 1""",35.083,1
2012,0,32102,Rickie Fowler,"34' 10""",34.833,1
2012,0,24361,Pat Perez,"34' 7""",69.083,2
2012,0,34021,Bud Cauley,"33' 10""",33.833,1
2012,0,25396,Kevin Na,"33' 10""",33.833,1
2012,0,26289,Boo Weekley,"32' 10""",32.833,1
2012,0,31202,William McGirt,"32' 0""",32.0,1
2012,0,24138,Ian Poulter,"32' 0""",64.0,2
2012,0,25240,D.A. Points,"31' 10""",31.833,1
2012,0,25562,Andres Romero,"31' 10""",95.5,3
2012,0,6034,Marco Dawson,"30' 7""",30.583,1
2012,0,23548,Bill Lunde,"29' 11""",29.917,1
2012,0,27963,Chris Stroud,"29' 7""",29.583,1
2012,0,21878,Mark Wilson,"28' 5""",28.417,1
2012,0,24358,Robert Garrigus,"28' 1""",56.083,2
2012,0,6036,Scott Dunlap,"27' 2""",81.583,3
2012,0,19846,Brian Gay,"26' 9""",26.75,1
2012,0,27095,Nick Watney,"26' 0""",26.0,1
2012,0,26476,Chez Reavie,"25' 10""",25.833,1
2012,0,29420,Billy Horschel,"23' 11""",23.917,1
2012,0,30926,Chris Kirk,"23' 7""",47.083,2
2012,0,24494,Erik Compton,"23' 6""",47.0,2
2012,0,29289,S.Y. Noh,"23' 3""",23.25,1
2012,0,33419,Cameron Tringale,"22' 5""",67.25,3
2012,0,30944,Jason Kokrak,"22' 1""",44.083,2
2012,0,21753,Brian Davis,"21' 5""",21.417,1
2012,0,28307,Matt Every,"21' 2""",21.167,1
2012,0,23718,Nathan Green,"20' 8""",20.667,1
2012,0,11123,Chris Couch,"20' 3""",40.5,2
2012,0,32334,Charlie Beljan,"18' 4""",18.333,1
2012,0,27556,Ted Potter Jr.,"17' 5""",34.833,2
2012,0,20691,Greg Owen,"16' 0""",16.0,1
2012,0,23621,Rory Sabbatini,"14' 3""",14.25,1
2012,0,27330,Josh Teater,"12' 3""",12.25,1
2012,0,21407,Arjun Atwal,"9' 11""",19.75,2
2012,0,21350,Ryuji Imada,"9' 4""",9.333,1
2012,0,33141,Keegan Bradley,"9' 3""",9.25,1
2012,0,24502,Adam Scott,"9' 1""",9.083,1
2012,0,23135,Tim Clark,"9' 0""",9.0,1
2012,0,27770,Camilo Villegas,"8' 7""",8.583,1
2012,0,20645,John Senden,"7' 3""",7.25,1
2012,0,12782,Tim Herron,"4' 8""",9.25,2
2012,0,10885,Robert Allenby,"4' 7""",4.583,1
2012,0,26331,Charl Schwartzel,"3' 0""",3.0,1
2011,0,35087,Bio Kim,"89' 4""",89.333,1
2011,0,26287,Roland Thatcher,"83' 5""",83.417,1
2011,0,8375,Paul Stankowski,"80' 10""",80.833,1
2011,0,34255,Joseph Bramlett,"70' 10""",70.833,1
2011,0,1577,Lee Janzen,"69' 9""",69.75,1
2011,0,23108,Matt Kuchar,"69' 3""",69.25,1
2011,0,22913,John Rollins,"67' 2""",67.167,1
2011,0,27064,Jhonattan Vegas,"66' 7""",133.083,2
2011,0,30750,Tommy Gainey,"65' 8""",131.25,2
2011,0,28486,Michael Putnam,"65' 2""",130.25,2
2011,0,24290,D.J. Brigman,"60' 7""",60.583,1
2011,0,26758,David Hearn,"60' 4""",120.583,2
2011,0,21753,Brian Davis,"59' 9""",119.417,2
2011,0,1766,Billy Mayfair,"57' 11""",231.583,4
2011,0,10860,Justin Leonard,"56' 10""",56.833,1
2011,0,21407,Arjun Atwal,"55' 8""",55.667,1
2011,0,27936,Martin Laird,"54' 9""",54.75,1
2011,0,31401,Zack Miller,"54' 4""",108.583,2
2011,0,23621,Rory Sabbatini,"53' 9""",107.417,2
2011,0,32640,Troy Merritt,"53' 2""",106.25,2
2011,0,6527,Steve Stricker,"51' 6""",51.5,1
2011,0,33413,Ben Martin,"51' 1""",51.083,1
2011,0,28679,Fabián Gómez,"51' 0""",101.917,2
2011,0,20645,John Senden,"48' 5""",48.417,1
2011,0,6643,Paul Goydos,"46' 8""",93.333,2
2011,0,21878,Mark Wilson,"46' 0""",46.0,1
2011,0,20070,Matt Bettencourt,"45' 8""",45.667,1
2011,0,28158,Steve Marino,"45' 4""",136.0,3
2011,0,29518,Brendan Steele,"45' 1""",90.167,2
2011,0,30946,Alex Prugh,"44' 2""",44.167,1
2011,0,9011,David Duval,"43' 8""",131.0,3
2011,0,26951,Johnson Wagner,"41' 1""",41.083,1
2011,0,26300,Matt Jones,"41' 0""",41.0,1
2011,0,25240,D.A. Points,"40' 10""",40.833,1
2011,0,31557,Jim Herman,"40' 9""",81.5,2
2011,0,23623,Bo Van Pelt,"38' 4""",38.333,1
2011,0,6004,Stephen Ames,"38' 0""",38.0,1
2011,0,29420,Billy Horschel,"38' 0""",75.917,2
2011,0,26851,Marc Leishman,"38' 0""",76.0,2
2011,0,20436,Garrett Willis,"36' 11""",36.917,1
2011,0,12510,Chad Campbell,"36' 5""",72.75,2
2011,0,22046,Geoff Ogilvy,"36' 1""",36.083,1
2011,0,24846,Ricky Barnes,"35' 10""",71.667,2
2011,0,2206,David Toms,"35' 4""",35.333,1
2011,0,8075,Jerry Kelly,"35' 1""",35.083,1
2011,0,26476,Chez Reavie,"34' 10""",69.667,2
2011,0,33419,Cameron Tringale,"34' 10""",34.833,1
2011,0,12602,Dean Wilson,"34' 6""",34.5,1
2011,0,27214,Kevin Streelman,"34' 4""",68.583,2
2011,0,25562,Andres Romero,"33' 5""",33.417,1
2011,0,23788,D.J. Trahan,"33' 1""",165.417,5
2011,0,20160,Charlie Wi,"32' 7""",32.583,1
2011,0,33141,Keegan Bradley,"32' 6""",65.0,2
2011,0,26679,Kevin Stadler,"31' 4""",94.083,3
2011,0,24604,Hunter Haas,"29' 8""",29.667,1
2011,0,29910,Blake Adams,"29' 3""",29.25,1
2011,0,24980,Scott Gutschewski,"28' 0""",55.917,2
2011,0,24361,Pat Perez,"28' 0""",56.0,2
2011,0,30692,Scott Stallings,"27' 8""",27.667,1
2011,0,24358,Robert Garrigus,"26' 7""",53.167,2
2011,0,22348,Nick O'Hern,"22' 3""",22.25,1
2011,0,32102,Rickie Fowler,"21' 11""",21.917,1
2011,0,34072,Will Strickler,"18' 10""",18.833,1
2011,0,8725,Tom Gillis,"18' 9""",18.75,1
2011,0,6522,Ernie Els,"17' 9""",17.75,1
2011,0,12716,Charley Hoffman,"16' 5""",16.417,1
2011,0,32876,Martin Piller,"16' 4""",16.333,1
2011,0,27797,Derek Lamely,"15' 10""",15.833,1
2011,0,28475,Jeff Overton,"15' 10""",15.833,1
2011,0,23673,Michael Connell,"15' 6""",15.5,1
2011,0,6573,Brandt Jobe,"15' 3""",30.5,2
2011,0,30926,Chris Kirk,"15' 2""",15.167,1
2011,0,6251,Chris DiMarco,"14' 9""",14.75,1
2011,0,28089,Jason Day,"14' 7""",14.583,1
2011,0,24502,Adam Scott,"10' 8""",10.667,1
2011,0,21805,Harrison Frazar,"8' 5""",8.417,1
2011,0,22371,Aaron Baddeley,"6' 9""",6.75,1
2011,0,21350,Ryuji Imada,"6' 7""",6.583,1
2010,0,24781,Hunter Mahan,"91' 7""",91.583,1
2010,0,24024,Zach Johnson,"84' 9""",84.75,1
2010,0,21731,Freddie Jacobson,"71' 11""",71.917,1
2010,0,23548,Bill Lunde,"71' 9""",143.5,2
2010,0,22371,Aaron Baddeley,"66' 10""",66.833,1
2010,0,27141,J.B. Holmes,"66' 7""",133.083,2
2010,0,28780,Nicholas Thompson,"62' 11""",62.917,1
2010,0,7867,Woody Austin,"62' 7""",62.583,1
2010,0,12714,Chris Tidland,"61' 11""",61.917,1
2010,0,32102,Rickie Fowler,"61' 5""",122.75,2
2010,0,23673,Michael Connell,"60' 8""",60.667,1
2010,0,28307,Matt Every,"59' 3""",118.417,2
2010,0,20436,Garrett Willis,"59' 2""",59.167,1
2010,0,20160,Charlie Wi,"58' 2""",58.167,1
2010,0,20229,Stewart Cink,"56' 2""",56.167,1
2010,0,10425,Jay Williamson,"56' 2""",56.167,1
2010,0,12782,Tim Herron,"55' 3""",110.417,2
2010,0,23409,James Driscoll,"54' 7""",109.083,2
2010,0,20098,Stuart Appleby,"54' 0""",54.0,1
2010,0,26596,Ryan Moore,"53' 1""",53.083,1
2010,0,25892,Steve Wheatcroft,"53' 1""",53.083,1
2010,0,24663,Y.E. Yang,"51' 4""",102.667,2
2010,0,9011,David Duval,"50' 0""",149.917,3
2010,0,27330,Josh Teater,"49' 10""",99.583,2
2010,0,7749,Brett Quigley,"49' 7""",99.083,2
2010,0,6643,Paul Goydos,"49' 4""",49.333,1
2010,0,21350,Ryuji Imada,"47' 5""",47.417,1
2010,0,23623,Bo Van Pelt,"46' 3""",138.75,3
2010,0,29285,Brent Delahoussaye,"45' 5""",45.417,1
2010,0,20691,Greg Owen,"45' 0""",90.0,2
2010,0,22378,Trevor Immelman,"43' 0""",43.0,1
2010,0,27095,Nick Watney,"41' 5""",124.25,3
2010,0,20378,Mathias Grönberg,"38' 8""",77.333,2
2010,0,23718,Nathan Green,"38' 5""",76.75,2
2010,0,23325,Vaughn Taylor,"38' 4""",38.333,1
2010,0,24912,Will MacKenzie,"37' 7""",112.833,3
2010,0,26301,James Nitties,"37' 6""",112.417,3
2010,0,24846,Ricky Barnes,"36' 5""",36.417,1
2010,0,21753,Brian Davis,"36' 5""",72.75,2
2010,0,1320,Bob Estes,"36' 4""",36.333,1
2010,0,20105,Jeff Gove,"36' 3""",36.25,1
2010,0,20070,Matt Bettencourt,"36' 1""",72.083,2
2010,0,26881,Jarrod Lyle,"35' 9""",35.75,1
2010,0,21949,Joe Ogilvie,"34' 1""",238.333,7
2010,0,22046,Geoff Ogilvy,"33' 9""",33.75,1
2010,0,6595,Kevin Sutherland,"32' 7""",32.583,1
2010,0,26695,Michael Letzig,"31' 6""",63.0,2
2010,0,1724,Jeff Maggert,"30' 11""",61.833,2
2010,0,25686,Jason Dufner,"30' 7""",91.75,3
2010,0,29221,Webb Simpson,"30' 6""",30.5,1
2010,0,1766,Billy Mayfair,"30' 5""",30.417,1
2010,0,26287,Roland Thatcher,"29' 7""",29.583,1
2010,0,1249,John Daly,"29' 3""",87.667,3
2010,0,10423,Mike Weir,"28' 5""",28.417,1
2010,0,12652,Cameron Beckman,"27' 7""",55.167,2
2010,0,8725,Tom Gillis,"26' 2""",26.167,1
2010,0,27302,Garth Mulroy,"25' 4""",25.333,1
2010,0,27613,David Lutterus,"24' 1""",24.083,1
2010,0,23788,D.J. Trahan,"24' 0""",48.0,2
2010,0,22405,Justin Rose,"23' 4""",23.333,1
2010,0,27436,Graham DeLaet,"23' 3""",23.25,1
2010,0,8537,J.P. Hayes,"22' 8""",22.667,1
2010,0,27214,Kevin Streelman,"21' 4""",21.333,1
2010,0,1161,Mark Calcavecchia,"21' 3""",21.25,1
2010,0,26951,Johnson Wagner,"21' 1""",21.083,1
2010,0,1948,Tim Petrovic,"20' 2""",60.417,3
2010,0,23307,Roger Tambellini,"19' 2""",57.5,3
2010,0,28500,Martin Flores,"14' 2""",28.25,2
2010,0,12510,Chad Campbell,"13' 2""",13.167,1
2010,0,27060,John Mallinger,"12' 5""",24.75,2
2010,0,24502,Adam Scott,"11' 5""",11.417,1
2010,0,23621,Rory Sabbatini,"10' 0""",10.0,1
2010,0,12755,Vance Veazey,"7' 1""",7.083,1
2010,0,25396,Kevin Na,"3' 9""",3.75,1
2010,0,1706,Davis Love III,"3' 3""",3.25,1
2009,0,9011,David Duval,"86' 0""",86.0,1
2009,0,1766,Billy Mayfair,"76' 3""",152.5,2
2009,0,21350,Ryuji Imada,"70' 2""",70.167,1
2009,0,27095,Nick Watney,"63' 7""",63.583,1
2009,0,23778,Brad Adamonis,"62' 10""",62.833,1
2009,0,22371,Aaron Baddeley,"62' 7""",187.75,3
2009,0,20766,Padraig Harrington,"60' 11""",60.917,1
2009,0,1677,Tom Lehman,"60' 7""",60.583,1
2009,0,24846,Ricky Barnes,"59' 6""",59.5,1
2009,0,6251,Chris DiMarco,"58' 5""",116.75,2
2009,0,20070,Matt Bettencourt,"57' 10""",115.667,2
2009,0,7457,Steve Flesch,"57' 9""",57.75,1
2009,0,23325,Vaughn Taylor,"56' 2""",168.417,3
2009,0,27683,Leif Olson,"54' 10""",54.833,1
2009,0,23621,Rory Sabbatini,"54' 1""",54.083,1
2009,0,24925,Jonathan Byrd,"51' 10""",51.833,1
2009,0,25190,Jeff Quinney,"51' 8""",103.333,2
2009,0,24490,George McNeill,"51' 2""",51.167,1
2009,0,1142,Bart Bryant,"49' 3""",49.25,1
2009,0,27933,John Merrick,"47' 9""",47.75,1
2009,0,21753,Brian Davis,"47' 6""",47.5,1
2009,0,23048,Eric Axley,"47' 4""",94.583,2
2009,0,23718,Nathan Green,"47' 2""",47.167,1
2009,0,12782,Tim Herron,"46' 5""",46.417,1
2009,0,23108,Matt Kuchar,"46' 2""",46.167,1
2009,0,8075,Jerry Kelly,"45' 0""",45.0,1
2009,0,26679,Kevin Stadler,"44' 11""",44.917,1
2009,0,1161,Mark Calcavecchia,"44' 9""",89.5,2
2009,0,26497,Casey Wittenberg,"44' 1""",88.167,2
2009,0,20691,Greg Owen,"43' 11""",131.667,3
2009,0,24781,Hunter Mahan,"43' 10""",43.833,1
2009,0,1810,Phil Mickelson,"43' 7""",87.167,2
2009,0,20645,John Senden,"42' 9""",171.083,4
2009,0,21878,Mark Wilson,"42' 9""",85.5,2
2009,0,24138,Ian Poulter,"42' 7""",42.583,1
2009,0,20104,Ken Duke,"41' 6""",41.5,1
2009,0,27120,Troy Matteson,"41' 6""",41.5,1
2009,0,20850,Daniel Chopra,"40' 10""",40.833,1
2009,0,24361,Pat Perez,"40' 9""",40.75,1
2009,0,25396,Kevin Na,"40' 5""",40.417,1
2009,0,20498,Briny Baird,"40' 0""",79.917,2
2009,0,10733,Kent Jones,"39' 0""",39.0,1
2009,0,30927,Brendon Todd,"38' 8""",77.333,2
2009,0,8931,Glen Day,"38' 5""",76.75,2
2009,0,23135,Tim Clark,"38' 2""",38.167,1
2009,0,24663,Y.E. Yang,"37' 4""",37.333,1
2009,0,6643,Paul Goydos,"35' 9""",107.167,3
2009,0,28780,Nicholas Thompson,"35' 5""",70.833,2
2009,0,2214,Kirk Triplett,"35' 0""",174.833,5
2009,0,25818,Scott Piercy,"34' 8""",34.667,1
2009,0,30925,Dustin Johnson,"33' 7""",67.167,2
2009,0,28087,Kris Blanks,"33' 0""",33.0,1
2009,0,26695,Michael Letzig,"32' 5""",32.417,1
2009,0,29221,Webb Simpson,"31' 11""",63.75,2
2009,0,27936,Martin Laird,"31' 10""",63.667,2
2009,0,22348,Nick O'Hern,"31' 6""",126.0,4
2009,0,28620,Aron Price,"31' 0""",31.0,1
2009,0,26851,Marc Leishman,"30' 11""",30.917,1
2009,0,6197,Michael Allen,"30' 5""",30.417,1
2009,0,22621,Ben Curtis,"30' 1""",30.083,1
2009,0,1473,Todd Hamilton,"29' 0""",29.0,1
2009,0,25900,Lucas Glover,"28' 6""",56.917,2
2009,0,31323,Gary Woodland,"27' 6""",27.5,1
2009,0,2239,Scott Verplank,"25' 1""",25.083,1
2009,0,6539,Rick Price,"25' 0""",49.917,2
2009,0,26420,Richard Johnson,"24' 11""",24.917,1
2009,0,27649,Brandt Snedeker,"24' 10""",49.583,2
2009,0,24024,Zach Johnson,"24' 4""",24.333,1
2009,0,24912,Will MacKenzie,"24' 3""",48.417,2
2009,0,10585,Scott McCarron,"24' 2""",24.167,1
2009,0,26498,Matt Weibring,"23' 2""",23.167,1
2009,0,27141,J.B. Holmes,"22' 3""",22.25,1
2009,0,1707,Steve Lowery,"21' 3""",42.5,2
2009,0,26289,Boo Weekley,"19' 7""",58.667,3
2009,0,25345,Carl Pettersson,"19' 6""",58.417,3
2009,0,6012,Greg Kraft,"17' 10""",35.667,2
2009,0,28089,Jason Day,"14' 10""",14.833,1
2009,0,1226,Fred Couples,"12' 10""",12.833,1
2009,0,26951,Johnson Wagner,"12' 5""",12.417,1
2009,0,21959,Ted Purdy,"10' 6""",10.5,1
2009,0,22892,Jason Gore,"9' 2""",9.167,1
2009,0,22961,David Mathis,"8' 8""",8.667,1
2009,0,25240,D.A. Points,"7' 5""",7.417,1
2009,0,7749,Brett Quigley,"7' 3""",7.25,1
2009,0,12602,Dean Wilson,"4' 9""",4.75,1
2008,0,28780,Nicholas Thompson,"98' 10""",98.833,1
2008,0,28158,Steve Marino,"85' 1""",85.083,1
