YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOT. EARLY RDS.(1ST TEE)
2013,0,32698,Bobby Gates,73.5,588,8
2012,0,25804,Bubba Watson,68.45,753,11
2012,0,21528,Henrik Stenson,69.08,898,13
2012,0,23108,Matt Kuchar,69.21,1315,19
2012,0,29420,Billy Horschel,69.22,1246,18
2012,0,28475,Jeff Overton,69.28,2702,39
2012,0,8793,Tiger Woods,69.3,693,10
2012,0,20766,Padraig Harrington,69.31,901,13
2012,0,27895,Jonas Blixt,69.63,1671,24
2012,0,25345,Carl Pettersson,69.63,2089,30
2012,0,21209,Sergio Garcia,69.71,976,14
2012,0,29479,Scott Brown,69.79,1326,19
2012,0,20104,Ken Duke,69.83,2514,36
2012,0,10809,Jim Furyk,69.85,1397,20
2012,0,19846,Brian Gay,69.86,2026,29
2012,0,23320,Ryan Palmer,69.86,1956,28
2012,0,24138,Ian Poulter,69.87,1048,15
2012,0,21961,Charles Howell III,69.91,2377,34
2012,0,20691,Greg Owen,69.91,2447,35
2012,0,27141,J.B. Holmes,69.92,1748,25
2012,0,12782,Tim Herron,69.93,2028,29
2012,0,25818,Scott Piercy,70.0,2170,31
2012,0,27330,Josh Teater,70.0,2450,35
2012,0,23638,Brendon de Jonge,70.05,2592,37
2012,0,28455,Will Claxton,70.06,2172,31
2012,0,25632,Jimmy Walker,70.07,1962,28
2012,0,23548,Bill Lunde,70.08,1752,25
2012,0,20593,Greg Chalmers,70.09,2243,32
2012,0,1706,Davis Love III,70.09,771,11
2012,0,29476,Kyle Reifers,70.1,1472,21
2012,0,22405,Justin Rose,70.1,1402,20
2012,0,30925,Dustin Johnson,70.13,1052,15
2012,0,24357,K.J. Choi,70.17,1614,23
2012,0,23623,Bo Van Pelt,70.19,1895,27
2012,0,33122,Russell Knox,70.2,1404,20
2012,0,1320,Bob Estes,70.21,2036,29
2012,0,23204,Gary Christian,70.22,1896,27
2012,0,22548,Patrick Sheehan,70.22,1264,18
2012,0,23325,Vaughn Taylor,70.24,1475,21
2012,0,28500,Martin Flores,70.25,2248,32
2012,0,26679,Kevin Stadler,70.25,1405,20
2012,0,29910,Blake Adams,70.26,2459,35
2012,0,29926,Danny Lee,70.28,1265,18
2012,0,10213,Dicky Pride,70.3,1406,20
2012,0,35139,Richard Lee,70.32,1336,19
2012,0,1724,Jeff Maggert,70.38,2041,29
2012,0,22961,David Mathis,70.38,1478,21
2012,0,24781,Hunter Mahan,70.4,1760,25
2012,0,25240,D.A. Points,70.42,2183,31
2012,0,24924,Bill Haas,70.43,1620,23
2012,0,27644,Brian Harman,70.43,2113,30
2012,0,25396,Kevin Na,70.46,1832,26
2012,0,27214,Kevin Streelman,70.46,1832,26
2012,0,31202,William McGirt,70.47,2114,30
2012,0,27095,Nick Watney,70.47,2255,32
2012,0,27963,Chris Stroud,70.48,1762,25
2012,0,33141,Keegan Bradley,70.5,1551,22
2012,0,20645,John Senden,70.5,1692,24
2012,0,32200,Roberto Castro,70.52,2327,33
2012,0,24502,Adam Scott,70.53,1340,19
2012,0,8075,Jerry Kelly,70.56,2399,34
2012,0,25834,Daniel Summerhays,70.58,2188,31
2012,0,6567,Vijay Singh,70.6,2471,35
2012,0,20396,Lee Westwood,70.6,1059,15
2012,0,27466,Spencer Levin,70.61,2189,31
2012,0,23718,Nathan Green,70.62,1483,21
2012,0,26329,Louis Oosthuizen,70.63,1695,24
2012,0,32334,Charlie Beljan,70.64,989,14
2012,0,27436,Graham DeLaet,70.64,1766,25
2012,0,29221,Webb Simpson,70.64,989,14
2012,0,31323,Gary Woodland,70.64,989,14
2012,0,24361,Pat Perez,70.67,1696,24
2012,0,24024,Zach Johnson,70.7,1909,27
2012,0,24140,Sean O'Hair,70.7,2121,30
2012,0,24604,Hunter Haas,70.71,1697,24
2012,0,1810,Phil Mickelson,70.71,1202,17
2012,0,27649,Brandt Snedeker,70.71,1202,17
2012,0,29289,S.Y. Noh,70.72,2546,36
2012,0,25572,Graeme McDowell,70.73,1061,15
2012,0,33419,Cameron Tringale,70.75,2264,32
2012,0,20070,Matt Bettencourt,70.76,1203,17
2012,0,30926,Chris Kirk,70.78,2265,32
2012,0,2206,David Toms,70.79,1345,19
2012,0,30110,Kyle Stanley,70.83,2054,29
2012,0,26289,Boo Weekley,70.84,1771,25
2012,0,23541,Ben Crane,70.85,1842,26
2012,0,12716,Charley Hoffman,70.87,2197,31
2012,0,23983,Luke Donald,70.88,1205,17
2012,0,1766,Billy Mayfair,70.89,1347,19
2012,0,23621,Rory Sabbatini,70.91,2269,32
2012,0,11123,Chris Couch,70.94,1135,16
2012,0,22046,Geoff Ogilvy,70.94,2199,31
2012,0,25686,Jason Dufner,70.95,1348,19
2012,0,32150,Michael Thompson,70.96,1845,26
2012,0,23409,James Driscoll,71.0,1988,28
2012,0,21350,Ryuji Imada,71.0,1775,25
2012,0,26476,Chez Reavie,71.0,2130,30
2012,0,26951,Johnson Wagner,71.0,2201,31
2012,0,26758,David Hearn,71.03,2415,34
2012,0,28093,Miguel Angel Carballo,71.04,1776,25
2012,0,27936,Martin Laird,71.04,1847,26
2012,0,28308,Troy Kelly,71.06,1279,18
2012,0,28087,Kris Blanks,71.08,1706,24
2012,0,1249,John Daly,71.08,924,13
2012,0,24494,Erik Compton,71.1,1493,21
2012,0,24358,Robert Garrigus,71.1,2133,30
2012,0,20574,Mathew Goggin,71.1,1422,20
2012,0,22913,John Rollins,71.11,1351,19
2012,0,34021,Bud Cauley,71.12,1849,26
2012,0,22621,Ben Curtis,71.13,1138,16
2012,0,8725,Tom Gillis,71.14,2063,29
2012,0,26596,Ryan Moore,71.14,1565,22
2012,0,12510,Chad Campbell,71.15,1850,26
2012,0,6527,Steve Stricker,71.15,925,13
2012,0,22371,Aaron Baddeley,71.19,2278,32
2012,0,21753,Brian Davis,71.19,1495,21
2012,0,33120,Mark Anderson,71.23,1852,26
2012,0,20160,Charlie Wi,71.23,1852,26
2012,0,27120,Troy Matteson,71.25,2280,32
2012,0,27933,John Merrick,71.26,1639,23
2012,0,23788,D.J. Trahan,71.29,998,14
2012,0,1797,Rocco Mediate,71.33,1498,21
2012,0,32102,Rickie Fowler,71.34,2069,29
2012,0,24925,Jonathan Byrd,71.35,1641,23
2012,0,27797,Derek Lamely,71.35,1427,20
2012,0,22582,Kyle Thompson,71.38,928,13
2012,0,6251,Chris DiMarco,71.39,1642,23
2012,0,27302,Garth Mulroy,71.39,1285,18
2012,0,21407,Arjun Atwal,71.41,1928,27
2012,0,29478,Kevin Kisner,71.41,1214,17
2012,0,34174,John Huh,71.43,3000,42
2012,0,26287,Roland Thatcher,71.44,1286,18
2012,0,28307,Matt Every,71.46,1715,24
2012,0,32698,Bobby Gates,71.48,1787,25
2012,0,28259,Sangmoon Bae,71.5,1716,24
2012,0,20850,Daniel Chopra,71.5,1001,14
2012,0,20623,Gavin Coles,71.5,1716,24
2012,0,28089,Jason Day,71.5,1287,18
2012,0,23800,Bryce Molder,71.52,1931,27
2012,0,27060,John Mallinger,71.53,1359,19
2012,0,26851,Marc Leishman,71.55,2075,29
2012,0,27770,Camilo Villegas,71.55,1431,20
2012,0,24507,Jason Bohn,71.58,1718,24
2012,0,20572,Rod Pampling,71.58,2720,38
2012,0,30750,Tommy Gainey,71.6,1432,20
2012,0,6522,Ernie Els,71.61,1289,18
2012,0,6036,Scott Dunlap,71.62,931,13
2012,0,21731,Freddie Jacobson,71.62,1504,21
2012,0,26300,Matt Jones,71.64,1003,14
2012,0,21805,Harrison Frazar,71.65,1218,17
2012,0,24940,Edward Loar,71.65,1218,17
2012,0,32366,Kevin Chappell,71.66,2078,29
2012,0,20098,Stuart Appleby,71.67,860,12
2012,0,22293,Heath Slocum,71.67,2150,30
2012,0,23353,J.J. Henry,71.68,2437,34
2012,0,30711,Colt Knost,71.68,1577,22
2012,0,30852,Ryo Ishikawa,71.71,1004,14
2012,0,26331,Charl Schwartzel,71.71,1004,14
2012,0,30692,Scott Stallings,71.72,1793,25
2012,0,30927,Brendon Todd,71.78,1292,18
2012,0,27064,Jhonattan Vegas,71.79,2010,28
2012,0,34099,Harris English,71.81,2298,32
2012,0,6573,Brandt Jobe,71.81,1867,26
2012,0,29222,Billy Hurley III,71.82,2011,28
2012,0,28237,Rory McIlroy,71.86,503,7
2012,0,25892,Steve Wheatcroft,71.87,1078,15
2012,0,23542,Tommy Biershenk,71.92,1726,24
2012,0,6004,Stephen Ames,71.93,1007,14
2012,0,19970,Robert Karlsson,71.95,1439,20
2012,0,24846,Ricky Barnes,71.96,1727,24
2012,0,10885,Robert Allenby,72.0,2160,30
2012,0,24490,George McNeill,72.0,2520,35
2012,0,1941,Tom Pernice Jr.,72.0,864,12
2012,0,25457,Alexandre Rocha,72.04,1657,23
2012,0,12652,Cameron Beckman,72.05,1441,20
2012,0,30944,Jason Kokrak,72.06,1297,18
2012,0,31558,J.J. Killeen,72.08,1874,26
2012,0,24663,Y.E. Yang,72.14,1515,21
2012,0,22378,Trevor Immelman,72.15,1876,26
2012,0,23135,Tim Clark,72.18,1227,17
2012,0,6034,Marco Dawson,72.2,1444,20
2012,0,20848,Ángel Cabrera,72.24,1228,17
2012,0,22348,Nick O'Hern,72.33,1736,24
2012,0,29518,Brendan Steele,72.33,1953,27
2012,0,27556,Ted Potter Jr.,72.42,1883,26
2012,0,1116,Michael Bradley,72.44,1811,25
2012,0,10860,Justin Leonard,72.46,1884,26
2012,0,21878,Mark Wilson,72.47,2754,38
2012,0,27974,Sung Kang,72.54,1741,24
2012,0,25562,Andres Romero,72.72,1309,18
2012,0,20229,Stewart Cink,72.73,1600,22
2012,0,23903,Stephen Gangluff,73.4,1101,15
2011,0,2206,David Toms,68.6,1372,20
2011,0,27649,Brandt Snedeker,68.83,1239,18
2011,0,10505,Shane Bertsch,68.93,965,14
2011,0,27466,Spencer Levin,69.06,2486,36
2011,0,21961,Charles Howell III,69.38,2012,29
2011,0,6527,Steve Stricker,69.42,833,12
2011,0,21209,Sergio Garcia,69.47,1042,15
2011,0,21731,Freddie Jacobson,69.6,2088,30
2011,0,21753,Brian Davis,69.61,1949,28
2011,0,24781,Hunter Mahan,69.61,1601,23
2011,0,23983,Luke Donald,69.7,697,10
2011,0,23320,Ryan Palmer,69.7,1882,27
2011,0,27963,Chris Stroud,69.7,1882,27
2011,0,26758,David Hearn,69.79,1675,24
2011,0,32102,Rickie Fowler,69.8,1396,20
2011,0,23800,Bryce Molder,69.8,1396,20
2011,0,22293,Heath Slocum,69.8,2094,30
2011,0,27974,Sung Kang,69.83,1257,18
2011,0,26331,Charl Schwartzel,69.86,1537,22
2011,0,23108,Matt Kuchar,69.88,1118,16
2011,0,20157,Retief Goosen,69.9,1398,20
2011,0,23623,Bo Van Pelt,69.91,2377,34
2011,0,24924,Bill Haas,69.96,1959,28
2011,0,23353,J.J. Henry,69.97,2309,33
2011,0,22405,Justin Rose,69.97,2169,31
2011,0,29910,Blake Adams,70.0,3220,46
2011,0,1810,Phil Mickelson,70.0,1400,20
2011,0,20645,John Senden,70.0,1890,27
2011,0,29221,Webb Simpson,70.0,1120,16
2011,0,19846,Brian Gay,70.06,2172,31
2011,0,30926,Chris Kirk,70.1,2173,31
2011,0,24502,Adam Scott,70.1,701,10
2011,0,28620,Aron Price,70.11,1262,18
2011,0,26851,Marc Leishman,70.14,2455,35
2011,0,25274,Steven Bowditch,70.15,1824,26
2011,0,31323,Gary Woodland,70.15,1403,20
2011,0,25818,Scott Piercy,70.16,1754,25
2011,0,23541,Ben Crane,70.2,2106,30
2011,0,22913,John Rollins,70.2,2106,30
2011,0,23638,Brendon de Jonge,70.21,2036,29
2011,0,26951,Johnson Wagner,70.21,1966,28
2011,0,27933,John Merrick,70.22,1264,18
2011,0,12510,Chad Campbell,70.23,2458,35
2011,0,23718,Nathan Green,70.23,2177,31
2011,0,32366,Kevin Chappell,70.24,1194,17
2011,0,24024,Zach Johnson,70.24,2037,29
2011,0,22348,Nick O'Hern,70.24,1475,21
2011,0,6573,Brandt Jobe,70.25,2529,36
2011,0,20848,Ángel Cabrera,70.27,1054,15
2011,0,25345,Carl Pettersson,70.27,2319,33
2011,0,8075,Jerry Kelly,70.29,1968,28
2011,0,30925,Dustin Johnson,70.3,1406,20
2011,0,20160,Charlie Wi,70.3,1617,23
2011,0,23621,Rory Sabbatini,70.31,2461,35
2011,0,12716,Charley Hoffman,70.32,2672,38
2011,0,10885,Robert Allenby,70.36,2744,39
2011,0,20127,Chris Riley,70.36,1548,22
2011,0,28089,Jason Day,70.38,1478,21
2011,0,23409,James Driscoll,70.38,1689,24
2011,0,20572,Rod Pampling,70.38,1478,21
2011,0,25396,Kevin Na,70.39,2182,31
2011,0,22046,Geoff Ogilvy,70.42,1690,24
2011,0,33419,Cameron Tringale,70.44,2254,32
2011,0,23788,D.J. Trahan,70.45,2184,31
2011,0,33141,Keegan Bradley,70.46,1691,24
2011,0,20498,Briny Baird,70.48,1480,21
2011,0,12782,Tim Herron,70.48,1621,23
2011,0,1706,Davis Love III,70.5,1128,16
2011,0,24925,Jonathan Byrd,70.52,1904,27
2011,0,23548,Bill Lunde,70.52,2327,33
2011,0,26289,Boo Weekley,70.52,1904,27
2011,0,12652,Cameron Beckman,70.54,1693,24
2011,0,26596,Ryan Moore,70.54,1693,24
2011,0,30110,Kyle Stanley,70.55,2681,38
2011,0,22621,Ben Curtis,70.57,1976,28
2011,0,8537,J.P. Hayes,70.58,847,12
2011,0,6567,Vijay Singh,70.59,1553,22
2011,0,20229,Stewart Cink,70.61,1624,23
2011,0,24361,Pat Perez,70.63,1907,27
2011,0,11123,Chris Couch,70.67,1272,18
2011,0,24980,Scott Gutschewski,70.67,1484,21
2011,0,1766,Billy Mayfair,70.68,2403,34
2011,0,27330,Josh Teater,70.68,2615,37
2011,0,25686,Jason Dufner,70.7,1626,23
2011,0,25804,Bubba Watson,70.7,1626,23
2011,0,26476,Chez Reavie,70.71,2404,34
2011,0,25562,Andres Romero,70.71,1697,24
2011,0,32150,Michael Thompson,70.74,1344,19
2011,0,22961,David Mathis,70.75,1981,28
2011,0,31202,William McGirt,70.76,1769,25
2011,0,23497,Tag Ridings,70.77,2123,30
2011,0,7867,Woody Austin,70.84,1346,19
2011,0,6251,Chris DiMarco,70.84,2267,32
2011,0,21949,Joe Ogilvie,70.84,1771,25
2011,0,1116,Michael Bradley,70.88,2339,33
2011,0,27770,Camilo Villegas,70.89,1276,18
2011,0,22371,Aaron Baddeley,70.9,1418,20
2011,0,20070,Matt Bettencourt,70.9,2056,29
2011,0,27095,Nick Watney,70.92,922,13
2011,0,25572,Graeme McDowell,70.93,1064,15
2011,0,6621,Joe Durant,70.95,1490,21
2011,0,24138,Ian Poulter,70.95,1419,20
2011,0,10733,Kent Jones,70.96,1916,27
2011,0,28486,Michael Putnam,70.96,1703,24
2011,0,27120,Troy Matteson,70.97,2058,29
2011,0,29720,Andres Gonzales,71.0,1633,23
2011,0,22378,Trevor Immelman,71.0,1633,23
2011,0,26300,Matt Jones,71.0,1704,24
2011,0,29718,Anthony Kim,71.0,1775,25
2011,0,23325,Vaughn Taylor,71.0,1775,25
2011,0,25632,Jimmy Walker,71.03,2060,29
2011,0,32698,Bobby Gates,71.04,1989,28
2011,0,28158,Steve Marino,71.05,1421,20
2011,0,10585,Scott McCarron,71.05,1563,22
2011,0,27214,Kevin Streelman,71.09,2275,32
2011,0,24663,Y.E. Yang,71.1,1493,21
2011,0,6004,Stephen Ames,71.12,1209,17
2011,0,27936,Martin Laird,71.14,1565,22
2011,0,33413,Ben Martin,71.14,1565,22
2011,0,24140,Sean O'Hair,71.15,1850,26
2011,0,29420,Billy Horschel,71.18,1566,22
2011,0,20436,Garrett Willis,71.18,1566,22
2011,0,30692,Scott Stallings,71.19,2278,32
2011,0,31557,Jim Herman,71.2,1424,20
2011,0,29518,Brendan Steele,71.2,1780,25
2011,0,33911,Nate Smith,71.21,1353,19
2011,0,24490,George McNeill,71.22,1638,23
2011,0,25240,D.A. Points,71.22,2564,36
2011,0,21805,Harrison Frazar,71.23,1567,22
2011,0,25900,Lucas Glover,71.23,1567,22
2011,0,21350,Ryuji Imada,71.23,2208,31
2011,0,21878,Mark Wilson,71.23,2137,30
2011,0,20098,Stuart Appleby,71.24,1496,21
2011,0,24507,Jason Bohn,71.25,1995,28
2011,0,19970,Robert Karlsson,71.26,1639,23
2011,0,12602,Dean Wilson,71.28,1283,18
2011,0,28087,Kris Blanks,71.33,1926,27
2011,0,34255,Joseph Bramlett,71.36,1784,25
2011,0,24290,D.J. Brigman,71.39,1642,23
2011,0,10860,Justin Leonard,71.39,1285,18
2011,0,25444,Justin Hicks,71.41,1214,17
2011,0,20593,Greg Chalmers,71.44,1786,25
2011,0,24358,Robert Garrigus,71.44,2286,32
2011,0,7457,Steve Flesch,71.45,1572,22
2011,0,24604,Hunter Haas,71.46,2001,28
2011,0,35087,Bio Kim,71.46,1858,26
2011,0,23673,Michael Connell,71.48,1501,21
2011,0,8725,Tom Gillis,71.5,1716,24
2011,0,8375,Paul Stankowski,71.52,1645,23
2011,0,30946,Alex Prugh,71.53,2289,32
2011,0,26287,Roland Thatcher,71.55,1431,20
2011,0,27797,Derek Lamely,71.6,1432,20
2011,0,20766,Padraig Harrington,71.61,1289,18
2011,0,6515,Shaun Micheel,71.61,2005,28
2011,0,26679,Kevin Stadler,71.61,2005,28
2011,0,27141,J.B. Holmes,71.63,1361,19
2011,0,24846,Ricky Barnes,71.68,1577,22
2011,0,28679,Fabián Gómez,71.68,1577,22
2011,0,1577,Lee Janzen,71.72,2080,29
2011,0,32640,Troy Merritt,71.75,1722,24
2011,0,29478,Kevin Kisner,71.76,1794,25
2011,0,27939,Matt McQuillan,71.84,1365,19
2011,0,1313,Steve Elkington,71.85,934,13
2011,0,24357,K.J. Choi,71.87,1078,15
2011,0,21407,Arjun Atwal,71.88,2444,34
2011,0,25457,Alexandre Rocha,71.9,1438,20
2011,0,6522,Ernie Els,72.0,1440,20
2011,0,31193,Jim Renner,72.05,1513,21
2011,0,1948,Tim Petrovic,72.08,1730,24
2011,0,10809,Jim Furyk,72.1,1442,20
2011,0,26668,Marc Turnesa,72.11,1370,19
2011,0,20472,Alex Cejka,72.14,1587,22
2011,0,26420,Richard Johnson,72.15,1876,26
2011,0,27064,Jhonattan Vegas,72.15,1443,20
2011,0,30711,Colt Knost,72.21,1372,19
2011,0,26881,Jarrod Lyle,72.21,1372,19
2011,0,28475,Jeff Overton,72.22,2311,32
2011,0,34072,Will Strickler,72.26,1373,19
2011,0,30750,Tommy Gainey,72.47,2174,30
2011,0,9011,David Duval,72.63,1743,24
2011,0,32876,Martin Piller,72.76,1237,17
2011,0,31401,Zack Miller,72.89,2041,28
2011,0,25834,Daniel Summerhays,73.04,1680,23
2011,0,23614,Rich Beem,73.06,1169,16
2011,0,1797,Rocco Mediate,73.12,1243,17
2011,0,6643,Paul Goydos,73.67,1326,18
2010,0,12602,Dean Wilson,68.53,1165,17
2010,0,12716,Charley Hoffman,69.08,1658,24
2010,0,6595,Kevin Sutherland,69.09,1589,23
2010,0,20127,Chris Riley,69.22,1592,23
2010,0,26695,Michael Letzig,69.29,2148,31
2010,0,24361,Pat Perez,69.33,2288,33
2010,0,20686,Jeev Milkha Singh,69.42,1319,19
2010,0,8375,Paul Stankowski,69.43,1458,21
2010,0,23108,Matt Kuchar,69.52,1877,27
2010,0,25720,Chad Collins,69.57,1948,28
2010,0,8725,Tom Gillis,69.61,2645,38
2010,0,27436,Graham DeLaet,69.62,2019,29
2010,0,23800,Bryce Molder,69.62,1462,21
2010,0,22405,Justin Rose,69.62,1810,26
2010,0,25364,Paul Casey,69.63,1114,16
2010,0,23349,Charles Warren,69.63,1323,19
2010,0,29221,Webb Simpson,69.69,1812,26
2010,0,26289,Boo Weekley,69.72,2022,29
2010,0,25804,Bubba Watson,69.73,1534,22
2010,0,27963,Chris Stroud,69.74,1883,27
2010,0,6621,Joe Durant,69.82,1536,22
2010,0,25396,Kevin Na,69.86,2026,29
2010,0,31560,Brian Stuard,69.9,1468,21
2010,0,2206,David Toms,69.93,1888,27
2010,0,1313,Steve Elkington,69.96,1609,23
2010,0,20160,Charlie Wi,69.96,1959,28
2010,0,20593,Greg Chalmers,69.97,2099,30
2010,0,20498,Briny Baird,70.0,2240,32
2010,0,23541,Ben Crane,70.0,2520,36
2010,0,26300,Matt Jones,70.0,1960,28
2010,0,22056,Cameron Percy,70.0,1470,21
2010,0,22913,John Rollins,70.0,1750,25
2010,0,6567,Vijay Singh,70.0,1610,23
2010,0,23353,J.J. Henry,70.03,2661,38
2010,0,24357,K.J. Choi,70.04,1821,26
2010,0,20157,Retief Goosen,70.04,1681,24
2010,0,30925,Dustin Johnson,70.04,1611,23
2010,0,26301,James Nitties,70.04,1961,28
2010,0,23322,Brett Wetterich,70.05,1331,19
2010,0,27141,J.B. Holmes,70.09,2313,33
2010,0,21731,Freddie Jacobson,70.09,2313,33
2010,0,6004,Stephen Ames,70.1,2033,29
2010,0,20229,Stewart Cink,70.11,1893,27
2010,0,27095,Nick Watney,70.11,1963,28
2010,0,19846,Brian Gay,70.12,2875,41
2010,0,24924,Bill Haas,70.13,1683,24
2010,0,27214,Kevin Streelman,70.13,2174,31
2010,0,1810,Phil Mickelson,70.14,982,14
2010,0,20848,Ángel Cabrera,70.15,912,13
2010,0,6251,Chris DiMarco,70.16,2596,37
2010,0,32102,Rickie Fowler,70.16,1754,25
2010,0,23623,Bo Van Pelt,70.16,2175,31
2010,0,28620,Aron Price,70.19,1123,16
2010,0,22293,Heath Slocum,70.19,2176,31
2010,0,10585,Scott McCarron,70.2,2106,30
2010,0,25190,Jeff Quinney,70.2,2106,30
2010,0,21949,Joe Ogilvie,70.22,1896,27
2010,0,20645,John Senden,70.22,2598,37
2010,0,8075,Jerry Kelly,70.23,2107,30
2010,0,30946,Alex Prugh,70.23,1826,26
2010,0,24925,Jonathan Byrd,70.24,1756,25
2010,0,21961,Charles Howell III,70.27,2881,41
2010,0,23638,Brendon de Jonge,70.3,2320,33
2010,0,23983,Luke Donald,70.31,1125,16
2010,0,1320,Bob Estes,70.31,1828,26
2010,0,1724,Jeff Maggert,70.32,1547,22
2010,0,10425,Jay Williamson,70.33,1688,24
2010,0,23409,James Driscoll,70.35,1618,23
2010,0,28780,Nicholas Thompson,70.35,1618,23
2010,0,23135,Tim Clark,70.37,2111,30
2010,0,28089,Jason Day,70.37,1900,27
2010,0,24358,Robert Garrigus,70.38,1689,24
2010,0,23621,Rory Sabbatini,70.39,2182,31
2010,0,12705,Cliff Kresge,70.4,1408,20
2010,0,1941,Tom Pernice Jr.,70.4,2112,30
2010,0,24846,Ricky Barnes,70.44,2395,34
2010,0,27466,Spencer Levin,70.44,2395,34
2010,0,11123,Chris Couch,70.47,1339,19
2010,0,1948,Tim Petrovic,70.47,2678,38
2010,0,24140,Sean O'Hair,70.48,1480,21
2010,0,26679,Kevin Stadler,70.48,2185,31
2010,0,21350,Ryuji Imada,70.49,2608,37
2010,0,7867,Woody Austin,70.5,1974,28
2010,0,26881,Jarrod Lyle,70.5,1128,16
2010,0,6522,Ernie Els,70.53,1340,19
2010,0,25345,Carl Pettersson,70.53,2257,32
2010,0,26882,Michael Sim,70.53,1340,19
2010,0,6643,Paul Goydos,70.54,1693,24
2010,0,24781,Hunter Mahan,70.56,1764,25
2010,0,12714,Chris Tidland,70.56,1905,27
2010,0,25686,Jason Dufner,70.59,2612,37
2010,0,23325,Vaughn Taylor,70.59,2400,34
2010,0,1116,Michael Bradley,70.61,2330,33
2010,0,20691,Greg Owen,70.61,1271,18
2010,0,20574,Mathew Goggin,70.62,2048,29
2010,0,1577,Lee Janzen,70.64,1766,25
2010,0,27649,Brandt Snedeker,70.64,1978,28
2010,0,26951,Johnson Wagner,70.64,1978,28
2010,0,26851,Marc Leishman,70.66,2049,29
2010,0,10860,Justin Leonard,70.67,2120,30
2010,0,23320,Ryan Palmer,70.67,1908,27
2010,0,26287,Roland Thatcher,70.68,1767,25
2010,0,28307,Matt Every,70.69,1131,16
2010,0,23613,Rich Barcelo,70.7,1626,23
2010,0,24912,Will MacKenzie,70.7,1626,23
2010,0,28237,Rory McIlroy,70.7,1414,20
2010,0,24663,Y.E. Yang,70.7,2333,33
2010,0,28158,Steve Marino,70.71,1697,24
2010,0,27302,Garth Mulroy,70.71,990,14
2010,0,23788,D.J. Trahan,70.71,1980,28
2010,0,21959,Ted Purdy,70.73,1556,22
2010,0,25632,Jimmy Walker,70.73,1839,26
2010,0,27060,John Mallinger,70.75,1132,16
2010,0,1619,Skip Kendall,70.76,1203,17
2010,0,20766,Padraig Harrington,70.77,920,13
2010,0,12510,Chad Campbell,70.78,2619,37
2010,0,27933,John Merrick,70.78,2619,37
2010,0,6527,Steve Stricker,70.81,1133,16
2010,0,27120,Troy Matteson,70.83,2125,30
2010,0,8537,J.P. Hayes,70.84,1346,19
2010,0,12652,Cameron Beckman,70.86,1488,21
2010,0,22946,Henrik Bjornstad,70.86,1559,22
2010,0,20436,Garrett Willis,70.89,1985,28
2010,0,29910,Blake Adams,70.9,2127,30
2010,0,24490,George McNeill,70.9,1489,21
2010,0,27330,Josh Teater,70.9,2056,29
2010,0,7749,Brett Quigley,70.91,2269,32
2010,0,22378,Trevor Immelman,70.94,1277,18
2010,0,24138,Ian Poulter,70.94,1277,18
2010,0,10885,Robert Allenby,70.96,1774,25
2010,0,26420,Richard Johnson,70.97,2058,29
2010,0,25818,Scott Piercy,70.97,2342,33
2010,0,7363,Craig Bowden,71.0,710,10
2010,0,21753,Brian Davis,71.0,1704,24
2010,0,1797,Rocco Mediate,71.0,1704,24
2010,0,22046,Geoff Ogilvy,71.0,1278,18
2010,0,24502,Adam Scott,71.0,1065,15
2010,0,32617,Jerod Turner,71.04,1634,23
2010,0,1707,Steve Lowery,71.05,1421,20
2010,0,6515,Shaun Micheel,71.05,1421,20
2010,0,20850,Daniel Chopra,71.1,1493,21
2010,0,1766,Billy Mayfair,71.13,1707,24
2010,0,27797,Derek Lamely,71.14,1565,22
2010,0,23548,Bill Lunde,71.14,1565,22
2010,0,28475,Jeff Overton,71.15,1921,27
2010,0,8385,Omar Uresti,71.16,1779,25
2010,0,21878,Mark Wilson,71.18,1993,28
2010,0,24024,Zach Johnson,71.2,2492,35
2010,0,20663,Brenden Pappas,71.22,1638,23
2010,0,28087,Kris Blanks,71.24,1781,25
2010,0,25900,Lucas Glover,71.25,1710,24
2010,0,24507,Jason Bohn,71.28,2067,29
2010,0,25892,Steve Wheatcroft,71.28,1782,25
2010,0,10809,Jim Furyk,71.29,998,14
2010,0,27613,David Lutterus,71.29,1711,24
2010,0,26596,Ryan Moore,71.39,1642,23
2010,0,1249,John Daly,71.41,1571,22
2010,0,27770,Camilo Villegas,71.41,1571,22
2010,0,23673,Michael Connell,71.42,2214,31
2010,0,22371,Aaron Baddeley,71.43,2143,30
2010,0,20472,Alex Cejka,71.46,1715,24
2010,0,25240,D.A. Points,71.47,2144,30
2010,0,25562,Andres Romero,71.48,1644,23
2010,0,20378,Mathias Grönberg,71.5,1430,20
2010,0,27936,Martin Laird,71.52,2074,29
2010,0,29285,Brent Delahoussaye,71.53,1359,19
2010,0,21209,Sergio Garcia,71.53,1359,19
2010,0,1706,Davis Love III,71.56,1288,18
2010,0,20572,Rod Pampling,71.57,2004,28
2010,0,7457,Steve Flesch,71.61,2363,33
2010,0,20070,Matt Bettencourt,71.64,2006,28
2010,0,33419,Cameron Tringale,71.64,1003,14
2010,0,22621,Ben Curtis,71.69,2079,29
2010,0,28500,Martin Flores,71.69,1147,16
2010,0,1161,Mark Calcavecchia,71.75,1148,16
