YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL STROKES,TOT. EARLY RDS.(1ST TEE)
2024,0,29725,Tony Finau,70.16,1754,25
2024,0,48084,Wesley Bryan,70.19,1123,16
2024,0,60767,Blaine Hale Jr.,70.2,702,10
2024,0,34021,Bud Cauley,70.21,1334,19
2024,0,59836,Pierceson Coody,70.21,1966,28
2024,0,34563,Chesson Hadley,70.21,2036,29
2024,0,26476,Chez Reavie,70.22,2247,32
2024,0,54783,Dylan Wu,70.22,1896,27
2024,0,51890,Greyson Sigg,70.24,1756,25
2024,0,29221,Webb Simpson,70.24,1475,21
2024,0,47591,Eric Cole,70.26,2670,38
2024,0,22371,Aaron Baddeley,70.28,1757,25
2024,0,23108,Matt Kuchar,70.28,2038,29
2024,0,27139,David Skinns,70.28,1757,25
2024,0,47679,Victor Perez,70.29,1968,28
2024,0,48319,Tom Whitney,70.29,1687,24
2024,0,45242,Kevin Yu,70.29,1687,24
2024,0,12716,Charley Hoffman,70.3,1617,23
2024,0,34099,Harris English,70.33,2321,33
2024,0,59095,Chris Gotterup,70.33,1899,27
2024,0,46113,Ryan McCormick,70.39,1267,18
2024,0,32333,Kevin Tway,70.41,1197,17
2024,0,32070,Rafael Campos,70.42,845,12
2024,0,35532,Tom Hoge,70.42,2535,36
2024,0,33204,Shane Lowry,70.42,1831,26
2024,0,45522,Christiaan Bezuidenhout,70.43,2113,30
2024,0,37275,Sam Ryder,70.44,1761,25
2024,0,33408,Tyson Alexander,70.45,1550,22
2024,0,33141,Keegan Bradley,70.46,1973,28
2024,0,55708,Hayden Buckley,70.48,1480,21
2024,0,59442,Parker Coody,70.5,1269,18
2024,0,27936,Martin Laird,70.5,2115,30
2024,0,27214,Kevin Streelman,70.5,1551,22
2024,0,52513,Carson Young,70.5,2115,30
2024,0,32640,Troy Merritt,70.52,1622,23
2024,0,34255,Joseph Bramlett,70.57,1976,28
2024,0,55789,Taylor Montgomery,70.58,1341,19
2024,0,36799,Stephan Jaeger,70.59,1553,22
2024,0,32757,Patton Kizzire,70.6,1059,15
2024,0,47995,Davis Riley,70.6,2118,30
2024,0,51894,Vince Whaley,70.6,1412,20
2024,0,25493,Nick Taylor,70.61,1977,28
2024,0,39977,Max Homa,70.62,2048,29
2024,0,50497,Adrien Dumont de Chassart,70.64,1766,25
2024,0,47347,Adam Schenk,70.65,2826,40
2024,0,38991,Alejandro Tosti,70.65,1837,26
2024,0,30927,Brendon Todd,70.67,2544,36
2024,0,47993,Denny McCarthy,70.69,2262,32
2024,0,37378,Min Woo Lee,70.7,1414,20
2024,0,27129,Luke List,70.71,2475,35
2024,0,47806,Raul Pereda,70.71,990,14
2024,0,47483,Will Zalatoris,70.71,990,14
2024,0,33653,Thomas Detry,70.72,1768,25
2024,0,33968,Thorbjørn Olesen,70.74,1344,19
2024,0,47988,Nick Hardy,70.77,3114,44
2024,0,23320,Ryan Palmer,70.77,920,13
2024,0,34046,Jordan Spieth,70.78,1628,23
2024,0,34374,Erik Barnes,70.81,1133,16
2024,0,56149,Wilson Furr,70.83,1275,18
2024,0,40058,Zac Blair,70.84,1771,25
2024,0,55182,Tom Kim,70.92,1773,25
2024,0,57362,Austin Eckroat,70.94,2483,35
2024,0,59866,Nick Dunlap,70.95,1490,21
2024,0,40115,Adam Svensson,70.98,2981,42
2024,0,31646,Emiliano Grillo,71.0,2272,32
2024,0,48153,Matthieu Pavon,71.07,1919,27
2024,0,29478,Kevin Kisner,71.21,1709,24
2024,0,32102,Rickie Fowler,71.22,1923,27
2024,0,47663,Kevin Dougherty,71.33,1070,15
2024,0,51634,Sahith Theegala,71.46,1715,24
2024,0,33399,Adam Hadwin,71.47,2716,38
2024,0,35617,Martin Trainer,71.56,1145,16
2024,0,27649,Brandt Snedeker,71.6,1432,20
2024,0,48119,Ben Taylor,71.6,1074,15
2024,0,34466,Peter Malnati,71.61,2005,28
2024,0,48699,Callum Tarren,71.61,2005,28
2024,0,52666,Sami Valimaki,71.63,1361,19
2024,0,27330,Josh Teater,71.67,1505,21
2024,0,57366,Cameron Young,71.68,2007,28
2024,0,47420,Jake Knapp,71.7,1936,27
2024,0,55454,Carl Yuan,71.79,1364,19
2024,0,37212,Paul Barjon,71.81,1149,16
2024,0,52453,Nicolai Højgaard,72.06,1297,18
2024,0,28420,Ryan Brehm,72.11,2019,28
2024,0,51070,Vincent Norrman,72.21,1733,24
2024,0,27770,Camilo Villegas,72.48,1667,23
2023,0,35450,Patrick Cantlay,68.13,1022,15
2023,0,47591,Eric Cole,68.14,1908,28
2023,0,58696,Peter Kuest,68.25,546,8
2023,0,56630,Akshay Bhatia,68.41,1847,27
2023,0,50525,Collin Morikawa,68.43,958,14
2023,0,48081,Xander Schauffele,68.47,1027,15
2023,0,46717,Viktor Hovland,68.5,1096,16
2023,0,46970,Jon Rahm,68.6,1029,15
2023,0,46046,Scottie Scheffler,68.67,1236,18
2023,0,55789,Taylor Montgomery,68.88,1653,24
2023,0,51766,Wyndham Clark,68.93,1861,27
2023,0,55182,Tom Kim,68.96,1586,23
2023,0,51890,Greyson Sigg,69.0,2208,32
2023,0,33653,Thomas Detry,69.07,1934,28
2023,0,39324,J.J. Spaun,69.1,2764,40
2023,0,57975,Harry Hall,69.13,1659,24
2023,0,39971,Sungjae Im,69.17,1660,24
2023,0,35461,Beau Hossler,69.2,2076,30
2023,0,34256,Andrew Putnam,69.2,2837,41
2023,0,32839,Hideki Matsuyama,69.21,1315,19
2023,0,36326,David Lipsky,69.24,2285,33
2023,0,52955,Ludvig Åberg,69.27,762,11
2023,0,54783,Dylan Wu,69.29,2633,38
2023,0,47988,Nick Hardy,69.3,2564,37
2023,0,34363,Tyrrell Hatton,69.32,1733,25
2023,0,34098,Russell Henley,69.32,2149,31
2023,0,34046,Jordan Spieth,69.41,1180,17
2023,0,32791,K.H. Lee,69.45,2292,33
2023,0,51070,Vincent Norrman,69.45,1389,20
2023,0,22371,Aaron Baddeley,69.46,1806,26
2023,0,51997,Andrew Novak,69.46,1667,24
2023,0,37275,Sam Ryder,69.46,2431,35
2023,0,57366,Cameron Young,69.46,1945,28
2023,0,39997,Corey Conners,69.48,1598,23
2023,0,46414,Aaron Rai,69.48,2154,31
2023,0,36799,Stephan Jaeger,69.49,2849,41
2023,0,22405,Justin Rose,69.5,1112,16
2023,0,47347,Adam Schenk,69.53,2225,32
2023,0,39954,Cody Gribble,69.54,1669,24
2023,0,23108,Matt Kuchar,69.56,1878,27
2023,0,30927,Brendon Todd,69.57,3061,44
2023,0,33141,Keegan Bradley,69.58,1670,24
2023,0,40115,Adam Svensson,69.61,2854,41
2023,0,28089,Jason Day,69.62,1462,21
2023,0,32333,Kevin Tway,69.64,2507,36
2023,0,32102,Rickie Fowler,69.67,1254,18
2023,0,28775,Nate Lashley,69.68,2369,34
2023,0,39335,Kevin Roy,69.71,1464,21
2023,0,47504,Sam Burns,69.72,2022,29
2023,0,34255,Joseph Bramlett,69.73,2092,30
2023,0,30926,Chris Kirk,69.74,1883,27
2023,0,54591,Ben Griffin,69.76,2302,33
2023,0,25493,Nick Taylor,69.76,2302,33
2023,0,40098,Matt Fitzpatrick,69.78,1256,18
2023,0,45242,Kevin Yu,69.78,1605,23
2023,0,34563,Chesson Hadley,69.79,1675,24
2023,0,47993,Denny McCarthy,69.79,1954,28
2023,0,46340,Alex Smalley,69.8,2443,35
2023,0,33204,Shane Lowry,69.81,1466,21
2023,0,29289,S.Y. Noh,69.81,1466,21
2023,0,33448,Justin Thomas,69.83,1257,18
2023,0,37455,Si Woo Kim,69.85,2724,39
2023,0,36871,Matt NeSmith,69.85,1886,27
2023,0,54421,Garrick Higgo,69.86,2934,42
2023,0,40058,Zac Blair,69.87,1607,23
2023,0,30911,Tommy Fleetwood,69.88,1188,17
2023,0,36699,Patrick Rodgers,69.91,2307,33
2023,0,58168,Davis Thompson,69.91,1608,23
2023,0,52453,Nicolai Hojgaard,69.92,909,13
2023,0,48117,Kurt Kitayama,69.95,1329,19
2023,0,24502,Adam Scott,69.95,1329,19
2023,0,33948,Byeong Hun An,69.96,1889,27
2023,0,57362,Austin Eckroat,69.96,1749,25
2023,0,26596,Ryan Moore,69.96,1679,24
2023,0,48699,Callum Tarren,69.96,1679,24
2023,0,39546,Keith Mitchell,69.97,2239,32
2023,0,35449,Adam Long,70.03,2591,37
2023,0,45522,Christiaan Bezuidenhout,70.04,1821,26
2023,0,12716,Charley Hoffman,70.04,1611,23
2023,0,53165,Doc Redman,70.04,1681,24
2023,0,56762,Will Gordon,70.06,2522,36
2023,0,50188,S.H. Kim,70.06,2312,33
2023,0,25900,Lucas Glover,70.07,2102,30
2023,0,35506,Mackenzie Hughes,70.07,1962,28
2023,0,45609,Tyler Duncan,70.08,2663,38
2023,0,39058,Lucas Herbert,70.08,1682,24
2023,0,51634,Sahith Theegala,70.09,2243,32
2023,0,37338,Zecheng Dou,70.1,2033,29
2023,0,46441,Robby Shelton,70.11,1963,28
2023,0,47983,Chad Ramey,70.13,2665,38
2023,0,52375,Doug Ghim,70.14,2595,37
2023,0,29725,Tony Finau,70.16,1754,25
2023,0,27644,Brian Harman,70.17,1614,23
2023,0,49960,Sepp Straka,70.18,2386,34
2023,0,24925,Jonathan Byrd,70.19,1123,16
2023,0,50095,Austin Smotherman,70.19,2246,32
2023,0,52374,Brandon Wu,70.19,2527,36
2023,0,39977,Max Homa,70.2,1053,15
2023,0,40162,Justin Lower,70.2,2457,35
2023,0,25818,Scott Piercy,70.2,2878,41
2023,0,55708,Hayden Buckley,70.21,2317,33
2023,0,32816,Satoshi Kodaira,70.22,1615,23
2023,0,49771,J.T. Poston,70.22,2247,32
2023,0,36801,Mark Hubbard,70.24,2599,37
2023,0,39975,Michael Kim,70.24,1756,25
2023,0,48867,Matti Schmid,70.24,1194,17
2023,0,28237,Rory McIlroy,70.25,562,8
2023,0,27963,Chris Stroud,70.26,1616,23
2023,0,31577,Tano Goya,70.27,1546,22
2023,0,54628,Lee Hodges,70.27,2881,41
2023,0,29221,Webb Simpson,70.28,1265,18
2023,0,39067,MJ Daffue,70.29,2952,42
2023,0,32640,Troy Merritt,70.31,2039,29
2023,0,33597,Harry Higgs,70.33,1266,18
2023,0,40006,Erik van Rooyen,70.33,2110,30
2023,0,33413,Ben Martin,70.38,2393,34
2023,0,23320,Ryan Palmer,70.38,2041,29
2023,0,50493,Justin Suh,70.4,2464,35
2023,0,34099,Harris English,70.42,2535,36
2023,0,27554,Scott Harrington,70.45,1409,20
2023,0,27129,Luke List,70.5,2961,42
2023,0,32366,Kevin Chappell,70.53,1340,19
2023,0,31560,Brian Stuard,70.54,1975,28
2023,0,35617,Martin Trainer,70.54,1834,26
2023,0,27349,Alex Noren,70.56,1905,27
2023,0,28420,Ryan Brehm,70.58,2329,33
2023,0,30692,Scott Stallings,70.58,2541,36
2023,0,46435,Austin Cook,70.59,1906,27
2023,0,45157,Cam Davis,70.6,1412,20
2023,0,33122,Russell Knox,70.6,3318,47
2023,0,35879,Kelly Kraft,70.62,1836,26
2023,0,22056,Cameron Percy,70.62,1483,21
2023,0,32448,James Hahn,70.64,2543,36
2023,0,35532,Tom Hoge,70.64,2331,33
2023,0,24140,Sean O'Hair,70.65,1201,17
2023,0,55454,Carl Yuan,70.67,1696,24
2023,0,47079,Harrison Endycott,70.7,2121,30
2023,0,46601,Trey Mullinax,70.71,1980,28
2023,0,40250,Taylor Pendrith,70.71,1697,24
2023,0,31323,Gary Woodland,70.72,1768,25
2023,0,30163,Henrik Norlander,70.73,2122,30
2023,0,36724,Augusto Núñez,70.74,1627,23
2023,0,49298,Kramer Hickok,70.75,2547,36
2023,0,46442,Maverick McNealy,70.75,849,12
2023,0,48084,Wesley Bryan,70.77,920,13
2023,0,52513,Carson Young,70.77,2194,31
2023,0,51349,Nico Echavarria,70.78,1274,18
2023,0,20229,Stewart Cink,70.79,1982,28
2023,0,31646,Emiliano Grillo,70.79,2973,42
2023,0,29420,Billy Horschel,70.79,991,14
2023,0,48119,Ben Taylor,70.84,2621,37
2023,0,33399,Adam Hadwin,70.86,1984,28
2023,0,32757,Patton Kizzire,70.86,2055,29
2023,0,34076,Joel Dahmen,70.87,2126,30
2023,0,19803,Ryan Armour,70.89,1985,28
2023,0,28252,Seamus Power,70.89,1985,28
2023,0,27936,Martin Laird,70.91,2482,35
2023,0,34610,Matthias Schwab,70.91,2269,32
2023,0,47995,Davis Riley,70.96,1845,26
2023,0,48887,Matt Wallace,70.96,1845,26
2023,0,35901,Paul Haley II,70.97,2271,32
2023,0,27214,Kevin Streelman,71.0,1775,25
2023,0,49947,Taylor Moore,71.03,2770,39
2023,0,49766,Hank Lebioda,71.05,1350,19
2023,0,32139,Danny Willett,71.05,1421,20
2023,0,26476,Chez Reavie,71.07,3269,46
2023,0,34431,Robert Streb,71.07,2061,29
2023,0,31202,William McGirt,71.14,1494,21
2023,0,51414,Brent Grant,71.15,1423,20
2023,0,25686,Jason Dufner,71.17,2491,35
2023,0,47128,Richy Werenski,71.18,3132,44
2023,0,33408,Tyson Alexander,71.19,1922,27
2023,0,34466,Peter Malnati,71.2,1780,25
2023,0,32662,Michael Gligic,71.21,1994,28
2023,0,25632,Jimmy Walker,71.22,2279,32
2023,0,24024,Zach Johnson,71.24,1496,21
2023,0,55893,Sam Stevens,71.28,2067,29
2023,0,27974,Sung Kang,71.29,998,14
2023,0,33410,Andrew Landry,71.3,2852,40
2023,0,58967,Trevor Werbylo,71.34,2069,29
2023,0,35310,Lanto Griffin,71.36,1784,25
2023,0,49453,Trevor Cone,71.4,2142,30
2023,0,34409,David Lingmerth,71.42,1857,26
2023,0,52372,Cameron Champ,71.43,1643,23
2023,0,52411,Kyle Westmoreland,71.44,1929,27
2023,0,29908,C.T. Pan,71.47,1215,17
2023,0,29535,Brice Garnett,71.62,1504,21
2023,0,59018,Ryan Gerard,71.64,1003,14
2023,0,51950,Max McGreevy,71.76,1794,25
2023,0,31557,Jim Herman,71.8,2513,35
2023,0,51491,Brandon Matthews,71.84,1365,19
2023,0,29970,Dylan Frittelli,72.39,2389,33
2023,0,27095,Nick Watney,72.61,2033,28
2022,0,46046,Scottie Scheffler,66.81,1069,16
2022,0,35891,Cameron Smith,67.83,814,12
2022,0,49964,Aaron Wise,68.3,1366,20
2022,0,46402,Talor Gooch,68.52,1439,21
2022,0,47504,Sam Burns,68.56,1097,16
2022,0,33448,Justin Thomas,68.56,1097,16
2022,0,28237,Rory McIlroy,68.57,480,7
2022,0,50525,Collin Morikawa,68.75,1375,20
2022,0,48081,Xander Schauffele,68.8,1032,15
2022,0,57366,Cameron Young,68.88,1102,16
2022,0,34046,Jordan Spieth,69.11,1313,19
2022,0,34256,Andrew Putnam,69.12,1797,26
2022,0,29926,Danny Lee,69.13,1106,16
2022,0,45486,Joaquin Niemann,69.2,1384,20
2022,0,45609,Tyler Duncan,69.21,2007,29
2022,0,30692,Scott Stallings,69.23,1800,26
2022,0,47988,Nick Hardy,69.24,1177,17
2022,0,28775,Nate Lashley,69.25,1385,20
2022,0,45540,Jared Wolfe,69.3,693,10
2022,0,49771,J.T. Poston,69.31,2218,32
2022,0,47529,Mito Pereira,69.33,2080,30
2022,0,30911,Tommy Fleetwood,69.38,1110,16
2022,0,47483,Will Zalatoris,69.38,1110,16
2022,0,37189,Harold Varner III,69.4,1041,15
2022,0,51890,Greyson Sigg,69.43,2083,30
2022,0,32150,Michael Thompson,69.44,2500,36
2022,0,27064,Jhonattan Vegas,69.47,1042,15
2022,0,31646,Emiliano Grillo,69.48,1876,27
2022,0,29725,Tony Finau,69.5,2085,30
2022,0,21961,Charles Howell III,69.5,1112,16
2022,0,28252,Seamus Power,69.5,1807,26
2022,0,39997,Corey Conners,69.52,2294,33
2022,0,39971,Sungjae Im,69.52,1460,21
2022,0,48822,Sebastián Muñoz,69.53,2225,32
2022,0,48699,Callum Tarren,69.53,1043,15
2022,0,46340,Alex Smalley,69.55,1530,22
2022,0,40250,Taylor Pendrith,69.57,1461,21
2022,0,47995,Davis Riley,69.6,1740,25
2022,0,27936,Martin Laird,69.62,1810,26
2022,0,32839,Hideki Matsuyama,69.63,1323,19
2022,0,29221,Webb Simpson,69.63,1323,19
2022,0,55708,Hayden Buckley,69.64,1532,22
2022,0,36884,Ben Kohles,69.64,975,14
2022,0,35532,Tom Hoge,69.66,2020,29
2022,0,39546,Keith Mitchell,69.66,2438,35
2022,0,46717,Viktor Hovland,69.67,1463,21
2022,0,33204,Shane Lowry,69.69,906,13
2022,0,27129,Luke List,69.71,2161,31
2022,0,35449,Adam Long,69.72,2231,32
2022,0,33141,Keegan Bradley,69.73,1813,26
2022,0,46601,Trey Mullinax,69.73,2092,30
2022,0,32791,K.H. Lee,69.77,3000,43
2022,0,47993,Denny McCarthy,69.77,2163,31
2022,0,51634,Sahith Theegala,69.77,2163,31
2022,0,34098,Russell Henley,69.78,1605,23
2022,0,46442,Maverick McNealy,69.79,2024,29
2022,0,22056,Cameron Percy,69.81,1117,16
2022,0,33122,Russell Knox,69.83,2095,30
2022,0,33490,Bo Hoag,69.86,978,14
2022,0,10381,Curtis Thompson,69.86,1467,21
2022,0,32139,Danny Willett,69.86,1537,22
2022,0,45522,Christiaan Bezuidenhout,69.91,2307,33
2022,0,23108,Matt Kuchar,69.94,1259,18
2022,0,24024,Zach Johnson,69.95,1539,22
2022,0,23621,Rory Sabbatini,69.95,1329,19
2022,0,31560,Brian Stuard,69.95,1539,22
2022,0,34466,Peter Malnati,69.97,2659,38
2022,0,33419,Cameron Tringale,69.97,2519,36
2022,0,28089,Jason Day,70.0,980,14
2022,0,46970,Jon Rahm,70.0,1190,17
2022,0,53165,Doc Redman,70.0,2030,29
2022,0,40115,Adam Svensson,70.0,1680,24
2022,0,23983,Luke Donald,70.04,1891,27
2022,0,27644,Brian Harman,70.06,2522,36
2022,0,47856,Seth Reeves,70.07,981,14
2022,0,35450,Patrick Cantlay,70.09,771,11
2022,0,29478,Kevin Kisner,70.1,1402,20
2022,0,34431,Robert Streb,70.12,2384,34
2022,0,39977,Max Homa,70.13,1683,24
2022,0,27214,Kevin Streelman,70.13,2174,31
2022,0,25818,Scott Piercy,70.15,1403,20
2022,0,47983,Chad Ramey,70.16,1333,19
2022,0,22405,Justin Rose,70.18,1193,17
2022,0,25493,Nick Taylor,70.18,2316,33
2022,0,30926,Chris Kirk,70.19,2246,32
2022,0,26851,Marc Leishman,70.19,1825,26
2022,0,24502,Adam Scott,70.19,1474,21
2022,0,40098,Matt Fitzpatrick,70.21,983,14
2022,0,33399,Adam Hadwin,70.21,1685,24
2022,0,29420,Billy Horschel,70.21,1685,24
2022,0,29908,C.T. Pan,70.23,2177,31
2022,0,54783,Dylan Wu,70.26,1616,23
2022,0,35461,Beau Hossler,70.28,1265,18
2022,0,34174,John Huh,70.28,2038,29
2022,0,54628,Lee Hodges,70.31,1828,26
2022,0,32816,Satoshi Kodaira,70.31,1125,16
2022,0,49766,Hank Lebioda,70.32,1547,22
2022,0,39953,Chase Seiffert,70.32,1336,19
2022,0,45157,Cam Davis,70.33,2321,33
2022,0,27349,Alex Noren,70.33,1266,18
2022,0,36801,Mark Hubbard,70.36,1759,25
2022,0,51894,Vince Whaley,70.4,2112,30
2022,0,32333,Kevin Tway,70.43,1972,28
2022,0,30978,Kiradech Aphibarnrat,70.47,1057,15
2022,0,52374,Brandon Wu,70.48,1903,27
2022,0,35310,Lanto Griffin,70.5,1974,28
2022,0,49947,Taylor Moore,70.5,1833,26
2022,0,50095,Austin Smotherman,70.5,1692,24
2022,0,30927,Brendon Todd,70.51,2468,35
2022,0,34255,Joseph Bramlett,70.52,2327,33
2022,0,23325,Vaughn Taylor,70.53,1340,19
2022,0,52375,Doug Ghim,70.54,1975,28
2022,0,37455,Si Woo Kim,70.54,2610,37
2022,0,29289,S.Y. Noh,70.54,1834,26
2022,0,29518,Brendan Steele,70.54,1693,24
2022,0,24925,Jonathan Byrd,70.58,1694,24
2022,0,40006,Erik van Rooyen,70.58,1341,19
2022,0,34076,Joel Dahmen,70.63,2260,32
2022,0,34363,Tyrrell Hatton,70.63,1342,19
2022,0,32640,Troy Merritt,70.64,1978,28
2022,0,47347,Adam Schenk,70.64,1766,25
2022,0,39324,J.J. Spaun,70.64,2543,36
2022,0,32448,James Hahn,70.65,1625,23
2022,0,30944,Jason Kokrak,70.65,1837,26
2022,0,34610,Matthias Schwab,70.65,1625,23
2022,0,32366,Kevin Chappell,70.67,1060,15
2022,0,51766,Wyndham Clark,70.67,2120,30
2022,0,29974,Branden Grace,70.67,1272,18
2022,0,20229,Stewart Cink,70.68,1767,25
2022,0,12716,Charley Hoffman,70.68,1767,25
2022,0,34360,Patrick Reed,70.68,1555,22
2022,0,24138,Ian Poulter,70.7,707,10
2022,0,36699,Patrick Rodgers,70.7,2121,30
2022,0,26300,Matt Jones,70.71,1697,24
2022,0,51950,Max McGreevy,70.71,990,14
2022,0,26476,Chez Reavie,70.71,2475,35
2022,0,40162,Justin Lower,70.73,1556,22
2022,0,32757,Patton Kizzire,70.74,2405,34
2022,0,27139,David Skinns,70.74,1627,23
2022,0,31557,Jim Herman,70.75,1415,20
2022,0,48117,Kurt Kitayama,70.75,1132,16
2022,0,36852,Jim Knous,70.75,1132,16
2022,0,46414,Aaron Rai,70.75,1981,28
2022,0,19803,Ryan Armour,70.78,1274,18
2022,0,32662,Michael Gligic,70.79,1345,19
2022,0,23320,Ryan Palmer,70.82,1558,22
2022,0,35506,Mackenzie Hughes,70.84,2196,31
2022,0,51997,Andrew Novak,70.85,1913,27
2022,0,37212,Paul Barjon,70.86,1559,22
2022,0,34563,Chesson Hadley,70.86,1559,22
2022,0,48887,Matt Wallace,70.87,1063,15
2022,0,34264,Hudson Swafford,70.88,1701,24
2022,0,46435,Austin Cook,70.93,1915,27
2022,0,25686,Jason Dufner,70.93,1064,15
2022,0,36871,Matthew NeSmith,70.93,2128,30
2022,0,29970,Dylan Frittelli,71.0,2414,34
2022,0,29535,Brice Garnett,71.0,1917,27
2022,0,24924,Bill Haas,71.0,2130,30
2022,0,24361,Pat Perez,71.0,1562,22
2022,0,33486,Roger Sloan,71.0,1420,20
2022,0,37275,Sam Ryder,71.03,2415,34
2022,0,30163,Henrik Norlander,71.05,1350,19
2022,0,49298,Kramer Hickok,71.07,2132,30
2022,0,45526,Abraham Ancer,71.13,1138,16
2022,0,48084,Wesley Bryan,71.14,996,14
2022,0,36799,Stephan Jaeger,71.17,1637,23
2022,0,31323,Gary Woodland,71.19,1139,16
2022,0,36689,Brooks Koepka,71.23,926,13
2022,0,24980,Scott Gutschewski,71.26,1354,19
