YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,GIR PUTTS,GREENS HIT,BIRDIE CONVERSION
2024,46,0,22371,Aaron Baddeley,1.742,1451,833,29.28%
2024,46,0,60067,Joe Highsmith,1.742,1543,886,33.33%
2024,46,0,36801,Mark Hubbard,1.742,2117,1215,32.62%
2024,46,0,30926,Chris Kirk,1.742,1589,912,32.09%
2024,46,0,33448,Justin Thomas,1.742,1378,791,32.45%
2024,51,0,29420,Billy Horschel,1.743,1584,909,30.94%
2024,51,0,40006,Erik van Rooyen,1.743,1731,993,32.86%
2024,53,0,29936,Ryan Fox,1.744,1615,926,32.79%
2024,53,0,33399,Adam Hadwin,1.744,1610,923,32.14%
2024,53,0,55182,Tom Kim,1.744,1641,941,33.40%
2024,53,0,58168,Davis Thompson,1.744,1939,1112,31.89%
2024,57,0,35450,Patrick Cantlay,1.745,1288,738,33.74%
2024,58,0,59836,Pierceson Coody,1.746,1683,964,32.50%
2024,59,0,33141,Keegan Bradley,1.747,1667,954,31.97%
2024,59,0,54591,Ben Griffin,1.747,2458,1407,31.84%
2024,59,0,36799,Stephan Jaeger,1.747,1640,939,33.44%
2024,59,0,39327,Ben Silverman,1.747,1719,984,29.69%
2024,59,0,52666,Sami Valimaki,1.747,1228,703,31.95%
2024,64,0,33408,Tyson Alexander,1.748,1491,853,32.90%
2024,64,0,57362,Austin Eckroat,1.748,1874,1072,31.40%
2024,64,0,25900,Lucas Glover,1.748,2023,1157,31.14%
2024,64,0,33204,Shane Lowry,1.748,1475,844,31.50%
2024,64,0,51634,Sahith Theegala,1.748,1986,1136,33.04%
2024,69,0,27064,Jhonattan Vegas,1.749,1639,937,32.87%
2024,70,0,52215,Robert MacIntyre,1.75,1496,855,31.93%
2024,70,0,46441,Robby Shelton,1.75,1549,885,31.75%
2024,70,0,57366,Cameron Young,1.75,1689,965,33.37%
2024,73,0,34099,Harris English,1.751,1931,1103,31.43%
2024,73,0,31646,Emiliano Grillo,1.751,1765,1008,29.95%
2024,73,0,33968,Thorbjørn Olesen,1.751,965,551,32.67%
2024,76,0,32757,Patton Kizzire,1.752,1407,803,32.79%
2024,77,0,32102,Rickie Fowler,1.754,1580,901,31.33%
2024,77,0,23108,Matt Kuchar,1.754,1531,873,28.62%
2024,77,0,32839,Hideki Matsuyama,1.754,1559,889,31.48%
2024,77,0,36699,Patrick Rodgers,1.754,2205,1257,31.55%
2024,77,0,33486,Roger Sloan,1.754,1403,800,31.20%
2024,82,0,39997,Corey Conners,1.755,1932,1101,31.76%
2024,82,0,45157,Cam Davis,1.755,1544,880,33.56%
2024,82,0,28252,Seamus Power,1.755,2059,1173,30.65%
2024,82,0,50484,Hayden Springer,1.755,1574,897,33.22%
2024,86,0,48867,Matti Schmid,1.756,1719,979,33.37%
2024,87,0,29725,Tony Finau,1.757,1724,981,32.24%
2024,87,0,51696,Rico Hoey,1.757,1884,1072,32.52%
2024,87,0,49947,Taylor Moore,1.757,2079,1183,30.79%
2024,87,0,55893,Sam Stevens,1.757,2170,1235,32.03%
2024,87,0,49960,Sepp Straka,1.757,1645,936,29.44%
2024,92,0,32791,K.H. Lee,1.758,1670,950,31.01%
2024,92,0,50493,Justin Suh,1.758,1570,893,32.25%
2024,94,0,54421,Garrick Higgo,1.759,1697,965,31.46%
2024,94,0,39977,Max Homa,1.759,1594,906,31.64%
2024,94,0,47420,Jake Knapp,1.759,1553,883,32.99%
2024,94,0,34256,Andrew Putnam,1.759,1724,980,29.18%
2024,94,0,47995,Davis Riley,1.759,1486,845,33.18%
2024,94,0,32333,Kevin Tway,1.759,1335,759,29.78%
2024,94,0,54783,Dylan Wu,1.759,1726,981,32.99%
2024,101,0,29908,C.T. Pan,1.76,1267,720,29.75%
2024,102,0,51287,Ryo Hisatsune,1.761,1875,1065,29.89%
2024,102,0,59143,Mac Meissner,1.761,1597,907,31.05%
2024,102,0,39324,J.J. Spaun,1.761,1798,1021,31.93%
2024,102,0,52513,Carson Young,1.761,1897,1077,32.34%
2024,106,0,47983,Chad Ramey,1.762,1811,1028,31.48%
2024,106,0,27214,Kevin Streelman,1.762,1491,846,30.29%
2024,108,0,34587,Chan Kim,1.763,1795,1018,31.89%
2024,108,0,37378,Min Woo Lee,1.763,1370,777,31.48%
2024,108,0,22405,Justin Rose,1.763,1225,695,31.22%
2024,111,0,27936,Martin Laird,1.764,1586,899,30.29%
2024,111,0,32640,Troy Merritt,1.764,1552,880,31.97%
2024,111,0,38991,Alejandro Tosti,1.764,1425,808,34.25%
2024,114,0,34466,Peter Malnati,1.765,1463,829,29.71%
2024,114,0,39546,Keith Mitchell,1.765,1813,1027,34.28%
2024,114,0,47679,Victor Perez,1.765,1567,888,28.59%
2024,114,0,25493,Nick Taylor,1.765,1709,968,30.47%
2024,118,0,46340,Alex Smalley,1.766,1662,941,30.91%
2024,119,0,46414,Aaron Rai,1.767,1958,1108,29.90%
2024,120,0,36884,Ben Kohles,1.768,1894,1071,29.47%
2024,120,0,27129,Luke List,1.768,1665,942,31.38%
2024,120,0,48887,Matt Wallace,1.768,1416,801,30.91%
2024,123,0,40026,Daniel Berger,1.769,1723,974,30.41%
2024,123,0,40058,Zac Blair,1.769,1741,984,27.89%
2024,123,0,50497,Adrien Dumont de Chassart,1.769,1560,882,30.07%
2024,123,0,48153,Matthieu Pavon,1.769,1323,748,30.21%
2024,123,0,29221,Webb Simpson,1.769,1003,567,30.44%
2024,128,0,32367,Jorge Campillo,1.77,1099,621,30.86%
2024,128,0,59095,Chris Gotterup,1.77,1531,865,30.79%
2024,128,0,27349,Alex Noren,1.77,1501,848,29.75%
2024,128,0,30163,Henrik Norlander,1.77,1508,852,31.29%
2024,128,0,31323,Gary Woodland,1.77,1689,954,31.16%
2024,128,0,52374,Brandon Wu,1.77,1747,987,30.86%
2024,134,0,48117,Kurt Kitayama,1.771,1734,979,30.77%
2024,135,0,29535,Brice Garnett,1.772,1088,614,29.79%
2024,135,0,52375,Doug Ghim,1.772,2109,1190,29.82%
2024,135,0,36326,David Lipsky,1.772,1503,848,29.89%
2024,135,0,48119,Ben Taylor,1.772,1260,711,28.15%
2024,139,0,32366,Kevin Chappell,1.773,1220,688,31.05%
2024,139,0,30911,Tommy Fleetwood,1.773,1525,860,29.22%
2024,139,0,24024,Zach Johnson,1.773,1014,572,30.07%
2024,142,0,34563,Chesson Hadley,1.774,1442,813,30.75%
2024,142,0,60767,Blaine Hale Jr.,1.774,1084,611,30.21%
2024,144,0,54576,Patrick Fishburn,1.775,1660,935,30.26%
2024,145,0,34076,Joel Dahmen,1.776,2021,1138,29.25%
2024,146,0,27139,David Skinns,1.777,1836,1033,28.88%
2024,146,0,55454,Carl Yuan,1.777,1292,727,30.39%
2024,148,0,47347,Adam Schenk,1.779,1920,1079,30.80%
2024,149,0,56149,Wilson Furr,1.78,1214,682,29.94%
2024,149,0,48319,Tom Whitney,1.78,1508,847,30.33%
2024,151,0,59442,Parker Coody,1.781,1165,654,27.83%
2024,151,0,46113,Ryan McCormick,1.781,1339,752,30.89%
2024,153,0,27649,Brandt Snedeker,1.782,1185,665,28.87%
2024,154,0,34021,Bud Cauley,1.783,1223,686,27.74%
2024,155,0,26596,Ryan Moore,1.785,1592,892,28.23%
2024,155,0,26476,Chez Reavie,1.785,1510,846,27.69%
2024,157,0,32070,Rafael Campos,1.787,1319,738,31.66%
2024,157,0,47988,Nick Hardy,1.787,1973,1104,30.58%
2024,157,0,40115,Adam Svensson,1.787,2325,1301,28.91%
2024,160,0,54628,Lee Hodges,1.788,1995,1116,28.23%
2024,161,0,55708,Hayden Buckley,1.791,1506,841,28.61%
2024,161,0,28775,Nate Lashley,1.791,1669,932,28.09%
2024,161,0,35617,Martin Trainer,1.791,1001,559,28.55%
2024,164,0,35310,Lanto Griffin,1.793,1685,940,30.45%
2024,164,0,45242,Kevin Yu,1.793,1685,940,29.26%
2024,166,0,34374,Erik Barnes,1.795,1075,599,28.71%
2024,166,0,50095,Austin Smotherman,1.795,1253,698,28.12%
2024,168,0,52453,Nicolai Højgaard,1.796,1200,668,29.34%
2024,169,0,34255,Joseph Bramlett,1.798,1900,1057,30.46%
2024,170,0,52372,Cameron Champ,1.803,1264,701,28.76%
2024,170,0,47483,Will Zalatoris,1.803,1399,776,27.52%
2024,172,0,37212,Paul Barjon,1.804,1084,601,30.62%
2024,173,0,45609,Tyler Duncan,1.806,1539,852,26.77%
2024,173,0,47806,Raul Pereda,1.806,876,485,27.33%
2024,173,0,27330,Josh Teater,1.806,1156,640,27.66%
2024,176,0,29478,Kevin Kisner,1.807,1095,606,27.44%
2024,177,0,51890,Greyson Sigg,1.809,1769,978,25.79%
2024,177,0,27770,Camilo Villegas,1.809,1230,680,27.79%
2024,179,0,48699,Callum Tarren,1.812,1517,837,29.19%
2024,180,0,23320,Ryan Palmer,1.814,867,478,28.36%
2024,181,0,36871,Matt NeSmith,1.815,1661,915,25.71%
2024,182,0,47663,Kevin Dougherty,1.818,1396,768,29.02%
2024,183,0,28420,Ryan Brehm,1.821,1300,714,27.81%
2024,184,0,51070,Vincent Norrman,1.864,1122,602,23.75%
2023,1,0,55789,Taylor Montgomery,1.667,1927,1156,38.21%
2023,2,0,47591,Eric Cole,1.691,2528,1495,35.72%
2023,3,0,39977,Max Homa,1.699,1758,1035,35.47%
2023,4,0,37275,Sam Ryder,1.705,2275,1334,34.19%
2023,5,0,51634,Sahith Theegala,1.708,2116,1239,34.14%
2023,6,0,46970,Jon Rahm,1.711,1542,901,35.83%
2023,7,0,52955,Ludvig Åberg,1.712,1130,660,35.87%
2023,8,0,30911,Tommy Fleetwood,1.713,1473,860,33.64%
2023,9,0,24502,Adam Scott,1.714,1380,805,35.16%
2023,10,0,52453,Nicolai Hojgaard,1.716,980,571,33.63%
2023,10,0,46717,Viktor Hovland,1.716,1853,1080,34.98%
2023,12,0,48081,Xander Schauffele,1.717,1714,998,34.21%
2023,12,0,25493,Nick Taylor,1.717,1885,1098,32.60%
2023,14,0,30927,Brendon Todd,1.718,2128,1239,32.45%
2023,15,0,34363,Tyrrell Hatton,1.719,1602,932,33.83%
2023,16,0,35450,Patrick Cantlay,1.723,1558,904,35.14%
2023,17,0,47504,Sam Burns,1.724,1600,928,33.62%
2023,17,0,39058,Lucas Herbert,1.724,1195,693,34.10%
2023,19,0,22371,Aaron Baddeley,1.725,1634,947,30.33%
2023,19,0,32102,Rickie Fowler,1.725,2030,1177,33.11%
2023,19,0,55182,Tom Kim,1.725,1942,1126,33.78%
2023,22,0,33948,Byeong Hun An,1.726,2092,1212,33.31%
2023,22,0,57975,Harry Hall,1.726,2104,1219,33.50%
2023,22,0,50493,Justin Suh,1.726,2349,1361,33.68%
2023,25,0,51766,Wyndham Clark,1.727,2148,1244,33.60%
2023,26,0,33597,Harry Higgs,1.728,1690,978,31.93%
2023,26,0,22405,Justin Rose,1.728,1393,806,32.79%
2023,28,0,35532,Tom Hoge,1.729,2180,1261,33.17%
2023,28,0,28252,Seamus Power,1.729,1670,966,31.78%
2023,30,0,28237,Rory McIlroy,1.73,1353,782,34.27%
2023,31,0,47128,Richy Werenski,1.731,1937,1119,32.89%
2023,32,0,33141,Keegan Bradley,1.732,1715,990,33.20%
2023,32,0,47993,Denny McCarthy,1.732,2087,1205,31.87%
2023,32,0,46442,Maverick McNealy,1.732,1240,716,31.70%
2023,35,0,54591,Ben Griffin,1.733,2484,1433,32.35%
2023,35,0,35461,Beau Hossler,1.733,2295,1324,31.92%
2023,37,0,29289,S.Y. Noh,1.734,1415,816,31.94%
2023,38,0,33653,Thomas Detry,1.735,2016,1162,33.13%
2023,38,0,49771,J.T. Poston,1.735,2150,1239,32.36%
2023,38,0,46046,Scottie Scheffler,1.735,2046,1179,32.59%
2023,41,0,28089,Jason Day,1.736,1668,961,32.78%
2023,41,0,52374,Brandon Wu,1.736,2467,1421,31.83%
2023,43,0,31560,Brian Stuard,1.737,1424,820,29.71%
2023,44,0,35506,Mackenzie Hughes,1.738,1827,1051,31.52%
2023,44,0,25818,Scott Piercy,1.738,2018,1161,33.19%
2023,46,0,33399,Adam Hadwin,1.739,1862,1071,31.55%
2023,46,0,50188,S.H. Kim,1.739,2201,1266,32.73%
2023,48,0,34563,Chesson Hadley,1.74,2039,1172,32.28%
2023,48,0,39971,Sungjae Im,1.74,2164,1244,33.98%
2023,48,0,40162,Justin Lower,1.74,2272,1306,32.29%
2023,51,0,40098,Matt Fitzpatrick,1.741,1490,856,30.95%
2023,51,0,58696,Peter Kuest,1.741,1064,611,33.39%
2023,51,0,35449,Adam Long,1.741,2349,1349,30.63%
2023,54,0,28775,Nate Lashley,1.742,2340,1343,31.32%
2023,54,0,50525,Collin Morikawa,1.742,1803,1035,32.53%
2023,54,0,29221,Webb Simpson,1.742,1134,651,30.82%
2023,54,0,34046,Jordan Spieth,1.742,1446,830,32.41%
2023,58,0,27644,Brian Harman,1.743,1973,1132,31.56%
2023,58,0,30926,Chris Kirk,1.743,1924,1104,30.71%
2023,58,0,33413,Ben Martin,1.743,2205,1265,31.88%
2023,58,0,49960,Sepp Straka,1.743,1970,1130,31.08%
2023,58,0,40006,Erik van Rooyen,1.743,1673,960,32.85%
2023,63,0,45522,Christiaan Bezuidenhout,1.744,1819,1043,29.29%
2023,64,0,34409,David Lingmerth,1.745,1687,967,30.43%
2023,65,0,34466,Peter Malnati,1.747,1876,1074,32.12%
2023,66,0,23108,Matt Kuchar,1.748,1944,1112,30.18%
2023,67,0,34098,Russell Henley,1.749,1838,1051,30.19%
2023,68,0,47988,Nick Hardy,1.75,2569,1468,30.99%
2023,68,0,37455,Si Woo Kim,1.75,2076,1186,31.33%
2023,68,0,32757,Patton Kizzire,1.75,2100,1200,33.00%
2023,71,0,59018,Ryan Gerard,1.751,1271,726,33.10%
2023,71,0,31646,Emiliano Grillo,1.751,2422,1383,30.70%
2023,71,0,36801,Mark Hubbard,1.751,2494,1424,30.56%
2023,71,0,26596,Ryan Moore,1.751,1816,1037,30.21%
2023,75,0,27974,Sung Kang,1.752,1039,593,30.07%
2023,75,0,35879,Kelly Kraft,1.752,1901,1085,30.09%
2023,75,0,47983,Chad Ramey,1.752,2129,1215,31.71%
2023,78,0,40058,Zac Blair,1.753,1636,933,30.08%
2023,78,0,25900,Lucas Glover,1.753,2224,1269,31.41%
2023,78,0,47995,Davis Riley,1.753,2125,1212,32.51%
2023,78,0,55454,Carl Yuan,1.753,1783,1017,32.91%
2023,82,0,20229,Stewart Cink,1.754,1668,951,31.19%
2023,82,0,32839,Hideki Matsuyama,1.754,1836,1047,30.94%
2023,82,0,54783,Dylan Wu,1.754,2355,1343,31.22%
2023,85,0,29725,Tony Finau,1.755,1834,1045,32.92%
2023,85,0,36799,Stephan Jaeger,1.755,2716,1548,31.65%
2023,85,0,39546,Keith Mitchell,1.755,2011,1146,31.52%
2023,85,0,36699,Patrick Rodgers,1.755,2115,1205,30.67%
2023,85,0,57366,Cameron Young,1.755,1874,1068,34.21%
2023,90,0,34255,Joseph Bramlett,1.756,1728,984,31.33%
2023,90,0,54421,Garrick Higgo,1.756,2178,1240,32.50%
2023,90,0,31202,William McGirt,1.756,1103,628,29.92%
2023,93,0,39997,Corey Conners,1.757,1910,1087,31.06%
2023,94,0,23320,Ryan Palmer,1.758,1698,966,31.64%
2023,94,0,50095,Austin Smotherman,1.758,2102,1196,32.38%
2023,96,0,46435,Austin Cook,1.759,1754,997,29.52%
2023,96,0,51890,Greyson Sigg,1.759,2302,1309,29.56%
2023,96,0,40115,Adam Svensson,1.759,2624,1492,31.50%
2023,99,0,56762,Will Gordon,1.76,2491,1415,31.56%
2023,99,0,27349,Alex Noren,1.76,1929,1096,29.77%
2023,99,0,55893,Sam Stevens,1.76,2265,1287,30.09%
2023,99,0,48699,Callum Tarren,1.76,2123,1206,30.53%
2023,99,0,58168,Davis Thompson,1.76,2110,1199,30.67%
2023,99,0,52513,Carson Young,1.76,2183,1240,29.78%
2023,105,0,56630,Akshay Bhatia,1.761,1881,1068,31.83%
2023,105,0,32366,Kevin Chappell,1.761,1208,686,29.91%
2023,105,0,46441,Robby Shelton,1.761,2159,1226,30.15%
2023,108,0,32791,K.H. Lee,1.762,2328,1321,30.33%
2023,109,0,45157,Cam Davis,1.763,1957,1110,31.40%
2023,110,0,29535,Brice Garnett,1.764,1925,1091,28.56%
2023,110,0,31577,Tano Goya,1.764,1963,1113,33.18%
2023,110,0,51070,Vincent Norrman,1.764,1863,1056,31.90%
2023,113,0,37338,Zecheng Dou,1.765,2083,1180,31.61%
2023,113,0,34256,Andrew Putnam,1.765,2459,1393,29.02%
2023,113,0,35617,Martin Trainer,1.765,1304,739,33.65%
2023,116,0,33408,Tyson Alexander,1.766,1929,1092,30.31%
2023,116,0,46414,Aaron Rai,1.766,2324,1316,30.13%
2023,116,0,48867,Matti Schmid,1.766,1722,975,32.82%
2023,119,0,54628,Lee Hodges,1.767,2230,1262,28.61%
2023,119,0,46340,Alex Smalley,1.767,2470,1398,30.10%
2023,119,0,48119,Ben Taylor,1.767,2184,1236,29.90%
2023,122,0,29970,Dylan Frittelli,1.768,1480,837,30.22%
2023,122,0,33204,Shane Lowry,1.768,1308,740,29.13%
2023,122,0,33448,Justin Thomas,1.768,1506,852,33.14%
2023,125,0,57362,Austin Eckroat,1.769,2101,1188,30.30%
2023,125,0,34099,Harris English,1.769,1995,1128,29.57%
2023,127,0,55708,Hayden Buckley,1.77,1837,1038,28.42%
2023,127,0,29420,Billy Horschel,1.77,1306,738,30.43%
2023,127,0,49947,Taylor Moore,1.77,2064,1166,30.67%
2023,127,0,45242,Kevin Yu,1.77,1643,928,32.14%
2023,131,0,48117,Kurt Kitayama,1.771,1452,820,30.68%
2023,131,0,36326,David Lipsky,1.771,2216,1251,29.76%
2023,133,0,35901,Paul Haley II,1.772,1901,1073,29.32%
2023,133,0,32139,Danny Willett,1.772,1308,738,27.72%
2023,135,0,27554,Scott Harrington,1.773,1695,956,31.87%
2023,135,0,39324,J.J. Spaun,1.773,2296,1295,29.60%
2023,137,0,48084,Wesley Bryan,1.774,995,561,31.79%
2023,137,0,51349,Nico Echavarria,1.774,1637,923,28.85%
2023,139,0,51950,Max McGreevy,1.775,1869,1053,28.71%
2023,140,0,19803,Ryan Armour,1.776,2032,1144,27.63%
2023,140,0,34076,Joel Dahmen,1.776,1973,1111,28.70%
2023,140,0,39975,Michael Kim,1.776,2113,1190,28.41%
2023,140,0,32640,Troy Merritt,1.776,1920,1081,30.56%
2023,144,0,45609,Tyler Duncan,1.777,2129,1198,29.71%
2023,144,0,33410,Andrew Landry,1.777,1638,922,28.32%
2023,144,0,24140,Sean O'Hair,1.777,1107,623,30.11%
2023,144,0,34431,Robert Streb,1.777,1724,970,27.70%
2023,148,0,32816,Satoshi Kodaira,1.778,1394,784,30.74%
2023,148,0,27936,Martin Laird,1.778,1961,1103,29.75%
2023,150,0,39067,MJ Daffue,1.779,2210,1242,32.39%
2023,150,0,47079,Harrison Endycott,1.779,1888,1061,30.12%
2023,152,0,39954,Cody Gribble,1.78,1515,851,30.35%
2023,152,0,32448,James Hahn,1.78,1752,984,28.13%
2023,154,0,52375,Doug Ghim,1.781,2132,1197,29.37%
2023,154,0,27129,Luke List,1.781,2269,1274,30.79%
2023,154,0,36871,Matt NeSmith,1.781,2205,1238,28.56%
2023,154,0,39335,Kevin Roy,1.781,1669,937,30.20%
2023,158,0,29908,C.T. Pan,1.782,1210,679,28.91%
2023,158,0,34610,Matthias Schwab,1.782,2167,1216,27.79%
2023,160,0,52372,Cameron Champ,1.783,1735,973,30.35%
2023,160,0,51997,Andrew Novak,1.783,2045,1147,29.21%
2023,160,0,40250,Taylor Pendrith,1.783,2209,1239,29.10%
2023,160,0,48887,Matt Wallace,1.783,1742,977,29.19%
2023,164,0,24024,Zach Johnson,1.784,1436,805,25.78%
2023,165,0,26476,Chez Reavie,1.786,2115,1184,27.64%
2023,165,0,47347,Adam Schenk,1.786,2591,1451,28.97%
2023,165,0,25632,Jimmy Walker,1.786,1772,992,29.49%
2023,168,0,32333,Kevin Tway,1.787,2207,1235,28.61%
2023,169,0,27095,Nick Watney,1.788,1552,868,27.68%
2023,170,0,28420,Ryan Brehm,1.79,1788,999,29.10%
2023,170,0,49298,Kramer Hickok,1.79,2144,1198,27.89%
2023,170,0,53165,Doc Redman,1.79,1758,982,28.64%
2023,170,0,27963,Chris Stroud,1.79,1262,705,27.41%
2023,174,0,24925,Jonathan Byrd,1.791,1261,704,28.02%
2023,175,0,25686,Jason Dufner,1.792,2014,1124,29.12%
2023,175,0,27214,Kevin Streelman,1.792,2063,1151,27.70%
2023,175,0,52411,Kyle Westmoreland,1.792,1693,945,29.90%
2023,178,0,58967,Trevor Werbylo,1.794,1719,958,27.93%
2023,179,0,12716,Charley Hoffman,1.797,1792,997,29.25%
2023,180,0,30692,Scott Stallings,1.798,1793,997,28.33%
2023,181,0,33122,Russell Knox,1.799,2646,1471,26.73%
2023,181,0,46601,Trey Mullinax,1.799,1461,812,29.43%
2023,183,0,51414,Brent Grant,1.8,1861,1034,31.52%
2023,184,0,35310,Lanto Griffin,1.801,1266,703,27.49%
2023,184,0,30163,Henrik Norlander,1.801,2039,1132,26.95%
2023,186,0,49453,Trevor Cone,1.802,1852,1028,29.95%
2023,186,0,22056,Cameron Percy,1.802,1508,837,26.83%
2023,188,0,49766,Hank Lebioda,1.805,1339,742,26.55%
2023,188,0,31323,Gary Woodland,1.805,1832,1015,29.81%
2023,190,0,32662,Michael Gligic,1.807,1523,843,27.14%
2023,191,0,51491,Brandon Matthews,1.814,1241,684,29.58%
2023,192,0,36724,Augusto Núñez,1.823,1910,1048,28.30%
2023,193,0,31557,Jim Herman,1.834,1715,935,25.70%
2022,1,0,35891,Cameron Smith,1.679,1274,759,37.57
2022,2,0,51894,Vince Whaley,1.706,1665,976,35.46
2022,3,0,33448,Justin Thomas,1.718,1606,935,36.62
2022,4,0,46046,Scottie Scheffler,1.72,1880,1093,34.77
2022,5,0,47504,Sam Burns,1.721,1702,989,34.51
2022,5,0,46442,Maverick McNealy,1.721,1821,1058,33.87
2022,7,0,22405,Justin Rose,1.723,1087,631,32.96
2022,8,0,29926,Danny Lee,1.725,999,579,33.68
2022,8,0,48081,Xander Schauffele,1.725,1577,914,34.21
2022,10,0,34466,Peter Malnati,1.727,2059,1192,32.8
2022,10,0,47995,Davis Riley,1.727,1957,1133,33.22
2022,12,0,34363,Tyrrell Hatton,1.728,1275,738,32.93
2022,12,0,33667,Carlos Ortiz,1.728,1203,696,32.47
2022,12,0,57366,Cameron Young,1.728,1655,958,36.44
2022,15,0,45486,Joaquin Niemann,1.729,1691,978,32.72
2022,16,0,39058,Lucas Herbert,1.73,972,562,34.4
2022,17,0,46717,Viktor Hovland,1.731,1461,844,35.88
2022,18,0,35450,Patrick Cantlay,1.732,1469,848,36.17
2022,19,0,46402,Talor Gooch,1.733,1535,886,32.43
2022,19,0,28775,Nate Lashley,1.733,1605,926,31.93
2022,21,0,34174,John Huh,1.734,1543,890,32.51
2022,21,0,47483,Will Zalatoris,1.734,1682,970,33.37
2022,23,0,36799,Stephan Jaeger,1.735,1685,971,32.54
2022,23,0,29221,Webb Simpson,1.735,1190,686,31.32
2022,25,0,23621,Rory Sabbatini,1.736,1099,633,32.86
2022,26,0,32150,Michael Thompson,1.737,1683,969,31.85
2022,27,0,28089,Jason Day,1.738,1154,664,32.53
2022,27,0,34098,Russell Henley,1.738,1731,996,32.43
2022,27,0,25818,Scott Piercy,1.738,1509,868,31.55
2022,30,0,28237,Rory McIlroy,1.739,1313,755,35.11
2022,30,0,32640,Troy Merritt,1.739,1803,1037,31.36
2022,30,0,30692,Scott Stallings,1.739,1965,1130,32.83
2022,33,0,45157,Cam Davis,1.74,1677,964,33.82
2022,34,0,36801,Mark Hubbard,1.742,1456,836,30.89
2022,34,0,36884,Ben Kohles,1.742,1333,765,31.41
2022,34,0,24502,Adam Scott,1.742,1528,877,32.65
2022,37,0,26851,Marc Leishman,1.743,1499,860,33.22
2022,37,0,24361,Pat Perez,1.743,1250,717,31.09
2022,37,0,37189,Harold Varner III,1.743,1440,826,32.85
2022,40,0,35879,Kelly Kraft,1.744,1374,788,31.17
2022,40,0,23108,Matt Kuchar,1.744,1425,817,30.34
2022,40,0,47993,Denny McCarthy,1.744,2051,1176,30.43
2022,43,0,45526,Abraham Ancer,1.745,1218,698,31.03
2022,43,0,35310,Lanto Griffin,1.745,1604,919,31.55
2022,43,0,32839,Hideki Matsuyama,1.745,1544,885,33.52
2022,43,0,40115,Adam Svensson,1.745,2118,1214,32.4
2022,43,0,56278,Matthew Wolff,1.745,918,526,33.33
