YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES
2024,0,34098,Russell Henley,16.22%,12,74
2024,0,57900,Chandler Phillips,16.20%,23,142
2024,0,37455,Si Woo Kim,16.15%,21,130
2024,0,27129,Luke List,16.03%,21,131
2024,0,46441,Robby Shelton,16.03%,21,131
2024,0,35461,Beau Hossler,16.00%,20,125
2024,0,26476,Chez Reavie,15.96%,15,94
2024,0,48887,Matt Wallace,15.79%,15,95
2024,0,28252,Seamus Power,15.71%,22,140
2024,0,52955,Ludvig Åberg,15.65%,18,115
2024,0,47591,Eric Cole,15.64%,28,179
2024,0,31323,Gary Woodland,15.57%,26,167
2024,0,36871,Matt NeSmith,15.52%,18,116
2024,0,22405,Justin Rose,15.46%,15,97
2024,0,51696,Rico Hoey,15.28%,22,144
2024,0,55789,Taylor Montgomery,15.09%,16,106
2024,0,47420,Jake Knapp,15.00%,18,120
2024,0,39324,J.J. Spaun,15.00%,24,160
2024,0,59143,Mac Meissner,14.95%,16,107
2024,0,27649,Brandt Snedeker,14.85%,15,101
2024,0,26596,Ryan Moore,14.77%,13,88
2024,0,54421,Garrick Higgo,14.73%,19,129
2024,0,52666,Sami Valimaki,14.68%,16,109
2024,0,49771,J.T. Poston,14.48%,21,145
2024,0,34099,Harris English,14.29%,19,133
2024,0,47347,Adam Schenk,14.29%,24,168
2024,0,34587,Chan Kim,14.15%,15,106
2024,0,49960,Sepp Straka,14.13%,13,92
2024,0,33204,Shane Lowry,14.08%,10,71
2024,0,45242,Kevin Yu,13.99%,20,143
2024,0,47983,Chad Ramey,13.93%,17,122
2024,0,39327,Ben Silverman,13.77%,19,138
2024,0,51890,Greyson Sigg,13.59%,14,103
2024,0,56149,Wilson Furr,13.40%,13,97
2024,0,40058,Zac Blair,13.38%,19,142
2024,0,51997,Andrew Novak,13.38%,21,157
2024,0,30911,Tommy Fleetwood,13.33%,12,90
2024,0,50484,Hayden Springer,13.29%,19,143
2024,0,33653,Thomas Detry,13.19%,19,144
2024,0,34076,Joel Dahmen,13.18%,17,129
2024,0,22371,Aaron Baddeley,13.01%,16,123
2024,0,47993,Denny McCarthy,12.99%,20,154
2024,0,52513,Carson Young,12.96%,14,108
2024,0,48319,Tom Whitney,12.90%,12,93
2024,0,45157,Cam Davis,12.88%,17,132
2024,0,47806,Raul Pereda,12.79%,11,86
2024,0,27330,Josh Teater,12.77%,12,94
2024,0,32791,K.H. Lee,12.75%,13,102
2024,0,40026,Daniel Berger,12.62%,13,103
2024,0,45522,Christiaan Bezuidenhout,12.61%,15,119
2024,0,34021,Bud Cauley,12.50%,13,104
2024,0,31646,Emiliano Grillo,12.50%,15,120
2024,0,29478,Kevin Kisner,12.50%,12,96
2024,0,36884,Ben Kohles,12.50%,12,96
2024,0,32333,Kevin Tway,12.22%,11,90
2024,0,46717,Viktor Hovland,12.00%,12,100
2024,0,47483,Will Zalatoris,11.67%,14,120
2024,0,50497,Adrien Dumont de Chassart,11.38%,14,123
2024,0,29535,Brice Garnett,11.29%,7,62
2024,0,27644,Brian Harman,11.22%,11,98
2024,0,52372,Cameron Champ,11.11%,10,90
2024,0,51070,Vincent Norrman,11.11%,11,99
2024,0,52453,Nicolai Højgaard,10.99%,10,91
2024,0,54628,Lee Hodges,10.96%,16,146
2024,0,34466,Peter Malnati,10.95%,15,137
2024,0,32102,Rickie Fowler,10.61%,14,132
2024,0,45609,Tyler Duncan,10.34%,12,116
2024,0,23108,Matt Kuchar,10.31%,10,97
2024,0,47679,Victor Perez,10.24%,13,127
2024,0,29221,Webb Simpson,10.11%,9,89
2024,0,34563,Chesson Hadley,9.82%,11,112
2024,0,39977,Max Homa,9.42%,13,138
2024,0,33486,Roger Sloan,9.38%,12,128
2024,0,29908,C.T. Pan,9.18%,9,98
2024,0,28420,Ryan Brehm,8.99%,8,89
2024,0,59442,Parker Coody,8.33%,8,96
2023,0,48867,Matti Schmid,24.75%,25,101
2023,0,49453,Trevor Cone,23.45%,34,145
2023,0,46717,Viktor Hovland,23.08%,30,130
2023,0,23108,Matt Kuchar,22.79%,31,136
2023,0,27129,Luke List,22.75%,38,167
2023,0,52453,Nicolai Hojgaard,22.58%,21,93
2023,0,59018,Ryan Gerard,22.55%,23,102
2023,0,31646,Emiliano Grillo,22.22%,32,144
2023,0,46046,Scottie Scheffler,22.22%,24,108
2023,0,35449,Adam Long,22.06%,30,136
2023,0,52372,Cameron Champ,21.77%,27,124
2023,0,24502,Adam Scott,21.60%,27,125
2023,0,39067,MJ Daffue,21.38%,34,159
2023,0,32366,Kevin Chappell,21.11%,19,90
2023,0,36724,Augusto Núñez,20.98%,30,143
2023,0,39977,Max Homa,20.89%,33,158
2023,0,55454,Carl Yuan,20.69%,30,145
2023,0,57975,Harry Hall,20.67%,31,150
2023,0,20229,Stewart Cink,20.55%,30,146
2023,0,25632,Jimmy Walker,20.51%,40,195
2023,0,35879,Kelly Kraft,20.16%,25,124
2023,0,51070,Vincent Norrman,20.13%,30,149
2023,0,48084,Wesley Bryan,20.00%,12,60
2023,0,52375,Doug Ghim,20.00%,24,120
2023,0,32816,Satoshi Kodaira,20.00%,11,55
2023,0,28089,Jason Day,19.63%,21,107
2023,0,56630,Akshay Bhatia,19.59%,19,97
2023,0,31577,Tano Goya,19.39%,32,165
2023,0,33653,Thomas Detry,19.35%,24,124
2023,0,29221,Webb Simpson,19.12%,13,68
2023,0,47591,Eric Cole,19.05%,40,210
2023,0,47988,Nick Hardy,19.05%,44,231
2023,0,48887,Matt Wallace,18.90%,24,127
2023,0,46340,Alex Smalley,18.82%,35,186
2023,0,25686,Jason Dufner,18.75%,24,128
2023,0,35617,Martin Trainer,18.68%,17,91
2023,0,45242,Kevin Yu,18.63%,19,102
2023,0,27936,Martin Laird,18.60%,24,129
2023,0,35450,Patrick Cantlay,18.58%,21,113
2023,0,45522,Christiaan Bezuidenhout,18.57%,26,140
2023,0,55182,Tom Kim,18.52%,25,135
2023,0,33204,Shane Lowry,18.48%,17,92
2023,0,51634,Sahith Theegala,18.45%,38,206
2023,0,51491,Brandon Matthews,18.44%,26,141
2023,0,39971,Sungjae Im,18.29%,30,164
2023,0,39335,Kevin Roy,18.26%,21,115
2023,0,40250,Taylor Pendrith,18.07%,30,166
2023,0,27214,Kevin Streelman,18.03%,33,183
2023,0,46441,Robby Shelton,18.02%,31,172
2023,0,28237,Rory McIlroy,17.93%,26,145
2023,0,33597,Harry Higgs,17.91%,24,134
2023,0,29289,S.Y. Noh,17.89%,17,95
2023,0,46601,Trey Mullinax,17.86%,25,140
2023,0,47995,Davis Riley,17.83%,23,129
2023,0,24925,Jonathan Byrd,17.81%,13,73
2023,0,57362,Austin Eckroat,17.78%,24,135
2023,0,29725,Tony Finau,17.65%,21,119
2023,0,33448,Justin Thomas,17.65%,24,136
2023,0,54591,Ben Griffin,17.62%,37,210
2023,0,37275,Sam Ryder,17.62%,34,193
2023,0,55893,Sam Stevens,17.61%,28,159
2023,0,33399,Adam Hadwin,17.57%,26,148
2023,0,28775,Nate Lashley,17.52%,24,137
2023,0,48699,Callum Tarren,17.45%,37,212
2023,0,58967,Trevor Werbylo,17.45%,26,149
2023,0,36871,Matt NeSmith,17.42%,27,155
2023,0,54628,Lee Hodges,17.39%,28,161
2023,0,46970,Jon Rahm,17.36%,21,121
2023,0,35506,Mackenzie Hughes,17.26%,29,168
2023,0,35461,Beau Hossler,17.24%,30,174
2023,0,40006,Erik van Rooyen,17.21%,21,122
2023,0,49960,Sepp Straka,17.19%,22,128
2023,0,52955,Ludvig Åberg,17.11%,13,76
2023,0,48117,Kurt Kitayama,17.05%,22,129
2023,0,35532,Tom Hoge,16.94%,31,183
2023,0,34431,Robert Streb,16.94%,21,124
2023,0,39975,Michael Kim,16.91%,23,136
2023,0,27974,Sung Kang,16.88%,13,77
2023,0,24024,Zach Johnson,16.85%,15,89
2023,0,33141,Keegan Bradley,16.81%,19,113
2023,0,51766,Wyndham Clark,16.75%,34,203
2023,0,45157,Cam Davis,16.67%,28,168
2023,0,55789,Taylor Montgomery,16.67%,33,198
2023,0,47347,Adam Schenk,16.59%,38,229
2023,0,50095,Austin Smotherman,16.56%,25,151
2023,0,30163,Henrik Norlander,16.51%,18,109
2023,0,29908,C.T. Pan,16.46%,13,79
2023,0,34099,Harris English,16.44%,24,146
2023,0,36326,David Lipsky,16.44%,24,146
2023,0,39997,Corey Conners,16.31%,23,141
2023,0,34363,Tyrrell Hatton,16.30%,22,135
2023,0,53165,Doc Redman,16.30%,22,135
2023,0,57366,Cameron Young,16.26%,20,123
2023,0,55708,Hayden Buckley,16.19%,17,105
2023,0,48119,Ben Taylor,16.16%,37,229
2023,0,36799,Stephan Jaeger,16.13%,35,217
2023,0,50188,S.H. Kim,15.84%,32,202
2023,0,56762,Will Gordon,15.76%,29,184
2023,0,25818,Scott Piercy,15.70%,27,172
2023,0,36801,Mark Hubbard,15.66%,31,198
2023,0,49771,J.T. Poston,15.66%,26,166
2023,0,29970,Dylan Frittelli,15.63%,25,160
2023,0,22056,Cameron Percy,15.63%,15,96
2023,0,47079,Harrison Endycott,15.60%,17,109
2023,0,28420,Ryan Brehm,15.58%,24,154
2023,0,27644,Brian Harman,15.52%,18,116
2023,0,32333,Kevin Tway,15.50%,31,200
2023,0,54783,Dylan Wu,15.49%,22,142
2023,0,39954,Cody Gribble,15.46%,15,97
2023,0,27554,Scott Harrington,15.38%,22,143
2023,0,58696,Peter Kuest,15.38%,10,65
2023,0,30927,Brendon Todd,15.32%,19,124
2023,0,32791,K.H. Lee,15.28%,22,144
2023,0,32757,Patton Kizzire,15.26%,29,190
2023,0,51414,Brent Grant,15.25%,18,118
2023,0,33413,Ben Martin,15.15%,25,165
2023,0,52374,Brandon Wu,15.15%,30,198
2023,0,46414,Aaron Rai,15.07%,22,146
2023,0,32448,James Hahn,15.04%,20,133
2023,0,34255,Joseph Bramlett,15.03%,26,173
2023,0,34610,Matthias Schwab,14.94%,26,174
2023,0,25900,Lucas Glover,14.88%,18,121
2023,0,58168,Davis Thompson,14.87%,29,195
2023,0,39324,J.J. Spaun,14.86%,22,148
2023,0,51997,Andrew Novak,14.84%,23,155
2023,0,50493,Justin Suh,14.71%,30,204
2023,0,52513,Carson Young,14.71%,20,136
2023,0,34466,Peter Malnati,14.69%,26,177
2023,0,32839,Hideki Matsuyama,14.60%,20,137
2023,0,49947,Taylor Moore,14.59%,27,185
2023,0,22371,Aaron Baddeley,14.58%,21,144
2023,0,39546,Keith Mitchell,14.52%,18,124
2023,0,30692,Scott Stallings,14.38%,22,153
2023,0,47504,Sam Burns,14.36%,26,181
2023,0,37338,Zecheng Dou,14.29%,28,196
2023,0,32102,Rickie Fowler,14.29%,20,140
2023,0,28252,Seamus Power,14.29%,18,126
2023,0,26476,Chez Reavie,14.29%,22,154
2023,0,27349,Alex Noren,14.04%,24,171
2023,0,50525,Collin Morikawa,13.98%,13,93
2023,0,49766,Hank Lebioda,13.92%,11,79
2023,0,34563,Chesson Hadley,13.91%,21,151
2023,0,30911,Tommy Fleetwood,13.73%,14,102
2023,0,49298,Kramer Hickok,13.70%,20,146
2023,0,31323,Gary Woodland,13.64%,21,154
2023,0,47993,Denny McCarthy,13.58%,22,162
2023,0,30926,Chris Kirk,13.56%,16,118
2023,0,46435,Austin Cook,13.48%,12,89
2023,0,22405,Justin Rose,13.48%,12,89
2023,0,24140,Sean O'Hair,13.33%,8,60
2023,0,47983,Chad Ramey,13.22%,23,174
2023,0,54421,Garrick Higgo,13.19%,24,182
2023,0,40058,Zac Blair,13.11%,16,122
2023,0,47128,Richy Werenski,12.98%,17,131
2023,0,34076,Joel Dahmen,12.90%,16,124
2023,0,34098,Russell Henley,12.90%,12,93
2023,0,40162,Justin Lower,12.90%,20,155
2023,0,33408,Tyson Alexander,12.80%,21,164
2023,0,34256,Andrew Putnam,12.70%,24,189
2023,0,33948,Byeong Hun An,12.67%,28,221
2023,0,36699,Patrick Rodgers,12.62%,26,206
2023,0,40115,Adam Svensson,12.62%,27,214
2023,0,32640,Troy Merritt,12.61%,15,119
2023,0,52411,Kyle Westmoreland,12.43%,23,185
2023,0,51950,Max McGreevy,12.36%,22,178
2023,0,12716,Charley Hoffman,12.33%,18,146
2023,0,27095,Nick Watney,11.97%,17,142
2023,0,48081,Xander Schauffele,11.93%,13,109
2023,0,32139,Danny Willett,11.86%,14,118
2023,0,37455,Si Woo Kim,11.85%,16,135
2023,0,34046,Jordan Spieth,11.67%,14,120
2023,0,51349,Nico Echavarria,11.61%,13,112
2023,0,25493,Nick Taylor,11.49%,17,148
2023,0,46442,Maverick McNealy,11.48%,14,122
2023,0,27963,Chris Stroud,11.46%,11,96
2023,0,29535,Brice Garnett,11.40%,13,114
2023,0,40098,Matt Fitzpatrick,11.22%,11,98
2023,0,45609,Tyler Duncan,11.11%,17,153
2023,0,33410,Andrew Landry,11.11%,15,135
2023,0,33122,Russell Knox,11.04%,18,163
2023,0,39058,Lucas Herbert,11.02%,14,127
2023,0,51890,Greyson Sigg,10.80%,19,176
2023,0,35310,Lanto Griffin,10.53%,10,95
2023,0,32662,Michael Gligic,10.34%,15,145
2023,0,35901,Paul Haley II,10.24%,13,127
2023,0,23320,Ryan Palmer,10.17%,12,118
2023,0,31557,Jim Herman,10.00%,10,100
2023,0,26596,Ryan Moore,10.00%,11,110
2023,0,34409,David Lingmerth,9.68%,9,93
2023,0,29420,Billy Horschel,9.64%,8,83
2023,0,31560,Brian Stuard,8.65%,9,104
2023,0,31202,William McGirt,8.47%,5,59
2023,0,19803,Ryan Armour,7.95%,7,88
2022,0,47856,Seth Reeves,25.0,22,88
2022,0,56278,Matthew Wolff,24.14,28,116
2022,0,31646,Emiliano Grillo,23.76,24,101
2022,0,24138,Ian Poulter,23.64,13,55
2022,0,46046,Scottie Scheffler,22.88,27,118
2022,0,24502,Adam Scott,22.76,33,145
2022,0,52374,Brandon Wu,22.73,25,110
2022,0,27139,David Skinns,22.69,27,119
2022,0,30911,Tommy Fleetwood,22.39,15,67
2022,0,32366,Kevin Chappell,21.98,20,91
2022,0,31323,Gary Woodland,21.85,26,119
2022,0,34046,Jordan Spieth,21.67,26,120
2022,0,26300,Matt Jones,21.5,23,107
2022,0,37455,Si Woo Kim,21.43,36,168
2022,0,34174,John Huh,21.31,26,122
2022,0,24980,Scott Gutschewski,21.25,17,80
2022,0,35461,Beau Hossler,21.14,26,123
2022,0,51634,Sahith Theegala,21.08,47,223
2022,0,47995,Davis Riley,21.05,28,133
2022,0,23108,Matt Kuchar,20.83,25,120
2022,0,40115,Adam Svensson,20.53,31,151
2022,0,50525,Collin Morikawa,20.51,16,78
2022,0,27064,Jhonattan Vegas,20.47,26,127
2022,0,33667,Carlos Ortiz,20.41,20,98
2022,0,34563,Chesson Hadley,20.35,23,113
2022,0,46435,Austin Cook,20.27,15,74
2022,0,46601,Trey Mullinax,20.27,30,148
2022,0,46414,Aaron Rai,20.19,21,104
2022,0,23983,Luke Donald,20.0,17,85
2022,0,54421,Garrick Higgo,20.0,11,55
2022,0,45486,Joaquin Niemann,20.0,29,145
2022,0,37189,Harold Varner III,20.0,24,120
2022,0,23621,Rory Sabbatini,19.8,20,101
2022,0,34363,Tyrrell Hatton,19.63,21,107
2022,0,29725,Tony Finau,19.5,31,159
2022,0,28775,Nate Lashley,19.47,22,113
2022,0,28237,Rory McIlroy,19.44,21,108
2022,0,27644,Brian Harman,19.42,27,139
2022,0,47128,Richy Werenski,19.32,17,88
2022,0,49947,Taylor Moore,19.25,31,161
2022,0,33448,Justin Thomas,19.21,29,151
2022,0,30944,Jason Kokrak,19.1,17,89
2022,0,36852,Jim Knous,19.05,12,63
2022,0,22056,Cameron Percy,19.05,12,63
2022,0,33486,Roger Sloan,19.01,27,142
2022,0,34431,Robert Streb,18.97,22,116
2022,0,32757,Patton Kizzire,18.68,34,182
2022,0,40006,Erik van Rooyen,18.64,11,59
2022,0,48699,Callum Tarren,18.6,24,129
2022,0,48084,Wesley Bryan,18.56,18,97
2022,0,35532,Tom Hoge,18.52,30,162
2022,0,32333,Kevin Tway,18.49,27,146
2022,0,46402,Talor Gooch,18.42,21,114
2022,0,33419,Cameron Tringale,18.35,29,158
2022,0,34466,Peter Malnati,18.13,33,182
2022,0,46340,Alex Smalley,18.06,26,144
2022,0,49298,Kramer Hickok,18.05,24,133
2022,0,30978,Kiradech Aphibarnrat,18.03,11,61
2022,0,35617,Martin Trainer,18.03,22,122
2022,0,23320,Ryan Palmer,17.98,16,89
2022,0,51997,Andrew Novak,17.97,23,128
2022,0,39546,Keith Mitchell,17.89,22,123
2022,0,21961,Charles Howell III,17.65,15,85
2022,0,39324,J.J. Spaun,17.61,25,142
2022,0,32150,Michael Thompson,17.42,23,132
2022,0,47347,Adam Schenk,17.39,28,161
2022,0,36801,Mark Hubbard,17.36,21,121
2022,0,35310,Lanto Griffin,17.31,27,156
2022,0,35450,Patrick Cantlay,17.24,15,87
2022,0,29974,Branden Grace,17.2,16,93
2022,0,49964,Aaron Wise,17.16,23,134
2022,0,36326,David Lipsky,17.14,24,140
2022,0,39971,Sungjae Im,17.11,26,152
2022,0,24924,Bill Haas,17.09,27,158
2022,0,46717,Viktor Hovland,17.0,17,100
2022,0,24925,Jonathan Byrd,16.87,14,83
2022,0,33204,Shane Lowry,16.87,14,83
2022,0,27349,Alex Noren,16.82,18,107
2022,0,25686,Jason Dufner,16.67,13,78
2022,0,40098,Matt Fitzpatrick,16.67,16,96
2022,0,37275,Sam Ryder,16.67,27,162
2022,0,32139,Danny Willett,16.67,13,78
2022,0,57366,Cameron Young,16.44,24,146
2022,0,53165,Doc Redman,16.38,19,116
2022,0,47529,Mito Pereira,16.36,18,110
2022,0,34256,Andrew Putnam,16.36,27,165
2022,0,47988,Nick Hardy,16.35,17,104
2022,0,36699,Patrick Rodgers,16.29,29,178
2022,0,30692,Scott Stallings,16.27,34,209
2022,0,36884,Ben Kohles,16.13,15,93
2022,0,29926,Danny Lee,16.13,15,93
2022,0,54628,Lee Hodges,16.09,28,174
2022,0,29289,S.Y. Noh,16.07,18,112
2022,0,34098,Russell Henley,16.0,16,100
2022,0,51894,Vince Whaley,15.97,23,144
2022,0,32839,Hideki Matsuyama,15.94,22,138
2022,0,24361,Pat Perez,15.73,14,89
2022,0,27095,Nick Watney,15.65,23,147
2022,0,27974,Sung Kang,15.57,19,122
2022,0,34264,Hudson Swafford,15.53,16,103
2022,0,37212,Paul Barjon,15.5,20,129
2022,0,30926,Chris Kirk,15.29,13,85
2022,0,49771,J.T. Poston,15.29,26,170
2022,0,47483,Will Zalatoris,15.29,24,157
2022,0,34360,Patrick Reed,15.22,14,92
2022,0,39997,Corey Conners,15.18,17,112
2022,0,28089,Jason Day,15.12,13,86
2022,0,12716,Charley Hoffman,15.06,25,166
2022,0,45609,Tyler Duncan,15.04,17,113
2022,0,39977,Max Homa,14.97,22,147
2022,0,45157,Cam Davis,14.94,26,174
2022,0,46550,Brandon Hagy,14.94,23,154
2022,0,32102,Rickie Fowler,14.91,17,114
2022,0,48081,Xander Schauffele,14.91,17,114
2022,0,46442,Maverick McNealy,14.88,25,168
2022,0,40250,Taylor Pendrith,14.84,19,128
2022,0,26851,Marc Leishman,14.81,24,162
2022,0,29535,Brice Garnett,14.74,14,95
2022,0,36799,Stephan Jaeger,14.6,20,137
2022,0,48822,Sebastián Muñoz,14.6,20,137
2022,0,51890,Greyson Sigg,14.5,19,131
2022,0,25818,Scott Piercy,14.45,25,173
2022,0,28252,Seamus Power,14.43,14,97
2022,0,45522,Christiaan Bezuidenhout,14.42,15,104
2022,0,29478,Kevin Kisner,14.29,12,84
2022,0,32816,Satoshi Kodaira,14.29,9,63
2022,0,47983,Chad Ramey,14.29,15,105
2022,0,30927,Brendon Todd,14.29,17,119
2022,0,35879,Kelly Kraft,14.02,15,107
2022,0,55708,Hayden Buckley,13.95,18,129
2022,0,29221,Webb Simpson,13.95,12,86
2022,0,33122,Russell Knox,13.93,17,122
2022,0,29970,Dylan Frittelli,13.92,22,158
2022,0,47504,Sam Burns,13.91,21,151
2022,0,32448,James Hahn,13.82,17,123
2022,0,49960,Sepp Straka,13.74,18,131
2022,0,51950,Max McGreevy,13.73,14,102
2022,0,34255,Joseph Bramlett,13.64,24,176
2022,0,36689,Brooks Koepka,13.64,12,88
2022,0,49766,Hank Lebioda,13.51,20,148
2022,0,39058,Lucas Herbert,13.4,13,97
2022,0,51766,Wyndham Clark,13.33,22,165
2022,0,33399,Adam Hadwin,13.33,16,120
2022,0,48887,Matt Wallace,13.33,10,75
2022,0,27936,Martin Laird,13.25,11,83
2022,0,20229,Stewart Cink,13.22,16,121
2022,0,40162,Justin Lower,13.22,16,121
2022,0,29420,Billy Horschel,13.19,12,91
2022,0,52372,Cameron Champ,13.04,12,92
2022,0,52375,Doug Ghim,13.0,13,100
2022,0,27129,Luke List,12.98,17,131
2022,0,25493,Nick Taylor,12.88,17,132
2022,0,45540,Jared Wolfe,12.87,13,101
2022,0,32640,Troy Merritt,12.78,17,133
2022,0,34076,Joel Dahmen,12.75,13,102
2022,0,22405,Justin Rose,12.68,9,71
2022,0,35110,Brett Drewitt,12.66,10,79
2022,0,35891,Cameron Smith,12.63,12,95
2022,0,46970,Jon Rahm,12.5,14,112
2022,0,29518,Brendan Steele,12.5,14,112
2022,0,34610,Matthias Schwab,12.38,13,105
2022,0,47993,Denny McCarthy,12.34,19,154
2022,0,19803,Ryan Armour,12.12,4,33
2022,0,39953,Chase Seiffert,12.05,10,83
2022,0,32662,Michael Gligic,11.89,17,143
2022,0,32791,K.H. Lee,11.8,19,161
2022,0,25900,Lucas Glover,11.67,14,120
2022,0,33597,Harry Higgs,11.45,19,166
2022,0,48117,Kurt Kitayama,11.4,13,114
2022,0,31420,Anirban Lahiri,11.3,13,115
2022,0,10381,Curtis Thompson,11.25,9,80
2022,0,27770,Camilo Villegas,11.24,10,89
2022,0,35506,Mackenzie Hughes,11.11,16,144
2022,0,33490,Bo Hoag,10.94,7,64
2022,0,27649,Brandt Snedeker,10.47,9,86
2022,0,26476,Chez Reavie,10.4,13,125
