YEAR,MOVEMENT,PLAYER_ID,PLAYER,AVG RTP,ATTEMPTS
2023,0,47983,Chad Ramey,+.085,153
2023,0,39324,J.J. Spaun,+.085,130
2023,0,29221,Webb Simpson,+.087,103
2023,0,30911,Tommy Fleetwood,+.088,113
2023,0,34046,Jordan Spieth,+.089,124
2023,0,24502,Adam Scott,+.090,89
2023,0,34431,Robert Streb,+.090,134
2023,0,49298,Kramer Hickok,+.092,152
2023,0,32757,Patton Kizzire,+.092,141
2023,0,58967,Trevor Werbylo,+.092,119
2023,0,46435,Austin Cook,+.093,97
2023,0,31560,Brian Stuard,+.093,86
2023,0,32816,Satoshi Kodaira,+.094,53
2023,0,28420,Ryan Brehm,+.096,178
2023,0,36699,Patrick Rodgers,+.096,177
2023,0,35879,Kelly Kraft,+.097,155
2023,0,46601,Trey Mullinax,+.097,145
2023,0,23320,Ryan Palmer,+.097,103
2023,0,27214,Kevin Streelman,+.097,155
2023,0,32333,Kevin Tway,+.097,175
2023,0,48887,Matt Wallace,+.097,145
2023,0,27349,Alex Noren,+.098,132
2023,0,45242,Kevin Yu,+.098,82
2023,0,20229,Stewart Cink,+.099,131
2023,0,56762,Will Gordon,+.099,152
2023,0,46970,Jon Rahm,+.101,109
2023,0,34098,Russell Henley,+.103,97
2023,0,37455,Si Woo Kim,+.103,116
2023,0,31646,Emiliano Grillo,+.105,162
2023,0,31323,Gary Woodland,+.105,133
2023,0,54783,Dylan Wu,+.105,153
2023,0,34099,Harris English,+.106,132
2023,0,26476,Chez Reavie,+.107,140
2023,0,12716,Charley Hoffman,+.110,82
2023,0,30927,Brendon Todd,+.110,136
2023,0,19803,Ryan Armour,+.111,90
2023,0,46414,Aaron Rai,+.111,117
2023,0,55454,Carl Yuan,+.111,153
2023,0,35310,Lanto Griffin,+.115,61
2023,0,25632,Jimmy Walker,+.115,139
2023,0,36801,Mark Hubbard,+.116,129
2023,0,47993,Denny McCarthy,+.117,145
2023,0,47988,Nick Hardy,+.119,134
2023,0,29908,C.T. Pan,+.119,59
2023,0,49960,Sepp Straka,+.120,108
2023,0,52374,Brandon Wu,+.120,133
2023,0,34255,Joseph Bramlett,+.121,132
2023,0,31577,Tano Goya,+.121,91
2023,0,33399,Adam Hadwin,+.122,131
2023,0,51890,Greyson Sigg,+.124,129
2023,0,39975,Michael Kim,+.125,144
2023,0,36326,David Lipsky,+.125,144
2023,0,47079,Harrison Endycott,+.126,143
2023,0,53165,Doc Redman,+.126,111
2023,0,33122,Russell Knox,+.127,126
2023,0,28775,Nate Lashley,+.128,149
2023,0,28089,Jason Day,+.131,99
2023,0,25686,Jason Dufner,+.131,137
2023,0,48081,Xander Schauffele,+.132,121
2023,0,52513,Carson Young,+.133,113
2023,0,34256,Andrew Putnam,+.135,111
2023,0,39546,Keith Mitchell,+.136,132
2023,0,37338,Zecheng Dou,+.137,153
2023,0,35449,Adam Long,+.138,123
2023,0,39977,Max Homa,+.139,122
2023,0,37275,Sam Ryder,+.139,165
2023,0,29535,Brice Garnett,+.140,114
2023,0,33204,Shane Lowry,+.141,85
2023,0,56630,Akshay Bhatia,+.142,106
2023,0,45609,Tyler Duncan,+.145,110
2023,0,46441,Robby Shelton,+.145,166
2023,0,32640,Troy Merritt,+.146,96
2023,0,52411,Kyle Westmoreland,+.146,123
2023,0,24925,Jonathan Byrd,+.147,68
2023,0,47995,Davis Riley,+.150,127
2023,0,31557,Jim Herman,+.151,93
2023,0,27936,Martin Laird,+.152,99
2023,0,32139,Danny Willett,+.153,85
2023,0,23108,Matt Kuchar,+.154,130
2023,0,58168,Davis Thompson,+.155,155
2023,0,52453,Nicolai Hojgaard,+.156,64
2023,0,45522,Christiaan Bezuidenhout,+.157,115
2023,0,29289,S.Y. Noh,+.159,88
2023,0,50525,Collin Morikawa,+.160,81
2023,0,26596,Ryan Moore,+.161,93
2023,0,55708,Hayden Buckley,+.162,99
2023,0,40115,Adam Svensson,+.164,159
2023,0,40006,Erik van Rooyen,+.167,120
2023,0,55182,Tom Kim,+.173,98
2023,0,50095,Austin Smotherman,+.174,155
2023,0,39954,Cody Gribble,+.175,103
2023,0,31202,William McGirt,+.175,57
2023,0,48117,Kurt Kitayama,+.176,102
2023,0,33410,Andrew Landry,+.177,79
2023,0,47128,Richy Werenski,+.177,158
2023,0,36871,Matt NeSmith,+.182,148
2023,0,50493,Justin Suh,+.191,115
2023,0,40162,Justin Lower,+.192,146
2023,0,35901,Paul Haley II,+.197,117
2023,0,24024,Zach Johnson,+.202,89
2023,0,46442,Maverick McNealy,+.202,84
2023,0,57362,Austin Eckroat,+.207,116
2023,0,49766,Hank Lebioda,+.207,82
2023,0,40058,Zac Blair,+.209,86
2023,0,34409,David Lingmerth,+.210,105
2023,0,34610,Matthias Schwab,+.211,133
2023,0,51414,Brent Grant,+.213,94
2023,0,27095,Nick Watney,+.213,108
2023,0,33597,Harry Higgs,+.222,126
2023,0,57366,Cameron Young,+.229,118
2023,0,47504,Sam Burns,+.239,113
2023,0,51349,Nico Echavarria,+.245,98
2023,0,29970,Dylan Frittelli,+.252,127
2023,0,51950,Max McGreevy,+.272,92
