YEAR,MOVEMENT,PLAYER_ID,PLAYER,% TIMES IMPROVED,# OF TIMES IMPROVED
2024,0,35310,Lanto Griffin,62.5,10
2024,0,34587,Chan Kim,62.5,5
2024,0,32791,K.H. Lee,62.5,5
2024,0,33204,Shane Lowry,62.5,5
2024,0,32839,Hideki Matsuyama,62.5,5
2024,0,33968,Thorbjørn Olesen,62.5,5
2024,0,49960,Sepp Straka,62.5,5
2024,0,48319,Tom Whitney,62.5,5
2024,0,29936,Ryan Fox,61.5,8
2024,0,30927,Brendon Todd,61.5,8
2024,0,48084,Wesley Bryan,60.0,3
2024,0,54576,Patrick Fishburn,60.0,3
2024,0,54421,Garrick Higgo,60.0,6
2024,0,54628,Lee Hodges,60.0,6
2024,0,35461,Beau Hossler,60.0,6
2024,0,29478,Kevin Kisner,60.0,3
2024,0,32757,Patton Kizzire,60.0,3
2024,0,46414,Aaron Rai,60.0,6
2024,0,40115,Adam Svensson,60.0,9
2024,0,35617,Martin Trainer,60.0,3
2024,0,50188,S.H. Kim,58.8,10
2024,0,22371,Aaron Baddeley,58.3,7
2024,0,47591,Eric Cole,58.3,7
2024,0,54591,Ben Griffin,58.3,7
2024,0,47347,Adam Schenk,58.3,7
2024,0,25493,Nick Taylor,58.3,7
2024,0,60004,Jacob Bridgeman,57.1,4
2024,0,55708,Hayden Buckley,57.1,4
2024,0,48153,Matthieu Pavon,57.1,4
2024,0,22405,Justin Rose,57.1,4
2024,0,45157,Cam Davis,55.6,5
2024,0,49771,J.T. Poston,55.6,5
2024,0,37275,Sam Ryder,55.6,5
2024,0,29221,Webb Simpson,55.6,5
2024,0,33399,Adam Hadwin,54.5,6
2024,0,55182,Tom Kim,54.5,6
2024,0,56630,Akshay Bhatia,50.0,3
2024,0,40058,Zac Blair,50.0,6
2024,0,35450,Patrick Cantlay,50.0,3
2024,0,52372,Cameron Champ,50.0,2
2024,0,59442,Parker Coody,50.0,2
2024,0,33653,Thomas Detry,50.0,4
2024,0,59866,Nick Dunlap,50.0,3
2024,0,29725,Tony Finau,50.0,4
2024,0,56149,Wilson Furr,50.0,3
2024,0,31646,Emiliano Grillo,50.0,6
2024,0,47420,Jake Knapp,50.0,6
2024,0,27936,Martin Laird,50.0,5
2024,0,28237,Rory McIlroy,50.0,2
2024,0,50525,Collin Morikawa,50.0,3
2024,0,36871,Matt NeSmith,50.0,4
2024,0,26476,Chez Reavie,50.0,4
2024,0,27139,David Skinns,50.0,6
2024,0,50095,Austin Smotherman,50.0,5
2024,0,27649,Brandt Snedeker,50.0,3
2024,0,48699,Callum Tarren,50.0,4
2024,0,51634,Sahith Theegala,50.0,5
2024,0,27064,Jhonattan Vegas,50.0,4
2024,0,57366,Cameron Young,50.0,5
2024,0,46441,Robby Shelton,45.5,5
2024,0,50497,Adrien Dumont de Chassart,44.4,4
2024,0,32102,Rickie Fowler,44.4,4
2024,0,34466,Peter Malnati,44.4,4
2024,0,47983,Chad Ramey,44.4,4
2024,0,24024,Zach Johnson,42.9,3
2024,0,32640,Troy Merritt,42.9,3
2024,0,48887,Matt Wallace,42.9,3
2024,0,45242,Kevin Yu,42.9,3
2024,0,57362,Austin Eckroat,41.7,5
2024,0,28420,Ryan Brehm,40.0,2
2024,0,60067,Joe Highsmith,40.0,2
2024,0,46717,Viktor Hovland,40.0,2
2024,0,36326,David Lipsky,40.0,2
2024,0,49947,Taylor Moore,40.0,6
2024,0,33486,Roger Sloan,40.0,4
2024,0,46340,Alex Smalley,40.0,2
2024,0,36801,Mark Hubbard,38.9,7
2024,0,52453,Nicolai Højgaard,37.5,3
2024,0,32333,Kevin Tway,37.5,3
2024,0,34563,Chesson Hadley,36.4,4
2024,0,34374,Erik Barnes,33.3,2
2024,0,27129,Luke List,33.3,3
2024,0,26596,Ryan Moore,33.3,2
2024,0,47806,Raul Pereda,33.3,1
2024,0,52666,Sami Valimaki,33.3,2
2024,0,27770,Camilo Villegas,33.3,2
2024,0,51894,Vince Whaley,33.3,3
2024,0,47483,Will Zalatoris,33.3,2
2024,0,45609,Tyler Duncan,30.0,3
2024,0,52514,Trace Crowe,28.6,2
2024,0,55789,Taylor Montgomery,28.6,2
2024,0,38991,Alejandro Tosti,28.6,2
2024,0,55893,Sam Stevens,25.0,4
2024,0,55454,Carl Yuan,25.0,1
2024,0,34076,Joel Dahmen,21.4,3
2024,0,37212,Paul Barjon,20.0,1
2024,0,59836,Pierceson Coody,18.2,2
2024,0,34021,Bud Cauley,16.7,1
2024,0,36799,Stephan Jaeger,16.7,1
2024,0,51070,Vincent Norrman,14.3,1
2024,0,27330,Josh Teater,0.0,0
2023,0,47504,Sam Burns,100.0,7
2023,0,35450,Patrick Cantlay,100.0,2
2023,0,32366,Kevin Chappell,100.0,6
2023,0,34563,Chesson Hadley,100.0,8
2023,0,27644,Brian Harman,100.0,6
2023,0,39975,Michael Kim,100.0,4
2023,0,50525,Collin Morikawa,100.0,5
2023,0,22405,Justin Rose,100.0,2
2023,0,46046,Scottie Scheffler,100.0,4
2023,0,24502,Adam Scott,100.0,10
2023,0,36871,Matt NeSmith,92.3,12
2023,0,47995,Davis Riley,90.9,10
2023,0,54628,Lee Hodges,90.0,9
2023,0,55182,Tom Kim,88.9,8
2023,0,32139,Danny Willett,87.5,7
2023,0,46442,Maverick McNealy,85.7,6
2023,0,33448,Justin Thomas,85.7,6
2023,0,32791,K.H. Lee,84.6,11
2023,0,28420,Ryan Brehm,83.3,5
2023,0,48084,Wesley Bryan,83.3,5
2023,0,39997,Corey Conners,83.3,5
2023,0,45157,Cam Davis,83.3,5
2023,0,50188,S.H. Kim,83.3,10
2023,0,33204,Shane Lowry,83.3,5
2023,0,48081,Xander Schauffele,83.3,5
2023,0,51766,Wyndham Clark,81.8,9
2023,0,36801,Mark Hubbard,81.8,9
2023,0,46441,Robby Shelton,81.8,9
2023,0,29970,Dylan Frittelli,80.0,4
2023,0,56762,Will Gordon,80.0,8
2023,0,46970,Jon Rahm,80.0,4
2023,0,53165,Doc Redman,80.0,4
2023,0,20229,Stewart Cink,77.8,7
2023,0,40006,Erik van Rooyen,77.8,7
2023,0,34099,Harris English,76.9,10
2023,0,40115,Adam Svensson,76.9,10
2023,0,30911,Tommy Fleetwood,75.0,3
2023,0,51414,Brent Grant,75.0,6
2023,0,27554,Scott Harrington,75.0,3
2023,0,34363,Tyrrell Hatton,75.0,6
2023,0,39977,Max Homa,75.0,3
2023,0,46717,Viktor Hovland,75.0,3
2023,0,32839,Hideki Matsuyama,75.0,6
2023,0,22056,Cameron Percy,75.0,6
2023,0,48699,Callum Tarren,75.0,6
2023,0,31557,Jim Herman,72.7,8
2023,0,49960,Sepp Straka,72.7,8
2023,0,40058,Zac Blair,71.4,5
2023,0,31646,Emiliano Grillo,71.4,10
2023,0,39058,Lucas Herbert,71.4,5
2023,0,48117,Kurt Kitayama,71.4,5
2023,0,35449,Adam Long,71.4,10
2023,0,49947,Taylor Moore,71.4,5
2023,0,30163,Henrik Norlander,71.4,5
2023,0,47988,Nick Hardy,70.6,12
2023,0,45522,Christiaan Bezuidenhout,70.0,7
2023,0,33653,Thomas Detry,70.0,7
2023,0,35506,Mackenzie Hughes,70.0,7
2023,0,39546,Keith Mitchell,70.0,7
2023,0,25818,Scott Piercy,70.0,7
2023,0,52513,Carson Young,70.0,7
2023,0,34256,Andrew Putnam,69.2,9
2023,0,36699,Patrick Rodgers,69.2,9
2023,0,54421,Garrick Higgo,68.8,11
2023,0,47591,Eric Cole,66.7,8
2023,0,46435,Austin Cook,66.7,6
2023,0,28089,Jason Day,66.7,4
2023,0,37338,Zecheng Dou,66.7,8
2023,0,32102,Rickie Fowler,66.7,4
2023,0,37455,Si Woo Kim,66.7,8
2023,0,27129,Luke List,66.7,8
2023,0,55789,Taylor Montgomery,66.7,6
2023,0,49771,J.T. Poston,66.7,6
2023,0,39324,J.J. Spaun,66.7,10
2023,0,25493,Nick Taylor,66.7,4
2023,0,52411,Kyle Westmoreland,66.7,4
2023,0,31577,Tano Goya,64.3,9
2023,0,28775,Nate Lashley,64.3,9
2023,0,34610,Matthias Schwab,64.3,9
2023,0,25686,Jason Dufner,63.6,7
2023,0,58168,Davis Thompson,63.6,7
2023,0,54783,Dylan Wu,63.6,7
2023,0,36799,Stephan Jaeger,63.2,12
2023,0,34255,Joseph Bramlett,62.5,5
2023,0,34098,Russell Henley,62.5,5
2023,0,28252,Seamus Power,62.5,5
2023,0,29221,Webb Simpson,62.5,5
2023,0,55454,Carl Yuan,62.5,5
2023,0,35461,Beau Hossler,61.5,8
2023,0,51890,Greyson Sigg,61.5,8
2023,0,24925,Jonathan Byrd,60.0,3
2023,0,51349,Nico Echavarria,60.0,3
2023,0,40098,Matt Fitzpatrick,60.0,3
2023,0,25900,Lucas Glover,60.0,6
2023,0,52453,Nicolai Hojgaard,60.0,3
2023,0,36326,David Lipsky,60.0,6
2023,0,33413,Ben Martin,60.0,6
2023,0,47347,Adam Schenk,60.0,6
2023,0,34046,Jordan Spieth,60.0,3
2023,0,30927,Brendon Todd,60.0,6
2023,0,29535,Brice Garnett,58.3,7
2023,0,57975,Harry Hall,58.3,7
2023,0,35532,Tom Hoge,58.3,7
2023,0,24024,Zach Johnson,58.3,7
2023,0,40162,Justin Lower,58.3,7
2023,0,27349,Alex Noren,58.3,7
2023,0,36724,Augusto Núñez,58.3,7
2023,0,31323,Gary Woodland,58.3,7
2023,0,57366,Cameron Young,58.3,7
2023,0,33141,Keegan Bradley,57.1,4
2023,0,34466,Peter Malnati,57.1,4
2023,0,26476,Chez Reavie,57.1,8
2023,0,25632,Jimmy Walker,57.1,4
2023,0,33408,Tyson Alexander,55.6,5
2023,0,47079,Harrison Endycott,55.6,5
2023,0,51950,Max McGreevy,55.6,5
2023,0,33948,Byeong Hun An,54.5,6
2023,0,19803,Ryan Armour,54.5,6
2023,0,56630,Akshay Bhatia,54.5,6
2023,0,55708,Hayden Buckley,54.5,6
2023,0,34076,Joel Dahmen,54.5,6
2023,0,35879,Kelly Kraft,54.5,6
2023,0,23108,Matt Kuchar,54.5,6
2023,0,47993,Denny McCarthy,54.5,6
2023,0,48119,Ben Taylor,54.5,6
2023,0,51634,Sahith Theegala,54.5,6
2023,0,51997,Andrew Novak,53.8,7
2023,0,55893,Sam Stevens,53.3,8
2023,0,52955,Ludvig Åberg,50.0,3
2023,0,22371,Aaron Baddeley,50.0,6
2023,0,52372,Cameron Champ,50.0,3
2023,0,45609,Tyler Duncan,50.0,4
2023,0,57362,Austin Eckroat,50.0,4
2023,0,29725,Tony Finau,50.0,4
2023,0,59018,Ryan Gerard,50.0,4
2023,0,35310,Lanto Griffin,50.0,3
2023,0,49298,Kramer Hickok,50.0,6
2023,0,39971,Sungjae Im,50.0,2
2023,0,51491,Brandon Matthews,50.0,2
2023,0,28237,Rory McIlroy,50.0,1
2023,0,32640,Troy Merritt,50.0,5
2023,0,37275,Sam Ryder,50.0,5
2023,0,34431,Robert Streb,50.0,4
2023,0,27963,Chris Stroud,50.0,3
2023,0,31560,Brian Stuard,50.0,4
2023,0,32333,Kevin Tway,50.0,5
2023,0,47128,Richy Werenski,50.0,5
2023,0,52374,Brandon Wu,50.0,9
2023,0,45242,Kevin Yu,50.0,2
2023,0,33122,Russell Knox,47.4,9
2023,0,54591,Ben Griffin,46.7,7
2023,0,46414,Aaron Rai,46.2,6
2023,0,46340,Alex Smalley,46.2,6
2023,0,50095,Austin Smotherman,46.2,6
2023,0,58967,Trevor Werbylo,46.2,6
2023,0,32757,Patton Kizzire,45.5,5
2023,0,47983,Chad Ramey,45.5,5
2023,0,48887,Matt Wallace,45.5,5
2023,0,52375,Doug Ghim,44.4,4
2023,0,30926,Chris Kirk,44.4,4
2023,0,51070,Vincent Norrman,44.4,4
2023,0,50493,Justin Suh,44.4,8
2023,0,32662,Michael Gligic,42.9,3
2023,0,31202,William McGirt,42.9,3
2023,0,26596,Ryan Moore,42.9,3
2023,0,48867,Matti Schmid,42.9,3
2023,0,27095,Nick Watney,42.9,3
2023,0,29289,S.Y. Noh,41.7,5
2023,0,40250,Taylor Pendrith,41.7,5
2023,0,39067,MJ Daffue,41.2,7
2023,0,32816,Satoshi Kodaira,40.0,4
2023,0,49766,Hank Lebioda,40.0,2
2023,0,29908,C.T. Pan,40.0,2
2023,0,33410,Andrew Landry,38.5,5
2023,0,49453,Trevor Cone,36.4,4
2023,0,32448,James Hahn,36.4,4
2023,0,27936,Martin Laird,36.4,4
2023,0,35901,Paul Haley II,33.3,3
2023,0,27974,Sung Kang,33.3,2
2023,0,58696,Peter Kuest,33.3,2
2023,0,23320,Ryan Palmer,33.3,2
2023,0,30692,Scott Stallings,33.3,3
2023,0,35617,Martin Trainer,33.3,2
2023,0,27214,Kevin Streelman,30.0,3
2023,0,29420,Billy Horschel,28.6,2
2023,0,34409,David Lingmerth,28.6,2
2023,0,46601,Trey Mullinax,28.6,2
2023,0,12716,Charley Hoffman,25.0,2
2023,0,24140,Sean O'Hair,25.0,1
2023,0,39335,Kevin Roy,25.0,1
2023,0,39954,Cody Gribble,18.2,2
2023,0,33399,Adam Hadwin,12.5,1
2023,0,33597,Harry Higgs,0.0,0
2022,0,46402,Talor Gooch,100.0,6
2022,0,21961,Charles Howell III,100.0,1
2022,0,33204,Shane Lowry,100.0,4
2022,0,28237,Rory McIlroy,100.0,2
2022,0,48699,Callum Tarren,100.0,8
2022,0,28114,Dawie van der Walt,100.0,5
2022,0,27095,Nick Watney,100.0,5
2022,0,57366,Cameron Young,100.0,5
2022,0,47483,Will Zalatoris,100.0,3
2022,0,51890,Greyson Sigg,90.0,9
2022,0,26851,Marc Leishman,88.9,8
2022,0,47529,Mito Pereira,88.9,8
2022,0,29535,Brice Garnett,87.5,7
2022,0,46717,Viktor Hovland,87.5,7
2022,0,29908,C.T. Pan,87.5,7
2022,0,23325,Vaughn Taylor,87.5,7
2022,0,19803,Ryan Armour,85.7,6
2022,0,28089,Jason Day,85.7,6
2022,0,28775,Nate Lashley,85.7,6
2022,0,48081,Xander Schauffele,85.7,6
2022,0,30692,Scott Stallings,85.7,6
2022,0,29420,Billy Horschel,83.3,5
2022,0,25198,Francesco Molinari,83.3,5
2022,0,45486,Joaquin Niemann,83.3,5
2022,0,47347,Adam Schenk,83.3,5
2022,0,34264,Hudson Swafford,83.3,5
2022,0,45157,Cam Davis,81.8,9
2022,0,29725,Tony Finau,81.8,9
2022,0,46442,Maverick McNealy,81.8,9
2022,0,39997,Corey Conners,80.0,8
2022,0,45609,Tyler Duncan,80.0,8
2022,0,24980,Scott Gutschewski,80.0,4
2022,0,50525,Collin Morikawa,80.0,4
2022,0,46046,Scottie Scheffler,80.0,4
2022,0,34046,Jordan Spieth,80.0,4
2022,0,36799,Stephan Jaeger,77.8,7
2022,0,47993,Denny McCarthy,77.8,7
2022,0,49771,J.T. Poston,77.8,7
2022,0,26476,Chez Reavie,76.9,10
2022,0,53165,Doc Redman,76.9,10
2022,0,30978,Kiradech Aphibarnrat,75.0,6
2022,0,39971,Sungjae Im,75.0,6
2022,0,29926,Danny Lee,75.0,3
2022,0,27129,Luke List,75.0,6
2022,0,35449,Adam Long,75.0,6
2022,0,32839,Hideki Matsuyama,75.0,6
2022,0,28252,Seamus Power,75.0,3
2022,0,51766,Wyndham Clark,72.7,8
2022,0,32150,Michael Thompson,72.7,8
2022,0,47988,Nick Hardy,71.4,5
2022,0,35879,Kelly Kraft,71.4,5
2022,0,46601,Trey Mullinax,71.4,5
2022,0,29518,Brendan Steele,71.4,5
2022,0,40250,Taylor Pendrith,70.0,7
2022,0,34255,Joseph Bramlett,69.2,9
2022,0,34466,Peter Malnati,69.2,9
2022,0,47504,Sam Burns,66.7,2
2022,0,35450,Patrick Cantlay,66.7,2
2022,0,29974,Branden Grace,66.7,4
2022,0,33399,Adam Hadwin,66.7,10
2022,0,34098,Russell Henley,66.7,6
2022,0,31557,Jim Herman,66.7,4
2022,0,33597,Harry Higgs,66.7,4
2022,0,36801,Mark Hubbard,66.7,6
2022,0,27936,Martin Laird,66.7,6
2022,0,49766,Hank Lebioda,66.7,6
2022,0,32791,K.H. Lee,66.7,8
2022,0,46970,Jon Rahm,66.7,4
2022,0,35891,Cameron Smith,66.7,2
2022,0,33448,Justin Thomas,66.7,4
2022,0,10381,Curtis Thompson,66.7,4
2022,0,30927,Brendon Todd,66.7,8
2022,0,32333,Kevin Tway,66.7,6
2022,0,32139,Danny Willett,66.7,4
2022,0,49964,Aaron Wise,66.7,4
2022,0,45540,Jared Wolfe,66.7,4
2022,0,56278,Matthew Wolff,66.7,2
2022,0,31323,Gary Woodland,66.7,2
2022,0,50095,Austin Smotherman,64.3,9
2022,0,55708,Hayden Buckley,63.6,7
2022,0,52375,Doug Ghim,63.6,7
2022,0,24502,Adam Scott,63.6,7
2022,0,51894,Vince Whaley,63.6,7
2022,0,39977,Max Homa,62.5,5
2022,0,35506,Mackenzie Hughes,62.5,5
2022,0,30944,Jason Kokrak,62.5,5
2022,0,27064,Jhonattan Vegas,62.5,5
2022,0,37275,Sam Ryder,61.5,8
2022,0,49960,Sepp Straka,61.5,8
2022,0,27895,Jonas Blixt,60.0,3
2022,0,24925,Jonathan Byrd,60.0,3
2022,0,32366,Kevin Chappell,60.0,6
2022,0,30911,Tommy Fleetwood,60.0,3
2022,0,37455,Si Woo Kim,60.0,6
2022,0,48117,Kurt Kitayama,60.0,3
2022,0,39546,Keith Mitchell,60.0,6
2022,0,24138,Ian Poulter,60.0,3
2022,0,34610,Matthias Schwab,60.0,6
2022,0,39953,Chase Seiffert,60.0,3
2022,0,46340,Alex Smalley,60.0,6
2022,0,39324,J.J. Spaun,60.0,6
2022,0,33419,Cameron Tringale,60.0,6
2022,0,47128,Richy Werenski,60.0,3
2022,0,52374,Brandon Wu,60.0,3
2022,0,34076,Joel Dahmen,58.3,7
2022,0,31646,Emiliano Grillo,58.3,7
2022,0,32640,Troy Merritt,58.3,7
2022,0,49947,Taylor Moore,58.3,7
2022,0,24924,Bill Haas,57.1,8
2022,0,34363,Tyrrell Hatton,57.1,4
2022,0,27349,Alex Noren,57.1,4
2022,0,33667,Carlos Ortiz,57.1,4
2022,0,22405,Justin Rose,57.1,4
2022,0,35617,Martin Trainer,57.1,4
2022,0,36326,David Lipsky,55.6,5
2022,0,48822,Sebastián Muñoz,55.6,5
2022,0,51997,Andrew Novak,55.6,5
2022,0,25818,Scott Piercy,55.6,5
2022,0,40115,Adam Svensson,55.6,5
2022,0,27644,Brian Harman,54.5,6
2022,0,36871,Matthew NeSmith,54.5,6
2022,0,25493,Nick Taylor,54.5,6
2022,0,52372,Cameron Champ,50.0,3
2022,0,46435,Austin Cook,50.0,5
2022,0,32662,Michael Gligic,50.0,6
2022,0,34563,Chesson Hadley,50.0,5
2022,0,32448,James Hahn,50.0,3
2022,0,54421,Garrick Higgo,50.0,2
2022,0,33490,Bo Hoag,50.0,3
2022,0,34174,John Huh,50.0,4
2022,0,30926,Chris Kirk,50.0,4
2022,0,29478,Kevin Kisner,50.0,3
2022,0,36852,Jim Knous,50.0,3
2022,0,40162,Justin Lower,50.0,4
2022,0,23320,Ryan Palmer,50.0,2
2022,0,34256,Andrew Putnam,50.0,5
2022,0,29221,Webb Simpson,50.0,3
2022,0,34431,Robert Streb,50.0,4
2022,0,40006,Erik van Rooyen,50.0,2
2022,0,37189,Harold Varner III,50.0,2
2022,0,48887,Matt Wallace,50.0,2
2022,0,25900,Lucas Glover,46.2,6
2022,0,36699,Patrick Rodgers,46.2,6
2022,0,32102,Rickie Fowler,45.5,5
2022,0,29970,Dylan Frittelli,45.5,5
2022,0,35310,Lanto Griffin,45.5,5
2022,0,20229,Stewart Cink,44.4,4
2022,0,24361,Pat Perez,44.4,4
2022,0,27214,Kevin Streelman,44.4,4
2022,0,23983,Luke Donald,42.9,3
2022,0,24024,Zach Johnson,42.9,3
2022,0,31420,Anirban Lahiri,42.9,3
2022,0,47856,Seth Reeves,42.9,3
2022,0,27139,David Skinns,42.9,3
2022,0,54628,Lee Hodges,41.7,5
2022,0,32757,Patton Kizzire,41.7,5
2022,0,29289,S.Y. Noh,41.7,5
2022,0,45522,Christiaan Bezuidenhout,40.0,4
2022,0,33141,Keegan Bradley,40.0,4
2022,0,48084,Wesley Bryan,40.0,2
2022,0,25686,Jason Dufner,40.0,2
2022,0,39058,Lucas Herbert,40.0,2
2022,0,35532,Tom Hoge,40.0,2
2022,0,26300,Matt Jones,40.0,2
2022,0,22056,Cameron Percy,40.0,2
2022,0,47983,Chad Ramey,40.0,2
2022,0,34360,Patrick Reed,40.0,4
2022,0,27649,Brandt Snedeker,40.0,2
2022,0,27770,Camilo Villegas,40.0,4
2022,0,45526,Abraham Ancer,37.5,3
2022,0,46550,Brandon Hagy,37.5,3
2022,0,23108,Matt Kuchar,37.5,3
2022,0,23621,Rory Sabbatini,37.5,3
2022,0,54783,Dylan Wu,37.5,3
2022,0,49298,Kramer Hickok,36.4,4
2022,0,33122,Russell Knox,36.4,4
2022,0,37212,Paul Barjon,33.3,3
2022,0,40098,Matt Fitzpatrick,33.3,1
2022,0,12716,Charley Hoffman,33.3,3
2022,0,27974,Sung Kang,33.3,3
2022,0,32816,Satoshi Kodaira,33.3,1
2022,0,30163,Henrik Norlander,33.3,3
2022,0,47995,Davis Riley,33.3,2
2022,0,31560,Brian Stuard,33.3,2
2022,0,51634,Sahith Theegala,33.3,5
2022,0,35110,Brett Drewitt,28.6,2
2022,0,36689,Brooks Koepka,28.6,2
2022,0,35461,Beau Hossler,25.0,1
2022,0,51950,Max McGreevy,25.0,1
2022,0,36884,Ben Kohles,20.0,1
2022,0,46414,Aaron Rai,20.0,2
2022,0,33486,Roger Sloan,14.3,1
2022,0,39436,Joshua Creel,0.0,0
2021,0,35450,Patrick Cantlay,100.0,5
2021,0,32662,Michael Gligic,100.0,12
2021,0,28679,Fabián Gómez,100.0,3
2021,0,31646,Emiliano Grillo,100.0,7
2021,0,34363,Tyrrell Hatton,100.0,6
2021,0,35230,Nelson Ledesma,100.0,5
2021,0,40042,Tyler McCumber,100.0,6
2021,0,46970,Jon Rahm,100.0,4
2021,0,45157,Cam Davis,92.3,12
2021,0,29974,Branden Grace,90.9,10
2021,0,27649,Brandt Snedeker,90.9,10
2021,0,33399,Adam Hadwin,88.9,8
2021,0,35532,Tom Hoge,88.9,8
2021,0,34099,Harris English,87.5,7
2021,0,33204,Shane Lowry,87.5,7
2021,0,40006,Erik van Rooyen,87.5,7
2021,0,29725,Tony Finau,83.3,5
2021,0,34360,Patrick Reed,83.3,5
2021,0,48081,Xander Schauffele,83.3,5
2021,0,29221,Webb Simpson,83.3,5
2021,0,34264,Hudson Swafford,83.3,5
2021,0,45526,Abraham Ancer,80.0,8
2021,0,34314,Sebastian Cappelen,80.0,4
2021,0,21209,Sergio Garcia,80.0,4
2021,0,24924,Bill Haas,80.0,4
2021,0,46550,Brandon Hagy,80.0,4
2021,0,33413,Ben Martin,80.0,4
2021,0,36871,Matthew NeSmith,80.0,8
2021,0,34256,Andrew Putnam,80.0,8
2021,0,33486,Roger Sloan,80.0,4
2021,0,34046,Jordan Spieth,80.0,4
2021,0,33448,Justin Thomas,80.0,4
2021,0,52372,Cameron Champ,77.8,7
2021,0,24138,Ian Poulter,77.8,7
2021,0,21961,Charles Howell III,76.9,10
2021,0,32757,Patton Kizzire,76.9,10
2021,0,24502,Adam Scott,76.9,10
2021,0,34255,Joseph Bramlett,75.0,9
2021,0,20229,Stewart Cink,75.0,9
2021,0,28089,Jason Day,75.0,3
2021,0,47959,Bryson DeChambeau,75.0,6
2021,0,29535,Brice Garnett,75.0,9
2021,0,52375,Doug Ghim,75.0,6
2021,0,46402,Talor Gooch,75.0,9
2021,0,34563,Chesson Hadley,75.0,6
2021,0,32448,James Hahn,75.0,3
2021,0,30925,Dustin Johnson,75.0,3
2021,0,50525,Collin Morikawa,75.0,6
