YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL BIRDIES,TOTAL HOLES
2024,0,33948,Byeong Hun An,19.12%,26,136
2024,0,32366,Kevin Chappell,18.97%,11,58
2024,0,39977,Max Homa,18.85%,23,122
2024,0,46340,Alex Smalley,18.82%,16,85
2024,0,55893,Sam Stevens,18.54%,28,151
2024,0,46441,Robby Shelton,18.45%,19,103
2024,0,60004,Jacob Bridgeman,18.42%,21,114
2024,0,52375,Doug Ghim,18.42%,21,114
2024,0,28089,Jason Day,18.39%,16,87
2024,0,35506,Mackenzie Hughes,18.34%,31,169
2024,0,51696,Rico Hoey,18.28%,17,93
2024,0,49947,Taylor Moore,18.18%,26,143
2024,0,35532,Tom Hoge,18.11%,23,127
2024,0,35617,Martin Trainer,18.07%,15,83
2024,0,35461,Beau Hossler,17.95%,28,156
2024,0,47988,Nick Hardy,17.92%,19,106
2024,0,57362,Austin Eckroat,17.86%,15,84
2024,0,55454,Carl Yuan,17.82%,18,101
2024,0,48117,Kurt Kitayama,17.71%,17,96
2024,0,34255,Joseph Bramlett,17.57%,26,148
2024,0,51977,Max Greyserman,17.54%,20,114
2024,0,51287,Ryo Hisatsune,17.53%,17,97
2024,0,47995,Davis Riley,17.50%,28,160
2024,0,39324,J.J. Spaun,17.48%,18,103
2024,0,37212,Paul Barjon,17.39%,12,69
2024,0,32367,Jorge Campillo,17.39%,16,92
2024,0,30163,Henrik Norlander,17.39%,12,69
2024,0,47983,Chad Ramey,17.20%,16,93
2024,0,40026,Daniel Berger,17.19%,11,64
2024,0,40058,Zac Blair,17.19%,11,64
2024,0,57366,Cameron Young,17.09%,20,117
2024,0,27644,Brian Harman,17.05%,22,129
2024,0,47993,Denny McCarthy,16.83%,17,101
2024,0,40006,Erik van Rooyen,16.81%,19,113
2024,0,34374,Erik Barnes,16.67%,16,96
2024,0,32333,Kevin Tway,16.67%,14,84
2024,0,59836,Pierceson Coody,16.53%,20,121
2024,0,39997,Corey Conners,16.50%,17,103
2024,0,40115,Adam Svensson,16.44%,24,146
2024,0,29420,Billy Horschel,16.42%,22,134
2024,0,46414,Aaron Rai,16.42%,11,67
2024,0,52372,Cameron Champ,16.33%,16,98
2024,0,48887,Matt Wallace,16.28%,21,129
2024,0,31646,Emiliano Grillo,16.22%,18,111
2024,0,29908,C.T. Pan,16.22%,12,74
2024,0,40098,Matt Fitzpatrick,16.19%,17,105
2024,0,56149,Wilson Furr,16.13%,15,93
2024,0,51894,Vince Whaley,16.13%,20,124
2024,0,47483,Will Zalatoris,16.09%,14,87
2024,0,49960,Sepp Straka,16.05%,13,81
2024,0,40162,Justin Lower,16.03%,25,156
2024,0,37455,Si Woo Kim,16.00%,16,100
2024,0,45157,Cam Davis,15.97%,19,119
2024,0,50188,S.H. Kim,15.96%,30,188
2024,0,47420,Jake Knapp,15.94%,22,138
2024,0,45242,Kevin Yu,15.93%,18,113
2024,0,52955,Ludvig Åberg,15.84%,16,101
2024,0,33408,Tyson Alexander,15.83%,19,120
2024,0,27214,Kevin Streelman,15.73%,14,89
2024,0,51997,Andrew Novak,15.70%,19,121
2024,0,47347,Adam Schenk,15.57%,19,122
2024,0,46113,Ryan McCormick,15.53%,16,103
2024,0,52453,Nicolai Højgaard,15.49%,11,71
2024,0,54421,Garrick Higgo,15.45%,17,110
2024,0,27064,Jhonattan Vegas,15.44%,21,136
2024,0,32070,Rafael Campos,15.38%,14,91
2024,0,59866,Nick Dunlap,15.38%,16,104
2024,0,34099,Harris English,15.31%,15,98
2024,0,34076,Joel Dahmen,15.24%,16,105
2024,0,48081,Xander Schauffele,15.24%,16,105
2024,0,55182,Tom Kim,15.22%,14,92
2024,0,23108,Matt Kuchar,15.09%,16,106
2024,0,33486,Roger Sloan,15.07%,11,73
2024,0,34021,Bud Cauley,15.00%,12,80
2024,0,35450,Patrick Cantlay,14.95%,16,107
2024,0,36799,Stephan Jaeger,14.95%,16,107
2024,0,59442,Parker Coody,14.85%,15,101
2024,0,27649,Brandt Snedeker,14.85%,15,101
2024,0,28775,Nate Lashley,14.81%,16,108
2024,0,48867,Matti Schmid,14.81%,16,108
2024,0,22405,Justin Rose,14.67%,11,75
2024,0,52666,Sami Valimaki,14.58%,14,96
2024,0,50497,Adrien Dumont de Chassart,14.53%,17,117
2024,0,54783,Dylan Wu,14.49%,20,138
2024,0,37378,Min Woo Lee,14.43%,14,97
2024,0,48699,Callum Tarren,14.41%,17,118
2024,0,47663,Kevin Dougherty,14.29%,13,91
2024,0,29936,Ryan Fox,14.29%,18,126
2024,0,24024,Zach Johnson,14.29%,10,70
2024,0,33204,Shane Lowry,14.29%,12,84
2024,0,36871,Matt NeSmith,14.29%,14,98
2024,0,33448,Justin Thomas,14.16%,16,113
2024,0,27770,Camilo Villegas,14.12%,12,85
2024,0,28420,Ryan Brehm,13.98%,13,93
2024,0,34256,Andrew Putnam,13.86%,14,101
2024,0,25493,Nick Taylor,13.79%,16,116
2024,0,34098,Russell Henley,13.73%,14,102
2024,0,27936,Martin Laird,13.73%,14,102
2024,0,28252,Seamus Power,13.60%,17,125
2024,0,52514,Trace Crowe,13.59%,14,103
2024,0,30927,Brendon Todd,13.57%,19,140
2024,0,59143,Mac Meissner,13.33%,16,120
2024,0,50095,Austin Smotherman,13.33%,8,60
2024,0,35310,Lanto Griffin,13.27%,13,98
2024,0,48319,Tom Whitney,13.25%,11,83
2024,0,60067,Joe Highsmith,13.11%,16,122
2024,0,54576,Patrick Fishburn,13.04%,12,92
2024,0,39975,Michael Kim,12.90%,16,124
2024,0,55708,Hayden Buckley,12.79%,11,86
2024,0,27139,David Skinns,12.66%,20,158
2024,0,24502,Adam Scott,12.63%,12,95
2024,0,47591,Eric Cole,12.57%,24,191
2024,0,27129,Luke List,12.50%,16,128
2024,0,50525,Collin Morikawa,12.50%,9,72
2024,0,12716,Charley Hoffman,12.38%,13,105
2024,0,50493,Justin Suh,12.16%,9,74
2024,0,29478,Kevin Kisner,11.84%,9,76
2024,0,47806,Raul Pereda,11.84%,9,76
2024,0,37275,Sam Ryder,11.46%,11,96
2024,0,29221,Webb Simpson,11.46%,11,96
2024,0,34466,Peter Malnati,11.36%,15,132
2024,0,32791,K.H. Lee,11.32%,12,106
2024,0,25900,Lucas Glover,11.11%,11,99
2024,0,48119,Ben Taylor,11.11%,11,99
2024,0,49771,J.T. Poston,10.99%,10,91
2024,0,29535,Brice Garnett,10.87%,5,46
2024,0,54628,Lee Hodges,10.71%,12,112
2024,0,51349,Nico Echavarria,10.68%,11,103
2024,0,32757,Patton Kizzire,10.67%,8,75
2024,0,33141,Keegan Bradley,10.66%,13,122
2024,0,22371,Aaron Baddeley,10.48%,11,105
2024,0,26476,Chez Reavie,10.34%,9,87
2024,0,36326,David Lipsky,10.31%,10,97
2024,0,45609,Tyler Duncan,10.17%,6,59
2024,0,52374,Brandon Wu,10.14%,7,69
2024,0,36801,Mark Hubbard,9.90%,10,101
2024,0,45522,Christiaan Bezuidenhout,9.73%,11,113
2024,0,36884,Ben Kohles,9.57%,9,94
2024,0,57900,Chandler Phillips,9.52%,12,126
2024,0,27330,Josh Teater,9.26%,5,54
2024,0,51890,Greyson Sigg,9.18%,9,98
2024,0,33399,Adam Hadwin,9.09%,11,121
2024,0,47679,Victor Perez,8.74%,9,103
2024,0,30911,Tommy Fleetwood,8.33%,6,72
2024,0,51070,Vincent Norrman,8.20%,5,61
2024,0,23320,Ryan Palmer,7.41%,6,81
2023,0,48867,Matti Schmid,25.00%,28,112
2023,0,33413,Ben Martin,24.62%,32,130
2023,0,22056,Cameron Percy,22.97%,17,74
2023,0,50188,S.H. Kim,22.91%,41,179
2023,0,52955,Ludvig Åberg,22.78%,18,79
2023,0,39997,Corey Conners,21.77%,27,124
2023,0,45157,Cam Davis,21.77%,32,147
2023,0,30692,Scott Stallings,21.43%,21,98
2023,0,25493,Nick Taylor,21.43%,30,140
2023,0,35450,Patrick Cantlay,21.28%,20,94
2023,0,33448,Justin Thomas,21.14%,26,123
2023,0,39067,MJ Daffue,21.05%,32,152
2023,0,55789,Taylor Montgomery,20.78%,32,154
2023,0,51491,Brandon Matthews,20.27%,15,74
2023,0,30163,Henrik Norlander,20.15%,27,134
2023,0,51766,Wyndham Clark,19.86%,29,146
2023,0,47591,Eric Cole,19.62%,52,265
2023,0,27554,Scott Harrington,19.53%,25,128
2023,0,59018,Ryan Gerard,19.32%,17,88
2023,0,51070,Vincent Norrman,19.27%,21,109
2023,0,22371,Aaron Baddeley,19.23%,20,104
2023,0,34363,Tyrrell Hatton,19.19%,19,99
2023,0,24502,Adam Scott,19.10%,17,89
2023,0,54421,Garrick Higgo,19.02%,31,163
2023,0,34076,Joel Dahmen,18.85%,23,122
2023,0,32448,James Hahn,18.81%,19,101
2023,0,55893,Sam Stevens,18.67%,28,150
2023,0,34431,Robert Streb,18.66%,25,134
2023,0,51997,Andrew Novak,18.63%,19,102
2023,0,35461,Beau Hossler,18.46%,36,195
2023,0,56762,Will Gordon,18.42%,28,152
2023,0,58696,Peter Kuest,18.31%,13,71
2023,0,40098,Matt Fitzpatrick,18.25%,25,137
2023,0,54591,Ben Griffin,18.24%,31,170
2023,0,35506,Mackenzie Hughes,18.24%,27,148
2023,0,51634,Sahith Theegala,18.18%,34,187
2023,0,40250,Taylor Pendrith,17.80%,34,191
2023,0,57975,Harry Hall,17.74%,33,186
2023,0,35617,Martin Trainer,17.65%,15,85
2023,0,35532,Tom Hoge,17.60%,22,125
2023,0,28237,Rory McIlroy,17.60%,22,125
2023,0,32839,Hideki Matsuyama,17.54%,20,114
2023,0,32102,Rickie Fowler,17.48%,25,143
2023,0,46340,Alex Smalley,17.47%,29,166
2023,0,27644,Brian Harman,17.39%,20,115
2023,0,52375,Doug Ghim,17.36%,21,121
2023,0,24140,Sean O'Hair,17.31%,9,52
2023,0,31323,Gary Woodland,17.29%,23,133
2023,0,39335,Kevin Roy,17.27%,19,110
2023,0,27129,Luke List,17.22%,31,180
2023,0,36799,Stephan Jaeger,17.12%,38,222
2023,0,22405,Justin Rose,17.00%,17,100
2023,0,48699,Callum Tarren,16.95%,30,177
2023,0,34046,Jordan Spieth,16.94%,21,124
2023,0,33408,Tyson Alexander,16.90%,24,142
2023,0,33948,Byeong Hun An,16.76%,30,179
2023,0,27974,Sung Kang,16.67%,13,78
2023,0,48117,Kurt Kitayama,16.67%,17,102
2023,0,36326,David Lipsky,16.67%,24,144
2023,0,32640,Troy Merritt,16.67%,16,96
2023,0,48119,Ben Taylor,16.57%,29,175
2023,0,46601,Trey Mullinax,16.55%,24,145
2023,0,25900,Lucas Glover,16.54%,21,127
2023,0,46717,Viktor Hovland,16.51%,18,109
2023,0,33653,Thomas Detry,16.41%,21,128
2023,0,27963,Chris Stroud,16.39%,10,61
2023,0,45609,Tyler Duncan,16.36%,18,110
2023,0,54783,Dylan Wu,16.34%,25,153
2023,0,36801,Mark Hubbard,16.28%,21,129
2023,0,33141,Keegan Bradley,16.22%,18,111
2023,0,48084,Wesley Bryan,16.22%,12,74
2023,0,30927,Brendon Todd,16.18%,22,136
2023,0,27936,Martin Laird,16.16%,16,99
2023,0,49453,Trevor Cone,16.08%,23,143
2023,0,20229,Stewart Cink,16.03%,21,131
2023,0,49947,Taylor Moore,15.91%,21,132
2023,0,12716,Charley Hoffman,15.85%,13,82
2023,0,47347,Adam Schenk,15.85%,29,183
2023,0,25632,Jimmy Walker,15.83%,22,139
2023,0,49960,Sepp Straka,15.74%,17,108
2023,0,37338,Zecheng Dou,15.69%,24,153
2023,0,52453,Nicolai Hojgaard,15.63%,10,64
2023,0,36724,Augusto Núñez,15.60%,17,109
2023,0,34466,Peter Malnati,15.59%,29,186
2023,0,25818,Scott Piercy,15.53%,16,103
2023,0,37455,Si Woo Kim,15.52%,18,116
2023,0,30926,Chris Kirk,15.38%,22,143
2023,0,46046,Scottie Scheffler,15.24%,25,164
2023,0,34099,Harris English,15.15%,20,132
2023,0,49771,J.T. Poston,15.04%,20,133
2023,0,26476,Chez Reavie,15.00%,21,140
2023,0,40006,Erik van Rooyen,15.00%,18,120
2023,0,52372,Cameron Champ,14.95%,16,107
2023,0,47988,Nick Hardy,14.93%,20,134
2023,0,48081,Xander Schauffele,14.88%,18,121
2023,0,31646,Emiliano Grillo,14.81%,24,162
2023,0,39058,Lucas Herbert,14.81%,12,81
2023,0,29289,S.Y. Noh,14.77%,13,88
2023,0,35310,Lanto Griffin,14.75%,9,61
2023,0,47079,Harrison Endycott,14.69%,21,143
2023,0,25686,Jason Dufner,14.60%,20,137
2023,0,23320,Ryan Palmer,14.56%,15,103
2023,0,48887,Matt Wallace,14.48%,21,145
2023,0,27349,Alex Noren,14.39%,19,132
2023,0,47983,Chad Ramey,14.38%,22,153
2023,0,31577,Tano Goya,14.29%,13,91
2023,0,32333,Kevin Tway,14.29%,25,175
2023,0,58967,Trevor Werbylo,14.29%,17,119
2023,0,52374,Brandon Wu,14.29%,19,133
2023,0,52513,Carson Young,14.16%,16,113
2023,0,56630,Akshay Bhatia,14.15%,15,106
2023,0,28089,Jason Day,14.14%,14,99
2023,0,33204,Shane Lowry,14.12%,12,85
2023,0,36699,Patrick Rodgers,14.12%,25,177
2023,0,28420,Ryan Brehm,14.04%,25,178
2023,0,31202,William McGirt,14.04%,8,57
2023,0,32791,K.H. Lee,13.95%,24,172
2023,0,54628,Lee Hodges,13.92%,22,158
2023,0,46970,Jon Rahm,13.76%,15,109
2023,0,29725,Tony Finau,13.74%,18,131
2023,0,55454,Carl Yuan,13.73%,21,153
2023,0,40162,Justin Lower,13.70%,20,146
2023,0,29420,Billy Horschel,13.64%,12,88
2023,0,34563,Chesson Hadley,13.61%,20,147
2023,0,57366,Cameron Young,13.56%,16,118
2023,0,50095,Austin Smotherman,13.55%,21,155
2023,0,36871,Matt NeSmith,13.51%,20,148
2023,0,28775,Nate Lashley,13.42%,20,149
2023,0,45242,Kevin Yu,13.41%,11,82
2023,0,34098,Russell Henley,13.40%,13,97
2023,0,32366,Kevin Chappell,13.33%,10,75
2023,0,39971,Sungjae Im,13.33%,18,135
2023,0,37275,Sam Ryder,13.33%,22,165
2023,0,39324,J.J. Spaun,13.08%,17,130
2023,0,50493,Justin Suh,13.04%,15,115
2023,0,26596,Ryan Moore,12.90%,12,93
2023,0,39546,Keith Mitchell,12.88%,17,132
2023,0,46414,Aaron Rai,12.82%,15,117
2023,0,34610,Matthias Schwab,12.78%,17,133
2023,0,33410,Andrew Landry,12.66%,10,79
2023,0,28252,Seamus Power,12.63%,12,95
2023,0,39975,Michael Kim,12.50%,18,144
2023,0,23108,Matt Kuchar,12.31%,16,130
2023,0,39977,Max Homa,12.30%,15,122
2023,0,29535,Brice Garnett,12.28%,14,114
2023,0,58168,Davis Thompson,12.26%,19,155
2023,0,55182,Tom Kim,12.24%,12,98
2023,0,19803,Ryan Armour,12.22%,11,90
2023,0,52411,Kyle Westmoreland,12.20%,15,123
2023,0,55708,Hayden Buckley,12.12%,12,99
2023,0,46441,Robby Shelton,12.05%,20,166
2023,0,31557,Jim Herman,11.83%,11,93
2023,0,47993,Denny McCarthy,11.72%,17,145
2023,0,34256,Andrew Putnam,11.71%,13,111
2023,0,53165,Doc Redman,11.71%,13,111
2023,0,51414,Brent Grant,11.70%,11,94
2023,0,39954,Cody Gribble,11.65%,12,103
2023,0,29221,Webb Simpson,11.65%,12,103
2023,0,40058,Zac Blair,11.63%,10,86
2023,0,35879,Kelly Kraft,11.61%,18,155
2023,0,27214,Kevin Streelman,11.61%,18,155
2023,0,30911,Tommy Fleetwood,11.50%,13,113
2023,0,34255,Joseph Bramlett,11.36%,15,132
2023,0,32816,Satoshi Kodaira,11.32%,6,53
2023,0,45522,Christiaan Bezuidenhout,11.30%,13,115
2023,0,49298,Kramer Hickok,11.18%,17,152
2023,0,33122,Russell Knox,11.11%,14,126
2023,0,50525,Collin Morikawa,11.11%,9,81
2023,0,47995,Davis Riley,11.02%,14,127
2023,0,49766,Hank Lebioda,10.98%,9,82
2023,0,47128,Richy Werenski,10.76%,17,158
2023,0,33399,Adam Hadwin,10.69%,14,131
2023,0,32757,Patton Kizzire,10.64%,15,141
2023,0,31560,Brian Stuard,10.47%,9,86
2023,0,32662,Michael Gligic,10.38%,11,106
2023,0,33597,Harry Higgs,10.32%,13,126
2023,0,46435,Austin Cook,10.31%,10,97
2023,0,35901,Paul Haley II,10.26%,12,117
2023,0,29970,Dylan Frittelli,10.24%,13,127
2023,0,51349,Nico Echavarria,10.20%,10,98
2023,0,24024,Zach Johnson,10.11%,9,89
2023,0,51890,Greyson Sigg,10.08%,13,129
2023,0,40115,Adam Svensson,10.06%,16,159
2023,0,35449,Adam Long,9.76%,12,123
2023,0,34409,David Lingmerth,9.52%,10,105
2023,0,32139,Danny Willett,9.41%,8,85
2023,0,27095,Nick Watney,9.26%,10,108
2023,0,24925,Jonathan Byrd,8.82%,6,68
2023,0,29908,C.T. Pan,8.47%,5,59
2023,0,46442,Maverick McNealy,8.33%,7,84
2023,0,47504,Sam Burns,7.08%,8,113
2023,0,57362,Austin Eckroat,6.03%,7,116
2023,0,51950,Max McGreevy,5.43%,5,92
2022,0,49947,Taylor Moore,26.89,32,119
2022,0,46442,Maverick McNealy,25.23,27,107
2022,0,40006,Erik van Rooyen,25.0,15,60
2022,0,39977,Max Homa,24.77,27,109
2022,0,22056,Cameron Percy,24.59,15,61
2022,0,48084,Wesley Bryan,24.29,17,70
2022,0,35891,Cameron Smith,24.0,24,100
2022,0,57366,Cameron Young,23.36,32,137
2022,0,47483,Will Zalatoris,23.23,23,99
2022,0,28237,Rory McIlroy,23.08,24,104
2022,0,27129,Luke List,22.95,28,122
2022,0,28252,Seamus Power,22.92,22,96
2022,0,31646,Emiliano Grillo,21.82,24,110
2022,0,47529,Mito Pereira,21.68,31,143
2022,0,34264,Hudson Swafford,21.62,16,74
2022,0,33141,Keegan Bradley,21.36,22,103
2022,0,34098,Russell Henley,21.35,19,89
2022,0,27974,Sung Kang,21.21,21,99
2022,0,27064,Jhonattan Vegas,21.1,23,109
2022,0,40250,Taylor Pendrith,20.95,22,105
2022,0,45486,Joaquin Niemann,20.69,18,87
2022,0,36699,Patrick Rodgers,20.57,29,141
2022,0,39058,Lucas Herbert,20.51,16,78
2022,0,32662,Michael Gligic,20.27,15,74
2022,0,46046,Scottie Scheffler,20.15,27,134
2022,0,46601,Trey Mullinax,20.14,28,139
2022,0,35450,Patrick Cantlay,20.0,19,95
2022,0,24138,Ian Poulter,20.0,8,40
2022,0,37275,Sam Ryder,19.83,24,121
2022,0,48117,Kurt Kitayama,19.77,17,86
2022,0,37212,Paul Barjon,19.67,24,122
2022,0,47504,Sam Burns,19.49,23,118
2022,0,49964,Aaron Wise,19.26,26,135
2022,0,51950,Max McGreevy,18.89,17,90
2022,0,52372,Cameron Champ,18.81,19,101
2022,0,46402,Talor Gooch,18.6,16,86
2022,0,34255,Joseph Bramlett,18.38,25,136
2022,0,30692,Scott Stallings,18.32,24,131
2022,0,12716,Charley Hoffman,18.28,17,93
2022,0,27095,Nick Watney,18.28,17,93
2022,0,27214,Kevin Streelman,18.18,18,99
2022,0,47995,Davis Riley,18.13,29,160
2022,0,39436,Joshua Creel,18.06,13,72
2022,0,24924,Bill Haas,18.02,20,111
2022,0,49298,Kramer Hickok,17.89,17,95
2022,0,32791,K.H. Lee,17.86,25,140
2022,0,23325,Vaughn Taylor,17.74,11,62
2022,0,45157,Cam Davis,17.69,23,130
2022,0,48699,Callum Tarren,17.69,23,130
2022,0,34610,Matthias Schwab,17.53,17,97
2022,0,29518,Brendan Steele,17.35,17,98
2022,0,36884,Ben Kohles,17.33,13,75
2022,0,29725,Tony Finau,17.22,26,151
2022,0,49771,J.T. Poston,17.04,23,135
2022,0,27770,Camilo Villegas,16.95,20,118
2022,0,29926,Danny Lee,16.88,13,77
2022,0,30944,Jason Kokrak,16.87,14,83
2022,0,33667,Carlos Ortiz,16.85,15,89
2022,0,29970,Dylan Frittelli,16.78,25,149
2022,0,46717,Viktor Hovland,16.67,16,96
2022,0,46970,Jon Rahm,16.67,13,78
2022,0,32139,Danny Willett,16.67,11,66
2022,0,51766,Wyndham Clark,16.55,23,139
2022,0,20229,Stewart Cink,16.54,22,133
2022,0,33448,Justin Thomas,16.51,18,109
2022,0,45522,Christiaan Bezuidenhout,16.49,16,97
2022,0,30163,Henrik Norlander,16.3,15,92
2022,0,31560,Brian Stuard,16.28,14,86
2022,0,34174,John Huh,16.0,16,100
2022,0,46414,Aaron Rai,16.0,16,100
2022,0,32366,Kevin Chappell,15.85,13,82
2022,0,31420,Anirban Lahiri,15.85,13,82
2022,0,24502,Adam Scott,15.65,18,115
2022,0,27139,David Skinns,15.63,20,128
2022,0,47988,Nick Hardy,15.58,12,77
2022,0,49766,Hank Lebioda,15.56,14,90
2022,0,39546,Keith Mitchell,15.52,18,116
2022,0,40098,Matt Fitzpatrick,15.49,11,71
2022,0,36801,Mark Hubbard,15.49,11,71
2022,0,26300,Matt Jones,15.46,15,97
2022,0,39971,Sungjae Im,15.45,17,110
2022,0,52375,Doug Ghim,15.38,16,104
2022,0,29974,Branden Grace,15.38,8,52
2022,0,24361,Pat Perez,15.38,16,104
2022,0,22405,Justin Rose,15.38,8,52
2022,0,34046,Jordan Spieth,15.38,20,130
2022,0,23320,Ryan Palmer,15.31,15,98
2022,0,54628,Lee Hodges,15.28,22,144
2022,0,32640,Troy Merritt,15.25,18,118
2022,0,25686,Jason Dufner,15.15,10,66
2022,0,46340,Alex Smalley,15.15,20,132
2022,0,29289,S.Y. Noh,15.12,13,86
2022,0,35617,Martin Trainer,15.11,21,139
2022,0,51634,Sahith Theegala,15.1,29,192
2022,0,45609,Tyler Duncan,15.07,11,73
2022,0,26851,Marc Leishman,15.05,14,93
2022,0,26476,Chez Reavie,15.05,14,93
2022,0,37455,Si Woo Kim,15.0,15,100
2022,0,27644,Brian Harman,14.95,16,107
2022,0,31557,Jim Herman,14.93,10,67
2022,0,25900,Lucas Glover,14.81,16,108
2022,0,28775,Nate Lashley,14.77,13,88
2022,0,47128,Richy Werenski,14.71,15,102
2022,0,33597,Harry Higgs,14.69,21,143
2022,0,32839,Hideki Matsuyama,14.63,12,82
2022,0,39324,J.J. Spaun,14.58,14,96
2022,0,29908,C.T. Pan,14.53,17,117
2022,0,25198,Francesco Molinari,14.52,9,62
2022,0,29221,Webb Simpson,14.29,13,91
2022,0,51894,Vince Whaley,14.19,21,148
2022,0,35506,Mackenzie Hughes,14.18,20,141
2022,0,47347,Adam Schenk,14.18,20,141
2022,0,47993,Denny McCarthy,14.17,18,127
2022,0,46435,Austin Cook,14.12,12,85
2022,0,46550,Brandon Hagy,14.05,17,121
2022,0,34563,Chesson Hadley,14.04,16,114
2022,0,47856,Seth Reeves,14.0,14,100
2022,0,51997,Andrew Novak,13.98,13,93
2022,0,32816,Satoshi Kodaira,13.95,6,43
2022,0,33399,Adam Hadwin,13.91,16,115
2022,0,49960,Sepp Straka,13.91,16,115
2022,0,36799,Stephan Jaeger,13.87,19,137
2022,0,32448,James Hahn,13.86,14,101
2022,0,37189,Harold Varner III,13.71,17,124
2022,0,24925,Jonathan Byrd,13.7,10,73
2022,0,48081,Xander Schauffele,13.7,10,73
2022,0,52374,Brandon Wu,13.7,10,73
2022,0,34363,Tyrrell Hatton,13.64,12,88
2022,0,27895,Jonas Blixt,13.51,10,74
2022,0,32102,Rickie Fowler,13.4,13,97
2022,0,51890,Greyson Sigg,13.39,15,112
2022,0,21961,Charles Howell III,13.33,10,75
2022,0,40115,Adam Svensson,13.19,19,144
2022,0,48887,Matt Wallace,13.04,12,92
2022,0,34256,Andrew Putnam,13.0,13,100
2022,0,35532,Tom Hoge,12.93,15,116
2022,0,31323,Gary Woodland,12.87,13,101
2022,0,23108,Matt Kuchar,12.86,9,70
2022,0,50525,Collin Morikawa,12.86,9,70
2022,0,54783,Dylan Wu,12.84,14,109
2022,0,30911,Tommy Fleetwood,12.7,8,63
2022,0,24980,Scott Gutschewski,12.7,8,63
2022,0,29535,Brice Garnett,12.5,11,88
2022,0,32757,Patton Kizzire,12.5,18,144
2022,0,40162,Justin Lower,12.35,10,81
2022,0,28114,Dawie van der Walt,12.35,10,81
2022,0,50095,Austin Smotherman,12.26,13,106
2022,0,36871,Matthew NeSmith,12.23,17,139
2022,0,27349,Alex Noren,12.16,9,74
2022,0,33419,Cameron Tringale,12.14,17,140
2022,0,30978,Kiradech Aphibarnrat,12.07,7,58
2022,0,34466,Peter Malnati,12.06,17,141
2022,0,35110,Brett Drewitt,12.05,10,83
2022,0,45540,Jared Wolfe,12.05,10,83
2022,0,23983,Luke Donald,12.04,13,108
2022,0,39997,Corey Conners,12.0,12,100
2022,0,33204,Shane Lowry,11.96,11,92
2022,0,35310,Lanto Griffin,11.76,12,102
2022,0,29420,Billy Horschel,11.63,10,86
2022,0,30927,Brendon Todd,11.58,11,95
2022,0,53165,Doc Redman,11.57,14,121
2022,0,25818,Scott Piercy,11.43,12,105
2022,0,33490,Bo Hoag,11.39,9,79
2022,0,48822,Sebastián Muñoz,11.34,11,97
2022,0,34076,Joel Dahmen,11.11,13,117
2022,0,54421,Garrick Higgo,10.96,8,73
2022,0,24024,Zach Johnson,10.96,8,73
2022,0,39953,Chase Seiffert,10.87,5,46
2022,0,35449,Adam Long,10.83,13,120
2022,0,27936,Martin Laird,10.77,7,65
2022,0,36326,David Lipsky,10.74,13,121
2022,0,33122,Russell Knox,10.71,9,84
2022,0,36689,Brooks Koepka,10.59,9,85
2022,0,32333,Kevin Tway,10.49,15,143
2022,0,35461,Beau Hossler,10.37,17,164
2022,0,36852,Jim Knous,10.23,9,88
