YEAR,MOVEMENT,PLAYER_ID,PLAYER,TOTAL 3 PUTTS 10'-15',TOTAL 3 PUTTS
2024,0,59442,Parker Coody,1,20
2024,0,52514,Trace Crowe,1,23
2024,0,45157,Cam Davis,1,31
2024,0,28089,Jason Day,1,20
2024,0,33653,Thomas Detry,1,25
2024,0,47663,Kevin Dougherty,1,32
2024,0,50497,Adrien Dumont de Chassart,1,31
2024,0,51349,Nico Echavarria,1,34
2024,0,34099,Harris English,1,32
2024,0,54576,Patrick Fishburn,1,27
2024,0,30911,Tommy Fleetwood,1,24
2024,0,52375,Doug Ghim,1,32
2024,0,51977,Max Greyserman,1,27
2024,0,31646,Emiliano Grillo,1,21
2024,0,33399,Adam Hadwin,1,30
2024,0,60767,Blaine Hale Jr.,1,26
2024,0,57975,Harry Hall,1,27
2024,0,51287,Ryo Hisatsune,1,32
2024,0,51696,Rico Hoey,1,38
2024,0,12716,Charley Hoffman,1,32
2024,0,39971,Sungjae Im,1,34
2024,0,36799,Stephan Jaeger,1,31
2024,0,34587,Chan Kim,1,48
2024,0,50188,S.H. Kim,1,42
2024,0,28775,Nate Lashley,1,36
2024,0,27129,Luke List,1,35
2024,0,52215,Robert MacIntyre,1,21
2024,0,28237,Rory McIlroy,1,25
2024,0,26596,Ryan Moore,1,44
2024,0,30163,Henrik Norlander,1,22
2024,0,57900,Chandler Phillips,1,33
2024,0,26476,Chez Reavie,1,27
2024,0,47995,Davis Riley,1,30
2024,0,48081,Xander Schauffele,1,12
2024,0,46441,Robby Shelton,1,34
2024,0,51890,Greyson Sigg,1,35
2024,0,33486,Roger Sloan,1,28
2024,0,27649,Brandt Snedeker,1,35
2024,0,39324,J.J. Spaun,1,28
2024,0,34046,Jordan Spieth,1,22
2024,0,48699,Callum Tarren,1,47
2024,0,48119,Ben Taylor,1,19
2024,0,27330,Josh Teater,1,31
2024,0,33448,Justin Thomas,1,20
2024,0,30927,Brendon Todd,1,41
2024,0,32333,Kevin Tway,1,19
2024,0,48887,Matt Wallace,1,41
2024,0,51894,Vince Whaley,1,18
2024,0,31323,Gary Woodland,1,41
2024,0,47483,Will Zalatoris,1,33
2023,0,36699,Patrick Rodgers,6,34
2023,0,49298,Kramer Hickok,5,53
2023,0,31557,Jim Herman,4,46
2023,0,36801,Mark Hubbard,4,32
2023,0,58696,Peter Kuest,4,19
2023,0,51634,Sahith Theegala,4,28
2023,0,31323,Gary Woodland,4,54
2023,0,24925,Jonathan Byrd,3,20
2023,0,39067,MJ Daffue,3,42
2023,0,34099,Harris English,3,32
2023,0,31577,Tano Goya,3,50
2023,0,47988,Nick Hardy,3,44
2023,0,37455,Si Woo Kim,3,41
2023,0,32757,Patton Kizzire,3,38
2023,0,49766,Hank Lebioda,3,23
2023,0,33413,Ben Martin,3,36
2023,0,32640,Troy Merritt,3,52
2023,0,39546,Keith Mitchell,3,37
2023,0,53165,Doc Redman,3,46
2023,0,48699,Callum Tarren,3,37
2023,0,48887,Matt Wallace,3,41
2023,0,45522,Christiaan Bezuidenhout,2,23
2023,0,48084,Wesley Bryan,2,23
2023,0,32366,Kevin Chappell,2,19
2023,0,47591,Eric Cole,2,27
2023,0,46435,Austin Cook,2,36
2023,0,34076,Joel Dahmen,2,43
2023,0,25686,Jason Dufner,2,55
2023,0,51349,Nico Echavarria,2,20
2023,0,25900,Lucas Glover,2,47
2023,0,56762,Will Gordon,2,49
2023,0,51414,Brent Grant,2,48
2023,0,35310,Lanto Griffin,2,26
2023,0,27554,Scott Harrington,2,33
2023,0,39977,Max Homa,2,28
2023,0,27974,Sung Kang,2,13
2023,0,39975,Michael Kim,2,30
2023,0,55182,Tom Kim,2,31
2023,0,48117,Kurt Kitayama,2,33
2023,0,33122,Russell Knox,2,41
2023,0,27936,Martin Laird,2,44
2023,0,36326,David Lipsky,2,47
2023,0,40162,Justin Lower,2,39
2023,0,34466,Peter Malnati,2,36
2023,0,51491,Brandon Matthews,2,34
2023,0,51950,Max McGreevy,2,37
2023,0,55789,Taylor Montgomery,2,34
2023,0,26596,Ryan Moore,2,24
2023,0,49947,Taylor Moore,2,33
2023,0,51070,Vincent Norrman,2,45
2023,0,34256,Andrew Putnam,2,36
2023,0,47995,Davis Riley,2,45
2023,0,22405,Justin Rose,2,27
2023,0,47347,Adam Schenk,2,43
2023,0,34610,Matthias Schwab,2,44
2023,0,50095,Austin Smotherman,2,49
2023,0,30692,Scott Stallings,2,49
2023,0,27214,Kevin Streelman,2,48
2023,0,48119,Ben Taylor,2,37
2023,0,30927,Brendon Todd,2,30
2023,0,47128,Richy Werenski,2,25
2023,0,52374,Brandon Wu,2,36
2023,0,52513,Carson Young,2,31
2023,0,33408,Tyson Alexander,1,31
2023,0,33948,Byeong Hun An,1,37
2023,0,19803,Ryan Armour,1,29
2023,0,22371,Aaron Baddeley,1,13
2023,0,56630,Akshay Bhatia,1,34
2023,0,55708,Hayden Buckley,1,36
2023,0,52372,Cameron Champ,1,33
2023,0,20229,Stewart Cink,1,28
2023,0,51766,Wyndham Clark,1,39
2023,0,49453,Trevor Cone,1,43
2023,0,45157,Cam Davis,1,49
2023,0,45609,Tyler Duncan,1,45
2023,0,57362,Austin Eckroat,1,34
2023,0,47079,Harrison Endycott,1,44
2023,0,29725,Tony Finau,1,41
2023,0,32102,Rickie Fowler,1,33
2023,0,29970,Dylan Frittelli,1,25
2023,0,29535,Brice Garnett,1,25
2023,0,52375,Doug Ghim,1,46
2023,0,32662,Michael Gligic,1,27
2023,0,31646,Emiliano Grillo,1,38
2023,0,34563,Chesson Hadley,1,36
2023,0,33399,Adam Hadwin,1,28
2023,0,32448,James Hahn,1,33
2023,0,35901,Paul Haley II,1,49
2023,0,34363,Tyrrell Hatton,1,24
2023,0,34098,Russell Henley,1,34
2023,0,54628,Lee Hodges,1,43
2023,0,12716,Charley Hoffman,1,33
2023,0,35532,Tom Hoge,1,33
2023,0,29420,Billy Horschel,1,26
2023,0,39971,Sungjae Im,1,35
2023,0,36799,Stephan Jaeger,1,52
2023,0,50188,S.H. Kim,1,41
2023,0,32816,Satoshi Kodaira,1,42
2023,0,33410,Andrew Landry,1,31
2023,0,28775,Nate Lashley,1,26
2023,0,32791,K.H. Lee,1,39
2023,0,34409,David Lingmerth,1,26
2023,0,27129,Luke List,1,47
2023,0,32839,Hideki Matsuyama,1,34
2023,0,46442,Maverick McNealy,1,10
2023,0,50525,Collin Morikawa,1,29
2023,0,30163,Henrik Norlander,1,36
2023,0,51997,Andrew Novak,1,27
2023,0,36724,Augusto Núñez,1,41
2023,0,29908,C.T. Pan,1,22
2023,0,40250,Taylor Pendrith,1,31
2023,0,22056,Cameron Percy,1,21
2023,0,25818,Scott Piercy,1,43
2023,0,28252,Seamus Power,1,23
2023,0,46414,Aaron Rai,1,47
2023,0,47983,Chad Ramey,1,44
2023,0,26476,Chez Reavie,1,45
2023,0,48081,Xander Schauffele,1,24
2023,0,46046,Scottie Scheffler,1,28
2023,0,48867,Matti Schmid,1,26
2023,0,46441,Robby Shelton,1,29
2023,0,29221,Webb Simpson,1,26
2023,0,46340,Alex Smalley,1,52
2023,0,39324,J.J. Spaun,1,44
2023,0,34046,Jordan Spieth,1,28
2023,0,55893,Sam Stevens,1,36
2023,0,34431,Robert Streb,1,34
2023,0,27963,Chris Stroud,1,16
2023,0,31560,Brian Stuard,1,13
2023,0,50493,Justin Suh,1,37
2023,0,40115,Adam Svensson,1,45
2023,0,25493,Nick Taylor,1,29
2023,0,35617,Martin Trainer,1,31
2023,0,40006,Erik van Rooyen,1,33
2023,0,27095,Nick Watney,1,30
2023,0,58967,Trevor Werbylo,1,30
2023,0,57366,Cameron Young,1,37
2023,0,55454,Carl Yuan,1,43
2022,0,20229,Stewart Cink,5,36
2022,0,29970,Dylan Frittelli,4,35
2022,0,25900,Lucas Glover,4,58
2022,0,54628,Lee Hodges,4,52
2022,0,25818,Scott Piercy,4,35
2022,0,51766,Wyndham Clark,3,27
2022,0,39997,Corey Conners,3,33
2022,0,23983,Luke Donald,3,25
2022,0,29535,Brice Garnett,3,36
2022,0,26300,Matt Jones,3,28
2022,0,29478,Kevin Kisner,3,27
2022,0,32757,Patton Kizzire,3,50
2022,0,28775,Nate Lashley,3,24
2022,0,27129,Luke List,3,57
2022,0,48822,Sebastián Muñoz,3,45
2022,0,36871,Matthew NeSmith,3,39
2022,0,47995,Davis Riley,3,37
2022,0,37275,Sam Ryder,3,44
2022,0,33486,Roger Sloan,3,37
2022,0,39324,J.J. Spaun,3,36
2022,0,27214,Kevin Streelman,3,33
2022,0,40115,Adam Svensson,3,42
2022,0,51634,Sahith Theegala,3,41
2022,0,32150,Michael Thompson,3,35
2022,0,56278,Matthew Wolff,3,18
2022,0,27895,Jonas Blixt,2,19
2022,0,34255,Joseph Bramlett,2,45
2022,0,52372,Cameron Champ,2,28
2022,0,45157,Cam Davis,2,28
2022,0,31646,Emiliano Grillo,2,31
2022,0,24924,Bill Haas,2,41
2022,0,33399,Adam Hadwin,2,31
2022,0,46550,Brandon Hagy,2,44
2022,0,39058,Lucas Herbert,2,11
2022,0,33597,Harry Higgs,2,29
2022,0,34174,John Huh,2,30
2022,0,36799,Stephan Jaeger,2,47
2022,0,24024,Zach Johnson,2,20
2022,0,27974,Sung Kang,2,40
2022,0,48117,Kurt Kitayama,2,26
2022,0,32816,Satoshi Kodaira,2,17
2022,0,49766,Hank Lebioda,2,38
2022,0,29926,Danny Lee,2,21
2022,0,26851,Marc Leishman,2,24
2022,0,34466,Peter Malnati,2,36
2022,0,47993,Denny McCarthy,2,35
2022,0,51950,Max McGreevy,2,21
2022,0,39546,Keith Mitchell,2,53
2022,0,50525,Collin Morikawa,2,19
2022,0,45486,Joaquin Niemann,2,28
2022,0,49771,J.T. Poston,2,36
2022,0,26476,Chez Reavie,2,42
2022,0,24502,Adam Scott,2,25
2022,0,29221,Webb Simpson,2,26
2022,0,35891,Cameron Smith,2,11
2022,0,30692,Scott Stallings,2,43
2022,0,34264,Hudson Swafford,2,31
2022,0,25493,Nick Taylor,2,43
2022,0,35617,Martin Trainer,2,30
2022,0,32333,Kevin Tway,2,37
2022,0,27064,Jhonattan Vegas,2,30
2022,0,27095,Nick Watney,2,48
2022,0,30978,Kiradech Aphibarnrat,1,13
2022,0,37212,Paul Barjon,1,35
2022,0,45522,Christiaan Bezuidenhout,1,19
2022,0,48084,Wesley Bryan,1,22
2022,0,55708,Hayden Buckley,1,42
2022,0,24925,Jonathan Byrd,1,17
2022,0,46435,Austin Cook,1,22
2022,0,34076,Joel Dahmen,1,40
2022,0,35110,Brett Drewitt,1,23
2022,0,32102,Rickie Fowler,1,21
2022,0,52375,Doug Ghim,1,38
2022,0,32662,Michael Gligic,1,30
2022,0,46402,Talor Gooch,1,14
2022,0,29974,Branden Grace,1,24
2022,0,35310,Lanto Griffin,1,26
2022,0,32448,James Hahn,1,22
2022,0,47988,Nick Hardy,1,19
2022,0,34098,Russell Henley,1,31
2022,0,49298,Kramer Hickok,1,47
2022,0,33490,Bo Hoag,1,17
2022,0,12716,Charley Hoffman,1,27
2022,0,46717,Viktor Hovland,1,30
2022,0,21961,Charles Howell III,1,32
2022,0,39971,Sungjae Im,1,33
2022,0,37455,Si Woo Kim,1,42
2022,0,30926,Chris Kirk,1,23
2022,0,36852,Jim Knous,1,23
2022,0,36884,Ben Kohles,1,22
2022,0,32791,K.H. Lee,1,39
2022,0,36326,David Lipsky,1,40
2022,0,35449,Adam Long,1,39
2022,0,33204,Shane Lowry,1,22
2022,0,32839,Hideki Matsuyama,1,24
2022,0,32640,Troy Merritt,1,35
2022,0,29289,S.Y. Noh,1,23
2022,0,30163,Henrik Norlander,1,33
2022,0,51997,Andrew Novak,1,38
2022,0,33667,Carlos Ortiz,1,23
2022,0,23320,Ryan Palmer,1,28
2022,0,40250,Taylor Pendrith,1,39
2022,0,47529,Mito Pereira,1,36
2022,0,24138,Ian Poulter,1,18
2022,0,34256,Andrew Putnam,1,41
2022,0,47983,Chad Ramey,1,31
2022,0,34360,Patrick Reed,1,19
2022,0,22405,Justin Rose,1,15
2022,0,23621,Rory Sabbatini,1,27
2022,0,48081,Xander Schauffele,1,18
2022,0,46046,Scottie Scheffler,1,30
2022,0,47347,Adam Schenk,1,34
2022,0,34610,Matthias Schwab,1,26
2022,0,39953,Chase Seiffert,1,28
2022,0,50095,Austin Smotherman,1,32
2022,0,34046,Jordan Spieth,1,31
2022,0,31560,Brian Stuard,1,39
2022,0,23325,Vaughn Taylor,1,22
2022,0,10381,Curtis Thompson,1,24
2022,0,33419,Cameron Tringale,1,31
2022,0,28114,Dawie van der Walt,1,34
2022,0,27770,Camilo Villegas,1,20
2022,0,47128,Richy Werenski,1,29
2022,0,49964,Aaron Wise,1,40
2022,0,45540,Jared Wolfe,1,29
2022,0,31323,Gary Woodland,1,26
2022,0,52374,Brandon Wu,1,25
2022,0,54783,Dylan Wu,1,25
2022,0,57366,Cameron Young,1,39
2021,0,29926,Danny Lee,7,42
2021,0,49964,Aaron Wise,7,64
2021,0,27974,Sung Kang,4,45
2021,0,27129,Luke List,4,45
2021,0,39546,Keith Mitchell,4,39
2021,0,34213,Grayson Murray,4,31
2021,0,29268,Bronson Burgoon,3,33
2021,0,51766,Wyndham Clark,3,28
2021,0,39997,Corey Conners,3,43
2021,0,45157,Cam Davis,3,51
2021,0,47959,Bryson DeChambeau,3,28
2021,0,52375,Doug Ghim,3,49
2021,0,33490,Bo Hoag,3,40
2021,0,27141,J.B. Holmes,3,26
2021,0,39977,Max Homa,3,35
2021,0,32816,Satoshi Kodaira,3,43
2021,0,31420,Anirban Lahiri,3,19
2021,0,33410,Andrew Landry,3,33
2021,0,32839,Hideki Matsuyama,3,41
2021,0,47993,Denny McCarthy,3,34
2021,0,48822,Sebastián Muñoz,3,52
2021,0,23320,Ryan Palmer,3,38
2021,0,46441,Robby Shelton,3,42
2021,0,34046,Jordan Spieth,3,33
2021,0,33419,Cameron Tringale,3,29
2021,0,27064,Jhonattan Vegas,3,39
2021,0,19803,Ryan Armour,2,28
2021,0,33404,Chris Baker,2,20
2021,0,33141,Keegan Bradley,2,46
2021,0,34099,Harris English,2,35
2021,0,29725,Tony Finau,2,23
2021,0,40098,Matt Fitzpatrick,2,29
2021,0,30911,Tommy Fleetwood,2,27
2021,0,25900,Lucas Glover,2,52
2021,0,31646,Emiliano Grillo,2,41
2021,0,27554,Scott Harrington,2,36
2021,0,34098,Russell Henley,2,36
2021,0,12716,Charley Hoffman,2,44
2021,0,35532,Tom Hoge,2,44
2021,0,37455,Si Woo Kim,2,43
2021,0,32757,Patton Kizzire,2,37
2021,0,30944,Jason Kokrak,2,31
2021,0,27936,Martin Laird,2,53
2021,0,28775,Nate Lashley,2,25
2021,0,33204,Shane Lowry,2,41
2021,0,34466,Peter Malnati,2,29
2021,0,30163,Henrik Norlander,2,49
2021,0,27556,Ted Potter Jr.,2,50
2021,0,46970,Jon Rahm,2,25
2021,0,26476,Chez Reavie,2,31
2021,0,36699,Patrick Rodgers,2,43
2021,0,22405,Justin Rose,2,20
2021,0,47347,Adam Schenk,2,45
2021,0,49960,Sepp Straka,2,42
2021,0,25493,Nick Taylor,2,39
2021,0,32150,Michael Thompson,2,37
2021,0,30927,Brendon Todd,2,26
2021,0,40006,Erik van Rooyen,2,34
2021,0,48887,Matt Wallace,2,17
2021,0,47128,Richy Werenski,2,38
2021,0,56278,Matthew Wolff,2,21
2021,0,33120,Mark Anderson,1,11
2021,0,34255,Joseph Bramlett,1,35
2021,0,28420,Ryan Brehm,1,24
2021,0,29479,Scott Brown,1,35
2021,0,32070,Rafael Campos,1,36
2021,0,35450,Patrick Cantlay,1,34
2021,0,20229,Stewart Cink,1,31
2021,0,34076,Joel Dahmen,1,32
2021,0,25686,Jason Dufner,1,49
2021,0,45609,Tyler Duncan,1,53
2021,0,32102,Rickie Fowler,1,33
2021,0,29970,Dylan Frittelli,1,33
2021,0,21209,Sergio Garcia,1,47
2021,0,19846,Brian Gay,1,33
2021,0,48045,Michael Gellerman,1,17
2021,0,46402,Talor Gooch,1,41
2021,0,56762,Will Gordon,1,51
2021,0,29974,Branden Grace,1,16
2021,0,35310,Lanto Griffin,1,32
2021,0,46550,Brandon Hagy,1,31
2021,0,34363,Tyrrell Hatton,1,14
2021,0,26758,David Hearn,1,28
2021,0,49298,Kramer Hickok,1,36
2021,0,35461,Beau Hossler,1,30
2021,0,46717,Viktor Hovland,1,36
2021,0,21961,Charles Howell III,1,27
2021,0,36801,Mark Hubbard,1,26
2021,0,39971,Sungjae Im,1,46
2021,0,30925,Dustin Johnson,1,27
2021,0,26300,Matt Jones,1,36
2021,0,39975,Michael Kim,1,41
2021,0,30926,Chris Kirk,1,25
2021,0,29478,Kevin Kisner,1,30
2021,0,33122,Russell Knox,1,45
2021,0,36689,Brooks Koepka,1,34
2021,0,23108,Matt Kuchar,1,22
2021,0,35230,Nelson Ledesma,1,21
2021,0,35449,Adam Long,1,24
2021,0,33413,Ben Martin,1,15
2021,0,40042,Tyler McCumber,1,38
2021,0,32640,Troy Merritt,1,49
2021,0,1810,Phil Mickelson,1,37
2021,0,50525,Collin Morikawa,1,26
2021,0,36871,Matthew NeSmith,1,55
2021,0,45486,Joaquin Niemann,1,33
2021,0,24140,Sean O'Hair,1,27
2021,0,26329,Louis Oosthuizen,1,22
2021,0,27942,Rob Oppenheim,1,31
2021,0,49771,J.T. Poston,1,37
2021,0,34256,Andrew Putnam,1,33
2021,0,53165,Doc Redman,1,35
2021,0,23621,Rory Sabbatini,1,37
2021,0,48081,Xander Schauffele,1,22
2021,0,26331,Charl Schwartzel,1,45
2021,0,33486,Roger Sloan,1,37
2021,0,35891,Cameron Smith,1,19
2021,0,30692,Scott Stallings,1,42
2021,0,30110,Kyle Stanley,1,39
2021,0,27214,Kevin Streelman,1,39
2021,0,31560,Brian Stuard,1,34
2021,0,34264,Hudson Swafford,1,39
2021,0,27330,Josh Teater,1,19
2021,0,33448,Justin Thomas,1,31
2021,0,35617,Martin Trainer,1,21
2021,0,23623,Bo Van Pelt,1,35
2021,0,25632,Jimmy Walker,1,24
2021,0,27095,Nick Watney,1,28
2021,0,31323,Gary Woodland,1,31
2021,0,32254,Xinjun Zhang,1,28
2020,0,40042,Tyler McCumber,5,31
2020,0,40058,Zac Blair,4,32
2020,19,52372,Cameron Champ,4,39
2020,0,45157,Cam Davis,4,39
2020,0,35310,Lanto Griffin,4,41
2020,5,45486,Joaquin Niemann,4,42
2020,0,49771,J.T. Poston,4,18
2020,0,25632,Jimmy Walker,4,26
2020,-2,25364,Paul Casey,3,23
2020,-2,28307,Matt Every,3,36
2020,-2,29970,Dylan Frittelli,3,41
2020,-2,34563,Chesson Hadley,3,29
2020,-2,39971,Sungjae Im,3,36
2020,-2,29478,Kevin Kisner,3,22
2020,-2,25572,Graeme McDowell,3,22
2020,-2,26596,Ryan Moore,3,17
2020,-2,48822,Sebastián Muñoz,3,39
2020,-2,28252,Seamus Power,3,13
2020,-2,29221,Webb Simpson,3,16
2020,-2,27214,Kevin Streelman,3,33
2020,-2,30927,Brendon Todd,3,38
2020,-1,47504,Sam Burns,2,20
2020,-1,51766,Wyndham Clark,2,24
2020,-1,39997,Corey Conners,2,37
2020,-1,34076,Joel Dahmen,2,28
2020,-1,40098,Matt Fitzpatrick,2,17
2020,-1,21209,Sergio Garcia,2,23
2020,-1,31646,Emiliano Grillo,2,32
2020,-1,24924,Bill Haas,2,32
2020,-1,49298,Kramer Hickok,2,23
2020,-1,33597,Harry Higgs,2,30
2020,-1,46717,Viktor Hovland,2,22
2020,-1,33122,Russell Knox,2,29
2020,-1,30944,Jason Kokrak,2,33
2020,-1,49766,Hank Lebioda,2,32
2020,-1,29926,Danny Lee,2,38
2020,-1,32791,K.H. Lee,2,23
2020,-1,27129,Luke List,2,36
2020,-1,35449,Adam Long,2,35
2020,37,32839,Hideki Matsuyama,2,42
2020,-1,28237,Rory McIlroy,2,27
2020,-1,39546,Keith Mitchell,2,29
2020,-1,25396,Kevin Na,2,29
2020,-1,29908,C.T. Pan,2,19
2020,-1,26476,Chez Reavie,2,22
2020,-1,35732,Wes Roach,2,19
2020,-1,22405,Justin Rose,2,19
2020,-1,37275,Sam Ryder,2,32
2020,-1,23621,Rory Sabbatini,2,27
2020,-1,46046,Scottie Scheffler,2,38
2020,-1,46441,Robby Shelton,2,28
2020,-1,35891,Cameron Smith,2,24
2020,-1,30692,Scott Stallings,2,25
2020,-1,25493,Nick Taylor,2,21
2020,-1,32150,Michael Thompson,2,22
2020,-1,35658,Kris Ventura,2,16
2020,-1,48887,Matt Wallace,2,22
2020,-1,56278,Matthew Wolff,2,29
2020,0,33948,Byeong Hun An,1,45
2020,0,33120,Mark Anderson,1,21
2020,0,21407,Arjun Atwal,1,19
2020,0,33404,Chris Baker,1,23
2020,0,40026,Daniel Berger,1,28
2020,0,40009,Dominic Bozzelli,1,15
2020,0,34255,Joseph Bramlett,1,30
2020,0,28420,Ryan Brehm,1,25
2020,0,29479,Scott Brown,1,32
2020,0,29268,Bronson Burgoon,1,20
2020,0,35450,Patrick Cantlay,1,19
2020,0,32366,Kevin Chappell,1,18
2020,0,20229,Stewart Cink,1,17
2020,0,46435,Austin Cook,1,26
2020,0,28089,Jason Day,1,14
2020,0,47959,Bryson DeChambeau,1,24
2020,0,45609,Tyler Duncan,1,39
2020,0,34099,Harris English,1,25
2020,0,10809,Jim Furyk,1,17
2020,0,46402,Talor Gooch,1,24
2020,0,56762,Will Gordon,1,14
2020,0,29974,Branden Grace,1,16
2020,0,26758,David Hearn,1,18
2020,0,12716,Charley Hoffman,1,24
2020,0,39977,Max Homa,1,20
2020,0,29420,Billy Horschel,1,18
2020,0,35461,Beau Hossler,1,13
2020,0,35506,Mackenzie Hughes,1,19
2020,0,26300,Matt Jones,1,36
2020,0,27974,Sung Kang,1,39
2020,0,32757,Patton Kizzire,1,20
2020,0,36689,Brooks Koepka,1,22
2020,0,27936,Martin Laird,1,23
2020,0,26851,Marc Leishman,1,25
2020,0,33204,Shane Lowry,1,33
2020,0,33413,Ben Martin,1,12
2020,0,32640,Troy Merritt,1,22
2020,0,50525,Collin Morikawa,1,42
2020,0,34213,Grayson Murray,1,24
2020,0,27349,Alex Noren,1,20
2020,0,30163,Henrik Norlander,1,33
2020,0,22056,Cameron Percy,1,18
2020,0,24361,Pat Perez,1,20
2020,0,25818,Scott Piercy,1,19
2020,0,27556,Ted Potter Jr.,1,22
2020,0,53165,Doc Redman,1,35
2020,0,48081,Xander Schauffele,1,35
2020,0,24502,Adam Scott,1,10
2020,0,27649,Brandt Snedeker,1,17
2020,0,39324,J.J. Spaun,1,22
2020,0,30110,Kyle Stanley,1,24
2020,0,31560,Brian Stuard,1,20
2020,0,48119,Ben Taylor,1,15
2020,0,27330,Josh Teater,1,22
2020,0,33448,Justin Thomas,1,24
2020,0,23788,D.J. Trahan,1,17
2020,0,23623,Bo Van Pelt,1,13
2020,0,27095,Nick Watney,1,19
2020,0,25349,Tim Wilkinson,1,16
2020,0,49964,Aaron Wise,1,33
2020,0,32254,Xinjun Zhang,1,31
2019,0,23621,Rory Sabbatini,6,38
2019,0,23108,Matt Kuchar,5,35
2019,0,27963,Chris Stroud,5,24
2019,0,29479,Scott Brown,4,35
2019,0,49298,Kramer Hickok,4,38
2019,0,27974,Sung Kang,4,51
2019,0,39546,Keith Mitchell,4,37
2019,0,32058,José de Jesús Rodríguez,4,30
2019,0,49303,Anders Albertson,3,38
2019,0,19803,Ryan Armour,3,42
2019,0,32200,Roberto Castro,3,32
2019,0,52372,Cameron Champ,3,57
2019,0,39997,Corey Conners,3,46
2019,0,29970,Dylan Frittelli,3,34
2019,0,35421,Brandon Harkins,3,47
2019,0,27141,J.B. Holmes,3,31
2019,0,35461,Beau Hossler,3,29
2019,0,29926,Danny Lee,3,55
2019,0,32791,K.H. Lee,3,39
2019,0,25572,Graeme McDowell,3,19
2019,0,28237,Rory McIlroy,3,17
2019,0,27556,Ted Potter Jr.,3,35
2019,0,37275,Sam Ryder,3,31
2019,0,27214,Kevin Streelman,3,34
2019,0,33419,Cameron Tringale,3,22
2019,0,25804,Bubba Watson,3,42
2019,0,49964,Aaron Wise,3,27
2019,0,31323,Gary Woodland,3,38
2019,0,33948,Byeong Hun An,2,26
2019,0,30978,Kiradech Aphibarnrat,2,26
2019,0,28259,Sangmoon Bae,2,33
2019,0,40026,Daniel Berger,2,26
2019,0,34076,Joel Dahmen,2,42
2019,0,45157,Cam Davis,2,30
2019,0,45609,Tyler Duncan,2,40
2019,0,34099,Harris English,2,29
2019,0,32102,Rickie Fowler,2,22
2019,0,25900,Lucas Glover,2,40
2019,0,46402,Talor Gooch,2,21
2019,0,29974,Branden Grace,2,26
2019,0,31646,Emiliano Grillo,2,37
2019,0,34098,Russell Henley,2,37
2019,0,35532,Tom Hoge,2,37
2019,0,47990,Kyle Jones,2,27
2019,0,29478,Kevin Kisner,2,24
2019,0,34261,Scott Langley,2,27
