YEAR,MOVEMENT,PLAYER_ID,PLAYER,BEST STREAK,CURRENT STREAK
2024,0,55454,Carl Yuan,22,6
2024,0,52955,Ludvig Åberg,21,0
2024,0,45522,Christiaan Bezuidenhout,21,0
2024,0,52514,Trace Crowe,21,1
2024,0,51977,Max Greyserman,21,0
2024,0,60767,Blaine Hale Jr.,21,3
2024,0,29420,Billy Horschel,21,3
2024,0,58696,Peter Kuest,21,3
2024,0,28775,Nate Lashley,21,0
2024,0,49947,Taylor Moore,21,2
2024,0,40250,Taylor Pendrith,21,2
2024,0,34310,Alexander Björk,20,1
2024,0,57362,Austin Eckroat,20,5
2024,0,30911,Tommy Fleetwood,20,0
2024,0,39954,Cody Gribble,20,1
2024,0,39975,Michael Kim,20,7
2024,0,55182,Tom Kim,20,0
2024,0,30926,Chris Kirk,20,0
2024,0,33486,Roger Sloan,20,3
2024,0,30927,Brendon Todd,20,9
2024,0,37212,Paul Barjon,19,4
2024,0,59836,Pierceson Coody,19,1
2024,0,54576,Patrick Fishburn,19,1
2024,0,34563,Chesson Hadley,19,19
2024,0,35506,Mackenzie Hughes,19,3
2024,0,33413,Ben Martin,19,0
2024,0,47993,Denny McCarthy,19,3
2024,0,46113,Ryan McCormick,19,4
2024,0,46601,Trey Mullinax,19,2
2024,0,29289,S.Y. Noh,19,4
2024,0,39262,Alvaro Ortiz,19,3
2024,0,23320,Ryan Palmer,19,12
2024,0,46441,Robby Shelton,19,7
2024,0,34046,Jordan Spieth,19,0
2024,0,50484,Hayden Springer,19,3
2024,0,40006,Erik van Rooyen,19,1
2024,0,54783,Dylan Wu,19,1
2024,0,1226,Fred Couples,18,0
2024,0,45157,Cam Davis,18,4
2024,0,51734,Nicolo Galletti,18,0
2024,0,31557,Jim Herman,18,4
2024,0,54421,Garrick Higgo,18,13
2024,0,51696,Rico Hoey,18,0
2024,0,39546,Keith Mitchell,18,1
2024,0,24140,Sean O'Hair,18,0
2024,0,55893,Sam Stevens,18,4
2024,0,48699,Callum Tarren,18,1
2024,0,40026,Daniel Berger,17,6
2024,0,33141,Keegan Bradley,17,1
2024,0,28420,Ryan Brehm,17,1
2024,0,32070,Rafael Campos,17,5
2024,0,25900,Lucas Glover,17,3
2024,0,51287,Ryo Hisatsune,17,1
2024,0,54628,Lee Hodges,17,1
2024,0,12716,Charley Hoffman,17,2
2024,0,36801,Mark Hubbard,17,7
2024,0,27936,Martin Laird,17,6
2024,0,51950,Max McGreevy,17,2
2024,0,25198,Francesco Molinari,17,2
2024,0,28252,Seamus Power,17,5
2024,0,31569,Jason Scrivener,17,0
2024,0,51890,Greyson Sigg,17,3
2024,0,39327,Ben Silverman,17,1
2024,0,39324,J.J. Spaun,17,0
2024,0,51600,Jimmy Stanger,17,0
2024,0,49960,Sepp Straka,17,6
2024,0,27064,Jhonattan Vegas,17,0
2024,0,22371,Aaron Baddeley,16,3
2024,0,24494,Erik Compton,16,0
2024,0,39997,Corey Conners,16,0
2024,0,45609,Tyler Duncan,16,0
2024,0,59866,Nick Dunlap,16,4
2024,0,32102,Rickie Fowler,16,2
2024,0,31646,Emiliano Grillo,16,3
2024,0,34098,Russell Henley,16,0
2024,0,25444,Justin Hicks,16,11
2024,0,39971,Sungjae Im,16,1
2024,0,25818,Scott Piercy,16,0
2024,0,46046,Scottie Scheffler,16,0
2024,0,58168,Davis Thompson,16,7
2024,0,48001,Zach Bauchou,15,6
2024,0,66417,Blades Brown,15,15
2024,0,55708,Hayden Buckley,15,5
2024,0,32367,Jorge Campillo,15,0
2024,0,34021,Bud Cauley,15,6
2024,0,66743,Luke Clanton,15,4
2024,0,47079,Harrison Endycott,15,0
2024,0,40098,Matt Fitzpatrick,15,0
2024,0,59095,Chris Gotterup,15,2
2024,0,27644,Brian Harman,15,5
2024,0,52453,Nicolai Højgaard,15,0
2024,0,24024,Zach Johnson,15,2
2024,0,29478,Kevin Kisner,15,11
2024,0,6373,José María Olazábal,15,1
2024,0,57900,Chandler Phillips,15,7
2024,0,51634,Sahith Theegala,15,1
2024,0,32333,Kevin Tway,15,11
2024,0,27770,Camilo Villegas,15,2
2024,0,66745,Wells Williams,15,0
2024,0,58989,Brandon Berry,14,3
2024,0,47591,Eric Cole,14,0
2024,0,59442,Parker Coody,14,0
2024,0,33653,Thomas Detry,14,0
2024,0,21209,Sergio Garcia,14,3
2024,0,29535,Brice Garnett,14,2
2024,0,54869,Chase Johnson,14,0
2024,0,28237,Rory McIlroy,14,1
2024,0,34213,Grayson Murray,14,0
2024,0,49771,J.T. Poston,14,6
2024,0,50095,Austin Smotherman,14,0
2024,0,35174,Matthew Southgate,14,2
2024,0,25493,Nick Taylor,14,1
2024,0,27330,Josh Teater,14,6
2024,0,59827,Tom Vaillant,14,0
2024,0,54328,Norman Xiong,14,6
2024,0,47483,Will Zalatoris,14,0
2024,0,49117,Isidro Benitez,13,13
2024,0,56630,Akshay Bhatia,13,0
2024,0,57259,Daniel Brown,13,0
2024,0,37338,Zecheng Dou,13,0
2024,0,47663,Kevin Dougherty,13,0
2024,0,30750,Tommy Gainey,13,1
2024,0,33597,Harry Higgs,13,13
2024,0,48632,Yuto Katsuragawa,13,2
2024,0,32757,Patton Kizzire,13,1
2024,0,33204,Shane Lowry,13,3
2024,0,34466,Peter Malnati,13,0
2024,0,50823,Tom McKibbin,13,0
2024,0,51070,Vincent Norrman,13,5
2024,0,51997,Andrew Novak,13,3
2024,0,29908,C.T. Pan,13,1
2024,0,47806,Raul Pereda,13,1
2024,0,47347,Adam Schenk,13,0
2024,0,29221,Webb Simpson,13,3
2024,0,27649,Brandt Snedeker,13,0
2024,0,31560,Brian Stuard,13,4
2024,0,48887,Matt Wallace,13,12
2024,0,51894,Vince Whaley,13,3
2024,0,57366,Cameron Young,13,2
2024,0,65069,Dylan Brack,12,5
2024,0,34255,Joseph Bramlett,12,3
2024,0,66742,Jackson Buchanan,12,3
2024,0,20229,Stewart Cink,12,0
2024,0,50497,Adrien Dumont de Chassart,12,0
2024,0,29936,Ryan Fox,12,0
2024,0,56149,Wilson Furr,12,2
2024,0,24358,Robert Garrigus,12,1
2024,0,33399,Adam Hadwin,12,0
2024,0,59105,Blake Hathcoat,12,0
2024,0,39977,Max Homa,12,2
2024,0,27408,Martin Kaymer,12,2
2024,0,50188,S.H. Kim,12,4
2024,0,47420,Jake Knapp,12,0
2024,0,54813,Philip Knowles,12,0
2024,0,33122,Russell Knox,12,4
2024,0,56349,Chris Korte,12,3
2024,0,34607,Francesco Laporta,12,3
2024,0,37378,Min Woo Lee,12,0
2024,0,37278,Nicholas Lindheim,12,2
2024,0,27129,Luke List,12,2
2024,0,52215,Robert MacIntyre,12,0
2024,0,23814,Edoardo Molinari,12,1
2024,0,27349,Alex Noren,12,0
2024,0,48051,Yannik Paul,12,1
2024,0,22405,Justin Rose,12,0
2024,0,48081,Xander Schauffele,12,1
2024,0,6567,Vijay Singh,12,4
2024,0,33448,Justin Thomas,12,0
2024,0,52666,Sami Valimaki,12,1
2024,0,10423,Mike Weir,12,7
2024,0,31323,Gary Woodland,12,1
2024,0,34374,Erik Barnes,11,0
2024,0,46955,Haydn Barron,11,2
2024,0,23614,Rich Beem,11,11
2024,0,45734,John Catlin,11,3
2024,0,25686,Jason Dufner,11,4
2024,0,35564,Joel Girrbach,11,11
2024,0,47056,Rikuya Hoshino,11,1
2024,0,46717,Viktor Hovland,11,0
2024,0,47917,Takumi Kanaya,11,1
2024,0,34500,Ryosuke Kinoshita,11,0
2024,0,46442,Maverick McNealy,11,3
2024,0,45486,Joaquin Niemann,11,0
2024,0,34575,Adrian Otaegui,11,7
2024,0,28475,Jeff Overton,11,1
2024,0,47679,Victor Perez,11,1
2024,0,47995,Davis Riley,11,0
2024,0,23621,Rory Sabbatini,11,4
2024,0,24502,Adam Scott,11,0
2024,0,37410,Hiram Silfa,11,1
2024,0,29425,Andrew Svoboda,11,0
2024,0,45242,Kevin Yu,11,5
2024,0,1024,Billy Andrade,10,10
2024,0,63459,Dan Bradbury,10,0
2024,0,47504,Sam Burns,10,1
2024,0,24925,Jonathan Byrd,10,5
2024,0,35450,Patrick Cantlay,10,0
2024,0,51766,Wyndham Clark,10,1
2024,0,21753,Brian Davis,10,0
2024,0,28089,Jason Day,10,2
2024,0,47959,Bryson DeChambeau,10,2
2024,0,36983,Matt Dobyns,10,1
2024,0,29725,Tony Finau,10,1
2024,0,24980,Scott Gutschewski,10,3
2024,0,20766,Padraig Harrington,10,1
2024,0,34363,Tyrrell Hatton,10,0
2024,0,29930,Mike Hendry,10,3
2024,0,64594,Angel Hidalgo Portillo,10,0
2024,0,58547,Austin Hitt,10,10
2024,0,32775,Shugo Imahira,10,2
2024,0,59283,George Kneiser,10,10
2024,0,32816,Satoshi Kodaira,10,0
2024,0,36689,Brooks Koepka,10,0
2024,0,45523,Thriston Lawrence,10,1
2024,0,58936,Thomas Longbella,10,0
2024,0,59141,Matt McCarty,10,1
2024,0,36872,Jack McDonald,10,0
2024,0,25240,D.A. Points,10,0
2024,0,35946,Willy Pumarol,10,7
2024,0,46970,Jon Rahm,10,0
2024,0,33951,Julio Santos,10,1
2024,0,63807,Neal Shipley,10,1
2024,0,27963,Chris Stroud,10,1
2024,0,38991,Alejandro Tosti,10,0
2024,0,8793,Tiger Woods,10,1
2024,0,50012,Wyatt Worthington II,10,0
2024,0,24663,Y.E. Yang,10,1
2024,0,52096,Adri Arnaus,9,0
2024,0,28259,Sangmoon Bae,9,2
2024,0,59652,Sam Bennett,9,3
2024,0,24671,David Bradshaw,9,2
2024,0,58816,Marcus Byrd,9,0
2024,0,26499,Rafa Cabrera Bello,9,7
2024,0,34362,Laurie Canter,9,3
2024,0,34306,John Chin,9,0
2024,0,39436,Joshua Creel,9,3
2024,0,57320,Joe Deraney,9,0
2024,0,65423,Egor Eroshenko,9,2
2024,0,50223,Ewen Ferguson,9,3
2024,0,57123,Steven Fisk,9,3
2024,0,55074,Sebastian Friedrichsen,9,2
2024,0,24924,Bill Haas,9,2
2024,0,35901,Paul Haley II,9,1
2024,0,37428,Evan Harmeling,9,1
2024,0,27141,J.B. Holmes,9,0
2024,0,35437,Carter Jenkins,9,2
2024,0,66701,Jackson Koivun,9,0
2024,0,46368,Stuart Macdonald,9,1
2024,0,32839,Hideki Matsuyama,9,0
2024,0,55789,Taylor Montgomery,9,0
2024,0,64690,Omar Morales,9,0
2024,0,55420,Cooper Musselman,9,4
2024,0,46270,Takashi Ogiso,9,3
2024,0,33968,Thorbjørn Olesen,9,5
2024,0,34360,Patrick Reed,9,8
2024,0,26331,Charl Schwartzel,9,0
2024,0,47888,Taiga Semikawa,9,3
2024,0,30692,Scott Stallings,9,0
2024,0,23531,Tracy Vest,9,1
2024,0,25632,Jimmy Walker,9,0
2024,0,25804,Bubba Watson,9,6
2024,0,67118,Kihei Akina,8,3
2024,0,33948,Byeong Hun An,8,0
2024,0,45194,Marcus Armitage,8,0
2024,0,51661,Nick Bachem,8,1
2024,0,58248,Nick Bienz,8,0
2024,0,55930,Fred Biondi,8,0
2024,0,1098,Jay Don Blake,8,2
2024,0,22764,Michael Block,8,0
2024,0,20472,Alex Cejka,8,1
2024,0,19825,Darren Clarke,8,3
2024,0,50762,Alejandro Del Rey,8,1
2024,0,20721,Darren Fichardt,8,0
2024,0,55721,Alex Fitzpatrick,8,1
2024,0,57593,Ian Gilligan,8,3
2024,0,47989,Sam Horsfield,8,0
2024,0,1547,Reed Hughes,8,0
2024,0,30925,Dustin Johnson,8,1
2024,0,48117,Kurt Kitayama,8,1
2024,0,33199,Matteo Manassero,8,1
2024,0,54190,Richard Mansell,8,1
2024,0,65252,Kyle Martin,8,1
2024,0,67803,Bowen Mauss,8,4
2024,0,29675,Dan McCarthy,8,1
2024,0,59409,Ashton McCulloch,8,0
2024,0,39834,Guido Migliozzi,8,3
2024,0,63766,William Moll,8,5
2024,0,35706,Niklas Norgaard,8,0
2024,0,36824,Paul Peterson,8,1
2024,0,46374,Tracy Phillips,8,5
2024,0,26539,Robert Rock,8,2
2024,0,66583,Taisei Shimizu,8,2
2024,0,23481,Marcel Siem,8,0
2024,0,35891,Cameron Smith,8,0
2024,0,46464,Jordan Smith,8,1
2024,0,35314,Andy Sullivan,8,4
2024,0,57364,Michael Thorbjornsen,8,3
2024,0,59629,Ryan van Velzen,8,0
2024,0,48640,Johannes Veerman,8,1
2024,0,59203,Joey Vrzich,8,0
2024,0,47128,Richy Werenski,8,5
2024,0,24461,Thomas Aiken,7,0
2024,0,49303,Anders Albertson,7,0
2024,0,33404,Chris Baker,7,0
2024,0,35490,Wil Bateman,7,0
2024,0,57330,Matthis Besard,7,2
2024,0,65880,Gunnar Broin,7,0
2024,0,51363,George Bryan IV,7,7
2024,0,33974,Dean Burmester,7,2
2024,0,46443,Brian Campbell,7,0
2024,0,49590,Frankie Capan III,7,1
2024,0,67090,Dominic Clemons,7,3
2024,0,59077,Spencer Cross,7,0
2024,0,39067,MJ Daffue,7,0
2024,0,65256,David Ford,7,0
2024,0,64576,Nick Gabrelcik,7,1
2024,0,49893,Mark Geddes,7,5
2024,0,46402,Talor Gooch,7,1
2024,0,46594,Ricardo Gouveia,7,2
2024,0,46301,Juan Jose Guerra,7,4
2024,0,30852,Ryo Ishikawa,7,0
2024,0,57688,Casey Jarvis,7,0
2024,0,34242,Andrew Johnston,7,1
2024,0,27974,Sung Kang,7,1
2024,0,51366,Riki Kawamoto,7,7
2024,0,32815,Masahiro Kawamura,7,2
2024,0,60895,Kris Kim,7,3
2024,0,46404,Marcus Kinhult,7,0
2024,0,51190,Guntaek Koh,7,1
2024,0,37446,Jacques Kruyswijk,7,0
2024,0,47443,Junghwan Lee,7,0
2024,0,47349,Michael McGowan,7,1
2024,0,33674,Adrian Meronk,7,0
2024,0,1810,Phil Mickelson,7,3
2024,0,32344,Lukas Nemecz,7,0
2024,0,57944,Andy Ogletree,7,1
2024,0,55965,Jacob Skov Olesen,7,0
2024,0,54792,Chris Petefish,7,7
2024,0,61193,David Puig,7,0
2024,0,59680,Jose Antonio Safa,7,7
2024,0,57737,Jayden Schaper,7,0
2024,0,21528,Henrik Stenson,7,3
2024,0,57864,Jackson Van Paris,7,0
2024,0,27095,Nick Watney,7,2
2024,0,46628,Jeremy Wells,7,0
2024,0,52655,Herman Wibe-Sekne,7,2
2024,0,55940,Andrew Wilson,7,1
2024,0,33870,Ashun Wu,7,0
2024,0,29939,Fabrizio Zanotti,7,1
2024,0,66415,Ryan Abbate,6,1
2024,0,45526,Abraham Ancer,6,1
2024,0,47125,Matt Atkins,6,1
2024,0,32622,Matthew Baldwin,6,0
2024,0,66624,Parker Bell,6,0
2024,0,49371,Otto Black,6,0
2024,0,50759,Michael Blair,6,0
2024,0,54788,Chandler Blanchet,6,2
2024,0,66190,Steve Bogdanoff,6,6
2024,0,29268,Bronson Burgoon,6,1
2024,0,45702,Rodolfo Cazaubon,6,1
2024,0,58303,Ryan Celano,6,4
2024,0,59570,Tyler Collet,6,0
2024,0,50488,Chris Crawford,6,3
2024,0,39524,Sean Crocker,6,2
2024,0,33459,Jens Dantorp,6,0
2024,0,37094,Joseph Dean,6,1
2024,0,39859,Cristobal Del Solar,6,1
2024,0,37066,Grant Forrest,6,0
2024,0,47960,Simon Forsström,6,0
2024,0,51586,Stewart Hagestad,6,1
2024,0,46724,Jeong Woo Ham,6,0
2024,0,1473,Todd Hamilton,6,6
2024,0,47987,Cole Hammer,6,1
2024,0,49813,Daniel Hillier,6,2
2024,0,33461,Morgan Hoffmann,6,0
2024,0,52686,Rasmus Hojgaard,6,2
2024,0,29327,Sam Hutsby,6,0
2024,0,57869,Ben James,6,0
2024,0,65465,Connor Jones,6,0
2024,0,58391,Jared Jones,6,0
2024,0,55955,Matthew Jordan,6,2
2024,0,39992,Jeff Kellen,6,3
2024,0,30957,Max Kieffer,6,2
2024,0,36852,Jim Knous,6,6
2024,0,35296,Haotong Li,6,1
2024,0,51441,KK Limbhasut,6,0
2024,0,48585,Charlie Lindh,6,0
2024,0,55509,Hurly Long,6,0
2024,0,24490,George McNeill,6,1
2024,0,58381,Kyle Mendoza,6,0
2024,0,6515,Shaun Micheel,6,1
2024,0,28593,Jesse Mueller,6,4
2024,0,49228,Keita Nakajima,6,1
2024,0,51635,Chris Nido,6,0
2024,0,55892,Étienne Papineau,6,0
2024,0,66249,Evan Pena,6,0
2024,0,66744,Colin Prater,6,2
2024,0,46646,Antoine Rozner,6,0
2024,0,34371,Adrien Saddier,6,2
2024,0,56781,Isaiah Salinda,6,3
2024,0,59692,John Sand,6,2
2024,0,39113,Shubhankar Sharma,6,1
2024,0,63181,Braden Shattuck,6,0
2024,0,36521,Young-han Song,6,2
2024,0,30110,Kyle Stanley,6,2
2024,0,60019,Jackson Suber,6,0
2024,0,54218,Yuta Sugiura,6,0
2024,0,57586,Jesper Svensson,6,1
2024,0,55741,Hiroshi Tai,6,0
2024,0,52144,Braden Thornberry,6,1
2024,0,35658,Kris Ventura,6,2
2024,0,39958,Jeunghun Wang,6,0
2024,0,30681,Eric West,6,5
2024,0,52411,Kyle Westmoreland,6,1
2024,0,27114,Ben Willman,6,1
2024,0,35709,Jeff Winther,6,3
2024,0,56100,Ren Yonezawa,6,1
2024,0,64052,Angel Ayora,5,3
2024,0,60369,Sam Bairstow,5,0
2024,0,36964,Francisco Bidé,5,0
2024,0,65410,John Marshall Butler,5,2
2024,0,52444,Filippo Celli,5,0
2024,0,57492,Eugenio Chacarra,5,0
2024,0,51458,Preston Cole,5,0
2024,0,23541,Ben Crane,5,1
2024,0,56555,Myles Creighton,5,0
2024,0,60009,Reid Davenport,5,2
2024,0,50527,Jared du Toit,5,2
2024,0,29970,Dylan Frittelli,5,1
2024,0,20376,Stephen Gallacher,5,4
2024,0,34185,Domenico Geminiani,5,0
2024,0,32662,Michael Gligic,5,3
2024,0,59567,Emilio Gonzalez,5,2
2024,0,49790,Danny Guise,5,1
2024,0,51989,Jordan Gumberg,5,2
2024,0,56743,Chad Hambright,5,0
2024,0,32686,Takahiro Hataji,5,1
2024,0,26758,David Hearn,5,0
2024,0,49120,Kensei Hirata,5,0
2024,0,59743,Aguri Iwasaki,5,0
2024,0,27747,Hiroshi Iwata,5,0
2024,0,60736,Tobias Jonsson,5,0
2024,0,46879,Naoyuki Kataoka,5,0
2024,0,63454,Johnny Keefer,5,0
2024,0,50323,Minkyu Kim,5,0
2024,0,55077,Frederik Kjettrup,5,3
2024,0,54621,Kazuma Kobori,5,0
2024,0,32627,Espen Kofstad,5,0
2024,0,54422,Christo Lamprecht,5,0
2024,0,33410,Andrew Landry,5,0
2024,0,37250,Romain Langasque,5,4
2024,0,51911,Anthony Maccaglia,5,0
2024,0,59684,Jackson Markham,5,1
2024,0,64033,Luis Masaveu,5,0
2024,0,60015,Logan McAllister,5,1
2024,0,56353,Callum McNeill,5,2
2024,0,29256,James Morrison,5,1
2024,0,39537,Chris Naegel,5,5
2024,0,65529,Liam Nolan,5,0
2024,0,62848,Zac Oakley,5,5
2024,0,26329,Louis Oosthuizen,5,0
2024,0,32797,Sanghyun Park,5,3
2024,0,30756,Andrea Pavan,5,0
2024,0,51003,Marco Penge,5,5
2024,0,51314,Julian Perico,5,1
2024,0,27556,Ted Potter Jr.,5,2
2024,0,52287,David Ravetto,5,0
2024,0,65374,Brandon Robinson Thompson,5,0
2024,0,48052,Max Rottluff,5,0
2024,0,66290,Miles Russell,5,3
2024,0,34610,Matthias Schwab,5,0
2024,0,56625,Max Sear,5,0
2024,0,59548,Matt Sharpstene,5,0
2024,0,65496,Cole Sherwood,5,0
2024,0,46405,Sebastian Soderberg,5,2
2024,0,56297,John Somers,5,1
2024,0,50717,Josh Speight,5,0
2024,0,26679,Kevin Stadler,5,2
2024,0,49801,Preston Stanley,5,0
2024,0,6527,Steve Stricker,5,1
2024,0,33023,Ockie Strydom,5,0
2024,0,50584,Connor Syme,5,5
2024,0,48929,Santiago Tarrio,5,0
2024,0,35469,Sebastián Vázquez,5,0
2024,0,48705,Dalton Ward,5,0
2024,0,50474,Tim Widing,5,0
2024,0,60222,Austin Wylie,5,0
2024,0,64267,Blaze Akana,4,0
2024,0,52370,Mason Andersen,4,2
2024,0,30978,Kiradech Aphibarnrat,4,0
2024,0,24846,Ricky Barnes,4,2
2024,0,58065,Denwit David Boriboonsub,4,1
2024,0,51735,Evan Bowser,4,0
2024,0,58716,Ethan Cairns,4,4
2024,0,47847,Ivan Cantero Gutierrez,4,0
2024,0,59440,Ricky Castillo,4,0
2024,0,51671,Alex Chiarella,4,1
2024,0,48936,Ugo Coussaud,4,1
2024,0,58605,Quade Cummins,4,0
2024,0,1249,John Daly,4,0
2024,0,31681,Louis de Jager,4,0
2024,0,59608,Morgan Deneen,4,0
2024,0,35376,Roberto Díaz,4,1
2024,0,51690,Taylor Dickson,4,1
2024,0,67092,Matthew Dodd-Berry,4,0
2024,0,65422,Drew Doyle,4,0
2024,0,56643,Manuel Elvira,4,1
2024,0,39201,Nacho Elvira,4,0
2024,0,65312,Charlie Flynn,4,0
2024,0,32618,Rhein Gibson,4,0
2024,0,61220,Alex Goff,4,1
2024,0,59869,Larkin Gross,4,0
2024,0,28340,Julien Guerrier,4,0
2024,0,54876,Chen Guxin,4,0
2024,0,60065,Ryan Hall,4,1
2024,0,39058,Lucas Herbert,4,0
2024,0,58785,Michael Herrera,4,0
2024,0,63774,Caleb Hicks,4,0
2024,0,55707,Calum Hill,4,0
2024,0,39393,Brad Hopfinger,4,0
2024,0,47277,Daniel Iceman,4,0
2024,0,64053,Nick Jones,4,0
2024,0,58652,Sam Jones,4,0
2024,0,60328,Cam Kellett,4,1
2024,0,66346,Bryan Kim,4,2
2024,0,29670,Pablo Larrazabal,4,0
2024,0,10860,Justin Leonard,4,4
2024,0,46837,Yuxin Lin,4,0
2024,0,34409,David Lingmerth,4,3
2024,0,1706,Davis Love III,4,2
2024,0,28300,Joost Luiten,4,1
2024,0,50006,Willie Mack III,4,1
2024,0,40042,Tyler McCumber,4,0
2024,0,58944,Blake McShea,4,4
2024,0,47102,David Micheluzzi,4,0
2024,0,67894,Jacob Modleski,4,0
2024,0,64624,Tommy Morrison,4,3
2024,0,61081,Rintaro Nakano,4,0
2024,0,55370,Renato Naula,4,2
2024,0,58188,James Nicholas,4,1
2024,0,22046,Geoff Ogilvy,4,3
2024,0,55623,Kaito Onishi,4,0
2024,0,29476,Kyle Reifers,4,1
2024,0,66609,Cole Rueck,4,2
2024,0,64442,Gordon Sargent,4,0
2024,0,49036,Lorenzo Scalise,4,2
2024,0,31242,Marcel Schneider,4,0
2024,0,59184,Ben Sigel,4,1
2024,0,60018,Cameron Sisk,4,0
2024,0,40181,Clément Sordet,4,0
2024,0,54364,Stephen Stallings Jr.,4,0
2024,0,66247,Gareth Steyn,4,0
2024,0,56513,Jasper Stubbs,4,1
2024,0,65110,Brendan Valdes,4,2
2024,0,66063,Altin van der Merwe,4,1
2024,0,28114,Dawie van der Walt,4,2
2024,0,36835,Dustin Volk,4,0
2024,0,59204,Andrew Walker,4,3
2024,0,66343,Alex Welch,4,4
2024,0,33936,Gunner Wiebe,4,0
2024,0,27506,Oliver Wilson,4,0
2024,0,51856,Tom Adrounie,3,0
2024,0,57321,Matthew Anderson,3,1
2024,0,45527,Kevin Aylwin,3,0
2024,0,66506,Josh Bevell,3,0
2024,0,29479,Scott Brown,3,0
2024,0,55460,Sam Choi,3,1
2024,0,35557,Aaron Cockerill,3,0
2024,0,51895,Ryan Cole,3,0
2024,0,63196,Wenyi Ding,3,0
2024,0,51680,Alistair Docherty,3,0
2024,0,54954,Jesse Droemer,3,0
2024,0,6522,Ernie Els,3,2
2024,0,65426,Caden Fioroni,3,1
2024,0,59476,Angelo Giantsopoulos,3,0
2024,0,61534,Jeffrey Guan,3,1
2024,0,52462,Chase Hanna,3,2
2024,0,66248,Justin Hastings,3,0
2024,0,66246,Kelvin Hernandez,3,0
2024,0,31400,Daan Huizing,3,2
2024,0,31138,Scott Jamieson,3,2
2024,0,56987,Jeong Weon Ko,3,3
2024,0,59871,Greg Koch,3,0
2024,0,27797,Derek Lamely,3,0
2024,0,59497,Jake Lane,3,0
2024,0,65310,Anders Larson,3,0
2024,0,50521,Hunter Larson,3,0
2024,0,34364,David Law,3,1
2024,0,31109,Richard Lee,3,2
2024,0,63806,Hunter Logan,3,0
2024,0,59872,Brad Marek,3,1
2024,0,66562,Justin Matthews,3,2
2024,0,54370,Erik Matthewson,3,0
2024,0,60203,Jon Mayer,3,0
2024,0,57860,Maxwell Moldovan,3,0
2024,0,64431,David Nyfjall,3,0
2024,0,47567,Ben Polland,3,0
2024,0,29531,Richie Ramsay,3,0
2024,0,45165,Graeme Robertson,3,0
2024,0,39335,Kevin Roy,3,3
2024,0,48102,Carson Schaake,3,2
2024,0,63568,Calum Scott,3,1
2024,0,46035,Callum Shinkwin,3,0
2024,0,54185,Elvis Smylie,3,0
2024,0,30933,Jeff Sorenson,3,3
2024,0,35413,Kevin Stinson,3,0
2024,0,32659,Darius Van Driel,3,0
2024,0,65580,Ben Warian,3,0
2024,0,31113,Paul Waring,3,1
2024,0,29454,Bernd Wiesberger,3,3
