YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,AVG,TOTAL DIST AFTER GFG SHOT,TOTAL GFG SHOTS
2024,62,0,39324,J.J. Spaun,23.4,157289.0,187
2024,66,0,55708,Hayden Buckley,23.5,111847.0,132
2024,66,0,45609,Tyler Duncan,23.5,116627.0,138
2024,66,0,27644,Brian Harman,23.5,143741.0,170
2024,66,0,48319,Tom Whitney,23.5,96642.0,114
2024,66,0,31323,Gary Woodland,23.5,159030.0,188
2024,71,0,56630,Akshay Bhatia,23.6,161975.0,191
2024,71,0,36699,Patrick Rodgers,23.6,184024.0,217
2024,71,0,48081,Xander Schauffele,23.6,183690.0,216
2024,74,0,48084,Wesley Bryan,23.7,68158.0,80
2024,74,0,47483,Will Zalatoris,23.7,119376.0,140
2024,76,0,33968,Thorbjørn Olesen,23.8,82331.0,96
2024,77,0,30163,Henrik Norlander,23.9,111963.0,130
2024,77,0,46340,Alex Smalley,23.9,136546.0,159
2024,77,0,45242,Kevin Yu,23.9,149522.0,174
2024,80,0,55182,Tom Kim,24.0,154450.0,179
2024,80,0,55893,Sam Stevens,24.0,169672.0,196
2024,80,0,55454,Carl Yuan,24.0,117593.0,136
2024,83,0,59836,Pierceson Coody,24.1,134311.0,155
2024,83,0,32640,Troy Merritt,24.1,105158.0,121
2024,83,0,51070,Vincent Norrman,24.1,99589.0,115
2024,83,0,51997,Andrew Novak,24.1,151978.0,175
2024,83,0,48119,Ben Taylor,24.1,97087.0,112
2024,83,0,27770,Camilo Villegas,24.1,75371.0,87
2024,89,0,59442,Parker Coody,24.2,82790.0,95
2024,89,0,52514,Trace Crowe,24.2,111521.0,128
2024,89,0,29936,Ryan Fox,24.2,160614.0,184
2024,89,0,35310,Lanto Griffin,24.2,129194.0,148
2024,89,0,28775,Nate Lashley,24.2,105257.0,121
2024,89,0,57366,Cameron Young,24.2,184576.0,212
2024,95,0,32070,Rafael Campos,24.3,99867.0,114
2024,95,0,57362,Austin Eckroat,24.3,172037.0,197
2024,95,0,59095,Chris Gotterup,24.3,149795.0,171
2024,95,0,54628,Lee Hodges,24.3,180752.0,207
2024,95,0,29420,Billy Horschel,24.3,131345.0,150
2024,95,0,27936,Martin Laird,24.3,92670.0,106
2024,95,0,33204,Shane Lowry,24.3,114505.0,131
2024,102,0,57975,Harry Hall,24.4,150254.0,171
2024,102,0,37455,Si Woo Kim,24.4,181215.0,206
2024,102,0,51890,Greyson Sigg,24.4,112388.0,128
2024,102,0,39327,Ben Silverman,24.4,107256.0,122
2024,102,0,58168,Davis Thompson,24.4,157469.0,179
2024,107,0,37378,Min Woo Lee,24.5,143562.0,163
2024,107,0,46113,Ryan McCormick,24.5,98870.0,112
2024,107,0,24502,Adam Scott,24.5,147028.0,167
2024,107,0,40115,Adam Svensson,24.5,215885.0,245
2024,107,0,51634,Sahith Theegala,24.5,215544.0,244
2024,112,0,45157,Cam Davis,24.6,164686.0,186
2024,112,0,32791,K.H. Lee,24.6,137514.0,155
2024,112,0,47679,Victor Perez,24.6,106321.0,120
2024,112,0,22405,Justin Rose,24.6,112550.0,127
2024,116,0,34021,Bud Cauley,24.7,101234.0,114
2024,116,0,50497,Adrien Dumont de Chassart,24.7,107746.0,121
2024,116,0,51977,Max Greyserman,24.7,128850.0,145
2024,116,0,35532,Tom Hoge,24.7,187507.0,211
2024,116,0,40162,Justin Lower,24.7,130623.0,147
2024,116,0,34046,Jordan Spieth,24.7,156306.0,176
2024,122,0,45522,Christiaan Bezuidenhout,24.8,107241.0,120
2024,122,0,60767,Blaine Hale Jr.,24.8,86771.0,97
2024,122,0,40250,Taylor Pendrith,24.8,172913.0,194
2024,122,0,33448,Justin Thomas,24.8,151692.0,170
2024,126,0,40058,Zac Blair,24.9,125620.0,140
2024,126,0,52453,Nicolai Højgaard,24.9,99400.0,111
2024,126,0,26596,Ryan Moore,24.9,121742.0,136
2024,129,0,47983,Chad Ramey,25.0,113571.0,126
2024,129,0,47995,Davis Riley,25.0,155076.0,172
2024,129,0,32333,Kevin Tway,25.0,100808.0,112
2024,129,0,40006,Erik van Rooyen,25.0,171008.0,190
2024,133,0,34098,Russell Henley,25.1,112021.0,124
2024,133,0,54783,Dylan Wu,25.1,145614.0,161
2024,135,0,30926,Chris Kirk,25.2,151377.0,167
2024,135,0,49947,Taylor Moore,25.2,217110.0,239
2024,135,0,47806,Raul Pereda,25.2,55419.0,61
2024,135,0,27139,David Skinns,25.2,132518.0,146
2024,139,0,28237,Rory McIlroy,25.4,174521.0,191
2024,140,0,60004,Jacob Bridgeman,25.5,123132.0,134
2024,140,0,30911,Tommy Fleetwood,25.5,166836.0,182
2024,140,0,27129,Luke List,25.5,170814.0,186
2024,140,0,27349,Alex Noren,25.5,134038.0,146
2024,144,0,31646,Emiliano Grillo,25.6,159165.0,173
2024,144,0,35461,Beau Hossler,25.6,179969.0,195
2024,144,0,35506,Mackenzie Hughes,25.6,197251.0,214
2024,147,0,28089,Jason Day,25.7,153293.0,166
2024,148,0,47420,Jake Knapp,25.8,164562.0,177
2024,149,0,50525,Collin Morikawa,25.9,163319.0,175
2024,149,0,26476,Chez Reavie,25.9,98994.0,106
2024,149,0,25493,Nick Taylor,25.9,162498.0,174
2024,149,0,51894,Vince Whaley,25.9,116410.0,125
2024,153,0,34099,Harris English,26.0,203377.0,217
2024,153,0,36799,Stephan Jaeger,26.0,196275.0,210
2024,155,0,48887,Matt Wallace,26.1,136189.0,145
2024,156,0,51766,Wyndham Clark,26.2,167572.0,178
2024,157,0,47347,Adam Schenk,26.3,200045.0,211
2024,158,0,51349,Nico Echavarria,26.4,155079.0,163
2024,158,0,51287,Ryo Hisatsune,26.4,137055.0,144
2024,158,0,23108,Matt Kuchar,26.4,97951.0,103
2024,161,0,33408,Tyson Alexander,26.5,145137.0,152
2024,162,0,40026,Daniel Berger,26.6,149470.0,156
2024,163,0,54591,Ben Griffin,26.7,198651.0,207
2024,164,0,48153,Matthieu Pavon,26.8,115815.0,120
2024,165,0,34563,Chesson Hadley,26.9,137733.0,142
2024,165,0,36326,David Lipsky,26.9,124150.0,128
2024,167,0,29478,Kevin Kisner,27.0,77626.0,80
2024,167,0,34466,Peter Malnati,27.0,127543.0,131
2024,167,0,27330,Josh Teater,27.0,81573.0,84
2024,170,0,36884,Ben Kohles,27.1,136535.0,140
2024,171,0,34256,Andrew Putnam,27.2,143953.0,147
2024,172,0,52374,Brandon Wu,27.3,130762.0,133
2024,173,0,55789,Taylor Montgomery,27.5,93139.0,94
2024,174,0,37275,Sam Ryder,27.8,150355.0,150
2024,175,0,35617,Martin Trainer,27.9,80492.0,80
2024,176,0,22371,Aaron Baddeley,28.1,94146.0,93
2024,176,0,24024,Zach Johnson,28.1,70739.0,70
2024,178,0,29535,Brice Garnett,28.4,86929.0,85
2024,179,0,27649,Brandt Snedeker,28.7,87866.0,85
2024,179,0,49960,Sepp Straka,28.7,165297.0,160
2024,181,0,32102,Rickie Fowler,28.8,169117.0,163
2024,182,0,33486,Roger Sloan,29.1,102804.0,98
2024,182,0,30927,Brendon Todd,29.1,155116.0,148
2024,184,0,33399,Adam Hadwin,30.1,179632.0,166
2023,1,0,52955,Ludvig Åberg,20.6,84603.0,114
2023,2,0,36724,Augusto Núñez,21.2,110041.0,144
2023,2,0,46970,Jon Rahm,21.2,114605.0,150
2023,2,0,48867,Matti Schmid,21.2,113733.0,149
2023,5,0,35450,Patrick Cantlay,21.4,138499.0,180
2023,5,0,51070,Vincent Norrman,21.4,135526.0,176
2023,7,0,39335,Kevin Roy,21.6,91174.0,117
2023,8,0,28237,Rory McIlroy,21.7,121974.0,156
2023,9,0,23320,Ryan Palmer,22.1,133694.0,168
2023,9,0,45242,Kevin Yu,22.1,110454.0,139
2023,11,0,36871,Matt NeSmith,22.2,148635.0,186
2023,12,0,55789,Taylor Montgomery,22.3,144008.0,179
2023,13,0,39971,Sungjae Im,22.4,173509.0,215
2023,13,0,58696,Peter Kuest,22.4,93727.0,116
2023,15,0,39067,MJ Daffue,22.5,176755.0,218
2023,15,0,50525,Collin Morikawa,22.5,109244.0,135
2023,15,0,46340,Alex Smalley,22.5,161414.0,199
2023,18,0,31577,Tano Goya,22.6,126119.0,155
2023,18,0,54783,Dylan Wu,22.6,141030.0,173
2023,20,0,35532,Tom Hoge,22.7,146983.0,180
2023,20,0,47995,Davis Riley,22.7,135417.0,166
2023,20,0,24502,Adam Scott,22.7,114467.0,140
2023,23,0,46601,Trey Mullinax,22.8,137013.0,167
2023,23,0,55893,Sam Stevens,22.8,155766.0,190
2023,25,0,45157,Cam Davis,22.9,165493.0,201
2023,25,0,32333,Kevin Tway,22.9,153560.0,186
2023,25,0,31323,Gary Woodland,22.9,163765.0,199
2023,28,0,27554,Scott Harrington,23.0,134828.0,163
2023,28,0,46046,Scottie Scheffler,23.0,169895.0,205
2023,30,0,57362,Austin Eckroat,23.1,147269.0,177
2023,30,0,27644,Brian Harman,23.1,123274.0,148
2023,30,0,28775,Nate Lashley,23.1,148895.0,179
2023,33,0,19803,Ryan Armour,23.2,74181.0,89
2023,33,0,47988,Nick Hardy,23.2,177047.0,212
2023,33,0,55182,Tom Kim,23.2,156892.0,188
2023,33,0,33204,Shane Lowry,23.2,110968.0,133
2023,33,0,29221,Webb Simpson,23.2,99294.0,119
2023,38,0,33141,Keegan Bradley,23.3,134416.0,160
2023,38,0,33653,Thomas Detry,23.3,119947.0,143
2023,40,0,49453,Trevor Cone,23.4,151774.0,180
2023,40,0,25900,Lucas Glover,23.4,126145.0,150
2023,40,0,23108,Matt Kuchar,23.4,127455.0,151
2023,40,0,24140,Sean O'Hair,23.4,48005.0,57
2023,44,0,32662,Michael Gligic,23.5,107378.0,127
2023,44,0,56762,Will Gordon,23.5,214540.0,254
2023,44,0,40006,Erik van Rooyen,23.5,125820.0,149
2023,47,0,30911,Tommy Fleetwood,23.6,122552.0,144
2023,47,0,33122,Russell Knox,23.6,108535.0,128
2023,47,0,51491,Brandon Matthews,23.6,102786.0,121
2023,47,0,52513,Carson Young,23.6,125549.0,148
2023,51,0,52372,Cameron Champ,23.7,150186.0,176
2023,51,0,54421,Garrick Higgo,23.7,206288.0,242
2023,53,0,48119,Ben Taylor,23.8,139057.0,162
2023,54,0,29725,Tony Finau,23.9,160232.0,186
2023,54,0,34563,Chesson Hadley,23.9,152366.0,177
2023,54,0,46717,Viktor Hovland,23.9,168429.0,196
2023,54,0,34431,Robert Streb,23.9,113444.0,132
2023,54,0,27963,Chris Stroud,23.9,64449.0,75
2023,54,0,58168,Davis Thompson,23.9,209338.0,243
2023,60,0,34098,Russell Henley,24.0,89824.0,104
2023,61,0,28089,Jason Day,24.1,141319.0,163
2023,61,0,32102,Rickie Fowler,24.1,164621.0,190
2023,61,0,49947,Taylor Moore,24.1,151015.0,174
2023,61,0,55454,Carl Yuan,24.1,158064.0,182
2023,65,0,22405,Justin Rose,24.2,85429.0,98
2023,66,0,48117,Kurt Kitayama,24.3,98807.0,113
2023,66,0,27129,Luke List,24.3,233830.0,267
2023,66,0,39324,J.J. Spaun,24.3,173088.0,198
2023,66,0,52411,Kyle Westmoreland,24.3,126961.0,145
2023,70,0,12716,Charley Hoffman,24.4,120976.0,138
2023,70,0,29289,S.Y. Noh,24.4,72942.0,83
2023,70,0,34046,Jordan Spieth,24.4,138023.0,157
2023,70,0,47128,Richy Werenski,24.4,151822.0,173
2023,74,0,56630,Akshay Bhatia,24.5,136088.0,154
2023,74,0,28420,Ryan Brehm,24.5,145515.0,165
2023,74,0,51766,Wyndham Clark,24.5,187092.0,212
2023,74,0,34076,Joel Dahmen,24.5,136554.0,155
2023,74,0,31646,Emiliano Grillo,24.5,176465.0,200
2023,74,0,52453,Nicolai Hojgaard,24.5,71384.0,81
2023,74,0,39977,Max Homa,24.5,172538.0,196
2023,74,0,36326,David Lipsky,24.5,148832.0,169
2023,74,0,47983,Chad Ramey,24.5,179837.0,204
2023,74,0,50493,Justin Suh,24.5,147340.0,167
2023,74,0,32139,Danny Willett,24.5,83671.0,95
2023,85,0,39997,Corey Conners,24.6,161920.0,183
2023,85,0,37338,Zecheng Dou,24.6,170851.0,193
2023,85,0,32791,K.H. Lee,24.6,172916.0,195
2023,85,0,57366,Cameron Young,24.6,171127.0,193
2023,89,0,39954,Cody Gribble,24.7,102979.0,116
2023,89,0,46414,Aaron Rai,24.7,189693.0,213
2023,91,0,52375,Doug Ghim,24.8,159852.0,179
2023,91,0,36799,Stephan Jaeger,24.8,254012.0,285
2023,91,0,31202,William McGirt,24.8,55463.0,62
2023,91,0,48081,Xander Schauffele,24.8,132858.0,149
2023,91,0,27214,Kevin Streelman,24.8,152025.0,170
2023,91,0,48699,Callum Tarren,24.8,186312.0,209
2023,97,0,34255,Joseph Bramlett,24.9,166775.0,186
2023,97,0,47079,Harrison Endycott,24.9,130129.0,145
2023,97,0,35461,Beau Hossler,24.9,193517.0,216
2023,97,0,40250,Taylor Pendrith,24.9,174186.0,194
2023,97,0,37275,Sam Ryder,24.9,158696.0,177
2023,97,0,46441,Robby Shelton,24.9,147188.0,164
2023,103,0,32366,Kevin Chappell,25.0,79184.0,88
2023,103,0,47591,Eric Cole,25.0,212177.0,236
2023,103,0,40098,Matt Fitzpatrick,25.0,135880.0,151
2023,103,0,32448,James Hahn,25.0,138790.0,154
2023,103,0,34466,Peter Malnati,25.0,148225.0,165
2023,103,0,51950,Max McGreevy,25.0,118882.0,132
2023,103,0,30163,Henrik Norlander,25.0,120662.0,134
2023,103,0,40115,Adam Svensson,25.0,216752.0,241
2023,111,0,35310,Lanto Griffin,25.1,103090.0,114
2023,111,0,36699,Patrick Rodgers,25.1,171520.0,190
2023,111,0,52374,Brandon Wu,25.1,173271.0,192
2023,114,0,25686,Jason Dufner,25.2,140633.0,155
2023,114,0,34099,Harris English,25.2,160568.0,177
2023,114,0,35506,Mackenzie Hughes,25.2,154141.0,170
2023,114,0,47347,Adam Schenk,25.2,180224.0,199
2023,114,0,27095,Nick Watney,25.2,89781.0,99
2023,119,0,55708,Hayden Buckley,25.3,131814.0,145
2023,119,0,45609,Tyler Duncan,25.3,171433.0,188
2023,119,0,30926,Chris Kirk,25.3,134594.0,148
2023,119,0,47993,Denny McCarthy,25.3,134558.0,148
2023,119,0,51997,Andrew Novak,25.3,140462.0,154
2023,119,0,25632,Jimmy Walker,25.3,151947.0,167
2023,125,0,54591,Ben Griffin,25.4,173996.0,190
2023,125,0,32757,Patton Kizzire,25.4,168143.0,184
2023,125,0,49960,Sepp Straka,25.4,146227.0,160
2023,128,0,40058,Zac Blair,25.5,93552.0,102
2023,128,0,35901,Paul Haley II,25.5,87181.0,95
2023,128,0,36801,Mark Hubbard,25.5,192806.0,210
2023,128,0,35879,Kelly Kraft,25.5,129453.0,141
2023,132,0,33948,Byeong Hun An,25.6,201514.0,219
2023,132,0,45522,Christiaan Bezuidenhout,25.6,131610.0,143
2023,132,0,33399,Adam Hadwin,25.6,156832.0,170
2023,132,0,33597,Harry Higgs,25.6,112235.0,122
2023,132,0,54628,Lee Hodges,25.6,191416.0,208
2023,137,0,24925,Jonathan Byrd,25.7,72240.0,78
2023,137,0,49298,Kramer Hickok,25.7,141589.0,153
2023,137,0,26596,Ryan Moore,25.7,114672.0,124
2023,140,0,27936,Martin Laird,25.8,143777.0,155
2023,140,0,32839,Hideki Matsuyama,25.8,146606.0,158
2023,140,0,50095,Austin Smotherman,25.8,168018.0,181
2023,143,0,33408,Tyson Alexander,25.9,146287.0,157
2023,144,0,22371,Aaron Baddeley,26.0,100296.0,107
2023,144,0,46435,Austin Cook,26.0,67357.0,72
2023,144,0,31557,Jim Herman,26.0,99192.0,106
2023,144,0,40162,Justin Lower,26.0,146111.0,156
2023,144,0,26476,Chez Reavie,26.0,145115.0,155
2023,144,0,30692,Scott Stallings,26.0,157146.0,168
2023,150,0,48084,Wesley Bryan,26.1,66767.0,71
2023,150,0,39975,Michael Kim,26.1,128881.0,137
2023,150,0,50188,S.H. Kim,26.1,239937.0,255
2023,150,0,39546,Keith Mitchell,26.1,178559.0,190
2023,154,0,35449,Adam Long,26.2,160269.0,170
2023,155,0,51349,Nico Echavarria,26.3,119264.0,126
2023,156,0,33448,Justin Thomas,26.4,175618.0,185
2023,157,0,51414,Brent Grant,26.5,160298.0,168
2023,157,0,53165,Doc Redman,26.5,105869.0,111
2023,159,0,59018,Ryan Gerard,26.6,116699.0,122
2023,159,0,27974,Sung Kang,26.6,63098.0,66
2023,159,0,37455,Si Woo Kim,26.6,207097.0,216
2023,159,0,34256,Andrew Putnam,26.6,156368.0,163
2023,159,0,25493,Nick Taylor,26.6,135796.0,142
2023,164,0,49766,Hank Lebioda,26.7,77850.0,81
2023,164,0,32640,Troy Merritt,26.7,139228.0,145
2023,164,0,51890,Greyson Sigg,26.7,184369.0,192
2023,167,0,47504,Sam Burns,26.9,172239.0,178
2023,167,0,39058,Lucas Herbert,26.9,127093.0,131
2023,167,0,46442,Maverick McNealy,26.9,104626.0,108
2023,167,0,49771,J.T. Poston,26.9,167781.0,173
2023,167,0,28252,Seamus Power,26.9,143157.0,148
2023,172,0,48887,Matt Wallace,27.0,143137.0,147
2023,173,0,29535,Brice Garnett,27.1,117091.0,120
2023,173,0,29908,C.T. Pan,27.1,86003.0,88
2023,175,0,34610,Matthias Schwab,27.2,168633.0,172
2023,176,0,33413,Ben Martin,27.4,173375.0,176
2023,176,0,58967,Trevor Werbylo,27.4,141878.0,144
2023,178,0,29420,Billy Horschel,27.5,110886.0,112
2023,178,0,51634,Sahith Theegala,27.5,214769.0,217
2023,180,0,29970,Dylan Frittelli,27.6,134906.0,136
2023,180,0,34363,Tyrrell Hatton,27.6,144202.0,145
2023,180,0,34409,David Lingmerth,27.6,85308.0,86
2023,183,0,22056,Cameron Percy,27.7,91665.0,92
2023,184,0,24024,Zach Johnson,27.9,83282.0,83
2023,184,0,27349,Alex Noren,27.9,164729.0,164
2023,184,0,25818,Scott Piercy,27.9,143695.0,143
2023,187,0,57975,Harry Hall,28.0,158444.0,157
2023,187,0,32816,Satoshi Kodaira,28.0,82634.0,82
2023,189,0,30927,Brendon Todd,28.7,130373.0,126
2023,190,0,20229,Stewart Cink,29.6,163150.0,153
2023,191,0,31560,Brian Stuard,30.0,63796.0,59
2023,192,0,33410,Andrew Landry,30.2,127308.0,117
2023,192,0,35617,Martin Trainer,30.2,105562.0,97
2022,1,0,33204,Shane Lowry,20.3,61436.0,84
2022,2,0,57366,Cameron Young,20.4,126362.0,172
2022,3,0,28237,Rory McIlroy,20.6,106137.0,143
2022,4,0,35450,Patrick Cantlay,21.1,110855.0,146
2022,5,0,45609,Tyler Duncan,21.3,107253.0,140
2022,5,0,32662,Michael Gligic,21.3,109737.0,143
2022,7,0,40098,Matt Fitzpatrick,21.5,83470.0,108
2022,7,0,39977,Max Homa,21.5,136236.0,176
2022,9,0,12716,Charley Hoffman,21.6,118369.0,152
2022,10,0,46717,Viktor Hovland,21.7,116510.0,149
2022,10,0,36689,Brooks Koepka,21.7,89896.0,115
2022,10,0,50525,Collin Morikawa,21.7,80332.0,103
2022,10,0,48699,Callum Tarren,21.7,104075.0,133
2022,14,0,47483,Will Zalatoris,21.8,105882.0,135
2022,15,0,36326,David Lipsky,22.0,110832.0,140
2022,16,0,30692,Scott Stallings,22.1,142508.0,179
2022,17,0,29518,Brendan Steele,22.2,114893.0,144
2022,18,0,33141,Keegan Bradley,22.3,114212.0,142
2022,18,0,34076,Joel Dahmen,22.3,115787.0,144
2022,18,0,24980,Scott Gutschewski,22.3,55439.0,69
2022,21,0,36801,Mark Hubbard,22.4,100062.0,124
2022,21,0,51997,Andrew Novak,22.4,102494.0,127
2022,21,0,46414,Aaron Rai,22.4,106465.0,132
2022,24,0,31646,Emiliano Grillo,22.5,134261.0,166
2022,24,0,48822,Sebastián Muñoz,22.5,133537.0,165
2022,24,0,46970,Jon Rahm,22.5,129065.0,159
2022,24,0,35891,Cameron Smith,22.5,91465.0,113
2022,24,0,39324,J.J. Spaun,22.5,116890.0,144
2022,29,0,25686,Jason Dufner,22.6,51191.0,63
2022,29,0,46442,Maverick McNealy,22.6,152108.0,187
2022,29,0,31323,Gary Woodland,22.6,104294.0,128
2022,32,0,55708,Hayden Buckley,22.7,155203.0,190
2022,32,0,52372,Cameron Champ,22.7,112829.0,138
2022,32,0,45486,Joaquin Niemann,22.7,116679.0,143
2022,32,0,34264,Hudson Swafford,22.7,101968.0,125
2022,36,0,19803,Ryan Armour,22.9,42057.0,51
2022,36,0,47856,Seth Reeves,22.9,111134.0,135
2022,38,0,45157,Cam Davis,23.0,156405.0,189
2022,38,0,27644,Brian Harman,23.0,106812.0,129
2022,38,0,48117,Kurt Kitayama,23.0,88538.0,107
2022,38,0,47983,Chad Ramey,23.0,72986.0,88
2022,38,0,47995,Davis Riley,23.0,160009.0,193
2022,43,0,29725,Tony Finau,23.1,159427.0,192
2022,43,0,52374,Brandon Wu,23.1,94156.0,113
2022,45,0,37212,Paul Barjon,23.2,138883.0,166
2022,45,0,54628,Lee Hodges,23.2,155334.0,186
2022,45,0,49766,Hank Lebioda,23.2,115305.0,138
2022,45,0,24502,Adam Scott,23.2,121331.0,145
2022,45,0,46340,Alex Smalley,23.2,124397.0,149
2022,50,0,28089,Jason Day,23.3,95751.0,114
2022,50,0,54421,Garrick Higgo,23.3,81420.0,97
2022,50,0,48081,Xander Schauffele,23.3,126467.0,151
2022,50,0,33419,Cameron Tringale,23.3,139966.0,167
2022,54,0,27895,Jonas Blixt,23.4,74870.0,89
2022,54,0,31557,Jim Herman,23.4,47143.0,56
2022,54,0,33490,Bo Hoag,23.4,70036.0,83
2022,54,0,35532,Tom Hoge,23.4,132244.0,157
2022,54,0,33122,Russell Knox,23.4,106274.0,126
2022,54,0,32791,K.H. Lee,23.4,175700.0,209
2022,54,0,27129,Luke List,23.4,147310.0,175
2022,54,0,32333,Kevin Tway,23.4,127375.0,151
2022,62,0,46601,Trey Mullinax,23.6,155685.0,183
2022,62,0,36699,Patrick Rodgers,23.6,140818.0,166
2022,62,0,34046,Jordan Spieth,23.6,140946.0,166
2022,62,0,27214,Kevin Streelman,23.6,139070.0,164
2022,66,0,49298,Kramer Hickok,23.7,131615.0,154
2022,66,0,24024,Zach Johnson,23.7,64902.0,76
2022,68,0,34098,Russell Henley,23.8,108867.0,127
2022,68,0,39971,Sungjae Im,23.8,164826.0,192
2022,70,0,34466,Peter Malnati,23.9,155660.0,181
2022,70,0,32839,Hideki Matsuyama,23.9,134425.0,156
2022,70,0,23325,Vaughn Taylor,23.9,55895.0,65
2022,70,0,33448,Justin Thomas,23.9,138635.0,161
2022,74,0,26300,Matt Jones,24.0,125308.0,145
2022,74,0,29289,S.Y. Noh,24.0,74343.0,86
2022,74,0,29221,Webb Simpson,24.0,90583.0,105
2022,74,0,10381,Curtis Thompson,24.0,83011.0,96
2022,78,0,52375,Doug Ghim,24.1,116923.0,135
2022,78,0,35879,Kelly Kraft,24.1,88610.0,102
2022,80,0,46402,Talor Gooch,24.2,117673.0,135
2022,80,0,46550,Brandon Hagy,24.2,141822.0,163
2022,80,0,29926,Danny Lee,24.2,88983.0,102
2022,80,0,26851,Marc Leishman,24.2,131558.0,151
2022,80,0,51634,Sahith Theegala,24.2,216484.0,248
2022,80,0,45540,Jared Wolfe,24.2,101029.0,116
2022,86,0,39546,Keith Mitchell,24.3,172911.0,198
2022,86,0,49947,Taylor Moore,24.3,161909.0,185
2022,86,0,24361,Pat Perez,24.3,100484.0,115
2022,86,0,27139,David Skinns,24.3,111876.0,128
2022,86,0,37189,Harold Varner III,24.3,117390.0,134
2022,91,0,47504,Sam Burns,24.4,145882.0,166
2022,91,0,30911,Tommy Fleetwood,24.4,81726.0,93
2022,91,0,36871,Matthew NeSmith,24.4,151053.0,172
2022,91,0,40250,Taylor Pendrith,24.4,128034.0,146
