YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL 3 PUTTS,ATTEMPTS,2 PUTT OR BETTER %
2022,0,30944,Jason Kokrak,0.0,0,88,100.0
2022,0,35879,Kelly Kraft,0.0,0,103,100.0
2022,0,23108,Matt Kuchar,0.0,0,103,100.0
2022,0,49766,Hank Lebioda,0.0,0,147,100.0
2022,0,32791,K.H. Lee,0.0,0,158,100.0
2022,0,26851,Marc Leishman,0.0,0,117,100.0
2022,0,33204,Shane Lowry,0.0,0,84,100.0
2022,0,51950,Max McGreevy,0.0,0,119,100.0
2022,0,46601,Trey Mullinax,0.0,0,120,100.0
2022,0,27349,Alex Noren,0.0,0,87,100.0
2022,0,30163,Henrik Norlander,0.0,0,139,100.0
2022,0,33667,Carlos Ortiz,0.0,0,95,100.0
2022,0,40250,Taylor Pendrith,0.0,0,130,100.0
2022,0,22056,Cameron Percy,0.0,0,63,100.0
2022,0,49771,J.T. Poston,0.0,0,161,100.0
2022,0,24138,Ian Poulter,0.0,0,59,100.0
2022,0,47983,Chad Ramey,0.0,0,114,100.0
2022,0,53165,Doc Redman,0.0,0,139,100.0
2022,0,34360,Patrick Reed,0.0,0,92,100.0
2022,0,36699,Patrick Rodgers,0.0,0,141,100.0
2022,0,48081,Xander Schauffele,0.0,0,99,100.0
2022,0,35891,Cameron Smith,0.0,0,91,100.0
2022,0,50095,Austin Smotherman,0.0,0,117,100.0
2022,0,29518,Brendan Steele,0.0,0,125,100.0
2022,0,34431,Robert Streb,0.0,0,129,100.0
2022,0,34264,Hudson Swafford,0.0,0,104,100.0
2022,0,48699,Callum Tarren,0.0,0,91,100.0
2022,0,10381,Curtis Thompson,0.0,0,99,100.0
2022,0,30927,Brendon Todd,0.0,0,137,100.0
2022,0,32333,Kevin Tway,0.0,0,130,100.0
2022,0,27770,Camilo Villegas,0.0,0,88,100.0
2022,0,51894,Vince Whaley,0.0,0,120,100.0
2022,0,54783,Dylan Wu,0.0,0,103,100.0
2022,0,37275,Sam Ryder,0.55,1,181,99.45
2022,0,33122,Russell Knox,0.58,1,173,99.42
2022,0,47993,Denny McCarthy,0.61,1,165,99.39
2022,0,35449,Adam Long,0.65,1,154,99.35
2022,0,49947,Taylor Moore,0.65,1,155,99.35
2022,0,47529,Mito Pereira,0.65,1,155,99.35
2022,0,33399,Adam Hadwin,0.66,1,151,99.34
2022,0,51890,Greyson Sigg,0.66,1,151,99.34
2022,0,34076,Joel Dahmen,0.67,1,150,99.33
2022,0,40115,Adam Svensson,0.67,1,149,99.33
2022,0,36799,Stephan Jaeger,0.71,1,141,99.29
2022,0,37455,Si Woo Kim,0.72,1,138,99.28
2022,0,46442,Maverick McNealy,0.72,1,138,99.28
2022,0,51766,Wyndham Clark,0.74,1,136,99.26
2022,0,37212,Paul Barjon,0.75,1,134,99.25
2022,0,29908,C.T. Pan,0.75,1,134,99.25
2022,0,47504,Sam Burns,0.76,1,132,99.24
2022,0,39971,Sungjae Im,0.76,1,131,99.24
2022,0,34098,Russell Henley,0.77,1,130,99.23
2022,0,39977,Max Homa,0.77,1,130,99.23
2022,0,25493,Nick Taylor,0.77,1,130,99.23
2022,0,12716,Charley Hoffman,0.78,1,129,99.22
2022,0,27095,Nick Watney,0.79,1,127,99.21
2022,0,24924,Bill Haas,0.81,1,123,99.19
2022,0,25818,Scott Piercy,0.81,1,124,99.19
2022,0,27064,Jhonattan Vegas,0.82,1,122,99.18
2022,0,47483,Will Zalatoris,0.83,1,121,99.17
2022,0,33486,Roger Sloan,0.87,1,115,99.13
2022,0,27974,Sung Kang,0.89,1,112,99.11
2022,0,45522,Christiaan Bezuidenhout,0.9,1,111,99.1
2022,0,29420,Billy Horschel,0.93,1,107,99.07
2022,0,31420,Anirban Lahiri,0.93,1,108,99.07
2022,0,47856,Seth Reeves,0.94,1,106,99.06
2022,0,27936,Martin Laird,0.95,1,105,99.05
2022,0,27139,David Skinns,0.95,1,105,99.05
2022,0,35450,Patrick Cantlay,0.96,1,104,99.04
2022,0,23325,Vaughn Taylor,0.96,1,104,99.04
2022,0,24024,Zach Johnson,0.97,1,103,99.03
2022,0,46402,Talor Gooch,0.99,1,101,99.01
2022,0,47128,Richy Werenski,1.0,1,100,99.0
2022,0,46435,Austin Cook,1.01,1,99,98.99
2022,0,29535,Brice Garnett,1.03,1,97,98.97
2022,0,36801,Mark Hubbard,1.05,1,95,98.95
2022,0,21961,Charles Howell III,1.06,1,94,98.94
2022,0,27649,Brandt Snedeker,1.06,1,94,98.94
2022,0,45540,Jared Wolfe,1.06,1,94,98.94
2022,0,32816,Satoshi Kodaira,1.09,1,92,98.91
2022,0,40006,Erik van Rooyen,1.09,1,92,98.91
2022,0,34466,Peter Malnati,1.12,2,178,98.88
2022,0,54628,Lee Hodges,1.14,2,175,98.86
