YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 280-300,TOTAL DRVS - OVERALL,RELATIVE TO PAR
2019,0,29479,Scott Brown,38.41,63,164,-0.19
2019,0,33667,Carlos Ortiz,38.41,63,164,-0.06
2019,0,46435,Austin Cook,38.39,43,112,-0.09
2019,0,26329,Louis Oosthuizen,38.39,43,112,-0.12
2019,0,30911,Tommy Fleetwood,38.33,46,120,-0.07
2019,0,47993,Denny McCarthy,38.27,62,162,-0.21
2019,0,29268,Bronson Burgoon,38.24,39,102,+0.13
2019,0,33486,Roger Sloan,38.1,64,168,-0.14
2019,0,29518,Brendan Steele,37.96,41,108,+0.10
2019,0,26596,Ryan Moore,37.88,50,132,-0.22
2019,0,49766,Hank Lebioda,37.86,53,140,-0.08
2019,0,37455,Si Woo Kim,37.84,56,148,-0.34
2019,0,33419,Cameron Tringale,37.69,49,130,-0.35
2019,0,49303,Anders Albertson,37.5,48,128,+0.02
2019,0,32839,Hideki Matsuyama,37.5,60,160,-0.03
2019,0,34256,Andrew Putnam,37.5,48,128,-0.27
2019,0,30110,Kyle Stanley,37.5,48,128,-0.13
2019,0,34099,Harris English,37.36,68,182,-0.13
2019,0,40115,Adam Svensson,37.31,50,134,-0.06
2019,0,27330,Josh Teater,37.31,50,134,-0.16
2019,0,27556,Ted Potter Jr.,37.3,47,126,+0.04
2019,0,32139,Danny Willett,37.29,44,118,-0.05
2019,0,39975,Michael Kim,37.25,38,102,+0.05
2019,0,29926,Danny Lee,37.01,57,154,+0.02
2019,0,21961,Charles Howell III,36.75,61,166,-0.15
2019,0,34046,Jordan Spieth,36.71,58,158,-0.07
2019,0,23353,J.J. Henry,36.54,38,104,-0.11
2019,0,25364,Paul Casey,36.51,46,126,-0.04
2019,0,45486,Joaquin Niemann,36.41,67,184,-0.09
2019,0,25632,Jimmy Walker,36.36,48,132,+0.02
2019,0,30786,Brady Schnell,36.27,37,102,-0.16
2019,0,27974,Sung Kang,36.25,58,160,-0.07
2019,0,33418,Shawn Stefani,36.18,55,152,-0.09
2019,0,32058,José de Jesús Rodríguez,36.15,47,130,-0.13
2019,0,28259,Sangmoon Bae,36.11,39,108,-0.28
2019,0,25686,Jason Dufner,35.94,46,128,-0.09
2019,0,25818,Scott Piercy,35.9,56,156,-0.23
2019,0,24502,Adam Scott,35.85,38,106,-0.05
2019,0,37275,Sam Ryder,35.29,48,136,-0.35
2019,0,21209,Sergio Garcia,35.23,31,88,-0.06
2019,0,48081,Xander Schauffele,34.68,43,124,-0.19
2019,0,35461,Beau Hossler,34.67,52,150,-0.06
2019,0,30946,Alex Prugh,34.51,49,142,-0.08
2019,0,47347,Adam Schenk,34.5,69,200,-0.07
2019,0,39977,Max Homa,34.38,55,160,-0.02
2019,0,48822,Sebastián Muñoz,34.38,55,160,-0.11
2019,0,45609,Tyler Duncan,34.34,57,166,-0.14
2019,0,47128,Richy Werenski,34.34,57,166,-0.32
2019,0,36699,Patrick Rodgers,34.31,35,102,-0.03
2019,0,46402,Talor Gooch,34.26,37,108,+0.08
2019,0,37340,Chase Wright,34.06,47,138,-0.26
2019,0,47959,Bryson DeChambeau,34.03,49,144,-0.10
2019,0,20472,Alex Cejka,34.0,34,100,-0.21
2019,0,27644,Brian Harman,33.95,55,162,-0.15
2019,0,29223,Sam Saunders,33.78,50,148,+0.08
2019,0,27349,Alex Noren,33.65,35,104,-0.03
2019,0,49964,Aaron Wise,33.33,46,138,-0.15
2019,0,36852,Jim Knous,33.02,35,106,-0.29
2019,0,46970,Jon Rahm,32.81,42,128,-0.17
2019,0,32200,Roberto Castro,32.64,47,144,-0.34
2019,0,30692,Scott Stallings,32.43,48,148,E
2019,0,25198,Francesco Molinari,32.0,32,100,-0.03
2019,0,40026,Daniel Berger,31.82,42,132,-0.07
2019,0,39954,Cody Gribble,31.82,42,132,+0.05
2019,0,10809,Jim Furyk,31.62,43,136,-0.16
2019,0,34306,John Chin,31.48,34,108,-0.26
2019,0,19846,Brian Gay,31.48,51,162,-0.08
2019,0,29484,Peter Uihlein,31.43,44,140,-0.11
2019,0,27095,Nick Watney,31.33,47,150,-0.06
2019,0,35506,Mackenzie Hughes,30.92,47,152,-0.04
2019,0,27936,Martin Laird,30.63,49,160,-0.02
2019,0,35617,Martin Trainer,30.33,37,122,+0.22
2019,0,35732,Wes Roach,30.16,38,126,-0.18
2019,0,35450,Patrick Cantlay,30.15,41,136,+0.02
2019,0,28252,Seamus Power,29.86,43,144,-0.07
2019,0,35891,Cameron Smith,29.84,37,124,-0.05
2019,0,46501,Ollie Schniederjans,29.58,42,142,+0.14
2019,0,49960,Sepp Straka,29.17,42,144,-0.10
2019,0,39546,Keith Mitchell,28.67,43,150,E
2019,0,37189,Harold Varner III,28.66,47,164,-0.15
2019,0,19803,Ryan Armour,28.57,48,168,-0.21
2019,0,28089,Jason Day,28.57,32,112,-0.13
2019,0,1810,Phil Mickelson,28.33,34,120,+0.06
2019,0,31323,Gary Woodland,28.29,43,152,-0.16
2019,0,47504,Sam Burns,28.21,44,156,-0.09
2019,0,21528,Henrik Stenson,28.0,28,100,-0.04
2019,0,27141,J.B. Holmes,27.78,35,126,-0.06
2019,0,34261,Scott Langley,27.7,41,148,-0.32
2019,0,33948,Byeong Hun An,26.92,35,130,-0.03
2019,0,25804,Bubba Watson,26.72,31,116,-0.23
2019,0,35421,Brandon Harkins,26.51,44,166,-0.34
2019,0,32102,Rickie Fowler,26.32,40,152,-0.08
2019,0,46601,Trey Mullinax,26.03,38,146,-0.21
2019,0,30925,Dustin Johnson,25.76,34,132,-0.12
2019,0,36689,Brooks Koepka,25.76,34,132,E
2019,0,29725,Tony Finau,25.63,41,160,+0.05
2019,0,31560,Brian Stuard,25.58,44,172,-0.23
2019,0,32333,Kevin Tway,25.0,36,144,+0.03
2019,0,47856,Seth Reeves,24.63,33,134,+0.03
2019,0,21731,Freddie Jacobson,24.51,25,102,-0.08
2019,0,30944,Jason Kokrak,23.78,39,164,-0.10
2019,0,45157,Cam Davis,23.61,34,144,-0.29
2019,0,51766,Wyndham Clark,23.53,40,170,-0.18
2019,0,27064,Jhonattan Vegas,22.22,32,144,-0.03
2019,0,28237,Rory McIlroy,20.31,26,128,+0.08
2019,0,27129,Luke List,19.05,24,126,+0.04
2019,0,52372,Cameron Champ,15.79,24,152,E
2018,0,31416,Derek Fathauer,47.5,76,160,-0.01
2018,0,34021,Bud Cauley,46.67,42,90,-0.40
2018,0,30978,Kiradech Aphibarnrat,46.43,39,84,-0.15
2018,0,34409,David Lingmerth,46.15,72,156,-0.04
2018,0,37338,Zecheng Dou,45.56,41,90,-0.07
2018,0,33413,Ben Martin,45.31,58,128,-0.12
2018,0,29479,Scott Brown,45.0,81,180,-0.05
2018,0,39327,Ben Silverman,44.64,75,168,-0.16
2018,0,25493,Nick Taylor,44.51,73,164,-0.23
2018,0,35544,Andrew Yun,44.44,40,90,+0.08
2018,0,23325,Vaughn Taylor,44.3,70,158,-0.16
2018,0,20157,Retief Goosen,44.23,46,104,-0.15
2018,0,32150,Michael Thompson,43.97,51,116,-0.10
2018,0,47128,Richy Werenski,43.75,77,176,-0.30
2018,0,24361,Pat Perez,43.65,55,126,-0.09
2018,0,46435,Austin Cook,43.46,93,214,-0.04
2018,0,25834,Daniel Summerhays,43.33,39,90,-0.13
2018,0,23621,Rory Sabbatini,43.26,77,178,-0.12
2018,0,24024,Zach Johnson,43.1,75,174,-0.12
2018,0,39324,J.J. Spaun,43.04,68,158,-0.19
2018,0,34256,Andrew Putnam,42.7,76,178,-0.14
2018,0,39975,Michael Kim,42.42,56,132,-0.14
2018,0,21528,Henrik Stenson,42.31,44,104,+0.05
2018,0,33399,Adam Hadwin,42.21,65,154,-0.17
2018,0,27214,Kevin Streelman,41.85,77,184,-0.26
2018,0,32640,Troy Merritt,41.76,71,170,-0.13
2018,0,22371,Aaron Baddeley,41.67,65,156,-0.17
2018,0,27974,Sung Kang,41.56,64,154,-0.14
2018,0,24781,Hunter Mahan,41.27,52,126,-0.19
2018,0,24140,Sean O'Hair,41.27,52,126,-0.23
2018,0,33419,Cameron Tringale,41.27,52,126,-0.15
2018,0,33410,Andrew Landry,41.25,66,160,-0.06
2018,0,46402,Talor Gooch,40.97,59,144,-0.08
2018,0,34046,Jordan Spieth,40.79,62,152,-0.19
2018,0,37454,Whee Kim,40.74,66,162,-0.18
2018,0,29926,Danny Lee,40.38,63,156,-0.11
2018,0,12510,Chad Campbell,40.14,57,142,-0.02
2018,0,49771,J.T. Poston,40.14,57,142,-0.07
2018,0,29908,C.T. Pan,40.0,72,180,-0.21
2018,0,34358,Jonathan Randolph,40.0,52,130,+0.02
2018,0,20472,Alex Cejka,39.86,55,138,-0.16
2018,0,26476,Chez Reavie,39.86,59,148,-0.20
2018,0,30926,Chris Kirk,39.71,81,204,-0.25
2018,0,32876,Martin Piller,39.61,61,154,-0.15
2018,0,26300,Matt Jones,39.52,49,124,-0.06
2018,0,29535,Brice Garnett,39.47,75,190,-0.41
2018,0,34431,Robert Streb,39.39,52,132,-0.12
2018,0,31646,Emiliano Grillo,39.29,66,168,-0.12
2018,0,24924,Bill Haas,39.29,55,140,-0.24
2018,0,33204,Shane Lowry,39.29,44,112,E
2018,0,20229,Stewart Cink,39.24,62,158,+0.06
2018,0,40009,Dominic Bozzelli,39.23,51,130,-0.08
2018,0,32448,James Hahn,39.19,58,148,-0.16
2018,0,27958,Ryan Blaum,39.1,61,156,-0.08
2018,0,27644,Brian Harman,39.02,64,164,-0.11
2018,0,34076,Joel Dahmen,38.82,66,170,-0.18
2018,0,25892,Steve Wheatcroft,38.79,45,116,-0.07
2018,0,28307,Matt Every,38.67,58,150,-0.14
2018,0,31560,Brian Stuard,38.66,75,194,-0.17
2018,0,34098,Russell Henley,38.64,51,132,-0.24
2018,0,33418,Shawn Stefani,38.51,57,148,-0.16
2018,0,27936,Martin Laird,38.46,50,130,-0.10
2018,0,37278,Nicholas Lindheim,38.41,53,138,-0.25
2018,0,26951,Johnson Wagner,38.41,53,138,-0.17
2018,0,25686,Jason Dufner,38.33,46,120,-0.04
2018,0,27942,Rob Oppenheim,38.24,52,136,-0.19
2018,0,25572,Graeme McDowell,38.18,42,110,-0.33
2018,0,35532,Tom Hoge,38.17,71,186,-0.21
2018,0,24846,Ricky Barnes,38.14,45,118,-0.22
2018,0,37275,Sam Ryder,38.13,61,160,-0.02
2018,0,35545,Blayne Barber,38.06,51,134,+0.04
2018,0,22582,Kyle Thompson,38.04,35,92,E
2018,0,26329,Louis Oosthuizen,37.96,41,108,+0.07
2018,0,27556,Ted Potter Jr.,37.93,66,174,-0.15
2018,0,31420,Anirban Lahiri,37.84,56,148,-0.07
2018,0,27649,Brandt Snedeker,37.8,62,164,-0.05
2018,0,33122,Russell Knox,37.79,65,172,-0.23
2018,0,39954,Cody Gribble,37.72,43,114,+0.05
2018,0,29485,Brett Stegmaier,37.7,46,122,-0.13
2018,0,32757,Patton Kizzire,37.64,67,178,-0.07
2018,0,35506,Mackenzie Hughes,37.5,57,152,-0.05
2018,0,39328,Conrad Shindler,37.5,42,112,-0.14
2018,0,36799,Stephan Jaeger,37.33,56,150,-0.25
2018,0,23541,Ben Crane,37.27,41,110,-0.02
2018,0,28775,Nate Lashley,37.23,35,94,-0.17
2018,0,34174,John Huh,37.22,67,180,-0.18
2018,0,34363,Tyrrell Hatton,37.0,37,100,-0.08
2018,0,27349,Alex Noren,36.61,41,112,-0.07
2018,0,24138,Ian Poulter,36.61,41,112,-0.24
2018,0,29420,Billy Horschel,36.59,60,164,-0.08
2018,0,26596,Ryan Moore,36.54,57,156,-0.25
2018,0,35891,Cameron Smith,36.43,51,140,-0.04
2018,0,35879,Kelly Kraft,36.31,61,168,-0.11
2018,0,22405,Justin Rose,36.29,45,124,-0.13
2018,0,26499,Rafa Cabrera Bello,36.21,42,116,-0.12
2018,0,25818,Scott Piercy,36.18,55,152,-0.09
2018,0,30110,Kyle Stanley,36.18,55,152,-0.07
2018,0,40026,Daniel Berger,36.03,49,136,-0.10
2018,0,28132,Tyrone Van Aswegen,36.02,67,186,-0.18
2018,0,32254,Xinjun Zhang,35.92,51,142,-0.04
2018,0,29478,Kevin Kisner,35.9,56,156,-0.13
2018,0,34563,Chesson Hadley,35.86,71,198,-0.08
2018,0,35461,Beau Hossler,35.58,74,208,-0.24
2018,0,29268,Bronson Burgoon,35.51,49,138,-0.04
2018,0,37455,Si Woo Kim,35.33,65,184,-0.20
2018,0,29223,Sam Saunders,35.14,52,148,-0.12
2018,0,26758,David Hearn,35.0,42,120,-0.40
2018,0,23108,Matt Kuchar,34.87,53,152,E
2018,0,28500,Martin Flores,34.76,57,164,+0.05
2018,0,25900,Lucas Glover,34.69,34,98,-0.15
2018,0,24925,Jonathan Byrd,34.68,43,124,-0.23
2018,0,30911,Tommy Fleetwood,34.68,43,124,-0.33
2018,0,23353,J.J. Henry,34.67,52,150,-0.23
2018,0,31202,William McGirt,34.62,54,156,-0.11
2018,0,25396,Kevin Na,34.62,54,156,-0.26
2018,0,45526,Abraham Ancer,34.38,66,192,-0.21
2018,0,32816,Satoshi Kodaira,34.38,33,96,+0.18
2018,0,29461,Jamie Lovemark,34.38,55,160,-0.02
2018,0,29221,Webb Simpson,34.24,63,184,-0.16
2018,0,26851,Marc Leishman,34.15,56,164,-0.05
2018,0,34360,Patrick Reed,33.97,53,156,-0.13
2018,0,27895,Jonas Blixt,33.96,36,106,E
2018,0,47959,Bryson DeChambeau,33.87,63,186,-0.22
2018,0,26331,Charl Schwartzel,33.7,31,92,-0.03
2018,0,47125,Matt Atkins,33.65,35,104,+0.03
2018,0,20593,Greg Chalmers,33.65,35,104,-0.03
2018,0,48084,Wesley Bryan,33.64,37,110,-0.19
2018,0,34264,Hudson Swafford,33.64,37,110,-0.14
2018,0,47993,Denny McCarthy,33.33,42,126,-0.31
2018,0,19803,Ryan Armour,33.18,71,214,-0.10
2018,0,25632,Jimmy Walker,33.12,51,154,+0.22
2018,0,47287,Ethan Tracy,33.09,45,136,+0.04
2018,0,35450,Patrick Cantlay,32.89,50,152,-0.16
2018,0,28679,Fabián Gómez,32.74,55,168,-0.25
2018,0,25240,D.A. Points,32.46,37,114,-0.14
2018,0,35376,Roberto Díaz,32.35,44,136,-0.05
2018,0,34099,Harris English,32.05,50,156,+0.02
2018,0,20572,Rod Pampling,32.0,32,100,+0.13
2018,0,22056,Cameron Percy,32.0,32,100,+0.03
2018,0,34466,Peter Malnati,31.93,53,166,-0.06
2018,0,40058,Zac Blair,31.9,37,116,-0.14
2018,0,25198,Francesco Molinari,31.82,42,132,-0.12
2018,0,49964,Aaron Wise,31.82,56,176,-0.05
2018,0,32102,Rickie Fowler,31.76,47,148,-0.06
2018,0,35310,Lanto Griffin,31.76,47,148,-0.09
2018,0,39997,Corey Conners,31.72,59,186,-0.20
2018,0,45609,Tyler Duncan,31.72,59,186,-0.05
2018,0,27963,Chris Stroud,31.54,41,130,-0.10
2018,0,29484,Peter Uihlein,31.43,44,140,-0.02
2018,0,10809,Jim Furyk,31.25,30,96,-0.13
2018,0,19846,Brian Gay,31.19,63,202,-0.19
2018,0,35421,Brandon Harkins,31.05,59,190,-0.10
2018,0,23320,Ryan Palmer,30.95,39,126,-0.05
2018,0,28252,Seamus Power,30.77,48,156,-0.17
2018,0,32839,Hideki Matsuyama,30.47,39,128,+0.03
2018,0,24358,Robert Garrigus,30.26,46,152,+0.02
2018,0,8793,Tiger Woods,30.15,41,136,-0.10
2018,0,1810,Phil Mickelson,30.12,50,166,-0.10
2018,0,21961,Charles Howell III,30.11,53,176,-0.13
2018,0,33141,Keegan Bradley,30.0,51,170,-0.27
2018,0,24502,Adam Scott,30.0,42,140,-0.05
2018,0,29222,Billy Hurley III,28.91,37,128,-0.14
2018,0,30692,Scott Stallings,28.49,49,172,+0.04
2018,0,25364,Paul Casey,27.97,33,118,-0.18
2018,0,47347,Adam Schenk,27.5,44,160,-0.16
2018,0,33948,Byeong Hun An,26.88,43,160,+0.12
2018,0,27141,J.B. Holmes,26.06,37,142,-0.08
2018,0,32333,Kevin Tway,26.04,50,192,-0.08
2018,0,46501,Ollie Schniederjans,25.95,41,158,-0.05
2018,0,48081,Xander Schauffele,25.93,42,162,+0.10
2018,0,36699,Patrick Rodgers,25.88,44,170,-0.02
2018,0,12716,Charley Hoffman,25.63,41,160,-0.15
2018,0,29974,Branden Grace,25.0,26,104,+0.19
2018,0,46970,Jon Rahm,25.0,31,124,-0.03
2018,0,27095,Nick Watney,23.89,43,180,-0.02
2018,0,33448,Justin Thomas,23.65,35,148,+0.09
2018,0,31323,Gary Woodland,23.49,39,166,+0.03
2018,0,37189,Harold Varner III,23.46,38,162,-0.08
2018,0,34213,Grayson Murray,23.44,30,128,+0.20
2018,0,27064,Jhonattan Vegas,23.38,36,154,E
2018,0,30944,Jason Kokrak,23.23,46,198,-0.04
2018,0,30925,Dustin Johnson,22.14,31,140,+0.06
2018,0,32366,Kevin Chappell,21.62,32,148,-0.06
2018,0,25804,Bubba Watson,21.52,34,158,-0.15
2018,0,29518,Brendan Steele,19.84,25,126,+0.20
2018,0,39546,Keith Mitchell,19.59,38,194,-0.18
2018,0,28089,Jason Day,19.17,23,120,-0.17
2018,0,27129,Luke List,18.97,33,174,-0.03
2018,0,46601,Trey Mullinax,18.84,26,138,E
2018,0,50526,Tom Lovelady,17.28,28,162,-0.07
2018,0,29725,Tony Finau,17.22,31,180,+0.16
2018,0,36689,Brooks Koepka,15.52,18,116,+0.06
2018,0,28237,Rory McIlroy,12.3,15,122,+0.33
2017,0,47128,Richy Werenski,50.0,74,148,-0.22
2017,0,33413,Ben Martin,47.47,75,158,-0.19
2017,0,28093,Miguel Angel Carballo,47.37,54,114,-0.26
2017,0,46443,Brian Campbell,46.08,47,102,-0.21
2017,0,32640,Troy Merritt,46.05,70,152,-0.26
2017,0,35545,Blayne Barber,45.07,64,142,-0.14
2017,0,27963,Chris Stroud,44.92,53,118,-0.17
2017,0,25892,Steve Wheatcroft,44.68,42,94,-0.21
2017,0,29485,Brett Stegmaier,44.44,64,144,+0.11
2017,0,33122,Russell Knox,44.35,55,124,-0.09
2017,0,20157,Retief Goosen,43.48,40,92,-0.03
2017,0,25686,Jason Dufner,43.29,71,164,-0.17
2017,0,31416,Derek Fathauer,42.96,61,142,-0.28
2017,0,24924,Bill Haas,42.59,69,162,-0.17
2017,0,25818,Scott Piercy,42.37,50,118,+0.06
2017,0,40009,Dominic Bozzelli,42.31,55,130,-0.07
2017,0,29479,Scott Brown,42.31,77,182,-0.22
2017,0,23621,Rory Sabbatini,42.31,55,130,-0.16
2017,0,34174,John Huh,42.26,71,168,-0.08
2017,0,31557,Jim Herman,42.25,60,142,-0.28
2017,0,20572,Rod Pampling,42.25,60,142,-0.07
2017,0,30191,Julián Etulain,42.06,53,126,-0.25
2017,0,34021,Bud Cauley,42.05,74,176,-0.14
2017,0,26758,David Hearn,41.98,68,162,-0.15
2017,0,39975,Michael Kim,41.67,75,180,-0.24
2017,0,29476,Kyle Reifers,41.67,70,168,-0.34
2017,0,33120,Mark Anderson,41.35,43,104,-0.35
2017,0,26951,Johnson Wagner,41.27,52,126,-0.23
2017,0,32757,Patton Kizzire,40.79,62,152,-0.10
2017,0,39324,J.J. Spaun,40.7,70,172,-0.09
2017,0,24138,Ian Poulter,40.63,52,128,-0.31
2017,0,29221,Webb Simpson,40.4,80,198,-0.14
2017,0,37455,Si Woo Kim,40.3,54,134,+0.07
2017,0,35891,Cameron Smith,40.24,66,164,-0.18
2017,0,35532,Tom Hoge,40.22,37,92,-0.16
2017,0,34360,Patrick Reed,40.22,74,184,-0.11
2017,0,35879,Kelly Kraft,40.14,57,142,+0.09
2017,0,1810,Phil Mickelson,40.0,64,160,-0.19
2017,0,26289,Boo Weekley,39.73,58,146,-0.33
2017,0,27644,Brian Harman,39.58,76,192,-0.22
2017,0,34409,David Lingmerth,39.44,56,142,-0.30
2017,0,28132,Tyrone Van Aswegen,39.25,73,186,-0.08
2017,0,32200,Roberto Castro,39.06,50,128,-0.12
2017,0,20472,Alex Cejka,39.04,57,146,-0.23
2017,0,25364,Paul Casey,39.02,64,164,-0.06
2017,0,24361,Pat Perez,38.95,67,172,-0.24
2017,0,24140,Sean O'Hair,38.75,62,160,-0.03
2017,0,24781,Hunter Mahan,38.73,55,142,-0.15
2017,0,31646,Emiliano Grillo,38.61,61,158,-0.05
2017,0,27895,Jonas Blixt,38.57,54,140,-0.17
2017,0,27958,Ryan Blaum,38.54,74,192,-0.35
2017,0,49771,J.T. Poston,38.51,67,174,-0.36
2017,0,26499,Rafa Cabrera Bello,38.46,40,104,-0.08
2017,0,25572,Graeme McDowell,38.39,43,112,-0.19
2017,0,29478,Kevin Kisner,38.33,69,180,-0.29
2017,0,33399,Adam Hadwin,38.3,72,188,-0.08
2017,0,33141,Keegan Bradley,38.27,75,196,-0.11
2017,0,27466,Spencer Levin,38.27,62,162,-0.18
2017,0,29926,Danny Lee,38.24,65,170,-0.28
2017,0,28679,Fabián Gómez,38.14,45,118,-0.24
2017,0,33461,Morgan Hoffmann,38.07,67,176,-0.15
2017,0,26596,Ryan Moore,38.03,54,142,-0.15
2017,0,26476,Chez Reavie,37.91,69,182,-0.26
2017,0,22056,Cameron Percy,37.69,49,130,-0.33
2017,0,39954,Cody Gribble,37.66,58,154,-0.07
2017,0,25191,Gonzalo Fernandez-Castaño,37.5,42,112,-0.02
2017,0,27214,Kevin Streelman,37.5,66,176,-0.20
2017,0,30926,Chris Kirk,37.35,62,166,-0.23
2017,0,25345,Carl Pettersson,37.29,44,118,-0.18
2017,0,23353,J.J. Henry,37.21,64,172,-0.22
2017,0,29223,Sam Saunders,37.14,52,140,-0.12
2017,0,21209,Sergio Garcia,37.04,40,108,-0.05
2017,0,24024,Zach Johnson,37.01,57,154,-0.18
2017,0,27936,Martin Laird,36.75,61,166,-0.10
2017,0,20229,Stewart Cink,36.56,68,186,-0.15
2017,0,6522,Ernie Els,36.46,35,96,-0.09
2017,0,32448,James Hahn,36.41,67,184,-0.16
2017,0,23325,Vaughn Taylor,36.31,61,168,-0.07
2017,0,31202,William McGirt,36.14,60,166,-0.15
2017,0,29908,C.T. Pan,36.05,62,172,-0.06
2017,0,25198,Francesco Molinari,36.03,49,136,-0.14
2017,0,25240,D.A. Points,36.03,49,136,-0.35
2017,0,40026,Daniel Berger,35.9,56,156,-0.07
2017,0,28500,Martin Flores,35.8,58,162,-0.12
2017,0,23108,Matt Kuchar,35.8,63,176,-0.16
2017,0,34358,Jonathan Randolph,35.71,45,126,-0.20
2017,0,33204,Shane Lowry,35.56,32,90,-0.09
2017,0,34431,Robert Streb,35.56,64,180,-0.19
2017,0,33419,Cameron Tringale,35.44,56,158,-0.34
2017,0,35450,Patrick Cantlay,35.42,34,96,-0.12
2017,0,25396,Kevin Na,35.14,52,148,-0.04
2017,0,36801,Mark Hubbard,35.0,49,140,-0.16
2017,0,30110,Kyle Stanley,35.0,70,200,-0.06
2017,0,25834,Daniel Summerhays,35.0,63,180,-0.27
2017,0,35110,Brett Drewitt,34.91,37,106,-0.16
2017,0,23320,Ryan Palmer,34.91,37,106,E
2017,0,23541,Ben Crane,34.81,55,158,-0.13
2017,0,25493,Nick Taylor,34.74,66,190,-0.18
2017,0,27770,Camilo Villegas,34.72,50,144,-0.18
2017,0,48822,Sebastián Muñoz,34.69,34,98,-0.21
2017,0,24846,Ricky Barnes,34.66,61,176,-0.21
2017,0,29740,Brad Fritsch,34.62,36,104,+0.06
2017,0,21961,Charles Howell III,34.62,54,156,-0.26
2017,0,31420,Anirban Lahiri,34.56,47,136,-0.15
2017,0,25274,Steven Bowditch,34.55,38,110,-0.03
2017,0,12510,Chad Campbell,34.41,64,186,-0.14
2017,0,12716,Charley Hoffman,34.26,74,216,-0.03
2017,0,37454,Whee Kim,34.03,49,144,-0.20
2017,0,22371,Aaron Baddeley,33.96,36,106,-0.08
2017,0,37278,Nicholas Lindheim,33.93,38,112,-0.13
2017,0,25900,Lucas Glover,33.89,61,180,-0.16
2017,0,32839,Hideki Matsuyama,33.82,46,136,-0.22
2017,0,30692,Scott Stallings,33.77,52,154,-0.15
2017,0,29518,Brendan Steele,33.75,54,160,-0.13
2017,0,30852,Ryo Ishikawa,33.65,35,104,+0.03
2017,0,23983,Luke Donald,33.33,32,96,-0.34
2017,0,34466,Peter Malnati,33.33,54,162,-0.15
2017,0,34046,Jordan Spieth,33.33,52,156,-0.21
2017,0,47959,Bryson DeChambeau,33.15,59,178,-0.19
2017,0,25720,Chad Collins,33.06,41,124,-0.22
2017,0,19803,Ryan Armour,33.05,39,118,-0.23
2017,0,48084,Wesley Bryan,32.97,60,182,-0.15
2017,0,27436,Graham DeLaet,32.89,50,152,+0.12
2017,0,26329,Louis Oosthuizen,32.76,38,116,+0.03
2017,0,25804,Bubba Watson,32.2,38,118,-0.24
2017,0,28307,Matt Every,32.14,45,140,-0.27
2017,0,32150,Michael Thompson,32.14,36,112,-0.28
2017,0,22405,Justin Rose,32.03,41,128,+0.02
2017,0,22046,Geoff Ogilvy,31.94,46,144,E
2017,0,27064,Jhonattan Vegas,31.71,52,164,-0.06
2017,0,20593,Greg Chalmers,31.69,45,142,-0.04
2017,0,34098,Russell Henley,31.44,61,194,-0.28
2017,0,19846,Brian Gay,31.41,49,156,-0.14
2017,0,26851,Marc Leishman,31.4,54,172,-0.22
2017,0,24358,Robert Garrigus,31.25,45,144,-0.07
2017,0,28252,Seamus Power,31.25,50,160,-0.38
2017,0,29289,S.Y. Noh,31.03,54,174,+0.04
2017,0,24502,Adam Scott,31.0,31,100,-0.03
2017,0,27649,Brandt Snedeker,31.0,31,100,E
2017,0,35506,Mackenzie Hughes,30.77,64,208,-0.13
2017,0,24357,K.J. Choi,30.65,38,124,-0.13
2017,0,27974,Sung Kang,30.61,60,196,-0.08
2017,0,32102,Rickie Fowler,30.56,44,144,-0.34
2017,0,34213,Grayson Murray,30.56,55,180,-0.02
2017,0,37189,Harold Varner III,30.53,58,190,-0.21
2017,0,29222,Billy Hurley III,30.26,46,152,-0.15
2017,0,46732,Rick Lamb,30.0,30,100,-0.17
2017,0,29461,Jamie Lovemark,29.89,55,184,-0.05
2017,0,48081,Xander Schauffele,29.89,55,184,-0.24
2017,0,29720,Andres Gonzales,29.71,41,138,-0.27
2017,0,27095,Nick Watney,29.71,41,138,+0.02
2017,0,23497,Tag Ridings,29.66,35,118,+0.09
2017,0,33418,Shawn Stefani,29.41,40,136,-0.13
2017,0,29974,Branden Grace,29.09,32,110,-0.13
2017,0,23800,Bryce Molder,29.05,43,148,-0.12
2017,0,31560,Brian Stuard,28.31,47,166,-0.21
2017,0,34099,Harris English,28.29,43,152,-0.14
2017,0,40058,Zac Blair,27.89,53,190,-0.32
2017,0,20771,Steven Alker,27.78,35,126,-0.26
2017,0,26300,Matt Jones,27.68,31,112,-0.35
2017,0,24507,Jason Bohn,27.46,39,142,-0.15
2017,0,29725,Tony Finau,27.0,54,200,-0.07
2017,0,46440,Smylie Kaufman,26.87,36,134,+0.14
2017,0,26331,Charl Schwartzel,26.79,30,112,-0.17
2017,0,33448,Justin Thomas,26.76,38,142,-0.11
2017,0,33948,Byeong Hun An,26.56,34,128,-0.06
2017,0,46970,Jon Rahm,26.51,44,166,-0.16
2017,0,46501,Ollie Schniederjans,26.44,46,174,-0.11
2017,0,30944,Jason Kokrak,26.37,48,182,+0.08
2017,0,27141,J.B. Holmes,25.69,37,144,E
2017,0,29420,Billy Horschel,25.58,44,172,+0.05
2017,0,32333,Kevin Tway,25.57,45,176,+0.04
2017,0,28089,Jason Day,25.0,33,132,-0.06
