YEAR,MOVEMENT,PLAYER_ID,PLAYER,%,TOTAL DRIVES FOR 280-300,TOTAL DRVS - OVERALL,RELATIVE TO PAR
2022,0,27139,David Skinns,33.33,44,132,-0.18
2022,0,24924,Bill Haas,33.14,57,172,-0.16
2022,0,25818,Scott Piercy,33.12,51,154,-0.08
2022,0,36801,Mark Hubbard,33.09,45,136,-0.29
2022,0,37455,Si Woo Kim,32.98,62,188,-0.27
2022,0,32816,Satoshi Kodaira,32.98,31,94,-0.23
2022,0,33419,Cameron Tringale,32.95,58,176,-0.03
2022,0,31420,Anirban Lahiri,32.64,47,144,-0.17
2022,0,40162,Justin Lower,32.64,47,144,-0.17
2022,0,29289,S.Y. Noh,32.54,41,126,-0.15
2022,0,31557,Jim Herman,32.35,33,102,-0.27
2022,0,50525,Collin Morikawa,32.14,36,112,-0.14
2022,0,31560,Brian Stuard,32.02,57,178,+0.02
2022,0,45526,Abraham Ancer,31.9,37,116,-0.38
2022,0,31646,Emiliano Grillo,31.88,51,160,-0.06
2022,0,36871,Matthew NeSmith,31.82,56,176,-0.11
2022,0,36799,Stephan Jaeger,31.76,54,170,-0.13
2022,0,48887,Matt Wallace,31.73,33,104,-0.03
2022,0,30927,Brendon Todd,31.65,50,158,-0.12
2022,0,29974,Branden Grace,31.25,30,96,+0.17
2022,0,26300,Matt Jones,30.7,35,114,+0.17
2022,0,40006,Erik van Rooyen,30.68,27,88,+0.07
2022,0,48822,Sebastián Muñoz,30.38,48,158,+0.04
2022,0,24980,Scott Gutschewski,30.36,34,112,-0.35
2022,0,23325,Vaughn Taylor,30.19,32,106,-0.22
2022,0,51634,Sahith Theegala,30.09,68,226,-0.26
2022,0,19803,Ryan Armour,30.0,30,100,-0.03
2022,0,35461,Beau Hossler,30.0,42,140,-0.07
2022,0,32757,Patton Kizzire,30.0,54,180,-0.09
2022,0,34431,Robert Streb,29.75,47,158,-0.21
2022,0,54421,Garrick Higgo,29.63,32,108,-0.25
2022,0,33490,Bo Hoag,29.59,29,98,-0.21
2022,0,32662,Michael Gligic,29.58,42,142,-0.12
2022,0,39997,Corey Conners,29.31,51,174,E
2022,0,47995,Davis Riley,29.26,55,188,+0.02
2022,0,46442,Maverick McNealy,29.17,49,168,E
2022,0,32102,Rickie Fowler,29.1,39,134,+0.15
2022,0,51894,Vince Whaley,28.82,49,170,-0.02
2022,0,46717,Viktor Hovland,28.57,40,140,-0.13
2022,0,47347,Adam Schenk,28.49,49,172,+0.10
2022,0,39971,Sungjae Im,28.41,50,176,E
2022,0,30978,Kiradech Aphibarnrat,28.3,30,106,-0.23
2022,0,32139,Danny Willett,28.23,35,124,-0.37
2022,0,46402,Talor Gooch,28.17,40,142,-0.20
2022,0,34363,Tyrrell Hatton,28.13,36,128,-0.19
2022,0,47988,Nick Hardy,27.97,33,118,-0.24
2022,0,33667,Carlos Ortiz,27.97,33,118,+0.06
2022,0,20229,Stewart Cink,27.92,43,154,+0.14
2022,0,36884,Ben Kohles,27.78,35,126,-0.06
2022,0,26851,Marc Leishman,27.78,40,144,-0.15
2022,0,32448,James Hahn,27.61,37,134,-0.14
2022,0,47529,Mito Pereira,27.53,49,178,-0.18
2022,0,39953,Chase Seiffert,27.45,28,102,-0.25
2022,0,46046,Scottie Scheffler,27.38,46,168,-0.09
2022,0,32366,Kevin Chappell,27.27,30,110,-0.07
2022,0,50095,Austin Smotherman,27.27,42,154,+0.02
2022,0,30944,Jason Kokrak,27.05,33,122,-0.09
2022,0,23320,Ryan Palmer,26.98,34,126,-0.12
2022,0,35617,Martin Trainer,26.92,42,156,+0.05
2022,0,39977,Max Homa,26.83,44,164,-0.05
2022,0,48084,Wesley Bryan,26.67,24,90,-0.13
2022,0,32333,Kevin Tway,26.62,41,154,-0.02
2022,0,34264,Hudson Swafford,26.56,34,128,-0.06
2022,0,36852,Jim Knous,26.47,27,102,-0.04
2022,0,32839,Hideki Matsuyama,26.47,36,136,+0.31
2022,0,40098,Matt Fitzpatrick,26.43,37,140,-0.27
2022,0,47856,Seth Reeves,25.37,34,134,-0.06
2022,0,27349,Alex Noren,25.0,30,120,-0.30
2022,0,48081,Xander Schauffele,25.0,34,136,-0.21
2022,0,34046,Jordan Spieth,25.0,37,148,-0.24
2022,0,27095,Nick Watney,25.0,38,152,+0.08
2022,0,46340,Alex Smalley,24.73,46,186,+0.17
2022,0,37212,Paul Barjon,24.65,35,142,-0.06
2022,0,37189,Harold Varner III,24.64,34,138,-0.15
2022,0,49964,Aaron Wise,24.42,42,172,-0.07
2022,0,45486,Joaquin Niemann,24.34,37,152,-0.19
2022,0,35450,Patrick Cantlay,24.26,33,136,-0.06
2022,0,29970,Dylan Frittelli,24.19,45,186,+0.16
2022,0,33204,Shane Lowry,24.14,28,116,-0.11
2022,0,33141,Keegan Bradley,23.68,36,152,+0.03
2022,0,51766,Wyndham Clark,23.66,44,186,E
2022,0,36699,Patrick Rodgers,23.53,40,170,-0.05
2022,0,39546,Keith Mitchell,23.26,40,172,-0.20
2022,0,29518,Brendan Steele,23.19,32,138,-0.16
2022,0,39058,Lucas Herbert,23.15,25,108,+0.04
2022,0,36689,Brooks Koepka,22.83,21,92,E
2022,0,34255,Joseph Bramlett,21.6,35,162,+0.23
2022,0,48117,Kurt Kitayama,21.43,30,140,-0.07
2022,0,45540,Jared Wolfe,21.19,25,118,+0.08
2022,0,10381,Curtis Thompson,21.09,27,128,E
2022,0,31323,Gary Woodland,21.01,29,138,-0.03
2022,0,29725,Tony Finau,20.93,36,172,-0.17
2022,0,12716,Charley Hoffman,20.77,27,130,+0.19
2022,0,47504,Sam Burns,20.0,32,160,-0.19
2022,0,40250,Taylor Pendrith,19.72,28,142,E
2022,0,24502,Adam Scott,19.44,28,144,+0.07
2022,0,30911,Tommy Fleetwood,19.23,20,104,-0.25
2022,0,45157,Cam Davis,18.9,31,164,-0.26
2022,0,46601,Trey Mullinax,18.9,31,164,-0.23
2022,0,48699,Callum Tarren,18.84,26,138,-0.04
2022,0,27064,Jhonattan Vegas,18.49,27,146,-0.22
2022,0,27129,Luke List,17.76,27,152,-0.11
2022,0,46970,Jon Rahm,17.14,24,140,-0.21
2022,0,33448,Justin Thomas,17.11,26,152,-0.12
2022,0,56278,Matthew Wolff,17.02,16,94,+0.25
2022,0,46550,Brandon Hagy,14.86,22,148,-0.23
2022,0,57366,Cameron Young,14.63,24,164,+0.38
2022,0,28237,Rory McIlroy,14.17,17,120,E
2022,0,47483,Will Zalatoris,13.19,19,144,E
2022,0,52372,Cameron Champ,9.82,11,112,+0.18
2021,0,26329,Louis Oosthuizen,50.0,74,148,-0.09
2021,0,32448,James Hahn,47.14,66,140,-0.06
2021,0,20396,Lee Westwood,45.97,57,124,-0.02
2021,0,35532,Tom Hoge,45.31,87,192,-0.14
2021,0,34360,Patrick Reed,44.87,70,156,-0.20
2021,0,28775,Nate Lashley,44.74,68,152,-0.04
2021,0,48822,Sebastián Muñoz,44.61,91,204,-0.12
2021,0,45526,Abraham Ancer,44.39,87,196,-0.26
2021,0,47128,Richy Werenski,44.19,76,172,+0.01
2021,0,50525,Collin Morikawa,43.59,68,156,-0.31
2021,0,39953,Chase Seiffert,43.59,68,156,-0.26
2021,0,32254,Xinjun Zhang,43.38,59,136,-0.12
2021,0,46441,Robby Shelton,43.13,69,160,-0.14
2021,0,37455,Si Woo Kim,43.09,81,188,-0.10
2021,0,52375,Doug Ghim,43.02,74,172,-0.15
2021,0,19846,Brian Gay,42.86,60,140,-0.02
2021,0,24024,Zach Johnson,42.86,72,168,-0.07
2021,0,32640,Troy Merritt,42.86,84,196,-0.06
2021,0,39997,Corey Conners,42.79,89,208,-0.11
2021,0,49298,Kramer Hickok,42.75,59,138,-0.10
2021,0,25900,Lucas Glover,42.71,82,192,-0.17
2021,0,32150,Michael Thompson,42.57,63,148,-0.21
2021,0,25493,Nick Taylor,42.22,76,180,-0.24
2021,0,27214,Kevin Streelman,42.19,81,192,-0.12
2021,0,33120,Mark Anderson,41.96,47,112,-0.43
2021,0,33490,Bo Hoag,41.95,73,174,-0.12
2021,0,34314,Sebastian Cappelen,41.67,45,108,-0.13
2021,0,23108,Matt Kuchar,41.67,55,132,-0.09
2021,0,35449,Adam Long,41.67,70,168,-0.11
2021,0,24361,Pat Perez,41.67,80,192,-0.21
2021,0,30110,Kyle Stanley,41.67,75,180,-0.17
2021,0,53165,Doc Redman,41.45,63,152,+0.05
2021,0,27649,Brandt Snedeker,41.07,69,168,-0.13
2021,0,29478,Kevin Kisner,41.03,64,156,+0.06
2021,0,30926,Chris Kirk,40.7,70,172,-0.06
2021,0,27936,Martin Laird,40.63,65,160,-0.22
2021,0,51894,Vince Whaley,40.63,65,160,-0.28
2021,0,32791,K.H. Lee,40.57,86,212,-0.22
2021,0,46402,Talor Gooch,40.56,73,180,-0.15
2021,0,26499,Rafa Cabrera Bello,40.54,60,148,-0.15
2021,0,34174,John Huh,40.52,47,116,-0.21
2021,0,22056,Cameron Percy,40.26,62,154,-0.26
2021,0,34076,Joel Dahmen,40.24,66,164,-0.18
2021,0,35891,Cameron Smith,40.24,66,164,-0.15
2021,0,29420,Billy Horschel,40.12,69,172,-0.07
2021,0,21961,Charles Howell III,40.0,56,140,-0.18
2021,0,47993,Denny McCarthy,39.89,75,188,-0.19
2021,0,34256,Andrew Putnam,39.89,71,178,-0.04
2021,0,30163,Henrik Norlander,39.88,67,168,-0.27
2021,0,33399,Adam Hadwin,39.77,70,176,-0.06
2021,0,31420,Anirban Lahiri,39.71,54,136,-0.19
2021,0,49766,Hank Lebioda,39.58,57,144,-0.26
2021,0,49771,J.T. Poston,39.29,66,168,-0.08
2021,0,32757,Patton Kizzire,39.22,80,204,-0.11
2021,0,25396,Kevin Na,39.08,68,174,-0.19
2021,0,30692,Scott Stallings,38.82,59,152,-0.05
2021,0,27644,Brian Harman,38.5,77,200,-0.13
2021,0,34431,Robert Streb,38.41,63,164,-0.24
2021,0,32070,Rafael Campos,38.33,46,120,+0.02
2021,0,45609,Tyler Duncan,38.33,69,180,-0.13
2021,0,48045,Michael Gellerman,38.3,36,94,E
2021,0,32662,Michael Gligic,38.13,61,160,-0.11
2021,0,29908,C.T. Pan,38.13,61,160,-0.23
2021,0,34046,Jordan Spieth,38.07,67,176,-0.15
2021,0,33122,Russell Knox,38.04,70,184,+0.03
2021,0,33419,Cameron Tringale,38.04,70,184,-0.19
2021,0,1810,Phil Mickelson,37.84,56,148,-0.05
2021,0,27349,Alex Noren,37.8,62,164,-0.05
2021,0,39977,Max Homa,37.79,65,172,-0.17
2021,0,37275,Sam Ryder,37.79,65,172,-0.05
2021,0,39324,J.J. Spaun,37.5,54,144,-0.41
2021,0,29926,Danny Lee,37.29,44,118,-0.02
2021,0,32139,Danny Willett,37.23,35,94,-0.11
2021,0,32102,Rickie Fowler,37.18,58,156,-0.07
2021,0,40098,Matt Fitzpatrick,37.12,49,132,-0.04
2021,0,31557,Jim Herman,37.12,49,132,-0.35
2021,0,22371,Aaron Baddeley,37.04,40,108,-0.20
2021,0,26851,Marc Leishman,36.84,56,152,-0.16
2021,0,46435,Austin Cook,36.81,53,144,-0.15
2021,0,24138,Ian Poulter,36.81,53,144,-0.23
2021,0,35506,Mackenzie Hughes,36.67,66,180,-0.17
2021,0,33141,Keegan Bradley,36.63,63,172,-0.38
2021,0,25686,Jason Dufner,36.63,63,172,+0.02
2021,0,32839,Hideki Matsuyama,36.56,68,186,-0.06
2021,0,39971,Sungjae Im,36.48,89,244,-0.26
2021,0,31646,Emiliano Grillo,36.46,70,192,-0.13
2021,0,49960,Sepp Straka,36.46,70,192,-0.07
2021,0,36871,Matthew NeSmith,36.36,64,176,-0.14
2021,0,34098,Russell Henley,36.31,61,168,-0.02
2021,0,26476,Chez Reavie,36.31,61,168,-0.18
2021,0,47347,Adam Schenk,36.27,74,204,-0.05
2021,0,33597,Harry Higgs,36.25,58,160,+0.03
2021,0,30911,Tommy Fleetwood,35.83,43,120,-0.19
2021,0,29974,Branden Grace,35.8,58,162,-0.16
2021,0,32618,Rhein Gibson,35.71,40,112,-0.08
2021,0,33410,Andrew Landry,35.61,47,132,-0.15
2021,0,33204,Shane Lowry,35.53,54,152,-0.11
2021,0,46442,Maverick McNealy,35.26,55,156,-0.16
2021,0,24924,Bill Haas,35.23,31,88,-0.13
2021,0,31560,Brian Stuard,35.1,73,208,-0.18
2021,0,24781,Hunter Mahan,35.09,40,114,-0.08
2021,0,34466,Peter Malnati,35.0,56,160,-0.04
2021,0,33413,Ben Martin,35.0,35,100,-0.23
2021,0,37189,Harold Varner III,35.0,63,180,-0.10
2021,0,34363,Tyrrell Hatton,34.82,39,112,-0.13
2021,0,33667,Carlos Ortiz,34.78,64,184,-0.08
2021,0,34264,Hudson Swafford,34.76,57,164,-0.11
2021,0,34563,Chesson Hadley,34.72,50,144,-0.06
2021,0,23623,Bo Van Pelt,34.72,50,144,-0.22
2021,0,23325,Vaughn Taylor,34.62,54,156,-0.19
2021,0,40026,Daniel Berger,34.52,58,168,-0.19
2021,0,27770,Camilo Villegas,34.42,53,154,-0.34
2021,0,35230,Nelson Ledesma,34.38,33,96,-0.33
2021,0,26300,Matt Jones,34.31,70,204,-0.23
2021,0,24140,Sean O'Hair,34.31,35,102,-0.26
2021,0,27974,Sung Kang,34.3,59,172,+0.08
2021,0,22405,Justin Rose,34.26,37,108,-0.08
2021,0,27095,Nick Watney,34.26,37,108,+0.05
2021,0,33486,Roger Sloan,34.15,56,164,-0.21
2021,0,23788,D.J. Trahan,34.09,45,132,-0.20
2021,0,39975,Michael Kim,34.06,47,138,-0.02
2021,0,23621,Rory Sabbatini,34.0,51,150,-0.22
2021,0,19803,Ryan Armour,33.97,53,156,-0.15
2021,0,29479,Scott Brown,33.75,54,160,-0.07
2021,0,46046,Scottie Scheffler,33.67,66,196,-0.12
2021,0,32816,Satoshi Kodaira,33.55,51,152,-0.06
2021,0,28679,Fabián Gómez,33.33,36,108,-0.22
2021,0,27330,Josh Teater,33.33,32,96,-0.44
2021,0,29535,Brice Garnett,33.15,61,184,-0.23
2021,0,25632,Jimmy Walker,33.11,49,148,+0.18
2021,0,27556,Ted Potter Jr.,33.09,45,136,-0.11
2021,0,28252,Seamus Power,32.76,38,116,-0.26
2021,0,34213,Grayson Murray,32.65,32,98,+0.16
2021,0,29221,Webb Simpson,32.43,48,148,-0.40
2021,0,28089,Jason Day,32.31,42,130,-0.17
2021,0,27554,Scott Harrington,32.28,51,158,+0.08
2021,0,34099,Harris English,32.07,59,184,-0.15
2021,0,46717,Viktor Hovland,31.93,53,166,-0.09
2021,0,36801,Mark Hubbard,31.77,61,192,-0.15
2021,0,35450,Patrick Cantlay,31.41,49,156,-0.35
2021,0,26331,Charl Schwartzel,31.4,54,172,+0.06
2021,0,29268,Bronson Burgoon,31.25,45,144,-0.20
2021,0,23983,Luke Donald,31.25,35,112,-0.03
2021,0,25804,Bubba Watson,31.16,43,138,-0.16
2021,0,33448,Justin Thomas,30.95,52,168,-0.27
2021,0,49964,Aaron Wise,30.63,49,160,-0.16
2021,0,33404,Chris Baker,30.56,33,108,-0.03
2021,0,23320,Ryan Palmer,30.41,45,148,+0.07
2021,0,33948,Byeong Hun An,30.36,51,168,-0.18
2021,0,12716,Charley Hoffman,30.3,60,198,-0.22
2021,0,35461,Beau Hossler,30.11,53,176,-0.17
2021,0,32333,Kevin Tway,29.84,37,124,-0.11
2021,0,25818,Scott Piercy,29.75,47,158,E
2021,0,48887,Matt Wallace,29.25,31,106,+0.10
2021,0,39546,Keith Mitchell,29.17,49,168,-0.04
2021,0,48081,Xander Schauffele,28.95,44,152,-0.23
2021,0,29725,Tony Finau,28.89,52,180,-0.12
2021,0,35104,Tom Lewis,28.75,46,160,E
2021,0,29970,Dylan Frittelli,28.47,41,144,+0.17
2021,0,35310,Lanto Griffin,28.33,51,180,+0.02
2021,0,29518,Brendan Steele,28.29,43,152,-0.09
2021,0,25364,Paul Casey,27.78,40,144,-0.08
2021,0,27942,Rob Oppenheim,27.7,41,148,-0.15
2021,0,34255,Joseph Bramlett,27.56,43,156,-0.12
2021,0,27129,Luke List,27.53,49,178,-0.12
2021,0,36699,Patrick Rodgers,27.45,56,204,-0.18
2021,0,27064,Jhonattan Vegas,27.27,48,176,-0.06
2021,0,45157,Cam Davis,27.13,51,188,+0.08
2021,0,21209,Sergio Garcia,27.03,40,148,+0.10
2021,0,35617,Martin Trainer,26.27,31,118,+0.03
2021,0,48119,Ben Taylor,26.0,26,100,-0.15
2021,0,46970,Jon Rahm,25.97,40,154,-0.25
2021,0,26758,David Hearn,25.78,33,128,-0.36
2021,0,40042,Tyler McCumber,25.74,35,136,+0.03
2021,0,47483,Will Zalatoris,25.29,44,174,-0.14
2021,0,40006,Erik van Rooyen,24.66,36,146,+0.22
2021,0,20229,Stewart Cink,24.44,44,180,-0.11
2021,0,46550,Brandon Hagy,24.32,36,148,-0.08
2021,0,30925,Dustin Johnson,24.31,35,144,-0.14
2021,0,27141,J.B. Holmes,23.96,23,96,-0.26
2021,0,30927,Brendon Todd,23.84,41,172,-0.05
2021,0,45486,Joaquin Niemann,23.53,48,204,-0.04
2021,0,30944,Jason Kokrak,23.3,41,176,-0.10
2021,0,51766,Wyndham Clark,23.08,36,156,+0.22
2021,0,31323,Gary Woodland,22.86,32,140,+0.13
2021,0,47504,Sam Burns,22.62,38,168,+0.05
2021,0,56762,Will Gordon,22.16,39,176,-0.10
2021,0,28420,Ryan Brehm,21.55,25,116,-0.24
2021,0,35658,Kris Ventura,21.43,30,140,-0.23
2021,0,52372,Cameron Champ,19.33,29,150,+0.07
2021,0,24357,K.J. Choi,19.23,20,104,-0.65
2021,0,36689,Brooks Koepka,18.94,25,132,-0.08
2021,0,24502,Adam Scott,18.75,27,144,E
2021,0,56278,Matthew Wolff,18.18,20,110,-0.15
2021,0,28237,Rory McIlroy,14.19,21,148,+0.14
2021,0,47959,Bryson DeChambeau,11.25,18,160,-0.06
2020,0,29908,C.T. Pan,52.08,50,96,-0.04
2020,1,27214,Kevin Streelman,49.23,64,130,-0.13
2020,1,24138,Ian Poulter,47.37,36,76,-0.06
2020,1,28307,Matt Every,46.67,42,90,+0.07
2020,1,32757,Patton Kizzire,46.36,51,110,+0.16
2020,1,30110,Kyle Stanley,46.23,49,106,-0.10
2020,1,26476,Chez Reavie,46.15,60,130,-0.12
2020,1,25686,Jason Dufner,45.97,57,124,-0.12
2020,1,24024,Zach Johnson,45.9,56,122,-0.05
2020,1,45609,Tyler Duncan,45.78,76,166,-0.12
2020,1,22056,Cameron Percy,45.56,41,90,-0.15
2020,1,27644,Brian Harman,45.51,71,156,-0.11
2020,1,26499,Rafa Cabrera Bello,45.12,37,82,-0.03
2020,1,39324,J.J. Spaun,44.83,52,116,-0.06
2020,1,35449,Adam Long,44.38,71,160,-0.20
2020,1,27649,Brandt Snedeker,44.34,47,106,+0.02
2020,1,34021,Bud Cauley,44.26,54,122,-0.28
2020,1,30163,Henrik Norlander,43.92,65,148,-0.14
2020,1,33404,Chris Baker,43.88,43,98,-0.19
2020,1,33410,Andrew Landry,43.65,55,126,-0.05
2020,1,22371,Aaron Baddeley,43.62,41,94,-0.24
2020,1,49771,J.T. Poston,43.57,61,140,-0.10
2020,2,46435,Austin Cook,43.33,52,120,-0.13
2020,0,46717,Viktor Hovland,43.18,57,132,-0.09
2020,1,19803,Ryan Armour,43.1,50,116,-0.20
2020,1,31420,Anirban Lahiri,42.86,30,70,-0.27
2020,1,32150,Michael Thompson,42.74,53,124,-0.17
2020,1,32791,K.H. Lee,42.65,58,136,-0.26
2020,1,34563,Chesson Hadley,42.59,46,108,-0.15
2020,1,24361,Pat Perez,42.55,40,94,-0.23
2020,1,29268,Bronson Burgoon,42.45,45,106,-0.11
2020,32,29478,Kevin Kisner,42.31,55,130,-0.11
2020,0,33486,Roger Sloan,42.16,43,102,-0.07
2020,0,34466,Peter Malnati,42.11,48,114,-0.04
2020,0,34098,Russell Henley,42.06,53,126,-0.02
2020,0,34046,Jordan Spieth,42.0,42,100,-0.12
2020,0,34431,Robert Streb,42.0,42,100,-0.19
2020,0,21407,Arjun Atwal,41.94,26,62,+0.19
2020,0,26596,Ryan Moore,41.67,30,72,-0.03
2020,13,34099,Harris English,41.45,63,152,E
2020,1,19846,Brian Gay,41.27,52,126,-0.13
2020,1,33399,Adam Hadwin,41.23,47,114,-0.30
2020,1,36871,Matthew NeSmith,41.18,56,136,-0.18
2020,1,24924,Bill Haas,40.91,36,88,-0.08
2020,1,32640,Troy Merritt,40.83,49,120,-0.12
2020,-7,35506,Mackenzie Hughes,40.71,57,140,-0.04
2020,0,23623,Bo Van Pelt,40.7,35,86,-0.31
2020,2,35532,Tom Hoge,40.54,60,148,-0.18
2020,2,28775,Nate Lashley,40.43,38,94,+0.08
2020,-2,29221,Webb Simpson,40.38,42,104,-0.21
2020,3,27963,Chris Stroud,40.22,37,92,-0.22
2020,3,52375,Doug Ghim,40.0,32,80,-0.06
2020,3,31557,Jim Herman,40.0,48,120,-0.08
2020,3,26329,Louis Oosthuizen,40.0,32,80,-0.16
2020,3,37275,Sam Ryder,40.0,56,140,-0.30
2020,4,27556,Ted Potter Jr.,39.77,35,88,-0.29
2020,4,26300,Matt Jones,39.58,57,144,+0.05
2020,31,30927,Brendon Todd,39.53,68,172,-0.12
2020,31,45526,Abraham Ancer,39.52,49,124,-0.18
2020,2,37455,Si Woo Kim,39.39,52,132,E
2020,2,23788,D.J. Trahan,39.36,37,94,-0.14
2020,3,48119,Ben Taylor,39.29,33,84,-0.06
2020,3,20229,Stewart Cink,39.22,40,102,-0.18
2020,3,40098,Matt Fitzpatrick,39.13,36,92,-0.14
2020,3,28679,Fabián Gómez,39.09,43,110,-0.19
2020,3,49766,Hank Lebioda,39.09,43,110,-0.21
2020,3,32618,Rhein Gibson,39.0,39,100,-0.03
2020,3,47993,Denny McCarthy,38.96,60,154,-0.18
2020,3,33413,Ben Martin,38.89,28,72,-0.14
2020,3,29970,Dylan Frittelli,38.51,57,148,-0.09
2020,4,36801,Mark Hubbard,38.37,66,172,-0.36
2020,4,25572,Graeme McDowell,38.37,33,86,-0.09
2020,4,32254,Xinjun Zhang,38.36,56,146,-0.16
2020,4,33120,Mark Anderson,38.3,36,94,-0.17
2020,4,50525,Collin Morikawa,38.19,55,144,-0.18
2020,4,48045,Michael Gellerman,38.1,32,84,-0.22
2020,4,29535,Brice Garnett,37.93,44,116,-0.27
2020,4,23621,Rory Sabbatini,37.93,44,116,-0.14
2020,-5,39971,Sungjae Im,37.8,62,164,-0.06
2020,4,53165,Doc Redman,37.8,62,164,-0.11
2020,4,27330,Josh Teater,37.8,31,82,-0.06
2020,3,49964,Aaron Wise,37.78,34,90,-0.15
2020,3,23325,Vaughn Taylor,37.74,40,106,-0.18
2020,3,35230,Nelson Ledesma,37.5,30,80,-0.13
2020,3,25900,Lucas Glover,37.27,41,110,+0.12
2020,5,33419,Cameron Tringale,36.51,46,126,-0.13
2020,5,25493,Nick Taylor,36.44,43,118,-0.16
2020,5,29479,Scott Brown,35.94,46,128,-0.15
2020,5,34076,Joel Dahmen,35.92,51,142,+0.12
2020,5,25349,Tim Wilkinson,35.87,33,92,-0.24
2020,5,33490,Bo Hoag,35.82,48,134,-0.19
2020,5,49298,Kramer Hickok,35.71,35,98,-0.11
2020,5,33122,Russell Knox,35.71,45,126,+0.04
2020,7,35891,Cameron Smith,35.71,40,112,-0.08
2020,5,28089,Jason Day,35.56,32,90,+0.09
2020,5,12716,Charley Hoffman,35.45,39,110,-0.10
2020,5,32662,Michael Gligic,35.42,34,96,-0.09
2020,5,46441,Robby Shelton,35.21,50,142,E
2020,5,29974,Branden Grace,35.14,26,74,-0.19
2020,5,35732,Wes Roach,35.0,28,80,-0.43
2020,5,23108,Matt Kuchar,34.82,39,112,-0.15
2020,5,33204,Shane Lowry,34.72,25,72,+0.12
2020,5,10809,Jim Furyk,34.62,27,78,-0.07
2020,6,34255,Joseph Bramlett,33.96,36,106,+0.03
2020,14,26851,Marc Leishman,33.96,36,106,E
2020,5,34256,Andrew Putnam,33.82,23,68,+0.04
2020,5,22405,Justin Rose,33.82,23,68,+0.09
2020,6,27936,Martin Laird,33.33,26,78,E
2020,6,39953,Chase Seiffert,33.33,36,108,-0.25
2020,6,33449,Zack Sucher,33.33,24,72,+0.04
2020,6,37189,Harold Varner III,33.33,44,132,+0.09
2020,-3,29420,Billy Horschel,32.84,44,134,-0.11
2020,6,25632,Jimmy Walker,32.61,30,92,-0.20
2020,6,1810,Phil Mickelson,32.56,28,86,-0.21
2020,6,31560,Brian Stuard,32.47,50,154,-0.06
2020,6,31323,Gary Woodland,32.41,35,108,-0.11
2020,7,39997,Corey Conners,32.26,40,124,-0.15
2020,7,46442,Maverick McNealy,32.24,49,152,-0.24
2020,8,32102,Rickie Fowler,31.82,28,88,-0.18
2020,8,27095,Nick Watney,31.82,28,88,+0.07
2020,5,23320,Ryan Palmer,31.67,38,120,-0.08
2020,7,31646,Emiliano Grillo,31.58,36,114,-0.11
2020,7,51894,Vince Whaley,31.58,24,76,+0.17
2020,7,46402,Talor Gooch,31.33,52,166,-0.10
2020,7,28252,Seamus Power,31.25,20,64,-0.20
2020,7,48887,Matt Wallace,31.25,25,80,+0.04
2020,7,29926,Danny Lee,31.15,38,122,+0.21
2020,7,40058,Zac Blair,31.06,41,132,-0.12
2020,16,25396,Kevin Na,30.95,39,126,-0.15
2020,11,40026,Daniel Berger,30.83,37,120,-0.30
2020,6,33597,Harry Higgs,30.72,51,166,-0.08
2020,15,32839,Hideki Matsuyama,30.65,38,124,-0.08
2020,5,32333,Kevin Tway,30.56,22,72,+0.14
2020,5,29518,Brendan Steele,30.47,39,128,E
2020,5,26758,David Hearn,30.39,31,102,-0.29
2020,5,27349,Alex Noren,30.36,34,112,-0.41
2020,5,47128,Richy Werenski,30.36,34,112,+0.15
2020,6,56762,Will Gordon,29.69,19,64,-0.16
2020,13,34360,Patrick Reed,29.55,39,132,-0.03
2020,6,33948,Byeong Hun An,29.37,37,126,+0.22
2020,7,49960,Sepp Straka,29.29,41,140,-0.22
2020,7,27974,Sung Kang,29.23,38,130,+0.03
2020,7,40009,Dominic Bozzelli,29.17,21,72,-0.05
2020,7,33141,Keegan Bradley,29.17,35,120,+0.06
2020,9,27942,Rob Oppenheim,28.69,35,122,+0.11
2020,9,35658,Kris Ventura,28.41,25,88,E
2020,9,47347,Adam Schenk,28.03,37,132,-0.16
2020,9,32448,James Hahn,27.78,20,72,E
2020,9,39546,Keith Mitchell,27.68,31,112,-0.03
2020,12,48081,Xander Schauffele,27.42,34,124,-0.03
2020,2,48822,Sebastián Muñoz,27.38,46,168,-0.20
2020,7,34314,Sebastian Cappelen,27.36,29,106,+0.10
2020,7,30692,Scott Stallings,26.87,36,134,-0.06
2020,7,29484,Peter Uihlein,26.74,23,86,-0.04
2020,8,39977,Max Homa,26.61,33,124,-0.15
2020,8,21209,Sergio Garcia,26.56,17,64,-0.47
2020,8,33667,Carlos Ortiz,26.39,38,144,-0.21
2020,8,27129,Luke List,26.15,34,130,-0.21
2020,8,35310,Lanto Griffin,26.09,48,184,-0.13
2020,8,25818,Scott Piercy,25.86,30,116,+0.17
2020,8,30925,Dustin Johnson,25.51,25,98,-0.12
2020,8,51766,Wyndham Clark,25.47,27,106,-0.26
2020,8,35450,Patrick Cantlay,25.0,23,92,+0.13
2020,8,25364,Paul Casey,25.0,24,96,E
2020,8,32139,Danny Willett,25.0,16,64,-0.13
2020,9,35461,Beau Hossler,24.63,33,134,-0.15
2020,10,29725,Tony Finau,24.22,31,128,-0.10
2020,14,33448,Justin Thomas,24.14,28,116,-0.25
