YEAR,MOVEMENT,PLAYER_ID,PLAYER,POINTS
2020,0,52215,Robert MacIntyre,4.0
2020,0,46823,Jeremy Gandon,4.0
2020,0,46724,Jeongwoo Ham,4.0
2020,0,28670,Wonjoon Lee,4.0
2020,0,55708,Hayden Buckley,3.0
2020,0,37454,Whee Kim,3.0
2020,0,40101,Brinson Paolini,3.0
2020,0,57900,Chandler Phillips,3.0
2020,0,46154,Yi Keun Chang,3.0
2020,0,58696,Peter Kuest,2.0
2020,0,49481,Tae Hee Lee,2.0
2020,0,46601,Trey Mullinax,2.0
2020,0,27171,Jay McLuen,2.0
2019,0,40098,Matt Fitzpatrick,501.0
2019,0,53165,Doc Redman,400.0
2019,0,48887,Matt Wallace,388.0
2019,0,46717,Viktor Hovland,308.0
2019,0,34709,Eddie Pepperell,242.0
2019,0,33803,Lucas Bjerregaard,238.0
2019,0,40006,Erik van Rooyen,173.0
2019,0,28938,Justin Harding,171.0
2019,0,20396,Lee Westwood,135.0
2019,0,33293,Thomas Pieters,105.0
2019,0,49633,Charlie Danielson,101.0
2019,0,52375,Doug Ghim,101.0
2019,0,52215,Robert MacIntyre,98.0
2019,0,39113,Shubhankar Sharma,96.0
2019,0,55421,Chip McDaniel,82.0
2019,0,35104,Tom Lewis,68.0
2019,0,32797,Sanghyun Park,67.0
2019,0,46046,Scottie Scheffler,67.0
2019,0,33968,Thorbjørn Olesen,66.0
2019,0,35296,Haotong Li,65.0
2019,0,28158,Steve Marino,64.0
2019,0,47989,Sam Horsfield,64.0
2019,0,47238,Jazz Janewattananond,63.0
2019,0,29936,Ryan Fox,56.0
2019,0,39412,Zack Fischer,55.0
2019,0,29772,Michael Lorenzo-Vera,53.0
2019,0,45734,John Catlin,53.0
2019,0,34136,Armando Favela,49.0
2019,0,52330,Dylan Meyer,42.0
2019,0,37212,Paul Barjon,39.0
2019,0,28300,Joost Luiten,36.0
2019,0,36326,David Lipsky,35.0
2019,0,45733,Austen Truslow,34.0
2019,0,46567,Paul Dunne,31.0
2019,0,28697,Gaganjeet Bhullar,31.0
2019,0,35110,Brett Drewitt,30.0
2019,0,40042,Tyler McCumber,30.0
2019,0,46404,Marcus Kinhult,27.0
2019,0,47995,Davis Riley,26.0
2019,0,29454,Bernd Wiesberger,26.0
2019,0,28500,Martin Flores,25.0
2019,0,55940,Andrew Wilson,23.0
2019,0,54328,Norman Xiong,21.0
2019,0,30756,Andrea Pavan,20.0
2019,0,36824,Paul Peterson,19.0
2019,0,32775,Shugo Imahira,19.0
2019,0,27324,Seungsu Han,18.0
2019,0,54926,George Cunningham,18.0
2019,0,35658,Kris Ventura,18.0
2019,0,47983,Chad Ramey,17.0
2019,0,56762,Will Gordon,15.0
2019,0,33653,Thomas Detry,13.0
2019,0,30812,Benjamin Hebert,13.0
2019,0,29136,Innchoon Hwang,13.0
2019,0,46035,Callum Shinkwin,13.0
2019,0,30736,Oscar Fraustro,12.0
2019,0,34031,Dong Seop Maeng,12.0
2019,0,34358,Jonathan Randolph,12.0
2019,0,39384,Alex Kang,11.0
2019,0,49773,Chase Koepka,8.0
2019,0,49481,Tae Hee Lee,8.0
2019,0,36514,Yuki Inamori,7.0
2019,0,52144,Braden Thornberry,7.0
2019,0,54628,Lee Hodges,6.0
2019,0,32369,Sihwan Kim,6.0
2019,0,27619,Ben Leong,6.0
2019,0,39004,Dru Love,6.0
2019,0,30163,Henrik Norlander,6.0
2019,0,50674,Ashton Turner,6.0
2019,0,45860,Case Cochran,6.0
2019,0,54364,Stephen Stallings Jr.,6.0
2019,0,52096,Adri Arnaus,5.0
2019,0,33592,Andy Pope,5.0
2019,0,27896,Ross Fisher,5.0
2019,0,25431,Rob Labritz,5.0
2019,0,34262,Jon Curran,5.0
2019,0,55648,Minchel Choi,5.0
2019,0,32070,Rafael Campos,5.0
2019,0,54591,Ben Griffin,5.0
2019,0,50493,Justin Suh,5.0
2019,0,29370,Mikko Korhonen,5.0
2019,0,37250,Romain Langasque,5.0
2019,0,31113,Paul Waring,5.0
2019,0,39852,Doyeob Mun,4.0
2019,0,46442,Maverick McNealy,4.0
2019,0,48117,Kurt Kitayama,4.0
2019,0,24964,Ryan Vermeer,4.0
2019,0,27140,Justin Walters,4.0
2019,0,34296,Wes Homan,4.0
2019,0,31395,Yosuke Asaji,4.0
2019,0,34126,Scott Vincent,4.0
2019,0,47056,Rikuya Hoshino,4.0
2019,0,30907,Rhys Enoch,3.0
2019,0,39470,Richard Jung,3.0
2019,0,32252,Nino Bertasio,3.0
2019,0,40058,Zac Blair,3.0
2019,0,39058,Lucas Herbert,3.0
2019,0,40181,Clément Sordet,3.0
2019,0,47420,Jake Knapp,3.0
2019,0,49709,Matthew Short,3.0
2019,0,55410,Shintaro Ban,3.0
2019,0,32582,Eric Dugas,3.0
2019,0,31121,Berry Henson,3.0
2019,0,35139,Richard Lee,3.0
2019,0,35834,Hyungjoon Lee,3.0
2019,0,54625,Dawson Armstrong,2.0
2019,0,55708,Hayden Buckley,2.0
2019,0,24580,Rahil Gangjee,2.0
2019,0,51680,Alistair Docherty,2.0
2019,0,33227,Hyun-woo Ryu,2.0
2019,0,45467,Kim Leun-Kwang,2.0
2019,0,26735,Marty Jertson,2.0
2019,0,33951,Julio Santos,2.0
2019,0,25349,Tim Wilkinson,2.0
2019,0,45729,Drew Nesbitt,2.0
2018,0,45486,Joaquin Niemann,489.0
2018,0,35947,John Oda,249.0
2018,0,47504,Sam Burns,212.0
2018,0,45478,Julian Suri,200.0
2018,0,40098,Matt Fitzpatrick,169.0
2018,0,30978,Kiradech Aphibarnrat,165.0
2018,0,29970,Dylan Frittelli,158.0
2018,0,52330,Dylan Meyer,128.0
2018,0,46567,Paul Dunne,124.0
2018,0,35296,Haotong Li,118.0
2018,0,35541,John Peterson,113.0
2018,0,34709,Eddie Pepperell,107.0
2018,0,34414,Chris Paisley,83.0
2018,0,39953,Chase Seiffert,75.0
2018,0,33968,Thorbjørn Olesen,71.0
2018,0,47574,Scott Strohmeyer,68.0
2018,0,52375,Doug Ghim,68.0
2018,0,51394,A.J. McInerney,68.0
2018,0,35225,Brandon Stone,67.0
2018,0,29936,Ryan Fox,65.0
2018,0,39384,Alex Kang,64.0
2018,0,27324,Seungsu Han,63.0
2018,0,46442,Maverick McNealy,54.0
2018,0,40006,Erik van Rooyen,51.0
2018,0,39480,T.J. Vogel,51.0
2018,0,47989,Sam Horsfield,50.0
2018,0,48887,Matt Wallace,46.0
2018,0,29378,Daisuke Kataoka,43.0
2018,0,39113,Shubhankar Sharma,42.0
2018,0,36326,David Lipsky,42.0
2018,0,29454,Bernd Wiesberger,39.0
2018,0,32139,Danny Willett,39.0
2018,0,30261,Ryan Yip,36.0
2018,0,22000,Chris Wood,34.0
2018,0,48153,Matthieu Pavon,32.0
2018,0,47988,Nick Hardy,31.0
2018,0,51766,Wyndham Clark,30.0
2018,0,30736,Oscar Fraustro,30.0
2018,0,28258,K.T. Kim,28.0
2018,0,40042,Tyler McCumber,28.0
2018,0,27330,Josh Teater,25.0
2018,0,54926,George Cunningham,24.0
2018,0,45157,Cam Davis,20.0
2018,0,53165,Doc Redman,20.0
2018,0,33115,Jinho Choi,19.0
2018,0,39004,Dru Love,16.0
2018,0,55573,John VanDerLaan,16.0
2018,0,33486,Roger Sloan,16.0
2018,0,32815,Masahiro Kawamura,15.0
2018,0,47238,Jazz Janewattananond,15.0
2018,0,47239,Phachara Khongwatmai,15.0
2018,0,25349,Tim Wilkinson,14.0
2018,0,26908,Yuta Ikeda,14.0
2018,0,23821,Yusaku Miyazato,13.0
2018,0,31273,Gavin Kyle Green,13.0
2018,0,39971,Sungjae Im,13.0
2018,0,55752,Ben Kern,13.0
2018,0,36852,Jim Knous,13.0
2018,0,51600,Jimmy Stanger,13.0
2018,0,46046,Scottie Scheffler,13.0
2018,0,48822,Sebastián Muñoz,12.0
2018,0,34554,Jung-gon Hwang,11.0
2018,0,28420,Ryan Brehm,11.0
2018,0,22080,Prayad Marksaeng,11.0
2018,0,34541,Poom Saksansin,11.0
2018,0,51922,Sulman Raza,11.0
2018,0,39524,Sean Crocker,10.0
2018,0,35104,Tom Lewis,10.0
2018,0,33667,Carlos Ortiz,10.0
2018,0,32791,K.H. Lee,9.0
2018,0,51890,Greyson Sigg,8.0
2018,0,31109,Richard Lee,8.0
2018,0,39058,Lucas Herbert,7.0
2018,0,20396,Lee Westwood,7.0
2018,0,39251,Ryan Ruffels,7.0
2018,0,50092,Zach Wright,6.0
2018,0,35237,Santiago Rivas,6.0
2018,0,32698,Bobby Gates,6.0
2018,0,33974,Dean Burmester,6.0
2018,0,55412,Mickey DeMorat,6.0
2018,0,39537,Chris Naegel,6.0
2018,0,32775,Shugo Imahira,6.0
2018,0,30163,Henrik Norlander,6.0
2018,0,51997,Andrew Novak,6.0
2018,0,48126,Calum Hill,5.0
2018,0,27081,Seunghyuk Kim,5.0
2018,0,36521,Young-han Song,5.0
2018,0,26444,Juvic Pagunsan,5.0
2018,0,26392,Chris Wilson,5.0
2018,0,28593,Jesse Mueller,5.0
2018,0,35834,Hyungjoon Lee,5.0
2018,0,37380,Curtis Luck,5.0
2018,0,46404,Marcus Kinhult,5.0
2018,0,26328,Shaun Norris,5.0
2018,0,23797,Brett Rumford,5.0
2018,0,35819,Vince India,5.0
2018,0,29939,Fabrizio Zanotti,5.0
2018,0,36685,Cameron Wilson,5.0
2018,0,46458,Andrew Dorn,4.0
2018,0,23409,James Driscoll,4.0
2018,0,54781,Grant Hirschman,4.0
2018,0,23699,Danny Chia,4.0
2018,0,24155,Ryan Hogue,4.0
2018,0,29772,Michael Lorenzo-Vera,4.0
2018,0,34575,Adrian Otaegui,4.0
2018,0,39436,Joshua Creel,4.0
2018,0,49947,Taylor Moore,4.0
2018,0,27139,David Skinns,4.0
2018,0,48319,Tom Whitney,4.0
2018,0,30907,Rhys Enoch,3.0
2018,0,37447,Zander Lombard,3.0
2018,0,35174,Matthew Southgate,3.0
2018,0,25203,SSP Chawrasia,3.0
2018,0,51567,Will Cannon,3.0
2018,0,55420,Cooper Musselman,3.0
2018,0,28114,Dawie van der Walt,3.0
2018,0,26497,Casey Wittenberg,3.0
2018,0,47483,Will Zalatoris,3.0
2018,0,21633,Steve Allan,3.0
2018,0,27466,Spencer Levin,3.0
2018,0,55421,Chip McDaniel,3.0
2018,0,36724,Augusto Núñez,3.0
2018,0,23063,Scott Hend,3.0
2018,0,47443,Junghwan Lee,3.0
2018,0,52372,Cameron Champ,3.0
2018,0,54871,Grant Booth,3.0
2018,0,39958,Jeunghun Wang,3.0
2018,0,32105,Nicholas Fung,2.0
2018,0,28780,Nicholas Thompson,2.0
2018,0,10375,Sean McCarty,2.0
2018,0,49403,Grady Brame,2.0
2018,0,33951,Julio Santos,2.0
2017,0,33293,Thomas Pieters,391.0
2017,0,30911,Tommy Fleetwood,271.0
2017,0,34363,Tyrrell Hatton,264.0
2017,0,27408,Martin Kaymer,257.0
2017,0,30163,Henrik Norlander,243.0
2017,0,35296,Haotong Li,214.0
2017,0,27349,Alex Noren,212.0
2017,0,29454,Bernd Wiesberger,169.0
2017,0,37380,Curtis Luck,153.0
2017,0,32070,Rafael Campos,145.0
2017,0,29484,Peter Uihlein,135.0
2017,0,40098,Matt Fitzpatrick,119.0
2017,0,20396,Lee Westwood,96.0
2017,0,35174,Matthew Southgate,95.0
2017,0,23063,Scott Hend,94.0
2017,0,49964,Aaron Wise,93.0
2017,0,22000,Chris Wood,86.0
2017,0,27942,Rob Oppenheim,84.0
2017,0,46464,Jordan L Smith,80.0
2017,0,46441,Robby Shelton,75.0
2017,0,34587,Chan Kim,72.0
2017,0,27896,Ross Fisher,66.0
2017,0,39546,Keith Mitchell,65.0
2017,0,35314,Andy Sullivan,65.0
2017,0,39958,Jeunghun Wang,63.0
2017,0,49773,Chase Koepka,59.0
2017,0,30736,Oscar Fraustro,59.0
2017,0,47906,Austin Connelly,58.0
2017,0,28486,Michael Putnam,58.0
2017,0,34709,Eddie Pepperell,55.0
2017,0,26908,Yuta Ikeda,49.0
2017,0,21498,Hideto Tanihara,49.0
2017,0,45157,Cam Davis,47.0
2017,0,49298,Kramer Hickok,44.0
2017,0,36521,Young-han Song,44.0
2017,0,45836,Richard Bland,42.0
2017,0,29531,Richie Ramsay,42.0
2017,0,35461,Beau Hossler,34.0
2017,0,45988,Brett Coletta,32.0
2017,0,24459,Richard Sterne,32.0
2017,0,39251,Ryan Ruffels,30.0
2017,0,24179,David Drysdale,29.0
2017,0,24511,Thongchai Jaidee,29.0
2017,0,47994,Lee McCoy,28.0
2017,0,32816,Satoshi Kodaira,28.0
2017,0,34643,Michael Johnson,28.0
2017,0,48117,Kurt Kitayama,27.0
2017,0,34261,Scott Langley,27.0
2017,0,35225,Brandon Stone,24.0
2017,0,46048,Jordan Niebrugge,20.0
2017,0,34362,Laurie Canter,18.0
2017,0,49633,Charlie Danielson,17.0
2017,0,33968,Thorbjørn Olesen,17.0
2017,0,39953,Chase Seiffert,15.0
2017,0,34255,Joseph Bramlett,14.0
2017,0,47996,Jack Maguire,14.0
2017,0,35261,Miguel Tabuena,14.0
2017,0,47989,Sam Horsfield,14.0
2017,0,46154,Yi Keun Chang,11.0
2017,0,28751,Andrew Dodt,11.0
2017,0,28300,Joost Luiten,11.0
2017,0,27330,Josh Teater,9.0
2017,0,28258,K.T. Kim,8.0
2017,0,51766,Wyndham Clark,7.0
2017,0,29936,Ryan Fox,7.0
2017,0,50666,Matt Gilchrest,7.0
2017,0,33904,Grant Leaver,7.0
2017,0,49932,Jonathan Garrick,7.0
2017,0,47363,Toby Tree,6.0
2017,0,47741,Wesley McClain,6.0
2017,0,24461,Thomas Aiken,6.0
2017,0,47986,Rich Berberian Jr.,6.0
2017,0,45526,Abraham Ancer,6.0
2017,0,33667,Carlos Ortiz,6.0
2017,0,28697,Gaganjeet Bhullar,6.0
2017,0,36799,Stephan Jaeger,5.0
2017,0,23821,Yusaku Miyazato,5.0
2017,0,40162,Justin Lower,5.0
2017,0,47663,Kevin Dougherty,5.0
2017,0,29970,Dylan Frittelli,5.0
2017,0,51316,Kenny Pigman,5.0
2017,0,24083,Marcus Fraser,5.0
2017,0,29772,Michael Lorenzo-Vera,4.0
2017,0,26328,Shaun Norris,4.0
2017,0,46402,Talor Gooch,4.0
2017,0,47610,Tyler Light,4.0
2017,0,40055,Daniel Obremski,4.0
2017,0,21409,Chris Evans,4.0
2017,0,39356,Alex Moon,4.0
2017,0,37094,Joseph Dean,3.0
2017,0,31273,Gavin Kyle Green,3.0
2017,0,29078,Chan Shih-chang,3.0
2017,0,45582,Jared Sawada,3.0
2017,0,25203,SSP Chawrasia,3.0
2017,0,49884,Cody Blick,3.0
2017,0,35731,Kent Bulle,3.0
2017,0,25108,Chip Deason,3.0
2017,0,32698,Bobby Gates,3.0
2017,0,49303,Anders Albertson,2.0
2017,0,31670,Matthew Griffin,2.0
2017,0,37092,Hyung-Sung Kim,2.0
2017,0,34168,Soomin Lee,2.0
2017,0,39004,Dru Love,2.0
2017,0,23699,Danny Chia,2.0
2017,0,47125,Matt Atkins,2.0
2017,0,39460,Cyril Bouniol,2.0
2017,0,29939,Fabrizio Zanotti,1.0
2016,2,26499,Rafa Cabrera Bello,386.0
2016,2,20396,Lee Westwood,353.0
2016,2,22986,Søren Kjeldsen,289.0
2016,2,34363,Tyrrell Hatton,238.0
2016,2,47959,Bryson DeChambeau,235.0
2016,2,27408,Martin Kaymer,234.0
2016,2,35314,Andy Sullivan,208.0
2016,2,40098,Matt Fitzpatrick,169.0
2016,2,30978,Kiradech Aphibarnrat,155.0
2016,2,46507,Bobby Wyatt,137.0
2016,2,26525,Grégory Bourdy,124.0
2016,2,34242,Andrew Johnston,119.0
2016,2,22000,Chris Wood,118.0
2016,2,39251,Ryan Ruffels,110.0
2016,2,34643,Michael Johnson,105.0
2016,2,25444,Justin Hicks,98.0
2016,2,29454,Bernd Wiesberger,98.0
2016,2,24511,Thongchai Jaidee,96.0
2016,2,45702,Rodolfo Cazaubòn,93.0
2016,2,46501,Ollie Schniederjans,82.0
2016,2,32070,Rafael Campos,75.0
2016,2,23063,Scott Hend,70.0
2016,2,46037,Hunter Stewart,67.0
2016,2,28937,George Coetzee,66.0
2016,2,35139,Richard Lee,65.0
2016,2,35174,Matthew Southgate,64.0
2016,2,49633,Charlie Danielson,61.0
2016,2,46567,Paul Dunne,58.0
2016,2,46441,Robby Shelton,54.0
2016,2,21498,Hideto Tanihara,54.0
2016,2,49964,Aaron Wise,53.0
2016,2,19958,Miguel Angel Jiménez,52.0
2016,2,27796,Joe Affrunti,46.0
2016,2,20608,David Howell,46.0
2016,2,23821,Yusaku Miyazato,45.0
2016,2,47953,Greg Yates,44.0
2016,2,46601,Trey Mullinax,43.0
2016,2,27349,Alex Noren,41.0
2016,2,33293,Thomas Pieters,40.0
2016,2,27958,Ryan Blaum,40.0
2016,2,28500,Martin Flores,40.0
2016,2,36824,Paul Peterson,40.0
2016,2,35912,Haydn Porteous,39.0
2016,2,26908,Yuta Ikeda,35.0
2016,2,29378,Daisuke Kataoka,34.0
2016,2,28300,Joost Luiten,34.0
2016,2,46523,Joey Garber,32.0
2016,2,25191,Gonzalo Fernandez-Castaño,30.0
2016,2,23409,James Driscoll,29.0
2016,2,46550,Brandon Hagy,27.0
2016,2,28339,Victor Dubuisson,26.0
2016,2,27896,Ross Fisher,26.0
2016,2,19803,Ryan Armour,26.0
2016,2,33941,Nick Mason,26.0
2016,2,33199,Matteo Manassero,24.0
2016,2,23452,Nicolas Colsaerts,22.0
2016,2,24459,Richard Sterne,22.0
2016,2,48119,Ben Taylor,19.0
2016,2,33974,Dean Burmester,17.0
2016,2,36983,Matt Dobyns,16.0
2016,2,28258,K.T. Kim,16.0
2016,2,47568,Curtis Reed,14.0
2016,2,25321,Lee Slattery,14.0
2016,2,36521,Young-han Song,14.0
2016,2,46907,Ryan Evans,13.0
2016,2,36735,Jorge Fernández Valdés,13.0
2016,2,40115,Adam Svensson,13.0
2016,2,28751,Andrew Dodt,12.0
2016,2,22080,Prayad Marksaeng,12.0
2016,2,35421,Brandon Harkins,12.0
2016,2,29910,Blake Adams,11.0
2016,2,33465,Matt Marshall,10.0
2016,2,47906,Austin Connelly,9.0
2016,2,34296,Wes Homan,8.0
2016,2,32421,Romain Wattel,8.0
2016,2,19904,Paul Lawrie,7.0
2016,2,50490,Chase Parker,7.0
2016,2,47125,Matt Atkins,6.0
2016,2,32152,Adam Hart,6.0
2016,2,27619,Ben Leong,6.0
2016,2,47287,Ethan Tracy,6.0
2016,2,37447,Zander Lombard,5.0
2016,2,23699,Danny Chia,2.0
2016,2,25203,SSP Chawrasia,1.0
2016,2,22115,Mardan Mamat,1.0
2016,2,24083,Marcus Fraser,1.0
2016,2,36449,Arie Ahmad Irawan,1.0
2016,2,31109,Richard Lee,1.0
2016,2,39328,Conrad Shindler,1.0
2016,2,27171,Jay McLuen,1.0
2016,2,20443,Jin Park,1.0
2016,2,8635,Colin Montgomerie,1.0
2016,2,24321,Kodai Ichihara,1.0
2016,2,34168,Soomin Lee,1.0
2016,2,47643,Lance Lopez,1.0
2016,2,39997,Corey Conners,1.0
2016,2,22983,Bradley Dredge,1.0
2016,2,26949,Josh Broadaway,1.0
2016,2,32816,Satoshi Kodaira,1.0
2015,0,29974,Branden Grace,565.0
2015,0,36699,Patrick Rodgers,555.0
2015,0,35891,Cameron Smith,455.0
2015,0,46435,Austin Cook,295.0
2015,0,31420,Anirban Lahiri,215.0
2015,0,31646,Emiliano Grillo,191.0
2015,0,32139,Danny Willett,181.0
2015,0,28300,Joost Luiten,148.0
2015,0,28937,George Coetzee,126.0
2015,0,25841,Marc Warren,120.0
2015,0,46501,Ollie Schniederjans,99.0
2015,0,30978,Kiradech Aphibarnrat,94.0
2015,0,35314,Andy Sullivan,94.0
2015,0,24461,Thomas Aiken,89.0
2015,0,26499,Rafa Cabrera Bello,87.0
2015,0,29461,Jamie Lovemark,86.0
2015,0,29454,Bernd Wiesberger,85.0
2015,0,24039,Prom Meesawat,75.0
2015,0,26435,Angelo Que,75.0
2015,0,23481,Marcel Siem,73.0
2015,0,33120,Mark Anderson,69.0
2015,0,29484,Peter Uihlein,68.0
2015,0,22540,Anthony Wall,64.0
2015,0,46550,Brandon Hagy,63.0
2015,0,20376,Stephen Gallacher,61.0
2015,0,24083,Marcus Fraser,51.0
2015,0,33948,Byeong Hun An,50.0
2015,0,27747,Hiroshi Iwata,49.0
2015,0,29256,James Morrison,47.0
2015,0,34363,Tyrrell Hatton,44.0
2015,0,29908,C.T. Pan,44.0
2015,0,36836,Cory Whitsett,43.0
2015,0,34579,Alexander Levy,41.0
2015,0,30911,Tommy Fleetwood,39.0
2015,0,45534,Jimmy Gunn,39.0
2015,0,37092,Hyung-Sung Kim,38.0
2015,0,31559,Garrett Osborn,38.0
2015,0,28092,D.H. Lee,37.0
2015,0,36685,Cameron Wilson,37.0
2015,0,40115,Adam Svensson,34.0
2015,0,33110,Michael Smith,32.0
2015,0,34296,Wes Homan,32.0
2015,0,27899,Rikard Karlberg,29.0
2015,0,32876,Martin Piller,28.0
2015,0,29891,Scott Arnold,27.0
2015,0,19904,Paul Lawrie,27.0
2015,0,39324,J.J. Spaun,27.0
2015,0,39954,Cody Gribble,26.0
2015,0,35732,Wes Roach,26.0
2015,0,23540,Jason Allred,26.0
2015,0,35260,Kelvin Day,26.0
2015,0,25234,Jason Knutzon,25.0
2015,0,29740,Brad Fritsch,24.0
2015,0,31997,Steve Lewton,23.0
2015,0,29939,Fabrizio Zanotti,22.0
2015,0,24511,Thongchai Jaidee,21.0
2015,0,10944,Thomas Bjørn,21.0
2015,0,39537,Chris Naegel,19.0
2015,0,34314,Sebastian Cappelen,19.0
2015,0,19825,Darren Clarke,19.0
2015,0,29936,Ryan Fox,18.0
2015,0,20608,David Howell,18.0
2015,0,34709,Eddie Pepperell,18.0
2015,0,22806,Doug LaBelle II,17.0
2015,0,32333,Kevin Tway,17.0
2015,0,12195,Tom Johnson,16.0
2015,0,34259,Mark Silvers,16.0
2015,0,25457,Alexandre Rocha,15.0
2015,0,24956,Mikko Ilonen,14.0
2015,0,32757,Patton Kizzire,13.0
2015,0,39384,Alex Kang,13.0
2015,0,36326,David Lipsky,11.0
2015,0,23125,Brad Elder,11.0
2015,0,30237,Cory Renfrew,9.0
2015,0,19970,Robert Karlsson,9.0
2015,0,33592,Andy Pope,8.0
2015,0,24748,WC Liang,6.0
2015,0,24980,Scott Gutschewski,5.0
2015,0,8635,Colin Montgomerie,5.0
2015,0,23699,Danny Chia,4.0
2015,0,32105,Nicholas Fung,4.0
2015,0,46440,Smylie Kaufman,3.0
2015,0,22764,Michael Block,2.0
2015,0,34306,John Chin,2.0
2015,0,27072,Alvaro Quiros,2.0
2015,0,27711,Jay Woodson,2.0
2015,0,27896,Ross Fisher,1.0
2015,0,29531,Richie Ramsay,1.0
2015,0,23366,Brian Gaffney,1.0
2015,0,46507,Bobby Wyatt,1.0
2015,0,26434,Antonio Lascuna,1.0
2015,0,34305,Daniel Miernicki,1.0
2015,0,45854,Thomas Birdsey,1.0
2015,0,28723,John Parry,1.0
2015,0,32741,Michael McCabe,1.0
2015,0,27119,Koumei Oda,1.0
2015,0,47128,Richy Werenski,1.0
2015,0,23409,James Driscoll,1.0
2015,0,23797,Brett Rumford,1.0
2015,0,32354,Seuk-hyun Baek,1.0
2015,0,37076,Marcelo Rozo,1.0
2014,0,36689,Brooks Koepka,589.0
2014,0,25198,Francesco Molinari,404.0
2014,0,23540,Jason Allred,316.0
2014,0,28339,Victor Dubuisson,302.0
2014,0,19970,Robert Karlsson,270.0
2014,0,33199,Matteo Manassero,177.0
2014,0,30978,Kiradech Aphibarnrat,177.0
2014,0,25369,Jamie Donaldson,172.0
2014,0,19958,Miguel Angel Jiménez,150.0
2014,0,10944,Thomas Bjørn,144.0
2014,0,39977,Max Homa,136.0
2014,0,27060,John Mallinger,124.0
2014,0,23814,Edoardo Molinari,117.0
2014,0,33204,Shane Lowry,102.0
2014,0,27929,Shiv Kapur,100.0
2014,0,20376,Stephen Gallacher,95.0
2014,0,33448,Justin Thomas,95.0
2014,0,28300,Joost Luiten,89.0
2014,0,24956,Mikko Ilonen,86.0
2014,0,36699,Patrick Rodgers,85.0
2014,0,28937,George Coetzee,84.0
2014,0,25841,Marc Warren,82.0
2014,0,22000,Chris Wood,67.0
2014,0,32139,Danny Willett,65.0
2014,0,23481,Marcel Siem,65.0
2014,0,21498,Hideto Tanihara,64.0
2014,0,24511,Thongchai Jaidee,61.0
2014,0,20608,David Howell,59.0
2014,0,27119,Koumei Oda,57.0
2014,0,37365,Brady Watt,57.0
2014,0,46435,Austin Cook,56.0
2014,0,29974,Branden Grace,54.0
2014,0,29454,Bernd Wiesberger,54.0
2014,0,29720,Andres Gonzales,53.0
2014,0,27171,Jay McLuen,52.0
2014,0,27072,Alvaro Quiros,52.0
2014,0,39954,Cody Gribble,50.0
2014,0,34707,Siddikur Rahman,44.0
2014,0,33948,Byeong Hun An,43.0
2014,0,40026,Daniel Berger,40.0
2014,0,34579,Alexander Levy,40.0
2014,0,39974,Steven Ihm,40.0
2014,0,34262,Jon Curran,38.0
2014,0,28697,Gaganjeet Bhullar,38.0
2014,0,35582,Kristoffer Broberg,38.0
2014,0,24459,Richard Sterne,37.0
2014,0,31420,Anirban Lahiri,34.0
2014,0,23063,Scott Hend,30.0
2014,0,37351,Oliver Goss,29.0
2014,0,33803,Lucas Bjerregaard,29.0
2014,0,40058,Zac Blair,29.0
2014,0,27302,Garth Mulroy,29.0
2014,0,26499,Rafa Cabrera Bello,29.0
2014,0,22080,Prayad Marksaeng,26.0
2014,0,45294,Kevin Penner,26.0
2014,0,29223,Sam Saunders,24.0
2014,0,26525,Grégory Bourdy,23.0
2014,0,32070,Rafael Campos,22.0
2014,0,31646,Emiliano Grillo,22.0
2014,0,27139,David Skinns,22.0
2014,0,31121,Berry Henson,22.0
2014,0,26949,Josh Broadaway,20.0
2014,0,30736,Oscar Fraustro,20.0
2014,0,29939,Fabrizio Zanotti,20.0
2014,0,37459,Ryan Sullivan,15.0
2014,0,34076,Joel Dahmen,14.0
2014,0,33399,Adam Hadwin,14.0
2014,0,37278,Nicholas Lindheim,14.0
2014,0,1978,Fran Quinn,14.0
2014,0,46584,Kevin Lucas,13.0
2014,0,31416,Derek Fathauer,12.0
2014,0,27816,Jamie McLeary,11.0
2014,0,25351,Chris Rodgers,11.0
2014,0,37092,Hyung-Sung Kim,10.0
2014,0,35459,Chris Williams,9.0
2014,0,32105,Nicholas Fung,8.0
2014,0,32496,Clayton Rask,7.0
2014,0,46507,Bobby Wyatt,7.0
2014,0,29253,Jeff Curl,6.0
2014,0,10387,Chris Thompson,6.0
2014,0,33667,Carlos Ortiz,5.0
2014,0,20935,Toru Taniguchi,4.0
2014,0,29476,Kyle Reifers,4.0
2014,0,36801,Mark Hubbard,2.0
2014,0,26341,Wade Ormsby,2.0
2014,0,8635,Colin Montgomerie,1.0
2014,0,26595,Derek Tolan,1.0
2014,0,37189,Harold Varner III,1.0
2014,0,24461,Thomas Aiken,1.0
2014,0,32618,Rhein Gibson,1.0
2014,0,26360,Bubba Dickerson,1.0
2014,0,27118,Toshinori Muto,1.0
2014,0,23706,Rashid Ismail,1.0
2014,0,32354,Seuk-hyun Baek,1.0
2014,0,32582,Eric Dugas,1.0
2014,0,22764,Michael Block,1.0
2013,0,32839,Hideki Matsuyama,336.0
2013,0,25191,Gonzalo Fernandez-Castaño,276.0
2013,0,33968,Thorbjørn Olesen,223.0
2013,0,28118,Peter Tomasulo,186.0
2013,0,23481,Marcel Siem,168.0
2013,0,25198,Francesco Molinari,155.0
