YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF HOLES
2008,242,0,26418,Adam Bland,3
2008,242,0,27958,Ryan Blaum,3
2008,242,0,6214,Guy Boros,3
2008,242,0,6809,Bob Burns,3
2008,242,0,32056,Peter Campbell,3
2008,242,0,20418,Ariel Cañete,3
2008,242,0,26500,Alejandro Cañizares,3
2008,242,0,19825,Darren Clarke,3
2008,242,0,19972,José Coceres,3
2008,242,0,24494,Erik Compton,3
2008,242,0,8835,Kris Cox,3
2008,242,0,29954,Robert Dinwiddie,3
2008,242,0,1282,Trevor Dodds,3
2008,242,0,1307,Joel Edwards,3
2008,242,0,6056,Jim Estes,3
2008,242,0,20585,Niclas Fasth,3
2008,242,0,1329,Brad Faxon,3
2008,242,0,12695,Robert Floyd,3
2008,242,0,1361,Dan Forsman,3
2008,242,0,28785,Philip Francis,3
2008,242,0,1378,David Frost,3
2008,242,0,1457,Jay Haas,3
2008,242,0,1473,Todd Hamilton,3
2008,242,0,20859,Anders Hansen,3
2008,242,0,22896,Grégory Havret,3
2008,242,0,8337,Mike Heinen,3
2008,242,0,32054,Justin Hicks,3
2008,242,0,20608,David Howell,3
2008,242,0,1577,Lee Janzen,3
2008,242,0,23157,Richard Johnson,3
2008,242,0,20218,Shingo Katayama,3
2008,242,0,27408,Martin Kaymer,3
2008,242,0,1619,Skip Kendall,3
2008,242,0,20669,James Kingston,3
2008,242,0,25234,Jason Knutzon,3
2008,242,0,6012,Greg Kraft,3
2008,242,0,20382,Stephen Leaney,3
2008,242,0,29926,Danny Lee,3
2008,242,0,10565,Ian Leggatt,3
2008,242,0,24748,WC Liang,3
2008,242,0,27613,David Lutterus,3
2008,242,0,1717,Sandy Lyle,3
2008,242,0,1723,Andrew Magee,3
2008,242,0,1761,Len Mattiace,3
2008,242,0,30004,Ross McGowan,3
2008,242,0,22122,Andrew McLardy,3
2008,242,0,25478,Kiyoshi Miyazato,3
2008,242,0,1823,Larry Mize,3
2008,242,0,29422,Jonathan Moore,3
2008,242,0,32210,Trevor Murphy,3
2008,242,0,28618,Savio Nazareth,3
2008,242,0,28143,Chapchai Nirat,3
2008,242,0,22348,Nick O'Hern,3
2008,242,0,1887,Mark O'Meara,3
2008,242,0,20628,Arron Oberholser,3
2008,242,0,26329,Louis Oosthuizen,3
2008,242,0,1938,David Peoples,3
2008,242,0,25240,D.A. Points,3
2008,242,0,25190,Jeff Quinney,3
2008,242,0,27072,Alvaro Quiros,3
2008,242,0,25045,Mike Ruiz,3
2008,242,0,24930,Curt Sanders,3
2008,242,0,26331,Charl Schwartzel,3
2008,242,0,29221,Webb Simpson,3
2008,242,0,2101,Joey Sindelar,3
2008,242,0,2133,Craig Stadler,3
2008,242,0,23969,Graeme Storm,3
2008,242,0,2166,Chip Sullivan,3
2008,242,0,29425,Andrew Svoboda,3
2008,242,0,32150,Michael Thompson,3
2008,242,0,6078,Esteban Toledo,3
2008,242,0,27064,Jhonattan Vegas,3
2008,242,0,26497,Casey Wittenberg,3
2008,242,0,32543,Charlie Woo,3
2008,242,0,8793,Tiger Woods,3
2008,320,0,25936,Alex Aragon,2
2008,320,0,27766,Casey Bourque,2
2008,320,0,1127,Danny Briggs,2
2008,320,0,20400,Michael Campbell,2
2008,320,0,32507,Brian Carroll,2
2008,320,0,32080,Santiago Cavanagh,2
2008,320,0,1185,Brandel Chamblee,2
2008,320,0,32366,Kevin Chappell,2
2008,320,0,25203,SSP Chawrasia,2
2008,320,0,22417,Jay Choi,2
2008,320,0,12388,Michael Clark II,2
2008,320,0,1203,Russ Cochran,2
2008,320,0,20103,Bobby Collins,2
2008,320,0,28002,Jeff Cuzzort,2
2008,320,0,19881,Robert Damron,2
2008,320,0,25108,Chip Deason,2
2008,320,0,27043,Chris Devlin,2
2008,320,0,26360,Bubba Dickerson,2
2008,320,0,24512,Simon Dyson,2
2008,320,0,29725,Tony Finau,2
2008,320,0,24725,Richard Finch,2
2008,320,0,1374,Robin Freeman,2
2008,320,0,29419,Tadd Fujikawa,2
2008,320,0,20939,Keiichiro Fukabori,2
2008,320,0,1385,Jim Gallagher Jr.,2
2008,320,0,8725,Tom Gillis,2
2008,320,0,20569,Richard Green,2
2008,320,0,24604,Hunter Haas,2
2008,320,0,27576,Anton Haig,2
2008,320,0,22792,Peter Hanson,2
2008,320,0,20567,Kevin Hayashi,2
2008,320,0,26758,David Hearn,2
2008,320,0,32340,Jimmy Henderson,2
2008,320,0,1510,Nolan Henke,2
2008,320,0,25444,Justin Hicks,2
2008,320,0,21007,Gabriel Hjertstedt,2
2008,320,0,1527,Scott Hoch,2
2008,320,0,32193,Daniel Im,2
2008,320,0,32530,Mike Johnston,2
2008,320,0,23725,Brendan Jones,2
2008,320,0,6315,Pete Jordan,2
2008,320,0,30926,Chris Kirk,2
2008,320,0,30711,Colt Knost,2
2008,320,0,10027,Trip Kuehne,2
2008,320,0,1666,Bernhard Langer,2
2008,320,0,29670,Pablo Larrazabal,2
2008,320,0,12710,Rick Leibovich,2
2008,320,0,27466,Spencer Levin,2
2008,320,0,22080,Prayad Marksaeng,2
2008,320,0,10375,Sean McCarty,2
2008,320,0,25572,Graeme McDowell,2
2008,320,0,12461,Paul McGinley,2
2008,320,0,8339,Spike McRoy,2
2008,320,0,19795,Kelly Mitchum,2
2008,320,0,23821,Yusaku Miyazato,2
2008,320,0,8635,Colin Montgomerie,2
2008,320,0,23091,Alan Morin,2
2008,320,0,12753,David Morland IV,2
2008,320,0,7235,John Morse,2
2008,320,0,27349,Alex Noren,2
2008,320,0,1876,Greg Norman,2
2008,320,0,10107,Deane Pappas,2
2008,320,0,23097,Scott Parel,2
2008,320,0,31007,Andrew Parr,2
2008,320,0,1920,Craig Parry,2
2008,320,0,1926,Steve Pate,2
2008,320,0,1927,Dennis Paulson,2
2008,320,0,32620,Cameron Peck,2
2008,320,0,25863,Rod Perry,2
2008,320,0,22414,Warren Pineo,2
2008,320,0,1968,Nick Price,2
2008,320,0,28486,Michael Putnam,2
2008,320,0,26435,Angelo Que,2
2008,320,0,25847,Rob Rashell,2
2008,320,0,27386,Dustin Risdon,2
2008,320,0,28942,Miguel Rodriguez,2
2008,320,0,2036,Jim Rutledge,2
2008,320,0,23633,Phil Schmitt,2
2008,320,0,30786,Brady Schnell,2
2008,320,0,6076,Jim Schuman,2
2008,320,0,32081,Drew Scott,2
2008,320,0,32544,Jacob Scriven,2
2008,320,0,23043,Paul Sheehan,2
2008,320,0,2106,Chris Smith,2
2008,320,0,30110,Kyle Stanley,2
2008,320,0,24080,Scott Strange,2
2008,320,0,26877,Andrew Tampion,2
2008,320,0,12663,Phil Tataurangi,2
2008,320,0,25493,Nick Taylor,2
2008,320,0,28118,Peter Tomasulo,2
2008,320,0,27940,Diego Vanegas,2
2008,320,0,2245,Grant Waite,2
2008,320,0,28467,Lucas Wald,2
2008,320,0,2246,Duffy Waldorf,2
2008,320,0,2256,Tom Watson,2
2008,320,0,27506,Oliver Wilson,2
2008,320,0,2294,Willie Wood,2
2008,320,0,20566,Kaname Yokoo,2
2008,418,0,6142,Mitch Adcock,1
2008,418,0,24461,Thomas Aiken,1
2008,418,0,27676,Lonny Alexander,1
2008,418,0,1014,Fulton Allem,1
2008,418,0,30098,Max Alveiro,1
2008,418,0,32509,Peter Appleyard,1
2008,418,0,27326,Sam Arnold,1
2008,418,0,29227,Clint Avret,1
2008,418,0,12546,Peter Baker,1
2008,418,0,32334,Charlie Beljan,1
2008,418,0,30637,Yohann Benson,1
2008,418,0,7003,David Berganio Jr.,1
2008,418,0,32335,Brian Bergstol,1
2008,418,0,23982,Jon Bevan,1
2008,418,0,22946,Henrik Bjornstad,1
2008,418,0,1093,Ronnie Black,1
2008,418,0,26924,Adam Blyth,1
2008,418,0,26525,Grégory Bourdy,1
2008,418,0,25649,George Bradford,1
2008,418,0,28420,Ryan Brehm,1
2008,418,0,24290,D.J. Brigman,1
2008,418,0,1143,Brad Bryant,1
2008,418,0,30901,Kelvin Burgin,1
2008,418,0,32070,Rafael Campos,1
2008,418,0,32200,Roberto Castro,1
2008,418,0,32341,Garrett Chaussard,1
2008,418,0,23699,Danny Chia,1
2008,418,0,31686,Alex Ching,1
2008,418,0,1200,Keith Clearwater,1
2008,418,0,32343,Jordan Cox,1
2008,418,0,28734,Josh Cunliffe,1
2008,418,0,24610,Stuart Deane,1
2008,418,0,23739,Ryan Dillon,1
2008,418,0,24452,John Douma,1
2008,418,0,29819,Andrew Dresser,1
2008,418,0,32582,Eric Dugas,1
2008,418,0,6036,Scott Dunlap,1
2008,418,0,32257,Doug Dvorak,1
2008,418,0,27776,Pelle Edberg,1
2008,418,0,27088,Johan Edfors,1
2008,418,0,21449,Reid Edstrom,1
2008,418,0,27447,John Ellis,1
2008,418,0,12447,Sean English,1
2008,418,0,32526,Josh Esler,1
2008,418,0,10199,Frank Esposito,1
2008,418,0,31416,Derek Fathauer,1
2008,418,0,1331,Rick Fehr,1
2008,418,0,25191,Gonzalo Fernandez-Castaño,1
2008,418,0,20721,Darren Fichardt,1
2008,418,0,30046,Fernando Figueroa,1
2008,418,0,1355,Raymond Floyd,1
2008,418,0,32102,Rickie Fowler,1
2008,418,0,32416,Benjamin Fox,1
2008,418,0,29740,Brad Fritsch,1
2008,418,0,21284,Hiroyuki Fujita,1
2008,418,0,23903,Stephen Gangluff,1
2008,418,0,28326,Philippe Gasnier,1
2008,418,0,11132,Bob Gaus,1
2008,418,0,7467,Mike Gilmore,1
2008,418,0,32616,Wesley Graham,1
2008,418,0,6044,Scott Gump,1
2008,418,0,29723,Todd Halpen,1
2008,418,0,31044,Matt Harmon,1
2008,418,0,24496,Brad Hauer,1
2008,418,0,23477,Scott Hebert,1
2008,418,0,19991,Peter Hedblom,1
2008,418,0,24219,Wes Heffernan,1
2008,418,0,30909,David Horsey,1
2008,418,0,21187,Hidemasa Hoshino,1
2008,418,0,21547,Jeff Hull,1
2008,418,0,8881,Tripp Isenhour,1
2008,418,0,1569,Peter Jacobsen,1
2008,418,0,21841,Vince Jewell,1
2008,418,0,27577,Peter Karmis,1
2008,418,0,24957,Simon Khan,1
2008,418,0,31688,Kenny Kim,1
2008,418,0,1633,Tom Kite,1
2008,418,0,32455,Michael Knight,1
2008,418,0,1639,Kenny Knox,1
2008,418,0,32055,Mathew Kodama,1
2008,418,0,32838,Matthew Kohn,1
2008,418,0,23598,J.T. Kohut,1
2008,418,0,10881,Brian Kontak,1
2008,418,0,21893,Brian Kortan,1
2008,418,0,22624,Joel Kribel,1
2008,418,0,22272,Brad Lamb,1
2008,418,0,27797,Derek Lamely,1
2008,418,0,32531,Eric Landreville,1
2008,418,0,28092,D.H. Lee,1
2008,418,0,12662,Thomas Levet,1
2008,418,0,27129,Luke List,1
2008,418,0,19903,Jonathan Lomas,1
2008,418,0,19985,Santiago Luna,1
2008,418,0,26881,Jarrod Lyle,1
2008,418,0,1727,Scott Mahlberg,1
2008,418,0,19924,Brad Martin,1
2008,418,0,1755,Dick Mast,1
2008,418,0,32758,Abs Mawji,1
2008,418,0,1771,Blaine McCallister,1
2008,418,0,21590,Damian McGrane,1
2008,418,0,23800,Bryce Molder,1
2008,418,0,22261,Wilfredo Morales,1
2008,418,0,27642,Artemio Murakami,1
2008,418,0,27147,David Oh,1
2008,418,0,6373,José María Olazábal,1
2008,418,0,31559,Garrett Osborn,1
2008,418,0,20691,Greg Owen,1
2008,418,0,25818,Scott Piercy,1
2008,418,0,1955,Gary Player,1
2008,418,0,32508,Chad Proehl,1
2008,418,0,1978,Fran Quinn,1
2008,418,0,31193,Jim Renner,1
2008,418,0,32058,José de Jesús Rodríguez,1
2008,418,0,31437,Chris Rogers,1
2008,418,0,26838,Tony Rohlik,1
2008,418,0,25074,Martin Rominger,1
2008,418,0,20480,Marco Ruiz,1
2008,418,0,2033,Dave Rummells,1
2008,418,0,27474,Reinier Saxton,1
2008,418,0,2067,Ted Schulz,1
2008,418,0,24289,Kelly Sellers,1
2008,418,0,32511,Thomas Sherreard,1
2008,418,0,24486,Adam Short,1
2008,418,0,32336,Kevin Silva,1
2008,418,0,20624,David Smail,1
2008,418,0,24742,Bruce Smith,1
2008,418,0,2135,Mike Standly,1
2008,418,0,18874,Miguel Suarez,1
2008,418,0,21498,Hideto Tanihara,1
2008,418,0,24238,Mitsuhiro Tateyama,1
2008,418,0,2185,Lance Ten Broeck,1
2008,418,0,2191,Tim Thelen,1
2008,418,0,25653,Yoshinobu Tsukada,1
2008,418,0,32333,Kevin Tway,1
2008,418,0,6431,Jean Van de Velde,1
2008,418,0,12755,Vance Veazey,1
2008,418,0,23162,Simon Wakefield,1
2008,418,0,22540,Anthony Wall,1
2008,418,0,31113,Paul Waring,1
2008,418,0,31114,Drew Weaver,1
2008,418,0,12794,Tim Weinhart,1
2008,418,0,27424,Michelle Wie,1
2008,418,0,27381,Martin Wiegele,1
2008,418,0,12515,Mike Wilson,1
2008,418,0,22475,Steve Wilson,1
2008,418,0,25909,Erik Wolf,1
2008,418,0,32512,Dan Woltman,1
2008,418,0,22000,Chris Wood,1
2008,418,0,27711,Jay Woodson,1
2008,418,0,2300,Ian Woosnam,1
2008,418,0,22951,Azuma Yano,1
2008,418,0,22363,Don Yrene,1
2008,418,0,2321,Fuzzy Zoeller,1
2007,1,0,10885,Robert Allenby,15
2007,2,0,21731,Freddie Jacobson,11
2007,2,0,24490,George McNeill,11
2007,2,0,1810,Phil Mickelson,11
2007,2,0,24140,Sean O'Hair,11
2007,2,0,25345,Carl Pettersson,11
2007,7,0,12652,Cameron Beckman,10
2007,7,0,21209,Sergio Garcia,10
2007,7,0,24024,Zach Johnson,10
2007,7,0,27095,Nick Watney,10
2007,11,0,6522,Ernie Els,9
2007,11,0,22892,Jason Gore,9
2007,11,0,24924,Bill Haas,9
2007,11,0,21961,Charles Howell III,9
2007,11,0,29718,Anthony Kim,9
2007,11,0,28158,Steve Marino,9
2007,11,0,21959,Ted Purdy,9
2007,11,0,23497,Tag Ridings,9
2007,11,0,24502,Adam Scott,9
2007,11,0,6567,Vijay Singh,9
2007,11,0,23322,Brett Wetterich,9
2007,22,0,1024,Billy Andrade,8
2007,22,0,23614,Rich Beem,8
2007,22,0,1161,Mark Calcavecchia,8
2007,22,0,20472,Alex Cejka,8
2007,22,0,20623,Gavin Coles,8
2007,22,0,21753,Brian Davis,8
2007,22,0,6575,Dudley Hart,8
2007,22,0,23353,J.J. Henry,8
2007,22,0,1706,Davis Love III,8
2007,22,0,27060,John Mallinger,8
2007,22,0,1766,Billy Mayfair,8
2007,22,0,21949,Joe Ogilvie,8
2007,22,0,1948,Tim Petrovic,8
2007,22,0,22913,John Rollins,8
2007,22,0,23621,Rory Sabbatini,8
2007,22,0,6527,Steve Stricker,8
2007,22,0,6595,Kevin Sutherland,8
2007,22,0,23623,Bo Van Pelt,8
2007,22,0,26951,Johnson Wagner,8
2007,22,0,25804,Bubba Watson,8
2007,22,0,20160,Charlie Wi,8
2007,22,0,8793,Tiger Woods,8
2007,44,0,6197,Michael Allen,7
2007,44,0,22371,Aaron Baddeley,7
2007,44,0,23613,Rich Barcelo,7
2007,44,0,24925,Jonathan Byrd,7
2007,44,0,1249,John Daly,7
2007,44,0,1313,Steve Elkington,7
2007,44,0,10809,Jim Furyk,7
2007,44,0,1385,Jim Gallagher Jr.,7
2007,44,0,25900,Lucas Glover,7
2007,44,0,20574,Mathew Goggin,7
2007,44,0,21806,Paul Gow,7
2007,44,0,23718,Nathan Green,7
2007,44,0,20433,Mark Hensby,7
2007,44,0,27141,J.B. Holmes,7
2007,44,0,8881,Tripp Isenhour,7
2007,44,0,1577,Lee Janzen,7
2007,44,0,12195,Tom Johnson,7
2007,44,0,30711,Colt Knost,7
2007,44,0,23108,Matt Kuchar,7
2007,44,0,20634,Peter Lonard,7
2007,44,0,21470,Daisuke Maruyama,7
2007,44,0,12680,Shigeki Maruyama,7
2007,44,0,31202,William McGirt,7
2007,44,0,27933,John Merrick,7
2007,44,0,23800,Bryce Molder,7
2007,44,0,6373,José María Olazábal,7
2007,44,0,20572,Rod Pampling,7
2007,44,0,12660,Jesper Parnevik,7
2007,44,0,28486,Michael Putnam,7
2007,44,0,25190,Jeff Quinney,7
2007,44,0,20645,John Senden,7
2007,44,0,22293,Heath Slocum,7
2007,44,0,22295,Darron Stiles,7
2007,44,0,12714,Chris Tidland,7
2007,44,0,2206,David Toms,7
2007,44,0,24457,Jaco Van Zyl,7
2007,44,0,2246,Duffy Waldorf,7
2007,44,0,21878,Mark Wilson,7
2007,82,0,7867,Woody Austin,6
2007,82,0,20498,Briny Baird,6
2007,82,0,19824,Craig Barlow,6
2007,82,0,24507,Jason Bohn,6
2007,82,0,23933,Michael Boyd,6
2007,82,0,8123,Jeff Brehaut,6
2007,82,0,1157,Tom Byrum,6
2007,82,0,20850,Daniel Chopra,6
2007,82,0,19972,José Coceres,6
2007,82,0,11123,Chris Couch,6
2007,82,0,8835,Kris Cox,6
2007,82,0,23638,Brendon de Jonge,6
2007,82,0,1320,Bob Estes,6
2007,82,0,27561,Nick Flanagan,6
2007,82,0,21805,Harrison Frazar,6
2007,82,0,20105,Jeff Gove,6
2007,82,0,20378,Mathias Grönberg,6
2007,82,0,12716,Charley Hoffman,6
2007,82,0,21350,Ryuji Imada,6
2007,82,0,10733,Kent Jones,6
2007,82,0,7547,Craig Kanada,6
2007,82,0,1677,Tom Lehman,6
2007,82,0,11032,Frank Lickliter II,6
2007,82,0,26881,Jarrod Lyle,6
2007,82,0,24912,Will MacKenzie,6
2007,82,0,1724,Jeff Maggert,6
2007,82,0,24781,Hunter Mahan,6
2007,82,0,6350,Bob May,6
2007,82,0,26596,Ryan Moore,6
2007,82,0,22046,Geoff Ogilvy,6
2007,82,0,28475,Jeff Overton,6
2007,82,0,23320,Ryan Palmer,6
2007,82,0,24361,Pat Perez,6
2007,82,0,1941,Tom Pernice Jr.,6
2007,82,0,1945,Kenny Perry,6
2007,82,0,24138,Ian Poulter,6
2007,82,0,22405,Justin Rose,6
2007,82,0,26331,Charl Schwartzel,6
2007,82,0,2104,Jeff Sluman,6
2007,82,0,27649,Brandt Snedeker,6
2007,82,0,26679,Kevin Stadler,6
2007,82,0,27963,Chris Stroud,6
2007,82,0,23325,Vaughn Taylor,6
2007,82,0,23788,D.J. Trahan,6
2007,82,0,27770,Camilo Villegas,6
2007,82,0,23349,Charles Warren,6
2007,82,0,10423,Mike Weir,6
2007,82,0,25892,Steve Wheatcroft,6
2007,130,0,21633,Steve Allan,5
2007,130,0,6004,Stephen Ames,5
2007,130,0,20098,Stuart Appleby,5
2007,130,0,19803,Ryan Armour,5
2007,130,0,23048,Eric Axley,5
2007,130,0,1042,Paul Azinger,5
2007,130,0,7363,Craig Bowden,5
2007,130,0,1116,Michael Bradley,5
2007,130,0,24290,D.J. Brigman,5
2007,130,0,25273,Andrew Buckle,5
2007,130,0,12510,Chad Campbell,5
2007,130,0,24357,K.J. Choi,5
2007,130,0,22621,Ben Curtis,5
2007,130,0,6034,Marco Dawson,5
2007,130,0,1261,Jay Delsing,5
2007,130,0,26360,Bubba Dickerson,5
2007,130,0,6251,Chris DiMarco,5
2007,130,0,25686,Jason Dufner,5
2007,130,0,20104,Ken Duke,5
2007,130,0,6621,Joe Durant,5
2007,130,0,9011,David Duval,5
2007,130,0,7457,Steve Flesch,5
2007,130,0,1361,Dan Forsman,5
2007,130,0,12823,Carlos Franco,5
2007,130,0,1381,Fred Funk,5
2007,130,0,1388,Robert Gamez,5
2007,130,0,24358,Robert Garrigus,5
2007,130,0,19846,Brian Gay,5
2007,130,0,20157,Retief Goosen,5
2007,130,0,24980,Scott Gutschewski,5
2007,130,0,1468,Gary Hallberg,5
2007,130,0,1473,Todd Hamilton,5
2007,130,0,20859,Anders Hansen,5
2007,130,0,27702,Matt Hendrix,5
2007,130,0,12782,Tim Herron,5
2007,130,0,21007,Gabriel Hjertstedt,5
2007,130,0,20608,David Howell,5
2007,130,0,26420,Richard Johnson,5
2007,130,0,19970,Robert Karlsson,5
2007,130,0,8075,Jerry Kelly,5
2007,130,0,12705,Cliff Kresge,5
2007,130,0,20382,Stephen Leaney,5
2007,130,0,10565,Ian Leggatt,5
2007,130,0,1707,Steve Lowery,5
2007,130,0,27120,Troy Matteson,5
2007,130,0,1761,Len Mattiace,5
2007,130,0,8339,Spike McRoy,5
2007,130,0,6515,Shaun Micheel,5
2007,130,0,25396,Kevin Na,5
2007,130,0,20628,Arron Oberholser,5
2007,130,0,1928,Corey Pavin,5
2007,130,0,25818,Scott Piercy,5
2007,130,0,7749,Brett Quigley,5
2007,130,0,29476,Kyle Reifers,5
2007,130,0,2036,Jim Rutledge,5
2007,130,0,21660,Jason Schultz,5
2007,130,0,2101,Joey Sindelar,5
2007,130,0,8375,Paul Stankowski,5
2007,130,0,12663,Phil Tataurangi,5
2007,130,0,2214,Kirk Triplett,5
2007,130,0,2223,Bob Tway,5
2007,130,0,2239,Scott Verplank,5
2007,130,0,10425,Jay Williamson,5
2007,130,0,12602,Dean Wilson,5
2007,194,0,1035,Tommy Armour III,4
2007,194,0,29416,Andy Bare,4
2007,194,0,7223,Brian Bateman,4
2007,194,0,20029,Notah Begay III,4
2007,194,0,10505,Shane Bertsch,4
2007,194,0,21646,David Branshaw,4
2007,194,0,1142,Bart Bryant,4
2007,194,0,26500,Alejandro Cañizares,4
2007,194,0,20229,Stewart Cink,4
2007,194,0,1219,John Cook,4
2007,194,0,23983,Luke Donald,4
2007,194,0,1329,Brad Faxon,4
2007,194,0,1334,Keith Fergus,4
2007,194,0,20121,Todd Fischer,4
2007,194,0,6643,Paul Goydos,4
2007,194,0,20569,Richard Green,4
2007,194,0,20766,Padraig Harrington,4
2007,194,0,20567,Kevin Hayashi,4
2007,194,0,8537,J.P. Hayes,4
2007,194,0,10117,Bob Heintz,4
2007,194,0,1553,John Huston,4
2007,194,0,22378,Trevor Immelman,4
2007,194,0,6012,Greg Kraft,4
2007,194,0,22624,Joel Kribel,4
2007,194,0,22806,Doug LaBelle II,4
2007,194,0,24218,Han Lee,4
2007,194,0,10860,Justin Leonard,4
2007,194,0,12662,Thomas Levet,4
2007,194,0,22212,Craig Lile,4
2007,194,0,29461,Jamie Lovemark,4
2007,194,0,25972,Pablo Martin Benavides,4
2007,194,0,24449,Parker McLachlin,4
2007,194,0,1797,Rocco Mediate,4
2007,194,0,19795,Kelly Mitchum,4
2007,194,0,23821,Yusaku Miyazato,4
2007,194,0,20691,Greg Owen,4
2007,194,0,31007,Andrew Parr,4
2007,194,0,1927,Dennis Paulson,4
2007,194,0,1938,David Peoples,4
2007,194,0,10912,Craig Perks,4
2007,194,0,10213,Dicky Pride,4
2007,194,0,20127,Chris Riley,4
2007,194,0,26882,Michael Sim,4
2007,194,0,8385,Omar Uresti,4
2007,194,0,12755,Vance Veazey,4
2007,194,0,26289,Boo Weekley,4
2007,194,0,28310,Lee Williams,4
2007,194,0,20436,Garrett Willis,4
2007,194,0,29939,Fabrizio Zanotti,4
2007,194,0,28527,Matthew Zions,4
2007,244,0,21407,Arjun Atwal,3
2007,244,0,23129,Ross Bain,3
2007,244,0,24846,Ricky Barnes,3
2007,244,0,27124,Chris Baryla,3
2007,244,0,25293,Brett Bingham,3
2007,244,0,27958,Ryan Blaum,3
2007,244,0,8191,Paul Broadhurst,3
2007,244,0,1132,Mark Brooks,3
2007,244,0,1139,Olin Browne,3
2007,244,0,20848,Ángel Cabrera,3
2007,244,0,20400,Michael Campbell,3
2007,244,0,25364,Paul Casey,3
2007,244,0,23135,Tim Clark,3
2007,244,0,19825,Darren Clarke,3
2007,244,0,30074,Steve Conway,3
2007,244,0,23541,Ben Crane,3
2007,244,0,19881,Robert Damron,3
2007,244,0,8931,Glen Day,3
2007,244,0,10875,Todd Demsey,3
2007,244,0,27776,Pelle Edberg,3
2007,244,0,27088,Johan Edfors,3
2007,244,0,12760,Danny Ellis,3
2007,244,0,27447,John Ellis,3
2007,244,0,20585,Niclas Fasth,3
2007,244,0,31416,Derek Fathauer,3
2007,244,0,12695,Robert Floyd,3
2007,244,0,24184,Alastair Forsyth,3
2007,244,0,12645,Brent Geiberger,3
2007,244,0,27576,Anton Haig,3
2007,244,0,22792,Peter Hanson,3
2007,244,0,12449,Ryan Howison,3
2007,244,0,9067,Steve Isley,3
2007,244,0,10821,Toshi Izawa,3
2007,244,0,1569,Peter Jacobsen,3
2007,244,0,20832,Raphael Jacquelin,3
2007,244,0,1599,Steve Jones,3
2007,244,0,20218,Shingo Katayama,3
2007,244,0,30926,Chris Kirk,3
2007,244,0,6332,Neal Lancaster,3
2007,244,0,1666,Bernhard Langer,3
2007,244,0,26770,James Lepp,3
2007,244,0,1685,J.L. Lewis,3
2007,244,0,27129,Luke List,3
2007,244,0,1723,Andrew Magee,3
2007,244,0,6090,Jim McGovern,3
2007,244,0,1823,Larry Mize,3
2007,244,0,23091,Alan Morin,3
2007,244,0,23174,Jake Narro,3
2007,244,0,22348,Nick O'Hern,3
2007,244,0,1887,Mark O'Meara,3
2007,244,0,28456,Andrew Ruthkoski,3
2007,244,0,28246,Achi Sato,3
2007,244,0,23043,Paul Sheehan,3
2007,244,0,7013,Wes Short Jr.,3
2007,244,0,20686,Jeev Milkha Singh,3
2007,244,0,7707,Mike Small,3
2007,244,0,2106,Chris Smith,3
2007,244,0,2110,Jerry Smith,3
2007,244,0,25679,B.J. Staten,3
2007,244,0,21528,Henrik Stenson,3
2007,244,0,24459,Richard Sterne,3
2007,244,0,22582,Kyle Thompson,3
2007,244,0,23824,Oliver Thomson,3
2007,244,0,2215,Paul Trittler,3
2007,244,0,2245,Grant Waite,3
2007,244,0,20396,Lee Westwood,3
2007,244,0,2294,Willie Wood,3
2007,311,0,28633,Scott Abbott,2
2007,311,0,23778,Brad Adamonis,2
2007,311,0,20367,Fredrik Andersson Hed,2
2007,311,0,12546,Peter Baker,2
2007,311,0,1051,Seve Ballesteros,2
2007,311,0,25896,Ryan Benzel,2
2007,311,0,7003,David Berganio Jr.,2
2007,311,0,20369,John Bickerton,2
2007,311,0,10944,Thomas Bjørn,2
2007,311,0,1096,Phil Blackmar,2
2007,311,0,6214,Guy Boros,2
2007,311,0,25274,Steven Bowditch,2
2007,311,0,20945,Markus Brier,2
2007,311,0,6809,Bob Burns,2
2007,311,0,30824,Andy Choi,2
2007,311,0,29741,Victor Ciesielski,2
2007,311,0,1200,Keith Clearwater,2
2007,311,0,1203,Russ Cochran,2
2007,311,0,1226,Fred Couples,2
2007,311,0,19883,Joe Daley,2
2007,311,0,25108,Chip Deason,2
2007,311,0,22276,David Diaz,2
2007,311,0,22983,Bradley Dredge,2
2007,311,0,23409,James Driscoll,2
2007,311,0,30106,Efren Serna Espinoza,2
2007,311,0,28307,Matt Every,2
2007,311,0,1326,Nick Faldo,2
2007,311,0,29725,Tony Finau,2
2007,311,0,27896,Ross Fisher,2
2007,311,0,1355,Raymond Floyd,2
2007,311,0,29740,Brad Fritsch,2
2007,311,0,1378,David Frost,2
2007,311,0,29419,Tadd Fujikawa,2
2007,311,0,8725,Tom Gillis,2
2007,311,0,1418,Bill Glasson,2
2007,311,0,29720,Andres Gonzales,2
2007,311,0,7941,Mike Grob,2
2007,311,0,6044,Scott Gump,2
2007,311,0,23624,Soren Hansen,2
2007,311,0,22896,Grégory Havret,2
2007,311,0,6617,Brian Henninger,2
2007,311,0,25923,Scott Heyn,2
2007,311,0,28104,Tim Huber,2
2007,311,0,24511,Thongchai Jaidee,2
2007,311,0,19958,Miguel Angel Jiménez,2
2007,311,0,6573,Brandt Jobe,2
2007,311,0,1619,Skip Kendall,2
2007,311,0,22032,Tomohiro Kondo,2
2007,311,0,29421,John Koskinen,2
