YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,NUMBER OF HOLES
2024,311,0,48632,Yuto Katsuragawa,3
2024,311,0,27408,Martin Kaymer,3
2024,311,0,63454,Johnny Keefer,3
2024,311,0,36689,Brooks Koepka,3
2024,311,0,32627,Espen Kofstad,3
2024,311,0,29670,Pablo Larrazabal,3
2024,311,0,65252,Kyle Martin,3
2024,311,0,29675,Dan McCarthy,3
2024,311,0,59141,Matt McCarty,3
2024,311,0,40042,Tyler McCumber,3
2024,311,0,31202,William McGirt,3
2024,311,0,47102,David Micheluzzi,3
2024,311,0,1810,Phil Mickelson,3
2024,311,0,39834,Guido Migliozzi,3
2024,311,0,63766,William Moll,3
2024,311,0,28593,Jesse Mueller,3
2024,311,0,46601,Trey Mullinax,3
2024,311,0,58188,James Nicholas,3
2024,311,0,45486,Joaquin Niemann,3
2024,311,0,28475,Jeff Overton,3
2024,311,0,59160,John Pak,3
2024,311,0,48051,Yannik Paul,3
2024,311,0,25240,D.A. Points,3
2024,311,0,61193,David Puig,3
2024,311,0,46970,Jon Rahm,3
2024,311,0,34360,Patrick Reed,3
2024,311,0,39335,Kevin Roy,3
2024,311,0,66290,Miles Russell,3
2024,311,0,23621,Rory Sabbatini,3
2024,311,0,34610,Matthias Schwab,3
2024,311,0,59548,Matt Sharpstene,3
2024,311,0,63181,Braden Shattuck,3
2024,311,0,23481,Marcel Siem,3
2024,311,0,51454,Camiko Smith,3
2024,311,0,54364,Stephen Stallings Jr.,3
2024,311,0,31560,Brian Stuard,3
2024,311,0,54218,Yuta Sugiura,3
2024,311,0,57586,Jesper Svensson,3
2024,311,0,23788,D.J. Trahan,3
2024,311,0,59827,Tom Vaillant,3
2024,311,0,35469,Sebastián Vázquez,3
2024,311,0,31113,Paul Waring,3
2024,311,0,27095,Nick Watney,3
2024,311,0,25804,Bubba Watson,3
2024,311,0,52411,Kyle Westmoreland,3
2024,311,0,35709,Jeff Winther,3
2024,311,0,8793,Tiger Woods,3
2024,392,0,24461,Thomas Aiken,2
2024,392,0,49303,Anders Albertson,2
2024,392,0,57321,Matthew Anderson,2
2024,392,0,45194,Marcus Armitage,2
2024,392,0,51661,Nick Bachem,2
2024,392,0,32622,Matthew Baldwin,2
2024,392,0,35490,Wil Bateman,2
2024,392,0,48001,Zach Bauchou,2
2024,392,0,66624,Parker Bell,2
2024,392,0,49117,Isidro Benitez,2
2024,392,0,66506,Josh Bevell,2
2024,392,0,65069,Dylan Brack,2
2024,392,0,65880,Gunnar Broin,2
2024,392,0,66417,Blades Brown,2
2024,392,0,57259,Daniel Brown,2
2024,392,0,29479,Scott Brown,2
2024,392,0,33974,Dean Burmester,2
2024,392,0,34362,Laurie Canter,2
2024,392,0,47847,Ivan Cantero Gutierrez,2
2024,392,0,20472,Alex Cejka,2
2024,392,0,58303,Ryan Celano,2
2024,392,0,66651,Jakob Chicoyne,2
2024,392,0,55460,Sam Choi,2
2024,392,0,51151,Todd Clements,2
2024,392,0,51895,Ryan Cole,2
2024,392,0,59570,Tyler Collet,2
2024,392,0,24494,Erik Compton,2
2024,392,0,56555,Myles Creighton,2
2024,392,0,39524,Sean Crocker,2
2024,392,0,31681,Louis de Jager,2
2024,392,0,47959,Bryson DeChambeau,2
2024,392,0,59608,Morgan Deneen,2
2024,392,0,35376,Roberto Díaz,2
2024,392,0,56643,Manuel Elvira,2
2024,392,0,50223,Ewen Ferguson,2
2024,392,0,65312,Charlie Flynn,2
2024,392,0,37066,Grant Forrest,2
2024,392,0,47960,Simon Forsström,2
2024,392,0,20376,Stephen Gallacher,2
2024,392,0,46033,Daniel Gavins,2
2024,392,0,46402,Talor Gooch,2
2024,392,0,61534,Jeffrey Guan,2
2024,392,0,46301,Juan Jose Guerra,2
2024,392,0,49790,Danny Guise,2
2024,392,0,54876,Chen Guxin,2
2024,392,0,46724,Jeong Woo Ham,2
2024,392,0,56743,Chad Hambright,2
2024,392,0,52462,Chase Hanna,2
2024,392,0,20766,Padraig Harrington,2
2024,392,0,26758,David Hearn,2
2024,392,0,25444,Justin Hicks,2
2024,392,0,58547,Austin Hitt,2
2024,392,0,39393,Brad Hopfinger,2
2024,392,0,47989,Sam Horsfield,2
2024,392,0,30852,Ryo Ishikawa,2
2024,392,0,59743,Aguri Iwasaki,2
2024,392,0,27747,Hiroshi Iwata,2
2024,392,0,31138,Scott Jamieson,2
2024,392,0,57688,Casey Jarvis,2
2024,392,0,65465,Connor Jones,2
2024,392,0,60736,Tobias Jonsson,2
2024,392,0,60328,Cam Kellett,2
2024,392,0,66346,Bryan Kim,2
2024,392,0,34500,Ryosuke Kinoshita,2
2024,392,0,59283,George Kneiser,2
2024,392,0,54621,Kazuma Kobori,2
2024,392,0,66701,Jackson Koivun,2
2024,392,0,56349,Chris Korte,2
2024,392,0,34364,David Law,2
2024,392,0,31109,Richard Lee,2
2024,392,0,34409,David Lingmerth,2
2024,392,0,28300,Joost Luiten,2
2024,392,0,66562,Justin Matthews,2
2024,392,0,60015,Logan McAllister,2
2024,392,0,47349,Michael McGowan,2
2024,392,0,50823,Tom McKibbin,2
2024,392,0,24490,George McNeill,2
2024,392,0,33674,Adrian Meronk,2
2024,392,0,6515,Shaun Micheel,2
2024,392,0,23814,Edoardo Molinari,2
2024,392,0,64690,Omar Morales,2
2024,392,0,29256,James Morrison,2
2024,392,0,64624,Tommy Morrison,2
2024,392,0,49228,Keita Nakajima,2
2024,392,0,61081,Rintaro Nakano,2
2024,392,0,55370,Renato Naula,2
2024,392,0,35706,Niklas Norgaard,2
2024,392,0,64431,David Nyfjall,2
2024,392,0,62848,Zac Oakley,2
2024,392,0,55965,Jacob Skov Olesen,2
2024,392,0,34575,Adrian Otaegui,2
2024,392,0,55892,Étienne Papineau,2
2024,392,0,37157,Renato Paratore,2
2024,392,0,66249,Evan Pena,2
2024,392,0,52287,David Ravetto,2
2024,392,0,45165,Graeme Robertson,2
2024,392,0,65374,Brandon Robinson Thompson,2
2024,392,0,56781,Isaiah Salinda,2
2024,392,0,59692,John Sand,2
2024,392,0,33951,Julio Santos,2
2024,392,0,49036,Lorenzo Scalise,2
2024,392,0,57737,Jayden Schaper,2
2024,392,0,63568,Calum Scott,2
2024,392,0,31569,Jason Scrivener,2
2024,392,0,37410,Hiram Silfa,2
2024,392,0,6567,Vijay Singh,2
2024,392,0,46464,Jordan Smith,2
2024,392,0,46405,Sebastian Soderberg,2
2024,392,0,56297,John Somers,2
2024,392,0,40181,Clément Sordet,2
2024,392,0,50717,Josh Speight,2
2024,392,0,30110,Kyle Stanley,2
2024,392,0,21528,Henrik Stenson,2
2024,392,0,27963,Chris Stroud,2
2024,392,0,33023,Ockie Strydom,2
2024,392,0,56513,Jasper Stubbs,2
2024,392,0,48929,Santiago Tarrio,2
2024,392,0,52144,Braden Thornberry,2
2024,392,0,32659,Darius Van Driel,2
2024,392,0,65580,Ben Warian,2
2024,392,0,66343,Alex Welch,2
2024,392,0,30681,Eric West,2
2024,392,0,33117,Dale Whitnell,2
2024,392,0,52655,Herman Wibe-Sekne,2
2024,392,0,33936,Gunner Wiebe,2
2024,392,0,29454,Bernd Wiesberger,2
2024,392,0,25349,Tim Wilkinson,2
2024,392,0,32139,Danny Willett,2
2024,392,0,55940,Andrew Wilson,2
2024,392,0,49964,Aaron Wise,2
2024,392,0,33870,Ashun Wu,2
2024,392,0,58082,Aram Yenidjeian,2
2024,392,0,56100,Ren Yonezawa,2
2024,525,0,66415,Ryan Abbate,1
2024,525,0,51856,Tom Adrounie,1
2024,525,0,64267,Blaze Akana,1
2024,525,0,67118,Kihei Akina,1
2024,525,0,45526,Abraham Ancer,1
2024,525,0,52370,Mason Andersen,1
2024,525,0,1024,Billy Andrade,1
2024,525,0,30978,Kiradech Aphibarnrat,1
2024,525,0,52096,Adri Arnaus,1
2024,525,0,45527,Kevin Aylwin,1
2024,525,0,23614,Rich Beem,1
2024,525,0,58248,Nick Bienz,1
2024,525,0,50759,Michael Blair,1
2024,525,0,1098,Jay Don Blake,1
2024,525,0,54788,Chandler Blanchet,1
2024,525,0,66190,Steve Bogdanoff,1
2024,525,0,58065,Denwit David Boriboonsub,1
2024,525,0,51735,Evan Bowser,1
2024,525,0,63459,Dan Bradbury,1
2024,525,0,46443,Brian Campbell,1
2024,525,0,59440,Ricky Castillo,1
2024,525,0,45734,John Catlin,1
2024,525,0,45702,Rodolfo Cazaubon,1
2024,525,0,57492,Eugenio Chacarra,1
2024,525,0,51671,Alex Chiarella,1
2024,525,0,34306,John Chin,1
2024,525,0,19825,Darren Clarke,1
2024,525,0,35557,Aaron Cockerill,1
2024,525,0,51458,Preston Cole,1
2024,525,0,1226,Fred Couples,1
2024,525,0,60009,Reid Davenport,1
2024,525,0,21753,Brian Davis,1
2024,525,0,37094,Joseph Dean,1
2024,525,0,57320,Joe Deraney,1
2024,525,0,51690,Taylor Dickson,1
2024,525,0,63196,Wenyi Ding,1
2024,525,0,36983,Matt Dobyns,1
2024,525,0,39201,Nacho Elvira,1
2024,525,0,20721,Darren Fichardt,1
2024,525,0,57123,Steven Fisk,1
2024,525,0,65256,David Ford,1
2024,525,0,49893,Mark Geddes,1
2024,525,0,59476,Angelo Giantsopoulos,1
2024,525,0,32662,Michael Gligic,1
2024,525,0,59869,Larkin Gross,1
2024,525,0,51989,Jordan Gumberg,1
2024,525,0,60065,Ryan Hall,1
2024,525,0,32686,Takahiro Hataji,1
2024,525,0,29930,Mike Hendry,1
2024,525,0,66246,Kelvin Hernandez,1
2024,525,0,58785,Michael Herrera,1
2024,525,0,63774,Caleb Hicks,1
2024,525,0,1547,Reed Hughes,1
2024,525,0,29327,Sam Hutsby,1
2024,525,0,47277,Daniel Iceman,1
2024,525,0,12195,Tom Johnson,1
2024,525,0,58391,Jared Jones,1
2024,525,0,64053,Nick Jones,1
2024,525,0,58652,Sam Jones,1
2024,525,0,51366,Riki Kawamoto,1
2024,525,0,32815,Masahiro Kawamura,1
2024,525,0,39992,Jeff Kellen,1
2024,525,0,50323,Minkyu Kim,1
2024,525,0,55077,Frederik Kjettrup,1
2024,525,0,36852,Jim Knous,1
2024,525,0,56987,Jeong Weon Ko,1
2024,525,0,51190,Guntaek Koh,1
2024,525,0,27797,Derek Lamely,1
2024,525,0,10860,Justin Leonard,1
2024,525,0,51441,KK Limbhasut,1
2024,525,0,48585,Charlie Lindh,1
2024,525,0,63806,Hunter Logan,1
2024,525,0,55509,Hurly Long,1
2024,525,0,58936,Thomas Longbella,1
2024,525,0,51911,Anthony Maccaglia,1
2024,525,0,50006,Willie Mack III,1
2024,525,0,59684,Jackson Markham,1
2024,525,0,64033,Luis Masaveu,1
2024,525,0,67803,Bowen Mauss,1
2024,525,0,60203,Jon Mayer,1
2024,525,0,59409,Ashton McCulloch,1
2024,525,0,56353,Callum McNeill,1
2024,525,0,58381,Kyle Mendoza,1
2024,525,0,67894,Jacob Modleski,1
2024,525,0,66106,Jaime Montojo,1
2024,525,0,39537,Chris Naegel,1
2024,525,0,65529,Liam Nolan,1
2024,525,0,22046,Geoff Ogilvy,1
2024,525,0,46270,Takashi Ogiso,1
2024,525,0,57944,Andy Ogletree,1
2024,525,0,6373,José María Olazábal,1
2024,525,0,55623,Kaito Onishi,1
2024,525,0,26329,Louis Oosthuizen,1
2024,525,0,32797,Sanghyun Park,1
2024,525,0,51314,Julian Perico,1
2024,525,0,58551,Marc-Olivier Plasse,1
2024,525,0,47567,Ben Polland,1
2024,525,0,27556,Ted Potter Jr.,1
2024,525,0,66744,Colin Prater,1
2024,525,0,35946,Willy Pumarol,1
2024,525,0,29476,Kyle Reifers,1
2024,525,0,54303,Charlie Reiter,1
2024,525,0,59680,Jose Antonio Safa,1
2024,525,0,64442,Gordon Sargent,1
2024,525,0,59020,Luke Schniederjans,1
2024,525,0,26331,Charl Schwartzel,1
2024,525,0,56625,Max Sear,1
2024,525,0,65496,Cole Sherwood,1
2024,525,0,46035,Callum Shinkwin,1
2024,525,0,59184,Ben Sigel,1
2024,525,0,54185,Elvis Smylie,1
2024,525,0,36521,Young-han Song,1
2024,525,0,30933,Jeff Sorenson,1
2024,525,0,35174,Matthew Southgate,1
2024,525,0,26679,Kevin Stadler,1
2024,525,0,49801,Preston Stanley,1
2024,525,0,66247,Gareth Steyn,1
2024,525,0,35413,Kevin Stinson,1
2024,525,0,60019,Jackson Suber,1
2024,525,0,65994,Joe Sullivan,1
2024,525,0,29425,Andrew Svoboda,1
2024,525,0,65110,Brendan Valdes,1
2024,525,0,66063,Altin van der Merwe,1
2024,525,0,28114,Dawie van der Walt,1
2024,525,0,59629,Ryan van Velzen,1
2024,525,0,35658,Kris Ventura,1
2024,525,0,23531,Tracy Vest,1
2024,525,0,59204,Andrew Walker,1
2024,525,0,39958,Jeunghun Wang,1
2024,525,0,48705,Dalton Ward,1
2024,525,0,46628,Jeremy Wells,1
2024,525,0,50474,Tim Widing,1
2024,525,0,66745,Wells Williams,1
2024,525,0,27506,Oliver Wilson,1
2024,525,0,50012,Wyatt Worthington II,1
2024,525,0,60222,Austin Wylie,1
2024,525,0,24663,Y.E. Yang,1
2023,1,0,20229,Stewart Cink,17
2023,2,0,46970,Jon Rahm,16
2023,3,0,29970,Dylan Frittelli,15
2023,4,0,25686,Jason Dufner,14
2023,4,0,32102,Rickie Fowler,14
2023,4,0,28775,Nate Lashley,14
2023,7,0,51070,Vincent Norrman,13
2023,7,0,47128,Richy Werenski,13
2023,9,0,33597,Harry Higgs,12
2023,9,0,37455,Si Woo Kim,12
2023,9,0,55182,Tom Kim,12
