YEAR,RANK,MOVEMENT,PLAYER_ID,PLAYER,%,SUCCESSES,ATTEMPTS
2024,40,0,55182,Tom Kim,59.09%,52,88
2024,40,0,34256,Andrew Putnam,59.09%,52,88
2024,42,0,39975,Michael Kim,59.02%,36,61
2024,43,0,55789,Taylor Montgomery,58.97%,46,78
2024,43,0,49960,Sepp Straka,58.97%,46,78
2024,45,0,51287,Ryo Hisatsune,58.90%,43,73
2024,45,0,33204,Shane Lowry,58.90%,43,73
2024,47,0,30927,Brendon Todd,58.87%,83,141
2024,48,0,22405,Justin Rose,58.67%,44,75
2024,49,0,33448,Justin Thomas,58.57%,41,70
2024,50,0,51977,Max Greyserman,58.44%,45,77
2024,51,0,32791,K.H. Lee,58.42%,59,101
2024,52,0,32757,Patton Kizzire,58.33%,28,48
2024,53,0,40250,Taylor Pendrith,58.11%,43,74
2024,53,0,47995,Davis Riley,58.11%,43,74
2024,55,0,34255,Joseph Bramlett,57.78%,52,90
2024,55,0,57366,Cameron Young,57.78%,52,90
2024,57,0,30163,Henrik Norlander,57.69%,30,52
2024,57,0,46414,Aaron Rai,57.69%,45,78
2024,59,0,47806,Raul Pereda,57.63%,34,59
2024,60,0,47420,Jake Knapp,57.50%,46,80
2024,61,0,47591,Eric Cole,57.29%,55,96
2024,62,0,33948,Byeong Hun An,57.14%,40,70
2024,62,0,29420,Billy Horschel,57.14%,52,91
2024,64,0,35450,Patrick Cantlay,56.92%,37,65
2024,65,0,54591,Ben Griffin,56.57%,56,99
2024,66,0,40115,Adam Svensson,56.52%,65,115
2024,67,0,32640,Troy Merritt,56.45%,35,62
2024,67,0,48887,Matt Wallace,56.45%,35,62
2024,69,0,51766,Wyndham Clark,56.41%,44,78
2024,70,0,34587,Chan Kim,56.34%,40,71
2024,70,0,50188,S.H. Kim,56.34%,80,142
2024,72,0,35461,Beau Hossler,56.18%,50,89
2024,72,0,58168,Davis Thompson,56.18%,50,89
2024,74,0,33408,Tyson Alexander,56.00%,42,75
2024,74,0,47663,Kevin Dougherty,56.00%,28,50
2024,76,0,47679,Victor Perez,55.95%,47,84
2024,77,0,47483,Will Zalatoris,55.88%,38,68
2024,78,0,29936,Ryan Fox,55.84%,43,77
2024,79,0,52375,Doug Ghim,55.81%,48,86
2024,79,0,52453,Nicolai Højgaard,55.81%,24,43
2024,81,0,28252,Seamus Power,55.56%,55,99
2024,82,0,29908,C.T. Pan,55.41%,41,74
2024,83,0,54576,Patrick Fishburn,55.32%,26,47
2024,83,0,46113,Ryan McCormick,55.32%,26,47
2024,85,0,40098,Matt Fitzpatrick,55.26%,42,76
2024,86,0,32070,Rafael Campos,55.10%,27,49
2024,86,0,31646,Emiliano Grillo,55.10%,54,98
2024,88,0,36326,David Lipsky,55.07%,38,69
2024,89,0,28089,Jason Day,55.06%,49,89
2024,90,0,26596,Ryan Moore,55.00%,33,60
2024,91,0,40058,Zac Blair,54.95%,50,91
2024,92,0,33653,Thomas Detry,54.74%,52,95
2024,93,0,51894,Vince Whaley,54.69%,35,64
2024,94,0,35532,Tom Hoge,54.62%,65,119
2024,95,0,32367,Jorge Campillo,54.55%,24,44
2024,96,0,27064,Jhonattan Vegas,54.39%,31,57
2024,97,0,32102,Rickie Fowler,54.32%,44,81
2024,97,0,37455,Si Woo Kim,54.32%,44,81
2024,99,0,30926,Chris Kirk,54.26%,51,94
2024,100,0,52215,Robert MacIntyre,54.17%,39,72
2024,101,0,60004,Jacob Bridgeman,54.10%,33,61
2024,102,0,47983,Chad Ramey,53.93%,48,89
2024,103,0,46340,Alex Smalley,53.70%,29,54
2024,104,0,57900,Chandler Phillips,53.49%,46,86
2024,105,0,51070,Vincent Norrman,53.45%,31,58
2024,106,0,24024,Zach Johnson,53.19%,25,47
2024,107,0,59442,Parker Coody,53.13%,34,64
2024,108,0,54421,Garrick Higgo,53.09%,43,81
2024,109,0,45609,Tyler Duncan,52.86%,37,70
2024,109,0,50493,Justin Suh,52.86%,37,70
2024,111,0,34466,Peter Malnati,52.81%,47,89
2024,112,0,59836,Pierceson Coody,52.58%,51,97
2024,113,0,52513,Carson Young,52.56%,41,78
2024,114,0,25900,Lucas Glover,52.38%,44,84
2024,115,0,27644,Brian Harman,51.95%,40,77
2024,116,0,40162,Justin Lower,51.85%,42,81
2024,117,0,27349,Alex Noren,51.76%,44,85
2024,118,0,27770,Camilo Villegas,51.67%,31,60
2024,119,0,59866,Nick Dunlap,51.39%,37,72
2024,120,0,27129,Luke List,51.35%,38,74
2024,121,0,51997,Andrew Novak,51.28%,40,78
2024,121,0,27649,Brandt Snedeker,51.28%,40,78
2024,123,0,23108,Matt Kuchar,51.16%,44,86
2024,124,0,48117,Kurt Kitayama,50.82%,31,61
2024,125,0,48867,Matti Schmid,50.72%,35,69
2024,126,0,12716,Charley Hoffman,50.67%,38,75
2024,127,0,59143,Mac Meissner,50.62%,41,81
2024,128,0,56630,Akshay Bhatia,50.55%,46,91
2024,129,0,34374,Erik Barnes,50.00%,31,62
2024,129,0,33141,Keegan Bradley,50.00%,31,62
2024,129,0,36801,Mark Hubbard,50.00%,52,104
2024,129,0,39971,Sungjae Im,50.00%,40,80
2024,129,0,50525,Collin Morikawa,50.00%,36,72
2024,129,0,50095,Austin Smotherman,50.00%,17,34
2024,129,0,48119,Ben Taylor,50.00%,43,86
2024,136,0,40006,Erik van Rooyen,49.41%,42,85
2024,137,0,36799,Stephan Jaeger,49.40%,41,83
2024,138,0,36699,Patrick Rodgers,49.38%,40,81
2024,139,0,48699,Callum Tarren,49.25%,33,67
2024,140,0,34563,Chesson Hadley,49.23%,32,65
2024,141,0,39997,Corey Conners,48.91%,45,92
2024,142,0,46717,Viktor Hovland,48.89%,22,45
2024,143,0,34046,Jordan Spieth,48.57%,34,70
2024,144,0,28420,Ryan Brehm,48.53%,33,68
2024,144,0,55454,Carl Yuan,48.53%,33,68
2024,146,0,38991,Alejandro Tosti,48.48%,32,66
2024,147,0,45242,Kevin Yu,48.33%,29,60
2024,148,0,54783,Dylan Wu,48.10%,38,79
2024,149,0,37275,Sam Ryder,47.62%,30,63
2024,149,0,32333,Kevin Tway,47.62%,30,63
2024,151,0,39546,Keith Mitchell,47.30%,35,74
2024,152,0,52374,Brandon Wu,47.22%,34,72
2024,153,0,51890,Greyson Sigg,46.88%,30,64
2024,154,0,29535,Brice Garnett,46.67%,14,30
2024,155,0,48153,Matthieu Pavon,46.43%,26,56
2024,156,0,46441,Robby Shelton,46.34%,38,82
2024,157,0,35310,Lanto Griffin,46.27%,31,67
2024,158,0,37378,Min Woo Lee,45.95%,34,74
2024,159,0,48084,Wesley Bryan,45.71%,16,35
2024,159,0,50497,Adrien Dumont de Chassart,45.71%,32,70
2024,161,0,55708,Hayden Buckley,45.57%,36,79
2024,162,0,60767,Blaine Hale Jr.,45.45%,20,44
2024,163,0,40026,Daniel Berger,45.16%,28,62
2024,164,0,27139,David Skinns,45.12%,37,82
2024,165,0,57362,Austin Eckroat,44.83%,39,87
2024,165,0,36884,Ben Kohles,44.83%,39,87
2024,167,0,51349,Nico Echavarria,44.44%,36,81
2024,168,0,36871,Matt NeSmith,43.75%,28,64
2024,169,0,60067,Joe Highsmith,43.64%,24,55
2024,170,0,33399,Adam Hadwin,43.18%,38,88
2024,171,0,29478,Kevin Kisner,43.08%,28,65
2024,172,0,34076,Joel Dahmen,43.04%,34,79
2024,173,0,27330,Josh Teater,42.86%,18,42
2024,174,0,59095,Chris Gotterup,42.71%,41,96
2024,175,0,31323,Gary Woodland,42.68%,35,82
2024,176,0,27214,Kevin Streelman,42.65%,29,68
2024,177,0,37212,Paul Barjon,42.42%,28,66
2024,178,0,52514,Trace Crowe,42.03%,29,69
2024,179,0,47988,Nick Hardy,41.86%,36,86
2024,180,0,32366,Kevin Chappell,41.18%,14,34
2024,181,0,45157,Cam Davis,39.77%,35,88
2024,182,0,52372,Cameron Champ,38.57%,27,70
2024,183,0,51696,Rico Hoey,37.66%,29,77
2024,184,0,48319,Tom Whitney,31.82%,14,44
2023,1,0,32816,Satoshi Kodaira,70.73%,29,41
2023,2,0,48084,Wesley Bryan,67.65%,23,34
2023,3,0,34256,Andrew Putnam,67.27%,74,110
2023,4,0,31202,William McGirt,65.96%,31,47
2023,5,0,34363,Tyrrell Hatton,65.71%,46,70
2023,5,0,24140,Sean O'Hair,65.71%,23,35
2023,7,0,48887,Matt Wallace,65.59%,61,93
2023,8,0,51766,Wyndham Clark,65.56%,59,90
2023,9,0,46435,Austin Cook,65.52%,57,87
2023,10,0,51997,Andrew Novak,64.79%,46,71
2023,11,0,39977,Max Homa,64.77%,57,88
2023,12,0,23108,Matt Kuchar,63.95%,55,86
2023,13,0,27974,Sung Kang,63.64%,21,33
2023,13,0,34046,Jordan Spieth,63.64%,49,77
2023,15,0,48081,Xander Schauffele,63.51%,47,74
2023,16,0,46046,Scottie Scheffler,63.08%,41,65
2023,17,0,31577,Tano Goya,62.92%,56,89
2023,18,0,37338,Zecheng Dou,62.50%,50,80
2023,19,0,34466,Peter Malnati,62.24%,61,98
2023,20,0,46340,Alex Smalley,62.14%,64,103
2023,21,0,47504,Sam Burns,61.54%,64,104
2023,22,0,24024,Zach Johnson,61.19%,41,67
2023,23,0,24925,Jonathan Byrd,60.87%,28,46
2023,24,0,40250,Taylor Pendrith,60.81%,45,74
2023,25,0,45522,Christiaan Bezuidenhout,60.61%,60,99
2023,26,0,30926,Chris Kirk,60.56%,43,71
2023,27,0,39058,Lucas Herbert,60.26%,47,78
2023,28,0,57975,Harry Hall,60.18%,68,113
2023,29,0,52955,Ludvig Åberg,60.00%,21,35
2023,29,0,32791,K.H. Lee,60.00%,48,80
2023,29,0,27963,Chris Stroud,60.00%,33,55
2023,29,0,33448,Justin Thomas,60.00%,36,60
2023,33,0,37275,Sam Ryder,59.78%,55,92
2023,34,0,46442,Maverick McNealy,59.72%,43,72
2023,35,0,28237,Rory McIlroy,59.68%,37,62
2023,36,0,25818,Scott Piercy,59.38%,57,96
2023,37,0,22371,Aaron Baddeley,59.26%,48,81
2023,38,0,55708,Hayden Buckley,59.09%,52,88
2023,39,0,36801,Mark Hubbard,59.00%,59,100
2023,40,0,30692,Scott Stallings,58.97%,46,78
2023,41,0,47079,Harrison Endycott,58.42%,59,101
2023,42,0,33399,Adam Hadwin,58.41%,66,113
2023,43,0,35461,Beau Hossler,58.33%,77,132
2023,43,0,26596,Ryan Moore,58.33%,35,60
2023,45,0,28420,Ryan Brehm,57.95%,51,88
2023,45,0,35901,Paul Haley II,57.95%,51,88
2023,47,0,57366,Cameron Young,57.78%,26,45
2023,48,0,22056,Cameron Percy,57.69%,30,52
2023,48,0,22405,Justin Rose,57.69%,30,52
2023,50,0,55182,Tom Kim,57.58%,38,66
2023,51,0,33653,Thomas Detry,57.47%,50,87
2023,52,0,27936,Martin Laird,57.33%,43,75
2023,53,0,32102,Rickie Fowler,57.32%,47,82
2023,53,0,33410,Andrew Landry,57.32%,47,82
2023,55,0,49298,Kramer Hickok,57.30%,51,89
2023,56,0,12716,Charley Hoffman,57.14%,32,56
2023,56,0,46717,Viktor Hovland,57.14%,36,63
2023,58,0,47993,Denny McCarthy,56.90%,66,116
2023,59,0,51634,Sahith Theegala,56.86%,58,102
2023,60,0,29420,Billy Horschel,56.79%,46,81
2023,61,0,47347,Adam Schenk,56.56%,69,122
2023,62,0,40115,Adam Svensson,56.45%,70,124
2023,63,0,35310,Lanto Griffin,56.25%,27,48
2023,64,0,27349,Alex Noren,56.12%,55,98
2023,65,0,34563,Chesson Hadley,56.10%,46,82
2023,66,0,50188,S.H. Kim,55.93%,66,118
2023,67,0,49947,Taylor Moore,55.91%,52,93
2023,68,0,51070,Vincent Norrman,55.74%,34,61
2023,69,0,33141,Keegan Bradley,55.71%,39,70
2023,70,0,27214,Kevin Streelman,55.66%,59,106
2023,71,0,36724,Augusto Núñez,55.56%,40,72
2023,71,0,35617,Martin Trainer,55.56%,25,45
2023,73,0,46414,Aaron Rai,55.45%,61,110
2023,74,0,47591,Eric Cole,55.30%,73,132
2023,75,0,34431,Robert Streb,55.22%,37,67
2023,76,0,58967,Trevor Werbylo,55.21%,53,96
2023,77,0,29725,Tony Finau,55.17%,32,58
2023,78,0,40162,Justin Lower,55.13%,43,78
2023,79,0,35449,Adam Long,55.08%,65,118
2023,80,0,39975,Michael Kim,55.00%,44,80
2023,80,0,48867,Matti Schmid,55.00%,33,60
2023,82,0,27644,Brian Harman,54.95%,50,91
2023,83,0,36699,Patrick Rodgers,54.90%,56,102
2023,84,0,29535,Brice Garnett,54.84%,34,62
2023,85,0,45609,Tyler Duncan,54.79%,40,73
2023,86,0,39546,Keith Mitchell,54.76%,46,84
2023,87,0,46441,Robby Shelton,54.72%,58,106
2023,88,0,28775,Nate Lashley,54.65%,47,86
2023,89,0,35532,Tom Hoge,54.63%,59,108
2023,90,0,47983,Chad Ramey,54.55%,54,99
2023,91,0,33948,Byeong Hun An,54.47%,67,123
2023,92,0,30911,Tommy Fleetwood,54.32%,44,81
2023,93,0,40098,Matt Fitzpatrick,54.29%,38,70
2023,94,0,35879,Kelly Kraft,54.22%,45,83
2023,95,0,31560,Brian Stuard,54.17%,39,72
2023,95,0,30927,Brendon Todd,54.17%,52,96
2023,97,0,32333,Kevin Tway,54.13%,59,109
2023,98,0,55789,Taylor Montgomery,53.72%,65,121
2023,99,0,36871,Matt NeSmith,53.70%,58,108
2023,100,0,35450,Patrick Cantlay,53.45%,31,58
2023,101,0,54591,Ben Griffin,53.33%,56,105
2023,102,0,29221,Webb Simpson,53.25%,41,77
2023,103,0,32640,Troy Merritt,53.09%,43,81
2023,104,0,25632,Jimmy Walker,53.06%,52,98
2023,105,0,32757,Patton Kizzire,52.99%,62,117
2023,106,0,48117,Kurt Kitayama,52.94%,36,68
2023,107,0,51890,Greyson Sigg,52.75%,48,91
2023,108,0,45242,Kevin Yu,52.63%,30,57
2023,109,0,34099,Harris English,52.54%,62,118
2023,110,0,59018,Ryan Gerard,52.46%,32,61
2023,111,0,37455,Si Woo Kim,52.38%,44,84
2023,112,0,35506,Mackenzie Hughes,52.33%,45,86
2023,113,0,34409,David Lingmerth,52.11%,37,71
2023,114,0,52374,Brandon Wu,52.04%,51,98
2023,115,0,20229,Stewart Cink,51.76%,44,85
2023,115,0,29970,Dylan Frittelli,51.76%,44,85
2023,117,0,52375,Doug Ghim,51.35%,38,74
2023,118,0,33408,Tyson Alexander,51.30%,59,115
2023,119,0,34255,Joseph Bramlett,51.14%,45,88
2023,120,0,39997,Corey Conners,50.57%,44,87
2023,120,0,39324,J.J. Spaun,50.57%,44,87
2023,122,0,46601,Trey Mullinax,50.56%,45,89
2023,122,0,52513,Carson Young,50.56%,45,89
2023,124,0,36799,Stephan Jaeger,50.42%,60,119
2023,125,0,39067,MJ Daffue,50.00%,37,74
2023,125,0,25900,Lucas Glover,50.00%,29,58
2023,125,0,39954,Cody Gribble,50.00%,26,52
2023,125,0,29289,S.Y. Noh,50.00%,29,58
2023,125,0,29908,C.T. Pan,50.00%,19,38
2023,125,0,49771,J.T. Poston,50.00%,52,104
2023,125,0,39335,Kevin Roy,50.00%,27,54
2023,125,0,50493,Justin Suh,50.00%,56,112
2023,125,0,48699,Callum Tarren,50.00%,43,86
2023,125,0,48119,Ben Taylor,50.00%,56,112
2023,125,0,25493,Nick Taylor,50.00%,39,78
2023,136,0,54421,Garrick Higgo,49.53%,53,107
2023,137,0,33122,Russell Knox,49.43%,43,87
2023,138,0,51349,Nico Echavarria,49.40%,41,83
2023,139,0,40058,Zac Blair,49.32%,36,73
2023,140,0,50525,Collin Morikawa,49.09%,27,55
2023,141,0,56630,Akshay Bhatia,48.98%,24,49
2023,142,0,55893,Sam Stevens,48.89%,44,90
2023,143,0,28089,Jason Day,48.86%,43,88
2023,144,0,26476,Chez Reavie,48.84%,42,86
2023,145,0,19803,Ryan Armour,48.81%,41,84
2023,146,0,50095,Austin Smotherman,48.78%,40,82
2023,147,0,31557,Jim Herman,48.75%,39,80
2023,148,0,52411,Kyle Westmoreland,48.65%,36,74
2023,149,0,49453,Trevor Cone,48.53%,33,68
2023,150,0,54783,Dylan Wu,48.15%,39,81
2023,151,0,45157,Cam Davis,48.00%,36,75
2023,152,0,58696,Peter Kuest,47.73%,21,44
2023,152,0,28252,Seamus Power,47.73%,42,88
2023,154,0,39971,Sungjae Im,47.56%,39,82
2023,155,0,57362,Austin Eckroat,47.50%,38,80
2023,156,0,49960,Sepp Straka,47.37%,36,76
2023,157,0,32839,Hideki Matsuyama,47.14%,33,70
2023,158,0,33204,Shane Lowry,46.97%,31,66
2023,159,0,58168,Davis Thompson,46.81%,44,94
2023,160,0,30163,Henrik Norlander,46.75%,36,77
2023,161,0,25686,Jason Dufner,46.38%,32,69
2023,161,0,24502,Adam Scott,46.38%,32,69
2023,163,0,52453,Nicolai Hojgaard,46.15%,18,39
2023,163,0,49766,Hank Lebioda,46.15%,30,65
2023,163,0,51950,Max McGreevy,46.15%,36,78
2023,163,0,32139,Danny Willett,46.15%,36,78
2023,167,0,33413,Ben Martin,46.08%,47,102
2023,168,0,31323,Gary Woodland,46.07%,41,89
2023,169,0,47128,Richy Werenski,45.74%,43,94
2023,170,0,47995,Davis Riley,45.65%,42,92
2023,171,0,56762,Will Gordon,45.37%,49,108
2023,172,0,52372,Cameron Champ,45.31%,29,64
2023,173,0,47988,Nick Hardy,45.05%,41,91
2023,173,0,27129,Luke List,45.05%,41,91
2023,175,0,53165,Doc Redman,44.87%,35,78
2023,176,0,34076,Joel Dahmen,44.44%,36,81
2023,176,0,32662,Michael Gligic,44.44%,32,72
2023,176,0,54628,Lee Hodges,44.44%,40,90
2023,179,0,27095,Nick Watney,44.19%,38,86
2023,180,0,36326,David Lipsky,43.75%,49,112
2023,181,0,34610,Matthias Schwab,43.52%,47,108
2023,182,0,34098,Russell Henley,43.21%,35,81
2023,183,0,31646,Emiliano Grillo,43.14%,44,102
2023,184,0,32448,James Hahn,42.25%,30,71
2023,185,0,51491,Brandon Matthews,42.19%,27,64
2023,186,0,32366,Kevin Chappell,41.03%,16,39
2023,187,0,27554,Scott Harrington,40.96%,34,83
2023,188,0,23320,Ryan Palmer,40.24%,33,82
2023,189,0,55454,Carl Yuan,38.71%,24,62
2023,190,0,40006,Erik van Rooyen,38.46%,25,65
2023,191,0,51414,Brent Grant,38.33%,23,60
2023,191,0,46970,Jon Rahm,38.33%,23,60
2023,193,0,33597,Harry Higgs,37.66%,29,77
2022,1,0,33204,Shane Lowry,71.43,25,35
2022,2,0,32139,Danny Willett,67.92,36,53
2022,3,0,27214,Kevin Streelman,65.79,50,76
2022,4,0,40098,Matt Fitzpatrick,65.57,40,61
2022,5,0,32150,Michael Thompson,65.52,57,87
2022,6,0,29478,Kevin Kisner,65.45,36,55
2022,7,0,34256,Andrew Putnam,65.38,68,104
2022,8,0,28237,Rory McIlroy,64.81,35,54
2022,9,0,30163,Henrik Norlander,64.52,40,62
2022,10,0,46435,Austin Cook,64.29,36,56
2022,11,0,32662,Michael Gligic,63.79,37,58
2022,12,0,26851,Marc Leishman,63.24,43,68
2022,13,0,29970,Dylan Frittelli,63.16,60,95
2022,14,0,32791,K.H. Lee,62.96,68,108
2022,14,0,25198,Francesco Molinari,62.96,34,54
2022,16,0,40250,Taylor Pendrith,62.26,33,53
2022,17,0,27644,Brian Harman,62.24,61,98
2022,18,0,34360,Patrick Reed,62.16,46,74
2022,19,0,48084,Wesley Bryan,62.07,36,58
2022,20,0,32333,Kevin Tway,61.9,65,105
2022,21,0,36852,Jim Knous,61.54,24,39
2022,22,0,47993,Denny McCarthy,61.42,78,127
2022,23,0,27349,Alex Noren,60.78,31,51
2022,24,0,39997,Corey Conners,60.61,40,66
2022,25,0,33597,Harry Higgs,60.44,55,91
2022,26,0,29725,Tony Finau,60.0,42,70
2022,26,0,57366,Cameron Young,60.0,45,75
2022,28,0,51997,Andrew Novak,59.7,40,67
2022,29,0,33448,Justin Thomas,59.62,31,52
2022,29,0,37189,Harold Varner III,59.62,31,52
2022,31,0,46046,Scottie Scheffler,59.32,35,59
2022,32,0,24138,Ian Poulter,59.26,32,54
2022,33,0,23108,Matt Kuchar,59.21,45,76
2022,34,0,30944,Jason Kokrak,59.09,39,66
2022,35,0,31560,Brian Stuard,58.97,46,78
2022,36,0,24502,Adam Scott,58.9,43,73
2022,37,0,28252,Seamus Power,58.73,37,63
2022,38,0,49964,Aaron Wise,58.44,45,77
2022,39,0,24925,Jonathan Byrd,58.33,21,36
2022,39,0,21961,Charles Howell III,58.33,28,48
2022,39,0,49771,J.T. Poston,58.33,63,108
2022,42,0,35506,Mackenzie Hughes,58.24,53,91
2022,43,0,32102,Rickie Fowler,58.06,36,62
2022,44,0,33399,Adam Hadwin,58.02,47,81
2022,45,0,48117,Kurt Kitayama,58.0,29,50
2022,46,0,47529,Mito Pereira,57.75,41,71
2022,47,0,39058,Lucas Herbert,57.69,30,52
2022,47,0,51894,Vince Whaley,57.69,60,104
2022,49,0,34046,Jordan Spieth,57.58,38,66
2022,50,0,45522,Christiaan Bezuidenhout,57.45,27,47
2022,51,0,24361,Pat Perez,57.35,39,68
2022,52,0,29974,Branden Grace,57.14,32,56
2022,52,0,34563,Chesson Hadley,57.14,28,49
2022,54,0,47347,Adam Schenk,57.0,57,100
2022,55,0,33419,Cameron Tringale,56.98,49,86
2022,56,0,35532,Tom Hoge,56.96,45,79
2022,57,0,30927,Brendon Todd,56.79,46,81
2022,58,0,25493,Nick Taylor,56.7,55,97
2022,59,0,29420,Billy Horschel,56.67,34,60
2022,60,0,28114,Dawie van der Walt,56.25,36,64
2022,61,0,34431,Robert Streb,56.19,59,105
2022,62,0,49766,Hank Lebioda,56.16,41,73
2022,63,0,35617,Martin Trainer,56.12,55,98
2022,64,0,35110,Brett Drewitt,56.0,28,50
2022,65,0,40162,Justin Lower,55.77,29,52
2022,66,0,33122,Russell Knox,55.74,34,61
2022,67,0,30692,Scott Stallings,55.66,59,106
2022,68,0,23621,Rory Sabbatini,55.36,31,56
2022,69,0,45157,Cam Davis,55.17,48,87
2022,70,0,27974,Sung Kang,54.55,42,77
2022,70,0,27936,Martin Laird,54.55,30,55
2022,72,0,46414,Aaron Rai,54.43,43,79
2022,73,0,39971,Sungjae Im,54.24,32,59
2022,74,0,35449,Adam Long,54.22,45,83
2022,75,0,27095,Nick Watney,54.05,40,74
2022,76,0,12716,Charley Hoffman,54.0,27,50
2022,77,0,46970,Jon Rahm,53.85,28,52
2022,78,0,51766,Wyndham Clark,53.66,44,82
2022,79,0,36799,Stephan Jaeger,53.61,52,97
2022,80,0,46601,Trey Mullinax,53.52,38,71
2022,80,0,51890,Greyson Sigg,53.52,38,71
2022,82,0,36801,Mark Hubbard,53.49,23,43
2022,83,0,35450,Patrick Cantlay,53.33,32,60
2022,84,0,29289,S.Y. Noh,53.06,26,49
2022,85,0,29518,Brendan Steele,52.94,27,51
2022,86,0,48887,Matt Wallace,52.83,28,53
2022,87,0,32839,Hideki Matsuyama,52.38,33,63
2022,88,0,27064,Jhonattan Vegas,52.24,35,67
2022,89,0,29535,Brice Garnett,52.17,36,69
2022,90,0,49298,Kramer Hickok,52.05,38,73
2022,91,0,27129,Luke List,51.9,41,79
2022,92,0,39977,Max Homa,51.76,44,85
2022,93,0,39546,Keith Mitchell,51.72,45,87
2022,94,0,34363,Tyrrell Hatton,51.67,31,60
2022,95,0,36699,Patrick Rodgers,51.55,50,97
2022,96,0,46402,Talor Gooch,51.52,34,66
2022,96,0,46442,Maverick McNealy,51.52,51,99
2022,96,0,22056,Cameron Percy,51.52,17,33
2022,96,0,47983,Chad Ramey,51.52,34,66
2022,96,0,40006,Erik van Rooyen,51.52,17,33
2022,101,0,48822,Sebastián Muñoz,51.43,36,70
2022,102,0,29908,C.T. Pan,51.28,40,78
2022,103,0,47504,Sam Burns,51.25,41,80
2022,104,0,34098,Russell Henley,51.19,43,84
2022,104,0,36326,David Lipsky,51.19,43,84
2022,106,0,24924,Bill Haas,51.16,44,86
2022,107,0,30911,Tommy Fleetwood,51.11,23,45
2022,108,0,29221,Webb Simpson,51.06,24,47
2022,109,0,23320,Ryan Palmer,50.98,26,51
2022,110,0,31323,Gary Woodland,50.88,29,57
2022,111,0,35310,Lanto Griffin,50.65,39,77
2022,111,0,35879,Kelly Kraft,50.65,39,77
2022,113,0,47995,Davis Riley,50.54,47,93
2022,114,0,33141,Keegan Bradley,50.0,34,68
2022,114,0,39436,Joshua Creel,50.0,26,52
2022,114,0,35461,Beau Hossler,50.0,45,90
2022,114,0,30926,Chris Kirk,50.0,35,70
2022,114,0,34466,Peter Malnati,50.0,61,122
2022,114,0,34610,Matthias Schwab,50.0,41,82
2022,114,0,48699,Callum Tarren,50.0,33,66
2022,114,0,47483,Will Zalatoris,50.0,27,54
2022,122,0,32640,Troy Merritt,49.46,46,93
2022,123,0,45609,Tyler Duncan,49.3,35,71
2022,124,0,27139,David Skinns,49.25,33,67
2022,125,0,10381,Curtis Thompson,49.02,25,51
2022,126,0,36871,Matthew NeSmith,48.78,40,82
2022,126,0,56278,Matthew Wolff,48.78,20,41
2022,128,0,54628,Lee Hodges,48.75,39,80
2022,129,0,32757,Patton Kizzire,48.51,49,101
2022,130,0,27649,Brandt Snedeker,48.44,31,64
2022,131,0,23325,Vaughn Taylor,48.39,15,31
2022,132,0,45486,Joaquin Niemann,48.28,28,58
2022,133,0,27895,Jonas Blixt,48.15,26,54
2022,133,0,25686,Jason Dufner,48.15,26,54
